,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.017845844403226348,,,,,,,,,,-0.025381234198153507,,0.06042569634807803,
BMP1,0.11292705521282564,0.07268009264423962,0.06761816444729951,-0.011837235570889035,0.012681209732118883,0.11772128600977275,0.10950692819116051,-0.0052366165810939546,0.0019437181674297655,0.0918718745906641,-0.025645325611012154,0.02272441990228564,-0.06768518858453812,0.06354399388319747,0.015588667419609719,0.04501690150815819,0.028921232909697232,0.1269625256875407,0.20707105920950525,-0.030255642132388905
NDP,0.0013268745421341625,-0.026274031206488187,0.19749479531150763,-0.02681670945724529,0.05173487434121222,0.018676691343423008,0.0006390864796832115,-0.00604029700528093,-0.00954015179745286,0.08118498847892942,-0.04818317798186337,0.08085146388406474,0.09825094022187723,0.0433454677971005,0.045237855043520965,-0.013307842484193417,0.03173699952496378,-0.052562844740273104,0.03863190124481691,-0.002046241357170495
TNFSF18,0.020994336872021922,-0.0280565926871644,,,,0.007078471427968431,0.08893805536961913,-0.010647508663312509,,,,,-0.042889263277691075,,,,-0.026175218823462996,,0.09069728469924732,-0.02430872834009309
IL36G,,,,,,,,,,,,0.010601369632289387,,,,,,,,
RTN4,0.001177530855840709,0.0632651577448337,0.041386153709924184,0.023050768710305307,0.02656906710469678,-0.09843136297749161,-0.12014891813540102,-0.008519056564120931,-0.0005272122185362299,-0.08113116443974633,0.00712743607302547,0.002708512548063273,-0.028454228594348638,-0.0677702337279406,-0.1008797131570305,-0.06565672379390516,-0.017771980594331653,-0.061760238538789175,0.012201021975066152,0.06186031704798746
HEBP1,0.07171774719997656,-0.04888330207207796,0.014985138520799222,0.009147606061201222,0.025716336921218115,0.07259932292903296,0.09101400085954192,0.02793476751164253,0.011825090611417776,0.0588304959693974,-0.061644923910914466,0.006489903535498776,-0.02656474201271006,-0.025721114255028776,0.025107805579106246,0.024193665614600617,0.04247162221173003,0.0013689483848140888,0.06646812507881802,-0.05218014235998317
WNT7B,0.010915389271095406,-0.02314189456109719,0.07186929203216841,-9.854122121676855e-05,0.025911346619398076,-0.010499095641863907,-0.05275543159419673,-0.01058887704103079,-0.011246855396774986,,0.07547200218997702,-0.015116034573743229,,0.10598659453205811,0.03679507906242222,0.015864846910232627,0.002799291655267036,0.09269762030800419,0.03420501475095151,-0.05285472245199833
PTMA,0.03409175488743416,-0.01787679831134177,0.010399752124953124,-0.01531871835815212,0.006425240349718587,0.13301231140618272,-0.05872823744318602,0.03149456911142735,0.03565588458044461,0.12115951250697128,-0.0014806496450401744,-0.024897909545394205,0.013033551336802375,-0.08916958969989616,-0.002789510317310639,-0.039415379985498565,-0.015554936460892265,0.0266845089663445,0.12763021872698152,-0.019904268148257947
FASLG,,,,,,,,,,,,,,,,,,,-0.032792249029540636,
CEACAM1,-0.0015101418998170583,0.00028436361279221236,,-0.017473043887769765,0.08374060401551758,,0.081003391698176,-0.016745994528413258,,,,,0.06578792899241974,0.10994653008789848,-0.007561628368437736,-0.016479393740331093,-0.011511647342991876,0.029863416093508222,0.0748594242209931,
PDAP1,0.010711085324818754,0.025517413665801254,0.02264333823216161,-0.03166409687842995,-0.04392349571744087,0.06765855989316097,0.07101232485432712,0.04041503999327157,-0.02783212593292091,-0.030383001466753587,-0.002603602379329596,0.027731177771774324,-0.05049169708780024,0.03725608722316066,-0.08355445919792963,-0.019661668859851784,0.05839482594750294,0.033307289130402463,0.005350688966877078,-0.0333322843575356
QDPR,-0.012663928367470422,-0.022475506441100346,-0.03370126739353539,-0.014342147159108625,0.01048975645820424,-0.04810742294947674,-0.13047812706353876,0.03321981708924103,0.002270725009678884,0.07937039648278243,0.006513448826030097,0.0164332702539961,-0.0010053743796824856,-0.12209115526928671,0.047911846833277115,-0.017714775917684302,0.007931958405868661,-0.07490165132411464,0.011227613157994315,0.08466387587482303
POMC,0.1257935293733115,0.010575578996527916,,0.028091778541669252,0.02276173692530873,-0.04291019080661427,-0.026959547588914317,-0.012354527067756282,-0.03024957849072425,0.1369221715264224,-0.02453574610870869,-0.006205940629214748,-0.07505176477945887,-0.06438064350060126,0.01758299185768668,0.027893409917592232,0.016641626023687562,0.054156013092409444,0.029480992042252876,-0.03508363147247961
CCL18,-0.03421827384930886,,,,,,,,,0.08083274729773127,-0.038389974133601235,,,-0.050099826122926024,-0.04596289342192871,0.00023122089197385543,,0.06777904767313946,,
CCL17,,,,0.03674758682813501,,,,0.007103460500137762,0.08992411193715655,,,0.013868196005089406,,,-0.01781894360329639,-0.006334515083806694,0.04630748903933882,,0.014684322127149029,
VEGFD,-0.034218284715213494,0.06508384377430347,,-0.00971563094987329,0.017618052079987852,,0.03637530048094827,-0.014148201430736689,-0.010210821482018302,-0.02425656698975758,-0.016577341890623296,-0.013464879681973988,-0.04932883396606525,,,-0.016479393740331093,-0.0352938656101646,,,
