,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.029348612774512253,,,,,,,,,,,0.0711978106039147,,,-0.006710175927242037,,
BMP1,-0.0030151915899329796,0.049918341400217336,0.019330826103901567,0.009213353669258621,-0.0005486770738019571,-0.005786122280287844,0.1075192273827957,0.013889080352177008,0.021654456507304794,-0.018012799762025054,-0.041385573806147755,0.019903315512197668,0.07227736605430933,0.07977758098956274,0.031127837160055485,0.008735335739848082,-0.05871235027030306,-0.04852994156559984,-0.06810409181473814,-0.022358356599949364,-0.04937405651359491,-0.07400083446458162,-0.05349638030788088
NDP,0.07142270857037039,0.02462419121623771,-0.025824491446699627,-0.011612447730917115,0.020166570799438868,-0.04142640837491044,0.02646133682928885,0.044507329754346285,0.04242991170784529,0.015007708825875552,-0.04295743691543422,-0.005178311266465062,0.1629091480547831,0.0018393510049299695,0.03243032579292292,0.037092960355754136,0.04511280483319477,0.06637429652675018,-0.01767814690575426,0.0907667657679755,0.10421289520098923,0.07991296891771339,0.05844318647661927
TNFSF18,-0.007457436169700031,0.042745959852636295,,,,-0.014130675170940847,0.020083780047600284,0.04643561562867189,,,,,,0.22292542771942442,,,,-0.035680633560266566,,0.17572354759608985,0.030349538316388286,0.0289839956857317,
IL36G,,,,,,,,,,,,0.03520471050493463,,,,,,,,,,,
RTN4,-0.07707372949200812,-0.006590317924341913,0.07808381470512653,0.021373878974017005,0.0058845911000398625,-0.027035236998099142,-0.05806004284717598,0.016134992866469227,0.05061826721149812,0.10458310222774259,0.17009977832431358,-0.011767466461053193,-0.10183861379457067,-0.012900923498858664,-0.02423910978159829,-0.04922497454332091,-0.00957651140087502,0.06368218901447358,0.04173837023936845,-0.03680284019429501,0.014989926954569091,0.07097287554738771,0.00999655437384442
HEBP1,0.019293445925871185,-0.010136483366609314,0.1101000889630734,-0.011003915537175333,0.0440896228935038,0.022148501954308387,0.04555378598555866,0.008591540487319476,-0.008952663654413188,0.007837038633807438,0.03959287406393732,0.006812538915279033,-0.07682730780175114,0.027417918261330377,-0.04710043618823743,0.03311456380241993,0.0034281589746310093,0.03685281580243651,-0.02644883617984052,-0.015777282293319997,0.03788448353805615,-0.011335479112263487,0.027510367418216608
WNT7B,0.017858011224847405,-0.0019083066781423598,-0.030519200318904614,0.04427555026507637,0.03178076628605691,-0.07225986669193354,-0.060025071389484624,0.026363679862382975,-0.022399053216805805,,-0.05434979387047047,0.053212160865521614,-0.07043473682085581,,-0.02117920097540509,0.13298599657252722,0.09330425616052745,-0.012618545597847215,0.003492587554251777,0.04333582232390153,-0.017423232847351953,0.016725055829050456,-0.04023139024203792
PTMA,0.048107436576545225,0.048225216476278455,0.056648109963590966,0.00012283092824793025,-0.016624475762626614,0.07688585660417846,-0.07396480021431298,-0.005588675890706631,-0.030550732133666575,-0.10995004806498733,0.0007464659650205814,0.04037105240990698,-0.10993993561614197,0.0068464718461473525,-0.10618335645992227,-0.054771103440034004,-0.062011602075077714,0.08715888666975012,0.005061163596467536,-0.09691109070364755,-0.08420746419495186,-0.10971771881465238,0.0815583126869257
FASLG,,,,,,,,,,,,,,,,,,,,,-0.021005318769756726,,
CEACAM1,,0.006151607629284342,,0.013143803815404457,-0.005006788409389669,,0.03563400553013461,-0.02720699404560823,,,,,-0.006240767735427041,-0.01657508815797367,-0.02588022134360141,-0.028453862017824866,0.0241701985498481,0.01330700604374703,-0.017163928396483053,,-0.014680069575305538,,
PDAP1,-0.06819528940775224,0.04389738431601696,0.003683880274113118,0.01558841532072946,0.04330616204777611,0.003348775752002341,0.031163182437891047,0.01943021561169287,0.00754844114032545,0.015840681504901147,-0.05609349100801991,-0.02249811728782256,-0.07085603026131451,0.1606998798648856,-0.029181602605015847,-0.03827388060272987,-0.02438795684372406,-0.03473271759279573,0.01676291035092042,0.10530304305996864,-0.02817371455554619,0.03827358979348578,-0.020548853102060966
QDPR,-0.010266244803905184,-0.01275982714068567,0.05282954877228695,-0.06111257909980304,0.03723736157628694,-0.008920914460885073,-0.04515296282506518,0.026354856656350057,0.03953664272968863,-0.0712161780618582,0.12480864690143868,0.018933844995490254,0.03498354304788658,0.04297795873974873,-0.1704707844795676,0.024908288735690138,0.08921545554432755,0.047768209820009296,0.02133983258308655,0.032183142598194193,0.02151853063495625,0.1167756707114628,-0.039196018176003024
POMC,0.01553863922611977,0.0914728715245136,,0.05415380019589907,-0.02921091323707952,-0.0045095413846423585,0.10756684647983407,-0.020072235411186433,0.02879986115771561,0.04597920248084728,-0.0421927092262557,0.06318503515153537,0.0014199670262156601,0.01912435500721897,-0.018973176390086246,-0.0066257035760761565,0.030527229088892868,-0.025923084020728872,-0.028077932106352958,,0.024553044600477632,0.0019253029826632076,0.017520711790817073
