,UKF259,ZH8812bulk,ZH881T1,ZH916T1
SEMA3G,0.023767812035353202,0.005295474735317578,-0.022049733681003825,0.017245944231516108
OXT,,,-0.012876850638726702,
COL6A1,-0.027804500002840807,-0.036533314494954686,-0.11770951175167571,0.05468793191878068
FGF17,0.008166031164911257,,-0.03551238903147865,0.012109187824161321
TNFSF8,-0.013709743813161998,0.006638047397949979,-0.013692343508098488,0.0669452964474075
FGF20,0.011482590453836443,-0.05080117761868987,0.0017622187025186867,0.09888824488547118
ICAM3,0.06886108639094848,-0.030580322319040024,-0.015709730916159577,0.0947959333341994
LAMA4,0.021529342743103752,-0.01522090694770749,-0.07877004000090553,0.09234190707667456
DLL4,-0.007665298486502138,-0.03081633706882746,-0.01661298953048674,0.09369559175510042
SEMA3A,0.040618329502258396,-0.0068842404822995916,-0.06803461315299822,-0.042404207615754606
RLN2,-0.013835773930856644,0.03414973019577698,-0.015018261153760173,0.003564432730204559
C5,-0.017222182486188134,0.0068678113515919185,-0.019917056998171537,0.0727274831691314
COMP,,0.02186809295516045,,0.016607328200982787
C1QA,-0.02306321255209111,-0.020779881066497002,-0.137666494333772,0.04874663076393885
UTS2B,-0.01383577385136853,,,0.04466847397879511
COL9A3,-0.018268864127884588,0.05041374747067625,-0.02078474599806649,0.08163734267588413
DLK1,-0.023028128830979964,,,
HGF,0.03664778063600211,-0.06264261264179043,0.027826629140237605,0.022086429177936188
P4HB,-0.06653239370404553,-0.0872073128020248,-0.11359125557934269,-0.005774289163004219
ADCYAP1,-0.01727303245404828,0.015451409845438833,-0.00019449967109238568,-0.0004881144390255306
GREM1,-0.01195844620885471,0.044480491923284224,0.03918466619071232,0.03336846670021584
EGF,0.024252572497494535,-0.04192055619181867,-0.01890865272628675,0.04187261132663274
VEGFB,-0.007787047361542592,0.0192726200001544,-0.051935791597424924,0.009860002891241997
FARP2,-0.027136919319930137,0.02153553937308003,-0.014835289567487838,0.04778940195358138
IHH,,,0.08568538051755749,
LAMA2,0.008577187926140145,-0.04740022334597396,-0.10293051847831272,0.05285047564256791
SERPINC1,,,0.13755884809576127,
NRG1,-0.012262375604511194,,-0.03409412170649126,0.012472228384765584
SPINK1,-0.005687129918524078,,-0.018009029987628895,-0.038147493544635334
EFEMP2,-0.014199527459862582,0.06066107590548513,-0.0745475612250184,-0.011382859293757647
SELPLG,-0.00819781285944437,-0.02267697264778407,0.06321217583924407,0.08994806413116323
GDF6,-0.015499544538672413,,0.05002529768454391,
HLA-E,-0.007660098524019039,0.014731095751174778,0.016110070884817886,0.03913743776533498
PTN,0.0033178360995779646,-0.04354305149768259,0.018265884571852027,0.0037516265385814157
CD274,0.012877878660485438,-0.05224744311494327,0.004940852872121796,0.0014569291557960898
CD14,-0.033707091328223485,-0.03639447750179191,-0.1150467500016496,0.026683289122011133
SFTPD,,-0.014286786788329616,0.04736921107167099,0.09113561284953842
SLIT1,0.04703592606193335,-0.015489902932187015,0.0014393864830162576,-0.006696585723269571
CNTF,-0.010905733563983921,-0.019751771734657805,-0.015018262809840482,
BST1,0.020524269994858898,-0.0009747835369809803,-0.03639057927284365,0.04892961372651653
AGTRAP,-0.031477289191073995,0.010583231031558352,-0.02660521225570192,-0.005854387246029167
LAMC1,0.02013655024271382,-0.016303337170915075,-0.10926964813550584,0.05594114944839404
COL6A3,-0.04048850350217307,-0.055196320184850656,-0.10110976048642882,0.0737289599391012
FN1,-0.03614194530909948,-0.029619179014487667,-0.10240671624157567,0.041002049603941666
MIF,0.04620478522096264,0.07644462736032559,0.021915878210011782,-0.03994914603659291
JAG1,0.013315744299057372,-0.0033330524663251868,-0.024591603054583498,0.022155093755243993
NID2,-0.0009192306595670156,0.03656494185446132,-0.04745012501658409,0.10764988096015989
EFNB1,9.609748227821985e-05,-0.11196630362326014,0.011877309771404566,0.04582759287946939
COL4A2,0.014314027857846506,-0.026156461837140293,-0.10144232380713353,0.07322467271267634
SPP1,0.03403191130559458,0.07228411232902918,-0.056295256245872866,-0.11584493847160042
PODXL2,0.00407462226420336,-0.04665618806425081,0.026953058917855773,0.008689625635284446
FGF9,-0.029860257028501463,,0.02641033461113434,0.11207172119422854
ITIH2,-0.014570481046971211,-0.014232430439759339,-0.0459971850859045,0.02005969756387477
ADAM10,-0.004840613872524104,0.025603956976237914,-0.07540470322997538,0.01893969137202324
CFH,-0.0008935307828480132,-0.0046986377051148045,-0.010917444432860012,0.05997408072403437
COL4A5,0.033635493325605295,-0.005677726774519377,0.024354218704213716,0.023786567736800754
LTBP3,-0.026474105220670948,9.615028385596573e-05,-0.03415428396581859,-0.03710904878461977
GNB3,0.050390242619661234,-0.03374783252025859,0.042291773895359625,0.021438036542091827
COL6A2,-0.025665130460796166,-0.013661739238737631,-0.1126248951808651,0.06633858884854657
GDF9,-0.017480487284198383,-0.0289972836093546,0.10727943075982257,-0.009108389615917045
NCAM1,-0.0367967948570816,0.0368530790855915,-0.03565847768452496,-0.04741984524027292
APOC2,0.059118873936098465,-0.0216285138467481,-0.0023351817344657443,0.0383647237294419
BST2,0.014916258763735613,-0.021725006976512334,0.059318465950694906,0.09618648610463999
COL5A1,-0.011687641367464212,-0.018991051830653822,-0.09939691126495963,0.05526319968520112
CALM3,-0.0028790009543721885,0.046486781252568374,-0.004896911153012171,0.010925466574185479
THBS2,0.007775889005397228,-0.0693256520821996,-0.04942516011729563,0.01779502556393803
SERPINE2,0.01628702878852149,0.020624930348853633,-0.05343597556533707,0.0010980050297826653
EFNB2,0.01863281769036215,-0.00036894137163716583,0.010136005335869138,0.04036114477757818
PROK1,-0.02647644793148792,-0.01975175245435664,-0.014083218479597077,
MMP9,-0.006518544819558934,-0.03975227244018654,-0.009440781258856425,0.05594709310716663
NPPA,0.05740323234576823,0.007732980513067584,-0.0013920575447537835,-0.02965271151405593
APOB,,0.07429895701688036,,-0.004060733385636649
C4B,0.012034821085549726,-0.021936078594404093,-0.017385734228920924,0.06284473775615353
NTNG2,-0.0018499288039730112,-0.048338877324371754,-0.017842011756283385,0.03663449888173479
LAMA1,0.027078786549086752,-0.04713442891153784,-0.05443282747185078,0.07746753795337512
UCN,-0.011206200966764697,-0.002062807487220947,-0.016066461733422983,0.017402271258577212
ARTN,-0.0026938631051145415,-0.027331032421208105,0.041074091449521836,-0.017563436000016558
PDGFD,-0.05729510360449279,-0.0036085032309006505,-0.022372991079401914,0.07190244054076847
EDN1,0.053362086197001043,-0.00149685690086718,-0.0564348137827384,0.1247338805682103
ARPC5,0.032575619388543454,0.0022214883356913287,-0.06842196068119749,0.051824479313617285
GSTO1,0.026021270093939914,0.012950552260236737,-0.01889562886921133,0.06923476523572794
PROK2,,,,-0.02049380431512669
SYK,0.014123638949348177,0.014308735905777773,-0.01702679529395369,0.08143351503162524
CD40LG,,,,-0.024307367236405288
ST6GAL1,0.048149107565118164,0.026997915991090596,0.041724493728953614,0.1281867243446835
WNT3,0.06938339237747117,0.019783901201016574,0.036137693241696224,0.027189549650769983
HSP90B1,0.008471121425390239,-0.031058272793003525,-0.09558212331704813,0.008024417078704183
ZP3,-0.020255752353776243,-0.032291475510350165,-0.024607686106679908,0.036323801445372596
ANGPT4,,-0.027331031198635357,,
NRG2,0.04482146132772115,-0.00150737146810966,-0.017447880309387067,0.05847007662887335
MELTF,0.013310955536682947,-0.08091677079614044,-0.013378360417328821,-0.0007242224944498653
NLGN1,0.016871229215099082,-0.04762801096053258,0.024756109737668956,0.013435981539340234
SLIT3,0.03134916464897901,-0.027755727218791635,-0.016713874948539896,0.09288916226356597
CCL8,0.02712083847555774,,-0.030345843751673783,0.051583708937373324
S100A4,-0.024940239598788234,0.021762675549053378,-0.10645246756545226,0.025064201512013197
TNFSF13B,-0.04403653527346691,-0.03905139732094363,-0.07917427303554543,0.07960105199456227
HSPG2,-0.03288570798095294,0.0026986613180776616,-0.0664172640863844,0.09486643955701927
FAM3C,0.06110806277524454,-0.056758758441902986,-0.015172441893676001,0.0035686294154092073
FLT3LG,0.032682773037433055,-0.024667211830552205,0.021005501824523844,0.12030785597723305
A2M,-0.03528678820963713,-0.01878708458988743,-0.0824904196029639,0.0958181240070764
VCL,-0.001825843927284565,-0.014247251558395466,-0.05793557566754397,0.041840008387307184
FGF2,0.010109042258067847,-0.01830584334886449,0.03314548966590185,-0.065773448676716
AGRP,-0.02205638966375358,,-0.014464085722732077,
CNTN3,0.02927732400953024,-0.030970945272810968,0.0838030230412437,
RNASE2,0.030119428545844932,-0.0041896496082744015,-0.059562793585643765,-0.00046090459655306036
ADM2,-0.016698952905387417,,-0.018463836914420627,-0.02310225488233124
GAL,0.018791529604754487,,-0.018613179769336276,-0.022791653327153917
CXCL6,,,-0.03226166241123461,-0.03188300111971268
PDGFC,0.013622445539947414,-0.07428239048314839,-0.002819526317587417,0.0248605962079642
COL8A2,-0.04233260369951675,-0.00020319735867527455,0.015927098091852495,0.025101447818707698
SPON2,0.028262525033917397,-0.024298015303204686,-0.0639082458752315,0.10195021487409107
LCN2,-0.01637982538259908,,,
SEMA3D,-0.002569310420457817,0.02912236556372082,,
BMP6,-0.011666950540099232,0.013107517833367865,-0.026849522522655503,0.03650890766818988
TIMP2,0.028844981838353108,-0.011954795587376074,0.005451774323096791,0.042021061765570134
EFNA1,0.03794121085626453,-0.03171547301898776,0.020443332546953314,0.03874910135057634
S100A12,-0.01345436109270531,-0.021141453027622104,,-0.025175738712547465
TFPI,0.004042620231490256,-0.019483212932336794,-0.07167507460370696,0.09283746617211375
GPC3,0.03356683399627063,-0.02080825085713387,-0.03877024598933556,0.0737543348331909
NMU,,,-0.028227259978117102,0.002383000830610779
SCGB3A2,,,-0.02425649034304826,0.023200104242088786
LAMB3,-0.043214506652281735,-0.024870091225978098,0.051209792194815015,0.11866530460098178
LGALS9,0.022635726892280418,-0.04266633698216156,0.004961215866469482,0.1201032825975176
VIM,0.02232919838110225,0.019300713041070425,-0.12422703463594723,0.11359876810490535
PLAU,0.00474842956598956,-0.02736343219789011,-0.07622342217672656,0.05468236597734568
TGFB3,0.002811068176213643,0.012349687670264285,-0.01222027582364485,0.04402028021043936
APLN,-0.04005612271385511,-0.0006956021066905253,-0.010684164649227076,-0.0018453624050580124
SHANK2,-0.008862451924519309,0.004469785237827766,0.05195736300607159,0.058971392042448154
LTF,0.0281629556710238,-0.023710327956664497,-0.0047694874614162795,-0.05165614361803303
PYY,,,,0.06218525937727212
PENK,0.028695380186312923,-0.02417619487126486,0.02002214452485115,0.002854811605179306
CTF1,0.02937313625939567,0.05678582532812433,-0.03421337582084667,0.04408515516999401
COL3A1,-0.027508723093802614,-0.02499965352670602,-0.14908233881583305,0.06533154588412214
S100A10,0.046926192667559014,0.013134677713344657,-0.08359920018342423,-0.052764684180014655
FGF13,-0.01664062958602897,0.1173756091428609,-0.015690628622881727,0.042007064016160126
SEMA4A,-0.01624003435995091,-0.03495008124876848,-0.006481800705676901,0.08876530872886164
EFNA4,0.023438472701534402,-0.046055226477476494,0.024602825897051442,-0.03142068599790131
HSPA8,0.047136644994124614,0.04367699110674264,0.007578051460349645,-0.03361899771217651
NPB,0.08744757905359109,0.04341996050228112,0.04313507483150139,0.026583134460925487
ULBP1,-0.019993650736829315,,-0.02552414098919117,0.024429088344661357
SEMA3E,0.02332214389586089,-0.021886044056235347,-0.030362668827240858,0.001484841144816738
FGF3,,,-0.03786624659301483,
ADAM9,0.031797439180647674,-0.02642204924847921,-0.11348241082065393,0.017995051839375293
ASIP,-0.010747291370619805,-0.020348337841326076,0.027943106606420135,0.03652710406346735
IBSP,-0.04410223950766476,-0.024882158165142457,-0.10230919560526236,0.037698882763515365
MMP12,,,-0.013692343508098488,
FAT4,0.02956799341834213,0.051082993837171735,0.012547573118070704,-0.003537754373690407
MDK,0.08118686343971578,0.016505728872341727,-0.012544797126814194,0.03236251032856918
BMP5,-0.01762472342893496,,-0.025567017655176088,0.036224077963288255
CAMP,-0.020874497902441818,,-0.020051040226619528,-0.02989695213778587
HSPA1A,0.0323523676139122,-0.0551813614767698,-0.06115198738569966,-0.03846416157170015
SEMA3F,-0.03523168411685435,-0.03351257877957627,-0.04276160854533668,0.08627898340262427
ARF6,-0.02132683880894634,0.019892916761811926,-0.08501526726178538,0.0012552852533049097
IL6,0.008716157100136887,,-0.024989297503161114,-0.03331469406846442
CALM1,-0.029228956239279503,0.036069505089399434,0.00940778634396747,0.012791333036192672
VIP,-0.018218240805527655,,,-0.03155885363537502
NMB,0.028424299116606523,0.031774898030954214,0.08929286133008583,-0.05534612571586594
CCL26,-0.029989539213156533,-0.023204884530573153,-0.024374034746938188,0.09338031937322618
FBLN1,-0.0385460703507243,-0.05657534541452473,-0.033470178468515334,0.07271544340232845
SAA1,-0.03852482889468899,-0.05519631891634416,-0.08624307325096688,0.005499501376874642
MICB,-0.030693392254401052,-0.03784165563754851,-0.028845123752637085,0.11905310452957667
MMP13,,,,0.01942001960488017
F13A1,-0.007158184524439719,0.028857505282912952,-0.11992248209963613,-0.04437973382045037
CXCL11,-0.0021508335604646612,,,0.0016354323446074362
COL5A2,0.01364407745811931,-0.023728357158186178,-0.05959677945159819,0.07866369991064748
EFNA5,0.08457313118856298,-0.02490208533481266,-0.010557962673456378,0.005873181979639097
AREG,0.05941172730720607,-0.026463750404618836,-0.0298521947972765,0.07037492257828228
EDIL3,0.01925176127253541,0.031652917498201406,0.09508989970849437,0.06714314263486804
CD86,-0.006501514129282149,-0.03317429348012901,-0.06240097178943125,0.0683643849681137
WNT9B,-0.010586569357976246,,,
HRAS,0.004439012061961405,-0.010188592611958137,0.016062976505837667,0.04120711407933967
C1QTNF5,,-0.01353592334297055,-0.01607268651826157,0.11840250334328678
RLN1,,-0.018570619072030895,,-0.0018305764721226363
COL4A1,0.025420025126096674,-0.03722731394741869,-0.08142976455840374,0.08189994461380377
CCL3,0.054982033263896196,0.0707056977791733,-0.0042158590834962895,0.04110941717645787
BGN,-0.017634701477108942,-0.023689076774683775,-0.05659963463261778,0.07698094710559944
RETN,0.0538438217245253,,0.0668905911156594,-0.025889980757740808
S100A9,-0.001321890413853767,-0.011430230796303108,-0.09374811007836482,-0.05191100710335665
HCRT,0.047912447608500434,-0.009327409789880572,-0.01101997006877158,0.04009191874943198
FADD,0.012904095305589612,0.005095954023898154,-0.02760497160212169,0.040895328226178515
ACTR2,-0.01357769597369135,0.01786655062135003,-0.062196744312266676,0.023951949768345967
BMP2,0.035077023945638504,-0.027453373827771528,-0.02632947010833161,0.042452011467245004
PDYN,0.005602933964919251,,0.006260115698962403,
CD55,-0.0006862438701819932,0.023215321272100003,0.006695913707379386,0.08496958669906593
OSTN,-0.0218908943016403,-0.019169714396929577,,
PDX1,,,0.01572317294862856,
CD6,-0.021640636208046782,-0.02464886280152546,-0.019199990968891707,0.16535251757309313
IL16,-0.0038242881318538736,-0.007110899631124018,0.010784010149095483,0.0880414986165431
LAMA5,-0.004025069980439772,-0.02365411016027891,-0.060228268490187926,0.02720293655354066
RGMB,0.03650056681384833,-0.02180885872191845,0.004908942966322047,-0.056444972340662584
INSL5,0.07663524356630722,,,0.055205071982590934
IL12A,0.006076475653746733,-0.0414652980742485,-0.015728565086636472,0.024409517980783085
S100A8,-0.02156738158378528,-0.056124068275095605,-0.11084796875210104,-0.02360777034157994
TAC3,0.017257175938412365,,0.04538355782965046,0.09543901866088221
TAC4,-0.020438199542588582,,,
MFAP5,,-0.026463754701645123,-0.0705019445502081,-0.010762868719855066
CXCL16,0.052495948214134024,0.02143276308711725,0.007206200367069576,0.10452305384454826
AGRN,-0.040940936479004736,-0.012502231664023875,-0.013674477354380278,0.09982090428488098
COL4A6,-0.014450454903875224,0.03800288250053513,0.03163246914088859,0.13661049375898002
FST,-0.02365727031574385,-0.003936282824318609,-0.013529564515333598,0.02523505637593613
MEGF10,-0.032412709224003716,-0.0729437328618056,0.04074389415678118,0.008063699046872718
C1QB,0.002461190988737592,-0.0007030704166330325,-0.10787251089602785,0.032406313853128865
HLA-B,0.08808107525584084,0.037031806012916425,-0.11683848053619406,0.1091871986274989
PDGFA,0.0034752058106336642,0.05083274526409645,-0.03850347218080625,0.04121484066365314
LAMA3,-0.02026140129838015,-0.021674184460313977,-0.01590149354367104,0.05354628498866962
DKK1,,0.03304545286900293,-0.06806712626164388,0.03598725246593994
INHBA,0.024915813757262616,-0.054181403852289034,-0.010213376353784042,0.06966473295276525
LEP,,,,0.016323441659513833
IL7,-0.017524047603503214,0.057254084735057144,-0.026632423257208115,0.019378359459192855
FABP5,0.009261994279055006,0.034588352951695364,0.0018560132132761664,-0.022345190482415084
CCL4,0.04317100610426713,0.07866591084436289,-0.008432546932253824,0.06563527949438838
FBN1,-0.012896727691305954,-0.04958983780931758,-0.11260753307818645,0.07233723846016682
TCTN1,-0.007632268823260691,-0.11302799004883714,-0.003876999053045506,0.012672422964740498
NCR3LG1,,-0.02031822027499913,-0.03197989277802697,
BMP7,0.024742107120063417,-0.01682223063887171,0.020003541113326105,0.012321492338330927
NLGN2,0.02890746111620258,0.09974000483434006,0.0011796633250616105,0.008918239798318192
CCL25,-0.0180223500119021,,0.06766193322829117,-0.03380630605194598
NPNT,-0.014433807801662344,-0.01448199898720822,0.09133257293939591,0.049462074365652774
KITLG,-0.029832656110116942,-0.06263767526174059,-0.009652792492041101,0.05799718892221236
MADCAM1,-0.02061465461269326,0.12896677289171712,-0.014651004672150088,0.06987031900406791
F12,-0.019485155360140526,-0.04115973091300302,-0.0038180325589130693,0.003055833071638347
S100B,-0.039663564737584145,0.07912881120982357,0.09980583364462021,0.019990888880280652
IL27,-0.022868590314153583,,-0.013692343508098488,-0.03892724676311947
CD99,0.05648086578221113,0.0055407354293697895,0.04325843704516213,0.035453393040010245
PDGFB,-0.044081942567485585,-0.036303386711660064,-0.04374352821265884,0.09275259156123183
CLEC2D,-0.038153968977210274,0.007305816484892839,-0.013664767900468913,0.06822878659126644
F8,0.01146104849230034,0.006651825853232555,0.06720964382045597,0.08468432245796134
C3,-0.08023681606896839,-0.0017568586221251182,-0.0002641722200498672,0.02374433919554649
DLK2,-0.016272185920252803,-0.021674193117810325,0.07359278355829332,-0.024307352438184347
TSLP,-0.03781248507092981,-0.03618067358837986,0.038828261455413474,-0.05562413316452933
OSM,0.04026500528125211,-0.04713442891153784,-0.027678261412369703,0.060839765903276166
PRND,,,,0.016226513221580682
SLPI,0.019448491548549433,-0.040264839887305164,-0.1494725838195097,-0.04141304010381812
AFDN,-0.014007451395582168,-0.022842834749037165,0.018001300480808773,0.02203301158908326
KISS1,-0.0170126167985935,,0.06383864554417946,
ULBP2,-0.024610655303603367,-0.030390312308684043,-0.001341540857914953,0.055019485590596676
ICAM4,-0.010586568281275605,,,-0.009218624571363424
ANGPTL1,0.06548004662995703,-0.04486952512279192,0.004298595423242416,0.05893356286855478
LTBP1,0.0026149696368575536,0.03546287794686046,0.03307372018291479,0.015184410919922238
NTN4,-0.001588030885072751,0.023663810178054835,0.04156709974218027,0.03241974407030509
APP,0.04008401641449341,0.0012629370264224085,0.027117990777534563,0.06314913628219733
RIMS2,-0.0034406124557048025,-0.028588628094249967,0.052958800046030964,-0.02683414123533694
WNT7A,0.025087421798190852,0.009591503642284128,0.05202094016510252,-0.031414429558394505
GAST,,0.0626958895034088,,-0.029896945313002472
GPI,-0.006664837115542595,-0.022036382538133097,-0.023622649987710378,-0.09071136009431821
IL1B,-0.016145755388692385,0.043412090114919394,-0.05021532580560918,0.007431735863681659
SFTPA2,,,-0.014651005689228598,
HAS2,0.014449797557876058,-0.06046519874270746,-0.10849061972571085,-0.0031788377327728614
IL11,0.05112181245465449,-0.024648866708895503,-0.004413461447616384,0.010862453847111741
SEMA4B,0.0027983435480955694,0.038122545084257733,-0.01571735585642135,-0.017807344303406872
FGF12,-0.01011368993104656,-0.039956903766701656,0.010984840603753267,0.05822217176442331
CP,0.03076921713734081,0.02255986408509874,-0.04825886830022367,0.02917686029376379
NLGN3,-0.016568066173924634,-0.02776877950564279,-0.022049777750487984,0.014128079793989336
GZMB,-0.013454361602723211,,-0.03102666717718742,0.04491591835505527
PROC,0.02061084094893261,-0.03453062346674886,0.05431974795012518,0.08502834399879394
TNFSF11,,,,-0.023638107376325563
AGT,-0.047080995037379655,-0.007895451282295412,0.03230665034488621,-0.012142465224939227
PTHLH,0.042868081192514354,0.038726424345784785,-0.021222167686899347,0.04048361497750616
COL1A1,0.014777062030604284,-0.028311565612285074,-0.1635702562206074,0.046210452878826434
LAMB2,0.0044498255137471205,-0.012209524219026298,0.0694097519495385,0.06502016691180894
DSC2,0.007606038490973993,-0.0350879102153055,-0.04298185413146441,0.05631998362069664
WNT5B,0.03433535923404034,-0.02353171020134965,0.0007850655097809627,0.04600925683504677
LEFTY1,-0.0290095381390885,-0.03302626092796109,-0.00462669755517911,0.07322452850216356
FGL1,-0.011518563306452127,-0.015576277985144955,-0.0018399157457086128,
CXCL5,0.09816800890278489,-0.032896914688677684,-0.021925560449298893,-0.02561816981484951
S100A1,-0.011532915552768737,0.04358344482514997,-0.002064901880146595,-0.008773955193747076
C4BPA,0.051105424691375585,,,-0.021834921028160086
NPTX1,-0.009623844994183237,-0.019462771215893414,-0.05157027444532917,
TGS1,0.059410647315684656,-0.029076301037456682,-0.02818209287862126,0.04094870329436757
SST,0.04742321943514279,0.03610315922665733,0.007091219745680139,
IL34,-0.0013378092412066635,0.014873657700741519,-0.06693086214359197,0.09720795755693437
DHH,,0.045611690480944406,-0.018548017315797815,0.02009045671995887
XCL2,,,,-0.004099773512800499
TF,-0.048830976204599245,0.07148238125608984,0.11052621972020903,0.030886446642661002
IL33,0.039370250725307254,-0.052338370883903994,0.046623937442536574,0.028275464305428346
RBP4,0.0451855776446815,0.13849025648791818,-0.0008431441303152438,-0.040261227040537466
CCL19,,,,0.04810926739838723
CCL20,-0.015631071519662327,-0.021674196254586924,0.0434533081660119,0.017667087804962282
NAMPT,0.020881898252318246,0.029859392140269083,-0.10769251111255403,-0.08134538733012742
