,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,-0.0305189404688804,,0.04773569059588476,-0.019277435191485812,,-0.028293105761931978,0.1047811618866321,,-0.03003068082093186,0.017800357187021134,,,,,-0.04892177039726432,0.08393281752457592,0.05192910872749341,0.0012180449980650609,-0.029764503927916606,-0.02729840654135471,,
PDAP1,-0.014205624702743572,0.014131278610962436,0.07610918777162855,0.007907315748915336,-0.001810785660043814,-0.008035030884755136,-0.006504749780103321,0.06034235320566995,-0.011199399998788254,0.0007784377346488138,-0.006572274024881664,0.03613676665028178,0.009370532198093088,0.01474039747564927,0.024260831767630234,-0.02311683745713913,-0.0603686049508043,-0.059746919631021675,-0.00733123215663951,0.004953433493982477,0.01023326636351925,0.0456987145280007
QDPR,-0.03146414585408672,0.028807118958125207,-0.02875162211342013,0.01868221981581426,0.02241990211471406,0.06709195063715723,-0.045027091837808716,-0.032589648881981355,0.012086371185862891,-0.005823273973137962,-0.06547657600661376,-0.09355350226047401,-0.01726307850986402,0.0564959096887014,-0.055839356510545356,0.018165193035350715,0.009765353118784407,0.005401359087968242,-0.016210903826096083,0.07382841322978381,-0.057270684883997024,0.07757870709091304
POMC,-0.021111175303887487,-0.014810509601866407,-0.007836947118670183,-0.015219227284661529,,0.034788675350476875,-0.023179907201337304,-0.029256225486112702,-0.016787858673164357,-0.018792037264786277,-0.024672707910214677,0.03206307823443253,-0.011739418020398133,0.03985375371786816,-0.06885825068446605,0.1186958257010924,0.03720248122342728,0.014724372054263721,-0.009151710936393768,0.07563126733873891,0.09578130249808375,0.03964443477266242
CCL18,,-0.0453941586514417,-0.02068934855926298,,,,,,,,,-0.05981011153331757,,,-0.04194786049179424,0.06794254614000413,0.00037382281871985607,,-0.03095482339010528,,,
CCL17,,,,,,-0.027286343424310185,,,,-0.006641768865307783,-0.020491304972691124,,-0.01377866855036642,,,0.008685784927935963,-0.01765378025551476,-0.04424224386543466,,0.09096979152285412,,
VEGFD,,0.01681187935108746,-0.030918003554339494,-0.027611058292200615,,0.009128409823201329,-0.0199719505484343,,0.037880410446265986,-0.021520332349265068,-0.015030620007539908,-0.019515869118473077,-0.014767025856768812,,0.0501178678183828,,-0.02677887635814094,0.012051653013695034,,,,
TNFSF13,,,-0.038583991324953104,,,0.041100739768432905,,-0.0204339471134614,,,,,,,,-0.005757817266071008,-0.0011053091809313383,0.01663801287398737,-0.033423543018536596,0.0005738138877992778,0.009070346952928915,
WNT5A,-0.02950585700857043,-0.10538036291767422,0.044150762414289814,0.028441255048778355,0.03253199515149414,-0.04902781576403551,-0.0054184644073004915,0.04284364258883818,0.03978839849222156,0.010343410380469332,0.030604964232038394,0.00922189220172079,0.03512122485591166,0.018097777498015177,-0.07518893690552175,0.041539649496741014,0.02443121746358592,0.07792120423988537,-0.0049073957601674335,0.048318746557465854,0.11214884011048434,-0.004534403011480152
CXCL8,,-0.04918613516332034,-0.020254648955410803,0.06147267887302099,0.000198419003440726,0.04920790483958524,0.006457759833494942,0.020944366270186917,-0.05119120178931716,0.006095522422790925,-0.01399716690410664,-0.04447014019458872,-0.011137191133545351,,0.10940916159640425,-0.06706705681648627,-0.10477883685521856,-0.02238026759210426,-0.04783041630723333,-0.02322127298135111,0.01698218667722713,-0.05755488537358957
GRN,-0.01471008068151739,0.06246387647971997,0.01310057478649058,0.021788154506988157,0.02652250090684678,0.03104701650384388,-5.459771334074612e-05,0.0430902534815125,0.08673541693268565,0.008170698700170708,0.025833568281134353,-0.05809067247723548,0.023401762214125803,-0.04352764560533733,-0.07197006332220843,0.04156680878829377,-0.0336751588998495,0.04959296004681368,-0.07379386347889844,0.042426229226113506,0.01741729626458971,-0.009827896971578784
MIA,0.034579862234201585,-0.09663700851263478,-0.05159644979100338,0.028573667074733078,-0.026171591823525086,0.013561057438263548,0.06751923404246457,0.01228930915352132,-0.024347975614056938,0.011259521189985895,-0.017094164839477132,,-0.020224118647612078,-0.0053647940030175055,-0.025399247813210485,0.07447506903992474,0.06848643856647106,0.030944895883116125,-0.001945492112997122,0.050542984772795674,0.06218352468104005,
COL4A4,-0.025455116313169355,-0.05148732348702699,-0.0310061430283898,-0.04129477543181409,-0.03752379566802259,-0.000612005433411647,0.008256713611869845,-0.01944199789817747,-0.015143781294377871,-0.007925878842697057,0.02399522372137183,,-0.019618145384751626,,,0.07499480297529745,0.12271146954268626,-0.004148186073738618,0.06398693419219684,0.008153657189812506,0.07012637966998449,
TAC1,-0.00041786209313467566,-0.03539694697206,0.025395752215631444,-0.0187713612509973,-0.026411444535176187,0.011871340068007276,-0.013590057443837698,-0.05178474459734368,0.025412561871151387,-0.01742998279861231,-0.013450398383650903,0.05364194903674456,-0.034767459351475495,,,,,,0.008778401943593648,0.09597485661573546,0.03387629831677245,-0.0343302914026813
RARRES2,0.03461296494725881,0.010482024921490274,0.026529267304490955,0.06654393507347056,0.0438918692460023,0.06665042845842517,0.028224793645004298,0.089537877683558,0.03463086803369027,0.0013153497829696509,0.04959576137144774,0.017358294827137428,0.019463987621320414,0.001711061301428136,0.0270224915545198,-0.01134277755040158,-0.07475649951157205,-0.05217904672811875,0.0002535136347161045,0.0669690180384331,0.02009519483027794,0.0668494356211488
FGF7,0.0021074184328566743,0.00966719591423439,,-0.02037871598607024,-0.02412197630229774,0.0015907107651772796,-0.0382404768983546,0.03443129852779808,0.003737117900432044,0.01434251492583784,0.008112133578947679,0.004546500693927812,-0.02874995580351867,0.05212505260902974,0.005570633329295305,0.032059725370749824,-0.0010866773679728034,-0.004564926849219156,0.017658135710354277,0.04882470021907484,0.014265821323256454,0.013779257108295983
EFNA2,,,,,,,,,,,,,,,,,-0.008658229250381552,,,,,
HBEGF,0.03827285726639038,0.03001520633505156,0.012607168645180047,0.011476649031134567,0.015858803607896283,0.014534710016751938,0.06870090597189649,0.055779007389457555,0.03169211089970308,0.04124371332446658,-0.038600073354397614,-0.06152517306559252,0.03949718072092063,0.11497990607662863,0.05751664678941762,0.05267708825934209,-0.02112797283494197,-0.028021877623960256,-0.06003462482142831,0.054447049011026004,0.0779452099016292,0.00032687167357626677
CSF3,,0.0681446167474109,,,0.028583490295145682,0.011399060940097175,-0.00769351724667797,,-0.01602182912785724,,,,,,,-0.036188138850795894,-0.08198484750766692,,-0.042671482172195796,0.012695406790971916,0.001671404839885898,
PI3,,0.028626033577152037,0.0038937976167207787,,-0.008346334355469002,0.020271999746376314,0.019957144008186673,,-0.018040791063222615,,,,,,0.08775260310539698,-0.10462302312694781,-0.1130069221494912,0.11529582676203243,-0.02678276932721694,-0.0365025031430338,0.03606513485161256,
PCSK1N,0.029181223905755498,0.06417155433867243,-0.025112845707278095,-0.05807521292451033,0.01832104916481776,-0.02698200270694396,-0.0950893375901223,-0.05248657479622894,-0.018808409763877793,-0.03252520074873509,-0.01677639211315435,0.07678260122068152,0.0002651447933290628,-0.03424488656643754,-0.06669822447416245,0.013482348210366162,0.020528590258839713,0.037763066845636226,0.014991599032047989,0.05773844685058825,-0.0772810338157011,-0.041468706508598664
NTS,,,,,,,0.09349999231009255,0.024421982947829032,0.02010500271601557,-0.024091030902797197,-0.022118349949739657,-0.017570551232609095,,,,0.0039957749655877665,-0.0030977101372414106,,-0.03840793421319743,-0.010539402015064944,,
SFRP1,-0.0036096191655621865,0.009793822366325575,0.00025381048208147645,-0.041696781880717654,,-0.011409140506943938,0.009184808356994855,0.024930995223567252,-0.013492299625775923,-0.00265811249797252,0.007708071321202609,-0.0801984937839804,-0.031015476866295258,0.0404279599122933,-0.05829955477816723,0.09709237317621014,0.026649592858555494,-0.02899021475762787,0.025007621053489134,0.042904200569575314,-0.023431763385072756,-0.0627541246138138
CXCL13,,,,-0.03208635358760806,-0.00970972974705986,,-0.02257976703647756,,,,,,,,,0.012793176590901801,-0.013813421493316788,,0.0394067129827349,,0.060025775396986926,
MICA,-0.03821899905912839,-0.048234264398641716,-0.015656302043942614,0.039621225644132334,-0.03572006911817846,0.0017206222850004174,0.03683924479646199,-0.013744738525260466,-0.047514065975363215,-0.017676200230600975,0.022095877585777426,-0.037404671740167594,0.0317741589406948,0.11890387828597991,0.01658606022337063,0.032803407166477165,0.02802644471410782,0.02441828556929363,-0.014278369737166329,0.06998492654946366,0.06195707484381968,-0.05947959792883062
TG,0.04631257563937709,-0.01098906598296684,-0.005540688304451794,-0.002123032858221332,,-0.025693024175888233,-0.0397505685025149,-0.013910025735216026,-0.019336914316709895,-0.020349734060552207,-0.01482946842276264,,-0.020697504373275444,-0.005584152994981953,-0.06628118523612736,0.05533726194583931,-0.006667839468135079,,-0.035119285542496596,-0.04824554609055381,0.027195462355807054,
ADA,-0.025057446567744782,-0.02774141175933958,0.013482263329015877,0.027277188663579727,-0.01532865792927937,0.002217484634177819,0.024719796098340175,0.016622886045543465,0.006649027587671069,-0.010758151381955686,-0.02408424930521085,-0.017882078038472495,0.080621216401528,-0.03481374379492265,-0.02063135883562456,0.04306835429041568,0.0072463670546427435,-0.043192667890141326,-0.07581920655452683,0.12098131364142461,0.11119871464025635,-0.07117815035228184
LAMC3,-0.012082142574173043,0.08880843013790074,0.03751559339570044,0.00921781953728157,0.024922898929528182,-0.026296237883284865,0.041857745369997895,0.04766798112512759,0.06350117066024565,0.0028021394971916003,0.012237896848587516,-0.030357158727928657,0.04957815166317268,0.02864452680229763,0.06377336388243764,0.10547735698167175,-0.015447270540838642,0.04019611227480425,-0.05027760754057642,0.05555008968188533,0.06670463046228049,-0.06951481468477842
CCL7,,,-0.03252269617199195,,,0.10416030753106667,0.020274828569035543,,,,,,,,,0.029090410716397046,,,,0.03958313428389638,0.01714443333526209,
NGF,,0.031307496143295505,-0.04271038898292002,,,0.0012404395636250501,0.037667580432179465,-0.02614274566693698,,,,-0.017570562801651295,,,,0.013801166518273565,0.008476927633427599,,-0.0036478170101683647,0.06504790636300549,0.043717999625989615,
TNFSF15,,-0.019732121052063654,,,,-0.020685301721099853,-0.02216495872080214,0.07346190124995365,,,,,,-0.02803889621723647,,-0.027892605291053616,,,-0.026498257849974324,0.12863502191598586,-0.006091149187498918,
HMGB1,0.017976869596424697,0.0847562947451431,-0.009800848008248406,0.024117893007955686,-0.02726284902572793,-0.0049128464124114845,0.00928884064845647,-0.036594857169374474,0.0017127541632166725,-0.018415843088229113,0.0003118915133872077,0.04149031694447981,0.04255781730370081,0.05155791892763877,-0.007679229509091892,0.0023465984768523836,0.014180396598524455,-0.024368380456439662,0.04354997550384279,-0.03501526417012022,-0.015584417211623335,0.04592674621626557
ITGB3BP,0.009603754570368196,-0.03626991211150002,0.011525621095155479,-0.007014545527159337,-0.01676166232952095,-0.0036426341224928376,-0.0012418740829754906,0.04987251851098875,0.03954525302281043,0.0408529442270411,-0.03463884402785543,-0.0463305008010909,0.052569624770651864,0.05220163162438485,-0.034526388477035284,-0.05409513466369046,-0.04598288101657682,-0.005064520622830072,-0.010115733995136792,0.09621537293729077,0.028568336088337382,0.09223642748860254
AANAT,,0.01869030615722668,-0.04718548416279515,,,0.15168488185872722,0.05307771297307848,,-0.014452123454794397,-0.01830063476487062,0.08380329110615455,-0.01651891306939462,-0.018482765916434277,,-0.05712722042523249,0.019030682736553683,0.04824224622980237,0.023710438167271114,,0.027754423359210807,-0.02820112496423882,
RELN,0.08653011715979309,-0.02740085668802248,0.0014005190710059362,0.005787582463687848,0.042763193549551014,-0.014038358542158909,-0.010093530376946058,0.020929171242217923,-0.014016955639539266,0.03332123721931016,0.06687642047404053,0.009865089198969569,-0.004395700144610368,,,,,0.013482571573835648,-0.008478403561296081,,0.04646361479116697,0.10504635785468071
IL15,0.037589069504464785,-0.004246025894355602,0.00253456848621698,-0.013673248345345506,,0.06710302713246956,-0.0019628709693383798,-0.02258704909944385,-0.0028899500322227844,0.01453963946143323,0.07028175565508676,0.03009841917801511,-0.01714191112794847,-0.03217134853262968,0.010036794220622312,-0.0640764699106828,-0.027491152546871508,-0.00410581943312515,-0.025174434037140102,0.03279860630237281,0.06564458518940651,
UTS2,,,,,,,,,-0.029251690137279185,,,,,-0.05181957985204173,0.004869422623118932,-0.0005960685764120971,,,,,,
BSG,-0.013717782222778464,-0.08255612040407086,0.061754281244018654,-0.02778460086292806,-0.02372761122842537,-0.007989207299410857,-0.04467029809787042,0.0015209943929644354,-0.04338127719800911,0.01273311128873681,0.06183081506728503,0.05464214770997026,-0.03499668784762253,0.06093363364613183,-0.06156503930325669,0.020571568152866208,-0.009452386601359084,0.04300881246222544,-0.0359522849070582,0.08243973925410682,0.11158532490438267,0.11316109431788955
ADAMTS3,0.04313282067287727,-0.0223194129099964,0.047044248969713535,-0.03129353474059513,,0.01944798760471831,-0.035738459936059765,0.024873346234543056,0.001416916570962484,0.01640442808070295,-0.0026242028963622227,-0.0265254928711939,-0.003770736647814364,-0.002250649012159824,0.06404681536911917,0.047800813271232555,0.08393502866658505,0.04656296011822083,0.008029991470872853,0.06616168717853999,0.08460168658982992,
CD34,0.05110827453879783,0.057563117388564115,0.04697790360932602,-0.012283914222537825,0.018195908871579246,-0.013979955003314995,0.02328210623812757,-0.017097613181386095,-0.05705559923307202,0.007139618704708245,-0.004006905892446324,-0.022801948870533537,-0.0222582602655263,-0.038830498126108226,-0.04974562797787732,0.09287980078199257,0.0681083187915676,0.004655755259491813,-0.06705418175391918,0.05812084693908442,0.04909671405445808,0.06321093882257099
CCL23,,,,,,,,,-0.016444222367954828,,,,,0.029908252495812148,,,,,,,,
PLAT,-0.028406706303272362,0.17549495851801156,-0.05062703246241347,0.022903834828445192,0.04521681890482086,-0.00700477328136821,0.01225840924848435,0.0162074782000667,2.860515706183718e-05,0.02535156829803282,-0.002295346833908728,-0.02488955101428094,0.0167015419062644,0.1060057917801543,-0.10390806203301708,0.0723690061574792,0.08590636454430219,0.03895040795868645,0.015064507805679764,0.044329681378743796,0.08122776346315932,0.019197871808844025
NTF3,,,,,,,,,,,-0.017331136184631724,,,,,0.03872732949669291,0.11081562563031104,,0.029628039428412672,,,
LTA,,,,-0.019277437169695957,,0.026463035098785895,,,,0.014535246781103996,,,0.041865366513549815,,,,,,,0.019504856121993347,,
CKLF,-0.02833117657265074,0.059834002696561105,-0.043322682181715165,0.025701478350235382,0.01591045983962187,0.05388049916778063,0.01259403704533987,0.11439862883093013,0.008506325871102054,-0.038603826359729136,0.007863304930672568,-0.02780649262917492,0.040067048815118717,-0.0003616555937065376,0.04262127073444939,0.035641775443161564,0.13333066863088763,-0.03318377525742053,0.04261749208401166,0.0035635236282190513,-0.018237999277833993,-0.00891364711923563
CD24,0.015617820232323552,0.027785642135168907,-0.052910397431097655,-0.019669673107708785,-0.007852421849513203,-0.007053674133175655,0.007671981647364252,0.03079007464127081,0.04551609050876538,-0.04043662407446124,0.01142003308496045,0.006131032797130199,-0.0021410987854292417,-0.013786208247502228,-0.024186171003315285,0.053610597405717754,0.071949664976653,0.07169222825082053,0.07959967753789966,0.012647763085006224,0.024885043689361418,0.16454320265031774
HSP90AA1,-0.03674434591182222,-0.0988446181347268,-0.01064809143488579,0.04810472277143576,-0.01839166642179448,-0.008032385593340604,-0.03335489220509576,-0.08874196382706454,-0.0264580554023548,-0.05224669514502899,0.052572550402304845,0.08455089849618853,-0.05050296751969289,-0.032006572705167526,0.04721160523962073,-0.08998766601693794,-0.1192674079770312,-0.003924401807180564,-0.019957940657261867,-0.028990862603964412,-0.057764689898424544,0.07105998490856899
BMP4,0.010675642688965734,-0.04394032769906014,0.00921965420773656,-0.02043521344335435,0.047186173148559094,0.01730935528593097,0.04349441805823045,-0.004489635637583094,0.05233854081032743,0.012300085685210852,0.026800729753997544,-0.026348024787523266,-0.014606680576509656,-0.004802656590053003,0.06289865096644136,0.0060210258259022886,0.021680809464053555,0.02722571734600263,-0.04351049646228638,0.06538262851264297,0.11725185677836696,
SCGB3A1,,,-0.03252269291976579,,-0.04199469241610127,,-0.02378413096914994,0.04818311409030109,,,-0.014419096036843835,0.009516378972535485,-0.01196140036930932,-0.032651012744138785,-0.023625505174209308,0.05525961051529361,0.055161846270098625,,0.020670309233550233,0.1127576669736294,-0.005787804073937165,
IGFBP4,0.03494187401085957,0.09126533116842056,0.0049765792402695595,0.028411320066651678,0.06421746969738414,-0.004100960012926128,-0.021890826631872955,0.015754313934890966,-0.024988501069142893,-0.012733371642032565,-0.05901810726016856,-0.040819404152766164,0.044089870376747824,-0.046998137073360965,0.01216252975645271,0.034108423145816524,-0.1009321033734577,0.07680542399229322,-0.07302188948957662,0.08322635766157811,0.07849764192933867,-0.07861208021602051
RSPO4,,0.012801685630757235,,0.04151098704434224,,0.01270839977479241,0.02848613266647343,,,-0.02049943472714128,0.004935251946316196,,0.049202106758735785,,,,,,-0.01701280852680215,0.03203012987084222,0.05464621220116159,
LEFTY2,-0.02520342881285002,0.05041180719974187,-0.0275732707750587,-0.019514193428246767,0.07965371928393142,-0.012575595194585837,-0.03371003238080136,-0.00741567528555942,0.032675549763043536,0.0021776997207464768,-0.01581071284114373,-0.017570562801651295,-0.021161500465042248,-0.020214202674999068,0.044412829030053246,0.020622123930723466,0.04135279671505037,0.06957096289162681,-0.027664260151819234,0.07404349943931263,0.05147782123016711,
PF4,,,0.00875196557224662,-0.017535449183585492,,0.0538411385204708,,,,,,,,,,,-0.023328089202327446,,,0.004704096063242997,-0.025865633570592596,
ANGPTL2,0.08387326265237799,0.06629627271597154,0.01854581751346415,-0.035262280031401284,0.0621254407508447,0.03660704265990275,0.02432655671991898,0.11571879980644187,-0.027543343748656003,-0.005511570961990617,0.05257343909824254,-0.03964968813662733,0.07098885321889506,0.05361698049897497,-0.023594271923304957,0.11539918631134678,0.07714709169338253,-0.039033728197917186,0.030417882812686196,0.05340926490626929,0.07529130053746641,0.1061723324768659
LRIG2,0.05176278879438489,-0.009302044034222346,-0.03678404718551208,-0.03695006672266377,0.0311768634254426,0.04620890607010461,-0.030582303891949086,0.029199222071491632,0.029758891946654733,0.012004903978363514,-0.010211095851618708,0.099174046701334,-0.011146762591582218,0.032206917590505986,-0.06737548445868775,0.021159650987625546,0.07343840366586049,0.00596429180713748,0.0060748289148739275,0.022854793413038296,0.15379437881886038,0.2518230007229147
ICOSLG,0.0429722662809085,0.08988432757631344,0.03400543594127642,0.002683236001475631,0.023390305525714843,0.006431373611698389,0.04054984021428632,0.13145709327898494,0.09105338075186845,-0.00302496282760695,0.08184504163040479,-0.07626718167002013,0.01222103961625237,0.013814029741142956,0.0903044497459085,0.042198388480504126,0.12292914775935224,0.054739286761753714,0.028223048716755253,0.14555057270089305,-0.042757867486963363,0.09503600215470116
WIF1,,0.00046341654385393657,-0.010598907323235571,,0.010611556499046026,,0.0011593284832359027,-0.049534806008976986,-0.008605182843642001,-0.015818928235831056,-0.027133749366888615,0.14602747754479004,-0.025190234740505323,,,,,,-0.010300799973751534,,-0.020457328052196043,0.06053897586977932
NPPC,0.04341626295545976,-0.04212696726757188,0.0037101826698014363,,0.04856142361548096,-0.02514137562189084,-0.04788572416605667,-0.013030179747753138,0.03406940017378126,-0.030857702733193028,-0.02003901190101394,0.00955453544655992,0.025601178471968893,-0.023376347157270536,-0.019136857853707574,0.005824855935825331,0.0415853684164902,0.053975085549949384,0.011412853437002048,,0.010842143421825294,0.15005464880806701
LYZ,-0.011742355999357036,-0.07330201906482557,-0.0022021387408500135,0.03678577448258108,0.013874697406482579,-0.03125182282215766,0.041745906203225186,-0.020511216729464703,0.045573344114193066,-0.0008900726780970945,-0.05383657960843717,-0.10364818536403314,0.05418269075472202,-0.036835224676980194,-0.13806519202395728,0.061479337302858934,0.01359133434339342,0.030858300418258933,0.0008212300762473917,0.07635185945891176,0.023575111267538907,-0.0012495980456274608
EREG,,,,,-0.011937081019730478,,0.11978650188677552,,,,,-0.018074974330395326,,,,-0.0425083482625622,-0.05754311042463206,,-0.01872263515581039,-0.024388945039004878,0.10129945693775312,
SPTAN1,0.0239481765388565,0.06393899411152774,0.015414315615174869,-0.06341421302915573,0.08623693133834562,-0.018816229780328576,-0.030884910770172698,-0.031767058140715496,-0.007961862514357007,-0.06101610695971502,0.02900717942078781,0.06808530589093795,-0.001113962835206545,0.024585960238903685,-0.08811716878930574,0.011414845169545499,0.025751736501949465,0.07343762428387433,0.0738626153421632,0.031540236594220346,-0.014650271712102722,0.009353604300404323
PTH2,,,,,,,,,,,,,,,,,,,0.07691843562327423,,,
LIPC,-0.032590161500724454,0.13740828460477944,-0.04130304527004327,-0.026391788195897662,,0.03061371860033047,-0.026576847399318974,-0.02348365348696021,0.03989077526006459,0.006365465249902592,,-0.03237194958828875,-0.02692834268660248,-0.024788223261059266,-0.042565502139819474,,,0.003480771518881546,,0.04742269109808545,0.04508887544854506,
COL8A1,0.07962762668384152,0.12967600443084432,0.06784603809796211,-0.00412537490615755,-0.007397188118075347,0.013467236522134112,0.037795777449292155,0.044570701064043865,0.053521443580068086,0.029953159610460387,-0.02232797100303811,0.002842180344135277,0.0439545652968874,-0.019390510181455874,-0.060773290673132765,0.07388262566380285,0.04747268262232528,0.08854224375428164,0.017869768964692678,0.02087552313224832,0.030339849759023877,
GSTM2,0.024795807435639597,0.06272131823953364,-0.059597410164746324,-0.02944103084255028,-0.021884732830902524,-0.0360370111411268,-0.053814094187135085,-0.019100391418722846,0.04039950288433976,-0.04873828598586252,-0.042618164752574635,0.009674873954997837,0.018195344284205033,-0.04867007493013549,-0.06634874430161945,0.006182776835499672,0.01630549133196494,-0.05180595865812784,-0.010801443249088211,-0.008973720234737085,-0.06232633798783633,
IL4,,,,,,,,,,,,,,,-0.040688557674867204,,,,,,,
SPX,-0.036194879421039446,-0.06925464611201496,-0.03973469492686586,0.011964929196674261,,0.012274406397907271,-0.005452175607365193,0.05253093695023045,-0.004442830484559568,-0.003187030590742142,0.000377398911632756,0.057644992580417734,0.030126518305906118,-0.030989832379335707,,0.002703394386064459,-0.0012048297466264895,-0.00012347167303809178,-0.043770529577014064,0.04381208252350032,-0.02494207633866215,0.06275715934950289
MFGE8,0.04391606861486944,0.10579991016314218,0.012913683002423338,0.0043978272574049125,0.03994779607791754,-0.03752722528953134,-0.047879453271027585,0.014462526964796123,-0.02638231832256157,0.02128613393490479,-0.04748827297146041,0.08095343326521844,0.025620274582049418,0.06702735903718297,0.01712612492794228,0.016733407879544606,0.0233799666694591,0.020794973396300702,-0.06400895746475636,0.0522257622479902,0.1089778096344648,0.0903964822490397
TGFA,-0.004929929054013434,-0.03375006027554869,-0.04168813581945821,-0.0033805770296034938,0.027447740986947626,-0.02599406848596847,0.007473944706174102,0.10344634561230241,0.009782965230979298,0.034142055554987776,0.03231425305364753,0.00011619141842977325,0.013115531108106994,-0.04053480074869907,0.11793449713739558,0.009122384297535821,0.08497321832976297,0.01704053863365274,-0.003514980472602975,0.08291408581636713,0.023453389825250463,0.04288604621705615
SLIT2,-0.007461170899478229,-0.001963462475705463,-0.018602293906289806,-0.016189385565567267,0.08982676717127064,-0.01468664864787143,-0.002281895060447827,-0.011619489344393136,-0.04802219237719495,-0.001168908257986544,0.0040880287274404,0.010035195372974919,-0.038558750458921646,0.016048947834556623,-0.006051897820208079,0.048744366120153225,0.008630170163870809,7.59148885827884e-05,0.05913241562767267,0.06059763696513197,0.05270714842746398,0.01967532719454444
PLTP,-0.0261455792456278,-0.006640955296119122,-0.027513684463700675,-0.034964334287699086,0.055328998010893235,-0.05641792957020122,0.09558488789210928,0.0011646625270605741,0.002865843320462462,-0.01214044230624448,0.003929736396582561,-0.08109005452490392,0.016518463764579886,0.018865514751498266,-0.13362993326370295,0.05026873520804897,0.027801276716521665,-0.011674909487873295,-0.07551073419603185,0.03789317477525279,0.03063284733686367,-0.11608886159588158
APOD,-0.03557948938055124,-0.055331722416327035,0.017296303304083164,-0.06228588055006043,-0.015250034463370274,-0.038008798237321395,-0.04136951281829499,0.022921131239315776,0.06021052736153037,-0.007603939720527043,0.01949367631762701,-0.01982473059896403,-0.05278009250839591,-0.10231200932946996,0.02907089343274061,0.16702648611596266,0.09844017167287207,-0.06531856087401736,-0.06916183373113823,0.006662524982667005,-0.005575823936968085,0.013917892464995845
