,UKF243,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.0007935804680132668,,,,,,,,,0.07048369794950789,,0.0016665376111409016,
BMP1,0.06352328865012766,0.013766904151778444,-0.027219542052065407,-0.0032250665686733575,0.01548108938633211,0.20199231181316238,0.07590788612382281,0.008565192489844484,-0.017230441836132235,-0.04587713492978591,0.005378701706768899,0.014216198390757709,0.029560549486565425,0.005738915074669866,0.053455711006473464,-0.020723900772364207,-0.008945331426829763,0.05254362977898348
NDP,0.10533642006275283,0.018166191420815332,-0.030861485302729284,0.018968325067385265,-0.0005916894996196509,0.03174962500504367,0.05399215236240495,0.06319270770229912,0.05116261306261206,-0.01819885501773972,0.009069099367585277,0.057763379758217576,0.06349074989041403,0.05762031314938478,-0.013202766825139522,0.08532477568744656,0.19570011675929516,0.027101657914497906
TNFSF18,0.10894915366440706,0.05734609486013228,,,-0.00777212868050035,0.03924459805529491,0.02708289345529816,,,,-0.06047067951367139,,,,-0.022362519511502737,,-0.07480705138295933,-0.02946257683166095
IL36G,,,,,,,,,,-0.015620001545630664,,,,,,,,
RTN4,0.013480046412811253,0.08550821073613472,0.0038363498892647805,0.0021797431380111334,0.05429528278978311,-0.21685202000472917,0.007931337612120087,-0.09478610597432101,0.02605577727436875,0.04302347969802294,0.008859340973854423,-0.020925120316320458,-0.0003982301407335251,0.03209017369068138,-0.055588361414277865,0.054775344043098556,-0.02663896962750209,-0.041868514673940975
HEBP1,0.005058397747027313,0.034278388947913394,0.03161736293782729,-0.026961309610235386,0.017835312707942908,0.109190012368425,0.008109034629876442,-0.004345036287362092,-0.045409600306996374,0.04085289046308372,0.0032334680111409486,-0.01109838284923665,0.047046579795053285,0.0008253545047174399,-0.0001726623195525365,0.03454008408410195,0.11001785527083714,0.02948243850841792
WNT7B,-0.021875529052887015,0.00040784430959407643,0.004400150052562346,0.012689138073338957,0.0661649745223022,-0.09788634288933501,0.008913209160643,-0.05314855926692394,,0.0028969285998982327,,-0.012804407176138259,0.02501031310020375,-0.03487037020530005,-0.03562575825617305,0.047329010536586225,-0.026936713514070204,0.11465417442836955
PTMA,-0.18908788631787185,0.012823340310435093,-0.018767596268780874,0.03685520037519697,-0.04123449051414749,-0.11591984791584886,-0.07219398772698571,0.026499644756914274,0.02866026717275975,-0.049773229726788853,-0.045999810921752746,-0.13566043468017283,-0.016270798350859775,-0.031095251309087982,-0.030839975349867092,0.01638488449237217,-0.12543646874565118,0.02373818777613457
FASLG,,,,,,,,,,,,,,,,,0.02252001134219926,
CEACAM1,,-0.013691702027052161,0.032617047263751794,-0.005557696284406534,,0.06947370801478321,-0.041104886068066344,,,,-0.05840749751963255,-0.0160018214960788,0.1447490033247314,0.030724980391422227,0.033698203271864256,0.011519647592250147,-0.05740794864898036,
PDAP1,-0.0033621097990707526,-0.004810704929167131,0.020086735783480223,-0.08413289023570543,0.002456706346110714,0.1511143446319367,0.05397468989930233,-0.009782364489930681,0.022586267998389968,-0.03749255793246452,-0.00019460922764692325,0.02839271779324476,-0.06978210716438192,-0.03885425386344122,0.11677857486286128,0.006334000362846406,0.017660590437823857,0.06011572923644168
QDPR,0.01821067039687012,0.01020081265561816,0.035280013916496926,-0.01271411409371698,0.03493950779924894,-0.19713374460046265,-0.013918345982390737,-0.03763960003799459,-0.00976774269007004,0.0037744865549433973,0.005734975606657892,-0.09227006956555565,0.004699457296150042,0.00893152728088072,-0.08175917782580988,-0.034478102237283224,0.09540351757653148,-0.07298161593574846
POMC,0.005909078034214611,-0.011232539491535265,-0.027902253998179707,-0.03677822753530322,0.06069910927326489,-0.0037442996171499856,0.0617802692904221,0.005278883842398999,-0.025778548706318908,0.04072230204196356,0.03994782437414933,0.03335796829628862,0.11285178998729116,0.04880088904148092,0.02460618383769364,-0.02335947458737537,-0.01019672267600846,-0.0005958529255481746
CCL18,0.024248495709398257,,,,,,,,-0.0018750129066304156,,,-0.04025303349545044,0.007730888547104651,-0.020185798211917037,,-0.018263577273080388,,
CCL17,,,0.014623066462123937,,,,-0.0005968851542249808,-0.004441453972341572,,-0.014269314863627137,,,-0.013312000374670204,0.041201518603773114,-0.02858934823638179,,0.07587080083117938,
VEGFD,-0.02575781035396205,0.012698739576521303,-0.015883263896064037,0.03376446570267543,,0.05420547960166479,-0.013359359305253081,0.02506445159725149,0.057842737830362784,-0.015292866707643812,-0.00032796919695101843,,,-0.016893070930898636,0.12100536241288663,,,
TNFSF13,,,-0.029625434870828218,,-0.0059454404454580235,,,,,,,,-0.008174464994778679,-0.026506974821319133,0.10475566485502662,0.006939601561054855,0.05306466000016696,0.009717127381617353
WNT5A,-0.03984308073612193,0.007108670584170246,0.06640298072147434,-0.0397584790107504,0.041700553682551184,0.16246179586504902,0.04289520844774863,0.06656788610050197,0.013788689035231933,-0.02168289918528841,-0.08962116164148348,-0.02711037005321825,0.05977034949172781,-0.01752117568745633,0.01487679425792647,-0.009612649546525482,0.01822846991512298,0.03859340777434654
CXCL8,-0.06400568393888448,-0.00031766464241357134,-0.014235858023508696,-0.009776842032787695,0.016564341948619565,0.08964657973082214,-0.01247798979369357,0.03040423654219718,-0.005745802324645415,0.027764487208374822,0.01715189355287517,-0.05042170558530692,-0.00886400953263972,-0.06577488996831439,-0.01616593280894357,0.041561282418791874,0.01069645659596348,0.009389580400318117
GRN,0.043296422078408905,5.512165635410746e-05,-0.006102834190942017,0.10360842709269251,-0.0008449639611950895,0.1995164014002659,0.04076678638790919,0.02955415977989213,-0.016693133038418614,0.006604639407823489,-0.007424520035291015,0.0786641459537175,0.022418712101322853,0.06499936889459845,0.0922358096841743,-0.05184147562025436,-0.10946864147511529,-0.01505095284491498
MIA,0.002111853284146125,-0.01744031061918711,-0.014792979880093265,-0.006519668413005687,-0.004818802365798307,0.14046811326060532,-0.026198958331200832,0.005099471424156138,,-0.020944281790888666,0.09706230383724251,0.16533798531836308,0.06749257460626204,-0.0553637938097548,-0.04281275521696307,-0.024178440344348757,0.15413920554965158,0.05360331012026891
COL4A4,0.1058917629026956,-0.018006159068513564,0.03375096327982295,0.024560360095966897,-0.021545768290329073,-0.0016918963635029452,0.028368056724898144,-0.03596067504848352,,-0.004037279211603846,-0.08492334833862988,-0.050892411530252035,-0.03517407016462492,-0.027048447942571194,-0.02105173699277362,-0.015625692181935952,0.004462585392956767,0.003259273245798582
TAC1,0.006823626990421263,0.015349946750675606,0.06356647573152739,0.008411180914261846,0.05092588621670329,-0.1777364122792589,0.029792245110584595,0.029524614839241663,-0.03712913808550654,0.05236534757089114,,,,,,-0.009657326421087697,-0.02064232527882074,0.05563334646106264
RARRES2,0.06246172552210214,-0.02770464666235862,0.06598203210278901,0.03429648835223885,-0.03664877072039936,0.21460356469163971,0.03712176762521654,0.03614749795678205,0.05454453111435994,-0.03089794374062192,-0.011815223968575053,0.0036861879044720264,-0.04195622410677321,-0.0044970694102185104,0.05905739896493308,0.02299767211798038,0.11311639821152462,0.008187042791406432
FGF7,-0.03779773590576728,0.038013820012424676,0.038980541787519134,0.031932154603822066,0.035651124974580096,0.08273072241066985,0.021787261613901408,-0.002133621040253771,-0.047420851554684985,0.056856372376673674,0.11675150202370829,0.07285028190387749,0.062190430373457936,0.006746615297390856,-0.027290634339263795,0.023091413529217744,0.10272247941413287,-0.018101112406444717
EFNA2,,,,,,,,,,,,,,-0.016055733383529478,,,,
