,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,,0.020423794856073707,-0.013691698731143866,,0.032720514405180624,-0.03133982497260834,,-0.05062765842344062,0.053502656391325724,,,,0.03671818748912694,0.04722729898878575,,-0.033112083521821385,,
PDAP1,-0.08314764981889812,0.04265150900634016,0.002853842613489886,-0.042146000946936144,0.019842313531484895,-0.07084245448144129,-0.07832987131504106,-0.18051412155786917,0.012922922870665161,-0.021457741866624344,-0.039494532147464914,-0.09492776466618379,0.00016211074717218665,-0.05830185568209056,-0.09004815455571383,-0.052902406230205846,-0.07134182179735135,-0.08833155078512683
QDPR,0.09942864653115122,0.016472716109069075,0.02452688072257309,0.061478530116832006,-0.029162845387529012,0.1619651182126747,0.09428562548693573,0.07343214114289806,-0.008593232648518346,0.022777453448427406,-0.25532067539404163,0.06811132679529629,0.03381526353033129,0.036845615126414474,-0.11111489852005471,-0.058331324030144314,0.14655266200433636,0.0021718484402455727
POMC,0.0986114973925405,-0.04206067537420399,-0.02432796423606187,,-0.005613650181770616,0.1454058648761629,0.05998983629912502,-0.005360933929938936,-0.02651357700996363,0.024086619831857295,0.010836827585078826,0.05023341991186894,0.07061556152947104,0.003052954343022884,,-0.0019903852550960904,0.012842947230478297,0.042726180653453
CCL18,-0.013803592335793497,-0.022145685693165596,,,,,,,,,-0.09813615115972767,,0.004033898234437631,-0.020694559037744698,,,,
CCL17,,,,,-0.026245532440710585,,,,0.08218256028309869,-0.039078110034604326,,-0.020790855458743835,-0.02255031599689855,,,0.05485490146388588,,
VEGFD,-0.014387273224588068,0.008601924103114096,-0.019610611475526105,,-0.029240421425762643,0.044202121389682575,,-0.0516670839209285,-0.021292302805542007,-0.028664266298596336,-0.05598423061925735,-0.02228220375730343,-0.01562129220714729,,,,,
TNFSF13,,-0.016711850381741646,,,-0.018103580885241364,,0.041908251357241584,,,,,,0.0441818979682733,0.07658106577297984,,-0.02333299835019182,-0.003920947015407175,
WNT5A,-0.08350638223131779,0.036473508307889674,-0.01681022975134532,0.03339584417610364,0.040255872375718184,-0.1121986938554219,-0.11143437347778373,-0.17048674399761718,0.04433380674068733,0.03166256764117995,0.010985964760589889,-0.02701872112138261,0.00686074724411904,0.05976192977236101,0.0014103702236961985,0.07990220676294238,-0.06714978052360163,0.021543453852186725
CXCL8,-0.049687163995193476,0.015619420219246902,-0.018362214227670783,-0.08997174626617696,-0.035078471784187645,-0.09877436283173323,-0.04612900528900084,-0.06550303422688342,-0.09940383593668636,0.019015346372189056,-0.07501056421210604,-0.055332294954471256,-0.03747506480388119,0.002365083210947727,0.030048429327545142,0.0141417656248852,-0.1093137900943277,0.049456900934765645
GRN,-0.09877234656734865,0.0168287125130836,-0.02923380399442578,0.1100710176802071,0.022437213272624875,-0.011314192963490032,-0.12902131169048217,-0.24061249984842084,0.019426977178456307,-0.031152324517064185,-0.14374433786150523,0.08857345489598403,-0.02551525991219643,-0.07661014444483716,0.0791068159801689,0.1553917692195012,0.0534203146631555,-0.06579566548977817
MIA,-0.04542651684719574,0.0027341475264879814,-0.017440306420902316,0.037255789619805045,-0.04927919555596019,-0.07880804483327049,-0.03314352281443897,-0.0832304766673412,-0.011759616206112208,-0.032599566276379624,,0.015204882397933028,0.03667970772057407,-0.0171828671551603,,-0.049225907413343664,-0.0815402098001812,
COL4A4,-0.02410065883463567,-0.026596788588977596,-0.029329400865129394,-0.03622686618321701,0.02647712783578102,-0.08058293536773586,-0.043425283808219785,-0.03435490556062399,0.02894351651318277,-0.007560397158533333,,-0.02960213634372871,0.024102439874984935,0.023907222457098146,,0.07825706221087066,-0.044634229957271794,
TAC1,0.28651535900087227,-0.016058111351886034,0.14294985350480138,0.19034343794033484,0.07038351339093066,0.21807486600253945,0.14747292067545686,0.3220590024631492,0.06752002227678512,0.041371553378501916,0.2263170578909247,0.2488831430980669,,0.12536422632782987,-0.008721362644846048,0.0340047788700121,0.1478700394501987,0.05686055416039629
RARRES2,0.036341099288911084,-0.024074202099483053,-0.07153881333238789,-0.07858106845382193,0.06331374460500612,-0.1786069782860834,-0.043865603417025306,-0.2029386534848166,0.0732497436575839,-0.004986094040337484,-0.07679333351264803,-0.11033797237292588,-0.05725198049132056,0.020696878411411997,0.005946010983783241,-0.018514329335886818,-0.16943257367679826,-0.057952771894343155
FGF7,0.006812367463140287,,0.007958271722970214,-0.04308010230531401,-0.007969128964768469,0.056728626755184516,-0.014168559842620042,0.012624964010054899,0.01983608776816578,-0.022724224361969435,0.04782693208704086,0.02460080773649226,0.0010316311337779892,0.012354926404996852,0.14019741079265452,-0.005457446012817978,0.07944187310683105,0.05153336644909032
EFNA2,,,,,,,,,,,,,-0.014846992817949512,,,,,
HBEGF,-0.0772113428791299,0.01653067283768602,-0.013142976971532907,-0.01701156974242199,-0.006177249283497448,-0.046996458863467046,-0.026443321712985572,-0.14505409748733275,-0.07230937935871029,-0.043485319860502025,-0.14768890596941578,-0.03649434113257892,-0.04009292486135312,-0.0373195380398128,-0.15208482485397865,0.05893555070247275,-0.03391825103058796,-0.07420387856530535
CSF3,-0.01663348615647158,,,-0.02535742925205374,-0.022023226807638057,-0.04142797629293596,,-0.036346828833320285,,,,,-0.05210623611347177,-0.032101947743611546,-0.05450576937729833,-0.022710561678782427,-0.06275259826993991,
PI3,0.02859727374828619,0.005788499070380209,,-0.06007529633702571,-0.0539839542067565,-0.04478995833829073,,-0.040927008992533404,,,,,-0.06672435034022846,0.002740811375688605,,-0.04934250568352893,-0.13370696244819805,
PCSK1N,0.2245860792798024,-0.0019545786065174684,0.10519613669456086,0.10941234642964252,-0.016155226744266563,0.016659044755470847,0.10742147154681006,0.14727410579040406,-0.041782520140642945,0.0805272586247323,0.2801981796474168,0.202057580375007,-0.001887519298063625,0.038884733482891176,0.18247679080266072,-0.06949211942817385,0.1993776932143662,0.1263437775997452
NTS,,,,,,-0.02111522543978786,-0.028843415199946296,-0.044674624845797005,-0.016522890763132667,-0.04424553205953429,-0.059099568507499985,,-0.018088243332480797,-0.02319707938573275,,0.0147557503694885,,
SFRP1,0.12679015049036763,0.03470746929121207,-0.03474612188767552,,0.0303311575264939,0.10830975076467746,-0.01290761822648367,-0.03134953641417854,-0.012471170163864379,0.04010386763447373,-0.06806556361818863,0.04164768587406785,0.010807980355120664,0.009240460082738246,-0.05224175694155023,0.047890348309031716,0.038386853580872383,-0.06679644775859102
CXCL13,,,0.03920788072034297,-0.018412493998824202,,0.012046637394524483,,,,,,,-0.038146156982335186,-0.008683169653662778,,,-0.042903370118821456,
MICA,-0.06600374538770562,-0.021709243802305763,-0.03522136907714997,-0.0007343718094234979,-0.021454081470807868,0.04147591447052428,0.028292164285807258,-0.09536228142392648,0.03044393992131877,-0.02681699220408116,0.014361569885385034,-0.0971364330251235,0.06089857588841893,0.0017817244567281906,0.003996069511480702,0.0707083496075494,0.010030462630941126,-0.05760210575810836
TG,0.043604332469652715,-0.004783546196225814,-0.018617951611949953,,-0.0011042220381388683,-0.04457690077475729,-0.01911803285893427,-0.008876609647831768,0.012873081763994884,0.05479712495881538,,-0.031230798549838443,-0.022277649006065416,-0.02642039629016675,,-0.0074542417800925525,0.06468371238912664,
ADA,0.005656080633314283,-0.03375213082959625,-0.038462209186087094,-0.0032694740817643016,0.029782514335693372,0.0009413633991422406,-0.03081944198453158,-0.15867747270219235,0.009613733455175105,-0.019924678985707156,-0.07073649430446671,-0.07228406617945796,0.01000605301344918,-0.02188475323214565,-0.010405818115649732,0.13084683385007323,-0.03723947980199322,0.09920979430534813
LAMC3,0.07741388681263776,0.004184634765989829,0.009562739770276479,0.18935109552217833,-0.05361129424567594,0.07731115593792343,-0.04451952131625683,-0.15595798855055104,-0.016806523189863184,-0.06659597978914597,-0.0563820558689662,0.015010808823139809,0.04273244230586159,-0.008868298626369179,-0.024316363864971928,0.12354355807500092,0.08866775201866885,-0.030377207844454
CCL7,,-0.014086526918890032,,,-0.0178674514195964,-0.02856018062168489,,,,,,,,,,-0.023798467198101785,-0.10417693735315435,
NGF,-0.03361435296736861,-0.024185867195679178,,,0.006577851698851036,-0.009750917266215022,-0.005181559683834917,,,,0.03539111684592653,,-0.014647424256111095,0.09141081287437658,,0.12453789557958449,0.022288919028653677,
TNFSF15,0.0011292783908940453,,,,-0.019896281041575193,0.009821696090590781,-0.05275167978715515,,,,,,,-0.01993475842634054,,0.1564419517087315,0.04433793314383886,
HMGB1,0.07867982671999378,-0.03134810795595857,0.013626762357647492,0.1350550189912987,-0.025007938956888808,0.024735203274139375,-0.07108373034922358,-0.22552690676750037,0.06469363114135772,-0.0055045581657092325,-0.05388088272047323,-0.00327343565573296,-0.025206122604498428,-0.06536022507348886,0.03145418776903293,-0.07232216685275948,0.0755675407333283,-0.0266787151336221
ITGB3BP,-0.12938558344502807,0.011327155861048046,0.028315031182126985,0.0413082201427415,-0.03475433247471985,-0.03554692028866318,-0.06841698268720665,-0.09940518793105943,0.001916462348368901,0.009872115741555368,-0.018755331949478312,-0.0741391587323583,-0.055781645388201954,0.02670516283766648,-0.07258740264986285,0.016049871298739703,-0.029406840340104788,0.034934514577892255
AANAT,0.009900165415161468,-0.020437407443866386,,,-0.0025036673690910605,0.007488947898892928,,-0.032785823222649585,-0.025820260056574194,-0.023338095771352152,0.010094725894580358,0.020771647988530578,0.06033140013053705,,,-0.02517977074351158,-0.010617031239909236,
RELN,0.00499911621236861,-0.012354469248480018,0.07598686616113762,0.06736782950201774,0.043624507574708864,0.024390177800163095,0.05057649791096708,0.1456213259522326,0.013025593512856337,0.0395504138258235,0.07669126858268072,-0.01943953177948035,,0.038009100188241836,0.004259343270694238,,0.009060360539218455,-0.06568585078358744
IL15,-0.04800241231991344,-0.04454120269662553,-0.023718985515568947,,-0.0187734770549625,-0.03533318967291321,0.007091775389419206,-0.06709515043265578,0.05678768912883056,-0.011148505394455423,-0.052011827828164756,-0.025865706490075305,0.04729085507206292,-0.04862701114048465,0.11216959328328364,0.0015911278975619153,0.006482671269846627,
UTS2,,,,,,,,-0.08649987851458137,,,,,,,,,,
BSG,-0.19756868404003156,0.05095055454559182,-0.0007718435007537147,0.033538386921455804,-0.025673876715456782,-0.013570016841740794,0.029500275576903167,0.12318179217946341,-0.06257118564021659,-0.04501721550469877,0.15915883433523065,-0.10836395722511113,-0.018069440852192524,-0.038490102628298765,-0.11225905542976221,-0.04462659920220786,-0.032257282799973544,0.1355808437205194
ADAMTS3,-0.08502724726530983,-0.005473557432355152,0.009122112469902143,,0.05387345329577166,-0.031123911955443482,0.036517412063873926,-0.21241155887629756,0.011596769510236436,-0.043919645123547964,0.004173614835000259,-0.0165822557001633,-0.006013908707189163,-0.01325230999706012,0.13656569042702066,0.06185352123464497,0.043160420529259225,
CD34,0.13731056332244718,0.011043134184729134,0.02782415677890083,0.2919998404313444,-0.030497238671108914,0.071952501833652,-0.008346880758950345,-0.11774007896096021,0.03022524122850086,-0.022905732276068833,0.02288360273782909,0.00031185728953302523,-0.0012345100638261866,-0.05225850184218356,0.0952514777401215,0.15892162565835477,0.011350385514978308,0.05189530609687
CCL23,,,,,,,,-0.03730506242048824,,,,,,,,,,
PLAT,-0.1039113614320783,0.005514505411617789,-0.009180046873552207,0.09311799235849365,0.030689386120288882,0.03969666995383092,-0.11360439766260445,-0.2010374441118348,-0.09847016170828118,0.017017976442438174,-0.04807098006590157,-0.06292061535143566,0.052849948428217663,0.013743915735028193,-0.1285630684590925,0.10525509772725064,0.015506060312283416,-0.011496547234640789
NTF3,,,,,,,,,,0.0021755203968541856,,,0.1022405676357213,-0.02305876423048166,,,,
LTA,,,-0.013691700136157397,,0.027123785077228905,,,,-0.02486760132641294,,,-0.025865709682950187,,,,-0.03388817673824285,,
CKLF,-0.024598238074581478,-0.017156825039236667,0.01663426544053148,0.050579221727294114,-0.013486234181293683,-0.0797494093684318,-0.11759917027080859,-0.2290742246710369,-0.008765071712255764,0.03653365903710193,-0.10956516661966106,-0.13805430366334642,0.07325737861512979,0.029495345347931818,-0.009371108146623336,-0.06965532710302842,-0.045418695402307245,-0.042603580646189104
CD24,-0.12157019587123391,0.05042140154798396,-0.04000151762668331,0.05712692705118321,0.012090463285685152,0.00858655207194559,-0.016594962676280595,-0.04764865482545511,0.01054957590611367,-0.05839331348172024,-0.012142116464425333,-0.017109929929550453,0.020736133756823493,-0.023490068337929253,0.13163667328231524,-0.040602978734349135,-0.009720388293752096,0.08429675299037198
HSP90AA1,0.07271000212577002,0.03580197604384521,0.050970482251546,-0.06672242941211312,0.026343629317844265,0.2308289660632499,0.20969542129517074,0.24593906171819885,-0.06682370613729552,0.014826770199924004,0.256325713225188,0.21996835780902538,-0.08119131404334165,-0.0017658042460900179,0.1116551477623707,-0.06782207880212772,0.11010783831804315,0.052267563894366424
BMP4,0.0620547564400321,0.011872697676239765,-0.014514004751866772,0.025887803190297976,-0.009047117561827482,-0.022948327261562013,-0.07137942620553482,-0.002752628667476892,0.036058554905787035,0.02338540679906096,-0.04151380572810961,-0.00593396572475218,-0.020854465482490307,0.0013993882957280379,,0.09435148206887099,0.03334289663992318,
SCGB3A1,,0.009622643070213018,,-0.027104584264176407,,0.007303154338661871,0.05196489366812499,,,0.01817328678306308,0.020513009237852382,0.03877871831144205,-0.028420959610867522,0.05232567049135969,,0.06128111572416361,0.008414264379896421,
IGFBP4,-0.007819475351619155,-0.022448310190968077,0.01733104347897431,0.05729495868275521,-0.0694577981025008,-0.024306890820942707,-0.08927206824241947,-0.10611672587772267,-0.06670299440886943,0.034838763780458845,-0.04183370403598001,0.004958005672420346,-0.02901099614767072,-0.04622058378283956,-0.04718730477471431,0.21523349838342506,0.03276490397921904,0.023238996392413405
RSPO4,-0.04106337842000085,,-0.022134197005570316,,-0.0012149393509707372,-0.03195934796370158,,,-0.009376472719653665,-0.017202229779450753,,0.004899798350711586,,-0.0006081767456586397,,0.05910329648168442,-0.0610510438822495,
LEFTY2,0.0018035968559016787,0.04607254018599523,-0.01385985504538631,0.1186777071120693,0.009134233106832352,0.0144871332323044,-0.04862767192679939,-0.1683862045382657,-0.03904926475986504,-0.01971382087941806,-0.048751920455472636,-0.0319309297448144,0.03217836240279432,0.07321303356780097,0.07190369815676619,0.0876516884309784,0.1677587321439955,
PF4,,0.05456737289345623,-0.012454462170516066,,-0.01558899935381535,,,,,,,,-0.013608296822848967,,,0.040167449700319366,-0.049722603344045116,
ANGPTL2,-0.041250604721249,-0.019026443863610413,-0.02084948322905392,0.07543224438035072,0.02954320731140037,-0.03370696495463884,-0.10568893375293031,-0.1865101948557739,0.026997752172840877,-0.05739430108137274,-0.12670484916115446,-0.17882199659531306,0.03137568208139505,0.004980765092793741,0.000676221590640956,0.0783304335060778,0.02132466655057837,-0.15550895589262553
LRIG2,-0.04938667805218351,-0.026157514928295166,-0.0013834618866642463,0.05485997322209215,-0.010647529649437994,0.019477084158855552,-0.006657764689660407,-0.09603454755664921,0.00505249779891751,-0.015213926296614418,0.05391848179394504,-0.05545348095098754,-0.004189238515925349,-0.06294384264616489,-0.0490223827149592,0.02299110452401375,0.010876710275993552,-0.07211543164434318
ICOSLG,-0.019424300990928747,-0.017694808392211398,-0.013580219403835367,0.012054814443047618,0.002727885193781431,0.013105041787619665,-0.055044550800503494,-0.10662111238534204,-0.030824129144671218,-0.04658162226187597,-0.08762924355629463,-0.059295380037215246,0.011984814608031242,0.03166675273355471,0.06268194115378915,0.0950301625785032,0.008343867422042803,-0.07763189667188168
WIF1,0.3881439575231253,0.05211962433274721,,0.03773830760468493,,0.10302185483805718,0.1933467918382247,0.2584390065719176,0.053692036983920506,0.015293960881742901,0.24955718400422425,0.248556988171546,,0.09220317969155999,-0.019105969015433377,,-0.04247058663441856,0.18362168188212488
NPPC,-0.0019424084032620159,0.014082024867767688,,-0.034004944577972096,-0.011993766721892599,0.0645929215284876,0.10192609786097989,-0.009340702153913204,-0.03680185576740409,0.030692635111710047,0.11512757110952596,-0.13612868542825404,-0.010102745154173571,0.0014954717168759448,-0.012655756199113818,,0.0031185763108620436,0.043935133830916975
LYZ,0.007640858066254801,0.005987552378537254,-0.061093626996858115,-0.047952497523277085,0.024882531291716865,-0.035275462331932295,-0.06985639189414226,-0.163212497648643,0.039784448272691245,-0.03800772131087667,-0.21166906985399594,-0.045020707678250046,0.039836774070382025,-0.01623044088279502,-0.058554190477270555,0.06596680401574412,0.047959586632734856,0.07389241709322347
EREG,,,,-0.03417994728286953,,-0.030816272567769493,,,,,-0.06079622486333795,,0.04404421321584855,-0.034724920233651625,,-0.01758154671351793,-0.018584307372476145,
SPTAN1,0.1115222770514168,-0.00046786101669627975,-0.0031357872694470035,0.14067461424461974,0.011923699772865278,0.10696963981836873,0.12806525711178088,0.20290579972590195,0.10272022152808924,-0.012817384533470911,0.24194830623189875,0.1346604245102296,0.06564198648428371,-0.0022237913151896094,0.10452660107826182,-0.05408533178392523,0.1874559223975853,0.08134543037157163
PTH2,,,,,,,,,,,,,,-0.010028105739868988,,,,
LIPC,0.005829468751831019,-0.017889551836408,0.13901448584993262,,-0.007633528366047987,0.010137238412482092,0.07222601257935958,-0.05216832355201081,-0.023451148830920313,,-0.014037341519884936,-0.032079527432137316,,,,-0.0024270936456115043,-0.035754870975329464,
COL8A1,-0.18161293700516537,-0.00488580020631082,0.01787899692152755,0.2137110441131655,0.012988662882675962,-0.08296212161963804,-0.09864157662185603,-0.060645262915684256,-0.008788030317992348,-0.04296782466604688,-0.10858403750471339,-0.1368870256718941,0.07774458910763128,-0.03316705025982895,-0.001443769293072937,0.043027729497297815,-0.0896019863492761,
GSTM2,0.007572342258222253,0.026028103794617882,-0.003139009365738608,-0.04219433875389402,-0.014790348387966558,-0.0225570795842885,-0.042662277948496155,-0.07500584169799887,-0.030418301559380963,0.024047240360779192,-0.03222335217205764,-0.04788655799005597,0.02890740582954217,-0.011726050912234129,-0.04204140935425793,-0.06859955564652505,-0.002525636437477647,
SPX,0.09603390490446052,-0.01737621504075143,-0.00020449559281935848,,0.0009694159936065192,0.20902108170056158,0.049636508244701213,0.0604024429194059,0.03791952549580323,0.031271582198005396,0.03807421086017037,0.27258847359772514,-0.016896439898839603,0.05858728424609427,-0.07589004156929612,-0.07293555111354244,0.05117350434315631,-0.04753684817865599
MFGE8,-0.099927045742177,0.0027936883153109812,0.019319288086539085,0.026046817420417975,0.020299137243133404,0.09153160473021632,-0.01781550689317882,-0.017688520219036052,-0.02670002961418909,-0.029210902230022512,0.09275000979248528,-0.09300458025424069,0.07798977588819324,0.04165718634963587,-0.03107647123639439,0.13842465247617222,-0.028190445589876767,0.1033945445882495
TGFA,-0.2074460794446961,0.03356720502836091,-0.03374242801250542,0.02847092357855507,-0.04433142465740541,-0.0950597373386324,-0.06048351809111308,-0.14567390305147493,-0.06325922156272802,-0.00309510157935866,-0.07856157344053044,-0.05094649664197552,-0.06615373905887943,-0.016041659859180084,-0.040071210168757136,0.013106385694871605,-0.05632507175191595,-0.10408932590004644
SLIT2,0.24440268240999646,0.022711030876639334,0.01924309733202464,0.2640458949437888,-0.02153448417044109,0.023685441540003536,0.06942215794062749,0.15490869573184718,0.05305740607349372,-0.010365868184382662,0.128433632297099,0.19331945654247196,-0.05959709567779555,0.034605884722514746,-0.0006062146894198263,0.03016425457615025,0.03712728011636548,0.18918607953402078
PLTP,-0.010617911541600685,0.007017134925070435,-0.012687367683042777,0.1271849105797182,0.0027654357071622716,-0.11091800259051272,-0.11563403307165472,-0.23891319457758864,0.010080781297135685,-0.04585939856745384,-0.2557168189364389,0.022540602238882042,0.017879884186498614,-0.07760877467493932,0.021719991597506077,0.06527623462150313,-0.04777726891309308,-0.008494109667039134
APOD,0.16838664994055375,0.02735234887743794,0.03147627182735341,0.17452118625907195,0.03919256636952727,-0.03047257179093815,-0.004756755327541202,-0.2625764504175297,-0.03628999070435653,0.02044620788677219,-0.20750080760945905,0.09420540339582843,0.06900417196518722,-0.007914683316348663,0.04526790262590563,-0.04994210277798942,0.0929927192713994,-0.05056743406906127
B2M,0.056007649034968,0.028769301785274905,0.03514254106709081,0.09784429007957121,0.04618681120500029,-0.09925624630895628,-0.23929123441412678,-0.29793638525817556,0.030462318877182794,-0.03783657745279331,-0.3050282548299171,-0.23111353044141492,0.05864858730303752,-0.041473152111588085,0.027071910728842068,0.17062591695842694,0.06713442729374373,-0.07607366194047772
OMG,0.15904619256360333,-0.032496076824816526,-0.05915236028917096,0.142152771586828,0.029381299928367837,0.08653910730922151,0.04763475153864425,-0.036893322108388464,0.0860658538749302,0.032888841709583144,-0.008011321381242746,0.1436897863327328,0.0400021123552833,0.045139718977145894,0.013901532545662279,0.03125488887081168,0.20782294139046123,-0.04392933242612144
CXCL3,-0.11929132178428811,-0.036085151037526866,-0.00013446943266019152,-0.047744548200680935,0.003751016699568392,-0.09726571947777993,,-0.025661275108759124,-0.04371064995858988,-0.018539817322477475,-0.03281070792183283,-0.01862799489969599,-0.025077024676406115,-0.012828889858338308,0.035936932396307276,0.08565908056188706,-0.13264514924469945,
CXCL10,-0.00754831011389494,0.06945449250415896,0.009824960309757363,,0.08355235184310142,0.00033687141768169525,0.04412553593822634,-0.18644762803916917,0.004487367533406126,0.02453057109124712,-0.0567589637638258,-0.029602138213854816,-0.01825267103690432,-0.0380953558669188,,0.06708248881677635,0.07683372137746358,
RSPO3,,-0.019134755070987844,,0.05779241268715814,-0.018103581479752294,0.22729961983350966,0.07021858460893168,0.07679016382255732,0.009698399998395918,0.03584084012790374,0.04960124416978121,0.10215938820355512,-0.007533355678295246,-0.025715498131066755,-0.015660216887561834,-0.024150790642882086,0.07917235344216089,0.16651989810626844
CORT,-0.018118428870667332,-0.04177158484682496,0.14066046978444666,0.2984258197925234,-0.012008175080222616,0.15917665513421156,-0.04620946399419701,0.23122773969191118,-0.031207282005225365,0.034419073427705386,0.010487028423159937,0.00742166197455329,0.10017726632955166,-0.038109967405641605,-0.10035074068767154,,,0.12409777178564114
NCAN,-0.04578308303693256,-0.008923984488885959,-0.05426769433963291,0.14374686778343443,-0.04323424269705425,0.21664602727088875,-0.040684352024818994,-0.0943941381243605,-0.06874159977917274,-0.0052670015972694035,0.1962579306971269,-0.14987248930799363,0.09004754118197227,0.053603995290868345,0.04528442212071414,-0.08966297149098085,0.16599819228812818,0.0004082200564038028
PRG4,0.013820154870325603,0.07501719908706923,,0.12205633761284639,-0.017867454203973475,0.13080481033784258,,-0.04663665466671061,0.06385874545754726,,,-0.022758849846979477,0.07724048450630135,0.02492855714268271,,0.05475030781184958,-0.026299276521872493,
ZG16B,,-0.019533759297916668,-0.014986921015548164,,0.03448826840653698,,,0.03184051608260907,-0.01975956669693756,,,,,,,0.08385984051866555,-0.051371753057021706,
TGM2,-0.0035489577785371945,0.03648325160280515,0.008272394462121984,-0.024150739164370483,-0.08537675697973501,-0.01474673063483543,-0.06925655593071268,-0.04492760919599083,0.01812368744647669,0.01567843736851474,0.0551780622948545,0.12770007515431833,-0.07139170309832611,-0.0008570784246676547,0.025371940969859678,0.0946687831256903,-0.05819339794064843,-0.0013405738217462937
VEGFC,0.022646453125461798,-0.026897879087667817,0.0486409427602669,-0.037704346704529594,-0.012409291304408081,-0.0439762011413645,0.02438100211644169,0.039798649611916564,0.02736186846636033,-0.05332721698079692,-0.01493915162476829,-0.023226313433486957,0.030762843609367745,-0.039405682748065475,,0.07454739795219187,-0.04795795191326661,
WNT6,-0.016176196827884133,-0.02272829977282672,-0.01385985540913132,0.0026815891283192375,-0.0011538732669194893,0.10514393543555732,0.001963588512194393,-0.029182087089884946,-0.011107184070998312,,,-0.0031398148221063603,-0.010663568797399861,0.02342877253815856,,-0.024649478102470344,0.08905477149581234,
NRG4,0.08241838473500944,0.16661969908428742,,-0.019006756916875825,0.0047677851176301115,0.05227578681902004,0.10274132871965157,0.006581846568091669,-0.007419581210944003,0.0028137666734770242,0.15478743458548172,0.036122499825177255,,-0.016853892266695883,,-0.024150793349609522,-0.045135375229791254,
PMCH,,-0.014953447393296482,,,-0.010272849256768987,,,,-0.02892253284782827,,,,-0.01998003038124122,0.013813635310278018,,0.1506308547424273,0.03629620628244895,
COL9A1,0.019539526507706968,0.04593471252601814,-0.03442447221755254,-0.0032676951680822865,0.02751420338154783,0.018466530131360258,-0.0876991128349394,-0.07052401611064615,-0.030170787025393823,-0.02062289198146316,0.04152655717223982,-0.007303072933650999,0.018164369740264426,0.014210783041878585,,-0.06291110952039473,-0.004679883010176469,0.06218225920314378
GDF11,-0.014048172639272856,0.007857683132727092,-0.031932835062186575,0.03951953944662017,0.00895969200811369,0.05410310255511854,-0.09693185544853929,-0.10877724215389603,-0.005546875243340892,0.03258245736704999,0.09409241060391997,-0.07050936961300555,-0.03519264109162152,0.022076030013746167,0.06374805562172312,0.0729042637076537,0.03958479828439526,0.032970817848068726
RAET1E,,,,,,,,,,,,,,,,0.0368714116768126,,
