,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
TNFSF14,0.09843957064170451,-0.03727389544675138,-0.02833248320197797,-0.04378182628477351,-0.01727954535908612,,0.005744541036274852,-0.011342928914167485,0.001639210368226705,-0.031141047313686953,,0.004304662288735073,0.015413740111082708,-0.015677818637205517,0.036502446379938616,-0.03273330963755977,0.02469211611542127
CNTN4,-0.005707494522610229,-0.024960319674431044,-0.022178577469309766,0.009095474000730323,-0.004872140170391215,-0.004519961777215898,-0.06292009998175985,-0.003941582890634511,0.10413057831350493,,,-0.046418236014311366,-0.04616400117894681,0.017853781070041794,0.10765856241072695,0.04140193432066873,0.09116968800618036
NTF4,,,,-0.018365257355304098,,,,,,,,,,,,,
INSL3,,-0.02284507525298723,,0.1374180176184645,,,,0.04584267701831986,,,,,-0.04038322265320761,0.042851641478271314,,-0.032733306474995,-0.018373120866364303
BTLA,,,,0.022117529367121674,-0.02038566624232027,,,,,,,-0.03353954046188143,,,,,-0.01776588920962097
MFNG,0.0036655434264605507,-0.06345533920225964,0.04773103419092408,0.022154640508880937,0.023235714584157807,0.0196408067087227,0.031116213557077433,0.0169682618712708,-0.026937444906816398,0.013723122545276982,-0.03468468102437939,-0.04504146906613077,-0.048807742898919856,0.006469183466951348,0.03937355051160389,0.037856262911474065,0.029217846482303505
ICAM1,-0.04546690882309062,0.04490904775522647,-0.0831472978626165,0.013612490525574032,0.00930605204328746,0.07294539909277818,0.06677179842854562,0.025879182818094,-0.040331101198594226,-0.008954088158358214,0.008929784201923145,0.05539711604654887,-0.025481665021393884,-0.02365278495329053,0.0013092633625658464,0.01660827953992865,-0.010872972542749913
PROS1,-0.026434330037101734,-0.0187583931050107,0.06351072297447222,0.005803485019732526,0.021837938623965148,0.01914775348373817,0.12345939969236044,0.0360943690197962,-0.03710154383205595,-0.009172765873686508,0.029163905822926377,0.14092599815337786,0.04202463612407419,0.04723868429931786,0.00743688609566481,0.030721784226049133,0.020540630672159606
CLCF1,0.0027053418110349154,-0.043998548317041676,-0.00352746280238692,0.009582365577629572,0.028621233863944686,0.012103789435316169,0.01840716041691836,-0.0007022218624744486,0.020080763439159006,0.013392972864737125,0.11119537123749504,0.05487517826280076,0.021898449215389366,0.03409593645067475,0.012672644347125794,0.05702642416970604,-0.017269404774456567
PSAP,0.09092815336418533,-0.04165193112822387,-0.04377410033913615,0.031107163207307997,0.00032013844282410283,-0.0687009905618931,-0.09427853750166962,-0.05446220964408154,-0.035906288819596725,0.11681111246659455,-0.043407195273181806,0.06086959459817889,-0.00425523079610535,-0.02829114394888639,0.06596911152061076,0.07700077494024687,-0.03745970154474784
EFEMP1,-0.029662198247234445,-0.0115763699945052,0.022718521879489317,-0.06252895131758707,0.08246820555313279,0.0842524928278949,0.08469358451146725,0.01466086392905481,-0.11404944796474169,0.06016470772804545,-0.04132025013579078,0.07188586034038708,0.09146634866008933,0.067201028269207,0.010346145309622192,0.03627994864925842,-0.03451877636564892
C1QTNF1,-0.08294070817414147,0.0025991427460013996,-0.0054768228425335925,0.05900773804864346,0.023065595494367378,-0.009229087336914113,0.05172913960360826,0.03849670857800868,0.013866311492997751,0.11577455663221264,0.005425814434969623,0.06688860024951085,0.06521838275489493,-0.044635886287546604,-0.007644196146095438,-0.030484000270005234,0.006453280589972542
ALB,-0.03192099815624468,-0.04427477821771807,0.0065955565367637374,0.04926912983023074,0.08169034515998788,0.14328025193741048,-0.029723089373346844,-0.018799433343157926,0.0021124058607090374,-0.0590484722477058,0.03491437663560148,0.010997335623510032,-0.031587874345714896,0.05110123177979423,0.0004149247958783235,-0.02688765145106492,-0.020775600047574182
CCL13,,,,,,,,,,,,,-0.02695535607622919,,,-0.03671720506500901,
EFNA3,0.01664523631109725,0.031506903574295655,0.01364444036347678,-0.0007880320192250513,0.0367099309004118,-0.03988614039883709,-0.056697668889672155,0.008452653288717676,0.15301538566578435,0.043283853845228,-0.057884133418780646,0.05916705714985421,0.057610126003033446,0.022785933823014904,0.019297703768098348,0.02274475958419206,-0.07004508014317523
DRAXIN,0.045399583508010245,-0.009369379170571563,0.1025953222718986,0.00676392263005504,0.03931931085362592,0.02494976543243637,0.019822351425437312,0.0105020261314018,-0.023620341490203842,-0.024650457808849918,0.06153655450343375,0.047777562134316616,-0.000963641919544484,-0.04232268846395352,-0.012375966823138969,0.002961955935197943,0.07612885787061764
RAET1L,,0.0014803459618702032,,,,,,,,,,,,-0.009881849237153727,,0.01927341994976879,
NPTX2,0.10052549171071454,0.0741528322036601,-0.030867464099511844,-0.006566245786471764,0.0594667691506836,-0.0841318278008462,-0.11943362763710287,-0.06713138193423106,0.004912203050089841,0.030263554424874915,,0.03974204572625546,-0.013210609547754524,-0.014767694359962565,0.05186407391575653,0.030277688795338792,0.015065164979245123
FGF11,0.035020898543591535,-0.02258157400917221,0.03556097240397221,-0.03440250657662777,0.059360412180884496,0.042840691603647306,0.1202296580807351,-0.006000331012063726,0.04578712370863522,-0.028453175590206433,-0.08727172723493513,0.11266437191817598,0.04880622454875005,0.0560774894500307,-0.06187219923994808,-0.01866975887159707,-0.030335684355313995
CD59,-0.042431156086532855,-0.01743312825669752,-0.05119639861904269,0.009043734353973886,-0.03567712875436154,0.02730699017379479,-0.043358131756285445,0.03381825850965082,0.007883978502876776,-0.023419506060748687,0.041459827366552994,-0.0409234366004313,-0.010332458186325135,-0.011539162997751052,0.01277121854036569,0.021367593385972817,0.08403542363917874
COL9A2,-0.06252797922953594,0.02220171395955629,0.0178713208649625,-5.008491215913216e-05,-0.045152628654950656,0.028696167198042043,-0.0030870952860479854,-0.011570789879334843,-0.003161480152938217,-0.02127474596112508,0.05672223716069226,0.0547303869093764,-0.012078987749573594,0.05842254977082013,0.07986024675419658,-0.0031071759734863525,0.02374399946138857
DLL3,0.06836424028786622,0.017804437332715417,0.028157967430651874,-0.009270452033792136,0.02295143851842662,0.03440320150315027,0.03292646569852351,-0.003710921038636695,0.03161652573358446,0.027449869024791677,0.08297358337864212,0.008610120305879787,0.006092205090317351,0.12244059371582816,0.03459496049979307,-0.01514964581017316,0.01034893379243498
FGF5,,,,,,,-0.02366832874323401,,0.04676538987995115,,,,,,,,-0.027721893422315947
LIN7C,-0.03444943758406138,-0.0001769063258392415,0.023741919103830302,-0.02317567302780754,0.054313074728182885,0.041386827216987616,0.06183634768162783,0.04119178813469805,0.020076341505390928,-0.03168602273630454,0.09689063010661436,-0.034004803676127675,0.003802093577868124,0.03284748709701511,-0.030484486684955563,0.020449341230291948,-0.019780922985715623
GDF7,0.1591572582008893,-0.007420483796627071,-0.023799191826120586,-0.0132003774138679,,0.015040655578278809,0.0070612990805583795,0.034772854619895203,0.02301641554618888,,,-0.018209675008302482,,0.031075477940312447,0.020029652034896435,-0.01261389662855932,-0.02620837808237006
PSPN,0.016518126951657875,-0.003789201435112261,-0.0036995211432245077,0.05925498884771869,-0.027468448280009425,0.012381997962772303,0.018941196611749183,-0.051919000877333844,0.0570033508233931,0.060775203528006604,0.031090420322586413,0.007600851444407888,-0.014204254483866708,0.046504187629268987,0.02426920347898907,-0.01339701199431247,0.054004948065500887
ANGPT1,0.000937028309252889,-0.07439524192533173,-0.039565505384812155,0.04619868200360006,-0.005306037522641614,0.00017303508293203305,0.024332662840408487,-0.015508200536506679,-0.08096314118538195,0.01419619568905925,0.0029981160548166693,0.029499838698649028,0.02540295045424483,0.04002751243447923,0.03902979590438224,-0.03723369429382426,0.06681184830294076
PNOC,0.12586835391148926,0.029112402988814862,-0.021795580108627203,-0.041048310626884625,-0.03594927609407525,-0.009341304429640982,-0.047904983117679836,-0.04247921937078427,0.050116969586370096,,,,,-0.03128528870450316,,0.02710703006061337,-0.018962766382658154
L1CAM,0.03878731508786266,0.07185548167450274,0.018254328033062053,-0.025234722228266983,0.058745968238547205,-0.04751159870692495,-0.052564950876475336,-0.014329892928444315,0.10001833583759233,0.023357632232501365,-0.06926688421450579,0.011312249466214085,0.06391566597077633,-0.0860535580595301,0.02378346150260529,0.04158269311520946,-0.023078592092813478
APOA1,-0.021421543473576308,-0.01288631976964232,0.03720628924330479,-0.02284628123316114,0.08872454083130081,0.0579797913100127,-0.011878182320889387,-0.010257566437447276,-0.007157256400357105,-0.0059013956330059205,0.009880953923971269,0.04312150422307402,0.028140496506179374,0.07527039823436348,0.021522441494453117,-0.029093779978251712,-0.019128881999366854
PSEN1,0.0065323224792895465,0.011755478439057436,0.018304606772440144,0.08522666653557517,-0.008690532096452824,0.04437930059650066,0.00967674446547336,-0.0312666909613382,-0.10337712834821457,0.06231738163277638,0.023894280611817056,0.07267113722486755,-0.0425120704416988,0.07433465108535925,0.03371088470354898,0.013454206557826066,-0.021374919068214933
CALM2,-0.00576184465858899,0.06415091567995866,-0.007993348336741967,-0.0742267170390515,-0.04849498257633907,-0.0740442534412177,-0.13378865971054313,-0.027788023569300598,0.08566613962116305,-0.06570271609782742,0.11963044661601528,-0.0022995406715537476,0.07782036408338328,0.052004185406215354,0.036983637810222805,0.003312531949087441,-0.026953133567825957
CLEC2B,-0.02617515426397336,-0.04511134102438934,-0.016193885734869694,0.026673405997442768,0.050147909911743276,-0.040122242081124984,0.04637596578344654,0.04383136850911029,-0.055015920769447335,0.11805469841320938,0.01742340640454246,0.04662246126265075,-0.021171708111539046,0.010185643765811008,0.010262355140060419,0.003312894862938137,0.06470262548218568
NTNG1,0.12356137874036793,0.04524437833529871,-0.027707828475880256,0.01793704059850904,-0.019098951555601405,-0.0358417761214278,0.07606974986642201,0.009872070929337952,-0.011434017435537189,-0.04286479617584449,-0.03265903059014064,0.24563957128287842,0.01331488553182167,0.04774701855806995,0.039144123216146166,0.018617459221920783,-0.0006885612469334517
LRIG1,-0.03669682863741747,0.008570158620504462,-0.01721683771961968,-0.025510623738059568,-0.03294884841362677,-0.017699255549029156,0.09622765889492381,-0.010886984566846877,-0.0760494533835504,-0.062336449695175065,-0.11112962448315858,0.0368296394972457,0.004812311661607198,0.11775914520144047,-0.00042194121104008716,-0.03015688884864235,-0.025565816462593267
CPAMD8,,0.02480683205820001,,-0.024526868279315,-0.024826954889034115,0.049147217259033024,-0.021411188550957146,0.0681502352371019,-0.009249367578486857,,0.05286564884747128,-0.018668947210254673,,0.10440920354341787,-0.04345498604194106,,-0.019251500843278688
GHRL,,-0.04028003817187704,-0.0301867045953683,0.012483687198039623,0.03246565260556026,-0.02412621041652992,-0.03722678603627496,-0.02538927122754292,-0.018507097138000098,-0.026913263143340024,-0.005301858715587303,0.05123164877942343,,,-0.006698952270830038,-0.028784170760134276,0.024421610299018008
NPY,0.04374853367750685,0.017847159911202334,-0.01727799323326789,9.990826516713408e-05,0.016871088193310842,-0.04049799678503331,-0.06674230209693574,-0.010478557390563551,-0.0009451804540137507,-0.07308176979589807,,-0.03385457789751527,0.04930530545996119,-0.04155801732652248,0.008012931461198367,-0.008919028665444423,-0.005402076060155035
MMP2,0.051263799709109624,0.010963931510400409,-0.03451054562267072,0.017422685271009698,0.01598009665042609,0.0902410264149646,0.09054246512971398,-0.006133503106380823,-0.10276298788145614,-0.06120201570235787,0.01241519324111422,0.06001512556680325,0.014931875887196654,-0.03199427051152697,0.06772765311293479,-0.010057981128571323,0.031121728198385497
LHB,,,,0.03268474329386164,,,,,,,,,,,,,
PPY,,-0.035175957321469616,,-0.005230768886979332,,,,-0.01395947579070389,,,,,0.03246407615604245,0.003951041791664198,,-0.01332161126662085,0.007315158192162556
ALKAL2,0.10999373909170278,-0.04841248783366351,-0.019102750706028612,-0.021050707256838334,,-0.030189474048209458,0.04046710273585469,0.06845849836530904,-0.06526393583765568,0.023563298233166358,,0.06298024211918536,-0.029388983813885692,-0.023973480151415757,0.015278940080056555,0.1040932629461229,0.047494552550073434
CSF1,-0.01944579867576149,-0.04638315961918586,-0.019387717052640762,0.05156589707560744,0.10959098042738054,0.015529187350546375,0.060105153637349536,0.018348592609305995,-0.039724490773955144,-0.020928313902429125,0.08710632057148716,0.04203065674875816,0.02589822310709319,-0.07422918867052683,0.06212032743981889,0.0709143564697268,-0.051490817025992265
SEMA4C,0.02177994081890561,-0.061409559589655084,0.04424871614854534,0.07120382986188716,0.008309056790648764,0.07713405155294085,0.03629051044695183,0.017558795969943506,0.030534854350996538,-0.017701438214319857,0.03696935233489871,0.06528309280539134,-0.05857439432799775,-0.012334741886833733,-0.022721194257086175,0.007520326773275233,-0.025880689795963085
BMP8A,,,,,,,,,,,,,,,,,0.033829258875199525
ICAM2,-0.017021296088820765,-0.039990208800627626,0.04529492002911111,-0.03798378228559223,0.04552876736520605,0.026490434310427666,0.132495205167109,-0.01170364567898594,0.04159147266402216,0.03447699638600363,0.021907368667787714,0.005309648407524947,0.016046758708996817,0.030695174985957075,-0.056384688487863883,-0.019476901724304323,0.060942494108467395
SYTL3,0.03009997639880278,-0.016113849055910266,0.08222001247484806,-0.0010111545697383255,0.0004995783171324279,0.11518168861160627,0.08222567027100106,0.010446427129555508,-0.003324329454985496,0.03782867658722998,-0.007058091985649973,0.02279871399151455,-0.004772409897095259,-0.017973115707032118,-0.013371764808746986,0.15442006854951262,-0.022362558362601277
IL1A,0.0064473089036589494,0.004561545207160649,-0.003469760107771593,0.029302677733978343,-0.025481345961486823,-0.0324177674548033,0.02706961018140337,0.031950952572397794,0.002257324628771218,-0.04224444715764267,-0.04853268334216015,0.07223851718437964,-0.046216489026235465,-0.023378581454051077,-0.041909910760658135,-0.003906278678598285,0.03509301644933602
HLA-G,-0.03566897230303985,-0.022775404886902294,,-0.022561402411086756,,-0.017509305169395858,,,,0.0028698434106269725,-0.0368906996050043,,0.08303012193741095,0.08036175140594957,,-0.0009491218231006184,
PGF,0.08273694691842529,-0.13987460919613764,-0.03761529838085213,-0.025981042541700184,-0.03776197320538721,0.016725059495484248,0.052654571876282995,0.051724189936126826,-0.04017255987304573,0.06677883678487649,-0.0979357317115353,-0.017867478234870025,-0.0016162804641826178,0.12056593275085009,-0.01422262231846647,-0.0010206893668732715,-0.002560519203964712
LGALS8,-0.03458312589718821,-0.015682352434920437,0.007003728010610273,-0.006184351886276179,-0.0026369958319694287,-0.006948669435620429,0.033347263801529275,-0.007116714069178874,0.06541436652125163,0.07202318919288925,0.03761773987655301,0.010301371743873248,-0.01608771060747405,0.02118596427233678,0.01159500435653799,-0.006226090789224623,-0.04220216932156201
DKK3,0.02220539425767695,0.010088352720235495,-0.10893913193337305,-0.04203793213268954,-0.010437107653325216,-0.07472478942085635,-0.11136605551833963,-0.006238871626567621,0.10229986123180512,0.051032016214814506,0.04891892576153215,0.03833898017824686,0.019752878336225233,0.07664946301531725,0.04877577678588579,0.031210759478769837,0.051841246709186745
COL16A1,0.019763807302587567,0.011499869403123253,-0.03569205724815488,0.008731691742371515,-0.018203350071198634,0.052320307061311966,0.03854664085247123,-0.02148483859818708,-0.04890499887006598,-0.03478282227838905,0.11452326900265955,-0.044743495372021755,-0.006167859295052039,0.04640897494737653,0.012423247274230428,0.020756756440275415,0.06670019456749514
TPH1,0.047105032466434285,-0.029167166528542173,,-0.003137869207157533,-0.0243708746252975,0.0013598430933688419,0.004213199995763366,0.021025408992024684,,0.06638345594230584,0.07650668491752499,,-0.04309071779530252,0.0205870469003559,-0.01466192104689276,0.010893805800866583,0.06820444486959076
TNC,0.017362843518361263,0.02689408860987401,0.0074277482683873745,0.05924641856461534,0.0482026794252178,0.08357872297782086,0.1595099263790551,0.03056169233793376,-0.10062980453663951,0.05769778222999089,0.019728379168337917,0.10064236517396578,0.047469862055153314,-0.1041218775757177,0.004311192289352462,0.05985574479236123,-0.068766171668746
TNFSF9,-0.014553609758907392,-0.0032568704001337896,-0.0319441541291488,-0.020632509074051505,0.006466701580505234,0.027321162885168917,-0.009147556452039799,0.01583264096948643,-0.027672552794094488,,-0.03587403332505779,0.10910850965304604,0.02095262456371174,-0.04997980002622806,0.02033260119391266,0.022460700939702625,0.006509631321418081
C4A,,,-0.0013012624004259084,0.04382644931039728,,,,0.01629974995461355,-0.01996972070421638,-0.06988552825983264,,,0.04092306815257447,,-0.029526053556363462,0.04317248692294681,0.05395344112578181
CNTN2,0.07157946701861072,0.045670377434204594,0.01064025502761094,-0.021526835040453985,-0.0002628840714359855,0.07363128677686642,0.0037930835570860275,-0.03155416084961908,-0.14128399910301187,0.04584400265807411,0.05623391394840633,-0.10778214029908773,0.03437995709100688,0.08131503110500524,-0.06370123775439178,0.0693953001825308,-0.04898439642650744
F7,,-0.004491598790665565,,,,-0.016113811561639654,-0.02141117610605812,,,,,,-0.03781064677139188,,,-0.02661027011117128,
LUM,-0.04315993549647539,-0.02067579401872983,0.05337350099369524,-0.01804170634131194,0.024509591152283478,-0.05451697609270924,0.10692758801725834,0.057212812721073585,-0.02973900490741935,0.08297191227695425,0.034453709440266565,-0.009862331543077807,0.024498827807443,-0.015382878287328958,0.005220700747818647,0.03855013179042209,0.0998154810208841
BTC,,-0.025815261396858517,-0.01776316663814372,0.06389525263241204,-0.025213064449887204,,,,-0.024337628727650867,,-0.005877891218935094,,0.03776179010072699,-0.01655104839144702,0.09204152488219378,0.0776495779870556,-0.020652719075230423
APOC1,-0.017925648427083374,-0.04588311583710657,0.05793963308892879,-0.018562008831612523,-0.054996191487861466,0.08000531403780368,0.15686398294357162,-0.016382455341983754,-0.11830926124642015,0.10674924715009002,-0.04396761394956643,0.12277460589529646,0.0022725451494068484,-0.0011201842957076296,0.04382985378878362,0.07353878188983065,-0.1040587607925892
PKM,-0.003794711149976128,-0.026737308985999537,-0.04856163555242754,0.0208877854703685,0.07925535635615251,-0.004054722894541829,0.0986635680472946,0.012355404828140903,0.1041969609366735,-0.03007025938504096,-0.04531124615420801,0.03587073571644468,0.06748234597049585,-0.09784332884282716,0.02551164155980228,0.010952052753231283,-0.012305100452814206
TNF,-0.00018609877502883461,-0.006761296795547382,-0.026084259420668755,0.07501036240402292,0.023781968784848662,0.07771110881855713,-0.03142355771598685,-0.0018665566701889249,-0.062429684673343894,0.01518199612510775,-0.04978461581953551,0.10823773478802005,-0.02655041063214954,-0.03431902941180566,,,0.00042742459035527474
GNAS,0.024284226755560315,0.018836937494616495,-0.0024792954207986584,-0.013022337990687376,-0.04748494618198855,-0.042123018357017906,-0.05469985837255065,-0.0038345987133515847,0.1311529320157307,-0.12939924572025516,-0.006208919492369913,-0.018667421055009303,0.004072916721129138,-0.006151972847279952,0.005726455783886915,0.02608241454244382,-0.00038054489805915674
BMP8B,-0.036719360392294426,-0.03167171072882307,-0.02496881481586085,-0.01378797732641725,0.03740145060829278,0.05405061283131347,0.045153213713191094,-0.009294284914913423,-0.024942735243464107,0.039781291572165825,-0.07635643949242796,-0.017738398934813986,-0.006413156449041048,0.027707120511331354,-0.016890772759695964,0.034935950964668235,-0.06171884704535916
LIPH,0.02352434302768408,-0.004930753818318337,,0.04350586772766475,,,,-0.013342419978113414,,-0.0595106369711793,,,-0.026955365989753437,0.04897156391574862,,0.004231502657224116,-0.04920312001376754
CCL28,-0.022552761578959222,-0.022928162769458554,,,,-0.0346522702278139,,-0.020545131801181067,-0.024805493664654902,0.01258743882982804,,,,,-0.02040954347888117,,0.019297981877380927
PTPN11,-0.03562246967497378,-0.011336301240924815,-0.04098080139058162,0.03364639762831916,0.05456580248765206,0.018526435287259387,0.025470354025525627,-0.030981626149768134,-0.05302840963731525,-0.12215880530682534,0.03380700505654436,-0.033168371838483514,-0.011907053166190824,-0.08409676109316493,-0.05263575383698323,-0.03652215189756244,0.04030540875731901
ADAM12,0.03419505596634115,-0.05531941771285251,-0.022416823172415678,0.034016480872910856,0.06056254956313819,0.0035357038417260724,0.02555741064181381,0.03211324746185334,0.05680520173746633,0.11286059609805965,0.09347597561138243,-0.029467634250673454,0.021688313500497127,-0.014772780952818145,-0.007200094484923511,0.014050068462575087,0.03873093337634535
EPO,0.0925682223131913,0.022401656919551306,,-0.03270822288379631,-0.011719010309259587,,,-0.013959476400037764,,,0.04516488515342201,-0.03416722415287119,0.08018570144397155,-0.018004309039118007,,-0.02545889886042115,-0.01361725782126124
EDN3,-0.031125400768333644,-0.00823282707009121,-0.002428937919883184,0.008715723430898768,0.015032989059943717,-0.006487250665143178,0.016410179492750296,-0.02163649994095399,-0.011826000520374186,,,0.001106723390813188,0.004207573474043921,0.05606208139471793,-0.00936048127577738,0.03072411516159654,0.0745041115427393
CCL22,,,0.03312344337590046,,,,,0.0314014360342254,,,,,-0.03313210721431099,-0.03634052290786325,-0.02533446937852724,0.04606602410369601,0.05793157815061314
CCL2,-0.046796170881994385,0.018099085114653173,-0.016974577805740444,-0.018025869322762313,0.06257007955981356,-0.010626953272491857,0.06798638972691019,0.030514704045025584,-0.061452727451127204,0.03564639223925592,-0.018409319188968123,0.10459157456698058,-0.0064835659912525065,-0.06292284094363615,0.029619910526010502,-0.04612919235822628,-0.04794929598203891
DSCAM,0.018191995779573582,0.03773354048047197,0.036722522289194356,-0.015901782523165583,-0.02217246121915867,0.03347498383029044,-0.0003810406110089574,-0.09532589707190145,-0.049687558109477704,-0.02706161505650008,-0.06256266320166717,0.07253589862976673,0.06398370897186911,0.07290061752153983,0.060362104364820854,-0.015598266984741677,0.03900697873638354
GPHA2,,-0.032508281153156064,,,,,,,,,,,,,,,
ANG,-0.03045667724948067,-0.009287353291504038,0.020754698145528012,0.024802138939664084,-0.017940389620364698,0.02379104555424373,0.06477060370628722,-0.02451649723505347,-0.04246606990273079,0.14250913383670064,-0.05641473863996196,0.07869955637570752,0.09154349700666822,0.049507968796962946,-0.008703825568953091,0.010917910072105335,0.017363092342951206
FBLN2,0.054293040082385204,-0.01012098987507762,-0.028634692674016044,0.01781387368947087,0.059141718516729995,-0.002785861827220017,-0.02545426142402851,0.03131255984883836,0.02538218234413433,0.017226289330542575,,-0.01610843436564474,0.052553992026339306,0.1014303526181303,-0.03959082420160683,-0.027049876277602775,0.11294435036550426
VTN,0.09176312886938617,0.06369275105204003,,-0.006471719389275459,0.001980460403339958,-0.018553544442796242,0.11623097293741509,-0.02293385204702598,,-0.00706311933226107,-0.053461242874013305,,0.04917849197030538,0.0029924032060111524,,-0.0329658378370499,-0.02220747455306425
VEGFA,0.004378981225248663,-0.007883221060797984,0.059165509458963664,0.05853637271171548,0.08054877456355028,0.0254555914059994,0.058096600770498025,0.045008902238934986,0.045918036008902784,0.027634837751391216,-0.00384221536044918,0.06682292937645176,0.02046557242856645,-0.07454505373774034,0.027511165801314193,-0.05654160507678139,-0.040898280519886004
F10,,,-0.027165271533265214,,-0.02459988581221491,-0.032264192266594785,0.0440262437099927,-0.015306264160060538,0.011749394874788986,,-0.03321405173502996,,,0.0527422961281117,-0.02191908712432283,-0.03565113485847608,-0.02404119697100929
SERPINA1,0.03648788443852282,0.017548871634898183,0.01760333493306622,0.014713559310622742,-0.012146327017355968,-0.0006719092348993926,0.12793772235940495,0.012363334952244563,-0.06600192677882237,-0.047387212675438245,0.12934898336560757,0.05974367897695414,-0.020834431088239323,-0.08372033700630813,-0.002495998050054756,0.012957845299935997,-0.012600306034166746
VWF,0.06848508312526226,-0.08257899970863895,-0.002045417876203953,0.01731644179714619,0.010029238865432047,-0.012294259744528371,0.10362282593232498,0.026146303147067944,-0.04244498944456615,0.045745867209838184,0.06014381746886778,-0.08181251188087539,-0.024533258557795874,0.06599697148799749,-0.012034374797207287,0.015923850197967736,0.053368955038498755
GDNF,,-0.02092540459941776,,-0.005185041050121911,,0.022463321641465056,,,,,0.055194664640229915,0.020737567480103646,0.08024388284601856,-0.04280086565494229,,-0.014928229782321684,
VASP,0.03646931744597443,-0.023263109977117696,0.0018712237126972627,0.04114707015210617,0.04303485760698017,0.08112429494564517,0.05818341889794313,-0.013433979691788486,-0.03450303776870149,0.08062785065768029,-0.02629224478506794,0.04339364087704457,-0.028080618135995487,-0.050204626175145164,0.011940550446077081,-0.025391380000639552,0.01724875285269524
ADAM15,-0.014739992990977323,0.029736291900697567,-0.03705255946454224,0.00045823502313204254,0.0009172989281699273,0.0018002284084323403,0.043519258249342205,0.03726102010182749,-0.018535020517922204,0.03910318273325281,0.04012735428505054,0.02019067021250911,0.04222664752873387,-0.041268653288471346,-0.024339752376656323,0.022423285970368162,0.1018272146941954
WNT2,-0.0038957967072699427,-0.020023176005897456,,,-0.021186425142800943,-0.030531588171137256,-0.05495921808346793,,0.12478639074559707,-0.048314811662916554,,,-0.03631175863677172,0.0013312664641482563,,-0.01826934173977814,-0.03311532033697964
CALCB,-0.027447366522779966,,0.061295228735692445,,-0.031847359169322034,0.06051931024967235,-0.02366832848602258,,-0.018808115332670898,,,,0.09402242846587998,0.039918069818315464,,0.050533952576956,
OLFM2,0.011954451356513572,0.03020754427850123,-0.04742898336666335,-0.06220830249424529,-0.049154188931049565,-0.030786525872078835,-0.07370033826912675,-0.01963874196873331,0.06983721588279651,0.11993120975188211,-0.012698851515613688,-0.019645782796038173,-0.009905696460556926,0.07194371352504932,0.0013946173133956685,0.035047754803346876,-0.032659985134620505
MFAP2,0.02914131630364433,-0.052877866240255506,0.049740003776431625,0.0005045126575501304,0.005442327905805519,0.06842583244996675,0.10722890787613737,0.001351136205009648,-0.021864768517024406,0.05005634391685841,0.038572632834875324,0.02902898673526036,0.021998434943950564,0.06747596210690628,-0.05292079241384949,-0.03965111415276887,0.06736484176920117
HLA-C,0.012122687656594449,0.025750693863230905,-0.06973853441042296,-0.0013411176445301068,0.0035706239769008404,0.009798061271690618,0.17778627147302892,0.07447980914931904,-0.08834622533366485,0.013903842316550261,-0.07855849779882486,0.042361470462128306,0.055954654110281075,-0.04025091474839634,0.009237202014017945,0.04975042777707942,-0.03559919451170159
THBS1,0.05803057234467927,0.023743538242751574,0.01986804847749447,-0.03532793923689495,0.051534014907097775,0.06065275342144152,0.03296140571628168,0.0726571703755432,-0.01248302583939962,-0.03678634760287039,-0.031098555719173696,0.07658903330207165,-0.02496626520576432,-0.05076820678921345,-0.0032151276444626425,0.016724650124654725,0.02109959028566935
HSPA4,0.03462915383840455,-0.03225193007466848,0.011151940767170517,-0.03949766057781251,0.04671798733497651,0.07388680372528948,0.04119363944942746,0.03128542636889036,0.011315616421230853,-0.03327097889837229,-0.008189061872889564,0.03042298836992965,-0.024594397606913943,-0.007671864868864922,4.055235882209567e-05,-0.02768471252540742,0.025958396473436784
LMAN1,-0.0021409464980494584,-0.004524852776331615,0.022267486676132642,-0.043591630543879,0.0005023958960991492,0.07666659644746171,0.10759757378309162,0.031283432716812436,-0.06752406102227036,0.08556821851411267,-0.030697051189897046,-0.02083315845327375,0.014192228544592175,-0.0902846236329388,0.014886015190924622,0.055569687192066036,0.012630357651925708
LYPD3,,-0.012988556463150759,-0.021937901492644983,-0.02398097233633177,0.016621037598526678,-0.023318052418796854,0.08325428643139773,-0.019544389788501926,-0.02263227671154736,0.08852081160659217,-0.0323798330999542,-0.01822280302571739,0.05703777161469305,-0.008193070263553186,,-0.02215568034636763,0.003971668423923994
APOE,0.033450554696312404,-0.012814327549839685,-0.014149673391185075,0.005086811614506665,-0.010466962172022299,0.09519170067322204,0.06894388541693712,-0.03312517846201715,-0.1397561438920052,0.06097524087179941,-0.025849868233514386,-0.05046750860130348,-0.05838036054296863,-0.06715264588781508,0.01171043487246905,0.0335574056028177,-0.0011166548299138205
SOSTDC1,0.10648890598868505,0.06547775918805414,,,-0.010909646401054076,-0.04866906858826083,0.043125468070987286,-0.024871413767933583,0.0316931287491826,,,,-0.008975277689212868,0.03148767198231722,,0.026192348034312873,0.04901524522446782
