,UKF251,UKF255,UKF266,UKF275,UKF304,UKF313,UKF334,ZH881T1
BMP1,-0.035252173027812,0.01818128920133537,0.010474252403400984,0.023183455258820717,0.0837459334696655,-0.023356946165892838,-0.02957230774622159,-0.0816338200148828
NDP,0.026031791549340016,-0.0442667565060631,-0.06983645806362047,0.032238983793281294,-0.03288897151020971,-0.040105164886984554,0.04454678898309037,0.023423062200104726
TNFSF18,-0.013302434635949127,,-0.016548994186046086,-0.010336035218293823,,,,
IL36G,,,,,,,-0.016645197848760798,
RTN4,0.056655547642464894,-0.03674322955760087,0.03541869708850908,0.02064883305980715,-0.05849998897939595,0.0241793766128698,0.023193340502483627,0.10861609436282499
HEBP1,-0.010115007408092121,0.07405075106284667,0.013990467744081024,0.0159027040410453,0.013634581238489759,0.009636462901598355,-0.02974460267436307,0.03772916378125558
WNT7B,0.08687969055703691,-0.03218171705030442,0.07501162122754598,-0.029627282795866943,,0.042835401022440545,0.07275323110542935,-0.025385185626699516
PTMA,0.026108456758872134,-0.003962431711226066,-0.038130275868287065,0.008726579919088507,0.08955799473094318,0.008939004413161375,-0.015588207842427903,-0.019539575866760212
CEACAM1,0.005208903392872794,,,-0.01625612100297522,,,,0.07105905799633784
PDAP1,-0.018128637656636096,0.04910954926631474,-0.03416851780279102,0.010672364080850722,-0.05592361468498905,-0.007253184447622676,-0.03250690158621922,-0.0052811443573569745
QDPR,0.009777828998237719,-0.01129524536078258,-0.038318211777425094,0.049912615977448116,0.035071514599643874,0.06154841094698394,-0.005163287424806002,-0.026200500003515276
POMC,0.02925445308220741,,0.011631722129363423,0.03406680152695895,0.010839574300884659,-0.028582754793026632,0.06288558201223406,-0.014276257451689967
CCL18,,,,,0.06477367318930709,0.061816230175494084,,-0.05802200777353851
CCL17,,,,0.05152390792524059,,,-0.015205860791849695,
VEGFD,0.0790447772360361,,,0.0670587799184518,-0.01951587852864559,0.021264241385527228,-0.016296591986872354,
TNFSF13,,,0.029293067458496785,,,,,-0.01891975524274054
WNT5A,0.05319043310673666,-0.013336271711001834,0.027422758937080235,-0.013356878469480625,0.012621816907052467,-0.01589162998867111,0.03608817474088444,-0.04448870551720256
CXCL8,-0.005240029967789783,0.03679176662216803,-0.02282876405550886,0.026768841069418823,0.02851690810310922,0.006969457288374959,-0.042058155274741056,-0.06881320788684313
