,MGH258,UKF243,UKF248,UKF260,UKF269,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.014158623940377018,,,,,,,,,,,-0.04329339386636456,
BMP1,-0.06150179024266997,-0.037904609186075744,0.0002858306259029227,0.09386690840330063,0.0541570532380032,0.06167085493545373,0.15612456902768446,0.06624506118780796,0.10604707576783647,0.09864619602554538,-0.052424459564914046,0.0713966498746818,-0.005524461632612912,0.05991793890189987,0.07932713799449918,0.06870057051113511,0.15618119592887023
NDP,0.04108768304834242,-0.035410271730184226,-0.018337447896896966,-0.04710155065082045,-0.017291424762414912,-0.02295835337411256,0.017813707137513943,-0.022393525299012243,0.0970299947013419,0.09383001235113123,0.02240707888457046,0.09412813315472794,0.020369792334781214,0.025720586431583398,0.005420170365817959,0.05469105656205648,0.007126911934154309
TNFSF18,-0.019279981957692857,-0.019872585124347183,0.019015387726392607,,0.12663557579187978,,,,0.14345955619333975,,0.014500004493567,,,,,0.018831851563626784,-0.020531030630720978
IL36G,,,,,,,,-0.014714571577793312,,,,,,,,,
RTN4,0.056895808886805135,0.02412378709906605,0.04032439505965481,0.015229233767940354,-0.10515773336413152,-0.135011315261002,0.030241317836836243,-0.059900718511799254,-0.01616533104264602,-0.06146563405135613,-0.05280918877974377,-0.02989070004684709,0.011785547481479029,0.012930604429358325,-0.07913733588118789,-0.05647272955288593,-0.034466533833312454
HEBP1,-0.0008000416018326563,0.03559342012234406,0.01858365366418956,0.035636869658326374,0.03144716743759052,0.03020787840093102,0.04614774378643165,-0.011607215643141171,0.025873029462281365,0.062499249788818344,0.05330936576738711,0.09911692346367963,0.03849940962461116,0.0804651451568059,0.06438859707660217,0.032173303590116574,0.0012350513639290564
WNT7B,-0.016985060238900233,0.045570031523131695,0.03685052969942815,-0.05003411863989447,-0.03304947077707307,,0.14219854200725163,-0.0161730098918163,-0.03236211060120098,-0.05054551254130265,,-0.0061724053281445295,-0.022311877304770984,0.051899982781954,-0.02538997474833802,0.023348124062686545,0.07661914573122869
PTMA,-0.02929546054718696,0.04584477225769459,0.036293199091114656,0.016202692927230544,-0.06745064639022542,0.1783255867576566,0.1181120247940034,0.0561841726443704,0.05069100996352729,-0.12948869063943008,-0.0667332728146147,-0.1237734990655315,-0.058911146600802496,-0.03222434126977588,0.04988178279422373,-0.018579931254814015,0.02551615329977926
FASLG,-0.01698506504053325,,,,,,,,,,,,,,,0.020151392376322522,
CEACAM1,0.055064935027038166,,0.05415254243165686,-0.016595308194773555,0.045207077418926433,,,,,0.06363250278864917,-0.045628231743964624,0.00263612708819431,-0.03061646009904279,-0.002292376318660786,0.057980760360138626,0.09592582847367247,
PDAP1,-0.0030680353515802603,0.034823351895198855,-0.045101898600074436,-0.011955016586561455,0.02853641513085664,0.014793762850092025,0.09991045309679727,0.008205922106369596,0.018424735480971,-0.14006040599426142,0.06418008297473035,0.02706495323511282,0.006188384166200605,-0.006412079802702453,0.05569629942193316,0.0012634238475992966,0.05328516115165955
QDPR,-0.016625054856294685,0.014609528270511292,-0.005266303931304117,-0.03207823970208861,-0.05383123739358566,0.03640962645238328,0.08193435858881096,-0.021661682490665614,0.03513904552332404,0.03166204141910528,-0.006616625141161546,-0.10542958506186699,-0.042024549812680966,0.00024396406137199865,-0.015996424667529065,0.017382451419222494,-0.06384832938718327
