,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
DCN,-0.010659828663737,-0.03714242575755842,-0.007162185194347464,0.03966183278370766,-0.009080642364634791,0.013388871397975313,0.006743972922702301,-0.019843427328019168,-0.01802026961691814,-0.00010730385511157984,-0.0028507750182444006,-0.004146344993769216,-0.021621769851431095,-0.03762313267055902,0.09164316674782298,0.03845678419622549,-0.04923106580585555,0.04165161814653112,0.007818921461973985,0.020553861923564013,-0.0059497187679521685
RARRES2,-0.04817083037093051,0.017429976626136323,0.011022490460207786,-0.002759112680726948,0.08192567768171222,-0.03768064313254771,-0.03945299977889158,-0.01380328900038906,-0.021749207356826127,-0.010125543778180954,-0.002902389935542121,0.05083798485839968,0.14559031271204118,0.10761540925046939,0.039682382248161716,-0.013127000960368208,0.06308841795000168,0.046915396585208435,0.00023863148215753506,0.09692206931134263,-0.02478813825187817
SEMA4A,0.11167579842748883,0.008863666371356169,-0.042614626735246255,-0.007996258109279269,0.03954299619052651,-0.014100796009130452,-0.02767929822199372,0.053268487993732495,-0.02137220058947175,-0.0077025315832415925,-0.02812636468367038,0.011824068453289874,0.014344047411554268,-0.08048551606635292,0.028226454214229986,-0.013015862976802578,-0.0006937446585437727,-0.01684169249552814,-0.02787619817340955,0.039565107239209356,0.04714739706232361
GDF11,-0.008187091840990141,-0.07219510712259228,0.03314406056712998,-0.018774733211790715,0.00011044647479597865,0.033038255314970774,0.0006479283831247501,-0.02832419993248615,0.04580548142992031,-0.008982247977299431,0.019244084358371525,-0.005678233472923004,-0.051391167691736885,-0.002356810719618925,0.09593247598695355,0.04716027243591125,0.00800940606784361,-0.04700287255441198,0.05630255200835087,0.04219634915852939,-0.0006394422918679465
GPC3,-0.033714387940251604,-0.04014637810746788,-0.01823918664721855,0.026280924829475603,-0.01971450022481504,0.08290986323615805,0.027428777099604434,-0.03103957353555471,-0.002600837757520247,0.04591151136260279,-0.019150971911411366,,,0.08924885179735507,0.06072605477580114,0.0203013821726209,0.06191804412802092,0.09888048382547598,0.02780597528008864,0.015448131278837306,0.029141056726373
OSTN,,,,-0.02592293815073243,-0.004459440685494827,-0.01297083906138847,,-0.02380002400863305,-0.014846065224686207,-0.021956604837136535,,,,,,,,-0.01686460967450167,,,0.029436901946214258
GRN,0.01757476139473463,-0.04176295471755381,0.015926115830964382,0.10475159870551753,-0.009403205983216005,0.012616318919985344,0.01918067999394818,-0.005510289751444968,-0.030149363845375345,0.0017944161578875085,0.016231623191301964,-0.02379257353916178,0.09762164736426329,-0.010393943904446106,0.09978145016134682,-0.000778251497196334,0.022786846156667616,-0.034141695571568334,0.08884122521152701,-0.02318574695838944,-0.006623708173082182
CALM1,0.12126943399670431,0.015636849227111123,0.012477463871677003,0.014470640438069097,-0.00400682504291938,-0.03259654439051342,-0.03134065164327559,-0.03039453696242138,-0.02391106562281025,-0.06632491210282154,-0.04880129055332055,0.005056596506908193,-0.011043091419101874,-0.13724413112874512,0.005264873847690275,-0.03853656497711183,-0.013183500485906325,-0.06251566911500529,-0.05626991623033563,0.008854236270800139,0.00839630117238504
ANGPTL4,-0.08367081473380163,0.04087846434855209,0.002987428145038636,-0.03595586210513344,0.07080456536279485,0.006829929517204061,0.05103675128693915,-0.08119143175003586,0.02069748083138374,-0.006361319556615937,0.1421303833564715,0.05382249383633426,0.02331986869762318,0.11550172572810403,0.0633368454541141,-0.05141783830728396,0.03607784766826197,0.030247118200616784,0.07077213161996293,-0.04166027037100976,-0.01932787884938852
BMP8B,0.002159424567514948,0.029224605387718705,-0.03208807223884644,0.00817176817142167,0.07416997531338473,0.02546711846810818,0.029639966619278608,-0.007804705461908594,0.009795575890516535,-0.01184227210365909,-0.03723897124922225,-0.014477385018776875,0.012536143017326362,-0.07418233330841807,0.025792022353442898,-0.01290623188014228,0.023551315597452653,-0.029326080784787826,-0.03546294510770971,-0.028154788235422498,-0.02329709810445177
