,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.08612161476153093,,,,,,,,,,-0.04354822091612106,
BMP1,-0.04918424552313036,0.012183725689083769,0.07980595894431752,0.026628126595640237,-0.017510979219215662,0.036017620718315164,-0.02172609303541436,0.004565755141125126,0.05890154456678753,0.1526635204585831,0.03960905143522151,0.02536873011847257,0.07020068277178076,0.06772297235822144,0.05537973830704543,0.11002838758925455,0.026045912318288914
NDP,-0.0015896644866311585,-0.054565865678627194,-0.010386133798776556,0.03350391892005479,-0.003226922465937606,0.01840460036204444,-0.018657997704869016,0.03999874088980187,0.012940449246267012,-0.02461661925791131,0.038757749238455354,0.11397918139205293,0.0547542936249507,0.07671616396703222,-0.0127122561600626,0.0029536628979692893,0.008963121728185057
TNFSF18,0.012387561562794407,0.064658320162842,0.01865396980123627,,,0.04538532942525347,-0.012358479061745517,,,,0.07978736746073371,-0.046986269706158115,,,,0.0016569053048264132,0.0626612686726264
RTN4,-0.01842045473107713,0.056489913077329895,0.011769071222571247,-0.015292200203344434,0.013349945425855408,-0.02934990036616078,-0.013779046219171594,-0.033120766113953766,-0.10914347857586347,0.04807018796791709,0.024263857274795624,-0.00814662803212202,-0.06579324130987521,0.0356604648377468,-0.025209389323612053,0.04955523164453133,-0.018784859595390613
HEBP1,-0.028322456536450904,-0.013642745046888113,-0.04370313912652464,-0.01195003161864236,0.005916596917664213,0.06635351111046581,0.04289942144567166,0.028718498099917934,0.026582135657842156,0.06596619058372898,-0.010661940919698942,-0.059658192545329024,0.04084215742834244,0.013137090127313214,0.04118979262691617,0.02715653565387165,-0.036203103965420744
WNT7B,0.034326849115792916,0.009167692958570346,0.029158951805535165,-0.025837062589170293,-0.04921275408516771,-0.05526542998616466,0.04101445639233134,-0.033260554060898284,,0.07287708061640656,0.019623970267933742,,0.011077729267456423,-0.002418175135451144,-0.03407721337189639,0.05099103479614192,0.006619910160681925
PTMA,0.011102005813060109,-0.022486674124572233,-0.008167453689560532,-0.003698195059036246,0.0570268661501435,-0.047481721550761566,0.00041400551452858316,-0.0035059092322644665,0.12819239291534246,0.09577456396884552,-0.05538275867512101,-0.060384421188109674,-0.014203797195426698,-0.027680708131922877,0.013591385047994101,0.04079854188271005,-0.04588244333608383
FASLG,,,,,,,,,,,,,,,,0.011960184171574014,
CEACAM1,,-0.011055747874842108,0.008990132023234823,0.03029793352817856,0.15189698692198833,-0.0017788182664414366,-0.01943694335376245,,,,,-0.043644311981817396,0.021228863323220118,0.1881082672048458,-4.5755118469935696e-05,0.02273029942900283,
PDAP1,0.0010195321281235618,-0.012751850350645655,0.06569856688824989,0.005225469686831664,0.06713112825640291,-0.005525483803308505,0.009115861219732655,-0.03916008746795194,-0.046222379428126084,0.0003719968403102354,-0.013316000728934248,-0.016732986354690952,-0.03314105307312926,0.025231948928206935,0.006894840390951353,-0.06453764432929981,-0.029486716204805564
QDPR,-0.02898583993420702,0.0732677022108197,-0.010546255177068642,0.01185774850647482,-0.0841440844722718,0.001663965415590548,-0.0008201194710007732,-0.02970361812518613,0.0644326744400487,0.057650348641977524,0.04816371499632956,-0.15447348232071886,-0.056763295431244976,-0.017849060958923392,-0.0207417688804899,-0.002540601648418545,0.00726384221010714
POMC,-0.017956631349328893,-0.02575217874020011,-0.030772528317273257,0.05986320338745347,0.046073366023531896,0.04941264107077179,-0.01433980181774593,-0.0023570409512516377,0.07281486217553514,-0.01595338554760012,0.004747146871238067,-0.04967168764138282,0.039542802070059405,0.08450175982530807,-0.029695075454913553,0.0648894193922284,-0.0020721675526684798
CCL18,0.015441418110606663,0.013335224141485623,,,,,,,0.049800120020027275,-0.004094438172367345,,,0.04157540787398915,0.0023134645804585513,-0.00959864141168601,,
CCL17,,,,0.016523580359412326,,,-0.01541342951196345,0.01460470683704934,,,,,0.10467963068462273,0.05467708937959165,,-0.0024910901972255177,
VEGFD,0.007825400562922505,-0.00610473560083082,0.012249409696842021,0.05736442986069049,-0.02026658663530227,-0.025464976025610896,-0.016421705459192394,-0.021528834320184355,0.10750968120507853,0.004020093030875599,,0.042574492913042945,,-0.030492302558014325,,,
TNFSF13,,-0.03040559688397008,,-0.01192790167354156,,,,,,,,,0.05763477873104203,-0.0022296725241473677,-0.03175089021265907,0.04327120878176195,0.1113196358060803
WNT5A,0.0821838145357956,-0.008804140849005935,0.057804421254221895,0.059390114480381166,0.0005633468400992556,0.06714640700453484,0.012152754027286833,0.07778267128537175,0.025395700797065258,0.0005179303318011358,0.08872322520563079,-0.06778913233394501,0.12394455943094754,0.11518908859913346,0.09411981154502216,0.15590457424405593,0.010676410955751146
CXCL8,-0.017059366608057153,0.02291460174920419,0.07958496813448958,0.008697027820172162,0.12782481271278323,0.048827553707595214,0.02126371462462758,0.0315779688019646,0.0975368249071797,-0.05562348616596953,,-0.03414143653509915,-0.02748139247530079,-0.012200272872721782,-0.03288027251184603,0.05279656689828776,0.031823683519504264
GRN,-0.0174225683916468,0.016067291281010667,-0.014735403594170618,0.013829598206141769,-0.009680557270946097,-0.0018611698958150907,0.048776376577956373,-0.019295989162630173,0.14548623822909634,-0.028986270490291354,0.06905701584451758,0.06719150830548759,0.16896737139803022,0.03728311588839003,0.032338782909412354,0.19395864046202815,0.06514864903660672
MIA,0.07584085845984696,0.03316409899868364,-0.0044725017488409045,-0.0038173804636047045,0.035993219706512786,-0.04342173531658513,-0.010386955311998583,0.04808389210530204,,-0.023198855291911746,-0.00982719298746346,0.1253345589941009,0.003027428678908034,-0.08192419332656105,0.05266141883650464,-0.009423399758546745,0.009733134516705913
COL4A4,0.11150964933348191,0.023462368058101736,-0.03951607100542166,-0.01768747141189535,-0.0448687259515293,0.011304776181790918,0.018145538102314212,-0.008479990256869433,,,,-0.004567130130300758,-0.028694140037193963,0.023896434241554125,0.02521782039795075,0.0252200671355957,0.033961009387691
TAC1,0.09203834513742411,0.03544648108179762,-0.013894091617697422,0.06270103215605267,-0.01691228548200348,-0.03264444539001941,0.002090747446034399,0.040832034378840386,-0.06050724483004083,,,,,,-0.03331917332187709,0.07560990816776915,0.014976288950722267
RARRES2,0.09799814636419758,0.015908953755022003,0.01570022136950101,0.07303143551298318,0.07595950316487861,0.0781606950664954,0.0010516402506486563,-0.006769392128823245,0.07194471267737189,-0.23001041663746175,-0.07713453709164683,-0.0151221574626857,0.02690390672029597,0.029997811911082032,0.026449044425454003,0.06299679306683298,-0.04167972538946248
FGF7,-0.0074177767712044484,,0.00211468984621582,0.029649706567264136,-0.020205080077375637,0.06398612300477506,-0.00203073986550902,-0.011833839475929378,-0.06765061475919684,-0.01920008956452398,0.016987031878985665,-0.033647332876613284,-0.006780857715384667,0.0210705841439371,0.009370030751364113,0.07445463260884959,0.04137451239423971
EFNA2,,,,,,,,,,,,,,-0.014092540070624819,,,
HBEGF,0.040656903383606564,-0.005008118951950291,0.047002729680416314,0.013788617499171702,0.01764802369692549,0.0256852845345504,0.03236951750665225,-0.03738404881211412,0.07876676167802908,0.014994314996457767,0.03514666468017804,-0.0036755415072999855,-0.05946018375075964,0.012194985287019119,0.07369872990463293,0.07781283032406985,0.037284262429129834
CSF3,-0.018129839814623596,,,0.05030613606657502,0.03580319620570006,0.031485582304342126,,,,0.005225735290210153,,,-0.011942896761134886,0.018672532446259084,-0.04053602411059257,-0.030325788071707126,-0.027050543796029062
PI3,0.03818440694138569,0.06861439154056907,,-0.03556839399944917,0.03979674163355597,0.0037176347468708365,,,,,,,-0.017814724518449856,0.0159308351437583,-0.046551733957002996,-0.07478760577712056,-0.03010768481474234
