,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.04814404804947851,,,,,,,,-0.0327588605736399,,,0.3449338767492281,,
BMP1,0.020439731327706344,-0.04065424712948602,-0.054421766942581024,0.009505690046004977,0.07374690480205946,0.05242160641800349,-0.11666092455346531,-0.13487091258345787,-0.465924872846307,-0.06782041192025672,-0.025815114727194808,-0.19336623784966925,-0.3408012930619013,0.08243434017861186,-0.10638816538955759,-0.031254566520149886,0.030684851195706905,-0.07653028515335117,-0.0033483591987803745,-0.03987325796100945,-0.12561333320724205,0.04442987262963565
NDP,-0.013215558475091845,-0.07494366183241763,0.023214628650885884,0.0713496841546585,0.08253712643180444,0.01922839113776911,0.17737278178864557,0.04637446777265806,-0.10907792551659867,0.07622433033856237,-0.023077026089888153,-0.09912763677014914,-0.06110220525558526,-0.01254227861113571,0.09422290265606378,0.10362476062154645,-0.038785199058099754,-0.012784858567153418,0.037724351953523125,-0.01989128081479234,0.1715046663396539,-0.052953557789715396
TNFSF18,0.15905555306572805,-0.03621464623566022,0.046997211426322155,-0.05201775794371217,,,,-0.039427239133457935,-0.10483410887592041,-0.028042827862907124,,,,,,,-0.03378363468174925,,0.04380209354277914,-0.011126077176132588,-0.0615222527748983,
IL36G,,,,,,,,,,,,,-0.006819225393993831,,,,,,,,,
RTN4,0.016164922134628897,0.37207884053791224,0.018306389196275495,0.01394813964914628,-0.06640311038989037,0.09882271330296286,0.1804527965553168,0.3377843300056137,0.5764899803670874,0.17239590641507493,0.17839446225814373,0.476855943506289,0.49438163123478346,0.09739139524314694,0.07299781345741412,0.024127978485922127,0.0174195163728065,0.2004593911605538,0.08391180062497756,-0.06977500704058694,0.3919639195208465,-0.062491317951155
HEBP1,0.015740635380265804,-0.14284898164302479,0.027305979905886683,-0.007901448774340307,-0.012296753697091933,-0.02950972887151892,-0.009987145750269719,-0.06533215119883276,-0.21547445624606165,-0.02313538669290024,-0.018779784726770072,-0.20077683349477596,-0.04586780214600645,0.017377002677439884,0.028356628058306122,0.0724512658698181,6.974765750733193e-05,0.10728987499153321,-0.048123782939581625,-0.023337645714148505,0.014002346654100866,-0.12126234720442604
WNT7B,0.07894029449532795,0.3897710156297706,0.01916361935422777,0.05201716083787829,-0.04575541081071705,0.004867100127404768,0.09734374124721183,0.09449928178889314,0.3852147894755813,0.021308545386823398,0.07781538829422406,,0.1483800136267441,-0.035312644913213675,-0.041425601878025575,0.025559630861563307,0.008885431752941663,0.01239446612518651,-0.0036419139384289965,0.02828577025735523,0.09935521244989436,0.023889534790325403
PTMA,0.08944685403718929,0.021345933064379017,0.07295360675379546,-0.05706861189929055,0.036316997457693935,-0.025699342151337595,-0.13045763940394703,-0.30169798294670797,0.11669375539460608,0.13307092922334302,-0.17474049176431627,-0.6207204315075691,-0.5218503991878781,-0.034755683970150185,-0.006876995458164291,-0.01814003896830102,-0.005820954673064203,0.02507710928901677,0.06393099672902361,-0.013067671014370749,-0.2556275711832718,-0.272413022783448
FASLG,-0.026608842561102904,,,,,,,,,,,,,,,,,,,-0.013837164496768516,,
