,UKF260,ZH881T1,ZH881inf,ZH916T1,ZH916inf
RAET1G,,,,-0.001481853348819535,
TGFB1,-0.02332124773493703,-0.02952586562671221,-0.12205192795597246,0.021200638357459976,-0.0656952401856688
MSTN,0.09344345100752334,-0.006773879215924663,,0.022855052284715596,-0.02974137424821309
WNT4,0.040776965491515826,-0.03573945460549305,,0.022903017867218992,0.026834888907379163
TNFSF4,0.05778229758687237,0.020400745968207647,,0.055853093371534795,0.05780819110471581
NTN1,-0.01173000182758951,-0.10859485746149597,-0.12289869203219171,0.0936561142648778,-0.07226143669637251
CXCL12,0.053862478481050226,-0.014827436340394963,-0.03188884990330934,0.03974080274829956,0.020916815862845637
GNRH1,-0.039850801406313655,-0.029843997689989302,,0.06600317668787656,
FGF8,,0.013018062710232127,,,
RIMS1,0.021377807674750317,0.02254379807605565,-0.00035569949562402913,0.09912671606321831,0.14860007489709573
FGF14,0.0437410419943508,-0.09150988962572824,-0.011245593239135777,0.05678339062187818,0.19480402671667912
IGF1,-0.021157855354577735,0.03900378393748095,0.013878757185877036,0.0573266330644775,0.010036799449074804
TNFSF10,-0.007785981537326016,-0.01712546760888328,0.009024746775099544,0.10734944111818148,0.020837712149307342
GDF5,0.006630363449199877,0.03122391483722536,,-0.005175594273137277,
CHAD,-0.03011822842955805,-0.015368166420261306,-0.06587293718222358,,0.08836528909921532
RGMA,0.03977670270890946,0.041325630468037645,-0.18997543317884463,0.08710720400413426,-0.01916210574502799
WNT16,-0.028824929231481406,-0.03941686043107576,,0.0019867922153914185,
CX3CL1,0.03619222874762816,-0.005056338752855496,0.11736842971423189,0.11436396387985048,0.03351135152223489
FGF1,0.0572508719071829,0.09141167106308894,-0.05586344220116802,0.07747525492358587,-0.15630133889419012
ALOX5AP,-0.03744527641411307,-0.013701854529049842,-0.2191209544268252,0.02455457096003099,0.06827442040772884
IL1RN,-0.10501133086194861,-0.022063630332797995,-0.02433727602307007,0.002810013984254652,
PCSK9,,-0.031109710773072802,,,
FGF23,,,,,-0.055116405279306044
NPW,-0.03852561610221011,-0.01673343766892186,,0.03717782348123002,0.020114291541200608
CXCL9,0.02980039895501995,,,0.10414722241656138,
ANGPTL4,-0.10407059392565568,-0.029845264785248266,0.11750801576330278,0.08779130076282235,0.05263322135486112
UCN2,,0.06716289420696211,,,
OBP2A,,,,-0.0027129821565933625,
COL4A3,0.08544879576476995,-0.018270113423041908,,0.02956797778968626,
NRG3,0.01061410023011681,0.027611630768491397,0.020738927252938272,0.09370397888291182,0.16234137614156952
IL23A,-0.06927997189576642,,,-0.05496673383900136,
COLQ,0.02296694155537798,-0.03275934064510811,,0.03861752506339871,0.0032205128266380575
SCGB1A1,,-0.025345175723536506,,,
TNFSF12,-0.026091525765297427,0.007742881843066328,-0.10071311796555066,0.05727362350507039,0.1377535378637669
DKK2,0.059668032022160075,-0.051838129008312306,0.009730553348602232,-0.03156300761992467,
FYN,0.09737218269645126,0.0524311200922911,-0.09172010867455785,0.06439491295554528,0.03216090339033581
ACE,0.07297992453769774,-0.029608496825017927,,0.046460381031082826,0.03890937506623857
IL18,0.11424138142243093,-0.0020080304878422736,0.015098570072566812,0.08436250278814952,0.030026607152341234
PPBP,-0.0028973517811885442,,,,
CCL27,-0.029480921617804925,-0.056606062372971166,,0.0777957774577164,
SERPING1,-0.07409013182161693,0.03503295264120622,-0.21756880703604575,0.10311070281243306,0.03998696479623074
AZGP1,0.13352342992593186,0.03175295297830174,-0.1514005449601339,0.1254553469276256,0.05745868844248245
INHA,-0.04169977508821662,-0.02242115731402779,,0.09839781105791703,0.0789383604227824
SEMA3G,0.08086650101712094,0.034811813194988855,,0.0538486243475983,
OXT,,0.0047815944679883895,,,
COL6A1,-0.08123182095710237,-0.06437809477641895,-0.17699136029311427,-0.036648504580427795,0.07457642992092882
FGF17,-0.0345157353260897,-0.023500595488761097,,0.015635838519464627,0.029841419546521305
TNFSF8,-0.03016197568652136,0.08052973754020566,,0.04850848355820282,
FGF20,0.08230799360635169,-0.033445827966170655,,0.013641551269443226,
ICAM3,0.05348552885824018,0.04624348387375592,0.11586968322861696,0.11175683006629919,0.06334404056400941
LAMA4,-0.07046913463056387,-0.035805051903774705,-0.08172684915337725,0.023650597102386574,0.05978773009314814
DLL4,0.04393949297528857,-0.05055116042191077,0.023676538766464715,0.028081778876308715,0.033866378557008844
SEMA3A,0.02740168701367346,0.05184197847682884,0.11480196039746852,0.06971353525323049,-0.017317742475148497
RLN2,-0.0041181531489977346,0.08408911241018271,,0.03515767979211194,
C5,0.0793125297571537,-0.0752693668710351,0.04856101889588865,0.112036127757709,0.06357727650520162
COMP,,,,-0.06375237283286563,
EDN2,-0.03966804039712346,,,,
C1QA,0.009526843642004469,-0.007075543714393006,-0.11802103740792014,0.03057554011446599,-0.0803968384086416
UTS2B,-0.022032522385585895,,,0.0603320486055896,
COL9A3,0.09499757503134874,-0.12112928688952374,-0.13263508883642422,0.06868183534520471,0.036321324588670684
DLK1,-0.013135548711557553,,,,
HGF,-0.03484706424173044,0.0010393762143666222,0.005642377242457351,0.033468510019806004,0.05679952870825873
P4HB,-0.12823996417154757,-0.07670773962619573,0.02779120676284602,-0.03238721818100101,-0.035857707503046274
ADCYAP1,0.040738976375569655,0.008433340593727318,,-0.002377846645875136,-0.025189568718939747
GREM1,-0.007150967948803715,0.05827528295824,0.0102284770946301,0.1318875348971024,0.053803268087225825
EGF,-0.06147143074284623,-0.042851022192408376,,0.04267194073597236,0.009436045838813632
VEGFB,-0.017135920842094976,0.030725178477053534,0.05983144189137638,-0.003564843392972777,0.026543109788921146
FARP2,0.0239721501556866,-0.058506686185478315,-0.03753142302255283,0.1183990382570069,0.029604236781802747
IHH,,-0.018514336339856104,,,
LAMA2,0.04698860629146231,0.003015215118908784,-0.03142790004819166,0.008962210603224545,-0.020296561966561055
SERPINC1,,-0.052896432139761626,,,
NRG1,-0.06100873462981948,0.03833635018279436,,0.10199473608594513,
SPINK1,-0.04681091621543622,-0.06694137119127513,,-0.059953505940291286,
EFEMP2,-0.03995451125246781,-0.052808272740086454,-0.11431804596757222,0.10457631065930388,0.12874048390950377
SELPLG,0.045042885375362884,-0.009233272126896766,-0.09480267780927429,0.08445127044862803,0.016086050059919366
GDF6,,-0.0358439731167566,,,
HLA-E,-0.07383098469783675,0.0051768518018626185,0.00959598011660627,0.003508941848304283,-0.101850546195647
PTN,0.11683195847897257,-0.13721526813027984,-0.3468817006672785,0.05401430126885036,0.012639366643875296
CD274,-0.05701597389477085,0.009017274670662894,-0.08201584292616614,0.1082778933239747,
CD14,-0.10575692226711521,-0.03434742810744352,0.028797303733034983,0.045357065844923224,-0.005483786481419647
SFTPD,0.0007413258419628366,-0.0031787943150044205,-0.0144551844379206,0.01874879066474341,0.026006175495840913
SLIT1,0.1501874466100573,-0.017884513546947964,-0.06225715409743363,-0.0112163171887131,0.10484718722200358
CNTF,-0.01757105330439474,-0.02296501216430017,,,0.03300922223549228
BST1,-0.047849455921342744,-0.0058274147197676885,-0.014781973402011109,0.07951371927296069,-0.060765767293562124
AGTRAP,0.011328627627866033,0.0363913570167951,-0.055588660215128025,0.10041444115623635,0.06312141290761757
LAMC1,-0.04112927476028964,0.006740432143475974,-0.08111705568171784,0.004984627467796577,0.007181789279300191
COL6A3,0.011110018342714263,-0.02682587746640747,-0.045627028999567824,0.014660254671947426,0.12668750926222935
FN1,-0.001616239734405704,-0.03151621894289646,-0.09685982582043638,-0.04576190303275191,-0.0017623939346653999
MIF,-0.054547559677366714,0.017761580813145484,-0.21956965401087156,0.009946234884387676,0.15015444962706428
JAG1,-0.05043387406618527,-0.08527341873933525,0.06502465084134794,-0.03807577269050468,-0.09435262597596517
NID2,0.11405801661801612,0.007249294341923526,-0.03770672963885931,0.014566937173872113,-0.106115703387394
EFNB1,0.03338840922899618,0.023467941158366715,-0.1586387003532472,0.015129928526912516,-0.008819562644237729
COL4A2,0.07767033849976587,-0.07319718529942205,-0.07013512554875463,-0.023634609581869716,0.0009303134351924157
SPP1,-0.18351673176648486,-0.01655248969816139,-0.06077996146131536,0.004302051988226038,-0.05098979392091788
PODXL2,0.08818318954378739,-0.028164591832429527,-0.12052434772343229,0.08474074638323746,0.032513288284101466
FGF9,-0.006945417626437976,0.021448711458690872,,0.10273696588145297,0.09217709942646102
ITIH2,0.01672279496278246,-0.018399868901003816,-0.005619497039314157,0.03089087552052021,
ADAM10,0.0008102024125374311,-0.03788473476484056,0.06776679301142602,0.034942846283293645,-0.014104067889772394
CFH,-0.06355018920327496,0.020526225278213177,0.06313611726555707,0.004313277088543936,0.07488957667952434
COL4A5,-0.010515785722616793,0.04984461088158585,-0.08618712709029447,0.10428206242488852,0.11125144721207299
LTBP3,0.031593289661600375,-0.019455564143764315,-0.13859658100851655,0.057406284028068195,0.17379508995666335
GNB3,-0.0005386797944634778,-0.0796233660952393,,0.04922218677598548,
COL6A2,0.026882237423717228,-0.08352497074673473,-0.1440446658227336,0.008248033836811167,-0.006270686614385723
GDF9,-0.03776426470228527,-0.028140072413419915,,-0.054276464299101726,-0.009302299686179757
NCAM1,0.0012137149974031896,0.03318761811747712,0.04864480409052324,-0.062268991639023656,0.11176493951708338
APOC2,0.05143197858545499,0.028326466949381346,-0.09247444186932426,0.16307837018687757,0.051181180692973054
BST2,-0.008943852860287127,0.08166131981832098,-0.12716605319178187,0.11300246773541796,0.046325860797356525
COL5A1,-0.06215713046543626,-0.06901847076234528,-0.05929011362542836,0.0017083812334090208,-0.018192149965119368
CALM3,0.1273012674554482,0.011766656379757701,0.12038944222007615,0.05562593521524247,0.10313723380198458
THBS2,0.016771917749929404,-0.030210669564109293,-0.1099166604266953,0.09324679691744168,-0.03814188390130993
SERPINE2,-0.08033813568582342,-0.021892101569761676,-0.016550391356491247,0.01756016023684099,0.009767033716092482
EFNB2,0.0007842117863204453,0.0941133004518796,-0.05925323831916332,0.07230277252018016,-0.04456020557241244
PROK1,-0.03308209155125482,-0.05316248580023623,,,
MMP9,-0.04113019530562199,-0.0011061375527969288,,-0.010731836708596957,
NPPA,0.0756830346263512,-0.1026434759087472,-0.14464909946800045,-0.02337520188815873,
APOB,-0.024797079940451744,,,0.024100088175992337,
C4B,,-0.03593564037618464,-0.09277831175388865,0.050436708936118305,
NTNG2,0.014590201769678913,-0.01378030300807109,0.1376768581982549,0.058946566538696,0.08725500628145902
LAMA1,0.02428452425340508,0.0010744689057171166,,0.12087055088942995,0.01997181931538772
UCN,0.04306035590532054,0.03901867155573264,-0.04793122197129899,-0.0037495945353220976,0.0850929720211841
ARTN,0.08455357339886979,0.034985177784797414,,0.03436330626124994,
PDGFD,0.01796379005619454,0.005273414278192101,0.02429135437334757,0.05200904142768429,0.15775679045803023
EDN1,-0.006295587778459958,-0.07343711197507634,-0.00029717269952623734,0.07468366384381693,-0.009055460171223734
ARPC5,0.006872586970725236,-0.04897444590691619,-0.10917199048851824,0.010002545286135428,0.056587776551326366
GSTO1,-0.08938259172158201,0.013888504224400576,-0.1643149518004953,-0.0017522344430362968,0.017772683343518007
PROK2,,,,0.04516875273529312,
SYK,-0.011415932911380008,0.012681773734468679,-0.11488839359344491,0.11911749541782009,-0.0062842855730170935
CD40LG,,,,-0.04583914851413813,
ST6GAL1,0.08916956099044814,-0.07545863210269455,0.050509977872921656,0.10356404345967592,0.03250005037988732
WNT3,0.08000538978714783,0.00663512984150594,-0.10476360847402064,0.09126917432977535,0.08564835279858521
HSP90B1,-0.15521748517385373,-0.038299895700978595,-0.052104271282797335,-0.06509475860529484,-0.038085325643507466
ZP3,0.014449367928619486,0.010108429239582174,-0.07323410002973148,0.12318008153953616,0.07320742203979366
NRG2,0.03860617586176008,-0.031616349283808395,-0.01651996212408749,0.012286271918662665,0.0800371456288411
MELTF,0.003102448688927414,-0.013275142461147705,-0.004216750837791662,0.13516722000331358,-0.02313745091899932
NLGN1,0.057637054290885656,-0.013343991152130735,-0.1225111431042872,0.109233467793446,0.1676507206345444
SLIT3,0.008701728503130047,-0.04280126526034122,0.024932792472296607,0.04742777102120437,0.03300890758963635
CCL8,-0.042912652482796104,-0.022836193100751422,0.008980247274321604,-0.06136705133360617,-0.012029062429789168
S100A4,-0.0493622516805078,-0.07995471277161598,-0.14397794156310117,0.007949169487139671,0.003675143266110305
TNFSF13B,-0.0319655563417767,-0.008657235047009331,-0.2063857094209868,0.04426444466092772,0.05438034702278214
HSPG2,0.05479524150676335,-0.051750770198166936,0.01058858039019001,0.026039421493957743,-0.13896702978562997
FAM3C,0.01644592951583494,-0.0924575622708336,0.02772047745625435,0.06248485764735195,0.10221240030669936
FLT3LG,0.03826000734968711,0.02465690730981971,-0.11895230460286653,0.06455234459542149,
A2M,0.025159772078638395,-0.05105326893978548,-0.016116098091964254,0.12996901109925105,-0.08374588037880784
VCL,0.0042060541928764916,-0.04264054570927949,0.020348892483121783,0.026703934623138893,-0.012850727419055054
FGF2,-0.06374127276749332,0.006615489235164049,0.17336892175087634,0.02872935054112298,-0.04675324281516877
AGRP,-0.017732963175683077,0.014182956603260032,,,
CNTN3,0.03370125344262879,-0.02404286755527138,0.06716181596711361,,0.11137877980969792
RNASE2,-0.017294019054759042,-0.0344189691184782,-0.11717042606545312,0.09539759597924623,-0.007192382370624146
ADM2,,-0.03402427712823541,,0.006950897376693608,
GAL,-0.05330786726486008,0.04173107302758517,,0.023632268195266495,
CXCL6,0.017806364221954234,-0.07646396538774339,,-0.019634875194990846,
PDGFC,0.021533273065008154,-0.030232672738457693,-0.1037622949338506,0.06861579605877706,-0.015438581234234652
COL8A2,-0.06472335608358626,-0.06619176127882144,-0.12591631889475366,0.07629007932123295,0.11365103539060183
SPON2,0.02925662318143042,-0.03876426015127474,-0.08081691112253364,0.07346767181374998,
SEMA3D,0.012374389652252913,,-0.05228685954116355,,0.12185492781427656
BMP6,-0.02539593410252143,0.03689036757886256,,-0.010401283668135239,
TIMP2,0.0636574394567148,-0.031195899692014143,-0.07476863533581839,0.038428673228945116,0.038621295457671026
EFNA1,-0.09971805568166398,-0.04880985589941471,-0.09709992883883233,0.09759362114566265,-0.11109373635247434
S100A12,,,,0.0024450120395625467,-0.007867983836539269
TFPI,-0.010148280014642881,-0.06819970092869608,-0.07791820291524298,0.04544034323952705,0.110884868015166
GPC3,0.035803295843934366,-0.05782119799259134,,0.13632962208122967,
NMU,0.07710534678293594,0.0033748643245704924,,0.08479183145842295,
SCGB3A2,,-0.045011368595281265,,0.09923251227816798,
LAMB3,-0.04626274806879934,-0.08287259406348928,-0.04299120849051647,0.13208506874156883,0.06054887026308497
LGALS9,0.0645574878069998,0.026702641231511445,-0.23957333735948155,0.061486778178202375,-0.038681819856346514
VIM,-0.19543708758446046,-0.08042954248073476,-0.34755511975565134,0.10431421877047545,0.049472232428165744
PLAU,-0.07898541415510958,-0.07282468450640792,-0.19215771810005883,0.11557764354242286,-0.019619307667611573
TGFB3,-0.028531908261340767,0.03945487730470685,-0.05231156473020304,0.024384170903053972,-0.050675673627214805
APLN,-0.15455371002512308,-0.044497228898525865,-0.05226072309759846,-0.08165556731581136,-0.04484908809002443
SHANK2,0.025294054407826852,0.024845143512926507,0.04935208277695885,0.04362398279537676,0.051967731171984936
LTF,-0.14642938241646675,0.009675161716218645,-0.2144053173613071,0.044423072755712466,-0.020497915987330067
PYY,,,,-0.03251208723241173,
PENK,0.03532367616936812,0.07304609283620547,-0.019928149684915658,-0.032518633112340746,-0.06568233760702603
CTF1,0.04984555894777202,-0.0029131480636298136,-0.00557880646719043,0.07388822063518326,0.003709944737927756
COL3A1,0.012356587133402696,-0.04194860377078781,-0.032598271442398366,-0.0002422289560900002,0.11236726005119921
S100A10,-0.1893681164233672,-0.08719929599995103,-0.21406197282577732,-0.07619868327817685,-0.004896242650188828
FGF13,0.023710863980781347,0.008929983676905687,0.029540462334364095,0.03774269934360494,0.11075145292087625
SEMA4A,0.08398347577647647,0.056601841159914575,-0.0610452016243435,0.08818176075616223,-0.012803766282971966
EFNA4,-0.01372705166379071,-0.010368250987969136,-0.024638502685075492,0.0801999670666338,0.02351318754120827
HSPA8,0.062190459625733066,-0.060447933095886267,0.10907409276374251,-0.05211853365495558,0.09750313700065931
NPB,,-0.0033091091395545803,-0.05977256069525739,0.14730449214282693,-0.0783862310892291
ULBP1,-0.002846143176037044,-0.03075296645750802,,0.008788048764175504,
SEMA3E,0.08380632479428936,-0.00793958154048269,0.17301863959832392,-0.010673765786160559,0.0410412706910634
FGF3,,-0.057710528090715925,,,
ADAM9,-0.0357623500368954,-0.02650633974243848,-0.10362530381238719,0.1470206942441611,0.05144934200738046
ASIP,0.015200060551007727,0.039700158941438655,-0.10107942242045803,0.04377058581669126,
IBSP,-0.07873322187606058,-0.12647590496979116,,-0.0021894143855046926,
MMP12,,0.020621856752792607,,,
FAT4,0.03378825799671718,0.04379381632805863,-0.04484724265378581,0.07293067879255458,-0.03535636714386322
MDK,0.015058317836549834,-0.05908411169945721,-0.08026775630659351,0.10223870566939652,0.12860091318287087
BMP5,,-0.04357949799936705,,-0.01853997454432306,
CAMP,-0.04385682289064349,-0.02298167503398545,,-0.014622663985845386,
HSPA1A,-0.07278887504047908,0.033790093329042974,-0.07564894612035322,0.004987381451702788,0.08971686924841765
SEMA3F,-0.0028644634923454615,-0.07819385522046059,,0.07167074576120634,
ARF6,-0.020391117113102163,0.004090366664293737,-0.19958041270742435,-0.01452132817900104,-0.0333663753282562
IL6,-0.08661722826975111,0.0012300408508224019,0.03781542058326231,0.05330662187277524,
CALM1,0.09162517821901112,0.13209481579114876,0.13679698273724603,-0.024908734951383227,0.15478409392659337
VIP,-0.015204829698132182,,-0.011211698306678236,0.06140722059518319,0.02105654973157613
NMB,-0.018971812641139455,0.10160471508877338,-0.12358700460701456,0.05158156864794078,-0.04067571821890731
CCL26,-0.04828200179242223,-0.03671794725090716,,-0.005833618879345295,
FBLN1,0.07801973547966004,-0.05735714652021411,0.09552641066462612,0.051990406279757935,0.08554135077083155
SAA1,-0.09267609233712643,0.02286266492996647,,0.06824596969386473,
MICB,0.07078799418040356,0.0038885549071581422,,0.030660394837375076,0.1452969970940763
MMP13,,,,-0.01697612079744649,
F13A1,-0.14705721713207667,0.014182443646432473,,0.0464572598660685,-0.030230429878706357
CXCL11,-0.0042531031459330714,,,-0.006870783974905029,
COL5A2,-0.09331325418818937,0.0013269915357634948,-0.11318707064932891,0.01223535476209408,0.06573071925283386
EFNA5,-0.037721496092171444,0.014790589487744163,-0.10030721221758779,0.07492049589739147,0.11210063708562652
AREG,-0.057209985638489974,0.01569871968716516,0.05182535562899377,0.10189359095244387,
EDIL3,0.06115259667334623,0.08510386310276657,0.02199218885106947,0.05031522884232942,-0.012121323934017974
CD86,0.015853598299403783,-0.03204489497692862,-0.09543556705424522,0.031305774638964404,-0.008575833784227558
AHSG,-0.0391421734820587,,,,
HRAS,0.014339722484827259,0.016809257022604784,-0.059296911121838346,0.1506006783425881,0.07290450438904154
C1QTNF5,,0.044681293881470734,-0.11415440805510052,0.034795549957998544,
RLN1,,,,-0.030036838977553174,
COL4A1,0.09205325896153033,-0.07386298512259962,-0.13998353591383253,-0.031037069422773074,0.0361422806549844
CCL3,-0.13331414064431793,0.08671226376845045,-0.00018759810154186417,0.05312311919812215,-0.0817192766044301
BGN,0.08233657073939026,-0.019336244887976792,-0.04924688962915267,0.010720675645473562,0.00551314131179862
RETN,-0.007896576784028575,-0.0008764260613476097,,0.016367526139350993,
S100A9,-0.11262531777148922,-0.0025965696636822953,0.04500666078172106,0.020608780020828298,-0.081359780603431
HCRT,0.04033668988608261,0.05849104303185355,-0.01743707863124864,0.03921409378550441,0.018927012281283358
FADD,-0.012398811481802158,0.01609404914183667,-0.07801385898638434,0.08398944220436352,0.04394581540537098
ACTR2,-0.040990712779893426,-0.00906579989929528,-0.037980903160114675,0.006828803705479398,-0.038812593112563604
BMP2,0.03700405410306237,-0.022834653622924146,0.043788914607647965,0.08863394259207028,-0.06446156833741484
PDYN,0.03275474846783142,0.01545196456452886,-0.06710196249502437,,0.013839827857017671
CD55,0.03886262310829266,0.07535043199349725,0.14809572070947707,0.030383651593479655,-0.00951032971311414
OSTN,-0.033872685665611,,,,
PDX1,,0.06765883576638608,,,
CD6,0.027674526138840725,-0.01621416870015094,,0.016010732132458527,
IL16,-0.028125532472530378,-0.0009293299072401626,,0.06567576141872435,0.024488595537786487
LAMA5,0.001615126792725929,-0.12329837741239386,-0.22903837003999097,0.023202378937167326,0.015032621092183203
RGMB,-0.053560093503156186,-0.03954852378743638,-0.038835643704346216,0.06562211088007797,0.05507586442239056
INSL5,0.08223115954270423,,,-0.02178358833217684,
IL12A,-0.0025826749562138283,0.011745449314809848,0.004142808581477988,-0.06800474118756379,0.07825208847468579
S100A8,-0.10534387309011137,-0.01930404045060594,0.08424249443859659,0.10062582005303851,-0.12407529200751445
TAC3,0.002844565577089202,0.0481344060746089,0.0010367163589387147,0.06121194271655047,0.0040498414857729845
MFAP5,,-0.07676135521413388,-0.06459616437998453,0.06770310218463713,
CXCL16,-0.06402770896016524,-0.023194698397707984,-0.1656620397958053,0.046427694855614425,-0.017806214206931247
AGRN,0.15376433180739058,-0.13296759323389518,-0.09549270662523386,0.039958338476542704,0.09916083366972228
COL4A6,-0.026351164275999588,-0.0259207452644462,-0.19251285024404696,0.21363685821526873,
FST,0.05865939109125555,0.010777366020516679,-0.10359550688957282,0.12365745804966266,
MEGF10,0.09490053090563344,0.050465606204439586,-0.05752147824050216,0.026563503690174267,0.0012618696667358786
C1QB,0.0694220854685906,-0.04474503045332967,-0.1269812148707474,0.06568286980801123,-0.041967553956121555
HLA-B,-0.14386458084728987,-0.05677397856004803,-0.25525415369779875,0.015424273812780115,-0.05400002129908167
PDGFA,0.08648562537643728,-0.10042386651490619,-0.09328466344456932,0.023014696373521635,0.018445929745403582
LAMA3,0.050628381289872466,0.011799978237645026,,0.055022897998246535,
DKK1,-0.0467197014257969,-0.060902688896400645,,0.11892246852188916,0.05971032233047083
INHBA,-0.027434526796476292,0.023880232234456834,-0.025417296175974893,-0.0036783199611653957,-0.10550041382607266
LEP,,,,0.0026620583331539147,
IL7,0.004313677425036337,-0.02596557583805219,,0.03217849724909243,
FABP5,-0.05831324528776379,-0.13500273890158246,-0.12615841976749131,0.09759673213723788,0.020036898899569538
CCL4,-0.05534711941875912,0.01080718474803522,0.01686326666630465,0.029958127709545524,-0.10162866155743244
FBN1,0.003936758627456935,-0.03858605899097695,-0.0952043509049055,0.06422014702321452,0.05368809870154715
TCTN1,-0.011835327633305286,-0.016906115612161685,-0.1288502368662241,0.07244630057582466,0.02413316542171522
NCR3LG1,,-0.027063888905023585,,,
BMP7,0.07748484183087272,0.0010474991811557986,-0.0569237792059739,-0.004295227813252403,0.061703358322619785
NLGN2,0.03141334736031729,-0.08645901735413845,0.0024907799254778006,0.0525950417193612,0.021698941071185023
CCL25,,-0.05811013353794052,,-0.03289980549990657,
NPNT,0.07775309172572577,0.07266047319871877,-0.09734414251905668,-0.01577357422359282,0.030171243990954482
KITLG,0.09476704934120227,0.004883879732678239,0.03432888211651296,0.11585350483101385,0.0883166540962698
MADCAM1,-0.025089358222542837,-0.05052419070455228,,-0.02904891313783238,
F12,0.014915418710201333,0.002437845912153247,-0.0345712044419421,0.04520185079422793,0.031453783306989
S100B,0.17920912707548625,0.03533927032809991,-0.12903601382395075,0.050234336569521656,-0.041867998575187824
IL27,0.002684191342160451,-0.007728268262486797,,0.13389443743502338,
CD99,-0.12895858720592884,0.03479999575473002,-0.31691411355604404,0.12293411284901766,-0.0703974405555067
PDGFB,0.010035330698355558,-0.0020106942252344044,-0.03958653926756473,0.04915805759610153,-0.06531029496476418
CLEC2D,0.018213702131836134,-0.06026843880198916,-0.03350648185591902,0.06851530247233237,-0.027552596504325844
F8,0.0052256190743667046,-0.014522335407994637,-0.11508470179924495,0.14321822768127573,0.08692991558663006
C3,0.02430249270541746,0.03446396697008641,-0.21399673348267564,0.12695256530442,-0.09910953553149758
DLK2,-0.005676887309538431,0.0758882603177875,0.09742088918649357,-0.013922227669684019,0.054376983115849056
TSLP,-0.01877877492289607,-0.00930061598961257,,0.1035518251357533,0.03242331820324762
OSM,-0.06677819126503783,0.06144931344922673,-0.11201691950543356,0.12056059445996929,-0.011673238669054849
PRND,,,,-0.004407750941442857,
SLPI,-0.06408897385447068,-0.03685545111086934,,0.10153410822865931,
AFDN,0.012441846249976315,0.047651561955904524,-0.08960922451365874,0.010934788302684616,-0.027015806765460934
KISS1,,0.00815078662449318,,,
ULBP2,-0.010322493029577351,-0.014271347221813432,,0.07141855243767338,
ICAM4,-0.028824940039253785,,,0.026768162852693553,
ANGPTL1,-0.004544707890481247,0.01910980760303247,,0.01795798297274892,0.09728370366912736
LTBP1,0.08642588719827696,0.032167526357168526,-0.23167683246007742,0.03050437846653496,0.1736188592788985
NTN4,-0.0171687358386416,-0.0340613009825652,-0.035346382298256034,0.0494984325825444,-0.007234260403968086
APP,-0.05721123322097435,0.019281432430481242,0.006048936663516472,-0.036275744404122054,-0.05161330876315855
RIMS2,0.028201914947048743,0.021752819417783727,0.1091631230991502,0.001517544742837812,0.16295727742107688
WNT7A,0.0108028208107098,0.03746658448601881,-0.12035970160115127,-0.005067052591148662,0.023105783750530677
GAST,,,,0.011095028596104384,
GPI,-0.10931612827586128,0.027604023625215277,0.011739133347456345,-0.061869710343883735,0.0008809312319984554
IL1B,-0.06371519757052839,-0.011132297562097281,0.2174815056775645,-0.017945556820294552,-0.07933077853800403
SFTPA2,,0.025474726679843174,,,
HAS2,-0.0222960133735494,-0.10117484792687141,-0.030326892565485746,0.0718041107257539,
IL11,-0.029722663953856948,-0.023850966557956797,-0.05058840865062754,-0.00744856217384238,
SEMA4B,-0.002749865561539499,-0.006412471875671278,-0.012893019089453043,0.05570197991209638,-0.015726402365600092
FGF12,0.14419779323102286,0.021092213174471436,0.15307460122459188,0.07856734097229001,0.08614143624147746
CP,-0.08436173578671036,0.05973681473026721,-0.09572611284916017,0.09176366174700787,-0.03009759985822083
NLGN3,0.14677289894742696,-0.08089365341471619,-0.15456986874546935,0.056949912967830044,0.032724729022628754
GZMB,0.014838281177739396,0.04833290232365554,,0.03506935411676057,
PROC,-0.03227327436958428,0.026413966259130783,-0.10039432741465044,-0.03603749009346533,
TNFSF11,,,,0.0915218122264876,
AGT,0.10413970170086895,0.12154371869490957,-0.13951129820086736,0.006262368877904215,-0.08414550720692217
PTHLH,-0.00831506995212308,-0.019052310736774436,-0.050108921865193466,0.059160490191376355,0.06915401423339824
COL1A1,0.035457165988506005,-0.042024191187462596,-0.02108627523768525,0.002272988374315242,-0.07168540471797134
LAMB2,0.04302776767122293,-0.03637248075837161,-0.06424210499143333,0.036403334123378664,0.0011663815392764258
DSC2,0.027608093948377044,0.04344448144948245,0.04297868195074195,0.06239137389004068,0.044823429098367944
WNT5B,0.05948471813872411,-0.011456147479621922,,-0.03220062212227425,-0.01905791713575648
LEFTY1,-0.0155830120726486,0.0411100120368361,-0.10010746599693503,0.046875246744032366,
FGL1,0.0020192193363486786,0.019055126514375915,,,-0.06266435357010024
CXCL5,-0.018921398135517256,-0.015698218477559946,,0.12544732439387474,0.13484823985090694
S100A1,0.013292114940599958,0.0996393125608809,-0.01966820334921311,0.029355159328465285,0.009311187160698606
C4BPA,,,,-0.029453926767403327,
NPTX1,0.049876126644461116,0.08628892230730943,0.10733671514275556,,0.19705128122172103
TGS1,0.1193156031331427,-0.06338643758596788,0.002306882870753554,0.08136000163764874,0.08822087860486776
SST,0.030748089411939256,0.04052473275684581,0.022785285673142294,,0.0949377305653666
IL34,0.10167546440305751,0.022786573490639794,0.013037144865120991,0.053568114175431496,0.08096206408467571
DHH,,0.0642901417412315,,0.05998059708022435,
