,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.23326969624571756,,,,,,,,0.0015453356675439842,,,-0.013439359113614043,
BMP1,0.07894740147025626,0.022401569863461007,-0.04733338797721845,-0.04448268478727595,-0.07421346172580794,0.016057389067148,0.08361374478107066,0.0025171192287016695,0.07094847035099805,0.04389740417891575,0.051750808771689694,-0.03740219405692826,0.01908344840437592,-0.005624665498966128,-0.001115786296539509,-0.03199616869430588,0.12770946013580187,0.08952356031638911,0.04041533388674426
NDP,0.06361557234418103,-0.08264614996327553,-0.016621255211793643,0.029231917222897183,-0.02311120946080043,-0.009716855783004508,0.04412330131541281,0.014003931223580339,0.05533957597659192,0.009578449084292336,0.10319536137288628,-0.071094594161574,-0.01947896422820941,-0.03444743146211117,-0.02136192925989961,-0.02669228417040539,-0.035067092794075605,0.0918758951219747,-0.04225494723854967
TNFSF18,-0.005441717692679284,-0.05763535121319479,0.0763080814663212,0.03084761556757159,,,0.04263878462530312,-0.021438990725323587,,,-0.028076701024365658,,,,-0.05851332707433834,,-0.04072952092154368,0.049375898649826576,0.03661563453084854
IL36G,,,,,,,,,,0.036952267664546075,,,,,,,,,
RTN4,0.017670828636183453,0.10970387165957185,0.01879312878601421,0.03704005857441884,-0.016425133010613182,-0.05718387265831593,-0.04811872434160453,0.04882610186867189,-0.02258459972733213,-0.015339543304945764,-0.0007802296339689214,-0.114054415232114,0.03596116888942801,-0.047947061279056326,-0.05757189200630715,0.030991318240626068,0.005548118121505674,0.061471038256815026,-0.08959771731477714
HEBP1,0.01904791608299388,0.06207646427937213,0.012915638998676118,0.05466123733913751,-0.004480619268785492,0.00377638200900474,0.042589539542562456,0.032398673409601834,0.060651153826714765,0.014724966729263851,0.03352637312673851,0.0515778615408986,0.0002830214035381621,-0.057974242892679315,-0.011185601734206711,0.0037423683879158095,0.0574898102512706,0.012467152909261404,-0.06653310015398779
WNT7B,0.0002289314655935585,-0.02104813817126061,0.05623392732696293,-0.0007975622937892163,0.03324411971455959,-0.022774527315781105,-0.04347468674118885,0.0133617479817303,,-0.014896075172232534,-0.030909707389915487,0.011866069236692742,0.006442797124107234,-0.026692089639906293,0.013971209635885082,-0.021231689182941275,0.05444890575042355,0.06181710109302987,0.011866969894191134
PTMA,0.012869370595015433,-0.004264592814450846,-0.0032684390869192666,0.03671043152753656,0.07537653578956426,0.02271196701441014,-0.03193615256917136,0.06464861725229552,0.07904588502642182,0.019585257764153347,0.059095918445378884,0.047480196128276565,-0.029957798229315213,0.0023920560709475925,0.0438733592553575,0.020642424000656683,-0.002472111735790004,-0.038286685769704634,-0.03766693356514228
FASLG,-0.02138903176457294,,,,,,,,,,,,,,,,,-0.02825798458501843,
CEACAM1,0.04727482422426993,,-0.02198276984868684,0.04629880062083015,0.0238092316708467,-0.02071939479370316,-0.02518119681869282,0.0508892066792727,,,,-0.05416863092807298,-0.03215624445620495,0.033871916340394256,-0.006905927672962181,-0.026399991680239692,,-0.011777765489041678,
PDAP1,-0.032387119838478105,-0.03729596310224407,0.045235353991578395,0.037881161154878655,0.07777063212104954,0.007758265701626413,0.04367374916194072,-0.02751528543422739,-0.02342429431759012,-0.020386679098145132,-0.013073293484072625,-0.06537411380708427,0.08782446789448387,-0.028986870161469988,-0.014620085943600158,0.03152224860306798,0.022120543547655563,-0.04153169294074127,0.10424377678637753
QDPR,0.0778511497927785,-0.015670769042988166,0.043498232676646605,-0.03964090292779428,0.055599885451169825,-0.09520280944284598,0.002601102092276602,0.006247542445274933,0.09505332402446412,0.03836817418702493,0.03413240353862313,-0.0351211381598602,0.004843763842865243,-0.03103817433786815,0.04172207878958015,-0.009385337952436108,-0.03130651748544713,0.07562206079966687,-0.09027098842499023
POMC,-0.021591450673871873,-0.011807386552387304,0.0026093376243363285,0.012545009159187527,0.044457718177274806,-0.0033749674788294665,-0.04674725039518274,0.008876900390910707,0.052825473110955326,-0.02903699222111823,0.12871040279638027,-0.010690331319519544,0.05959874179141171,-0.016301854988143356,-0.023004170722701316,-0.017123201734486317,,0.11011765507442811,0.026548521630693208
CCL18,,0.14295152048852697,-0.027432419750537562,,,,,,0.04436290257347588,,,-0.04644676909176941,-0.0051091652364712685,0.01532171648108541,,0.06929659013546817,,,
CCL17,,,,,0.045095221742387906,,,0.005220996967319753,,0.1219658911225194,,,0.11430544605717666,0.025817517821342558,-0.035470132518666944,,,-0.016901644631261297,
VEGFD,,-0.012647865544278237,-0.027432428461615692,0.019389739819775008,0.04128248550268528,0.05400283448133898,-0.031089523437139104,-0.01807621622604889,-0.025497244796473736,0.08730210814105623,,0.03677278212210762,,0.05692681341983397,-0.006202304564275255,,,,
TNFSF13,,,-0.020701390818600843,,0.06767258442968206,,,,,,,,-0.0052420134134114685,-0.015076723510759357,-0.052598577060513685,0.09627236848169374,,0.05027316211391298,-0.03843945198776714
WNT5A,-0.020031529018345207,2.2349885124011502e-05,0.0037561815228987247,-0.00477941101347206,0.008860975805421684,-0.0988391013878487,0.03402851600270299,-0.0058702675482686225,-0.02200469017234723,-0.02807941177412374,0.03248942241748801,-0.021058491981495724,-0.03345983526108131,-0.009058183093600064,-0.014166715502267453,-0.0007725072402618176,0.05750032809014869,0.07780062462215824,0.031609334438122985
CXCL8,,0.19359826199465244,-0.06040693310302757,-0.02630286619005584,0.16083091876860553,0.11903071936068632,-0.048894539398445444,0.011513093784148828,0.03720420985221976,-0.03989464611728154,,0.040490015319840464,-0.0037862074041696376,0.10284080791457621,0.07647858742634518,0.04257461435505993,-0.07766299551403073,-0.05817130772790015,-0.05858649775308513
GRN,0.031298657741012106,0.041474331941334784,-0.008405495954820649,0.06365924834340145,-0.04527731524169034,0.07008199880992981,0.05647133682735536,0.02865217371002039,0.027246029373048,0.05492570867410236,0.05939165569540814,-0.06944456999833351,0.07036721721924595,-0.02194093421038404,-0.014798843716582523,-0.025512184196781234,0.031894439580045925,0.08927546235710776,-0.05296179020188921
MIA,-0.011087201937758967,-0.0654250513028394,0.0705367619996472,0.053755747578867176,0.09098470413193534,0.09412055853349474,0.04932202335331807,-0.009566615159915245,,0.05548806792981132,0.2392544894821192,-0.010119978434841338,-0.037429947911884996,-0.06750280940436837,-0.05976502707251046,-0.01971848050469065,,0.06084120258697961,0.08908624758636055
COL4A4,-0.024771105023013523,-0.04659139356636197,-0.03294611323840418,0.007571877265687676,0.016231483319123736,-0.04536872114057836,-0.018287469983542085,0.012965691359814683,,-0.017627932102999667,,,0.035192381103736604,-0.044253530792034985,0.045153282501058,-0.01698435774176505,,-0.0438485205008249,-0.061261325987747146
TAC1,-0.021389020127680833,-0.06952134912615722,-0.01868661757015933,0.010413842464934738,-0.029000717712167917,-0.05979060985595357,-0.07303631113295879,0.056627509134512165,-0.056649393671651095,-0.031240384899888445,,,,,,-0.013091582306273667,-0.06249964013815796,0.016975508184812357,-0.06636772641081524
RARRES2,-0.09107598988932386,0.013748066654627404,-0.005029923477207601,-0.029998201907815363,-0.04268589287329597,0.09766569713897895,0.07472412554943242,0.05296082868893897,0.03752855308266707,-0.025293181825110676,-0.03269428849951042,-0.05507522708721356,0.00239038382780433,0.09718256703093903,0.030514510869841617,0.013355553747670987,-0.04879309086982912,0.07419664019853867,0.06655124367262383
FGF7,0.024920053506662525,0.04434180970672735,,-0.010578652650318607,0.03561991403799801,0.06341981704893168,0.05896560982492967,0.025699411928865205,-0.03790836354390031,-0.03876360038570511,-0.046211725917346985,-0.08402421420212364,0.0028710524284324456,0.06082412967898627,-0.011298327682619583,0.007966078691876788,-0.0238775645354508,0.11036387642081343,0.02405377313296425
EFNA2,,,,,,,,,,,,,,0.054191817055895174,,,,,
HBEGF,0.035675485441449176,0.10817456170954551,-0.012782935036329074,-0.03327626719332953,0.07442642565305813,0.07081390229149084,0.04470606067978006,-0.030915725213487157,0.15281213373248922,-0.010006413076033421,0.017978267366133224,0.035192370148302295,0.0015514553187312152,-0.04994666949391494,0.00695563074964718,-0.009193272749355615,-0.011331171434265442,0.07023437733381084,0.13916100287156133
CSF3,,0.0763294293511512,,,0.1394405938457448,0.16297714421865614,3.523332382475265e-05,,,,,,0.02065760253045467,0.03823418971833514,,-0.02767571910059762,-0.03660654299220155,0.01921187936384251,0.024829869338544364
PI3,,0.14166688137248587,0.03250395365024253,,0.18883937271358847,0.1648278470464805,-0.003937996832015653,,,,,0.06319006296506982,0.07421207250549346,0.06597110445227117,0.020231494318331582,0.10706568124443758,,-0.0772853576341547,-0.018185984860378524
PCSK1N,-0.051332395828484,-0.07530227374329503,0.0012734320126456763,0.013499782036017496,-0.14846779959569578,-0.102652182231858,0.02140560342705791,-0.11317949150287893,-0.09804735094408501,-0.07311794147848466,-0.009485924441456553,-0.009382818578680523,-0.03824414949733285,-0.06723810961256386,0.054222373763471825,0.034344134073397266,-0.000295232873380005,0.0811915617792015,-0.10953723877755862
NTS,,,,,,0.012783271067305207,-0.023780762821537422,-0.03189069465078055,-0.02295571072275509,,,,0.02688022383076319,-0.03777488305773511,,-0.00992782636309826,,-0.015169026644440536,
SFRP1,-0.0016525177306297948,-0.038433917959628854,-0.011979282515636056,-0.01868259148935981,-0.03526530309068918,-0.022614774217559048,0.006838909406684754,0.026779249628053402,0.010724425034502673,-0.013482854523093377,0.02098213045450359,-0.07182242696928333,0.04231841582027903,-0.00010300044185896468,0.06513867409740916,0.05610803035338465,0.1376418258822694,0.01371203796767427,0.013900581438045236
CXCL13,,,,-0.032643545692071424,,-0.022411530053460527,,,,,,,0.021936252563972056,0.03129746161206403,,-0.04897335875210137,,,0.04576106031125596
MICA,0.04260797512926994,0.15750141008413746,0.004552353060070166,-0.029319243528105502,0.11252058599366106,0.004483916880241144,0.014312319170637555,0.009879808750061128,0.09762051500514238,0.06232348486157112,0.12611051264058123,-0.013529763565967691,-0.01998796387255223,-0.025984126770614697,-0.04597642219103887,0.03313170679276638,0.07792330388795096,0.07515132156863348,0.11860927821428244
TG,-0.02477109944074963,0.015631379543296266,0.038607534392772695,0.02247403382981835,0.03472567596701498,0.015815471862559622,-0.02335105303405564,0.017192872399240514,,0.052823868544572876,0.10844370577954368,0.031463425599519756,0.03174723060143036,0.0517167908996974,,0.019104027629020155,,0.05419313805277404,0.009337504796411976
ADA,0.031814179491139065,-0.021314282618583223,0.047441864358588395,-0.022014980126315038,-0.0005259599874172223,-0.03198366658223288,0.10511560379698451,-0.03835433655175656,0.0843165125995462,-0.0018081459737874423,0.0017597593132427389,0.03507367387385906,0.06660145532697866,0.015447503327897872,-0.01969892433432975,-0.02945079783011699,-0.005776418153166541,0.09789039053671693,0.053057809032702526
LAMC3,0.04291914081984642,0.03357788949678126,0.04576639919114054,0.025981146865711787,-0.04652143470961429,0.00945609212741006,0.10802928679417234,-0.024719684459011727,0.07651430688188962,0.07042743381443267,0.05183759086905335,-0.03834095118764877,0.027879155704587655,-0.017094824541178704,-0.00920337536381182,-0.021350529958062376,0.0112956478213582,0.062047930065376275,-0.03115223068904306
CCL7,,,0.022280924313999917,,0.1450243738943403,0.17060133413123038,,,,,,,0.004364857610366025,,,,,-0.010089700258494745,0.0005430973156061197
NGF,,-0.02511278062706324,-0.006847898778693681,,0.03392922637919052,0.02704100524422429,,,-0.022955725837567515,,,,-0.03948888040830395,-0.030589191454433177,,-0.027253147867297565,,-0.014041782915295235,0.04304757167227108
TNFSF15,,-0.052203399177891165,,,0.039449403334597635,-0.0219998123852416,,,,,-0.010132077862687204,,-0.006579069412430181,,,0.1044625914150995,,-0.017503728823351203,0.05394714392138472
HMGB1,0.03286770077114371,-0.05004103604914894,0.003899884114378087,0.04735883882424676,-0.0739423024243702,-0.03298925353458773,0.07048713558317436,-0.012079073110820678,-0.0008895433641717593,0.0037841599034799042,-0.011148677074420498,-0.04564039348642386,0.0420014160316131,7.101431106694166e-05,0.037795906805774895,-0.06425966414352247,0.09867469352589829,-0.08872239892244252,0.045780477972277904
ITGB3BP,-0.013603473850391507,0.08870233741475883,-0.007635767193666469,0.010212003420873634,0.06981282344707347,0.030909154900366307,0.06531193835390084,0.006182781407757655,0.1184022089606148,-0.018240710164776627,0.04854130286268783,0.04024740337274939,0.047759593098764576,0.03861811703217408,-0.013017074695890536,-0.002323067206564959,-0.0990146876086152,0.09754376336978075,0.025581394331530016
AANAT,,-0.007231877414680297,-0.02531633237194935,,-0.027878672546201393,-0.0198231466745014,-0.017452231298144525,-0.000965890517317445,-0.021581758298601338,0.003295182385960039,,0.011092924973989074,0.07389237126210038,-0.0035352994885565724,-0.04739980029312909,,,0.01525295943762189,-0.013630809529569939
RELN,-0.020535898171542923,-0.026617242173470983,0.018407397939589842,-0.01421517566436339,0.008336429835324715,-0.022485142210515854,-0.051210322441654375,0.030650712863308584,-0.06059151618880117,-0.018386195152929934,,,,,-0.03264876554731943,0.0689680405042242,-0.006392276287421516,,0.012552022339153384
IL15,-0.05723845599481252,0.10650215006074967,-0.014478307773003877,-0.033976147671762595,0.005431255891048146,-0.0074683233988434485,0.052985752944794254,0.01033552848806416,0.031410402295916996,-0.015402905807497957,-0.0027954809451219524,0.140569401157255,0.0012223873291972531,0.004299059960229524,0.018832989366063126,-0.015464079204775338,-0.03871698237801405,0.06904247782401982,0.07433153834643252
UTS2,,,,,,,0.07235809283951448,,,,0.06343475702375896,0.0029539927677304325,-0.02554372434283676,,,,,,
BSG,-0.03614326647122268,-0.09328565223514121,0.005838365635871097,-0.05965564634476496,-0.035174653586662226,-0.013513176746078069,-0.029286861002098166,-0.02389351799892462,0.0276007415890556,-0.004554007885001586,0.033913131282005786,-0.082164395842257,0.028102841009356585,0.02277492705065762,0.004553972402116595,0.009693331021946874,-0.021740196583949538,0.06680844611792874,0.059216027303277914
