,UKF243,UKF259,UKF269,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
IGFL3,,,-0.012843347955263299,,,,,,,
BMP1,-0.0723644325582534,0.05195602304627343,0.08425840342333549,0.020699996800222623,0.11510039400549303,-0.04740729238402304,-0.04372652331429066,0.04369012614344489,0.028312496621637616,0.12331751474806975
NDP,-0.07496972340292521,0.02880810973039878,-0.008775810446013303,-0.023440283878254146,-0.053580941877407404,-0.0986392420608955,-0.01316514847554599,0.030856041910001582,-0.012500890243653707,0.004691180543835773
TNFSF18,-0.021544812323766923,,0.06126434604113044,,,0.04763835885803214,,,,0.00764402217427357
RTN4,-0.017027832703115826,-0.06766230755354118,-0.05849051181228146,-0.07854131565607375,0.010623606134333967,-0.03701555323009522,0.07105256784158291,-0.08718187231618288,0.0074006292801097225,-0.09333801038349565
HEBP1,0.0115614674346357,0.035216313271789944,0.0009017580192777144,0.016825025698013536,-0.0669745400843171,0.07224710665457044,0.015762911274350176,0.0397037652393169,0.010179469287767659,0.040181894918888524
WNT7B,-0.03794444016978393,-0.01144018807966745,-0.05315822052310464,0.008170917827078987,-0.022187284705173463,,0.022936807707756652,0.055332061720598257,-0.02415945385308427,0.019416392819316102
PTMA,0.054933920540441064,0.019774222755257063,-0.06140809376336869,0.09898939682338725,-0.12430433924143988,0.04335048583703566,0.06951954948070792,-0.047058793020501415,0.015514734234071879,0.019920117633407522
CEACAM1,,0.03568161554178643,-0.025097647508625837,,0.16532692934765492,-0.0292228406303331,0.11677965122270582,-0.019381576928483708,0.05401384616918374,
PDAP1,0.024399144654429834,-0.015486920877561318,0.04095909333923565,0.1070893715885028,-0.016488255229507857,-0.029737883366216973,-0.015301682213192887,-0.047133732984168,-0.019941523974169862,0.006906820100238101
QDPR,-0.03708315315651385,-0.005180326208530654,-0.05246828959411818,0.04093084068782914,0.04013012948175348,-0.05490464002845998,0.005245356481141451,0.07236646115693826,-0.0113356361832363,-0.03730131918151133
POMC,-0.0103322245253754,-0.025842660529877427,0.0035294938750296415,0.02936646148089489,-0.0141135216823702,-0.07644882576894833,0.0055173776419121055,0.008099094321348014,-0.02623112229089722,-0.0011755661296720115
CCL18,0.04875405653278854,,,0.11763311904086296,0.02343188160316021,,-0.029891070042911493,0.06741388053178915,-0.05522039664715876,
CCL17,,-0.016084700454317594,,,,,-0.01563223904808856,0.03352540920457021,,
VEGFD,-0.03255437707529872,-0.01792013253508484,-0.0038765306883962423,0.0865474407461516,-0.051784211904419244,-0.039727811452640045,,-0.019381576928483708,,
TNFSF13,,-0.011094866387162282,,,,,0.13027070373123442,-0.030411698011703577,-0.018006208834568545,-0.031067167442756692
WNT5A,-0.04341539541452714,0.03326048640699035,0.014321182427810079,0.08469663137954926,0.08531141583985952,-0.07893677190488532,0.06520846250374371,-0.033050549544553616,0.002039557635459867,0.04588659988240809
CXCL8,0.09566033413601205,0.010223087821535944,-0.01303519172913944,0.01974076681117624,0.10907039578734386,0.01851555783309881,-0.033113641997605595,-0.025198445531053198,-0.008790489557968125,0.0268155957246477
GRN,-0.03567273734867314,-0.013642243904466913,0.049774890602048615,0.027717284908487946,0.123134838231703,0.08144916985029184,-0.04328593763009037,-0.02827695248746669,-0.008186509426087826,0.07156874889570283
MIA,0.02914586883454864,0.02914343120870269,0.011723640288377336,0.08374930424863818,0.08536456463443044,0.006091514254766016,-0.02621448476295936,0.10691594053297174,-0.03933613875772916,0.03396612485770675
COL4A4,0.03559335438581053,-0.014696305926707648,-0.012656166110263479,,,-0.03110765877612989,-0.019426602029398592,0.07717200045991864,0.02967984953544348,-0.034722263740896195
TAC1,-0.04104395167891108,-0.06340905264038053,-0.024177672050087296,,,,,,0.07149861658914738,-0.054938133825963416
RARRES2,-0.09673325786289157,0.004607536570297599,0.01612699428019786,-0.01239865733086603,0.1252889295298583,-0.016136215926822642,0.012663936509968705,-0.016955094245534926,-0.045815317231108287,-0.011926508661521212
FGF7,-0.009544294248510055,-0.028511623939701858,0.06632735012688197,0.09394848599573613,0.006262377308990722,0.044597621015375455,-0.04390632126183454,0.05848897606440618,0.06083550779585165,0.02613519627770937
EFNA2,,,,,,,,-0.018420891795755158,,
HBEGF,0.14097825692006757,0.04788207070932349,0.0617912319781702,0.07370963783783252,-0.0018586651010537867,-0.01031200670647681,-0.06393188097259041,-0.006483783844548297,-0.03344594688399856,0.03893569532149501
CSF3,0.03957942261214576,0.02629133131227811,-0.01338998014371082,0.04320000441146734,,,-0.07264384313215459,-0.016356363978998423,0.010244777671379442,0.018100950774872632
PI3,0.06865991549793955,0.0015958423232063684,-0.015077294370427074,,0.16870391926823783,,0.01833341917525445,-0.07195241624163771,-0.08608467189225828,-0.015620696582028571
PCSK1N,-0.11425791471085596,0.006191513439162869,-0.011537723452500698,0.006656669461050702,0.04723069609896545,-0.056438444516519935,0.04867071037915334,-0.018855839002013045,-0.0162704848971248,-0.04357236780660914
NTS,,,-0.016457896295606678,,,,0.053418333829062734,-0.022442361041630533,0.038805897533233824,
SFRP1,0.010222019034778863,-0.014034522877816598,0.04166192599804264,0.08284921807497352,0.08091719968876235,-0.04349922991369221,0.052143263599522635,-0.01897919242081388,0.02500969612788353,0.011161549632090942
CXCL13,,,,0.050021130079146665,,,-0.03511321396008166,0.02534104695594894,-0.03749875891785553,0.039535086790053665
MICA,0.0239762691256843,-0.02537141091721757,0.07351301214641941,0.019715704898641412,-0.030109856131490826,0.1417247668048567,-0.020479451101613894,0.057328529464920466,-0.002726226425052554,0.03571712829209324
TG,0.04207882589053503,-0.015145473734179902,-0.016160508059045255,0.05464254111584696,-0.022017205030051418,0.12555858790031962,-0.020771337411156807,-0.027640220941470048,-0.01891975333818829,-0.03264778781791237
ADA,-0.02227691846804133,0.020814686291843267,0.01697699837226148,0.0711301314515174,-0.014471237533212953,-0.011995702568622419,-0.07639727188177803,2.7638936553671437e-05,0.009296034970891605,-0.004879400782186044
LAMC3,-0.029378477439011612,0.044844813305952545,0.09098353030246666,0.06582092824730947,-0.001825072556897058,0.012470346195357368,-0.01143307875249778,0.009163778497886202,0.04363201877137992,0.03790579876913593
CCL7,,-0.01095015331144483,,,,,0.05440905043750898,,,-0.04415700454472497
NGF,0.07371880557893884,0.04792240516619113,,0.0868833508564764,,0.002900132234578205,-0.027058761528444077,-0.01817328401897928,0.019588775598063008,0.11007903706614929
TNFSF15,-0.02335774650258466,-0.012193531277431783,,-0.01739948013814289,,0.04152261062037556,0.05100259766413372,,-0.014275361661517046,0.02368630635500834
HMGB1,-0.09439055941867641,0.018454000759885212,0.06708102126695524,0.09847366387325204,-0.12186711424837492,0.06214376894807979,0.05025502327290235,-0.04280295648708171,0.048306802012766076,0.010934781465191426
ITGB3BP,0.011868805844915209,-0.01871217841829167,0.11799100712287595,0.06918202608797154,-0.045798725685079436,0.053492823816133475,-0.04117783036069803,-0.013373423607678098,0.018031879694250266,-0.01819580596093427
AANAT,0.035142240326848304,-0.011094867571296255,-0.012078124448206178,,0.008774972002030588,,-0.020553951828727195,-0.024789531138964357,,-0.022301417017546232
RELN,-0.015108305841061076,0.010903292188015869,-0.012708570534398222,,,-0.042328850145808374,,,-0.017243089832936796,-0.04590347350418523
IL15,-0.03320263346568355,0.039531602935570426,-0.01909713634910771,0.027066607915198486,0.05654935301757405,-0.045379560165167546,-0.037655681880246775,0.03783234805723728,-0.012129516096820184,0.004547325348144468
UTS2,,,-0.01018662859287938,,-0.02955710331155071,,-0.017503194276325594,,,
BSG,-0.050899962151732266,-0.009666513654629907,0.012877162938992937,-0.007326623457471251,0.17916751871258005,0.07275217207298619,-0.006626708737731913,0.05868749485997832,-0.0227120806358522,0.07457549071079857
ADAMTS3,-0.05019881625159647,-0.00856265229967573,0.04295459465486031,0.09494938468253274,0.014683549716694767,,0.026977728893781344,0.015591736201496948,0.016375695182842973,0.00921307036423272
CD34,-0.0744780764279376,-0.01976734828600556,0.05778319781178496,0.09964390790465312,0.03671033493395288,0.008088881324599857,-0.023349364835396097,0.0962596924285548,0.07175059721006505,0.0036572287880620997
CCL23,,,0.04133475683430121,,,,,,,
PLAT,-0.027610417187097298,-0.0009651800980176854,0.01578473961394025,0.012017998649815478,-0.05791291025478591,-0.05774846894358285,-0.00208023153575347,0.03752429434206171,0.07326211284102838,0.0561770368017645
NTF3,,,,-0.03706192464351586,,,-0.03402701144115403,0.07855114922045761,-0.01971865354041834,
LTA,,-0.014034522221259558,,,,,,,,
CKLF,0.017545241891173798,-0.01903995887070292,0.0364670777627704,0.04993430875865025,-0.026246365854236356,-0.04380255862400346,-0.019236367545643587,0.08314907077855732,-0.0048543438842431254,0.05832062989283507
APELA,,,,0.01805310734777614,,,,,,
