,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.015697214941080874,,,,,,,,,,-0.021872563886332116,,0.009070057289489415,
BMP1,0.04303246681746573,0.08371920268481498,0.06346500767429827,0.024840645466461555,0.04812042014699548,0.08209798757981504,-0.021064133269647393,0.03999865448239786,0.07017542395339856,0.02027678688107684,0.058726852826549825,-0.13595053484904987,-0.029887865744506487,-0.012432154573085583,0.059641462002222846,0.05345165675339668,0.06607975702996019,0.27560631084485593,0.02043014318165202
NDP,0.004527732621722973,0.009420024132363697,-0.024950141207588917,0.009370143941292292,-0.015480227030546126,0.026485183539375748,0.0011162413927440016,0.0398385900845408,0.0730903220511881,0.007641656651995846,0.009914626992077976,0.08873378165507269,0.020379205091713523,0.026557549411910086,0.03081816272753239,0.016768094734227523,-0.01736417881876019,-0.01134700463553651,-0.01276778295934062
TNFSF18,0.00920244933239447,-0.02513318580430995,0.019474180613206597,,,0.009135381986071079,-0.015882542521870806,,,,0.006503099375043085,,,,,-0.022556789062549543,,0.0722657231530461,0.03241970064139558
IL36G,,,,,,,,,,0.06689273233441997,,,,,,,,,
RTN4,0.008872231067651944,0.03439486576014449,-0.05117911539558536,-0.005226369990990646,-0.02595564356155222,-0.1006412111917892,0.011729174102047098,-0.04206597709707145,-0.04888337175635527,-0.08411397116390505,-0.03522235209075869,-0.0480721536516958,-0.04033178235119041,0.037053883829478364,-0.024800526866479523,-0.06762041038832503,-0.04623720277024911,-0.018411695686933773,-0.032648421642149754
HEBP1,-0.02147056256657176,-0.003729150707674189,-0.008753956401312159,-0.018306022114849198,0.00389305312108433,0.02658697186042081,0.010473721688704637,0.015645072994571574,-0.05560286777901071,0.01574744613807821,-0.03828137898829175,-0.027548084378781822,-0.007989318531005707,0.11138181006452018,0.038447051108681025,0.006380186516954588,-0.011166824770450699,0.03369479551405086,-0.04028551981593591
WNT7B,0.06684603184047472,0.026483890698344486,0.010225593966260183,-0.03032768431389368,0.04408038730093463,-0.005314158760123246,-0.032491790891861994,,0.0099270002827993,-0.017551329071668256,0.0756752024161491,-0.038518518870167294,-0.0008794694253136285,-0.003721313091555958,0.017685833781791192,0.016904282448749176,0.0008715038349947783,0.10394502559799998,0.007512356339972012
PTMA,-0.013765446585192338,-0.01469296130297645,-0.05697005895094525,0.006026336845810562,-0.03666009742887607,-0.005043192672832216,-0.035860287413647884,0.04322337507388609,0.1519442306929794,0.08193435331852948,-0.03399494107805572,0.1289226713057321,-0.19090233268681495,-0.11902432643563135,-0.003890855750860609,-0.02858593453663552,0.011459025841622545,0.2116061408661756,-0.06538546847193676
FASLG,0.06278492899046599,,,,,,,,,,,,,,,,,0.047590223585798376,
CEACAM1,0.012134622642384624,-0.006637310551031674,0.06647315154115035,-0.026135605468261193,0.029654255889138424,0.023955070896600296,-0.024979455624673307,,,,,-0.043829554231942854,0.042684033478608475,0.024448814985464477,-0.042025485649512855,0.09068235437456433,-0.0048626857224813415,0.09138300803222725,
PDAP1,0.012525754011193435,-0.04682979581544299,0.02690842006874391,-0.04269418218245012,-0.03592438216170022,0.0700606393120142,-0.03096774313111118,0.031996468538929165,0.1329412024764679,0.0005557271494849046,-0.03887405687158803,0.022720736464407816,0.11119109431306246,-0.09391924807249878,0.04774339334655519,0.0938733777879732,0.022649724184005047,-0.06568611841749625,-0.03541016596698188
QDPR,0.04178270744928696,-0.03471923267402301,0.03106763033415109,0.05107569917465618,0.020979391794464633,-0.09429289709843729,0.0066743897034493,0.04280382793097002,0.12117242671858267,-0.008273255262762498,0.11992729093104634,-0.13298039233843356,-0.07607536729274449,0.067793443066396,0.02025699399245918,-0.051471937354443324,-0.0629516462306447,-0.03147738121215636,-0.02655510918174095
POMC,0.022408804933960587,-0.004742876319186168,0.012840706770287378,0.0183203611177647,0.03306120696316277,-0.03954112010669682,-0.018428846380501296,-0.04827187505112036,-0.029904747670339578,0.0048914759293415865,0.07903692185949952,-0.019928315179107068,0.05052282378905573,0.12315389754104124,-0.01414825001078367,0.04429803542431754,-0.002500297251591153,0.02893015155700687,0.06183667370487309
CCL18,,-0.027848134017815274,,,,,,0.1177497898745495,0.12145865688206564,,,-0.03758155135043681,0.06790870653224436,0.029092010770304703,-0.00586253669944898,,-0.07008000924048233,,
CCL17,,,,-0.029390102325624147,,,-0.005270254906590124,,,0.07828220458469923,,,,-0.04468015774138233,0.015493955715629178,0.04011797989375916,,0.07804959420999723,
VEGFD,,-0.015473964335827744,-0.007489201235078355,0.0036050317208579517,-0.02055741644057075,-0.02629704570634089,0.0689404619555693,-0.029151241810880458,-0.02020485637924342,-0.015634162058563154,,0.014996442453875828,,,0.016474861023907692,0.004324549984473762,,,
TNFSF13,,0.011975392608254793,,0.03784798185500827,,,,,,,,,,0.025142182725924396,0.043241414421881334,0.002030488373049518,-0.006675502310296806,0.13347418038840925,0.08398145199271013
WNT5A,0.0271900127601957,0.06667130291370375,0.0413278336181252,-0.021580975774871003,0.011012040141024462,0.12985508900775714,0.010800464766898936,0.04016067507244617,0.0018093857309092825,0.032862236657428164,-0.006757994588151938,-0.032649296005076316,0.02144442598989551,0.049795418586296825,0.041925154806482214,-0.02441191610366225,0.04958820204342091,0.15374591868590345,0.035734027507431314
CXCL8,,0.05030700040937208,-0.0008884448556467921,-0.0595132610704471,-0.005986375404427567,0.0364189136403455,-0.04205734945493651,-0.0073153080268926855,0.07970582204830756,-0.024003095127968974,,0.006833355298531432,-0.054675900756108765,-0.1582587128848324,-0.138244009510855,-0.04094326488376126,-0.05021734995670983,-0.012570250293026245,0.11325858127403216
GRN,0.03974938179313399,0.08055210914532593,0.029894285544965614,0.03299854745399411,0.03762332704057703,0.13743270953451875,0.07279601949941814,0.03832115544428998,0.021031553687027058,0.005060235086637392,0.02189459796999614,-0.048085802389865,0.04250706346526441,0.10853649435742349,0.031048704564111303,0.13202232553366194,0.05238273866200765,0.25263872457850706,0.05145276443981079
MIA,-0.00019993142913155045,-0.00018115738276604899,-0.03584676079714641,0.003539314035610918,-0.03364833570813426,0.042805095530311685,-0.023560806654251785,,-0.013680543462035314,-0.021411701414705962,-0.036989027060799116,-0.07489747894626964,0.10347389334101831,0.1453495856438902,0.015649748337082568,0.046035191058263286,0.07122793573408173,-0.06318050776528299,0.018215018424002864
COL4A4,0.04878658152253064,0.008381966676945029,-0.0096565905706122,-0.02956614432057574,-0.01913856256138984,-0.015468440196032704,-0.020680815014769184,,,-0.020770144727082638,,,-0.02105221559897444,0.05362353137165495,-0.06728937358411083,-0.03193847688523395,0.05458722108722874,0.09871643278266928,0.055144766477515254
TAC1,-0.033861090146313645,-0.005290286336225193,0.006560811615244447,0.01180328564852676,0.013572231099598497,-0.08009168852653595,0.014214367963347494,-0.05224754581584046,,-0.03680904327910561,,,,,,,-0.053957808693283024,-0.042055667434496506,-0.03366949763865968
