,UKF243,UKF248,UKF255,UKF266,UKF269,UKF296,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH881T1
IGFL3,,,,,0.08940131205307746,,,,,
BMP1,-0.06284525285443349,-0.002210481010933093,-0.0019517417043483439,0.06056627437101943,0.01010747087681227,-0.018386959784085343,-0.011613002074519823,-0.013114763400452725,0.02317358133656309,-0.04754561190688638
NDP,-0.07927971164864614,0.04995148789280118,-0.014754829189641935,0.037565243900060954,-0.0024997488603140253,-0.06491347767993878,-0.04110916834382254,0.009510376978774614,-0.018721044885653248,0.07536745942700637
TNFSF18,-0.019581129566008524,0.028377192261743272,,-0.019054965419349725,0.04905757518985671,,,,,
RTN4,0.15469833862459398,0.014943128193213783,0.03079465652614838,-0.007513364156885942,-0.022080400400274126,0.014819167277648853,0.10604887403064656,0.011671350176667993,0.020043020193209055,-0.04360176497179878
HEBP1,-0.10675693428366534,-0.029771152117384837,-0.021334357656581756,0.005496655753312163,-0.036998477193664246,0.049811615032654306,-0.07480988946435653,0.024936037722749875,-0.016238779429270794,-0.03071756181399952
WNT7B,0.0936441237868062,0.017115095606755792,-0.03207725981884381,0.06396730075806954,-0.015092746029483198,0.023917656975950816,,-0.017807827709179744,0.016965711152069206,-0.020948082735678962
PTMA,0.010307546148867475,0.024426160880412478,0.08237390018138858,0.028876019624697376,0.02390523228463929,0.05367656732580421,-0.11934587895285463,-0.09786178206749863,-0.024495450791525184,-0.07249397675481017
CEACAM1,,-0.005977042117610369,,,0.053037869584882054,,,0.005789347178292353,-0.01668742958627153,-0.013903547174310377
PDAP1,-0.04151160655629032,-0.02237413291444793,0.02919154427811264,0.029118310843428474,-0.021771763738131614,0.027505718528255632,-0.01007945179122545,0.02226981919361375,0.003405940560983469,-0.047715829645122006
QDPR,0.09113167973931606,0.005038082364217964,0.03804888743567339,0.013929134740762699,-0.006610499508719055,0.07400591083947121,-0.08269417281796827,0.04894498602555927,0.03343104681514626,0.0493854468222312
POMC,0.19681966639829324,-0.02413209549882458,,-0.03282274183077075,0.02114965934315653,0.06387914470586173,-0.024088174218224696,0.051542426842640085,-0.027971635181171024,-0.022744376728916733
CCL18,0.18013357284894124,-0.02722239135901442,,,,,-0.017222378836492025,-0.032812164538043455,-0.04074959801430715,-0.040367928597501185
CCL17,,,,,,-0.01828968367978119,,-0.012720654986583818,0.05956903230752603,
VEGFD,-0.02958723732993136,-0.027222400003398695,,,0.053987992244190854,-0.013415704164047292,-0.017903240607227127,,-0.01668742958627153,
TNFSF13,,-0.020542896604256608,,0.0010940415295389346,,,,-0.02440902624756201,0.020130474536633317,-0.015612751625769939
WNT5A,-0.023404455275155316,0.004091562617768879,0.12125881104680053,0.04014561982257248,-0.016142535488743146,-0.03378214366708251,0.02623848677025386,0.00869313432789161,0.06370518541765181,-0.01774646574494131
CXCL8,-0.09907143868478106,0.04421837475231098,-0.0678484644636724,0.028852189476795288,0.05466511223725795,-0.012493287051770998,0.017287624344661707,0.05756352402519284,-0.004170088010447879,-0.02148395776327045
GRN,-0.0654597176656964,-0.048587142703896885,0.08438957713281864,0.0034195046372992102,0.022603309268502726,-0.050644821743105,-0.1129790503597072,-0.003144503867055698,-0.06481386202973578,-0.02144639176310121
MIA,0.03033115256816962,-0.02719046750835998,0.010459979078765842,0.08892589224543734,-0.010395520258792344,0.022155045711959816,,0.016597217848914592,0.02346560776567816,-0.10236808137013409
COL4A4,-0.02978471796574967,0.008981289028122648,-0.032528915492109685,0.08681647451237727,-0.014302190558011145,-0.02563145072647324,,-0.01967609647836477,0.048972796847602876,-0.01467943750706174
TAC1,0.22169593050022468,0.018494692898445932,0.029589238290189043,0.015377971361177663,0.07900288030426754,-0.015861835180500737,0.15336444934388774,,,0.10148365495526729
