,UKF248,ZH8811Bbulk,ZH916bulk
BMP1,0.05771835142968528,0.024940788777997793,0.0452648593388944
NDP,0.039173067045754226,-0.04164521358771773,0.025082794053672006
TNFSF18,0.023657027634659274,,-0.026674489673715173
RTN4,0.05744867389827158,0.0015694916097712451,-0.18451412290754762
HEBP1,-0.01236181679275174,-0.03611562068811543,-0.012368120168932717
WNT7B,0.041857323610710886,0.014933723598458131,0.014832490538210386
PTMA,0.0009683722367657955,-0.0063207497517296,0.020638019717453177
CEACAM1,0.002679773720705192,0.15015094733191606,
PDAP1,0.021522796320813664,0.03157692642527765,0.000490943915306849
QDPR,-0.02730362940064448,-0.03032091840024127,-0.067842812001325
POMC,0.10824193912492626,-0.039092685459756464,-0.01569785712224475
CCL18,-0.021629326714277378,0.03525054121048705,
CCL17,,-0.024089349712182854,
VEGFD,0.026730703748711893,-0.01668742783852444,
TNFSF13,-0.016322189202674527,-0.026184299548478673,0.07301042044344778
WNT5A,0.020932345824008845,-0.06792930318460325,0.017136663546225395
CXCL8,-0.014490842776916566,0.03547623870002637,-0.006862953111228305
GRN,0.07239161690052134,-0.0470836524758125,-0.09591807053658087
MIA,0.03253187133488814,0.038425866768988744,0.1453369262149082
COL4A4,-0.02597664565062872,-0.026719181197549784,-0.03243205346439306
TAC1,-0.006949148378282508,,-0.10132009117606486
RARRES2,-0.06227493588147944,0.00030396645625726696,0.013245202534535854
FGF7,,0.06894775973309102,-0.0335681256015407
EFNA2,,-0.015860283386496348,
HBEGF,0.09191673177335803,0.012496934016465795,0.057579405148200785
CSF3,,0.018724627983919162,-0.01898364549958995
PI3,-0.022754963633776288,0.06264851722378321,-0.10536715506181363
PCSK1N,-0.013199828058052395,-0.038144238399682076,-0.11955078073549202
NTS,,-0.0193227456047675,
SFRP1,0.017238595501150103,-0.032603439761623526,-0.04256097163185413
CXCL13,,-0.040749589311727646,-0.027671744625435486
MICA,0.10576229956512981,-0.056886689554241636,0.07796806865786593
TG,-0.03406094229847668,-0.02379807350576289,0.00223452322567292
ADA,0.07873482022679722,-0.060844916466167805,-0.005394104521258797
LAMC3,0.10777001428538821,-0.0636616627532428,0.07033499783719743
CCL7,-0.013758078987464537,,-0.048405695695023516
NGF,0.09273843529512492,-0.01564709449467132,-0.038662549823385906
TNFSF15,,,0.034928820891556855
HMGB1,-0.04301906960788134,0.03666697313907281,-0.016764259140941914
ITGB3BP,0.01672426747663842,0.03647382855111837,0.0938728747116044
AANAT,0.014884128553547179,-0.0213436457497107,-0.02083046066472037
RELN,-0.043093083426875164,,-0.00799834116174678
IL15,0.036693646069750396,-0.02632969823686055,0.05248917980896507
BSG,-0.0423446148005809,0.02902202498932229,0.039923115657945575
ADAMTS3,0.017790197914071628,0.010718562925984214,-0.016193404406183887
CD34,0.07287888278237045,-0.014163332581019858,-0.025936492392444638
PLAT,0.07475238584535387,-0.033971550407870026,0.02981591350401446
NTF3,,-0.042392349392745665,
CKLF,-0.02831605518198879,-0.0831398589383776,0.0953167973179131
CD24,0.02376211507461827,-0.005250631256330519,-0.06763030355888587
HSP90AA1,-0.046184374827339565,0.09801681911072699,-0.12281366363916925
BMP4,0.04163895732185499,-0.04232680397341181,-0.004189800003588986
SCGB3A1,-0.01375807761167502,0.055625752992062474,0.005792299135873223
IGFBP4,0.10531261469583353,-0.05787639684203905,0.0032811451486314093
RSPO4,,,0.04888266417543115
LEFTY2,0.12537423448827845,-0.018236476322483736,-0.05907611781680744
PF4,-0.014271797027614141,-0.014537047782296333,-0.020575946260549316
ANGPTL2,0.10358866629541269,-0.09499227565246068,-0.007863410554835228
LRIG2,0.025381856075851583,0.038799886793717,0.045902996610689174
ICOSLG,0.05043934602384585,-0.025600169306201282,0.007289647097228296
WIF1,0.0009098435902224533,,-0.01058187273813732
NPPC,-0.04268124187501412,-0.027505068967868987,0.013906319536337395
LYZ,0.11590746609706591,0.012329420052208584,-0.05695929791517235
EREG,,0.006214162941928684,0.06287525061511129
SPTAN1,0.021596604030435545,0.0536552818672543,-0.0739853042882347
LIPC,-0.01747243082931874,,0.09229872391018455
COL8A1,0.06035936948562506,0.04341442562487075,0.04633676374680839
GSTM2,-0.046047867239249925,0.02727643599371103,-0.026731398403329273
SPX,0.019558826387932004,-0.018049602926628903,0.08463885050983375
MFGE8,0.06753287458271456,0.03238371775373693,-0.006278090707453987
TGFA,-0.03135686372013878,-0.014100379219983727,0.08200498761741645
SLIT2,0.09562008283737734,-0.009712573232327645,0.0035522871664590817
PLTP,-0.0034593830908281557,0.02986548008084361,0.057652657251403956
APOD,-0.05316320557552586,-0.03338356293548537,0.014655630132085607
B2M,0.0965715087242642,-0.028858338089775632,-0.05083455256207077
OMG,-0.04668567872566911,-0.07494130746416629,-0.09299097111110396
CXCL3,0.024696782688072537,-0.014937799907516923,-0.014993970596556112
CXCL10,-0.03286878806067694,-0.019498395315165108,0.03744892867781772
RSPO3,-0.01868860033337317,-0.04803676000843256,-0.054816814011087796
CORT,0.08074160552430448,-0.01521228164267144,
NCAN,0.0348323995035366,-0.034329570429572895,-0.02426808658887699
PRG4,-0.020690507731468105,-0.022446652464820083,-0.02863891398406595
ZG16B,0.016614677687966185,,0.20770016996147675
TGM2,0.06578012747627691,-0.01966212115824193,-0.026332120199125647
VEGFC,0.04113906098062627,-0.030479868169494564,-0.0011692364658279402
WNT6,-0.02219835629646898,0.001732753555069462,-0.018137920773205432
NRG4,-0.012671673759699438,,-0.027276650868039973
PMCH,0.05573658967733262,-0.02134364499282201,0.0789844328179153
COL9A1,0.06463290619957739,-0.07744067745634654,0.12416026464365101
GDF11,0.03359913719325073,0.0598701490326737,0.014484756310803978
IL24,,-0.014305261946314464,-0.03049438826608218
SORBS1,0.09022606834732655,-0.0024981558419110046,-0.02031581564876503
DLL1,0.0443559661346133,-0.09864855520027005,0.04362538161327721
TLN1,0.096894528111732,0.07051995214986775,-0.007545544289803964
COL2A1,0.02587333695441534,-0.025587750937613982,0.017840631621932473
SHH,,0.07070419508926762,-0.005110135113792248
PON2,-0.004498372413449414,-0.04123282754762968,0.11586563374900956
ICAM5,0.06225781055929052,-0.045657157549225766,-0.0770310106774342
HPX,-0.011939716392292247,0.01660593024622072,0.1346056402946307
SFRP2,-0.01829140084917373,-0.01816330652000342,0.048444242630545004
CFC1,,,-0.024135544240890133
CD70,0.042380128331282775,-0.044667787847787535,-0.027085060962473685
HP,-0.04973644534168989,-0.010472994276853135,-0.07939268287697095
CXCL2,-0.01676918017833568,-0.02829805636222386,-0.009125152714758144
NPPB,0.05903628941657201,0.10153623904705314,
CCK,-0.06075787360079011,-0.0256313963264633,-0.1643073020792911
SEMA6A,-0.08197687156999325,0.026187656389730973,0.10827861304495785
IRAK4,0.013214423897696328,0.03131994350382657,0.0427573958750979
GSTP1,-0.0403290943440634,0.03907003889012674,0.13609171643117965
VCAM1,0.02778786936920889,-0.008476437794615908,-0.015465372726600675
NXPH3,-0.005710973499541974,-0.013441354965627369,0.04188118954049449
MTMR4,0.06959381492438577,-0.008958509430501258,-0.017914420124490647
LAMC2,0.08460395705931423,0.0037573686869072746,-0.026266400244433486
IL10,-0.029435319677715826,9.57350774426101e-05,0.1174540365996306
SEMA4D,0.06799810370816832,-0.03330086742903222,-0.026008707388657386
TRH,0.05756031130124547,-0.04202358621828568,-0.08150213854824315
SEMA6D,0.010396143229878488,0.016964366179636495,0.04640432629457099
CEL,,-0.02335523705167408,-0.028062065150741528
PDCD1LG2,-0.010956277842423702,0.019611547060257403,0.036242066505859954
SPINT1,0.05697140106579647,0.0022502059347686816,-0.004141247227017692
CTHRC1,0.1288743596396464,-0.021590407338081857,0.0054176641662716015
PODXL,0.11442237714631492,-0.025946406607339184,0.04700110394222746
JAM3,0.01995711245945964,0.04771987924267868,0.004839138990838624
TGFB2,0.025691082616300025,-0.04273687929291927,0.003065584184058161
COL18A1,0.10332316405498249,0.07016313716611053,0.022091427149477108
NODAL,0.020480102474265436,-0.017670368288799247,-0.016615337295812573
INHBB,-0.050455608986130336,0.07270984478147309,0.00042697884218997846
LCN1,0.08428226507578336,-0.01668742783852444,-0.018423638775773223
ARF4,0.05252950716920775,-0.016430740192626206,-0.01926492109871099
CXCL14,0.011471437161734146,0.0021198571494866108,-0.029036837317893173
LIF,0.06545050045543521,0.039346329045759104,0.047156205448040986
IL17B,,0.019874108318853875,-0.020830456481393856
MMP1,-0.001395463925797609,-0.02750506718467873,-0.01305261843372971
MATN1,-0.018291403341816163,0.07354209137077716,0.08768340017469349
ADAM28,-0.03740726501782762,-0.07238371955962296,0.043071233356742476
TCN2,0.05897510203908324,0.022014539911528866,0.0007888705364847158
THPO,0.034387575685670656,,-0.02844775767839934
CUBN,0.052444242636745166,0.040302589193122816,0.04106757128271805
TIMP3,-0.01705088244860094,0.0231117999066121,0.055420557994320524
PIGF,0.039960973822235506,-0.05848394983667507,0.07060958361021448
CRH,0.025953438089155092,-0.03698592015650746,0.03248089868302438
BDNF,-0.02834029449291245,-0.004138508593482664,0.10099179077915967
CCL5,0.008968542062559714,0.0066058180372465785,-0.026514260442620372
GAD1,0.007424004228384228,0.012654735477884815,-0.0895796283453473
COL14A1,0.046460258217906364,0.01518041900092327,0.09372961760067922
HLA-A,-0.02028622718601447,0.12389093393866148,-0.038029021571264726
CD5L,-0.01632218617479812,,
FGF18,-0.014768628350589445,-0.026049135478364748,-0.02606023789965016
ADM,0.015913312878651328,0.07619691715266028,0.14687491303465125
CCL15,-0.014652405863256406,,
GNAI2,0.02386674056552397,0.10475997857557345,-0.04046044674516424
HDC,,,0.0070904462075155935
COL11A1,0.05087203489953088,0.040893233268719416,0.0894499049720602
