,UKF260,UKF269,UKF275,ZH1007nec,ZH8811Bbulk,ZH8812bulk
IGFL3,,-0.0332441497653242,,,,-0.02111008938352117
BMP1,-0.04642024469244306,0.1699579512329299,0.03320533665367922,-0.018167708876589694,-0.03191096940100727,0.09693268744663022
NDP,0.0817958134924383,0.04269263791718593,0.05444678218203163,0.02396224445639378,0.07636496498460434,-0.03039011644523031
TNFSF18,,0.0271862463552212,-0.019770903917811306,,,-0.021770462566265938
RTN4,0.04142013760259467,-0.24296108157063367,0.05003025688076071,-0.0022790137040194806,-0.053462894146885605,-0.05719021520195566
HEBP1,0.037484754998438466,0.13678787819840796,-0.08050126215501527,-0.09881946473908451,-0.018957767000458866,0.009240370434863756
WNT7B,0.005420380873631852,-0.09583009001512231,0.016608607474640283,-0.06081505890605183,0.0930374099785922,0.03838696157063358
PTMA,-0.06324224526994911,-0.07940320483046681,-0.056566737143023786,0.05988792448177143,0.00042636218123545813,-0.0208969365760005
CEACAM1,0.06937157345975167,0.05307843443114096,-0.031094921760453406,-0.0457952644059397,0.08727177662244168,0.08081193899879624
PDAP1,-0.0315611446905451,0.21035164136150122,0.06061538920032187,0.12383233012052637,-0.043191472679273576,0.03336229195505113
QDPR,0.08004466402157005,-0.1714291904645653,-0.038911834084690594,-0.03388016598904515,0.06579397754419605,-0.05770136700361705
POMC,-0.0131782648568693,-0.009069717534408647,0.0012474767326174896,-0.04522802124132079,0.07124405091714807,0.04552656224633675
CCL18,,,,-0.03926704505756421,0.0033764877167433926,
CCL17,,,0.022617244374717092,,-0.022865918685640547,-0.027832433427456227
VEGFD,-0.016240091927501317,0.13128072466485047,-0.026271190749133606,0.11152286265832698,-0.01583991982295889,-0.029354626804348305
TNFSF13,,,,,-0.024854471850403223,-0.0298466854740873
WNT5A,-0.033606055635202844,0.10002855346566694,0.013928956701496121,0.006925524729002338,0.01671445742056943,0.04579125460151135
CXCL8,-0.04796457068806292,0.0781326873789891,-0.014447920743144646,-0.1594218513968188,-0.1020838944234917,0.08940799329185296
GRN,-0.061045942400466714,0.15202557567817018,0.009628490255953843,-0.038437715498381826,-0.11124778435369569,0.0012287229228433475
MIA,-0.04927805033859547,0.10607051029327369,0.04059358917932652,0.04368508909744159,0.0918413405392607,0.020358918991633876
COL4A4,-0.005446172234059178,0.005819785360399286,-0.014899617783709488,,-0.025362188349197543,-0.04287361385951924
TAC1,0.1133241053236868,-0.12508275073523448,-0.027754926986669072,,,
RARRES2,-0.08817916160549379,0.19468618442474384,-0.06231001046582641,-0.012479114923555685,-0.07506600947274834,-0.03580641262360852
FGF7,0.11887027746134433,0.14034265820639633,0.02174375628954501,-0.0842127991074998,0.004315096339338681,-0.007848460112266467
EFNA2,,,,,-0.01505478373554563,
HBEGF,-0.050404460463031514,0.044131357752787335,0.012335591419971257,-0.05331255502169086,-0.04493850974290362,0.009363381297321813
CSF3,-0.012932220003979703,-0.034659070734731484,,,-0.07114386599087444,
PI3,-0.021096130141587253,0.010469150649351971,,-0.06285627381151157,-0.14705043823963385,0.059781797297713477
PCSK1N,0.06626311443225341,-0.029887275937795336,0.013827450893690542,-0.05033549673292211,-0.015773845535870773,0.01874576382337984
NTS,-0.04064194939290172,-0.032277130618805286,-0.019450995745864102,,-0.018341397134455702,
SFRP1,-0.018527132481673786,0.05127878421634977,-0.05460708643163287,0.12017875387023791,0.0008782686608882171,-0.012683727153301398
CXCL13,-0.018360624891628666,,,,-0.038680031084607415,
MICA,-0.02162329551078436,0.0668571610322347,-0.025242693094296546,0.06973210154218991,-0.03876120419456999,-0.015582180429913715
TG,-0.02921270502732774,0.015577603945359854,0.032256423080209734,-0.04312404171713357,0.0128882327213066,
ADA,-0.038766775452073104,0.13694267128085597,0.10039258737085364,0.08942391318821975,-0.0011513085974085592,-0.02180680780139595
LAMC3,-0.046369490447584115,0.1495044516795308,0.0026130005269791243,0.027399237319854747,0.035420987624781866,0.03770985563150361
CCL7,-0.024342798737240712,,,,,
NGF,-0.025983404021219104,,,,-0.0148524221141903,
TNFSF15,-0.018023325579649897,,,,,
HMGB1,0.019032796274030928,0.17579888066698132,0.005017988019304627,0.11186815717319618,-0.10937104858392353,-0.04355315454987921
ITGB3BP,0.07733980267855312,0.11572444273119431,-0.019310336178272835,-0.01723278885592989,-0.04302224595008291,0.035861861661468396
AANAT,0.05066379465872819,0.035149450623431014,0.015400588678927189,-0.05347631827110276,0.059435277129412385,0.025214644363256523
RELN,0.028778983416254626,-0.08241597330128886,-0.04321359275318286,,,-0.03163210205458169
IL15,0.019055489747266816,0.06419128513264878,-0.03515730692803199,0.06992617963396486,-0.003942882522219197,-0.04287360842630115
UTS2,,0.0622215749215998,,-0.08807300281947883,,
BSG,-0.0017162616982532531,0.02355530343809344,0.09548508884464559,-0.0408170799885338,-0.01757770703219154,0.03125107729171474
ADAMTS3,0.05257957524837131,0.19418156196037664,-0.00964827432465041,0.11712046950884805,0.09910594607261,0.0030491995047021814
CD34,-0.0046359362692911694,0.05204575998331589,0.02476633765573593,0.04457609870623276,0.09645344704484234,0.03269728748890994
CCL23,,0.030335091778842208,,,,
PLAT,0.02345799169086586,0.14939855434586558,0.05041820186823019,0.029582852666378848,0.023364373523891042,0.12169159504876698
NTF3,,,,,0.1331558268178773,
LTA,,,-0.008222562504541862,,,
CKLF,-0.01776667575055865,0.1913193055248523,0.011476935149470135,0.04284091775935585,0.032763125464897284,-0.04847594159988234
CD24,0.05392016097473402,0.00920793126250332,-0.05067366923375291,0.05834718453153604,0.05583582718167627,-0.005295944302872956
HSP90AA1,0.04875495025164597,-0.1725225533713313,-0.048673021399258436,-0.08654009226285732,-0.1727131233673388,0.01174413204696053
BMP4,-0.03151652628364699,-0.005575277509817061,0.0026089291782688926,0.18289391292746665,0.007236449734650514,0.02940345882831933
SCGB3A1,-0.019339947413649423,,,0.004474058554117262,0.013857204997910433,
IGFBP4,-0.07958910325014408,0.10315444762747168,0.020391330534369263,0.02600177643900692,-0.08776065292679744,0.02707511496961466
RSPO4,-0.02232144312365518,,-0.014272853216762438,,,
LEFTY2,-0.03464633018126832,0.17551017513441888,-0.03412917886763684,0.07814671175450676,-0.017310296445720717,0.030318225526211648
PF4,,,,,-0.013798751584861216,
ANGPTL2,0.01025444993758567,0.12802716413134238,-0.001843244612184186,0.03733808923490286,0.08622624596118289,-0.017147136334677324
LRIG2,-0.025130234618594895,0.058683586335808516,0.07771837238187242,0.0110647505618739,0.009176286094475017,0.036766257363849544
ICOSLG,0.018594393812023362,0.11079544251770941,0.023626874400348805,-0.06983615236897908,0.07548614726374933,-0.003088360795845277
WIF1,0.054705078976391985,-0.12313553145155619,-0.019311136760607025,,,
NPPC,0.12886589612362756,-0.03311054673214768,0.000528041150023095,-0.05526653942702882,0.16149277690316732,-0.017405050822453808
LYZ,-0.003437500747287255,0.052379410187619206,0.041965135524805845,-0.008623835944002763,0.004588232678409286,-0.014191387188741604
EREG,-0.03141156667248923,,,,-0.034554949261102016,
SPTAN1,0.04344488946864761,-0.021665982204381158,-0.01407943263871707,0.15380901281830633,0.09939670472167657,0.04033951838729633
LIPC,0.02896551585331187,0.07331860405763546,-0.04678663334078456,-0.039845214292850456,,3.831377776039029e-05
COL8A1,-0.046491844338228644,0.028530163233909184,0.04413994021104918,0.08802584278668818,-0.009775348626160422,0.06481334935893154
GSTM2,-0.043758662153447044,0.021180923236762128,0.06598572393563841,-0.1055444888039135,0.06607802198254022,-0.0295772562293889
IL4,,,,0.10836501439938828,,
SPX,0.10138732358475255,-0.008756706301838132,-0.013297477406976925,,-0.017132913829536394,-0.04871212401124117
MFGE8,0.06237713414652996,0.04147529563257686,0.045028485224867756,0.10745572449989103,0.029274413642056206,0.058059516713057924
TGFA,-0.052866043994672055,0.02885454219851066,0.07632538149126024,0.025516545751143246,0.05817568040241084,-0.04117558035430004
SLIT2,0.053101542392311,-0.04778437482694866,0.0843057156750212,-0.028754148722947466,0.01752110760554257,-0.038013613829909414
PLTP,-0.08023441312735685,0.1767768227701617,-0.03421343744278651,0.015298157519304717,-0.1293285833435796,0.056634375057230596
APOD,-0.02248674257917449,0.10410457186534035,-0.03960059845651531,0.12961167076008837,0.17069205034116133,-0.08077013382144115
B2M,-0.0655157521429142,0.20878574545336287,-0.07122918394658194,0.08284150537272426,-0.08462555323114883,0.03704184454748131
OMG,0.05049307672361385,-0.05631587872386406,-0.0791364296106156,0.13037621786919631,0.18135546617540788,-0.05761147581814782
CXCL3,-0.03563717476221143,0.02914414376179616,0.03628838259042526,-0.07719235590442108,-0.06716641495523659,-0.02424409251320288
CXCL10,0.015505006064643218,0.1661369378568758,-0.04407572101969107,-0.05372881577230539,-0.01850812608492948,-0.03266196400469765
RSPO3,0.12896441693430563,-0.05133619294255495,0.04087507115417626,,0.023646149979477955,
CORT,0.015524537747226619,-0.07449484960091128,-0.02967160244288613,,0.01406144509129779,
NCAN,0.07803715317526314,0.14285134394728483,0.10038614428323364,0.1790790662325699,0.17475061508755443,0.056646857477805124
PRG4,-0.01547326775672647,0.010538945799170281,0.002114531324284149,,-0.021306649459525807,
ZG16B,,0.0007451592073825508,0.08270342785606766,,,
TGM2,-0.04367655371232043,0.05611753464463028,-0.030722314737123724,-0.008787134023832419,-0.03456348850446552,0.08471494314373042
VEGFC,0.022136484827744607,-0.021874368935193476,0.02594588469824261,0.013397400936451673,-0.028931880496559575,0.0009910325537778738
WNT6,-0.02132067328692249,0.014679808730593621,0.022750494700628413,-0.048298455392987966,0.08078753547075444,
NRG4,0.010645494744021851,0.040596830247392385,0.044681458867634354,,,-0.006008582062784478
PMCH,,,-0.02502491714510822,,-0.000363132023828725,
