,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,-0.035078999502257624,0.025064826910423773,0.0570719245798123,-0.008850130649343974,-0.029662035241040476,,0.040353597672123355,-0.01980731935894286,,,,,0.20511269068403148,0.036314523106105064,-0.018955042007500516,,0.024723930313735206,,
PDAP1,-0.011086629057342236,0.015291733521245628,0.03773338171412981,-0.018650725181032904,-0.007364637246981951,0.020420870763863248,0.09052061699653557,0.053329505521866674,0.03387430167937109,-0.01056720321286635,0.015522368817892294,0.07005061626366754,-0.07160117164850154,-0.02210632188659741,-0.01751663895106247,-0.02692200232853739,0.03854904708311641,-0.09607616204828323,-0.027866125261716432
QDPR,0.037174923489862434,0.05563360185245759,0.013627268096235762,0.03715385321152319,0.00023291657503461,0.04035008991275405,-0.06895309208233424,-0.02440675379149436,0.06287457609394977,0.10029193014005575,0.0777004517423092,-0.07037493055289325,-0.07993494332720284,0.0017551948040395178,-0.02508736621240356,0.08846374409382708,-0.02505361829837398,-0.007286061965383422,-0.003778463732104368
POMC,0.011220067751813625,0.03609883446261664,-0.024600677998759302,-0.020569419261561417,0.06612197003522999,-0.0014850483163025645,0.08329158232367356,0.08934567092856047,-0.037048300292096895,-0.013295588911000838,-0.024716059509594653,0.03446001480201175,0.06429738638182009,-0.00173167470315798,-0.031007958683206875,,0.028376846476784283,0.042702764964154684,-0.04964634385822657
CCL18,,-0.022577349920485015,,,,,,,,-0.039375391466388014,,,-0.026818255375403537,,-0.03679268304425515,,,,
CCL17,,,,-0.023022454856187362,,,,-0.028877432998255077,-0.01278924014195303,,-0.014744564810794728,,,-0.022100044164946243,,,0.011591705767772667,,
VEGFD,,0.0389834370964511,-0.019830444240503644,0.05410108474787128,-0.02837895590881363,,-0.006546801616543531,-0.00327355642341399,0.043402111748792584,0.07519496680657156,-0.01580220679609998,,,0.04149727937529165,,,,,
TNFSF13,,-0.024900136556960446,,-0.01588037410204361,,-0.016719566792412086,,,,,,,,0.13296278925119503,-0.003825745948562338,,-0.017551285744408486,0.01854429432202782,
WNT5A,0.011540126215832414,0.048863294922848285,0.03133545582024025,0.020511948916555854,0.009223064515055586,0.04253999670976332,0.1317560678657809,0.02836213417415637,-0.025726614670802835,0.005641231439043843,0.06663639303311017,0.02755361891871631,0.07738629116607154,0.0357066104617687,0.035824015004098306,0.1077551273922888,-0.0017330451574673735,0.10057342262343291,0.02349256962809697
CXCL8,,-0.026778269571107356,-0.018568052598892222,-0.021944378455094376,-0.06067415167485581,-0.023782499345222148,0.025029503230016556,-0.015740975094837444,-0.016874241771978254,0.018247223861707615,-0.04751118934210566,,-0.04721776094123366,-0.010901001317500478,-0.019085486267610394,-0.056763477170686735,-0.03718600609361376,0.053354729759325016,-0.1397067237954152
GRN,0.0466257996560062,0.005594566042773468,0.006293165097608114,-0.027973623768147195,0.017934898327173418,-0.009732183305438359,0.13115288828347232,0.003823983586245211,-0.02415074902187333,0.008847721389105155,0.0005264829587103725,0.06706767502086597,0.0547627944902156,0.034736218241448714,0.03584109997780463,-0.11539406221681907,-0.006422247936921988,-0.06704934709793957,0.07464387826026649
MIA,0.02204373456813852,-0.0052472635785757995,0.05585257259425962,-0.03666378969745893,-0.05854709209090407,0.032950255733489954,0.04006825470196779,-0.0057182634689444895,0.035511826970240225,,0.042532479114221915,0.10634511053248748,0.0498516068764841,0.020079974565640698,0.015183834162808102,,0.05226209671835994,0.061064219666328884,
COL4A4,-0.02925855218958509,-0.02081924919378994,0.017199676457179437,-0.034004570953973905,0.07456771569100058,-0.01590792912556628,-0.004837107515306333,-0.030148933479591522,0.0010956169708428681,,0.058967927921971676,,-0.03390665424613753,0.08945166705882521,0.0017260662861879883,,-0.03761138401816331,-0.020573904651822808,
TAC1,-0.025263780566447357,0.003163833961826161,0.00027704168198913737,0.023558512573514323,0.0016838044224796109,0.004874897932989882,-0.09658709254592117,-0.030520390637492952,-0.027174867840235477,0.025365389717066714,0.0904888691929517,,,,-0.009679496967104406,0.029811552784959675,-0.03138158717961068,-0.0313994002298114,-0.04218560830770196
RARRES2,-0.008152285996985746,0.03583550629379061,0.01626531131844733,0.021168054881994608,-0.04456636975305241,0.018698114641349996,0.126129156946953,-0.014174406356650826,0.01624668288320868,0.06661626303192536,-0.014158254965956898,0.017127191312621644,0.025558642198760882,-0.03780149832884438,0.03344729649973726,-0.021887646160318474,0.0354953195438577,0.05023831750618158,-0.038404693219924554
FGF7,0.04707242478005714,,0.007264513372334133,-0.04080943732167411,0.028105126612130996,-0.018500616394589272,0.05381844743997261,0.022988448330499327,-0.024453251787548237,0.02961025741624813,0.013279586900507189,-0.0055238234002199125,-0.017585609625898776,-0.015600305989514217,0.002645186648430001,-0.01936116315639542,0.01485085964738014,0.015723484602642,0.09851289120500609
HBEGF,0.01873060528902775,-0.016159423276505932,0.0733745549762481,-0.026581627403986632,-0.0846269286281112,0.009661406550230523,0.13554429985737185,0.034456697753292846,-0.04049474840097873,-0.07287115258193542,0.015392733852572903,0.10486497082000475,0.12651181232075098,0.0002763720280749123,0.01371048972389018,-0.020014680153063725,0.01708348749509794,0.027694642899171597,0.10911468464980525
CSF3,,,,0.07842412486564672,-0.08684539576304758,,-0.009027870505192116,,,,,,,,-0.027174641951202044,0.1881355691196499,-0.02513306540985237,-0.023221138500278234,
PI3,,0.00649983607716856,,-0.004137099169117393,-0.045939280938819764,,0.0712725929777609,,,,,,,0.11976255813741907,-0.03557883125062927,,-0.054605801493176974,0.004337746176082313,
PCSK1N,0.02131681416743964,0.043519030873578196,-0.029499654732923666,0.021111299871499577,0.06280369104326144,-0.016480446362698336,-0.0857135102672584,0.01668259002776505,-0.03287542653198155,-0.06489549544551657,0.05175840462429854,-0.005864092892588228,0.11150557320692162,0.013570293188021183,0.005949024415559662,-0.1286526145891398,0.057747685092716904,-0.13121480327316842,-0.06631421893749286
NTS,,,,,0.022244963162812003,-0.0005467381546092755,0.00019875503278324634,-0.01805802970079534,0.01720414530000627,-0.038382278647181654,,,,,0.03848788157494573,,-0.01372061907282603,,
SFRP1,-0.03675943888189545,0.035356094386276536,-0.04415835371282826,0.00858183439761133,-0.010038613807073798,0.021476802207284987,0.038325714994423186,-0.007388913228195048,0.023153757515631892,0.047041045603277314,0.004181241339216504,0.04160601999770112,0.06836931645552634,0.020793363862584558,0.054391017250010804,-0.0027053101579758874,0.04947837863976069,-0.03893813674227761,0.09443258196367951
CXCL13,,,-0.033478835831566266,,0.002519752360207557,,,,,,,,,,0.05252750830240642,,,0.07524634095235011,
MICA,0.009383959281613707,-0.012460067389876381,0.0047292611548003394,-0.003616838449752247,0.018084790830315393,-0.005848853031980893,0.08161926452613806,-0.012623362123933252,0.004538910635288703,-0.0016831585237617147,-0.020224358604198012,0.05562619074367329,0.008060490627288794,0.006447991474188681,0.009338738668937589,-0.055133651967241716,-0.008357873104682117,0.005211468204651257,0.013450227799406035
TG,0.004688202325618577,0.03622065330431817,-0.018826656770694276,-0.007602062579192857,0.1233761702992412,-0.022415761337652204,0.1355579527416261,0.059819063698346955,-0.017877620323452515,,-0.02214841684723967,-0.033764113171350495,0.11995700248570956,,-0.022365147907171052,,0.0730226693541086,-0.04079617205457964,
ADA,0.03477190721496442,0.0075257396407779785,-0.03889336625648615,-0.03453890363635608,0.05731467222361865,0.03531619969769276,0.0728177385817262,-0.00781973346932415,-0.029034693124470216,0.06607455190496918,-0.00132750540946658,-0.032446082436728974,0.00160381631168445,0.0027490608939697817,0.0916815537084518,0.023683103140919978,0.055666873993999444,0.09908033917153826,0.13616723518610238
LAMC3,0.026439077024813178,0.03185871832319408,-0.004705702752377291,-0.06305403919868043,0.03456669101861093,0.04146554184642223,0.16789700984266978,-0.028697028446584075,-0.010682058998464194,0.04151441106133426,-0.03578638164633078,0.07811138579365395,0.14048104099877834,0.046823300311694606,0.053810889516133914,-0.005018514974469418,0.01334736210239988,0.08286342353502665,-0.04981558109136523
CCL7,,0.044513769245552816,,-0.015673242470200837,-0.042538134337246174,,,,,,,,,,,,-0.010588247322028337,0.001180552185614186,
NGF,,0.002951289805118751,,-0.03591140163330994,-0.02786633990188225,0.10096754640789202,,,,-0.03838230391936552,,,-0.004637423959419741,,0.050226088319671125,,-0.04982459902746066,0.11107468854358232,
TNFSF15,,,,0.08590518711288654,-0.03149509031343109,-0.025972936943659788,,,,,,-0.03112196520435543,-0.022583262228347965,,0.028778637558809106,,-0.04426580286703667,0.1214409286546178,
HMGB1,-0.044297994220062524,0.010118071695703702,-0.002864102458842225,0.036839944506031765,0.071822449546811,0.056926235056138905,0.17977965269421387,-0.0038763822422181707,0.05973174505945361,0.010953327206328353,0.03381611825246758,-0.04879911884937716,-0.040086083112642605,-0.017490422718264308,-0.022949309353675874,-0.08336310366819719,-0.0939937548024299,-0.046739246207747505,0.08224432753293279
ITGB3BP,-0.013364580667477996,-0.024212328772629285,0.061709710568444855,-0.04551551632483171,-0.04443076397833824,0.04930331003284944,0.11452166502166952,0.05017443532212757,0.0034197507000860556,-0.01583512533806359,0.017800014774425398,0.026877589960618762,0.055994557882560775,0.031549210282682316,0.007001787242589422,-0.0416449039382549,0.06053773465775871,0.04362866714292949,0.008362386397495904
AANAT,,0.09289222404973181,,-0.01588037579692571,0.06597466651172418,,0.12307152190249865,-0.004938498639502824,0.021102557145891772,-0.03608501042365567,-0.019778423360823624,,0.07134770566424968,-0.020371095414377524,,,0.0031316883579964355,-0.00898232964237469,
RELN,-0.024256110006149308,-0.020856533843043035,-0.03615300880364689,-0.005442467507372988,-0.005930931781929941,-0.004346419793694091,-0.06626274290688364,-0.00011070719050948569,-0.040826127275089046,0.0646710798650442,-0.021896421806167004,,,0.09555347881849403,-0.0203831544522238,-0.060088644855187584,,-0.046270370342172656,-0.08635532712384958
IL15,-0.0609434528073128,0.04700290010462881,0.07173144874751002,0.004628263846396297,-0.03351697168353476,-0.018481288708673355,0.016813273451097486,-0.03644088454194051,0.003563704549113357,0.035702796537977484,0.054978934086559066,0.003230405460860267,0.0748253579497926,-0.037141343352578175,-0.04116328477803198,-0.03505357646676308,0.014040212625401349,0.0501583849357138,
UTS2,,,,,,,0.029219080202878882,,,,,0.09217345241387752,,,,,,,
BSG,0.002615760362621002,0.04687281156088124,-0.0027488290158873556,0.037133828977996476,-0.005451446740897037,0.05156203001609248,-0.055931602325232734,0.024176982783076683,0.018562615040212862,-0.022513410680115132,-0.02250600881091885,0.1028530914996376,0.06159282757471642,0.013694091166667841,-0.06664540478285447,0.03104078257652184,0.022116194004706744,0.019379610669901737,0.016619272834487168
ADAMTS3,-0.04837728890052638,0.005303156415683302,-0.02326968185109208,0.05041315184924553,0.04052593379005683,0.03466633437281078,0.1285341079989361,0.01081279800429906,-0.0151010791400654,-0.01508450612793956,-0.0192491828778739,0.07094536821851004,0.008079391648256084,-0.00544461808536326,0.011870703557593317,0.011096257030757487,0.021649405876332555,-0.004411588572840865,
CD34,0.02033655490077725,0.01881622909097345,-0.0022462449747258978,-0.02547060540038862,0.015304464500517985,0.043192700529226975,0.07458520862314984,-0.0424183878709076,-0.023239162796123293,-0.01752263693821824,0.031032894842385143,0.06552588596023302,0.0024103458341172314,-0.013066008197869154,0.004642750773597172,-0.07697431067863661,0.019275545478050056,0.01730981905878613,0.08636238290953313
CCL23,,,,,,,0.0479212226501546,,,,,0.0217865841085474,,,,,,,
PLAT,0.008917361747923982,0.04486817502757598,0.0276502704474222,-0.0075531519337286405,-0.009717527840927928,0.059308016715689096,0.10646075084138913,0.03473231370563761,-0.029607573269730153,0.0474760959493886,-0.02203527248403198,0.04334475722540674,0.17027095172070697,0.0695657100326011,0.04695304236629557,-0.07703979405055833,0.03582157795711277,-0.02373568411301141,-0.007014505789473156
NTF3,,,,,,,,,0.009064034752342747,,,,,,0.030636055762149124,,,,
LTA,,,-0.013845182565908817,-0.02008798082281817,,,,-0.025198113410860822,,,-0.018343575787645935,,,,,,0.032046167985271656,,
CKLF,0.009951140741052293,0.026807187325883722,-0.022099056044891083,0.003298737675929243,0.014505805345110164,0.026712130188289947,0.16768805460806782,0.005118587097129797,0.04519464986620311,0.06709389498895997,-0.02853104208386845,0.06271197065186443,0.09017080809248565,0.008937527201268496,0.04122669317913907,0.12828223355465612,0.06768429976209948,0.0843322035479856,-0.009957881532591233
CD24,-0.01854152438066383,0.03022779337138716,0.029062400718598353,-0.009866299675768634,0.07110880158178547,-0.024421998443561382,-0.011781464238338417,-0.048035393903313156,-0.01644096693588921,-0.05554113808547893,-0.027954087422954126,-0.01215290385358752,0.024065065832447743,-0.07189411562450593,0.04506347407451899,-0.05056139379429178,0.059398187464810584,0.012269345018808416,0.04922556629491093
HSP90AA1,-0.04045523705799628,-0.035088171819635965,0.008327222057974176,-0.012595223405110774,-0.07175022536254064,-0.027381479631582547,-0.15519891132182337,0.03705489692875581,0.03223996813096415,-0.0136064327586909,0.05189136642793302,-0.0951054565863171,-0.08149973209827296,0.025547904213013117,0.012059598647386593,-0.038634377068217866,-0.05302779314598513,-0.0873521314896284,-0.0833229523657289
BMP4,-0.030111291038970894,-0.05507047833653253,0.07342710502499714,0.003349949988027997,-0.03975699576204985,0.0307739129845704,0.029299236757023048,-0.04332881243572983,-0.030590367348781698,-0.019878945682549082,-0.01563062117676063,0.03491995588746948,0.06120140572098828,-0.022162802744446018,0.04351249683045436,,0.06411484235987241,0.05950286990536744,
SCGB3A1,,-0.020988484267529143,,,-0.000489457081118335,-0.023591691902489408,,,0.09950211506891928,0.04115886493975365,-0.012799904600975041,-0.03624121558270837,,,0.040544656234954214,,-0.016102693743958563,0.011129336182308056,
IGFBP4,0.015156943874787271,0.007260683771191224,0.06468383625710808,-0.05417509983922821,-0.010601793997685573,0.04394293971078269,0.12076139827989225,-0.003823671421070201,0.009426917379492488,-0.00966651140923977,0.001959739256412423,0.05324732023303033,0.05588937081768476,0.03306577413665693,0.055727962949312225,-0.05069511737474856,0.013169949331469213,0.049122824100722245,0.02053897504306385
RSPO4,,,-0.022382318882563527,-0.0021022156870295324,0.05615591684023898,,,0.007782979126282334,0.09519852435126791,,-0.025445427480151776,,,,0.07100353384849896,,0.06315721550734471,0.10844704483353697,
LEFTY2,-0.028969258211393775,0.05057286204524485,0.03139881497437115,0.02088350229441026,-0.005259903836397698,0.012864247334820516,0.14844892652475883,-0.015267857442119687,-0.019060556532372677,-0.024329501397286766,-0.02264493945550208,-0.03450013382667275,0.08756930300652745,0.08207632091929569,-0.032095334325512245,-0.05427539865913179,0.007044143186344013,0.04883624007428881,
PF4,,-0.0057438887391177244,-0.012594075300818993,0.007181049654070912,,,,,,,,,,,,,-0.03750297229705838,0.17151106477355202,
ANGPTL2,-0.06193523656028432,0.03998518849656784,0.05893095750576747,0.008817482528705898,0.06670465148176472,0.03173706904972487,0.14631674118071358,-0.00959695369918841,0.033519792847847396,0.06875575299245024,0.018058574950125104,0.08894273566520206,-0.040439170402684,-0.07425665897185145,0.03247838960526027,-0.02270219700595209,0.035102243212694,0.04323492495458282,-0.04146590445772932
LRIG2,0.009901602605448014,0.026798855029644356,0.02413121636557616,-0.0006025943074229515,0.012960186568340115,-0.04173105902148794,0.0612460070630894,-0.042292861285378625,-0.026205575237101895,0.06498966913288742,0.05996328713450955,-0.010596723673069025,0.023870619392102478,-0.03459729558368568,-0.05577692176461967,-0.05534535263015627,0.048426562219266965,0.008449456570022577,0.02211661413933511
ICOSLG,-0.016092467691281493,0.019071463498719906,0.03787121728887549,-0.02498633629803238,0.016418784997583157,-0.006142448272355149,0.059953689883165094,-0.007022010158986702,0.07096725661647824,-0.0028600270472652336,-0.012043030976131379,0.08391841638967892,0.06425356650115163,-0.011139503860415272,-0.04082710798604995,0.003875154481428065,0.08193152066030789,-0.06726062383310127,0.0249943968478631
WIF1,,0.06490300348345293,,,0.023534073045994603,0.014620243833661282,-0.1318085350925869,-0.022615471380561695,0.004239778948428604,-0.01810915059176338,0.006083194440223054,,,,-0.02193909668813505,-0.007215691347587333,,-0.007934901614213306,-0.10591080586194292
NPPC,-0.023193497927433627,-0.036020731413113204,,-0.02121266951297503,-0.004223360265170709,-0.020137902081914492,0.007310821855918884,-0.01707054579708778,-0.024157969538110648,0.04990950177130047,-0.02325977906081947,-0.02594673688995919,-0.033446065865897094,-0.02971867055509027,-0.02597937681085803,-0.06088582029342703,,0.0027450898112706353,-0.04541160775048897
LYZ,0.05812239022708942,0.010930622497398354,0.06361694819021776,0.038041477188755585,-0.0337865189036535,-0.031906851818964646,0.08121359903632788,0.018664594257482018,0.06871566864994058,0.01701572822381257,-0.025533992708511588,0.07595546616025786,0.11012525332404753,0.06483595454718868,-0.01796136179866,-0.07139187945200687,0.04006409140200564,-0.032006447552358507,-0.035373142212073896
EREG,,,,,-0.014320827400644923,,,,,0.016694846596264575,,,,,-0.016471467828758805,,-0.04792787736566109,0.11634084986303922,
SPTAN1,0.0428935903704347,0.04641691887044491,-0.021893406174912367,0.03834854542824149,0.058620290890103996,0.04325630065446093,-0.03184383706085186,-0.011220844648674271,-0.03953503800347147,-0.05352734613737869,0.02052465325876289,0.009935613563521954,0.04437606413874438,0.019111809743610004,0.008722105712804493,-0.001723047909446992,-0.04071221491819887,-0.035515185170594814,-0.0605136061539573
PTH2,,,,,,,,,,,,,,,-0.03753290700214009,,,,
LIPC,0.04014826566433746,-0.013977040636340803,-0.01895475641271477,0.04889021325778515,0.003052013190304472,-0.014949946948120664,0.07493256419313325,0.032918868166441975,,0.035056189072480565,-0.02881604216971615,-0.001298116254263056,0.03840392114987415,0.0024563252800135667,,,-0.028733831298153805,0.02704114614420891,
COL8A1,-0.0016281294174023218,-0.01592195422811953,0.036896786406537596,0.01702460279474193,0.025072297338432668,0.031415026578165375,0.032187102607071014,0.017632728760160286,0.006534297485819445,-0.018497034162556766,0.02171882857458213,0.011514711814444759,0.05105722822967126,0.07383853210412591,0.005733445722965517,-0.059717317035995365,0.003460788673766208,0.046398036455059834,
GSTM2,-0.02838259290639871,-0.011762308557941803,0.019722090827244076,0.00832805889232849,-0.04704873367543111,0.007875475278965722,0.08381919721413866,0.034386368821517,0.07340192509598475,0.012310127858688697,-0.02789557520189892,0.014293986600530429,0.027513035502253494,0.020845769237284338,0.01102296600306326,-0.028379698407056484,0.03998557154981568,0.013432922222956604,
SPX,-0.03051668958085832,0.01548552274171534,0.0442018527682396,-0.04026769778721651,0.00544779534626779,0.013077663310737108,-0.07256394773178283,-0.02216531337629627,0.052006319503013494,0.0368754231298358,0.048339379400302265,-0.012790120855629,-0.026191015602735294,0.009128161063019832,-0.03183927590085415,-0.05316899045332578,0.04236649245189171,0.016240701464319496,0.1406265307873676
MFGE8,-0.008799310922809096,-0.008215129230609158,-0.016836932173627132,-0.026029460107621975,0.008974701566627927,0.028251143333807238,0.08593916176425413,-0.05934658633599159,0.02512776278838681,-0.05260742511498645,0.019576329668885985,0.07019338018801946,0.10700256075683648,0.02513003401270419,-0.013602646975875921,0.055740158159154896,0.06265956466498585,0.02294004779848246,-0.0009346350535692512
TGFA,0.08105573617267464,0.04906106051583181,0.042106967336745266,0.031277691542756406,-0.009795191771464694,0.0174078540354599,0.06154462486427737,0.046809015268585365,0.026173219748451253,-0.0035229887834205475,0.01679851093841203,0.06617411149523433,-0.014451941721311243,-0.05982126742508183,0.034898203498032986,-0.024315212133183405,0.0636939947093214,0.018879881581496456,0.09195308398371929
SLIT2,0.030832759172655707,0.01581074881277614,0.036515392841050855,-0.03263561596202564,-0.03706337415184988,-0.018869109080302773,-0.056694062902553695,-0.004585829706196272,0.004561214378938585,-0.053085987703984996,-0.007774837888788527,0.12438503691828236,0.056567561907302014,0.002862055670338941,0.04827920797054599,-0.012413834744359909,0.031198234115401926,-0.005622314567253721,0.011611499405103093
PLTP,-0.10347623387460592,0.035466577948315016,-0.029789838260399933,-0.01879853541596646,0.01470771898417518,-0.018143912443816378,0.0792760255562066,-0.06051146791043176,-0.02019120427392585,0.0062129539551288955,-0.005459931354172587,0.049585336027804246,-0.03568567229193682,0.008985582709611131,0.02408326711787163,0.0782927258974496,0.007257617628135203,0.0011382151614847294,-0.0755657525431914
APOD,0.032179236442510764,-0.00047697812137222697,-0.011435631644167115,-0.00427819984854269,0.09476559753258154,0.028046210972646295,0.11757478911956142,-0.04026133673150808,0.0389621592473809,0.0852207899349664,0.10172784696418793,-0.061769755425337323,-0.05987448981704605,-0.01901468463319932,0.005007277924520331,-0.016701825678401797,-0.06058061538230571,0.02535192108143607,0.04559651705714157
B2M,-0.02513391565022816,0.0582038273895318,0.05560623402347258,0.016437383329048,-0.011617714203913842,-0.006887259164883209,0.16301550157283784,-0.024970515540822445,0.014925252906798742,0.02976324692011401,-0.050456542897765314,0.060798755984576604,0.06809055956484145,0.0436725779271366,0.018854057003776056,0.023007291204956613,-0.020916065149611102,0.038850989562519055,0.07646680122367291
OMG,-0.02338883597501355,0.03532723914880117,0.03799700636021263,0.013539027088176451,0.031005538491708146,-0.019508563363325203,-0.015510956856501926,-0.058838201716802575,0.0095729513977897,0.0025769570892547563,0.013638987666017741,-0.059810615643688926,-0.054902899676414374,-0.019235824576019384,-0.024676645052224073,-0.04440870406943997,0.06905860524376578,-0.05916862893231834,0.06812267766541356
CXCL3,-0.023561999566073157,-0.04715319063695889,-0.02589222026284295,-0.029804765672041485,-0.06410157729213241,,-0.01885900572690292,-0.008836678426118561,-0.018596022889168066,0.005342138389227402,0.012560989155586682,-0.02674071437335923,,0.0024521821312833794,-0.012189763322613912,-0.02902973152130377,-0.00739476846979846,-0.023160094638513946,
CXCL10,-0.07303050258181734,0.08082088974803794,-0.02524696769168646,-0.0019753264755232487,0.010749728262766576,0.0616349086790821,0.09885625654212518,-0.012805038625800994,0.02404910739233558,0.013633025667364459,-0.020993395211581965,-0.02328468912126866,0.016604743471749686,-0.04223801988233475,-0.020503622041710367,,0.021089420433495744,0.019647512452106445,
RSPO3,,-0.02851018907948924,,0.05724827225930702,-0.008275742571592847,-0.0036886626339852104,-0.022792379028583408,0.009926289555579938,-0.018588160267304164,0.018464845045669205,0.11034481489463936,,,,-0.03700977402563197,-0.061281753763965136,-0.026726921575624726,-0.04271570235883949,0.024706094913401914
CORT,-0.029258551718618703,-0.008312281124742789,-0.02249222097257367,0.022861389209997647,0.012992543506628935,0.023868255491211937,-0.059356629291400065,-0.008770115443423371,0.014537468109184822,0.016949294611288947,-0.03662403218770036,,,,-0.02968916459985842,-0.05172282356999679,,,0.05744910375827119
NCAN,0.0027367947704415845,0.06201786520541304,-0.022263956087843702,0.017122969327383827,0.05389113902539886,-0.02473551167048656,0.06268755987069102,0.07536605710370134,0.005798132332027798,-0.06226093323329227,-0.0034299789009004647,-0.06447695612076344,0.07760458713413652,0.01684843104871993,-0.02241130951063188,0.033385085239050157,0.013857207546735114,-0.04222970035914127,0.12876515425814086
PRG4,,0.013369680160407032,,-0.015673244912643016,0.027451067810819033,,-0.02322033200162906,-0.007571506694743417,,,-0.016140237098652283,,,,0.07085430280933919,,0.019856151319564246,0.013211124908579735,
ZG16B,,-0.01701835667298164,0.006556722222521444,-0.018190717554916816,,,-0.03730938598869702,-0.02002218855141675,,,,,0.08041605036960787,,,,-0.033325594856679436,-0.002615918900425632,
TGM2,-0.05316903786309638,-0.011596373746674856,0.02553036979318535,-0.015362206145431757,-0.036664166530839634,-0.04271779849689721,0.04802177355687373,-0.000802194300253242,0.05691131055374,0.014849887111528473,0.007909615127801329,-0.009794219702420125,0.053202056807870865,0.010168854751325129,0.037501299595159625,0.026882696039720797,-0.014636305146191,0.043822536478142965,0.01606788821182238
VEGFC,-0.0292585536024844,-0.023238192994596386,-0.019459504390000888,-0.02793391909824731,-0.014015434603550201,0.011859251966296513,-0.04879150013365482,-0.03301136407429671,0.04829724306157954,0.0076762029100328226,-0.016471755306819484,0.16667969570366753,0.18696903956175276,0.044040336417775626,0.02882730629664663,,-0.06341325450268069,0.04926981987866182,
WNT6,,-0.03386445875970909,-0.014015222840717056,-0.02167811584609013,-0.037257082648108356,0.0001191220172073579,0.015459572814590483,0.025951921671123257,,,-0.01437571625877668,,-0.0295298920834815,,0.10200227508110832,,0.012696106449832734,-0.02426536007920721,
NRG4,,-0.01933113279743546,,-0.019075056044959522,0.073067482759123,-0.023205780112300168,0.007277454983211485,-0.031079176725523124,-0.025337694255336347,-0.027030299964115514,0.05221424426366539,,,-0.0022705200062514237,-0.031165279906660112,,-0.026726924571074978,-0.03649137976418889,
PMCH,,-0.022280170871874602,,-0.02643034850947969,,,,-0.029306938504552984,,,,,,,-0.017943681429461986,,0.01895528469501355,-0.03525987846654578,
