,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.027276798858670858,,,,,,,,-0.03167174363735126,,0.08939210826496498,
BMP1,0.06771976930979458,0.007636675492008175,-0.016830969196108783,0.10526676092653814,0.003761073502761927,0.06189823389153705,0.20980193848310072,0.21257241540067628,-0.0015378458449512495,0.0809099056490989,0.004072294990770363,-0.01806404550818408,0.014169628753149272,-0.017991246798290946,-0.043711885921729775,-0.032476006109885235,0.0010694563918460147,0.03815023661905391,0.04711472442846015
NDP,0.1339354671082025,0.014134283187481434,-0.033797911317704966,0.03809960298648523,0.026696680919740094,0.030280718290082314,0.0015020150245021418,0.10882965045175376,0.06133880155548775,0.05361696558889005,-0.028826642328117085,-0.05181408284663632,0.03366025017806978,0.04687213491749769,0.05219607134118631,0.028775024893333685,-0.03400447813973416,0.08172476863074112,-0.04707741823707486
TNFSF18,-0.0570080920249778,-0.029493995353302518,0.003520289849079144,,,,0.022820044509236772,0.15688155482329955,0.03299842519383955,,-0.028742977641713113,,-0.049575722959255705,,,-0.032662510174095556,,-0.030591956277964932,0.022426644403197242
IL36G,,,,,,,,,,-0.010579105396018711,,,,,,,,,
RTN4,-0.08641223876834765,0.03227614414290838,-0.0617011431174913,0.007477703056791027,0.04209277991629956,0.03852073082357786,-0.21214662015128238,-0.21970281974952238,0.01452299251058956,-0.10749356258978361,-0.03470603975837806,-0.06858917757394303,0.04780106154589368,-0.02519076218153628,-0.059561123590425286,-0.037914442579687374,0.07926480459976598,-0.06146194752450656,-0.05580231618238315
HEBP1,0.05481528948466455,0.0012695147714986506,0.021060988586581897,0.022413382633879705,0.010080070249242595,-0.0005776894420498935,0.05312919866091695,0.05249969166543943,0.007188132292366844,0.03938196301283317,0.0039374095433137735,0.043432588232235884,0.03477223502099725,0.03065277738222155,0.04618332044235981,0.026149751397944756,0.03157816121172111,0.09295735384545704,0.03671363715463842
WNT7B,-0.05585716530921963,-0.022516676846362292,-0.040479253516549005,0.08920507849851504,0.022427869295979994,0.06534501089959674,0.04536498545449388,-0.06443663799217396,0.015117451658208861,-0.0005877997820122584,-0.008549915275466126,0.019080256675052375,,0.01769095551484027,0.03888820206445019,-0.043344897852539165,0.037088500213874706,0.07151474551348706,-0.010214240108514697
PTMA,-0.08418957941947701,0.0341877186154287,0.026412477883945313,0.09435837455241924,0.006311351473534041,0.03187250539741582,0.2606030107783307,-0.10306277831011454,0.08461626153604193,0.05242024637686653,-0.05284710792575642,-0.032242207203367935,-0.045490362890973975,0.03697377908718854,0.036985006101870006,-0.015896905801436944,0.02486774146237757,-0.0930774518835306,-0.04811645351494912
FASLG,,,,,,,,,,,,,,,,,,0.02498725298486171,
