,UKF251,UKF266,UKF269,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1
IGFL3,,,-0.015533287124702472,,,,,,
BMP1,0.02276307288345392,0.014725557392395174,-0.11094804757916157,-0.05744610966297417,-0.01693866095394546,-0.06858519917121607,-0.023353823287576823,-0.037341317455571725,-0.013683343474394639
NDP,-0.007350860102110487,0.04883157291115507,-0.002490631521045927,0.007411763228134069,-0.031268563313030656,-0.016859288226033275,0.01865017005090888,0.0308725859809083,-0.0388361812891623
TNFSF18,0.007629602279196954,0.04885430581252638,-0.02306646505812505,,,,,,
IL36G,,,,,,-0.015442925234283008,,,
RTN4,0.007897244281712427,-0.06580721881365767,0.12381720802884204,0.0410057864505883,0.1189624175818123,0.14602398388114418,0.0342702178463271,0.04937152520685376,0.020523242574841397
HEBP1,0.054208454277425364,0.032115644433850295,-0.0006285783545171508,-0.018460943336075727,-0.027323012388933473,-0.02907796771307752,0.042681789886259626,0.009646115854708042,0.026747665952801845
WNT7B,-0.01993682049546641,-0.026127692026324315,0.1149111432281086,0.06948841904933468,,0.00316160986304093,0.004507991052527005,-0.033879007869800346,-0.03694746678136509
PTMA,0.0334382280427916,0.07549642431051341,0.03737499562497249,-0.013065957145011589,-0.11083178173074142,-0.15699412389832607,0.011981427919079937,-0.03181678439696731,0.04874743840549659
CEACAM1,-0.015300310611262415,,-0.03035415424887681,,,,0.1495332300645278,0.07036271910057808,0.0068530875459533605
PDAP1,0.0624445485808256,-0.000539853190521699,-0.1105492250079383,0.01938293150926452,0.021258836966077575,-0.0637654988844016,0.028819485279042326,0.010318099322771708,0.004736792513785412
QDPR,-0.00566445414428624,0.02611466186675039,0.013158905373190272,-0.08305686890026455,-0.037110300213093736,0.07852001823448723,0.09094271518793794,0.07730710420805936,-0.01969522718049691
POMC,0.02256545358134591,0.07665293696548314,0.026644324957964004,0.005831202427618345,-0.00405505921825882,-0.0330866328337844,-0.012685777429240083,0.04840530478092283,-0.021823842071409767
CCL18,,,,,-0.02937902208612235,,-0.006372270723243265,0.0023369451752174634,-0.017617771177535924
CCL17,,,,-0.0170078035436691,,-0.014107550626016279,-0.019787051244936404,-0.04277424827542832,
VEGFD,-0.021914625259014095,,-0.026022422641292474,-0.012475429581887092,-0.029151254459022936,-0.01511949896381805,,-0.029631027403049744,
TNFSF13,,0.05264678888049505,,,,,-0.0024844856403761946,0.17479135437153476,0.11937444550994247
WNT5A,-0.0826225155133445,0.04623976015108611,-0.07660567463885601,0.004243328764651697,0.029096385333521466,-0.07018900340857827,0.03335477520891128,0.04281802016899847,0.06079397284165886
CXCL8,-0.020519556171276734,0.01897577182794948,-0.0517426043240166,-0.01161766247636537,-0.06642596159931137,-0.037592152961193136,-0.04717553238976974,-0.1454188214608465,-0.011173385789503429
GRN,0.038335616370614944,0.0006882382840828953,-0.10208999719609119,-0.027895237134507526,-0.08771694609178357,0.04428816484714286,0.0010364281999159814,0.0031185960656439963,0.0142951232787663
MIA,-0.019489335153747317,0.10106673069494991,-0.0443722682907732,-0.014188173848390134,,-0.020706846720698554,0.10516364728912615,0.07413995055973678,0.01685014313380579
COL4A4,-0.03277525689766749,0.04736003215404997,0.0352094151600997,0.027467202710303815,,-0.0200864095244218,0.042719374906602825,0.023133436460886895,0.024511280581187216
TAC1,0.026742255573290005,0.007129540810317329,0.0964931268955692,0.052018751268049127,0.08737859237626419,0.2117895228252819,,,-0.04230842112221176
RARRES2,0.0009123551378306473,-0.013308683600849197,-0.11308263399237761,0.00524895483735536,-0.09633645346397228,-0.1026471181341467,0.011351916837232525,-0.0998420144494883,0.033141998503531396
FGF7,-0.02473470679283751,0.0891510427098147,-0.006910485619259225,0.03344281396733078,0.011621572910621004,-0.03735914784741215,0.019155203941735113,0.02547297400870538,0.0052620341941471355
EFNA2,,,,,,,,0.048707542866761384,
