,MGH258,UKF243,UKF259,UKF275,UKF296,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.01760187888995665,
BMP1,-0.004843656967123404,-0.08360395818171487,0.005271926565970034,0.019166796762983152,0.0003226051849483948,0.07375951574116427,0.0006787151757630559
NDP,-0.06688676703111812,0.04982252509260655,0.012051838813877612,0.01554176585231688,0.00042059664392365503,-0.05487138660012587,0.052880666400938844
TNFSF18,-0.02288514705441509,-0.02665078474186063,,-0.010647509681371023,,0.012255083740875073,0.018241761758918392
RTN4,0.09023921909032011,-0.057302824086491004,-0.007599359841374708,-0.05733765502392102,-0.06819977800950866,-0.009905123563973387,0.006851763173421847
HEBP1,-0.012122874049439854,-0.07332596081717448,-0.029310165517854245,0.021389489403617245,-0.023002776675347118,0.045129961223401883,0.04598104897028259
WNT7B,-0.020161097772201705,0.036536744560674156,0.06232071062061738,0.010114498478768953,-0.013194808285128699,-0.0045577371088844935,0.059143502080392346
PTMA,-0.011979393711619869,0.08146813617364554,0.013156821111898132,-0.051585726909087,0.03371587428385962,0.040931506529587415,-0.021180819467042793
FASLG,-0.0201611034716924,,,,,0.018077038777042056,
CEACAM1,-0.02799386861411624,,0.021641965511336517,-0.016745996129576765,,0.028187135352835145,
PDAP1,0.0013461747890087907,-0.04915271835487535,0.019384977627674944,0.03605457171399133,-0.0505130541093399,0.013828256223424824,-0.038605373253512404
QDPR,0.034484379917331075,0.03984438124226435,-0.00042757976899727675,0.02072220906573589,-0.07216184137996506,-0.06427283916129223,0.03747713199085605
POMC,0.003102029468538592,-0.0011010664504781695,0.02962984660643746,-0.012354528249030876,0.02189786274084576,0.03542663154414418,0.04932738301617857
CCL18,,-0.03574089367899791,,,,,
CCL17,,,-0.014324222621670664,-0.013279517579130084,0.07247868264509262,-0.03146543019268675,
VEGFD,,-0.040269540657918164,-0.015958765820441204,-0.014148202783512946,-0.01197933352353216,,
TNFSF13,,,0.10761057467945159,,,-0.008813895629451274,-0.02644443158509638
WNT5A,-0.016330306293091238,-0.05860872679427529,-0.0018629080496948094,0.023615077880387997,-0.029210703997371495,0.01739990123245335,0.039206042879201784
CXCL8,,0.036992005329871645,0.05500768669332505,0.012385414162650378,-0.011155676255851508,0.07042443944190348,-0.03593681772639986
GRN,0.021860618452270886,-0.07115145730623341,-0.06034852183379153,0.022010989447137412,0.05954472675280485,0.05376183033956492,0.010256726472998743
MIA,-0.026389145505856523,-0.03145288707197385,0.02845311421290431,-0.014842833322998454,0.136056305182657,-0.03609039990945591,0.006813771022872014
COL4A4,-0.023349014437592346,-0.025266123095148797,-0.03452331097196328,-0.013864227203243833,-0.022887184540581917,0.0822089259478099,0.04130122570291422
TAC1,-0.02016109250286555,-0.050771086083832614,0.014190925022968814,0.017108560677787786,0.01472181895884779,0.05399915084587193,0.013475605187903463
RARRES2,0.02618309627748481,0.03712113626275456,0.0030419567256634176,-0.04346134200902167,0.009339879459226933,0.04559995299087708,-0.05822018589647541
FGF7,-0.014610913068891,0.030607389630219,0.0745561439362097,0.003478219683345997,0.009510829676425043,-0.015642262479606043,0.02414487739236085
HBEGF,0.005423383377165039,-0.05765391859638237,0.029682284027486974,0.06854600755652428,0.018866029913875624,0.034305888559587064,-0.018672417203153782
CSF3,,-0.04053828845693087,0.1704830096563974,,,-0.03312824387736653,-0.015044684189097225
PI3,,-0.04802364778667145,0.1071893411861608,,,0.0073455962683532,-0.02117855195160425
PCSK1N,-0.009405379447305854,-0.07467552752032383,-0.038717694910802854,0.0400168950297743,-0.02680404272760485,-0.05039295251100478,-0.010693389430857087
NTS,,,,0.01857441607323473,0.012029922825400708,-0.030377232415250945,
SFRP1,-0.02933489885657058,-0.020416751354205332,-0.012498437920042946,-0.020064133172219615,-0.016331473947797808,0.03113815328396527,-0.009486289746711413
CXCL13,,,,,,,-0.025217539141166728
MICA,0.028238128181205576,-0.04107696253069367,0.03451051935917435,0.03149181770920529,0.04111069018391788,0.06006940954359829,-0.00018118425815135593
TG,0.11540651334227667,-0.014643107653929312,-0.01348779469628381,-0.013378611417638507,0.012477998222548761,-0.05098381269687651,-0.02778985863279328
ADA,-0.02774456413305951,-0.009375326386842124,-0.04220099628612375,-0.0009112576898594843,-0.019195033534630625,0.03366946890376162,-0.04295639352106745
LAMC3,-0.006340780668679216,-0.0188548906636406,-0.025024625697702075,0.051516417972105516,0.05429665399066598,0.06219309035795379,0.05380340227116769
CCL7,,,-0.009751654015568337,,,0.006140568133387469,-0.0526440925052225
NGF,,-0.023355260341632725,0.003173701596811739,,,0.11245003912897558,0.02795729550547638
TNFSF15,,-0.02889337185864576,-0.01085894369362363,,,0.042793913506784034,-0.034407809656292386
HMGB1,-0.02705070449653859,-0.06663526011772367,-0.03305751099484068,0.02861095825111608,0.020869624698562902,-0.05076461957735923,-9.085256690107506e-05
ITGB3BP,0.00952962843504256,-0.012781752051125977,0.03662791425773644,0.0380267087754666,-0.008094135891837998,0.026406859537791507,0.032879638240554156
AANAT,,0.030537437376738766,-0.009880529233389732,-0.012031463432730795,0.02799979640013809,-0.03673011692821999,-0.018983008272571215
RELN,0.029518247817189567,-0.026054235404629825,0.05224239810958758,-0.02648939870959768,-0.03479126603985506,,-0.004384876460637533
IL15,-0.053952439108660516,-0.04107142935660148,-0.03429502298740722,0.04433898191718221,0.0427957362383274,0.06802847278418736,0.07238474340082955
BSG,0.0035537052480322504,0.1373700106051429,0.01714317170504804,0.03182368016535356,-0.07291019391879172,0.003977068507304433,-0.010899943899034778
ADAMTS3,-0.019647091240917923,-0.008078207505086534,-0.012434153689383618,0.03450474779946449,-0.04182231231863942,0.04070724689444442,0.02724737708260413
CD34,-0.08806208815615471,0.003177844392170497,-0.010503233601765295,0.02658020099266901,0.021215986387467654,0.038887220031328024,0.07555232739513945
PLAT,0.00283932210142936,-0.029137602134079635,-0.05169033212586804,0.08970030058469754,0.0004951744777664421,0.03621386312947035,-0.014911853042427902
NTF3,,,,,-0.021992337343719567,,
LTA,,,0.03431020660152685,-0.011587553160305459,,0.0029819554491245636,
CKLF,0.03973900027118424,0.012586847319957139,0.006552388361797304,-0.012176333882044716,0.005878838168748478,-0.022703915799671886,0.006619127621290886
CD24,0.005215693493538194,-0.02965717146709842,0.012161622156336774,0.017969998803877327,-0.019789063605929056,0.0019438627233667426,0.057364913473415345
HSP90AA1,0.005206717695476581,-0.02890292649132607,-0.07718108639222365,0.072707294028464,-0.060069798676165374,-0.011906000357167617,-0.057994028035397015
BMP4,-0.024029520143301612,-0.05054649637721202,0.00948533142079178,-0.03323646746246828,-0.03555893043332534,0.0466034232583392,0.028005091102407603
SCGB3A1,,,,,-0.011491951792177888,-0.04020067680443798,-0.038146465177541014
IGFBP4,0.0044492942893183665,0.06498703147635963,-0.022504784904943145,0.06823361498123301,0.05195832926257118,0.12927687217867564,0.06806006864331099
RSPO4,,0.07246005617443291,0.09354703900305492,-0.013477029757715937,-0.011491950111219972,0.016890065693154918,-0.02393682149761592
LEFTY2,-0.023118151022693025,0.040708067285752964,-0.0073378085931651875,0.020801903751512956,-0.01260106384659067,0.08002628907532071,0.00643936026503208
PF4,,,-0.008508126009543645,,,0.008438137187266116,0.08559960411839945
ANGPTL2,-0.042113235552994524,0.004731157085565358,-0.008138499600241903,0.02444093275903911,0.0273175145737586,0.002273822300699526,0.0257906783870359
LRIG2,0.01579380752163625,0.07921763625766524,0.001976023766375428,0.01015465320897786,-0.033035380122704835,-0.027105543840248714,-0.03507297120218232
ICOSLG,-0.015428670829720131,0.1305812653905385,-0.007531037084747657,0.012453749590171823,0.04556876083383161,0.009393830072248035,-0.008978668110614235
WIF1,,-0.06639583616417204,,-0.01039990465138052,-0.00785805321169273,,-0.018519034095933137
NPPC,0.0030065194459416044,-0.03632410819628448,-0.013198201599345023,-0.006440863196896427,0.055010845297814755,,0.02064570232259323
LYZ,-0.03161127806788962,-0.010285908740324734,0.04273893171968176,-0.020934592528408062,0.08635945025117264,0.0978639740905951,0.053678043441172274
EREG,,,,,,0.0040800182170552665,0.06953812734590714
SPTAN1,0.0067082841457670045,0.006713896966238245,-0.0072591550920164324,-0.03910757968148863,-0.017045889703182382,-0.04284307051438923,0.09371118575313635
LIPC,-0.01363229222125515,-0.009170965532421943,0.00408103189154712,0.030640819172795004,,0.10300494312472343,0.09017615536819887
COL8A1,-0.002875746875863294,-0.01981758839574175,0.002456881479856745,-0.013265374557520755,0.02696327279994221,0.0032066810256391625,-0.022799796031241652
GSTM2,0.030411837522441657,-0.01172554968964178,-0.014366535019108518,-0.012933452205883334,-0.03396647706321029,-0.004510191911914779,0.02470560573984075
SPX,0.0028504415807708095,-0.07830656180081563,-0.025053951508182747,-0.050623076331660515,-0.03306774956516025,-0.0356129817943877,0.06247654641736611
MFGE8,0.03286399957216479,0.008756307430548218,0.028416636891194922,0.018991089048423605,0.05977121348527237,0.07672264785089976,-0.001576591935524606
TGFA,0.012011183105337341,0.07533961377895947,-0.0114074533393177,0.02032792926571336,0.017976730075981526,0.05249017211900562,0.01966526440921836
SLIT2,-0.024029516298218034,-0.05781968462030634,-0.028957250254410292,-0.034681348720948,0.011691520922195088,0.05071270004592377,-0.03455345395428288
PLTP,0.046703715662851204,0.04747651582396185,-0.0029564653490734365,-0.001398901797950356,0.012219137681779083,-0.0326582207931556,0.015215132402770882
APOD,0.05181743730309638,-0.13681121300283208,-0.0046773681607367515,-0.009956953963023287,0.05480636230098929,0.017407563037824234,0.11136714699989424
B2M,0.0408349397706668,-0.13196243381568565,0.03393198962745577,0.01445284016758398,0.09727110632772802,0.10546030921037877,0.06232569667759931
OMG,-0.0007779848878859442,-0.05369152624396269,-0.024905261318207392,-0.022692216184293117,-0.025146295442821192,-0.038309228025452266,0.015174908958092646
CXCL3,0.005991389787746788,0.04505641575058844,0.08311943280591176,0.036793578190398774,-0.012293957488653593,0.08580981208971913,-0.05443066466096652
CXCL10,-0.06798244896660147,-0.005280017758324128,0.008907402098691689,0.023326514550284724,0.04304272459762827,0.05474515278836716,0.070659153029888
RSPO3,,,-0.009880528503330488,0.008716792868928538,-0.029853461103655058,0.04891565117180127,0.0622505590407552
CORT,0.054645360106026726,-0.03198810402402956,-0.009291288704919772,0.07099427424746621,-0.011192664699355101,,
NCAN,-0.021817324329239374,-0.05158975526196312,-0.009734976190545076,-0.011776728109175504,-0.040137874755255716,-0.07542428207087286,0.09644227033499243
PRG4,,-0.04365625149881575,-0.009751655535218859,0.07880856869210566,,0.0823860338753149,-0.026098930303434915
ZG16B,,,-0.01131798887356848,-0.009207362886350112,,0.00674870153011212,-0.015996583032262694
TGM2,0.0022002399350814867,0.023845129218166006,0.034800172241304335,-0.03019994476196277,0.03092847604934406,0.08892328782132175,0.08480537158436698
VEGFC,-0.023349015565119306,0.007542681937810051,0.08049703987444526,-0.024793156636533472,0.051205619855789475,0.07576034990133211,-0.05616991212508162
WNT6,,-0.03972747131916479,-0.0134877952563042,0.007255240125288212,,0.005054250363708088,0.013753745517549478
NRG4,,0.010923803785574721,-0.011868210884358063,-0.0013317762858414564,-0.01166124243608905,0.014951399532211597,-0.024857486227033022
PMCH,,,-0.016444562423210924,-0.013477029107303687,,0.03897939281891415,-0.015310440201325763
COL9A1,0.052161731264093,-0.04612295380074847,-0.01239548005871773,-0.024676935075396696,0.03449899057400227,-0.002018968010349135,0.024260028315743202
GDF11,-0.07721220995117299,-0.045934720655915626,-0.019369830441189503,0.02606509261037827,0.00912793092856689,0.0485878944705884,-0.05159528945802202
RAET1E,,,,,,-0.0386461073368826,
IL24,,,,,,,-0.008860268021730287
SORBS1,-0.06540172759356938,-0.05108185658330276,-0.02856204371146068,-0.02968276490371639,-0.012383421561516509,-0.027732395410157044,-0.032421519181030256
DLL1,-0.015535549555108117,-0.044875981939740024,-0.030573799120206933,-3.7646929244743075e-05,-0.010629245968956718,0.02360022995232514,0.019962014982105494
TLN1,0.06606013318462446,0.04652897955875177,-0.03230742611612215,0.05403023651057217,0.007060970164188865,0.059528528541952376,-0.034933779432442996
COL2A1,-0.021930695502713288,0.10801516119579978,,,,0.07577807413713213,-0.022395260877805665
SHH,,,0.10136695294335804,0.026439668151304288,0.07252623904061076,0.04548767685669599,-0.04529309534668201
PON2,-0.044415481181038406,-0.05104383415518726,-0.06707447993009413,-0.001406621060142682,-0.035059091161588,-0.028549852026155315,0.045319728770456806
ICAM5,,-0.017362348560064186,-0.015793889937190338,-0.029917175331911218,-0.02509655928739973,-0.03791170116953381,-0.023243215538630718
HPX,0.012451688446704851,-0.021726522547000606,0.02409810822618091,-0.018068879011719927,-0.011491950620601078,0.010696118596593128,-0.026806186069761536
SFRP2,,-0.039454079358135864,-0.01154103940835729,0.0031656042613627407,0.016695850093829383,0.10989761118717133,0.01950120312014164
CFC1,,,,-0.011587553860601155,,,0.02466685000334107
CD70,,,-0.005244966511688136,-0.021614845126211788,,0.06797982584565691,0.09038977600694861
HP,0.006610391447499779,-0.04253947196703858,0.08525228076476216,-0.004001200724402982,0.008740791261073253,-0.01297688609230837,0.02588988170538242
CXCL2,-0.027395541735329255,0.04128009542326911,0.043012698757327224,0.10140380111031967,-0.015970997080392464,0.07774753891975048,0.0035607139108257096
NPPB,,,0.04491224974346815,-0.010146533410954308,,0.024850373391672828,
CCK,0.012452533026656647,-0.10524746029816476,-0.04445465414406238,-0.05612959117299364,-0.013683829714365197,0.0003898013248373207,0.06041890495996213
SEMA6A,-0.006207019785539978,-0.031055532721109964,-0.023459039058930264,0.057146059787021544,0.051429872544623195,-0.08246527932069889,0.0016771859164583334
IRAK4,-0.045029061096700476,-0.0992549119995395,-0.0036156259804988873,0.016434792071734452,-0.04196039956347817,0.008060328300343237,-0.0009163688248783081
GSTP1,0.04403152875520269,-0.04829486402369692,-0.025967993022141218,0.018458687067597675,-0.0033811634004616447,-0.013697010088188362,-0.01665209643596944
VCAM1,-0.0018801859377399054,0.05076746192339535,0.022899677154079624,-0.02312756830227829,0.061709601394298305,0.04534622252813747,0.015565761732946133
NXPH3,-0.011276016821253445,0.07494809277924942,0.019327286740884665,0.010845280067425859,0.040889039641938414,0.05955511877169062,-0.026292130183838067
MTMR4,0.006452687551456844,0.005126775670506721,-0.04025234786550629,-0.00292578372125818,-0.016546219425698765,0.016645614525952642,0.0336687298253703
LAMC2,,-0.006147678299579379,0.014772460662839961,-0.01277335357465853,,0.08520598383762949,-0.02393683467477175
IL10,0.013256340906551192,-0.014718383664157888,0.010898871246004005,-0.01804773006122809,,0.05133957684270117,0.024161911954910475
SEMA4D,-0.013656482346286017,-0.03495660812679262,-0.013576209401332423,0.028965227460045807,0.061852373861326346,0.03590486940044253,0.04588472641681612
TRH,-0.02143887683756809,-0.04113897448578136,0.07268303892190994,0.021089663869360273,,-0.028732169193081858,-0.03970698223466736
SEMA6D,0.005086863830299925,-0.01647904459813222,-0.0044370519779891125,0.009333784842208965,-0.008301149041134036,-0.05701282779338723,-0.05008299450656353
CEL,,,,,,0.01439049075452479,-0.025573242160898214
PDCD1LG2,-0.034466909021945276,0.023933308151006288,-0.04310661884186702,-0.02435522620854399,-0.013580181047797043,0.03117285930002226,0.020563868475381476
SPINT1,-0.03423009146336554,0.014476447700982012,-0.017977643245076377,-0.022190910563864238,0.10312753611360338,-0.0012036105440780512,-0.03577207963031239
CTHRC1,0.024458509385123166,-0.07883206449243421,-0.002208874657905687,-0.017964150747781148,0.06041671770989238,0.05055482941968011,0.01651633778269518
PODXL,0.01974094095582014,-0.04787445995051962,-0.018488813708679,-0.007512138158348405,-0.04143952576255157,0.07108522024577386,-0.009531146353797794
JAM3,0.028217269451413104,0.059321950122120985,-0.024683854138777342,0.025457741868993397,-0.078691348361438,0.047418483040190404,-0.024443645387398044
TGFB2,0.017438432496388545,-0.07881795353425892,0.043158539762033814,0.0016699399897088954,0.011010760224759506,-0.04921339824461303,-0.047153073285196814
COL18A1,0.033217915631910365,0.0076465714023326746,-0.043376023954629514,0.04027645965827452,0.07422517432474628,0.07638567011632827,0.08336199763188612
NODAL,-0.03391740455345926,,-0.019957138358055605,,,-0.005931231790800271,0.0016656098268070252
INHBB,-0.03133165824293155,0.018108160460919658,-0.034337600076046415,0.01653560136141194,-0.04470395410742346,0.017629539867833006,-0.022225269677270603
