,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
GAD1,0.018208215357133482,0.0771996309136495,0.053404452226716824,0.0016285923902913725,-0.04570316027605764,-0.0034468107549429604,0.0019991980596005218,-0.020666626466890554,-0.1616964625703291,0.10806871713378374,-0.023992544614648937,0.07648772147710436,-0.05592165013790222,0.016221423789471077,-0.0012828528295143911,-0.003997791908876871,0.0633990450896906,0.007201724591907493,-0.05318010341794511,-0.053153534265384765,0.054390254647385713
COL14A1,0.0042401703085813945,-0.041868348808142324,-0.02094005628033259,-0.02011809255170062,0.11499353243622482,-0.021543335404131513,0.08381589209073016,0.07919084989749588,0.02148978085853306,-0.05599285926523961,0.027272251294880173,0.0018969475558034696,-0.07803751708109938,-0.05999024043985927,0.03113892715326453,0.0025896680133460585,-0.03889436048328717,-0.03934731236554268,0.004419736351981856,0.00476481901713691,0.0930285213387402
HLA-A,0.02164686913905956,0.08224756124573256,-0.07151790675620934,-0.02142713890169179,-0.002411113201161255,-0.023107459265278425,0.1519622466731896,0.30084359733524035,0.0824082601261216,-0.11792562988059788,0.0038210120345642533,-0.08336886879786999,0.07551452010765294,-0.021107018999679025,0.0037570840488613784,0.027898080395895575,-0.0401805197533081,-0.04169818851595598,0.0651664029237398,0.017551831916169335,-0.0577551978990987
CD5L,,0.07914388728784864,,,,,,,,0.022885468779446166,,,,,-0.045000129396558376,,,,,,
FGF18,,-0.01873101444104401,-0.02565030534666956,0.00835242382122841,-0.011322373937810017,-0.01609129755304773,,0.0507587947735184,,,-0.016629054085052004,,,,,0.015093209643342468,-0.019783020475535783,,-0.02595736289073512,-0.033078843840408885,0.06282271549748723
ADM,-0.04381304581218647,0.012905397563046537,0.06194452772112512,0.0006363661615812479,-0.036961398165282836,0.0034729168992266206,0.05044154004288737,-0.23087978386398778,0.032824189539222164,-0.0032277701938786788,0.006527071023809024,-0.06805163971058555,0.015485784905768218,0.013623065207583674,0.07776011739254753,-0.015401990490507157,0.04897616471109735,0.002501687322396787,0.06843181077677193,0.021386476197139497,0.035700247172840316
CCL15,,0.03680242242415604,,,,,,,0.07817348093393645,,,,0.08275066418014877,,,,,,,-3.455151990538164e-05,
GNAI2,0.035225137176046695,-0.022392779935817946,-0.03722831564979044,-0.02588065056317294,0.10829167230289774,0.014835728997354943,0.11952404501525925,0.05958849941725984,0.14690940641751923,-0.09802016408127058,-0.025563507344575763,-0.018067156733931708,-0.0027446853495536193,-0.019281228682627244,0.07479287455674155,-0.029632808138502432,-0.018573282903174008,0.04154957154614036,0.05012470581324278,0.03097215694716832,0.01748073527618079
HDC,,,,,,,0.035979999275317635,,0.010968327390905745,,,,,-0.022537540300392754,,,,,,0.1730200848619436,-0.035369764932078225
COL11A1,,0.044182354184083,-0.004278802676546494,0.006639533704121437,-0.04320201129205035,0.020051431650198657,-0.011930894098931206,-0.0808667974712501,0.011210163525366242,0.1535383264141106,0.06952791306643961,-0.03393184953243231,-0.0173267379059684,,-0.0026738775887232033,0.057129107131963494,0.02468517398646386,-0.048629102338285005,-0.03067169308844655,0.0616652374665737,0.02507397023969606
NUCB2,-0.02353891025994157,0.013116090993699854,-0.0050735692374006755,0.019119018089523272,-0.056535834590962765,0.003616592283683789,0.0008307715224341286,0.01891410034037108,0.0027784466800964856,0.0971172464606266,0.0757992114742611,0.03634482261035731,-0.012883501206324437,-0.04453890035767088,-0.00393283875549579,0.00907942399585587,-0.018744169342839786,-0.029039280003810834,0.0173273297167159,0.05412499109196974,-0.03792412804288291
FGF16,,,,,,,,,,,,,,,,,,,,,0.05262938874502086
CXCL1,0.0060840837683581485,0.04386446763612391,0.03774411343471872,-0.028168645029068202,0.05202967040395772,,-0.024164053189921184,0.00813782753899643,0.003828419121422384,0.0059514318507730025,0.013639610705175177,0.0066603533660148945,-0.029403710343947675,-0.13735193484410388,,0.04967431497676383,0.023199677134722693,-0.02968978998935631,0.03196218697714446,0.0021643998699059854,0.021083789444293212
VCAN,-0.017591889776702355,-0.0026964560685514348,-0.07005415140607565,-0.0355715490691908,-0.12499099048143077,-0.008662237019441322,0.0451002859156649,0.22329336990123258,0.02109358134493821,-0.043123192300185034,0.025479076421597194,-0.04915477440167069,-0.0004838249863156583,0.10029070172703475,0.02764860782124126,-0.0761379316717375,-0.04146349203968009,0.0030994518580575716,0.016060958600369903,-0.05563587859760945,-0.07858817151994868
MMP7,-0.009598997164651055,0.0467179977436866,,-0.04038924117422922,,0.030553922814445914,0.005406559063897319,-0.012727692466413205,-0.008347832187553821,-0.025134310257021,-0.032965693206894756,-0.0174058730585211,-0.04956224365373118,,,0.0668057785709562,-0.04944870131255297,,0.023264570789321502,-0.011367308466916009,-0.032495675666331034
PTPN6,-0.00995054959968457,0.016195020416628955,0.03458631869229109,-0.03421127348652309,0.0020483053573667614,-0.01396108193042014,0.12070526066286118,0.0755792577567297,0.02800209167630886,-0.004882533252364843,0.04352310805761942,-0.008157571810976644,0.13610094318080926,-0.03327573806103359,0.006280753778204868,0.05159972804378088,0.03852436285724736,0.024256713355264106,0.05916708270059744,0.006104031195962421,0.01544600747562872
PTGS2,0.001097635713311653,0.04308327215743692,0.06468034069185835,-0.0193840498889677,0.053397382922165774,0.07454232174285298,-0.036199246335948954,-0.14024331368175522,0.04779013676417416,0.02322874672154959,-0.023163683103102604,-0.025994405148894853,0.08456934985177961,-0.04515240299062326,0.03024054186401182,0.01148001438550866,-0.0027636754922405245,0.06023840545188891,0.09150769833031275,-0.03668674393297594,0.013587705787537641
XCL1,,-0.02268501853817951,,-0.008975842192886363,0.08831441342298066,,,0.10044991536930718,,-0.015796757296336332,-0.016621935300335868,,,,,,,,,,0.02202782445254293
CD58,0.038004769459540066,0.017652195635550552,-0.04192097328695833,0.010376887432538834,0.06072213135725075,0.00023669975463766891,0.10079204403805617,-0.011879311927656688,0.09077444066509353,0.026005598260970736,-0.024850495530304065,0.04298850379423564,-0.034401879730997675,-0.006513707825906205,0.06395652185850198,0.11466384592225569,0.011909809980761738,0.010845958599984044,0.04111738396565426,0.10353289172813618,0.015148671425082852
TNFSF14,0.025342097959981748,0.09679198601939872,0.005969208257018176,0.032532630062536136,0.07532837997312619,,-0.0026277415292580977,0.12175029116929893,0.014074000842519944,-0.03475668959422207,,,-0.03499256914876628,,-0.027982091240356572,0.024260053540028106,0.036839158370806334,-0.026631676083100932,0.0480233445564083,0.03168785812952005,0.03289401032897005
CNTN4,-0.043848112973644805,0.01977885139916247,-0.029487805763813015,-0.03250659371158676,0.019010885975777714,0.032817196802421955,-0.08285084862637894,-0.04517587814633766,-0.0637665451210197,0.13048326378333197,,-0.0146048465750372,-0.03264984894206128,,-0.10607932639543526,0.030607054236578415,0.04837549958751664,0.06012559425142787,0.02918065633116591,-0.002879240818797154,-0.06632459549149573
NTF4,,,,-0.006251287203953358,,,,,,,,,,,,,,,,,
INSL3,,0.013153326652073465,,-0.02031582057956439,,,,0.11270529643702372,,,,,,,,-0.023196029839685443,-0.025640012547162735,,0.04555693972655287,0.047041624669875784,
BTLA,,,,-0.023171281044586305,0.02581747485979653,,,,0.04902716543026631,,,,,,-0.017488238310588933,,,,,0.06475617999377475,
MFNG,0.06910981174246544,0.052019895612674075,0.014578031670530341,-0.011755535189112074,0.03424171939783391,-0.018600524658751453,0.09871225607156209,0.11046233514378041,0.03925325349287372,-0.06813387000234213,0.019619561078172643,-0.008384692537511122,0.08159948887648664,-0.06782031422597253,-0.008004029849094988,0.0409885713290873,0.048881468339367955,0.030111912665255758,0.054052729032257274,0.059694023256738324,-0.022049320172118896
ICAM1,-0.031207317680337125,-0.03646851095952129,0.02152043894156475,-0.023816443816010606,0.06714178962216394,0.057184345391303994,0.1055515106726562,0.1723159202265411,0.04400379278350689,0.010238666559267178,-0.06445392857454521,-0.051437442392786845,-0.11937959227674053,-0.022125430994933633,0.09375737343435425,0.07571413048884114,0.0019137548970913265,-0.08706593798921093,-0.023567260728835384,0.10316776989699937,0.018376231640278042
PROS1,0.006410883168644913,0.06870629704139442,0.009301760008314432,-0.01841447702945209,0.05197664047233751,-0.01600499274407032,0.10625063506000101,-0.034159398436078056,0.07700647418975883,-0.014807030770778775,0.10648063492399716,-0.040574421661571915,-0.073217611136768,-0.039683882011400884,0.015010424446809032,0.060133035771802484,-0.023461047043708886,-0.020383198073775626,0.05223776113567334,0.06268459220135639,0.05804733030127195
CLCF1,0.021653676967594994,0.036209309999092984,-0.025903946752250835,0.003640529740088216,0.09974472590263722,-0.02409992732457695,-0.046988411437839134,0.030022927142867948,-0.005141500313798919,-0.04731239397135807,0.019347052844450333,-0.03353751696512062,0.0700969854537079,-0.035989657723765806,0.02432037550775048,0.011472167858345789,0.10570116279279439,-0.04629595558563596,-0.03047829620959734,-0.05658093376047734,-0.013226494897253537
PSAP,0.02490395846456575,-0.028920691470869102,-0.06541309941828874,-0.051312528479422484,0.07352523128835045,-0.023933071866041274,0.00877522674372396,0.1533237926080208,-0.01893368044269174,0.002758131532059631,0.0002551284522598124,0.04908290706075508,-0.02902951002699392,0.05462999212568857,0.027246231949764686,0.07215272157972882,-0.024477963580252483,-0.027905276646228383,0.04786972321445964,0.042710711420125086,-0.07885144762044613
EFEMP1,-0.0005383203437873371,-0.0112160960252528,0.013450184419351661,0.007919756739896089,0.19966670196309255,-0.0061589217465079305,0.07755735618912968,0.40955966791456555,0.11516978819278627,-0.11383541053545232,-0.0007340842335401808,-0.0255731248743337,0.030349544723468173,0.07913572917527768,0.11583092198048503,0.07859168887529092,0.01429922855797396,-0.05271682207087783,0.027614177005474045,-0.02446338515851951,0.023061347461536978
C1QTNF1,0.00807375920171218,0.008809337844273,0.0486970133962101,0.028281822299260684,0.025386245412952004,-0.004366673300496648,0.09465524504126441,-0.03906505296235045,0.028329561460304353,0.023881237444611826,0.00874590433451764,-0.03629577324352711,-0.03092069081960039,0.05621247347513249,0.07753745690619987,0.06282120164776031,-0.03286736035920416,0.003232535855328888,0.07695982057620646,-0.0067242031400763565,0.0047138502003569015
ALB,-0.004142652733426358,0.06579829936025394,,0.03846597863986161,0.04584751224850076,-0.02479885354787214,-0.02292409880605822,0.04268017609064589,0.00012307473320790317,-0.014147860176385942,-0.015160333589205694,-0.010191406319331887,-0.037209500275712494,0.01291001680922813,0.05721479345908172,0.05100714811439076,0.019536842959921957,-0.05861849464054076,-0.0141677713699889,0.054116740256498444,0.06320340817786542
CCL13,,,,,,,,,,,-0.028894056327573053,,,,,0.18111263227225458,,,0.08358466078894436,,
EFNA3,0.04803383583535453,0.03409765141537842,0.06968292308991024,-0.020928215547450717,-0.03440755948633992,0.03735803849226239,-0.07186583248951053,-0.08409835563855293,-0.021484492110719424,0.08293697382667542,0.09803075816616899,0.02074333248741117,-0.028163433474078087,0.015572638344840078,0.04088248328552589,0.09483973020987904,0.051257902277575346,0.05852867666405132,-0.015454371166435919,0.10963461134830466,0.05308927408531755
DRAXIN,0.0327314247074785,0.006050312513306279,0.082594163492029,-0.027562991616479696,-0.03178963778865086,0.01077911064316623,0.12224432941404095,-0.06253123146573496,-0.02467573527606432,-0.03440839057267843,0.021348553034974835,-0.007556545053150015,-0.026218614867508705,0.01768497739900553,0.20251987565773064,0.02923022343262441,-0.0304284757330508,-0.006712684496142632,0.05893140593725866,0.12199401572026676,-0.03440229563476033
RAET1L,,-0.015830715881627305,,,,,,,-0.04010688451043629,,,,,,,,-0.025955961739509526,,-0.026350767093132353,,
NPTX2,0.04780362165145859,0.09526182742971591,-0.01452696849768152,-0.0422131258027017,-0.024964411793754058,0.015207262758193401,-0.08908716642234212,-0.1253893439914444,-0.04569262133773542,-0.03228331175938169,-0.03491200710457838,-0.041910227225062754,-0.01889225035544062,,0.02676443544900941,-0.010140566797577254,-0.034232709315371646,-0.002315882831691478,0.057098966899688866,0.04994047876884109,-0.018324208339766845
FGF11,-0.008119572035196006,0.007933237581820666,-0.015173148134944634,-0.03372959066175585,-0.032278320349478015,0.03522211766626928,0.10979523146423996,-0.019999517216318884,0.02812133824688975,-0.026380549890738632,0.04447493452577506,-0.03237480910235145,-0.015503180890064864,0.03711863052995659,0.04913156990903279,-0.003216444990495329,0.027505181545205107,0.040385982408503475,0.06906956671923942,0.04358120230109758,0.05053707678022422
CD59,0.03762499043064427,0.008335096131044032,-0.03420290168480013,-0.019718326451106674,0.07143643814949462,-0.028434355793797925,-0.011040498944007226,0.28527106317264345,-0.025531031604121145,-0.035419941217030945,0.005199816102455279,0.06127523868036987,0.0036594597842445173,-0.071032543712978,-0.005157351118814437,0.12428405058613247,-0.03277799526924004,-0.027835545862704994,-0.024873674167534734,0.01907101911332302,-0.024855058497715635
COL9A2,-0.03834892261204121,0.004009592502762116,-0.06245289504825726,-0.022107455805373148,-0.07793693668848052,-0.0037279900323401415,0.011782334358300828,0.10364353411674372,0.07059485818908129,-0.028502425492600566,-0.0045601668386118736,-0.017498340329207756,-0.00045967107965986625,-0.005200259647716973,-0.002455906204714233,0.05583986754010457,0.06968000989887432,0.04181526314402818,-0.04396683402089248,0.036762851486520004,0.010131921685015888
DLL3,0.01258110409021602,0.0012704635308239385,-0.03783769296022378,0.0360048509314301,-0.07965554074745977,-0.015039878261704654,0.03666757109957636,0.07105632783721184,-0.05889720418385365,0.10807891891897288,-0.019426749150058913,0.011824924464048401,-0.05545433265388076,-0.11253225519160205,0.06428877955287297,-0.009690455957631324,0.05046020782568966,0.01378674936251779,-0.04661793643122309,0.07726124811708351,-0.05375025133799128
FGF5,,,,,,,0.019229370199945816,,,-0.0007205699481771128,-0.036575606794249975,,,,,,,,,0.01132436889533854,0.12883109887146268
LIN7C,0.047327213340416355,-0.01688157548205721,-0.03238165933678769,-0.010779017109957219,7.871897507889309e-05,0.0027747250721181387,0.027202907898061075,0.01127840932577841,-0.020564495915352407,0.06423153863981834,0.030792284105156408,0.02685257053979652,-0.0029108102589516256,0.04527152215588354,0.07824051205172779,0.030803402737010047,0.0072486936288535045,0.06643650538412196,-0.04969058574518934,0.048294428478292434,0.00963510871621248
GDF7,-0.02650569860370564,0.009203912706434813,,-0.01974146166698942,,-0.025037626018094682,0.03561189006867172,-0.008232542821532527,-0.05140926407395601,0.06351561271840599,,,,,0.04225567919539186,,0.014454866977949121,-0.015481314827697908,-0.01763232889359241,0.09044960759610138,0.029043494433174246
PSPN,0.015312682275448465,0.10485610623300551,-0.021848779097807743,0.05257553187398859,0.0583833495236139,0.038818619705383486,0.0011761981843300565,0.07277211428239479,0.039908321536583816,-0.01256679702846857,0.03595487153823627,-0.007267363663202708,0.058228034885096494,0.04573485310046816,0.012543513200876301,0.04057004062574003,0.058365245339868754,-0.001383670903217334,-0.044978930674109636,0.06702186467374423,0.04949469101154926
ANGPT1,0.0038770237426050667,-0.020324400118030495,-0.030137241854811644,0.032160214947088726,0.03959538671131123,-0.013726228567779377,0.07215220159581529,0.018648204192887194,0.06323660006507557,0.07343632145100655,0.02901927679145999,0.0015102908870295345,0.020984109542928352,-0.07449387597904054,0.01950374306196231,-0.039405678304450506,0.013521419130406583,0.0168812765819827,-0.03428600952471844,0.04680930730037086,0.057259423402042084
PNOC,0.009256197239783737,0.04334444191217819,-0.03767271072663348,0.016742308745191302,-0.05171916433357312,0.03180670954191464,-0.023250530616410647,-0.06072399791389016,-0.0806129589723469,0.048729301705423826,-0.015160333589205694,-0.022282835902237105,,,,,0.04790799156771525,,-0.02090384606428118,0.04663802178750882,0.040532474873177744
L1CAM,0.07188354338190246,0.011067626319692166,-0.08139997623306784,-0.04035090337425484,0.05521703582834742,-0.023478360664635562,-0.05693215531242223,0.008875220390434526,-0.11381652816452247,0.07414016555052334,-0.039942536378853234,0.08474224511924931,-0.023711159215822973,0.07261003519514904,0.03432966076146948,0.08240127445316818,0.005409909564395892,0.06997918399617913,0.03632927861311361,0.03564685212642155,-0.024343544017189293
APOA1,0.028925917898009905,0.06652288579721588,-0.006231451063672182,-0.0028101305126062796,-0.0006842631924512875,0.03465248186490841,0.0543967767403205,-0.04967791441411232,-0.060117440809286646,0.02109901452790834,-0.02719660953637304,-0.03484044934843394,0.06008521412190864,-0.1252321009662196,0.027498709783610523,-0.018041985658147967,0.03085766018713679,-0.008580935631348588,0.032822496497809446,-0.022211820094727854,0.0010094746444611234
PSEN1,0.006918861026751801,-0.005035078897523722,-0.02141090684548965,0.08008019079709128,0.008605300995876008,-0.012968742069614781,0.0002520301036881026,0.031224030793726848,0.1071128931211293,-0.13654525246700328,0.03309325661018946,-0.05974578268829759,-0.008627698618790697,0.006705720954108049,-0.08541870032437368,-0.060267812278781495,0.04812443842840866,0.0243544091781754,-0.04886734758853743,0.05008557241924616,-0.05478823010832496
CALM2,0.08734711454112769,-0.04035549816882286,-0.03143621962574281,-0.035612483442368295,0.014062545739232483,0.009809428510084355,-0.12789865766791045,-0.005449678591123265,-0.1630789976950321,0.1560425527664241,0.022954842024673103,0.06170302935501758,-0.04917347674369499,0.0755803646658872,-0.08535744361144468,0.09724062770634775,-0.0048377773855611626,0.09044536060105339,-0.05561514469169593,0.0899274493107753,0.030497655770321607
CLEC2B,-0.017032077979605858,-0.019219248999372735,0.10321125946425201,0.025520963105829565,0.06734288984623289,0.07136516261953146,0.09591250721975887,0.01323385225009131,0.013140277937081545,0.005413666237101604,-0.0005045787540745463,-0.031977092603714646,0.0126411301552431,-0.011113444317154612,-0.045186363684186895,0.010246348150977582,-0.010617511540608198,-0.015907632946682543,-0.055173653287297036,0.04569476154049742,-0.06020050646212058
NTNG1,0.06670090689242321,0.06974114386178613,,0.014937012288608595,0.02674417505112648,0.007311941252386117,0.10271313240678888,0.19008813644111697,-0.015092981312465052,0.053777633411920954,0.007080431917898151,0.09679118525222806,-0.05346458879240068,-0.004314485854421321,-0.019783067065999704,0.03024915122107584,0.02409534110011381,0.00010041506914444937,-0.028617540803121497,0.040767998184343165,0.064548493540412
LRIG1,0.03197848211625175,0.0032219426265111383,-0.03814369042255657,-0.0377902729099972,-0.09205966151092838,-0.01648574345755683,0.06702511042613808,-0.1478816553731437,0.10007225765140365,-0.016240044081999215,0.06843768977225206,-0.051167372642176516,-0.048380656096389404,-0.15090615567388527,0.06888234698547178,0.059934666962202815,0.046882325764639105,-0.02119579777805216,-0.028152739826458637,0.07753326147689198,0.14951012541120706
CPAMD8,,-0.020663430928038948,,-0.011834884566204785,-0.03354267992943422,0.037457254953698386,-0.03915365285469427,-0.009620279373168538,0.018137899094234747,-0.03335483110338253,,-0.020799931628281202,0.09949554003530496,-0.019499673476324256,-0.03833966212576506,,0.04048003543330218,0.03890870794328343,,-0.030933182820083484,-0.038337839473065356
GHRL,,-0.0013804674155479782,,0.03152836420256804,-0.043420439940164146,0.015698303733446023,0.03363963437693603,0.066905055573297,0.026050893221010316,-0.026959789169640456,,-0.014372786741545346,0.17628636484069074,-0.016790610566860414,0.0513553391264674,,,-0.012153726263505592,-0.01907278703781541,0.09751682115394064,-0.033795204402415284
NPY,-0.0066151281680473855,0.043692125082472215,0.06160667492569628,-0.024162204514697794,-0.06176634192572527,0.03421794943863656,-0.01925388034694074,-0.026123320949920533,0.05308914848346853,0.022910810692084047,,-0.011537975520708286,0.03414401522962709,,-0.07736767113819176,0.031516459345414194,0.020937580300466805,0.030500090458569915,0.06041546339874454,-0.02297907725979375,-0.002894476973886906
MMP2,0.004133942000948942,-0.002463492285806072,-0.021514459893459553,-0.035243231007679725,0.05962108679132253,0.03864986668043479,0.11309827661637588,0.13315813111972874,-0.004909844399583999,0.04147600830443625,0.007409860871131097,0.012625997519565394,0.005682043695708784,-0.0356845210791037,-0.0005090093393646423,0.07576778468705203,-0.08010715603353961,-0.01295724120297117,-0.01719614098548952,0.009677696800538415,0.0049292760211966736
LHB,,,,-0.02092830712498712,,,,,,,,,,,,,,,,,
PPY,,-0.026693715384671423,,0.0063806630313941485,,,,0.02610789697400463,,,-0.014022632535572285,,,,,0.05790909392932099,0.03415035424162869,,0.0010955070056689394,0.08352293120513846,0.06289245991096143
ALKAL2,-0.017951942912189916,0.040609498380259755,,-0.020624251465016428,,0.07255485858941657,0.04324082475227862,-0.0682105620091846,-0.012057049682006429,-0.08165975635172949,0.07417740122728642,0.0023822048472490606,-0.03015666257364185,,-0.03573630004694825,0.019212579482073295,0.040925414543417776,-0.003837976805488997,-0.0365926068178634,0.007649406805356424,0.02814688898964452
CSF1,-0.021331323618145,0.0487674174135349,-0.010114339505552395,0.034744654032174985,0.043875103328347334,-0.002972681547605325,0.08070679912973187,0.26740239336692384,0.05255002260772031,-0.06504384536692315,0.03191481186481824,-0.05987936261917174,-0.012363574362906176,-0.03230948528944736,0.06558666413206028,0.047279025325221775,0.019318111058862785,-0.0814728767726547,0.05555836447978424,0.056960603246648776,0.006084758196694816
SEMA4C,-0.021051369017541604,0.02783091737840306,0.019278160725308732,-0.05027689869465221,-0.011796810863468227,0.0053342647032975565,0.04262104794901677,-0.03626933584910191,0.04409552526012498,-0.025791544879440156,0.03208771833744778,0.02091570166692553,0.008622520253516697,0.015480697267076883,0.06277367348142017,0.04507079834764724,-0.003937191210281499,0.03595202550608468,-0.013193782158987382,0.05052947184847635,0.07022950733172363
BMP8A,,,,,,,,,,,,,,,,,,,,-0.03525782620003603,
ICAM2,-0.024783058244954668,0.010990336597892149,-0.01902587852100532,-0.0032401307500712403,0.03214080627814751,0.0333562693469737,0.12731624791582447,0.09864658025751608,0.06368021621995949,0.019433407429606975,-0.02712281416484917,-0.03680049456922706,0.08681217521612865,0.03672671260992377,-0.047782364493066366,0.04302305204916636,0.0215087702738683,0.03291429001468886,-0.01940646493183843,0.10228009682233603,0.00017722594592025425
SYTL3,0.07240174236976764,0.04639167685262474,0.058779710269041795,-0.025555851941777667,-0.018631820241414146,-0.0340613155917317,0.03529667174690534,0.15268295624885286,0.014954743270979632,0.011676880820576337,-0.013215322505984294,-0.023866771640504,0.048813268476548856,0.07989443783310292,-0.02781922743432847,0.02945608233588234,0.0663194453930264,0.0184703414863277,-0.04505497258392903,0.07934840577472832,-0.0353002507852909
IL1A,0.039876920330600175,0.006453698848210232,-0.0019005324592246923,-0.025314480927256515,0.016399584394453593,0.02218398901161316,0.002065884039721505,0.2081193283622009,-0.0016773598596245935,-0.0012505982698285966,,-0.021644672356394588,-0.035633438304840365,-0.1312558775971252,-0.049667750012954266,0.006279287871754548,0.15036929935330615,0.04726307411986134,-0.02812446792779247,0.10063548303077985,0.026642084440610295
HLA-G,-0.04192081737618166,-0.010424085829996,,-0.022104342198693797,,-0.019132742416807853,,,,,,,,0.011381188727896657,,0.03544631237846745,0.09429958625219048,,-0.03197876527610621,,
PGF,-0.06575799536123414,0.02446196700263334,0.14984692312781306,0.02803661400864977,0.0354029219190077,0.06602150933181469,0.12100801000430116,0.024244273957578406,0.0005522237142815354,-0.06883831175796691,-0.0134789755484317,-0.02915277656896131,0.15119290816715192,0.05704405430554674,0.1127071869671928,0.02059113656000733,-0.003964125284039981,-0.03065394740768521,-0.03475461588908045,0.049134777669012454,0.00870063678961011
LGALS8,0.0030007562197276465,0.06840341871583534,0.009103042086315868,-0.002226919103646805,-0.03377605434149696,-0.039515188836743556,0.05339561295968991,-0.015937748405230264,-0.03279022295249029,0.030360603662564014,0.0030956978734610198,0.009181721473165105,0.07849906150704335,-0.06435361470865365,0.11383476377040141,0.03604794689288229,0.0832288793192662,-0.07695872675344434,0.10400133575584626,0.05797090812235217,0.03613410453691586
DKK3,0.07287930085129081,0.015972320584693854,-0.08929725865921065,-0.023333970670572884,-0.03796181421112742,0.007808142157466813,-0.05661784653522781,-0.09528226015222384,-0.17940711145093022,0.14954299275333133,-0.03191667704691051,0.09274071816682769,0.05731862164377318,-0.13588860176487577,0.0026488654485659836,0.03891567010902894,-0.031365340632209415,0.01776126697123343,0.001152148046264647,0.023459788132428945,-0.007612937388535262
COL16A1,0.05821612221950614,-0.0004170825804755317,-0.06626770472148805,0.032156100997996165,-0.06716178082583209,0.03850407370468709,-0.04557273638189139,-0.014168749086556257,0.020775860105639272,0.023513198255201425,0.0016053350729717457,-0.04375448739565516,-0.0034878664441396305,-0.03972874668921429,0.03432520214216641,0.05714700532996794,0.00046289779608901755,-0.002381001282768639,-0.07727097783223005,0.08097988452662204,0.07224799983110755
TPH1,0.030190555670190303,-0.01788620021927406,-0.004948630701532955,0.03547970232768062,0.03853904938923759,-0.02027380866273089,0.001970283254765307,-0.0382049361470983,,,,-0.013552782595795034,,0.03635858520069945,,0.09224159587089975,0.00675002390871667,-0.024370476450659557,0.05542703793719621,-0.0025484208623726295,0.08646611451459811
TNC,-0.004579875585399769,0.05005544813836728,-0.008959112318694732,-0.02451796722895446,0.07662900595137781,-0.0260249708924009,0.08596361038706656,-0.016802909244146583,0.13061300841444837,-0.12080165682417453,0.013972457430227906,-0.06911627303042524,-0.036835610411998856,0.026855210704134446,0.0975139437716121,0.05150995164007417,-0.004692616928420182,-0.056395439177346275,0.022063755537380256,-0.001385876486224714,0.05845148597214861
TNFSF9,-0.024846727709871126,0.010972997585564508,-0.039223497851991806,-0.0051020073119322495,-0.03732091640669126,-0.018341512764238878,0.034152963450096566,0.0581547837726117,-0.007732646010518051,-0.03729609077751493,-0.03318627474689677,0.038700197624425905,,-0.0176559148682532,-0.017638153154680248,-0.04349238400097619,-0.01447225929225152,-0.02064789215118921,0.0136243903036906,-0.023874136595634983,-0.046860378650024494
C4A,,,,-0.0012672054960166932,,,,0.024373825852891304,,-0.029090432494507105,-0.016629063109169798,-0.011913410743568886,,,,-0.02652859205909539,,-0.02690719536187279,-0.017818290827913332,-0.04748005129764607,
CNTN2,-0.002731081414524787,0.05925831150241126,0.005615124917987399,0.05190724452691216,-0.024450925601534508,-0.016421848783999538,-0.04994872977592571,0.10979373614477396,0.030031438256786842,-0.08391513533146507,-0.01760752487282677,0.03383963409230803,-0.04354527452748696,-0.1151547119371037,-0.1316741999682633,0.01521032318148911,-0.006046305719891913,0.0427445769782792,-0.015302745654127422,0.04784213743523366,0.02196839785387572
F7,,-0.01744933633596172,,,,0.00404998730240511,-0.03915363009728148,,,,0.0880527558034628,,,,,-0.008115894962458896,,,-0.017632330598595532,,0.03573808972041494
LUM,-0.004206351616431179,0.015335967542087518,-0.06665997753507197,0.040013136882907537,0.14428304344735812,0.055912322272859936,0.17719519759926144,-0.042005775703639565,0.032202406396488054,-0.03597532882826926,0.0015341713194223017,0.0882521016231308,0.047180924311008045,0.026325015199390855,0.13809388360799796,0.057548420276816156,-0.01153259840945107,0.014374396982351028,-0.016750680353273834,-0.012733775790070642,-0.061669833632227306
BTC,,-0.015830709287625352,,0.036684523781260164,0.04467769820543198,,,,0.02241125073989874,-0.0034085255997437958,,,,-0.0442127383921257,,0.011141064052297846,-0.01659076562083122,-0.023087389091387963,-0.017063146640252734,0.10431458951012298,0.029811385388162887
APOC1,-0.0027847787207880242,-0.05912797111511472,-0.0859819504733201,0.050434599257279736,-0.0024280313006261552,-0.015832821310296702,0.1816598608511632,0.18532693155648886,0.11784979691460873,-0.11509592930312537,0.01930424078223936,-0.07690428716915657,-0.03694048106594962,-0.027809379967445504,0.03635660954384888,0.030543489047348757,0.021201644751015495,-0.11422116629487813,0.026004786152862964,0.002007691407858117,-0.06058995322602987
PKM,-0.004199016566377301,0.00732764228969812,0.09466724065854958,-0.007340785565433271,0.05166249811021229,0.026999231146629613,0.050505744753144476,-0.18883484384309,-0.1146775433775613,0.12305599898847139,-0.031148468764135243,-0.0004906442444418393,-0.015324029225398892,0.1209622208397448,0.0901596014746184,0.0223298822391298,-0.01155871832323082,0.011906915102827095,0.10057000932171008,-0.015148361647751176,0.0002931283650597263
