,MGH258,UKF243,UKF248,UKF259,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,-0.018872402945395033,,0.05276892189508111,
BMP1,0.09299229764636664,0.07515540024485572,0.07102124627683122,-0.0005332591192444704,0.036720710051844525,0.1298861487753853,0.07060402216430851,0.07356843973998715,0.10299189405246537,0.015001312987837268,0.0651938609324085,0.02207602897838659,0.04347194882406942,0.07259745156833777
NDP,0.08366629367553438,0.11799269019433235,0.05897165511855733,0.06597788067371242,0.005568094107770801,0.04693721455125428,0.004407244421552689,0.08661980640360067,-0.009303325514588111,0.03665613247037065,0.01736284508791138,-0.009027930738109657,0.07470992410408997,0.017232292860722736
TNFSF18,-0.036719279213641556,-0.010635450009684815,-0.002379260005651313,,,,,0.027103899548696825,,,-0.019462776040111575,,-0.01074072151594404,0.08758569857011142
IL36G,,,,,,,0.005945257047066564,,,,,,,
RTN4,-0.07571778516023431,0.009548483862231788,0.06770028429223778,0.012000431242656104,-0.06343713405933746,-0.075316667598347,-0.07071471941399203,-0.06714519548089531,0.03020513634378231,-0.02297260197384513,-0.037062511586554964,-0.05931912512005301,-0.006385627699673453,-0.19092716661539294
HEBP1,-0.0026913213407565246,0.015933046895224855,-0.024762544593292277,0.04078996245366789,0.03388012562272909,0.017225644418075593,0.050649550100927754,0.004665979231166593,-0.02928232984485871,0.054392808210058645,-0.016296779389998434,-0.031214040902474222,0.07783646124699184,0.033344124538066705
WNT7B,0.0252389667958928,0.046175304464123094,-0.040300559517011184,0.1133931553637192,-0.011246852954040576,0.047713402859517244,-0.012024805507309687,-0.010570143431899418,-0.10338181069008341,-0.03925730653724816,0.026936824645785076,-0.0019129289757695486,0.09094017885443897,0.016873327132757375
PTMA,0.033314061095981465,-0.12837978354827217,0.04687246110812746,0.016474457059867532,0.03271729758789323,0.18140824473452202,-0.02508619989535852,-0.009869634328151588,-0.01753204673214057,-0.047446205323258064,-0.03903008228933949,0.05701865794406369,-0.022511003194202128,-0.06684134108938984
FASLG,-0.03234854405225985,,,,,,,,,,,,-0.026337020596099565,
CEACAM1,0.02369154411022594,,-0.017332501932770163,-0.014105573002958909,,,,,0.09606394913422464,0.024384034769260477,0.06378820612820145,0.013597782958714662,0.03243724761408792,
PDAP1,0.06983084611303624,0.047453412746811016,0.007585841583654382,0.017933125001178753,-0.02970385908917526,0.0940763076154977,0.07315731191035672,0.053865663675408744,0.04872556111289925,-0.0032728623579270713,-0.016052101468127314,-0.037599371110992784,0.04383239233872403,0.046370469550224384
QDPR,-0.11464542655930235,0.011278039502897718,0.010626344865137806,0.0017384265793130493,-0.06785413961326761,0.09296561712728733,-0.03688395795591893,0.005144907930531158,0.07186361721237132,0.0577037166256143,-0.053538336656238465,0.027265053438498353,0.07428855959233001,-0.07189456670711684
POMC,0.00131482954326732,0.026005596115808317,0.019468116371957833,-0.030185748140079197,0.049840232911339294,0.0006284675096006728,-0.0012948251547191785,0.15855939033405753,0.07266146852170849,0.031395126538632495,0.014065848519695385,-0.02211311218353496,0.03347730567802063,0.08819923219790576
CCL18,,0.08482226741823908,-0.02162932476751365,,,0.1732436989089108,,,-0.05238558439043003,-0.0377821709800057,,-0.046551375588747355,,
CCL17,,,,-0.018787876591162694,-0.01392045114977961,,0.04214876213434157,,,-0.027454163917145325,-0.024882173118786752,,-0.02387155100624736,
VEGFD,,0.01137665014827524,0.026381038153000802,-0.02093176926251546,-0.01021081926430285,0.044639218692414835,-0.022646224500417218,,0.08591305015295664,0.044526521166471655,-0.02624301277453657,,,
TNFSF13,,,-0.016322187733583682,0.07773216648953228,,,,,,-0.029841737549935195,-0.026682912829878752,-0.015179423569579693,0.015488414192088329,0.1337310138861222
WNT5A,0.013231668847150284,-0.006317618133420059,0.031408013209727845,-0.010038908279868702,-0.02469900226214055,0.06346033511694148,0.0242226869059117,0.07724460638888815,-0.017518258154790075,0.01693602320531195,-0.009044369020571734,-0.048331677786169744,0.026813382542655036,0.027693451820997025
CXCL8,,-0.06730767494247344,0.007440690480425745,0.020951882710098107,-0.009508758880100701,0.015682494105513287,0.04454100350304979,,-0.16824186102253555,-0.07980768843789122,-0.02026709789582253,-0.07581576147991861,0.022315252141717826,0.0029794901246633686
GRN,-0.07085136298411988,0.1157128445892638,0.046911889487604226,-0.048924830184064905,0.006048532540710223,0.004775079277776765,-0.019545594754766332,0.09641649979750531,0.020317069251963863,0.013645422098467391,0.053648887109303475,0.053104461345526294,-0.02183936193788858,-0.0446846966990696
MIA,0.07144500140625187,0.008545587089969357,-0.007598093578823692,0.04738931632543113,-0.011612656534630186,-0.013707708675419874,0.035168159454520585,0.04217582469911318,0.025393896824181018,0.07896229694760294,0.07176283691028883,0.09688598885153339,0.12107361046096823,0.12299926830412145
COL4A4,0.016684820369898917,-0.06323462424778167,-0.025976643312581305,-0.023663166779423123,-0.01950833945424049,,0.0041127965491232574,,,0.011718015467448198,0.07439779005293218,-0.027242752328947763,-0.005029761076002828,-0.023596203605418576
TAC1,-0.03234852645274805,0.07403827671093675,0.009643884310271753,-0.008367597294668164,-0.012169783669921143,,-0.01945872693009293,,,,,-0.02332181041532054,-0.0032754474828272343,-0.13743071511374708
RARRES2,0.13426674735525468,-0.06421722079129956,-0.06531442440649134,0.042243209153956934,0.0015771934457849638,-0.09019803346838885,0.052759809094594094,0.054665010701340354,0.04771922189547739,-0.01829803371964002,-0.02190971262768092,0.007036736404860013,0.020738449613822374,0.004820489140053736
FGF7,0.006556334975085432,0.09880282729316597,,-0.033303254450658334,-0.011255612417240055,-0.04522085584863548,0.01939361739973931,0.04684179155422593,-0.085993049193109,0.008237040045996373,0.006724645269679343,-0.0014330704733188796,0.047950452774368026,0.004825753673864153
EFNA2,,,,,,,,,,-0.01807565688022846,,,,
HBEGF,-0.007293539725380863,0.08693109226352658,0.060088345971555254,-0.0052047369574335905,-0.02622236291070309,0.06411893993297775,0.00979929704774514,0.13154821029772604,0.10884627011062689,0.01949723942930188,0.013061244036614983,-0.009997168301179298,-0.04722378566176316,0.15497212213924277
CSF3,,-0.04270613586024978,,0.01652706605315179,,-0.0010341546859387145,,,,-0.041523534360207455,,-0.019379408756106446,0.02647652925671958,0.037023830073356516
PI3,,-0.02479592535943788,-0.02275496158569877,-0.00895490241716517,,,,,0.16590346412364504,-0.06228243039886107,-0.021141464255162536,0.050422482151927614,-0.0076952106304396615,-0.03125488907850713
PCSK1N,0.059034309103767384,0.05970022866273501,-0.0025838254966218674,0.02796795451663762,-0.04580965546765946,0.06919577560803383,-0.019067498832797326,-0.013790766975799153,0.06635095529065205,-0.022032582652538036,-0.026494652064740012,-0.057000844391735195,0.03522402488360027,-0.12332074711481046
NTS,,,,,0.03803434454538617,,,,,0.05193455373368422,,0.014792030331245805,-0.037218635556354226,
SFRP1,-0.0470679231056346,0.06744872746251836,0.05814125303961609,0.055187459159933255,-0.013920451289969986,0.08151700910510414,0.008462960487889694,0.08174574181467786,0.028328648392013933,0.026886650042151048,-0.030710282376377716,-0.04865698222124054,0.009298492209522528,-0.0011936522150819563
CXCL13,,,,,,0.10979146829636706,,,,-0.037500509844835064,,0.08065594274095066,,0.00038994512590524
MICA,0.09524440517937208,0.056539419321207374,0.041672574514258674,-0.0250680999290625,0.027735524352147115,0.030506018505422863,0.04818890608799506,0.05853810686269416,0.059232143735501105,0.05142619130313439,-0.04665090482763622,-0.038637658893266716,-0.02095268762842331,0.08500038164312085
TG,-0.024436361435685536,0.008733102669107155,-0.002843071263259727,-0.017690804515796025,-0.01007417004585022,-0.01641793701429205,-0.010105305206930693,0.0807523491825452,0.0021241241876971445,0.004538436181920853,,-0.01594955120152648,-0.0403432780699517,0.0026733249552554957
ADA,0.05574423231819035,-0.025585242081657054,0.06368316494658299,-0.023124307323690144,0.07115936207006929,0.17078421480859676,0.03353558051898136,0.03975758719675319,0.08299888142851423,0.0533588862231142,0.011248259940444715,-0.05217545494934908,0.05820515605931474,0.018638959322516822
LAMC3,0.07824201808704734,0.004045822767341483,0.08234668920337908,0.01087916124803321,0.0639718184904554,0.0854093316983048,0.012302293237393694,0.01892238934320979,0.13118240714375703,-0.002558289015545436,0.037436945810607226,-0.028170795457326845,0.025132807809795273,0.020271329588040225
CCL7,,,-0.013758077749158349,-0.012790423399803704,,,,,,,,,0.052651732161910596,0.025425740487450856
NGF,,-0.03643123572535556,-0.023621936281735527,-0.029306126836468882,,0.05429634281600742,,,,0.02752740669137816,,0.10857133949405808,0.03482419963041316,0.011304731354179132
TNFSF15,,-0.017579412023835242,,-0.014242762027276442,,-0.025752571940423685,,-0.037457602532017985,,,,-0.012034280134144542,-0.06958694348205476,-0.019394679264721226
HMGB1,0.07981451129247678,0.1306102600918699,0.030152002654602834,-0.025290054058248152,0.04614500058287351,0.1579173742437706,-0.022049786279296258,-0.05101466403443522,0.06544222251604434,-0.017670081358005813,0.0033409574401640297,0.06525673324576477,0.03621297523459777,-0.00645304655311216
ITGB3BP,0.008305436052857301,-0.005286223722379622,-0.01258656719211498,0.028869179785890244,-0.04328828343211876,0.06502873706219536,0.042975537512103854,0.145215337834892,-0.03490860131953312,-0.02822059621798052,0.04278570419291825,0.041571133628669016,0.05819124561816517,0.0356877120226954
AANAT,,0.02114738809448506,0.01521104457580526,-0.01295945817062781,0.16056614561079857,,0.0568492920597993,,0.059226585054888904,-0.024324938448035086,0.1005050675417497,,-0.013048928639627292,-0.0045946659075907096
RELN,0.00025458240925346954,0.031147253722487202,0.07778172506595413,0.02935362749665424,-0.02165405941447543,,-0.02066555600667564,,,,-0.038490349390558114,-0.014536106219093087,,-0.07626836112774056
IL15,-0.001560000027276788,-0.033575037662855745,-0.043502655641784134,-0.00020951699785197691,-0.02495940597631671,0.00012202746477059074,-0.013632548141725773,0.021814911165305307,0.05660488961923106,-0.03460334441071096,0.048184784872592874,0.049493633097234986,0.10098204641339097,0.12722799967418963
UTS2,,,,,,,,0.08035303573382807,0.0008670280074805822,,,,,
BSG,0.10859628128169158,-0.05259721667967311,-0.03970019636439205,0.022547419052691142,0.0009767045018273547,-0.024802253957059615,-0.031146415651820338,0.14985223059997096,-0.04671643528497517,0.007060442555704337,0.05745411205055055,-0.03403599637023606,0.09320264049216279,0.13441085445588824
ADAMTS3,0.035981030214028556,0.015670016867548327,0.04608256074454301,0.022715991692021223,0.009221466426136306,0.04899467606785185,0.0551034502624183,0.167020703950086,0.08479527571930737,0.022251435444017798,0.006231970276901934,0.04916275955628837,0.10977133540410815,0.05946587332147414
CD34,0.05614740807887867,0.03506783698044707,0.066049829931226,0.02298743130165112,-0.021726966276877938,0.15567040032266574,-0.006976763985945872,0.061963008054066106,0.15907167674201958,0.06303793725842623,0.08782582251648645,-0.04141924761063637,-0.015638537965153743,0.008438886856597256
CCL23,,,,,,,,0.0034979193049537805,,,,,,
PLAT,0.13786222630588402,0.10590044195630921,0.12527962009771706,0.052303272402353045,0.019909941827309388,0.01757834551474856,0.03827158380246186,0.016544886229734542,0.07509858240559016,0.03424830255988927,0.024663098567818672,-0.05223931015342155,0.006599623260764451,0.044069725749310215
NTF3,,,,,-0.018745598941307902,0.0325939295584274,,,,0.02378928919561204,,-0.04414509049527468,,
LTA,,,,-0.016393147777780104,,,-0.013377637782155265,,,,,,0.00822704443487224,
CKLF,0.05447193299466197,0.04895638324491555,-0.009709639922586936,-0.010016328607005241,9.48269291462199e-05,0.054809934654144535,0.08057662046552505,0.22293889356526833,0.1504297426963209,0.01818349268151789,-0.031052121078276734,-0.012276424839399197,0.0763557012301809,0.14823716465273692
APELA,,,,,,0.014231073496743471,,,,,,,,
CD24,0.034660270521441945,-0.09036896787120291,-0.023099279223094623,0.007546698306041615,0.023127502659177582,0.11057350383312999,0.010458507024854676,0.10122954953737487,0.009656123298229824,0.05214918592861631,-0.03285130735173403,-0.016454020082366384,0.04551299828327814,-0.014553206160595588
HSP90AA1,-0.05828872116879803,-0.01901791834557876,0.002717917600697067,-0.016533005337976366,-0.05272124029192,-0.04460546777315636,-0.03855912942857538,-0.09065439971106627,-0.04839949317750755,-0.1002035064369475,-0.05867500245369803,-0.018689807082271217,-0.052906279122636714,-0.17831605185626803
BMP4,0.08899935399449443,-0.016353832904895123,0.005148354337921193,0.10119828334928252,0.03994685163615033,-0.01658908778200074,0.03792686208453463,0.08202210232023913,0.011200616045550872,0.002245326654134678,0.03176177178108597,-0.023367941825891057,0.007689245499096944,0.0176360593798869
SCGB3A1,,,-0.013758076373368958,,0.04851440893257052,-0.017098986384315822,0.10907985690918799,0.16291310398319647,0.04610758647410964,0.0006294107465503788,,-0.02499140249341454,0.035593436094060515,0.01905206454592293
IGFBP4,0.03790762676840578,0.07779721686735529,0.05322898443434093,0.032958059470646374,-0.010297805234318285,0.13397776184283824,0.05708787532743483,-0.019765116161798785,0.11938881263742686,-0.056321613914879325,0.04789648691699474,0.04360581803591765,0.01888493680532047,-0.03209233998446888
RSPO4,,0.06939209855281676,,-0.0020239476168681016,-0.00979538847879521,,-0.036465974066787976,,,,,-0.016830646003687517,-0.02228720369015064,0.12451798493585178
LEFTY2,-0.024735753002636838,0.047281614843591196,0.10171665162533128,-0.027758527316455433,-0.010740763267232254,-0.029118171973665806,0.008165741462748231,0.00011815026693077261,0.07178439924500095,0.056372406297593,0.0715694312460795,0.04129991039920843,-0.01768519280075124,-0.0360341323691749
PF4,,,-0.014271795743070376,-0.011159392429962382,,,,,,0.03327027338570501,,,0.021676080475914402,-0.017728250535464604
