,UKF243,UKF259,UKF260,UKF269,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,,-0.04706586263339168,,,,,,-0.021872567373796212,0.025225172008224776,
BMP1,-0.05918295246400614,0.03588843644609893,0.10699324439343295,0.24043511628856432,0.0002575122046293935,0.0740508497339198,0.08786025023727816,-0.0018273059676336791,0.01058472596976039,-0.02102500923519892,-0.022234836421656117,0.017744239761899643
NDP,0.024188226253716933,0.0013328281177297523,-0.009776073166296627,0.029295272674649424,0.010302287094297216,-0.0420366306542984,0.0718435074635406,0.01887182156968152,-0.0009677665461295939,0.026295082440244654,0.1303968026787586,0.070073154144654
TNFSF18,-0.028800801309886652,,,0.12942183815817052,,,0.05852910662260899,,,0.021842264337688592,0.02690942739171018,-0.057827840407806266
RTN4,0.13530221536992185,-0.01259641612672532,0.01990677037557984,-0.2879351704335232,-0.20308593491933485,-0.1342939959884914,0.05167011562302261,-0.0003069698076177119,0.032973871845824704,-0.04878949537377499,-0.01640166792122035,-0.05687408539224026
HEBP1,-0.006126251412160502,0.0026332027505802554,0.009258932742578434,0.10259804937734669,0.06807266651741138,0.06573420153754643,0.059820327865420304,0.023471125687193495,-0.02690085426540675,0.037703081010635665,0.07997148697047923,0.057087460427199664
WNT7B,0.17849517899052594,0.03778526825347798,-0.05274467256588249,-0.0901036850894213,-0.09124450713277575,,,-0.053098706144659016,-0.03132424989156196,-0.014251319854544465,-0.03454872333747083,0.07178700077848353
PTMA,0.02586519378582537,-0.0013586133911633173,-0.010840483110072439,-0.17132748123335437,0.1885412354234791,0.16886507758605593,-0.014525945710743214,-0.12209384383449565,-0.019237918269073343,-0.014256436564369606,-0.13160149914858651,-0.026636343327325476
FASLG,,,,,,,,,,,-0.02622078100505175,
CEACAM1,,-0.016146583922292252,0.09222861146410652,0.013881714650523303,,,-0.03587203254225843,0.025709182382282366,-0.015175140732945847,-0.03241175609011275,0.07182496011850845,
PDAP1,-0.06248803863252713,0.007708544319079181,0.01771272756312268,0.22126319119009527,0.008691639409773319,0.008587888890021175,-0.0852072104319447,0.07159093489602858,0.03697319701355722,-0.06284845978446855,0.03263276868268034,0.007963049896499992
QDPR,0.07334880820064754,-0.047712456671662615,-0.010058027042927978,-0.22785308018045164,-0.0071079628480945475,0.05427527853773489,0.003987539629520402,-0.07198036628317088,0.029135236821507093,-0.016774779172525206,0.13396862681330202,0.005488866847782353
POMC,0.03309646377765462,-0.0255718671610427,-0.017398904470254526,0.02616157587914341,0.003122795796422314,0.07298715426636523,-0.034235867173056864,-0.029917931160725164,-0.01063761786005312,0.03215138408214104,0.03367049038807689,0.018404920099491122
CCL18,-0.03862424268017022,,,,,0.05988909577245987,,-0.033763199995363403,-0.037056688777690076,,,
CCL17,,0.04297646951308732,,,0.009584100613845726,,,,-0.02190626833475179,0.007687191776300275,-0.02376619287294909,
VEGFD,0.011455035792627254,0.03286730016802391,0.07235163357795384,0.029067034191204363,-0.010641798332136389,0.040285444208923236,-0.05631596685897935,,-0.015175140732945847,-0.030414890285209037,,
TNFSF13,,0.005001030425594465,,,,,,,-0.006937645087394645,0.03295901147844619,-0.014931612701723006,-0.03568116841674731
WNT5A,-0.02514126686081803,0.02390989557947748,-0.06936614079339735,0.21257067504322516,0.07967929622952552,0.05133730326118579,-0.03161284364513848,0.06420552509999074,-0.0012668990703531408,-0.01812565920626625,-0.0333442014603922,-0.04454000629052699
CXCL8,-0.009296175264985529,-0.06247673921491996,0.03810128363661764,0.1117567952861239,0.02641754401114981,0.13240306731449575,-0.0036986253048418853,-0.05944542937920853,-0.05418136520542953,0.011692400099600785,0.011939957863166975,-0.0502103024737991
GRN,0.013967207082301675,0.021875971621247933,0.11665982704835086,0.18928084513887083,0.03762574188541565,0.04447155429431866,-0.01494285230609307,0.013400565746222374,0.07151641574817659,-0.0019433165366091554,-0.11869652917243964,-0.06257306550301293
MIA,-0.029060297047245075,-0.02203733908353172,0.046036057964072896,0.1044356354620204,0.027680734912520138,,-0.05986962929888701,0.0533567319343809,-0.06491813695082825,0.015551696633690961,0.038639238101981666,-0.0021350699806251465
COL4A4,-0.043808695576566206,0.02640174709420925,-0.01709259069116205,0.06800813460572074,0.016398024379685475,,0.01068399400148946,0.06108613909186399,0.04274076919703544,-0.03240763732829974,-0.01930654599779461,-0.029766439989989638
TAC1,0.19191747017465902,-0.05665581639752881,-0.021385423974585354,-0.16066631561643502,-0.15758778809534785,-0.0503536135109235,,,,,-0.031243077179699826,-0.04122784131066747
RARRES2,0.0562583671252539,0.027464389314963925,0.07219114933568202,0.27985433162903667,-0.005064629300907598,0.08032039239025149,-0.12639047230640843,-0.028274637198717402,-0.020033106467005575,-0.03741531793941645,0.011721375920804016,0.05770490728775319
FGF7,0.01318335463466396,-0.002288188448314627,0.07750627600162004,0.09807302358863317,0.003593745878592629,-0.0006048322999309736,0.00023579449636611065,-0.08537433016202002,0.025925929787205863,0.06728854512885069,0.09933781983999164,0.085532795325787
EFNA2,,,,,,,,,0.18295825076260402,,,
HBEGF,-0.022402779569737758,-0.02087401774077237,0.09532612029360443,0.16093813921818415,0.05074265850510857,0.08272465295542661,0.025764175777494885,0.07802220655375379,0.03957170643551168,0.05043487814171711,-0.12861812214433357,-0.07012684515960187
CSF3,-0.03026914831349633,0.035167161160315555,0.013190612315948022,-0.0338979190762829,,,,,-0.039481235669773365,,0.008241825743966447,-0.05993873970329077
PI3,0.03082748476868998,-0.0645270292811842,0.08706455476126558,0.08679663164692421,,,,,-0.03246073321261534,-0.024502343588132185,0.015518475326978969,-0.016207766792157813
PCSK1N,0.07999268040187357,0.02242754163762762,-0.10992051173183913,-0.07781920297734053,-0.13854510998239108,-0.15575157222751926,0.012205153434390792,0.03624217468106861,0.09018558424153196,-0.01521295570759317,0.11165582330005477,-0.06651679299381204
NTS,,,0.2575249593468418,0.019774924979429925,0.0706114945771545,0.2043307517634261,,,-0.017571634570447116,,0.03452211420344067,
SFRP1,0.13296903096055676,0.005464584680506398,0.06709780351113592,0.0190556475582968,-0.03475627581934841,0.09476576383078374,0.10428510726051637,0.16709721678458858,0.046494028224090767,0.013640793219044926,-0.036193319810592275,-0.05073355019877235
CXCL13,,,-0.03044108945581611,,,,,,-0.026058880344886123,,,0.030212122842725113
MICA,0.005956947538284439,-0.05252845916079638,0.04608378486617703,0.19563406490229432,0.06669467804093582,-0.016662770066445676,-0.04372621074213803,-0.024315466526002354,0.07134162615632206,0.08207805648450303,-0.014711350175456396,-0.003161921753187115
TG,-0.034922495110218776,-0.01948363443150067,-0.0070251986622641965,-0.002678356942873356,0.004024416750353921,,-0.03216485457790704,0.06328384903112781,0.0958759439210593,,-0.002693747910663608,-0.022704440851153657
ADA,0.03514909024474933,0.0394927067029339,0.04276300715974267,0.1981385723032458,0.009097897509400281,0.1548343696966663,-0.002052580601477684,0.01107719331916847,0.028211889607679633,0.013449367589900637,-0.03283903269116487,0.02128473871622719
LAMC3,0.03437614251248702,-0.011138307521880218,0.07904005338979461,0.19046075266299076,-0.005505414428590528,0.021439186664640945,0.009182024815680426,0.019348285573857173,0.030551456970778358,0.024238099039782215,-0.07026489838541486,0.013839968637909303
CCL7,,-0.007984769737838808,0.08119143456945352,,,,,,,,-0.026220771681255,-0.03822792244986931
NGF,-0.025239414867341665,0.0015146150858720176,-0.016824087351009303,,,-0.028131040143316917,0.09994163600361988,0.004861311535472454,-0.014229086909977338,,-0.050012753477207315,0.020720168844652928
TNFSF15,-0.031224306155850562,-0.023782027978893575,-0.029881862382122537,,,,-0.014590112870777973,-0.022827761531378516,,,-0.050766489034050635,-0.05143528469047773
HMGB1,0.1267200841137694,0.009712041042863767,-0.030868855559997962,0.20591002899886307,0.03741220974470461,0.08244517526617746,0.010231339487905554,-0.1207400922718927,0.09177621680350093,-0.0013273809747025138,0.027414542269258404,0.02984205515364233
ITGB3BP,-0.09629518873133236,-0.010797034014813588,-0.0121006198401537,0.2180156642581986,0.03606603587573334,0.032958606873036964,-0.03616615352201192,0.007516235102958592,0.029727214732950397,-0.041551683067158104,0.045412561258232384,0.07962054513268663
AANAT,0.01920647576100896,-0.021639215498716526,-0.026925345113645416,0.013437002189468552,-0.040470042697406824,-0.026447314859796654,,0.04896963389977501,-0.019409391977010703,-0.035671330276503,-0.02774266990206089,-0.04515852298113577
RELN,0.1562920310857038,-0.02203250622932739,0.04323922509696771,-0.10406213620284624,-0.04338164918871178,-0.027374748076337933,0.002478875943752093,,,-0.04460919802962146,,0.03932627069563201
IL15,-0.003113178535640372,-0.009790551114950035,0.013165198847776114,0.08152230814101563,0.044500072954414334,0.030755978849471205,0.07723456813609704,-0.01067692474152625,0.06482844975611579,-0.00030189008376736297,0.07450884951283483,0.03538014386991772
UTS2,,,,0.18667930554726347,,,,,,,,
BSG,-0.04075414290991315,-0.06112809245046875,-0.09161497214390946,0.03444083778696614,0.0036885283953641147,-0.07631873180560454,-0.07733795310847252,0.03946460562033479,0.011657191538905378,-0.04212044881993322,-0.046780490696944774,0.002256034930767438
ADAMTS3,-0.0666945956756566,-0.02299190152842712,-0.008106810414817246,0.23753541762133562,0.036690516365424156,-0.016960502632598816,,-0.042107451207031514,0.07319173036416718,0.0642397535000241,0.1377685109492561,0.04053170140598446
CD34,0.06788277734858764,-0.0162192149173387,0.036769428179328795,0.18628808271273445,-0.0030823223582214297,0.06889375315672278,0.038754065352465485,0.035057078769017855,0.04473899669160265,0.05305779690463816,-0.05163251536619221,0.03582556998167787
CCL23,,,,0.11310993262859381,,,,,,,,
