,MGH258,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
ARF4,-0.04176875543522519,0.06657676762944881,-0.06548204524857633,-0.08971137699501791,0.16247338115263937,-0.0059621289763191225,0.014587486762749678,-0.019757405893639196,-0.07032288006687673,-0.07338995293161153,-0.02065717718618539,0.00565771710074788,0.011186396805790259
CXCL14,0.06210152671276599,-0.04763697731476469,0.0004974615838592302,-0.06402283835753647,0.10627325983854485,-0.002007658781393483,0.044598563152626794,-0.11402068071218809,0.1780789243948029,0.04499379947964384,-0.013257307843310398,0.024366566606620507,0.056191705310222564
LIF,-0.010344094332084374,-0.031176151273339454,-0.008047751329677695,-0.09649852399723183,0.12287161906112712,0.038446519389970055,0.011460593233652628,-0.060847054674976794,-0.10657851530590086,0.07458675424091468,0.13473421489138254,0.03710527356445667,
IL17B,,-0.004274690026297487,-0.021183757981125092,-0.02443074881095754,,0.0008259705556774883,-0.012935316779786987,,0.07778013503738718,,-0.042860803398288135,-0.008924233645476875,
MMP1,,-0.017255612842858717,-0.030384577943497304,,,0.07798999974082488,0.009081483725823035,,0.0717317052179937,,0.06506829233751062,0.06176293867561804,
MATN1,,,,-0.012079735494726693,,-0.0453622808000487,-0.010812322594923691,0.04773240086312214,-0.07365626991726364,,0.05974602613550493,0.034336996648818764,
ADAM28,-3.904244419354712e-05,0.040673518029763586,-0.06895967501628357,0.02053178960131271,0.012146722018673822,0.08416161986086042,-0.01531263256308347,-0.02112170579466304,-0.02809694723743541,-0.13943012185040846,0.01339346548624875,-0.003409703047043439,-0.01736310927853075
TCN2,-0.02505652558224273,-0.012273761230927658,-0.023195202274121293,-0.04432197135786822,-0.05221154934357423,0.042325078957925505,0.04331091711206887,-0.09120807138156731,-0.0007888328993230016,-0.1560331152204324,-0.014863128660543706,-0.03637117150364993,-0.04016921095981022
THPO,,,0.01746918104034298,-0.0494336918252323,0.08383777792642629,,,,0.05431316637417629,,0.011785900921794719,0.015170251826753222,
CUBN,-0.02247587471029561,-0.08070149537409356,-0.03765466935549154,-0.022047229143713317,0.04321522435505707,-0.04852552505094647,-0.051273707373788405,0.020527969097113068,-0.0168724219445766,-0.09202093968209257,0.010724988347836386,0.013123130347997811,
TIMP3,-0.03741381103025312,-0.056683925825437985,0.006623426816420301,0.05735735992517072,-0.06033871512548594,0.038638754650735435,0.04517529864236335,-0.1295455431280994,0.12571969144430548,-0.07780070431071621,-0.05114710992036704,-0.020736974832640413,0.08698681850662189
PIGF,-0.06086543407596524,-0.04954821390609212,-0.008314829516555685,-0.04495624955932772,0.08916429059250462,0.06207108020221952,-0.01613805846384453,0.08736320039067678,-0.05290355946348316,-0.22799011427424795,0.07462718215970182,0.005994499007267189,-0.06063176316235618
CRH,,,,,,0.03293704831360208,0.01983770178546996,0.029432262671098514,-0.024396579606333006,0.0361743352871407,-0.061234494106270965,-0.01808927537853312,-0.010783968898388957
BDNF,,0.03596738628269678,-0.006295342351966164,,,0.07371010505502405,0.07979643434922565,-0.08157249549782541,-0.027736783583256798,0.014510274759827536,0.04493204323641901,0.013783621470518984,0.1289655028042547
CCL5,0.07172342726415293,-0.015869586792647043,-0.08534779828218092,0.038293180839155366,-0.023847981700063157,0.041841700960669165,-0.015565079770605372,0.010025106855674232,-0.0013170365545064542,-0.05841544872983305,0.02448536930717305,0.007363088810280005,
GAD1,-0.06867750712230562,0.020000049944929446,-0.05092419757236473,-0.036513137280126506,-0.005800370299591357,0.05013079320947462,0.08282912449318879,0.02202623316979371,0.011210475855376116,-0.03227444648055781,0.01866468805038402,-0.022069356591194828,0.10073951366641658
COL14A1,-0.07472030920068323,-0.08226348343966396,-0.05110844145430222,-0.055226768667361856,-0.04431048861259372,0.051066190770553146,0.03372245706094215,-0.014927450997878075,0.12172623282396527,,0.050121242004167885,0.01237962962735736,
HLA-A,-0.068733399270756,-0.05001397344937056,0.022500554683409963,0.13331254350937932,-0.065342805443378,0.09106291792248983,0.10581941859458889,-0.0925861845107054,0.13743784466844378,-0.4165580525000305,-0.0015444351768819562,-0.06261539824270455,0.09944444861285184
CD5L,0.07511541903133309,,,,0.04371447573181133,,,,,,,,
FGF18,,,,,,0.00944034577770575,0.040686905997257806,,-0.024042481339594975,,0.012664900492278811,-0.016621678446903168,
ADM,-0.031246874589831147,0.06474718624148604,0.06370003884191652,0.17403644446339106,0.07623269114552404,0.014992095054697594,0.057804051794165465,-0.06595536538832995,0.1304048485986241,0.0037253655279433293,0.07262022771879029,0.041841668831669135,0.0076312140848383055
CCL15,,0.00806417570037157,,,,,,,,,-0.040059983453520756,,
GNAI2,-0.005246464685556758,-0.003742614208688506,-0.10392408424511612,-0.053513789683804845,-0.08371715696125089,-0.05972116490467626,0.028645647905885547,0.009791274870750757,0.017554319921531045,-0.09538446302966946,0.05168434175380493,0.03775431324555427,-0.1661786229249288
HDC,,,,-0.017617019465079552,,,,,,,-0.0191250663167193,-0.0570854789497087,
COL11A1,-0.019114235755623602,-0.03141268446235544,-0.020859595734019278,,0.07065476641690081,0.05504911142501774,0.09774645258124054,-0.048300533526740255,0.07158026566975773,,0.1368548664108621,-0.02496956188392746,0.05512144625744937
NUCB2,-0.007633461736955646,-0.09848951231136145,-0.05841301365987813,-0.01640622910259974,0.016436640164469263,0.0007759706112935473,-0.016126059512881454,-0.038197846978847205,0.10774338843654724,-0.10423330733261552,0.13500526969800644,0.035095752078153686,-0.04653185843489527
FGF16,,,,,,,,,,,,0.05124833846236324,
CXCL1,,-0.06945437480235157,0.053431891612080555,0.004783105181772396,,0.06038968082147118,0.04062683428774205,-0.03571018460966402,0.11792370469288481,-0.10361004683860729,-0.04677714166334013,-0.0020851898271337815,-0.015179971730953751
VCAN,-0.041407400757184396,0.03565866596023832,0.040851422958514565,0.03841402644594063,-0.060146075269087426,-0.089418679959601,-0.040096656074622275,-0.030605717155224654,-0.04596669932094819,-0.18768741307667158,0.07829405235745433,0.062270228013740075,-0.11909093784604509
MMP7,,-0.041280322119912026,0.02752345266811984,,,0.09425906847358036,0.006690754336927892,,0.03993503738856229,,0.04099264774310609,0.06658496724778117,
PTPN6,0.05401697690939561,0.08098914495125709,0.05032757088885996,0.048078379368435176,-0.028954583027294967,0.011515798241202172,0.043211336739673395,0.024037931973655727,-0.04875786891670469,-0.0493150876102604,0.03752510980940927,-0.010124412447730873,-0.05748582543427565
PTGS2,-0.035069806579996,-0.005919754398356564,-0.07166058682895496,0.00542757586517143,0.11034279339737188,0.07745597041944118,0.025880677280948425,-0.056038536550377285,0.14326700224692984,0.14619892708911675,0.0932019799255941,0.09243012060544872,0.1073782757976459
XCL1,-0.043266356146787366,,,,,,,,,,,-0.007431244786639831,
CD58,-0.03292656342974978,0.0025855704002859387,-0.01059832342397617,0.0330092026937731,0.08889992106877566,0.06674407218613665,0.05237422422159199,-0.006242975969571428,-0.011005290637163562,-0.12309372863009412,0.037356164530528396,-0.029168699518403323,0.006024758177253694
TNFSF14,0.08557685600711823,-0.01842764536585391,0.03885842729094225,,0.04708299822703435,-0.028430499065313326,0.013798291984688993,0.09705534322007629,0.0311988532249831,-0.028387583209735622,0.010617651852785535,0.07189482728140097,0.11709912658857166
CNTN4,,-0.06375166196274118,,,0.028505271568392093,0.026178595125259,0.04160131041097498,0.06719989880835048,0.008309109041238508,0.13328909267575761,-0.03649615796320544,0.01928233625252918,0.1736839721982285
INSL3,,,,,,0.03687332875311972,-0.01924683293622711,,-0.043090168362292076,,-0.019926357215560252,,
BTLA,,,,,0.021288541949855407,,,,,,0.03925262712853784,,
MFNG,0.0297806477321609,0.006908613630342235,-0.06442914523480746,0.023823054270440697,0.006479504295245602,0.06798470399644733,0.01611422380253907,0.01721760106862559,-0.008106878283806648,-0.09376720554479889,0.04800137049493843,0.043755311403716225,-0.08190179039285918
ICAM1,0.05165015860785241,0.07287911886241434,0.001599506745689542,0.022498922201732597,0.05102666258975191,0.04990763274431728,0.12068131740129202,-0.044657045397389905,-0.018915427615271076,0.3523401281537551,-0.005547167838362392,0.006112623860257089,0.06404315645524612
PROS1,0.031139933884226326,0.04157204987987508,-0.1437027870542991,-0.031170980723427978,0.14316179388744696,0.04583283550602465,0.04010128855970064,-0.06277957637546876,0.10874883763294019,-0.2070695417940818,-0.02673962789929827,0.007043037621764426,-0.02160845359233304
CLCF1,-0.023504255730409443,0.011185283980439172,-0.0054197145968949995,0.015351359320183357,0.09209330247020789,0.05691734788280837,0.06409686236052133,-0.029431032904580146,0.06226872308351716,0.016658867411065547,0.06920686057701379,0.04629756396574958,
PSAP,0.07703176827383498,0.03321611417540631,0.000627243630184368,0.06286807732504286,-0.05950547160892437,0.131737794665087,0.11815442454216529,-0.02324750905137856,0.01302242155377109,-0.13380571833999447,-0.0839899255731981,0.05347173691902528,-0.09227954170985214
EFEMP1,0.0731058507794636,-0.0433622235993318,0.023169934040050515,0.028434754907094417,0.15662679359090065,0.028617431206803236,-0.04534760512927992,-0.053984966987376565,0.06230812618704485,-0.24057364286633617,-0.05167331841787722,0.019218087759879775,-0.14057206326833213
C1QTNF1,-0.07894590498542178,-0.07490554545497292,0.040895199950878265,0.09643348975195873,-0.05052848716636749,0.09250553361147562,0.0579351402497127,-0.11876346340898722,-0.012722982068968982,-0.17701144894192195,0.028153778712153486,-0.04149324840640462,0.15906451436910435
ALB,0.008813447225121505,0.06945829862746868,0.05503259565620477,-0.021168641678601066,-0.01212526475201663,-0.018643925174181477,-0.009233229216265423,0.026045348374753034,-0.00615857457539071,-0.08333989017347783,0.01715716291776332,0.03307912144602697,-0.03527706939279366
CCL13,,,,,,0.08933390605783391,,,0.08357782841436717,,,,
EFNA3,-0.0129341094513851,-0.014878337285456721,0.049315493812292284,0.02232543579799115,0.14747551099536374,0.05750630458386164,0.04385753051987387,-0.03261587266066731,-0.07901352622764722,-0.08100021552250494,0.04263498112836698,0.05478501402560344,0.10419724392771443
DRAXIN,-0.0664443633452306,-0.0017710847563774251,-0.05417054679131881,0.012514524397918883,0.03350707697137282,0.01645624657827347,0.027734285437206397,0.04174908482647734,-0.09216297640076923,-0.07827546066109153,0.10953725926679615,0.010709552476439822,-0.042279076024093705
RAET1L,,,,,,,-0.0014591912231682674,,0.01678905474031443,,,,
NPTX2,0.00229915349178439,0.02817374743597348,0.04973688247720469,,0.020816727394527564,0.09485234827955075,0.06292817318891847,-0.07241411606485648,0.07218176022589248,0.04994183241532907,-0.003498783424812649,0.017496804073429663,0.01348217998115982
FGF11,-0.03226091356246178,0.11542999149737895,0.12129384579671981,0.07545835338623547,0.09867505144195009,0.053965430184686344,0.037174688001633094,0.037129356910365736,0.007463741000436657,-0.02199209913015338,0.061567987028300464,0.04335221200877933,-0.0898691649049722
CD59,0.0791475904720796,-0.06617081074157041,-0.14390239362402021,0.005274188425390766,-0.04620677576532675,0.04016114353687668,0.0344391736924358,0.014686300239514921,0.12446543770709959,-0.008589821213833773,-0.019571937499532358,0.056106984804423304,-0.001796602022622994
COL9A2,0.057059053253106916,-0.0024140468613916516,-0.05852559490585596,-0.040999299547236724,0.01925456474292875,0.05402453728595954,0.04670681278473546,-0.01970635935774986,-0.12104041146308826,-0.06385714500793352,-0.008819035453961134,0.006648038294981179,-0.1405688381627507
DLL3,0.07889176996015522,-0.0015108878217433362,0.11632582725688366,-0.08420297416692926,0.10586093717840073,-0.043484555070053665,0.026497456703191802,-0.02682249983343829,-0.1291961931175265,-0.24457541699224122,0.0716606406004377,-0.08273230917995879,0.009801881950412875
FGF5,,,,,,,,,,,0.02758460989797698,-0.0008687140182309037,
LIN7C,-0.005155038693606289,-0.017384193368839486,-0.10631068261253039,-0.012222932721741459,0.009928078262868748,0.015277669415773612,-0.04850663667802057,-0.017956015843285895,0.007277343940052994,-0.08571896788819205,0.05856179426173214,0.001353753821082683,-0.015796342760723746
GDF7,-0.008708036499342266,,,,0.012100125321546758,,-0.00841869912220266,0.0019836027088006875,-0.037936434750330754,,0.009182777642282638,0.02860354146829301,
PSPN,6.345625479248926e-05,0.028901968391131305,-0.08474848082251296,0.0843891154310154,0.08436198441686922,0.020631464219506332,0.011087968136961286,0.01515015941975073,-0.03651726807600806,-0.08668415052756406,0.016294625990794735,-0.044265148648582206,0.05457151321840126
ANGPT1,-0.005247680101056887,-0.05097883671911447,0.0915267842510376,-0.033496471344260426,-0.05690101897001194,0.015084174403315467,0.008122065083198293,0.0051838809013245,-0.006265023188865522,-0.020632109974754002,0.10270051052260486,-0.016802673032679308,-0.0776637135236191
PNOC,-0.04120040942413277,,,,,,0.03782942895002729,,0.02092081588771357,-0.09288172629536888,-0.01617879620969513,0.06095660326786937,0.09318496794287372
L1CAM,-0.018973899903503757,-0.08506683520676943,-0.03221998858936345,0.06745002587136174,0.06505851807188674,0.10491181100500369,0.05423982996085234,0.00830868607907602,-0.13541416372810144,0.06800922612418446,0.028749684221930617,0.06196248177847182,0.24128864636460493
APOA1,0.007232805183949452,0.06826454691050755,0.07274713899588105,0.04460727966307179,0.030585001076828797,0.06489921406084598,0.09308132024579835,-0.02151858406168151,-0.0001908763311389459,,-0.04526755368153693,-0.02125895498736439,-0.027537522962959204
PSEN1,0.07245492024115839,0.003317112609858546,-0.03530485679210825,-0.05568451604794327,-0.012279731123371598,0.05578098347416566,0.0689796478571324,-0.05661676065441588,0.03356484635393546,0.026735428031977152,0.049564068062076735,0.03631496909044343,-0.10724016301343028
CALM2,0.012919939490907886,-0.029774154898062465,0.038971759381070205,-0.0018035691947832276,-0.012299697067318746,0.029498820439417043,-0.027344812891828683,0.058301069381051,-0.12662819590585028,-0.09916913823925201,-0.029180932925635044,0.04126116530889777,-0.07157524759578758
CLEC2B,0.061171019368426796,-0.10629773448802733,-0.03304489693321357,-0.040988726834278025,-0.02231910739216046,0.12607266984073792,0.07239156263182865,0.04249432886508087,-0.009658268023525124,-0.040224766163870135,0.0675066185031008,-0.05318375814496353,-0.01771728555807761
NTNG1,-0.0771296647691634,0.08878860174285048,-0.018954039542105793,-0.005389254123735965,0.016267316172557687,0.00010633119854115193,0.04565833839115065,0.06823028418599945,-0.04507288501544491,-0.13111358678041934,0.016682425331873366,0.057054275303139355,0.0754275449132039
LRIG1,0.015963184252258462,0.055175198420885536,-0.09814153780138485,-0.21449158638941518,-0.053557580737388734,-0.004839285639539594,0.021821809546729447,-0.0693705388400999,-0.10265933573241852,-0.012023366408580373,-0.08618461757844148,0.025007056486493137,-0.10053392504493884
CPAMD8,-0.018511057932999345,0.01801461291525321,,0.07258023721189082,-0.0003260924281377447,,-0.0252874463754295,0.0046060270262461974,,-0.0052210440941090125,-0.04800731080335449,0.02991834399830345,-0.12435336723394416
GHRL,0.026354543713185418,-0.029824780653833146,0.07963678727120047,0.020571327608156942,0.010005260556643572,,,0.009240355479813762,-0.01726445777390923,,0.011855507185380764,0.06204135118435638,
NPY,0.011828184309374531,-0.0033745757892444197,0.005840351319072373,,-0.05210912857720059,0.06746642283131625,0.022546099491147067,0.07878201698881819,-0.03837926562387644,0.09196690303827168,-0.02423688921201625,0.019329254333585844,0.0629268138621629
MMP2,-0.0002899340695364154,0.021156910159869365,-0.1204097079345603,0.06097472003050677,0.09381622117971802,0.01847313652633884,0.08286447879310321,0.024401730698202458,-0.14115553450077756,-0.21585481461891248,-0.021795086229855636,-0.022032636215422074,0.09896742055941228
PPY,,,,,,0.1058063452774078,0.026361444179423724,,0.050745825375865534,,0.003113230762167914,0.001995127702288549,
ALKAL2,0.02286557079043318,0.06812436909261273,-0.04883213977297966,,0.04082844367288177,0.05833352779093005,-0.009000899533551841,0.04084601995211043,-0.03539683401552192,,0.030156668012521547,0.003949105002690217,0.010750900064911783
CSF1,-0.011266661592578588,0.0273817407513396,0.017243974384430677,-0.00567762442074951,-0.019682537817208308,-0.004982641101447682,0.003453681596048604,0.005585715561993978,-0.08200852402976122,0.009308697799536202,-0.02465063288692263,0.02467914815867918,-0.20196685010591695
SEMA4C,0.03613808386323355,0.003959464389609402,-0.013243371812401554,-0.019114652456770086,-0.06174293006923462,0.02748003715931237,0.05255819565764208,-0.007118707339993898,-0.04679576909765338,0.04875051674969501,0.037202683270082144,0.01846812887697439,-0.013421480005428584
BMP8A,,,,,,,,,,,-0.004747069191877559,,
ICAM2,-0.05152445940142946,-0.036150433223179956,-0.1498154691735825,0.02098150801742412,-0.04602570407379735,0.017930829880533274,-0.023147734950446607,-0.09218008432153993,-0.13039791380040128,-0.1360470899542523,0.016630559314510695,0.017235119372414485,0.027744943067360445
SYTL3,-0.04991961061172074,0.07418010806439207,0.0236422289026809,0.025599269476457798,0.021765922704389266,0.02800925371015058,0.0892312827530294,-0.08707010743560199,0.012879591261331098,-0.025534063510587734,0.026111182514991737,-0.0014977513363421192,
IL1A,-0.05255519799984397,-0.059308927134745004,0.040841962001688,-0.10704939598088864,-0.0451366102469098,0.02806160656932591,-0.014850942833440968,-0.037121974123919904,-0.0323005891847752,0.07320081744400059,-0.024005400635400298,0.024826183897940435,-0.14903492387732592
HLA-G,,,-0.027351401752276697,-0.021084041334144342,,0.016889477974080302,0.06455473511218311,,-0.007838094076020178,,,,
PGF,-0.01795282346594653,-0.023139277682595986,-0.07383490378084918,0.07765350345032673,0.0814347870059612,0.014529697145893318,0.1205470416091885,0.002500596222734896,-0.034249221221628885,-0.07415219658305595,0.011709416553329013,0.026487128139867925,0.0999933659903928
LGALS8,-0.03153465773333317,-0.018679169572744136,0.09532387700646154,-0.030295438977509533,0.053732013790722136,0.06480998208182173,0.047690872994616385,0.06310008037411677,-0.013506422443266391,-0.1042422048468581,-0.0035701932261103845,0.005735379821804427,0.10896328318005985
DKK3,0.041183822765275976,0.007926667499116063,-0.15550003688760014,0.007988449076275845,-0.011042907101090455,0.03131762157143703,0.07282854619992224,-0.1187958164575672,0.009962536869027157,-0.05928139574557718,-0.10809054262766045,0.02712747943930559,0.115804973224542
COL16A1,-0.08332617918697184,0.03423883871449582,-0.15391266356037236,0.0517643191334732,0.02499321846472143,0.03452002464218781,0.08045743735841868,0.033421797967834906,-0.15691977770193208,-0.10155182519752616,-0.04008166459551347,0.0021795003301875258,-0.14641301404457088
TPH1,0.007193964518344054,,0.011740300414720949,0.038780275216671,,0.02432798982758553,0.05787005603258886,0.001657363663116512,0.028180603280375163,,0.01779640697602294,0.022429644621629486,0.031038537973026727
TNC,-0.04743127884117576,-0.035542535244316685,-0.04613603405838519,-0.007606853241974885,0.16705586316950694,0.04528271160654114,0.016869534398672465,-0.011622013808285406,0.049975706068520837,-0.15581707279679763,-0.03575580561228969,0.06006053652099129,-0.011355703509180817
TNFSF9,-0.004206966101286726,,,0.02787713491384826,0.007739600866131881,-0.01220178986302345,0.1130209752786516,-0.014090706341544785,0.013029999961783792,-0.026057093380598497,-0.04187644204877739,0.09194087945887576,0.019188421789665955
C4A,,,-0.08673633000355471,,,0.041719390853063226,,-0.03232911362987092,0.04922544340296184,-0.04112043509108607,0.04814786784976741,,
CNTN2,0.14212494579262427,-0.04612193680713528,-0.035134790119392655,0.020541844471859475,-0.15779102662447683,-0.04724856093611112,0.013325169782184221,0.08072149512478145,-0.010350754139902503,-0.06771329716336878,0.022192795646649905,0.07660509104403962,-0.1938060813760066
F7,,,,,,-0.03638880150526628,,,-0.03793836617802719,,,-0.0014916581483857465,
LUM,-0.0030992650472154775,-0.002801648860572183,-0.0727032732174247,-0.09220884943714039,0.014757417785553575,0.05727056051393609,0.11278718803241719,-0.0574108330821315,-0.024158973219475906,-0.12454782976874625,-0.08365878200692367,0.003536728352093316,
IZUMO1,-0.010184757100727667,,,,,,,,,,,,
BTC,,,,0.03929156303362119,,-0.029566832081034753,0.02917264852965296,-0.012916060982051393,0.02274686906292535,,0.02340647273514003,0.08059340453575671,
APOC1,0.13307429572874938,0.05916687479621753,0.015269111081037654,-0.026954289789334337,0.00830970954876526,0.006371256529253181,-0.031014865207010963,-0.010787119803619613,0.001228491183389258,-0.3945677555514064,-0.061334173475381566,-0.014455445497959997,-0.21742321211162366
PKM,-0.0029401961268603876,0.03397173849562604,0.03619724045886424,0.056813223232030724,0.06176455850190083,0.030666647273245144,0.043004044376811504,-0.019879433874335946,0.14132841673212096,-0.15081703441402236,0.014506860104347217,0.061511051385100164,0.06756475818753434
TNF,,0.0013794368193575201,-0.02520027641363589,-0.10721361789357038,0.004432910604656919,-0.04954244612649468,-0.05216486592941457,,,,-0.019223509849600348,-0.04029483479445151,-0.1884745084251399
GNAS,-0.09056673403248558,0.010798728429868235,-0.0696622773060987,0.12727899774853854,0.000269699548200632,-0.1190987103268524,0.0030590885988107087,-0.07700411534729254,-0.0014297091785088311,-0.16477240534509546,-0.0003611036665633051,0.004694479667145294,0.05929136619080036
BMP8B,0.0018183379684153236,0.08182194257495852,-0.06914240287354163,-0.017247023949888207,0.021883930643107098,0.08659804944262392,-0.0012988736459742787,0.009566393225667586,0.07341176478232693,-0.15235399702336747,-0.010190188944311073,-0.016652028252936487,-0.07126220617367406
LIPH,,,-0.04757145620724481,,,0.0177982963390964,0.0643952026337781,,0.017044129985693185,,-0.007907940685886104,0.042246196847215554,
CCL28,,,-0.0027446086955988476,,,,,0.017508895415382503,,,-0.005087905516173848,-0.007337509847786468,
PTPN11,-0.029968831207329235,-0.04051860753848925,-0.0020772317537042476,0.15439456966495652,-0.013683880054099418,-0.010896138644953047,-0.047405123672523065,-0.006491380440739008,-0.011898657531713234,-0.03625207289826393,0.11686368472412484,0.06829374420258359,-0.04186332028536285
ADAM12,-0.006635578271963563,-0.02581549205714551,-0.183848912582063,0.11623016629267702,0.0191752934377268,0.07626014849990723,0.07713043787286185,-0.09444444011884845,-0.0958644362249774,-0.05175502399645384,-0.0005202403001456522,0.06683957326120568,
EPO,,,,-0.0029696911220294104,0.014100942240813725,-0.06274974402959975,-0.06040290589833518,,-0.10661413117922583,,-0.044875124498764594,,
EDN3,0.008885986916008079,,,,-0.11327247996733074,0.06516455232157747,0.05980155457823792,-0.06340972935850485,0.012693891463522509,,-0.020475564710119482,0.04940198731608771,0.10847288450295296
CCL22,,,,,,0.11000403641326237,0.13947362503440175,0.08192428236027144,0.0009905774974961377,-0.019563738507004935,0.02411930156333426,,
CCL2,0.10612240348854235,-0.07100146567864646,0.011321346782766393,-0.09031650722492623,0.08431229358370455,0.07300664000483245,-0.00045452643397869317,-0.016618528377435576,-0.059773188630853596,0.4829833394713762,0.0706764317258228,0.022151839814038843,-0.21624796789041806
DSCAM,0.02278452002040032,0.03421227854146951,0.024107259827821324,0.020674894776938166,0.06622045580547636,0.030736144464189468,0.06385777134863176,-0.030193570959873954,-0.07394572432354704,-0.12114736159779323,0.09568497817982255,-0.01636156398388457,-0.014345177965197933
ANG,-0.07561373632432651,-0.019447995988638556,-0.04192378099874655,0.036522856372350455,0.05643897184977682,0.07271841192544863,0.02269184728671102,0.10360097172991818,0.01518788310929606,0.011059165298482658,0.06889501178750862,-0.050362809242467985,
FBLN2,-0.0436719877207446,0.06720456955029423,0.07200619894659893,,-0.08701075502350343,0.021251118731489597,0.14491253476331545,-0.002628161671265159,-0.012595478834473406,-0.08376810702887047,0.08260507742360995,0.047558269422691396,0.037450817681399726
VTN,,-0.04993870160806358,0.022944173320166725,0.047538090977330145,,0.09230404925330993,-0.010059984787154419,,0.00031831557612167847,,0.03403558580436859,0.07462739956566687,
VEGFA,-0.04032101916551799,0.06306586278019029,0.08601808426809836,0.18064500942896952,0.12300357524953172,-0.008387379986757072,0.021475597254775294,-0.012664475870384655,0.15562711129727874,0.06754431949981027,0.08994017203981293,0.014521308986853441,-0.0748074692350768
F10,,-0.009970138705850971,,0.009730580291641738,,,-0.04761833272323592,-0.053008486844857094,-0.08218899868333238,0.009144542684997873,0.013873763704269796,0.07520757159122352,
SERPINA1,0.07678227766780561,0.06023503559084786,0.002636251194661844,0.04319795124554923,0.03919698380012172,0.04127485235518921,0.011568946428591478,-0.05087971489691099,0.11581703902711228,-0.20300747414571577,0.01799202126135699,-0.00901732436668366,-0.0030476702972096936
VWF,-0.13251349975161938,-0.03297509495639463,0.013096959931231871,0.07297401326458912,-0.10138955460292415,0.052046302837644935,0.027265056420263507,-0.11938250878458984,-0.03928556983316237,-0.09183837282689915,-0.1367129149238634,-0.0020382775113828716,0.014192876805539096
GDNF,,,,-0.03716559595122502,-0.04669736673473828,0.0034460979933587164,-0.020453027054078386,,0.03349311452143083,,,,-0.05182767694308693
VASP,-0.005282406447223493,-0.03827297576012545,0.0019319314971684416,0.03568370446745123,0.017930747197641966,0.05699701802364156,0.05500609125390348,-0.005863548878986148,-0.10081898733037833,-0.022474043407004513,0.05119899819234655,0.020317560678070397,0.021467915415376015
ADAM15,-0.1923721546431619,-0.09340869558164627,-0.13405399230192974,0.04662458447592083,-0.0351904252655196,0.042490786574327345,0.013383581915430653,-0.002399327220891597,-0.05053947538902914,-0.11492972321842568,0.11984943221422498,0.0352625567170208,-0.03422381831005728
WNT2,,,0.081134938666546,,,0.06310051694791671,0.005709481074592058,,-0.047344413323456444,,0.054139582792185094,-0.019713967252218752,
CALCB,,,,,,0.04318428441946393,0.022803439540005424,,-0.020014553965705978,,,-0.03767030242520238,
OLFM2,0.075378657397792,-0.003334423443517852,-0.05026425302905204,-0.0716598510156321,0.05230588387668899,-0.003322158427467401,-0.03954440270958128,-0.04910667752257364,-0.09663954711276204,0.028538820660168992,0.06674646974599925,-0.00624255319803724,0.024465891381284403
MFAP2,-0.037953835511327805,-0.020269488320768726,-3.874893237370341e-05,0.03304170213214057,0.022249243947014757,0.04784006627749214,0.05172127352521723,-0.07790437348969009,-0.08012526286921655,,0.06604072033324712,0.000766284535024913,
HLA-C,-0.12326019263033638,0.01943424410123244,0.027212919765491533,0.10304818834100449,-0.03716646681569345,0.10867812557813449,0.023924743451384012,-0.0024240171257623464,0.007911550427536267,-0.280685139727368,-0.19401138988426112,-0.006986552004873986,0.04084595853242059
THBS1,0.08019755333787894,0.027440564873611805,-0.10620525826019771,-0.004070952819668794,0.06319382936040882,-0.06594172007068053,0.033801819805380884,-0.060139860972052796,0.13532302132298532,0.06314052870839251,-0.01131838740051459,0.029686457476230037,0.024662484979333602
HSPA4,0.03883073974972291,-0.05152164136442172,-0.13843045284273173,-0.00969220895168518,-0.06323436415714416,-0.03620176151347921,-0.01660163415826773,-0.05766337209669061,-0.04877347412004018,0.07061500532974575,0.07491280551467785,0.029591228053740246,0.021217808298544607
LMAN1,0.02287132889700654,0.009567840117117064,-0.03700371457688784,0.037270396233319035,0.030959699051803517,-0.013459053337518057,-0.017877468731803917,-0.01903323994737899,0.010828828752190161,-0.06896872720455796,0.10547267190547284,0.05787287486613774,-0.06401011078563436
LYPD3,,-0.00454335662398447,-0.02844478456425394,0.036933722777011894,-0.026391237071114713,0.016757907128850235,0.004117736180822339,,-0.011227085315824363,,-0.030427999343420893,-0.03125461238084139,
APOE,0.01202339551228666,-0.01714659016768412,0.08063711157784818,0.036513314493979196,-0.040340003295731466,-0.020428734213027617,-0.004918676078820324,-0.07365080780417022,0.08666872811297525,-0.2957161477065347,-0.13498921615855117,0.0070534534340228215,-0.10709999913526164
SOSTDC1,0.004404883753188701,,,,,-0.0002742518074929583,-0.04662388760872731,,0.010856201717863924,,-0.04484459699918652,0.09812776634173553,0.08371150612709212
ANXA1,0.1315271183910976,0.007646102779332134,-0.019392598124896222,-0.0745570930629329,0.1223378461175522,-0.010413768508468563,-0.029577508519936683,-0.05001299041938477,0.012097788575793224,-0.12998403159424884,-0.10616749069619429,0.011191725325577306,0.059176529406239624
