,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
DCN,0.06417040145656527,-0.01684096816645315,-0.09840578853246607,-0.019065562965161577,-0.18355570415527492,-0.006029386903388144,0.0672153154152594,0.0336798922913474,-0.20080861163594038,-0.011294113922705342,-0.0355166345129614,-0.02575817921403432,0.1634986422318244,0.102624394608695,0.034366718587672915,0.0028977657192540028,0.045934919537337526,0.0770692963766111,-0.15202086210408666,-0.04455583353044371,-0.13764704165982386,-0.21858315972896653,0.11277039912410139
RARRES2,0.11054006809353607,0.0016490744638715488,0.02624833274875686,0.030121380992385295,-0.01790489184240737,-0.06762250957947331,-0.24303418289721224,-0.12121029902971332,-0.4424291771685224,0.05582568367965563,-0.025970525366575903,-0.05998061400473829,0.028796610045039313,-0.20409062137840822,0.009145192330608879,-0.1298846423038864,-0.1323926855201228,-0.00997071763496314,-0.058477293163613726,0.13786626307762542,0.08543354601512487,0.19616085254196317,0.07843816184239366
SEMA4A,-0.024144779463396916,0.07138387908838288,0.03383429508409324,0.005327251987568531,-0.039446731115865545,0.02822870133107321,0.13190984521002633,0.12623293811170389,0.2926634719964612,0.010428905936419226,0.037208043631024174,0.20008054932233904,0.033179251391483436,0.25777948950755697,-0.04693346295239651,0.0443817405455855,0.11229660295671363,0.026316072611246237,0.030447593894621348,-0.012618694503772432,-0.002827588195352334,-0.03213940349830377,0.020949218464234566
GDF11,-0.013031866267622942,-0.015008312335333148,0.013713891004455102,0.023570986073632987,-0.18226535219183115,-0.022689762112055253,-0.025639965206836528,-0.02930390528071002,-0.21260163846326793,0.02972865120326647,0.011208908661746965,0.04809878379993945,0.034067022053388504,-0.13972472609335346,0.03823506208407382,0.033929588820684975,0.02010775036552413,0.022497713290067018,-0.048513511503191636,0.025835757539114833,-0.006091136485488645,-0.017655101161890348,0.01627004695872202
GPC3,-0.031211761986958016,0.0793903704312928,-0.020220918654887,0.012698026528704165,-0.10007926473279605,-0.01991500531415922,0.00061055656172402,-0.1212126056024719,-0.09011402699254682,-0.01270852361319195,-0.00475833429869735,-0.05884123832472041,0.05603258301519091,,-0.03154353915601387,0.10309267801069094,0.26941571192593644,-0.02389245413817124,-0.007281264384783907,,0.007027401753048902,-0.045646036485574644,
OSTN,,,,,-0.04890698514257448,0.0681206394488555,0.015952440174649533,,0.1948243373831664,0.02461667356186449,0.0206947097261744,,,,,,,0.03204465731154018,,,,-0.08657515442862168,
GRN,-0.0835931462373264,-0.044022187830729774,-0.15726130166419477,-0.05251252144916007,-0.2445146922236662,-0.034108966173300566,-0.08839765907708434,-0.10611253830751578,-0.4119415275825032,-0.003169666485616299,0.010965940529270858,-0.2598438807728286,-0.02894278152512601,0.012644440995927245,0.012027492426897187,-0.013679047091805343,-0.06877954785273786,-0.027166278324320153,-0.13590122752011588,0.059164349171689445,-0.06612265120688567,-0.16329342823035886,-0.10655741559311918
CALM1,0.06540973101015789,0.09326029501975892,0.06158244360884452,-0.03832894988576701,0.08611861334085195,-0.0354003625357483,0.2970546820642909,0.17869099033764807,0.5067210658533118,-0.025790522882367366,0.0003848637362877348,0.4737929667954472,0.08121550887254445,0.410755018805622,0.09872936840299108,0.11810005011658609,0.10863505328781248,-0.003452040769658246,0.14538734277616816,-0.08596005876040896,0.011973754759304985,-0.07612721819750182,0.18695911040926375
ANGPTL4,-0.03221167520064092,-0.12257807317337374,0.02412296611663424,0.0563128542317085,0.48151380733654936,0.07066323818916881,-0.06829264555060127,-0.0511434305614564,0.07856301899830735,-0.003398556509422235,0.012869219592265417,-0.08736279520983745,-0.14134474497948116,-0.18909179590962666,0.0670051015406191,-0.16783987926186905,-0.2835281782945786,0.009097418972230485,-0.12473142291160558,-0.061994742146254896,0.03145287473994451,0.11705540784111017,-0.07522741569485132
BMP8B,-0.05268804606340839,-0.0030785533667341096,-0.006595645683384945,0.0736593181663373,-0.08910285915577265,-0.019668025779356446,-0.08448452807867428,-0.05414738244690604,-0.0753461502434956,-0.020022371865403163,0.014256142613663276,-0.17606016828797147,0.04397495330411353,-0.07461616129757459,-0.06745506717771652,0.04255118912032559,-0.016705081382484853,-0.07767874470998969,0.0020348667489295483,-0.0041755252688698286,-0.04201097344147677,-0.11277162598407607,0.13598939867454596
TNFSF4,-0.02682793424267597,0.001951078334051932,-0.008138328237361844,-0.020947858408440077,0.017427535487424248,-0.021279886823961012,-0.04141409658621543,0.02775309944544317,-0.09022539045782839,-0.01088104256971567,-0.012324211540838858,-0.028971006765023406,0.1216580497545727,-0.02249932119411318,0.0067041754678326005,-0.0005274555604262801,0.05939816627918891,-0.02742580020851529,0.01653288183954273,,0.037203371487508796,-0.004699672970829052,0.07752693667856304
