,UKF248,UKF275,ZH1007inf,ZH1007nec,ZH916T1,ZH916bulk
IGFL3,,,,,-0.00630335871801239,
BMP1,0.07518496874068432,0.0212569254207529,0.025344463217047284,0.032247017912918105,0.04934096827441284,0.037335800729881095
NDP,0.027356603551477683,0.024705372572661193,0.13937200807189545,0.11231870654899626,0.04951159437243842,0.003134352816061947
TNFSF18,0.05747022439789755,-0.015129094590365622,0.024464295341433066,,0.11128947865917371,-0.026674481102570848
RTN4,0.041700070742091554,-0.009721798448685084,-0.01742440581122665,0.08694704914518456,-0.006953595161508279,-0.04946605250732884
HEBP1,0.012092771347661116,-0.025565151168147865,0.061460766946369004,-0.024268159340524183,0.020763298477155284,0.04555816369616034
WNT7B,0.02677681812906776,0.0006062540794307108,0.0869125046058692,-0.08587111659426387,0.019101380529544264,-0.019105128364515934
PTMA,0.02515842409093412,-0.007140260179517817,0.008445496231827452,-0.045968929732316775,-0.024953441028929255,-0.009216647658845313
FASLG,,,,,-0.020722326796928977,
CEACAM1,0.04057455040678092,-0.012041979106596937,,0.02876830707553154,0.02956397657368414,
PDAP1,0.02276180040158923,0.015572879719312904,0.006305428546093495,0.043651750318395854,0.0350020358267975,-0.007841909915903217
QDPR,0.02627247116597584,-0.007291591956641982,-0.027853589690700238,0.06474970266851615,0.03406170798714706,0.01699311554221742
POMC,-0.002359343960362063,-0.017554604982041633,0.0437833301474917,-0.01989237751322576,0.0405028340115493,-0.017166109760785142
CCL18,-0.02764099007866199,,,0.05995931458028499,,
CCL17,,0.010639286400765436,,,-0.01878246171756711,
VEGFD,-0.02764099885597096,-0.020103245228313287,,-0.02584720686494691,,
TNFSF13,-0.020858784731166025,,,,0.0677619986053201,-0.02901803059998324
WNT5A,0.05261827532151811,0.027641668913764978,0.041670077285436646,0.032252982219137874,0.028901743916697333,0.029848221085702526
CXCL8,-0.06960197359293166,-0.06836306022531195,,-0.04314894722752582,-0.0366837740399397,-0.046244702420847814
GRN,0.07355771210731754,-0.004970757890881578,0.006900349424893372,0.05261532035108104,0.026146295997887346,-0.03244913250369559
MIA,-0.028103957981921487,0.0338675292555582,0.14729821381122526,0.03763859433478253,0.042010158191167234,0.006702718162527767
COL4A4,-0.011303116972372847,-0.01969974304387647,,,-0.014235667375593253,0.012991768962047116
TAC1,-0.0496628225568212,-0.006101969260731855,,,0.008052890495127349,-0.07462683910653405
RARRES2,-0.06861027849431524,0.015591403927848066,-0.005096824702732252,0.043575040597570516,0.015611982059324105,-0.05452040348097696
FGF7,,0.012260414138172733,0.20098270401736665,0.021252195130532402,0.06978730534969582,0.12570867277628703
HBEGF,0.1067028786002378,0.031186277134183527,0.11006577583008581,0.043001354129687086,-0.0005133567455162802,0.05445423518965495
CSF3,,,,,0.001182495223782068,0.0238909654437236
PI3,-0.029079486955382015,,,0.034667517581756034,-0.04296458068733038,-0.07973286909747657
PCSK1N,-0.00878904644509183,0.021303416707369235,0.018949770823030808,-0.03587020401197813,0.10884282684448902,0.008017450482758466
NTS,,-0.010073057070027659,,,-0.02928412977164143,
SFRP1,0.05167407389356373,0.05198440773270766,0.06741331985939979,-0.02518572780095552,-0.014220751864414856,-0.04256095795600747
CXCL13,,,,,,-0.02767173573384956
MICA,0.010838303348731081,0.006063146413693738,0.13381684169761182,-0.03871674750911246,0.026292114971693023,0.043031775906341156
TG,0.02314349737153024,0.03920865050367329,-0.03725595308317251,0.11279578673593384,0.018700326983752763,-0.030494395978247494
ADA,0.07282990640513727,-0.023448263365879858,0.03643975501152899,0.11591946737105131,0.05794569761398937,0.022454295441632226
