,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.050781512548388336,,,,,,,,,,-0.02643818920431325,,,0.1222403651224079,,
BMP1,0.012667510657825953,0.016131822654950136,0.01887749081902444,-0.015831850445848148,0.05661631168460638,-0.0802445649760797,-0.122606508307494,-0.3397522543164527,-0.06433865861500382,0.004600826158380302,-0.18320346050980493,-0.2851850133769335,-0.0019850889644450766,0.009554435146930962,-0.004995311593931387,0.027355613868738343,-0.00602352710732545,-0.04738956145724502,-0.1436229670087566,-0.07174216760046645,-0.003196744087719598,-0.1309263711989766,0.1429971221174238
NDP,0.0254388136370068,0.016269541340440286,0.04948338852803546,0.014370159088237052,0.01068597734743648,0.16698020356071272,0.0063963121924114205,-0.10089554207625112,0.056122132645054175,0.050679714836703166,-0.1081029313094,0.004384660882802125,-0.032555916977179654,0.04696620581874281,-0.005316510541634667,0.07335980374769757,-0.00926310356828415,0.08441284837132572,0.039652570061581606,-0.02498197434773117,0.1320359332951101,0.07869147618261542,-0.07768442215852417
TNFSF18,0.07710477071417575,-0.04535978776629341,-0.04212532580709513,0.07968292018759358,,,-0.04222779593999769,-0.09410861659771583,-0.05269785641163074,,,,-0.03535256684228659,-0.009370613892729647,,,,-0.03530384233095125,,-0.043182358373985145,0.07527877524310639,-0.12732686208477584,
IL36G,,,,,,,,,,,,-0.009161792612134163,,,,,,,,,,,
RTN4,0.04414566809912681,0.24753419508593416,0.0616607322222904,0.1292653418597362,0.027310764337322078,0.18988081177216654,0.27177475496685866,0.40562172912564776,0.1904764092112678,0.025224323409528356,0.46940797806244794,0.3956471828317134,0.007794700540217754,-0.009391826285440009,0.035183496769152924,-0.03824835493328477,-0.02357234589899371,0.03327208930223085,0.07579187971411046,0.044365070245370265,0.006182696955849748,0.3821749259917528,-0.03276349058866081
HEBP1,0.04342107173241803,-0.014246974289762505,-0.03153165218565944,0.02148659355259607,-0.0657986500525216,-0.07283545401764435,-0.08503263809874426,-0.17671235493990162,-0.019500574621788006,-0.0021593883725144745,-0.20998347273252257,-0.058468985573894676,-0.023699572349687087,-0.06764894821211596,-0.032657530653341586,0.06174587846523124,0.020990501873247417,0.0041904177380808275,0.021538162355679583,-0.010720569051390702,0.11963072934909669,0.0008433416801712666,0.01381084765613131
WNT7B,0.01906228247761544,0.2464990133424938,0.028199662953277797,-0.028827178529279844,0.003701593914324477,0.0973379467978538,0.018105134147641373,0.20175178436951802,-0.015319023700247163,0.009840517272934054,,0.08289435227094262,0.037455150455661036,,0.013705341059358264,-0.03673673039723084,0.024331266491144306,0.002087798532687736,-0.053293764362521846,-0.0021091433638641376,-0.028552163230920146,0.04205044657055213,0.08365655388632942
PTMA,0.01691139626091714,-0.008997100394733492,0.057065546000304744,-0.08413308293393193,-0.06264117812898087,-0.14261416354545556,-0.28614461681827064,0.059339906042488365,0.1755805520779213,-0.02022105736984038,-0.5537456633153996,-0.4160648860435429,0.12008739772286595,0.006532877445478497,0.010189361951765029,-0.12113306303569463,-0.011108524217827377,0.0128905470581146,-0.1301664884795142,-0.1589872726184425,-0.061818296366832164,-0.24271871883644974,-0.19433870830317945
FASLG,0.01920560014483664,,,,,,,,,,,,,,,,,,,,-0.02417473118673621,,
CEACAM1,0.004231527939529113,,0.008201370290000768,0.05480569363353637,-0.014358252716106853,-0.04080909113977985,,-0.06007334062717235,-0.0029285752125685744,,,,,0.04202800860514423,-0.06776923224310075,0.017022797426869688,-0.008910695249836424,0.027961704831585818,0.03390782981219794,,0.06882297241392285,,
PDAP1,-0.006178404878507901,-0.05312165272383997,-0.012078975305016114,-0.04015812541539241,0.025161601713744465,-0.10294871799120976,-0.1272289149559322,-0.23816746214243517,-0.002267813649280818,-0.010273002814638436,0.010831202765211089,-0.2266749867064508,-0.013773866938170542,0.10655276668488824,0.01127502791343222,-0.0485990794451611,-0.017684321557577844,0.03925209822620068,-0.004513053572247432,-0.08166486616621567,0.02663497375201377,-0.07376290933230509,-0.05161690173664319
QDPR,0.09062292801580527,0.12096380943715128,0.007467499264303318,0.05305166023893501,-0.005150395326712761,0.23512971538098493,0.2025302898548548,0.13957582733261645,0.1275215090753653,-0.04248650321367327,-0.36925518096968213,0.10013245336712567,-0.07506401432713657,0.00846198529630226,-0.04540818086393533,0.12141775140651741,0.017136821660855797,0.004623858982261662,0.07889856677645382,-0.02187422835758882,0.05259180683121005,0.33166107384891735,-0.043833577583381786
POMC,0.00818684618347493,0.09723975534574461,0.04914937028815822,-0.028010117793403518,-0.013246207413054878,0.1093096974255094,0.043768477496923336,0.03775187814428549,-0.019116656641660672,0.0005941290426262827,-0.031218969574944452,0.08375247745635704,-0.04133610835046734,-0.07675575526696085,0.0019843717161215717,0.05341836814336576,-0.008237018646340608,0.0316200048749669,0.10039872955407622,,0.017396234953350947,0.055053699956129944,-0.012966085847846984
CCL18,,0.005597463587165095,-0.029606164607533306,,,,,,,,-0.1673432392547864,,,,-0.048049499893420625,-0.040935799015499486,0.07140561015744559,,-0.09882905001692847,,,,
