,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
TAC1,-0.04255487984549653,0.0022065126940938855,0.007065206259813391,-0.04646835444987715,0.00854101554457341,0.1355230293319604,0.022149787931647916,0.02137973662144471,0.014325729788624016,,-0.03640935721089368,,,,,,,-0.02766491072003002,0.0008204920914860223,0.023393551891895334
RARRES2,-0.02537845957475634,-0.00840491386436216,0.008951475483451665,-0.007021792627578001,-0.0006677476214725841,-0.11588470802891576,-0.011746058964585391,0.02335095261112268,0.05905959352929888,-0.03875660147701851,0.016712995382262723,0.10880358994981894,-0.06990562467902037,-0.0337257283762577,-0.0047199292424912435,-0.034491906311579175,0.02201271405754649,-0.0073019986027353205,0.03699317459581809,0.008698124357060884
FGF7,0.0940017414961023,,-0.021764889425862886,0.00928582847988334,-0.0030349196780537183,0.00464382883558122,-0.018749131252609668,-0.02955802716754029,0.03164114974791917,0.04853447317024676,-0.043130737017796426,-0.13345108588621016,-0.04031917450005869,0.06262303206667034,-0.02365955404179795,0.011797290187658361,0.06726808028076818,0.010407839924867374,0.03134523992748206,0.03808723459286298
EFNA2,,,,,,,,,,,,,,,,-0.004856269853781249,,,,
HBEGF,0.013615404932623663,0.028457283175378534,0.008053411351401266,0.01555337704814982,-0.03551596364878564,-0.00954896848016079,0.07171400507062134,0.01980336694562147,0.07679555992946151,0.02662502211256953,0.009516970959916243,-0.05914929999041024,0.09499358446844615,0.0675670719639362,0.005336812424982758,0.0566339905357295,0.05454767014774905,0.012424369602022601,-0.0021413121248141267,0.07728619798001503
CSF3,-0.016255804902429383,,,0.041049143116634254,,-0.021168117826251616,,,,-0.017723444526503592,,,,,-0.029661862497300906,-0.014437279076916665,,0.09439307671471069,-0.022589796631481626,0.01779366125663731
PI3,-0.040252055233362824,0.042035019180584186,,0.09615447129780866,,-0.02383558006127341,,,,,,-0.06047570407359742,,,-0.06362644352236188,-0.11687069858041658,-0.020409547614135222,0.006613358800590974,-0.049080123355998095,-0.025300952585642415
PCSK1N,-0.02201927469721106,-0.024340276063655023,0.03076620525102,-0.041643022053868564,0.03385563036383819,0.059011009307345964,-0.025286762796985433,0.034128649011388575,0.03328681697715799,0.10186421062475397,-0.009282655117514587,-0.028346589434596496,0.10386271229853644,0.011524315171396814,0.03647427788624736,0.010079484905851827,-0.032513516969757926,-0.005785135109317916,0.005381560222436264,-0.03678904981182939
NTS,,,,,0.12352351184977645,-0.02601816315024672,-0.02250466541672013,0.029703622897063214,-0.023173311538490466,,,,,,0.050062661927938616,0.07141368439031613,,-0.045982229313303494,0.029924577140590356,
SFRP1,0.1040022807005259,-0.015623855256199316,0.04620462285127198,-0.01929367966030082,-0.055267002116522274,-0.012886519752551033,0.036810177047501884,0.15662431166473445,0.06687907410007529,0.03331925688078863,-0.005687124447709223,0.060979074916775,0.06213904749856698,0.11580161180568599,0.09247706404252937,0.01726834311532066,-0.01850946650602442,-0.011376655352698588,-0.007060243436724781,-0.03232770758461164
CXCL13,,,0.018509216302872493,,,,,,,-2.5609907959532146e-05,,,,,0.02500527425995091,0.050672866367731925,,-0.014818374925500527,,0.10649973067866232
MICA,0.07941910382094283,0.06195281950335635,-0.001191193256611436,0.01726152011171512,0.0036577263063637213,-0.04244391669187663,-0.022385977850181014,-0.006229375737603891,-0.00814028222102357,-0.0038248562955224253,0.035559582963939275,0.007271690869025842,0.02796198669647573,0.04044750250658185,0.011263910170729618,0.05847510862319451,-0.0369923344958028,-0.024634710842160613,0.09387418977770286,0.00802264061107758
TG,-0.02708592118535029,0.06826078512873687,0.024235459936415907,-0.020820937133006947,-0.02096060925379295,-0.02554802434764139,-0.01900972848359042,0.06804986091972935,,-0.010630917637716597,0.1336877369308193,0.07681608846469046,0.05279186766344244,0.09064539534324717,0.05177718591970215,0.0004808223695674733,,-0.01891975374797304,-0.033886200217505845,-0.024092320141834923
ADA,0.03440423609905803,0.049219446374594536,0.04878674225285156,0.027696192881698948,-0.022093038676576342,-0.07575002465962832,-0.0003840037883258333,0.028971307118281376,0.03297291872751437,0.013427345084739707,-0.0066682454997757075,0.04537442500482106,0.022827392300139353,0.02166701397841645,0.023678193573564436,-0.002018945957140031,0.016415166053466934,0.017130207663783266,0.09100207719882417,0.00887021201857347
LAMC3,-0.03885632070755452,0.049684097176805234,-0.04769240413753694,0.0011598754534507933,-0.023907546969890288,0.0006791710281332682,-0.011900676474041784,0.02709693127729539,0.010259044304962347,-0.058946346977002184,0.02919959698595678,0.08196900488654879,-0.061955846424728754,0.12057158953961876,-0.005017198733064409,0.02177297293930808,-0.04004864447338056,-0.004194986682040874,0.05255823666718796,0.008092573013606406
CCL7,,0.05758600804518546,,-0.015053504280942586,,,,,,,,,,,0.01257559961605825,,,,-0.023671917134853004,0.02651565583705824
NGF,-0.019575714727815503,0.07750538383815138,,-0.026201816769232746,0.1115435894223493,,,,0.09107860028516561,0.0005760821777682889,,,-0.00795545851140913,0.026454049427430425,-0.02316711451100562,-0.004909314047274898,,-0.03946594922990859,0.10494554250574901,-0.0008264583658771731
TNFSF15,-0.02421760223418692,,,-0.016762813274292618,-0.024286865578596346,,,,,0.03930636353663214,,,-0.08108913507283828,-0.04223804555129471,-0.029879058693822173,,,-0.01427536197070847,0.052269961419880225,0.0244331405299852
HMGB1,-0.0814330965668126,-0.10190522751400967,0.03558518450438584,0.015080412536081689,-0.008362225267008404,-0.0846572470769435,0.022213416452169236,0.06681723394748051,0.027197055093439552,0.02123364523208668,0.04495966156554069,-0.03499954211507546,-0.13876382138943466,-0.1058870222942283,-0.06232101173631184,-0.05650669820110287,0.08719383779709086,0.02267074826680743,-0.009384871879028632,0.02012710624020541
ITGB3BP,0.05632139039394226,0.03055122716324316,0.00808140781355242,0.003051059188889711,-0.05956736238749684,-0.08187942575504449,0.050655599257520355,0.015146374935886945,-0.024776131754948943,0.03970414133020797,0.054885103111026394,0.04835894377101958,0.043692344038149235,0.09574401058296908,0.01670735615001413,0.04212816125757781,0.04150467840718133,-0.0374721310946554,0.0712571132762137,0.03557610297274832
AANAT,-0.0015382996074830137,0.013361902960698883,,-0.015252447315640554,,0.05976384805686786,0.045945690592259475,-0.01613875310101841,-0.021786335201817154,,0.01495680586571506,0.07273082831653896,,-0.02931286648994264,-0.026887573857486833,-0.03137768893890832,-0.029712901181030642,,-0.02504587549918108,-0.031563504155901076
RELN,-0.016790876640432505,-0.02780602940617899,-0.04130786495764255,0.029092817926836694,-0.0021961845872673696,0.03267155179020662,0.006939604612058202,0.020798533177495936,-0.03964087214060385,,-0.00494769891094616,,0.043357944135711785,,,,-0.008668404579504633,-0.017243090206406526,,-0.06265024611167859
IL15,-0.034424903545830096,0.03922553089927676,-0.03416774236715838,-0.028080271180318302,0.13085649314594225,-0.049805493869568514,-0.005051789693830018,0.025833527794626825,0.004077841945278486,-0.015041990300833252,0.019044158414242267,-0.02007993188969279,0.06519587896753645,0.14829786348289825,-0.022854626340556634,-0.01059943751713519,-0.03700202403213905,-0.03482200138762963,0.09073992943492488,0.041605363989247246
UTS2,,,,,,-0.043822176979339,,,,,,0.0327324496181547,,,0.09315998490434495,,,,,
BSG,0.11034573277003602,-0.026637485327785055,-0.01785448137893775,-0.03088547790331283,-0.03617871265943014,0.10629230420022298,0.06062931035662003,0.03724052625703545,-0.02656270047490453,-0.03286427228146313,0.013492178471237903,0.0160767278514608,0.03629607495599183,0.08555019811539191,-0.0038968248655381916,-0.001851376149628523,-0.06250870900856022,-0.0010045131788411525,0.008418299745172431,0.04125171121249608
ADAMTS3,-0.01186348146012545,0.008439137651068596,-0.001739030326702133,-0.008853420246135828,-0.01373533070110324,-0.12327174474748546,-0.02965572961228953,0.06165823234653949,0.024566686100431875,-0.02289416733131806,-0.006651238550190481,-0.06232241272601718,,-0.03509917344819807,0.017597827084843306,0.05058985845640305,-0.02209080594747109,0.014889694976596242,0.013840171250797952,0.022055923702202516
CD34,-0.028683175186809632,-0.054805235223994754,-0.017778603041872464,0.03936251409287106,-0.016460631389280653,-0.06535655489212139,0.01194856130821695,0.08966258346648974,0.04576591685033181,0.04341603266994261,0.023489495556583608,0.11454540083026327,0.07969077985719546,0.0827317906558387,0.03965756591181374,0.013901966899214645,-0.05812192819492818,-0.0005195738893236266,0.06467940814565136,0.01922784427252804
CCL23,,,,,,-0.021726185809878513,,,,,,,,,,,,,,
PLAT,0.07044608468684993,0.0009083059689901086,0.013645429978566376,0.015528838256402392,-0.015791346486220475,-0.07392610194313652,0.048680754128940615,0.013734187733396398,0.0817343534252322,0.0462715776741916,0.013816498073351138,0.02442276498011801,0.08263872794083992,0.10877112015286254,0.045924549928478255,0.11808670784366404,-0.07881844287076602,0.020382795169785875,0.011446475954705493,0.00046743154640388387
NTF3,,,,,,,,-0.014912472367679305,,-0.020423789755522434,,,,,0.07116953022077638,0.03724895082906204,,-0.03161253004925489,,
LTA,,,-0.01972320791348954,-0.01929367875771216,,,-0.01646480583748492,,,,-0.01795144236073674,,,,,,,,0.03176944039339481,
CKLF,0.0021852407299587408,-0.036121850123458005,-0.012664964008885168,0.0009897856221009235,-0.006093725682264102,-0.11258340331298128,0.021964622531375617,-0.022774884762112854,0.062043833813194144,0.03661064884794664,0.013119145629039902,0.05743169245378304,-0.006040721197908708,-0.023569261525765692,0.10839937605461433,0.023239616479106877,-0.053411337060856885,-0.03140943769353266,-0.03298179268552487,0.046663970339203956
APELA,,,,,,,,,,-0.02618354850060966,,,,,,,,,,
CD24,0.03576181076088844,-0.0450867859488883,0.029621813134498392,0.03276361984122541,-0.11544574352941751,0.00019039657559089996,0.01912529110321457,-0.029467535300272952,0.11305938188645918,0.09068141949308513,-0.014021030618328295,0.00971805680959085,0.01591345650280613,0.08643533745170678,0.055968617324784364,0.026510811131861357,-0.06471655799018514,-0.056512485982200954,0.019413167840886765,0.023808138212349093
HSP90AA1,0.02332608560790715,-0.011361436166439169,0.13191672095003526,0.0023695919942549526,0.09849375551984414,0.11481866003000996,-0.040748899240403216,-0.009578482215985827,0.010732367800202598,0.062479854032497194,-0.04774255091777582,-0.1284014216950065,-0.018770782609911184,-0.050091093623246284,-0.09756295390675228,-0.11011091950750207,-0.026435755953211758,0.0013093348847711265,-0.04386359937060338,0.019662468560293234
BMP4,0.05248338219882419,-0.007300510593003385,-0.005202712556510476,0.024064813590692822,-0.043846298506696385,0.06382196423980986,-0.017215814325313394,0.00907464712326186,-0.018979544426120203,-0.005806879362782742,0.028295695249667224,0.058459757904000646,-0.03156727630902201,0.07687847838977044,0.013410178919234217,0.023261980243354654,0.034225386839112484,0.01874156550709932,0.0008434975956262351,-0.004637948699934454
SCGB3A1,,-0.021546141886897175,,,-0.022060202558158774,,,-0.013613196088841479,0.03064751705442246,-0.026336671797153335,0.013985176741161611,0.008113490687152301,-0.07732235334207102,,0.022564310617646858,0.0012396652859975711,,-0.02964542230797249,0.12256167497830708,0.0019480725169930117
IGFBP4,-0.04098254724945775,0.0562927810251288,0.03794932674466557,0.004824479052803901,-0.06467091790742778,-0.06829499445677563,0.028766692799403304,0.02320720518022311,0.05967106762177771,0.0008567844085636317,-0.013712695359972991,0.08820962101732942,0.15654636622566645,0.03645587865483478,0.018363106685639674,-0.09443767944872826,-0.11954052123309737,-0.010234710474758707,0.05763301601492553,0.03524107116800225
RSPO4,0.07234892875174277,,-0.03188481818895003,-0.029532355598957224,,,0.009963022940609686,-0.0136131940976036,,,0.028420682878960074,,0.0013269199822564402,,,,,-0.01996493028459624,-0.005041456258438868,-0.014339581821538565
LEFTY2,-0.010814140837159153,-0.030987989587313424,-0.019965438915002447,-0.0005371582229758324,-0.04105937441382735,-0.06396230251099681,-0.034048141880325934,-0.014927033821044289,0.06851295487400491,-0.027307669121878764,0.054629878686207306,0.10359135128732473,,-0.03745935911360902,0.007372799115942875,0.004185015491515954,-0.07609982777465826,0.08684578746790582,0.040190622069227355,0.0955120856879403
PF4,,0.007549240427123029,-0.017940938261646628,-0.013133885913404177,,,,,,,,,,,,0.11216989480184979,,,-0.02134236044208803,-0.031177849388918634
ANGPTL2,-0.011342173326130958,-0.02785002081323605,0.02887561823045525,-0.0033021259647271345,-0.01639409933038083,-0.1134408124241681,0.021194856592980354,-0.04720413609510015,0.04024092167137764,0.0757375119202683,0.019320663101500712,0.012177358961660261,0.03603356015592859,0.012260938337934091,0.03585025027307292,0.11814222015203926,0.09186545796251894,0.04942978514754567,0.0477685414915204,0.04440116983738878
LRIG2,0.020630989284498115,0.013000612629119538,0.005468563882600026,0.008636409634743002,-0.02322468388807628,-0.07640425290996558,-0.002573654066554633,-0.012604350016987226,-0.060054717846535585,-0.028390834373300037,0.02048773321836602,0.06798750534775119,0.01624344932201706,0.12035870613039526,-0.012025557594729097,0.045042611025880495,-0.012554451122822758,0.016409858948973077,0.039341030759667064,-0.007926018944416144
ICOSLG,0.08325287773491764,-0.006231315855799729,-0.013364770707265805,-0.027857949847242432,-0.003692265761838077,-0.007866861320418597,-0.05466614052667761,-0.002823080079347507,-0.019590340558775374,0.07889860723403994,-0.05241265575630368,0.01393137496164732,0.024021216635293916,-0.012538656145617928,0.05285681067826759,0.02619708440585931,-0.009868069766054465,0.07538067764915102,0.03532197518150568,0.021927225440488387
WIF1,-0.05565110081636302,0.022398530806757574,,,0.0512438125413396,0.15150982276003408,-0.014777270787409506,-0.02561721274434242,0.020348773954248896,,-0.03590999089081962,,,,,,,-0.01855933654073426,,0.10336111937015956
NPPC,0.01252188495077262,0.07474165805389954,,-0.020373895952347773,0.025018010497073213,-0.01685681121907191,0.03758744308188588,-0.003941002566410532,-0.05753279798396104,,0.012724943573946912,-0.07796366909892485,0.06964673546904927,0.04520138977301439,-0.01450315028415732,0.0035621341789438855,-0.028188877792431562,-0.04608186991300202,,0.0109143156246336
LYZ,-0.007988093819012517,0.1176156993153603,0.04502888952892681,0.03868510582901583,0.029180233642377634,-0.050843104940876654,0.004179222696845343,0.00676351077133285,-0.007404313678150635,0.04705600998760937,0.002703256393767495,0.10769589803098843,0.09364869763468733,-0.003212130787626631,0.0009850537359430392,-0.00010780873668393394,-0.025818681325779913,0.007731564302762956,0.050027356390887144,-0.0034625919663154444
EREG,,,,,,,,,-0.0017414398955311857,-0.031932056866250794,,,,,0.02825517726487741,0.007895287280623676,,0.006833557418521023,-0.0509068368306367,0.06715989981083467
SPTAN1,-0.048621160552019545,-0.09454985970631949,0.0051130034330191965,-0.04653282366927029,0.011916020082556865,0.0984719507330725,-0.032685371862298376,0.01830090826344542,0.022552222927366212,-0.014951036704340438,0.030131538842156615,0.08268985276211273,0.06408127902208445,0.0734270203338125,0.04523348272355645,0.014723534646007959,0.020848887612565422,0.018825161001830543,0.02445133235411105,-0.02446224706417323
PTH2,,,,,,,,,,,,,,,,,,-0.031750890308146644,,
LIPC,-0.05015509211655491,-0.027363086935781888,-0.027002070929570483,-0.02360257116344083,-0.026799250808218156,0.0005839872927650029,0.05215440533565012,,0.07977965453684858,0.027543688126606774,-0.028200037226253555,-0.010527044423011596,-0.013023169767721974,0.07336088744246616,,,-0.034600425536207804,,0.01647235022109705,0.02718031601570538
COL8A1,0.03303727167155474,0.05163461673497469,-0.015321588147383654,0.016746676702163323,-0.02109839169420134,0.012103027228367568,0.038515856617907775,-0.02001678805568917,-0.050196811338510436,0.0017697285774220992,-0.003480893566218472,-0.07820420685068522,0.0014264937214070999,-0.037442739173552265,0.05913724226540177,-0.024773298499551198,-0.06871615806703414,-0.07123492812059544,0.02186235132706838,0.060450791855532246
GSTM2,0.07853363648705824,0.028994396958422177,0.03164349540713086,-0.02740571125371282,-0.014613876428673966,-0.035333306695783606,0.03561087198707538,0.044693261573635734,0.09330355974910402,0.05416462615574454,-0.012183151808831902,0.019532158997203286,0.12580543156550672,0.0023604618311984004,0.11804222463639456,0.0013048039669583441,-0.03811243015944287,-0.025010051500581422,-0.008179928104956094,-0.04945461501146982
IL4,,,,,,,,,,,,-0.010891320790449813,,,,,,,,
SPX,0.008375336429682094,-0.01182120709589434,-0.06448778777906243,0.009302396385428279,0.0018476977742666284,-0.05399698089692307,-0.04067214425945997,0.013822767101387487,-0.02615795143070178,,0.007371464665140777,,,0.052884733731916725,0.02723207344497036,-0.011381857988750615,-0.029890912034258636,0.10177545781210537,0.030055495909146166,-0.03891198749192994
MFGE8,0.013771472639954261,-0.0010425827909194096,0.055563430958536934,-0.010868048754959976,-0.015895730337526854,0.007739472129339421,0.054216843111161615,0.04093271952085228,-0.02982850956867304,-0.022949715684026557,0.03015779668667421,0.10480288719433709,0.07732588836408556,0.027891947006633052,0.025696325996319144,-0.027713306442220132,-0.10443411575684625,-0.0811978832508383,0.055449858807873904,-0.0007576312920468133
TGFA,0.13471812727537885,-0.10894733187718825,0.018624675688289016,0.03585002747178563,0.04605668405117214,-0.06552106106512054,-0.05029536187493629,0.0674766737477112,0.02689236424316324,0.01094444004426191,-0.0038984767805977164,-0.04331041757645532,-0.04062720883640961,-0.00828478914773205,0.031768733334401625,0.04828287112856864,0.10137298958821506,-0.06865782463269104,0.10794415232320076,0.017643434889462902
SLIT2,-0.04846281459606507,-0.03866353229439952,0.082171782961718,-0.001960628147081846,0.038648251596359574,-0.01635609026959232,-0.003888424059545417,0.011972927295548,-0.07999432605913234,0.010499401554140055,0.011045642285145353,-0.019313277198531934,0.05828165964564688,-0.03969398485796109,0.030758135812005424,0.05762767514500067,-0.00336834300958826,-0.00922328302791677,0.07116811898377547,0.05068151791216354
PLTP,0.0031418764219851305,-0.06731201711541532,0.028522701355805574,-0.007468732764366495,-0.012792148457924646,-0.11078894347918995,0.03779260395171876,0.025402621848220657,0.012955857785122475,0.04613040445757779,-0.026557965739184522,0.0022745332059988118,0.0709163477242725,0.05179793517163048,-0.04143139533138089,0.024987849200088785,-0.09580801332597079,-0.00944443721138455,-0.048869890941702535,0.048319038810865994
APOD,-0.10124766658953034,-0.027821276312521553,0.01994997197551076,-0.02584345936114426,0.09240808917115656,-0.08637599890715542,-0.010134779231952488,-0.01887659624215164,-0.023301584299980863,0.08173093290559148,-0.009053944598386697,0.007558390233499373,0.0976689894690363,-0.08720427343327508,0.08156904173293741,0.12505102735674364,0.12855467215548405,0.03361533695037312,-0.008309940616004373,-0.014593641853156833
B2M,-0.06748440435046958,0.07406867444757431,-0.0030042862165504326,0.04104409670083951,-0.06346384259188265,-0.12258206614440331,0.03394013377233099,0.05763128179648735,0.018062899538283238,0.028041548355894366,0.02796111192814168,0.18906589517589947,-0.03293704028065852,-0.07704426819434951,0.003996791870450469,0.059886083803761994,-0.06207286751144819,0.030211100373600135,0.007782851576013621,-0.0021045127845215218
OMG,-0.05435579592502176,-0.08405651789796471,0.04837692219460257,0.021901663195249124,0.007011774920621772,-0.03632318975757612,-0.03516898782495668,0.022194580313509536,-0.044568321573659156,-0.020222747060590743,-0.006992689707763772,0.04491262821221759,-0.08730655743927986,-0.05833112011948002,0.029305145444679798,0.0920186502708937,0.0895435932796673,0.0838991821698243,0.009065445960223463,-0.06559937071669027
CXCL3,-0.032933457114328865,0.16157690314561765,0.01043383472908985,0.023876937955216934,,0.035626313702601824,0.03052957326016249,-0.014563240172556051,0.033299421521478176,0.011204842998625189,-0.012928289261609376,-0.050888430163701315,,,-0.04586410409208453,-0.0466944867479377,-0.020923839320709344,-0.006818398048143274,-0.010376997077406963,-0.023068253403445683
CXCL10,-0.023323940000604074,0.03823842363447333,0.13942822866654148,0.009490622130995587,-0.023621919276544057,-0.10752943666807414,0.010834802316205074,0.030184645821672438,0.058397147507081665,0.03032313195819522,0.04591459777897873,-0.019404900619984608,0.03312776660534143,-0.031976514717533516,-0.0316487333950181,-0.014151601072594106,0.006766386850859531,0.0860429875458675,-0.010062917780333741,-0.012375791852567503
RSPO3,,-0.017088295752805217,,-0.015252446188657386,0.027768517851768107,-0.031353713700991666,0.06058192832673008,0.012984100812817251,0.0030686649967602204,,-0.013509813110014006,,,,0.00038592250186474976,0.015275375079652136,,-0.04735351047620381,0.049142259809008125,-0.04429719904181513
CORT,-0.005142495697856285,0.012459213851925851,0.06088609247449019,0.02876786541771557,-0.03975958281092119,0.11888679237548049,-0.013686757902790126,-0.02136796163790247,0.03118812672003034,,0.02868391978377348,,,,0.030814677136496552,0.014125659323549176,,-0.03320435669508848,,
