,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP4,0.01325488633367329,0.07114681280074144,-0.022181285737647632,-0.012849624707843515,-0.018450348220860134,-0.015294789296814697,0.005564738097546137,0.005081083851193841,-0.023395791193026073,0.025516785298507122,0.07445965302383961,0.024750846687129537,0.003267420049620262,-0.01516236932549727
SCGB3A1,-0.022519557345986173,-0.01121147483171835,,0.04203107502724971,-0.01795019295279738,,,-0.022735352668019515,0.00441315368071312,-0.005955126334419464,-0.04298083509025706,0.09408567928970148,0.0064146041870391446,-0.03287026225029642
IGFBP4,0.0062183788713883244,0.04468162467694908,0.026071121209818172,-0.03145754954373676,0.06526768660668757,0.0777746058682928,0.006271097927375365,0.014054384601591178,0.06542748159484262,-0.030368896889942477,-0.055521348393097296,-0.012326064176544974,-0.030143243392979854,0.023559595662695536
RSPO4,,,0.012172606725322811,0.12896577789169972,,,3.1911584897577664e-05,-0.02273534934245988,,0.027678697434881723,,,,-0.005459803339903573
LEFTY2,0.030147502724259236,0.0142204337937632,-0.04250334847178209,0.042328407820584175,-0.020019164407028767,0.051625840033918194,-0.0024834862310470587,0.12641443443495268,-0.020492074803793017,-0.03911978908532271,0.004014749147944412,-0.02071828643668561,0.024056076174286907,-0.03010448045061186
PF4,-0.023360425828743554,,-0.01294904936903474,,,,,,,,,,-0.024141626206085145,
ANGPTL2,0.021557427838736255,0.011300186678592328,0.020686683549169672,-0.01880428671847098,0.03412076990726321,0.0866346441334552,0.009355565052714131,-0.014463356473243053,0.04281627049838056,0.028378312592970766,-0.0006692649226454789,0.08060111858832249,0.010166287512620515,0.003735808457248036
LRIG2,0.04125487674109099,0.034069754309434146,-0.043077697881503126,0.0025758722338852505,0.08192861203778815,0.02486405376666293,-0.0031334126257352114,-0.04054760109345462,0.014065487486038858,0.00646818752251142,-0.005180783399933523,0.012639541313405854,-0.00014507497713740568,-0.010794050672696611
ICOSLG,0.0017991314795315118,-0.04474560191052004,0.05350115403562162,0.06369715643704313,0.034383216769462405,0.07558661926562375,0.018716529858970547,0.013589763135908164,-0.002721605315566219,-0.02048291304552514,0.0852198060856022,0.016651386317313784,0.011868730868830134,0.003634549953592358
WIF1,-0.03394228604449435,-0.03886449385727644,,0.0193560705768533,0.008743762984263605,-0.02569576743219848,-0.018361623096635485,-0.020760269794985672,,-0.014484417695689438,,,,-0.02057822799580711
NPPC,0.0505355338091404,-0.007580920428477669,-0.005508059982446151,-0.01550665672402015,0.04995238913709237,-0.04215661494967105,-0.027811627380692695,0.0324257303452486,,0.07706499644650305,0.07564366698351017,0.03590004786562394,-0.026881171813993097,-0.05385687672364974
LYZ,0.03807074912997109,-0.0381485567897662,0.021645722600857335,0.001166409351639265,-0.011303022085231445,0.02820788815169611,0.015809634191427342,-0.020067354693888075,0.02741420601082944,-0.04439884435748427,0.07984352070395144,0.02798615967151533,0.05226370410356855,-0.008712249635508108
EREG,,-0.005691546706390693,,0.0092155990790284,,,,,-0.02396228308691197,,,-0.03222585251766247,-0.021268106396496938,0.1835048384392765
SPTAN1,0.009131573237852356,0.05899676838723528,-0.004045723113303557,-0.0040977831142369305,0.025083762758696962,0.020604493813008367,0.01119199119025557,-0.02259403802457908,0.016551921967954075,-0.012363517996840141,0.03301783005897117,0.04339213970005859,-0.01445380721095871,-0.05503220519118001
PTH2,,,,,,,,,,,,,,-0.0033153984104215798
LIPC,-0.016806742489687377,,0.014354547525248418,-0.0018047912030747617,0.012624450208763911,0.08629563247358736,0.03786170452055511,,0.061026719073150576,0.1037289392786239,-0.0387122959366845,,,
COL8A1,0.038540164802640726,0.04104147841312582,0.03376453560585126,-0.021965225176337595,-0.00952622582830207,0.11777794401536527,0.020429747917224135,0.011560192866490196,-0.06219696850462363,0.010852856239527971,-0.016685604809867003,0.11337672062470405,0.05114879942655982,0.046489288163231036
GSTM2,0.023374040217637518,-0.022882600448703265,-0.006507992100732431,-0.02740549214922446,-0.011891182820804048,0.01004187131797025,0.041584938056949315,-0.030048438681543003,0.010942861864577868,-0.012550454445964428,-0.08163572720105002,0.03671682792615275,0.03383797084370828,-0.02808409539504561
IL4,,,,,,,,,,,-0.03700526028736272,,,
SPX,-0.03862713466451612,,0.0007808967346695904,0.011936894040153362,0.013738664248426381,-0.001074752055657716,-0.0027120077783111683,-0.00215613057147537,,0.0025848245429005825,,-0.02460767651389628,-0.01671303791364338,0.0346814762591276
MFGE8,0.036869404026766625,-0.07648479174229642,-0.052530543861270325,-0.007538629821306275,-0.018342020161944597,-0.003940197308630546,0.04719033084643734,0.007831048527134326,0.01980959990378458,-0.00013140356921687116,0.10568447363796242,0.022439249909682896,0.025280705332292083,-0.02343016548382182
TGFA,0.001874048183504708,0.004922958740241239,-0.0005435221606519006,0.027654835604289232,0.014086157255043504,0.04936583301158858,0.06486898769215213,0.0020018640938884863,0.04973187230198828,0.030084824959709523,-0.03455570783384269,-0.06170182581284959,0.09019958584596867,0.015028916473173906
SLIT2,0.014031861700304722,0.007625651958597167,0.014107631030400875,-0.030759565638815094,-0.02259525609296456,-0.0441762612346602,0.01516425299993308,0.014834204572057834,-0.030264734515024292,-0.0033675368781529748,0.01676024549784798,0.005543732280431849,0.09211677070264261,-0.0492198111931946
PLTP,0.019761516444338652,-0.04212872898263413,-0.014279041396815169,-0.0038479627397341276,0.0025479662953531356,0.11465843127316917,0.0021818674697319227,-0.01976099180022582,0.06516705833469993,0.04481074613049333,0.10258144186591701,0.04389995611523099,-0.08580323869415156,0.041176545038158936
APOD,-0.011946730594259885,0.05983659591803685,0.03767848916050046,0.0061240261519647414,-0.0963582761282043,0.011589933972506237,0.022880463007384794,0.01704485536639267,-0.016885571631093287,0.028048098173211286,0.09003593397425809,0.14017459695670365,0.07860781084038657,-0.0023665328621940425
B2M,-0.015605984328310939,-0.06483036867606086,0.13104451952789195,0.007829604044329202,-0.011347517790378661,0.09399152008542282,-0.05792004372048102,-0.027682755282353935,0.0675677228080829,-0.05649749745504012,-0.006305306381875003,0.07790471750490553,-0.030305341424570992,0.020388631890962475
OMG,-0.0004045834637863028,0.04605772647013844,-0.001979128808589188,-0.01945914628650872,-0.05146585458305815,-0.07366536757352184,0.0059820413136911785,0.005723271520473452,-0.015175445537085072,-0.0536116992698709,0.006365422102542356,0.05733436391788311,0.10267865291657233,-0.06810597251117921
CXCL3,0.050111228188761035,-0.0033417375056348695,0.008522323843568252,-0.004616593093944767,,0.0524142923755476,-0.008514274423681202,-0.024322018073590298,0.07091136000306661,-0.022821860728215067,-0.05842707021740689,0.0048211347409074365,-0.03439875218752151,-0.016473165932347742
CXCL10,-0.007640338249565156,,0.01949311034612229,-0.04556928743530363,-0.01922094812191787,0.13313278889214103,-0.007647633887356512,-0.012527231195822,0.05476074817985436,-0.036266698547624855,-0.07976104592238242,-0.025202759283964062,-0.0323809193150248,0.017995872589498283
RSPO3,0.02661296012848103,0.03268906483600331,0.04203669063820699,0.027803518034593903,0.037111823650893265,-0.025710088937288475,-0.028113206336376956,0.023080757994577275,,-0.023848404612705324,,0.044617846089850095,0.055933431552581826,-0.02769346564781657
CORT,-0.056695297908160226,-0.007844472775337012,0.044947845617257336,0.017747424657991045,-0.0323520231193348,0.004667498806783212,-0.015115345084804768,-0.020233599628249097,,-0.04053966678169028,,0.020785171139986378,-0.025262984799865093,-0.036816338829028114
NCAN,0.04085741403364115,0.014539366399720189,-0.029574680873757045,0.006888668518220231,0.020519638804757486,0.008164879942695854,0.02193146311627431,-0.035010652573678754,,-0.009283346189650458,0.11979052270787932,0.12378394634564743,0.04560224149868123,-0.04357280979532775
PRG4,0.09926937375477465,-0.04127435123322865,-0.014841654767892058,-0.02543539628657895,,0.047036501918924035,0.015076849542965105,,,0.02119623087564304,,-0.009864639408548476,-0.001788356117244777,-0.03872777355002014
ZG16B,0.0024639857077087203,,-0.017225555488673952,,,-0.024046119002707325,-0.016256122791536237,,-0.027032768354681463,,,,,
TGM2,0.02729075290557793,-0.010267861130645518,-0.00013844404121277632,-0.011872356608541076,0.005097963376402974,0.13488355792507833,0.029006016853622932,-0.009385643907275395,-0.00200198245560848,-0.039208815220033326,0.15524095314289943,-0.039300514769728304,-0.012693251138112201,-0.03467116328616628
VEGFC,-0.0022545521218704646,0.033577973031876915,-0.026451802793943626,-0.010571471060287715,-0.0028240553296399397,-0.002824375941098578,0.03425147872364323,0.005515187274893003,0.04066132184586201,-0.028455434589879605,0.01096541289677954,-0.03140965994398383,-0.009379266267724496,0.03302517257360907
WNT6,0.011734881806219868,0.004079589748343563,-0.02052791959797075,-0.035047527301646106,0.13948882864061238,-0.021901519016718923,-0.020059449936598157,,-0.017229700919908008,-0.02483446639806082,0.10671547392700864,-0.012593480935111718,0.05173675783527382,-0.02937904377273396
NRG4,-0.020741304995911963,0.08243996401951838,0.04534117044220298,-0.03622939575892965,0.023498988028481847,0.00036809296840026686,0.004378015724404494,0.08727266836052049,,0.010670068715553286,,,,0.0860453279871959
PMCH,-0.023905470220342784,,-0.025028008568687556,,,,0.10409022054583225,,,,,-0.0248074455013564,-0.023935347134864112,-0.016830645891601072
COL9A1,0.002960194101873942,-0.011995813829684815,-0.018865456747252724,0.008129614717793112,0.07480899220269821,0.02612313308062833,0.04522045912383904,0.015372364562749747,,-0.002250617141233383,0.017624904180479333,0.13628928483883876,0.0038056176094595634,0.016607436711835222
GDF11,0.020262689576690262,0.05283338255031256,-0.01477446334532331,0.016621893526812707,-0.010916182424150413,0.05625646958310154,0.0547625148608047,-0.03044578118511511,0.051536742661178754,-0.005685710573419209,0.012753490079416138,0.01992407399428464,-0.0018574214800142668,0.02307163578485395
IL24,,,,,,,,,0.005849564076849935,,,-0.018495833582526024,-0.023756700250283178,
SORBS1,-0.014698147833379905,0.020119422796539912,-0.004753424416866078,-0.023887380663534644,0.004099190785856174,-0.010427188131023604,0.04121617195921525,-0.012383243623810346,-0.02122484599693944,0.015446807497298218,0.011832737566996442,0.09239222138242278,0.038810644079871295,0.04191306149520195
DLL1,0.08263870148558168,-0.017293764532750746,0.00299184191376712,0.042491632238888154,0.03753418896713471,0.03249376763970266,0.03945514021723846,0.01694996486486867,0.02717938271684855,0.00857217759657149,0.02101329996499426,0.10639479028461442,0.050267816539246085,-0.05023395114843663
TLN1,-0.022751478353979424,0.008813971832587777,-0.04490486800172201,0.053878034185463004,0.012024753155358952,0.05987133357326634,0.02890533384079137,0.015113943059005094,0.08627811596348299,-0.010140772005405568,0.03019188616426439,-0.014586797090061908,-0.025145299385225164,-0.0381808707892009
COL2A1,-0.026638934552006274,,,-0.02271766747917015,0.10168961350314268,0.10987343297123386,,,,-0.023168874035984645,,-0.04043431687538507,-0.031289604063493445,0.08482321807872266
SHH,,,0.07862041354310266,-0.01854133979758883,-0.017055465367737742,-0.01616051295761671,-0.02470489353061721,-0.014499136224586966,,0.009834149127201215,-0.05819880328347358,0.0072104075898452805,0.03990784554394393,0.05643377299817996
PON2,0.016908802728331642,0.10052385149442128,0.02021406153959385,0.03016155381301275,-0.026894907502083804,0.04411437475807162,0.04617475606334662,0.0029288985895279895,0.06331351637115462,-0.014101235271232807,0.017704498862941585,0.13437618872923168,0.023918129222669206,-0.04424094400008879
ICAM5,0.032933171660110463,0.015984866275777616,-0.024037709396448913,-0.022905549805715734,0.01658198781266538,-0.0304085271980612,-0.00635691141675494,-0.03158027232365303,-0.016136863438436018,-0.01757773306157133,,0.049522294057247215,0.038985208604189824,0.018000024437937516
HPX,0.03615134003756715,0.05053216354328165,-0.00590765115466959,0.014203716739680392,-0.014423120464401463,-0.01741293690182246,0.004020775550294679,0.03044158519661166,-0.020074712034446808,0.03403216463174358,-0.0027606440453616684,0.08200946847706873,0.08914784971460495,0.04761298127451901
SFRP2,-0.018372409412153016,,-0.01756503005493332,,0.030068196509856347,0.07725824279404338,0.0682217831907259,0.012902167989395679,-0.01682365740568775,-0.03459629498357753,-0.037005282068077204,0.03402800947498637,0.03095894714386771,0.017492815340677453
CFC1,,,,,-0.024371543879827127,,-0.020458485316216673,,,,,,,
CD70,0.07179613872259484,,0.008851636662923589,,,,-0.007627773030877569,,0.08244406747036033,,,-0.011736744442551163,-0.009617815087219364,-0.025160119467562452
HP,0.009400852034433948,0.015474463838661138,0.006782747287344944,-0.019639708333943857,,0.07475546435264688,-0.007259114726403927,0.01498534337972972,,0.04579013065143266,0.1861868328029221,0.004858264165734852,-0.006630813641210695,-0.020978208234162268
CXCL2,-0.027800000887583977,0.053064801111148745,0.012307773825731649,-0.020700718265765673,-0.022291557063229085,-0.010837499642692563,0.02512124458840096,-0.0041332793837077966,0.050456886394529,-0.026500775682121277,-0.052394673152560065,0.04322804508633525,0.04293414171911465,0.0014476625233238792
NPPB,0.06578960524244669,-0.03197849714725727,0.02090104531667531,,,,-0.017914281762634356,,,-0.004133267028490709,,-0.010823229243834593,0.009032759242509968,-0.025155139810625633
CCK,-0.00011772486550596766,0.002346275087642172,0.05270582344311746,0.026736774278500044,0.016269193662941342,-0.07812766014752158,-0.06650007709438448,-0.0516481709167594,,-0.02368450249994361,,-0.020225135880966773,-0.0479576896479097,-0.08560383868354157
SEMA6A,-0.03655031383837243,0.04890125061273515,-0.03963016141365998,0.009569422476475783,-0.00932805419547091,0.051884160793802585,0.019964198105998553,0.02254004043055649,0.09161269120014912,0.06105876504013929,-0.08679090642234971,0.08345635500238058,0.008808946947402273,-0.029543047042100753
IRAK4,0.04279975531224082,-0.0652830374524994,0.03206547814702558,-0.05418697344547873,-0.004907748639596651,0.0560950557865219,-0.00314618583419384,0.023678343854342438,-0.03625319533318179,-0.0043202928625568566,0.03804790077286902,0.018986958106981852,0.06727889234012879,0.04567417922375525
GSTP1,0.04084013386093404,0.03701362142971103,0.06490883177998956,0.003998342505249984,0.021109340048746306,0.07036306116327855,-0.006629261750054848,0.021799194084751002,0.03047285665117262,-0.044206061791595676,-0.023526285556355903,0.040035692343163176,0.1277446270678807,0.014409296419537825
VCAM1,0.036987673328988176,-0.022071152459588187,0.03734339364783142,0.006043262421446136,-0.018121738519626368,0.1456832554527246,0.0028732207061425066,0.034122321993940344,-0.02953210558078391,0.012807320960350501,-0.05894524271054604,0.04349500798888889,0.010196676197763483,0.010499951557494122
NXPH3,-0.013644861406925779,-0.0064319748300344076,-0.010501340800580869,-0.03455098115921692,-0.03762191750937496,0.07975010216179931,-0.005279240225607504,-0.031020875500671403,-0.020404063184838808,0.045090306113656754,0.014152342485861072,0.04485050557886831,0.12214778491103895,0.005302689482833514
MTMR4,0.038452406455987506,0.06830280813799193,0.008879487115195706,0.03236555122077019,-0.02337795569904399,-0.020964688419125178,0.04173921948476939,-0.010837271990601064,0.05552151140169571,0.07713317692581276,0.015740601666474705,0.09009126654734642,-0.010114874460513443,-0.030295014657829942
LAMC2,0.03931050883329191,,-0.0004381129842383207,,0.057602187240613355,,-0.02255208214690775,,-0.02476121121863802,,,-0.02273894015309504,-0.004456573544571472,-0.016336767045162088
IL10,-0.018921610945459993,-0.038520708894864024,0.036898726347940114,-0.019964849075705476,,-0.012463738766727685,-0.06217491718821785,,0.02771577503973223,-0.02547166133834016,0.03906449015416106,-0.0041987093283036145,0.007630844106468714,0.0006426061284287469
