,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1
IGFL3,,,,,,-0.016649268247597573,,,,,,,,
BMP1,-0.017058347957818444,0.043952590168135346,0.04404621072157364,0.027707450254616805,-0.05890918553718717,0.08541858759688972,0.028705443494260827,0.0029905310872034127,0.07914071989172042,0.026653969091335137,-0.052587381493741696,-0.0018446543616191695,-0.007752772656648513,0.020285102291020603
NDP,0.011357896720020619,0.014402269789675024,-0.022147331470684224,-0.013015483725767923,0.045207199078986744,-0.07473526234482854,-0.002847716456183104,-0.051880549725758326,0.04110465921165092,0.010789840232177108,0.0683714822125877,0.05812402216431111,0.047086973273628166,-0.012078567361075213
TNFSF18,-0.0038356373994294047,,,,-0.013117670893335383,0.05335325273268842,-0.01879878385819239,,,,,,,
IL36G,,,,,,,,,,0.03183314200772855,,,,
RTN4,0.026344569395553127,-0.031363138240712136,-0.03681534204051197,-0.029114748121080388,0.0159223379062004,-0.09420676447766686,-0.015551244686529074,0.008475738003800795,-0.009797175929340131,0.004581026218156542,0.049153749763842826,-0.00886593525750112,-0.009225161122632053,0.02815961943495476
HEBP1,0.023981421928064735,-0.05795912131660757,0.013615817332239745,0.021492797845222473,0.04781459167022797,0.04855657143218278,-0.023395464762181278,0.018962454884039616,0.038058650176421537,0.023427838708143706,-0.0012407050998592681,0.04963215859552868,-0.003089024659656298,0.06420837419178976
WNT7B,0.036030018254294756,-0.05200456656453271,0.0023315548479063667,0.025301497845972798,0.02764638130285663,0.010221649338572416,0.03217223185643654,0.0324465444876037,0.06946963270979976,-0.00745942365640713,0.1489219279797277,-0.018699751022276084,-0.04262077000733364,0.05844944133410495
PTMA,-0.016664573509855837,0.07286519501601241,-0.04936151975743911,-0.010556597497886686,0.02036810733668257,-0.04648125258979484,-0.022234032874802148,-0.020967883840556284,0.06400687240400191,0.04618279762519117,-0.06525673534766194,-0.043098592654734154,0.059525687636974134,0.007426086593619866
CEACAM1,0.0321167703509394,,-0.013565826894935453,-0.0018942177144025754,,-0.019945926491630937,0.040804122333373716,,,,-0.017819541774323704,-0.022953369898834765,0.0775972257810126,-0.01777927239417278
PDAP1,0.01495228046190365,0.052806815264310185,0.010649948006479275,0.009141460070780379,-0.02128373890485043,0.09683346304381411,0.022263557078845933,0.026321802635137063,0.056867206821035174,0.010537632607336991,-0.07947274279620346,-0.04996102661567678,0.008297778603902316,0.04219243175556895
QDPR,-0.028515577419039595,0.0018805573995165359,-0.013071728132277803,-0.021193630324034554,-0.07614282774866267,-0.10140012181671114,0.029170447440288915,0.016967413200629302,0.06827748076297864,0.0219865707833611,-0.12915832590811394,0.014022467277278803,-0.024686473838609693,-0.03178782686786576
POMC,-0.023934124772738027,,-0.035026704666971886,-0.04289003372074416,-0.010880374918675882,-0.01163786927556244,0.06823296051993205,-0.04336852585173956,0.055487174247015686,-0.022785288687968617,-0.06262491558124406,0.15237239936197272,0.03818248535153802,-0.015392542665253594
CCL18,0.016706201798399132,,,,,,,,0.06889073886699797,,-0.03815056577824226,0.10646870168596134,-0.02943209623616264,0.05762265569966929
CCL17,,,-0.02180093074467836,,,,-0.023445743481962076,-0.014249976150482128,,0.01478706339282477,,-0.01628430496889146,-0.0400051017929115,
VEGFD,0.004357721094097022,,0.011129936722267756,0.001805525705604272,,0.029477030628553717,0.043713679347011376,-0.02369957491213227,0.06158744984423716,-0.027298770136295697,-0.04298087687154845,,0.03443917068776876,
TNFSF13,-0.014116894319164073,,0.041788964373198866,,-0.012721404266020945,,,,,,,0.06458401291178195,0.08130011664949359,-0.019964931286745247
WNT5A,0.009710775043629693,0.09118328998399017,-0.01663907058402065,-0.0019859785062444515,-0.011251082158487417,0.03818610147457803,0.06715899454199306,-0.021575534291130724,0.021022654939220255,-0.02121089648948869,0.07064548179086734,-0.03566802837816313,-0.013920560951763462,-0.0060397868924866776
CXCL8,0.013075696611563855,-0.07461299570899768,-0.004431649153069708,-0.014299213886853809,0.023012794504535868,0.013929966560018506,-0.0038995516517347237,0.04366986770010698,0.042603062673852776,-0.014670756394046532,0.0708844015598901,-0.08739477341667777,-0.05492148221338361,0.04010963100510044
GRN,0.02403564480551321,0.01388405981548748,0.01337432221127454,-0.04757851711750751,-0.044999794995315666,0.038711850484051374,0.06889445353327187,-0.008351785834465292,0.07019665749948976,-0.0008842073150232667,-0.024148772476705493,0.02208166002620103,-0.09895811886462248,-0.06808289816948732
MIA,0.01113651634071906,-0.005231384398720737,-0.03951640173940687,0.03227295357664861,-0.023002752378418777,0.03296188299717207,0.011088146779244705,-0.0053274429742466356,-0.025690878015127604,-0.01940724656351327,0.053810578323523144,0.14396915726474377,0.06455595395796399,0.0674955519124221
COL4A4,0.009726703318614317,-0.009059426098520083,-0.04065547970007129,-0.004593017138138872,-0.012103854122188186,-0.01640661806328912,0.021874818837399005,-0.019498497295337997,,0.019617795087092032,,-0.0010858321277159653,0.029608222984461408,-0.03583137895955829
TAC1,0.015224879186187593,0.06668460743718295,0.006558585818160726,0.03926131037554299,0.018920523753934673,-0.06987876756089985,-0.05198834293982844,-0.0074630937830739924,,-0.027699397070459156,,,,-0.0306743098833803
RARRES2,-0.03072728705451885,-0.05163357814677146,0.0774412575229997,-0.01842328772816558,-0.0044444856961831135,0.10919489108004742,-0.025637229842802048,0.051888243574710044,-0.08303501655264037,0.09048006515418612,0.034912594791207466,-0.020139679175448535,-0.017142018207695484,0.044352496758887305
FGF7,,0.05476943657844735,0.014729656610653433,0.060743976393426144,-0.02429682924812302,0.09295438948465241,-0.038906570457357056,-0.011260052341294392,0.027311911910946677,0.01092089075274248,0.09265306072595036,-0.02782759940000861,0.07176216527641674,-0.028902006374450957
EFNA2,,,,,,,,,,,,,0.08825661025213064,
HBEGF,0.05442434523585247,-0.018805537675668182,0.036275245063538505,-0.06682325367038201,0.04545776707112339,0.0015805922821578206,0.04369546999165019,-0.020538677701738534,0.06535409523911029,0.023038192806305233,-0.06853971369438361,0.0004532969031062871,-0.029301498624571373,-0.006421424581146463
CSF3,,0.09041336949081799,0.06379544514233994,0.04081979424097679,,0.004824904779607789,,,-0.02845941543830353,,,-0.08235868333011324,-0.03997413762537543,0.019954499205506616
PI3,0.0015335866994386623,0.022369377863359335,0.0831265897728302,0.06048713689853579,,-0.0195452088735446,,,,,-0.019660440908983907,-0.05587612739357646,-0.06662706687783869,0.05606729207669561
PCSK1N,0.028473762293377582,0.08940873005252767,-0.0475742775890513,0.02651805411699246,0.01939001381295225,-0.014241175186610937,0.028649945365495862,0.08001844227180208,0.04065439784535568,-0.0007999537887806666,-0.07752272990732208,-0.049928386570763726,0.001746148256545893,0.005775298552845478
NTS,,,,0.009342424782828358,-0.014776055788552811,-0.021334930048703217,-0.027963362805111126,0.04479278236068642,,,,-0.037989588358749264,-0.00536624325667797,-0.04338948100447811
SFRP1,0.05307092726056876,,0.011890949596251634,-0.030455425714485177,-0.04497027392648911,-0.022137642987961538,-0.030332879470613885,-0.014178326207056969,0.032105213566149225,0.014054297266970998,-0.0014871165229931144,0.03298663864034063,0.0444532552392504,-0.04871120183557112
CXCL13,,-0.026803755942551518,,-0.030181715816607932,,,,,0.03251526217970125,,,-0.01298213642884178,-0.0011515567779803485,-0.04157788860561941
MICA,0.04299328881405441,-0.05131240061600497,-0.0032642607366565957,0.048847067260177054,0.1382178603091595,0.09980396799803573,-0.00959783782814859,0.03944330037917725,0.01067512269077749,0.0415804392124323,-0.023134776551391262,0.04749449965967394,-0.018616376703391717,-0.04414040119099539
TG,0.001067995483829595,,0.0369256510377826,-0.04710667350685896,0.0051987029460299075,0.01619629888197081,-0.0236206992892395,0.026699743399888922,-0.04043378141204734,-0.0016641935205348826,-0.06028113681043134,-0.021637769994080354,-0.029353423658287373,0.01563297319840422
ADA,-0.020039076769480847,-0.028916340690583943,0.002003979840571996,0.019229813668361607,0.011540222479800974,0.06334357925331065,0.011636394018558677,-0.021718664696592883,0.13080731093523626,-0.0085495640107334,-0.016116755255130476,-0.042049637103623146,-0.018746105872641933,-0.03577811327509447
LAMC3,0.01798052437112246,0.006122625027828972,0.0045922115981257405,-0.02132939640067549,0.018587080112690342,0.0519861024878537,0.028367801565050504,0.01351054669760846,0.051718849334430606,-0.0268070000303597,0.049103017548601524,0.004274885194054863,0.008044947434215731,-0.07884684399009856
CCL7,0.008412773965075436,,0.06244455846679249,-0.0026290792812236254,,,,,,,,-0.02440641960594639,,
NGF,-0.01905535972327269,,0.08450006834748422,0.028943535241595666,-0.016275486787072177,,,,0.024884454647084886,,,0.048341905546852165,0.006879048686306898,-0.0348573224942035
TNFSF15,,,-0.016526905904610943,0.033193285321069986,0.017625295194299926,,,,-0.01812351513929142,,,0.04709148652701161,,-0.01582824109639704
HMGB1,0.019554880341706937,0.07450207669194306,-0.006681536369771689,-0.03342025795560036,0.021503029193344778,0.053762585921926016,0.012484086981257065,0.05687340216162849,0.061318658126658265,-0.011300548396622045,0.0018120655469807114,-0.04161469673686319,0.0021262518081543807,-0.03815793164136097
ITGB3BP,-0.0024957772666645847,0.023974127076098056,-0.011641068528576172,0.0644685773965624,0.05656398024585045,0.09360287902076285,0.0045867806855855574,0.020817483101965045,0.04511296823928191,-0.019681471282400057,0.004727298360423062,-0.05019386447476794,-0.004711367067360799,0.048630721467495225
AANAT,-0.010576952146094248,,-0.015037795713396725,-0.026695927412968206,,-0.01565728302047926,-0.021242232910609397,-0.004783622943925371,,-0.03416779946954752,0.035425381494406535,-0.021411316630027124,0.12501009712575473,
RELN,0.013145512353375079,-0.0023990014147259315,0.0629905195391317,0.04774266365057844,0.0006962275099903916,-0.04594338101192997,0.01698330564333748,-0.05565823885985129,,-0.008179711703812759,,,,1.0071944325495778e-05
IL15,0.011581524653857209,,0.072105210795691,-0.02056350438295057,-0.014061844301299841,0.01703298463348774,-0.02316773789173584,0.04503514683731855,0.023617848906869986,0.031695284718264785,0.040161385431140284,-0.005834883637360114,-0.028597167372467994,0.06986818592943761
UTS2,,,,,,0.049384652885776155,,,,,-0.11419585828974918,0.028865870845824804,,
BSG,-0.010180726016153791,-0.0036183507852612672,-0.03249976642525379,0.0317314062011563,0.0335140093713323,0.020736101656731887,0.005260905190286816,-0.010797379958619058,-0.05448889245384592,0.028423307056527326,0.02039527212077922,0.053980664920354395,0.039352216587070485,0.044657265129770786
ADAMTS3,-0.007205251851298399,,0.05961769513170556,-0.039421413163445954,0.061893282319260216,0.11606577824216888,0.0017523728662517026,0.035829820056809306,0.00699800363723935,-0.011814479615599345,0.01888700079770346,0.09652622606485815,-0.00920769737779222,-0.004975874165549741
CD34,0.023151225184886333,-0.01833061004743748,-0.01929410497819214,-0.010491335951582395,0.07113553260427015,0.03485392408947032,0.022011108383181373,-0.003258106726043038,0.10548006053037917,-0.030466529345678558,0.008841692584089081,0.05200529346146853,-0.0050588788502079,-0.007070982701854793
CCL23,,,,,,0.04617003541436438,,,,,,,,
PLAT,0.02289997856478425,0.00932474615059054,-0.007219172262960554,-0.008866163951902125,0.050476791667670856,0.08421120191867837,0.030656779273972215,0.00021046434788112988,0.0359044843245541,-0.03284329473303318,-0.045286402484014,0.11041960050095125,0.027191866275210457,-0.019911665229168336
NTF3,,,,,,,,-0.03661355212428706,-0.03860416213789991,,,-0.028004280054596625,0.05777984386350535,-0.00555243440250213
LTA,,,-0.0037035809579159407,,,,0.006836262189472,,,-0.020103275991135653,,,,
CKLF,0.014053566988679128,0.041795466731008334,0.058606580585206784,-0.026602308625135823,0.005798976022535054,0.06029647759673,0.0037517826169614333,-0.07323674769181923,0.07457210563991634,-0.014024726626032961,-0.002904761207767755,0.024647605749284852,0.018430481724545703,0.03631939395834883
APELA,,,,,,,,,0.01612876315464356,,,,,
CD24,-0.009978352078127119,0.025689047845127242,0.013099995404636725,0.015441590310973325,0.0363771282322171,0.046583620090384414,-0.06629684204420364,-0.005202767250412372,0.08832540059127598,0.01838965578795607,-0.03316895867471585,0.02034148471641392,0.0019356088264904402,-0.04151668190921357
HSP90AA1,0.06682369394277544,-0.06862505179923589,0.018063369754525434,-0.020326104799691127,-0.021263739969025145,-0.1053957702254873,0.0025398224525611532,-0.01418673792645378,-0.013706025052635762,-0.05224346530459563,-0.04757561541158074,-0.11957618439318106,-0.1074642535738475,-0.0406937019110366
