,UKF259,ZH881T1,ZH916T1
IGFL3,,,-0.024380925479818183
BMP1,0.02734512031573575,0.08144853944038187,0.13519971424502875
NDP,0.03195473541614713,0.0025148161328086144,0.019542752629267832
TNFSF18,,,-0.04112626242240461
RTN4,-0.06407751458882732,-0.0678165349241658,0.004073505035129684
HEBP1,-0.00816316257812436,-0.024892384389496293,0.040018583025279955
WNT7B,-0.03462046486056086,-0.024409161085727608,0.009897055363526256
PTMA,0.02454640209855782,0.0005372578563791065,0.042178206155587095
FASLG,,,-0.021145568350973396
CEACAM1,-0.039976711379130635,-0.01620071521212441,-0.0007241689283153695
PDAP1,-0.024704999349670013,0.0011651466774413172,-0.012583406250826958
QDPR,0.017927832528976756,-0.055785612761290064,0.013665198657995498
POMC,0.019088478694559444,0.033505722392857894,0.004839942340900478
CCL18,,0.03176081097184653,
CCL17,-0.02317099636415808,,-0.01916608264797831
VEGFD,-0.025815048716323646,,
TNFSF13,-0.0159828347097847,-0.018192317370209307,-0.031229531946962225
WNT5A,-0.007858319098647794,0.03709797087213737,0.013601549507305253
CXCL8,0.001955311150193039,0.0033594450775739373,0.03525635930494558
GRN,-0.000703867406365511,0.0868945228790013,0.07240318918763626
MIA,-0.001338952756610341,0.031996101720020216,-0.040316158504371674
COL4A4,-0.0271476996778018,0.04586255144202681,-0.018162476055533876
TAC1,-0.040501871421315526,-0.02795084904104248,0.03982804525797648
RARRES2,-0.06448958642877593,0.0191908511289809,-0.024124468557671048
FGF7,0.01163004172841707,-0.02892033892572958,0.05461751911848562
HBEGF,-0.004352958831156238,-0.014588034999205184,0.09319949882783998
CSF3,-0.02761780731652494,-0.02322593825266473,-0.020178928311094947
PI3,-0.04126059304252511,0.00554344365418746,-0.04384210742827856
PCSK1N,0.024420318314190108,-0.030453380541105978,-0.03620103278551437
NTS,,-0.010497007728290856,-0.029882241205499552
SFRP1,-0.005797749329122372,0.004943206486960644,0.10574356384338636
CXCL13,,0.044050143728676106,
