,MGH258,UKF248,UKF255,UKF259,UKF269,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
PDAP1,0.003917542249492091,0.020046446903963386,0.022829556212564592,-0.014787785125242772,0.06323109078974848,0.07196750624479438,-0.0373620602426456,0.03685731671850572,-0.05158549143185692,0.06682932620808259,0.03814181897343672
QDPR,0.03717554523447789,-0.0614336980338443,-0.01647782859463212,-0.0254285001762741,-0.002284868116447263,0.017105221516254786,0.007389919243943675,-0.018442663001259223,-0.035881323133397536,0.004255632728061807,-0.05944546304743627
POMC,-0.011415860425182911,-0.0007895686737261864,,-0.028706330136339747,-0.034749330445134674,0.06661198198729897,-0.006748719788882996,0.005748474148570204,-0.023359470945488403,0.020530382650937543,-0.0137223401096446
CCL18,,-0.019721818518551773,,,,,-0.018763868255513703,-0.04032241131869142,-1.0474083360544689e-05,,
CCL17,,,,-0.017867073742347566,,,,-0.015632235478323646,,0.15592929572489062,
VEGFD,,-0.002458910242842667,,-0.0199058932049342,0.011321937829852751,-0.0468406199641431,,,,,
TNFSF13,,0.07451852650277457,,-0.01232430759055326,,,,-0.02999591188511147,-0.016034979649172824,0.16911539373966994,0.020714960558091668
WNT5A,0.0031804308059549,0.03330903832404179,0.03110862764834598,-0.012637038386073782,0.009036264608338408,-0.03981602061679771,-0.03899788089082465,-0.03981245955979586,0.0018597548486803206,-0.08568312203937772,0.03695258241458667
CXCL8,,-0.0026627555824239907,0.014214067591329926,0.034699587958248436,0.01116689431459266,-0.0799445555741641,-0.03303674430791781,-0.0588716932898122,-0.062376112407954196,0.06453361868778176,0.03695123586644077
GRN,0.09618273380144302,0.07270982590021494,-0.0674781647639062,0.0227536589707876,0.027300189701773194,-0.039150650022832974,-0.08503880819373474,0.07222429650781416,0.07339465787155663,-0.054825055029712556,-0.0612419194428887
MIA,0.046873135975548826,-0.02203041277534058,-0.05151314693450571,-0.014077663105872967,0.003512696872934246,-0.07274430707741465,-0.04517486213114998,-0.048454342901331514,0.0249585096149749,0.012717891379445581,0.04164897446732768
COL4A4,-0.0223553400321295,-0.023685743805620017,-0.03919865824701952,0.008333043123218776,0.041567074885957116,-0.036677127921933686,-0.02372339230699139,-0.0299168433186855,0.023996785246123985,0.03811122282678259,0.04327312193531998
TAC1,-0.019303087910859638,0.047174763139856385,0.06467344213070293,-0.011086379672053032,-0.02326167412588131,,,,0.03876610170431369,-0.022204933512005833,-0.085763020590778
RARRES2,-0.0678075796926106,-0.04118803642527274,0.004696369342194372,-0.0043977203812382805,0.06421864693488047,-0.1647287440736752,-0.10673774973344463,-0.031792579484283885,-0.038393271402673006,0.02418002123224115,0.07017647695184683
FGF7,-0.025811773421133798,,0.010582944628077998,0.03808977559946229,0.028577425360503884,0.014194782470313748,-0.034275398752573134,-0.061654515084716664,-0.010162895549602992,0.05492861836089272,0.1240552801628571
HBEGF,0.008523790591785565,0.05777510849795056,0.018077276924551015,-0.01632680865711828,0.03975958337621964,0.038464483625823304,0.01649699945194876,-0.03815121140206666,0.021460485073253675,-0.07689797168305011,0.049917133348638024
CSF3,,,-0.027437570731268915,0.07582706078418723,0.01182441188518214,,,-0.0560074620415948,-0.02047168811073456,0.07606883881629811,0.07246776095885357
PI3,,0.0610574902799418,-0.007103244784871546,0.012536268650812957,-0.016194414231016436,,,-0.04486649808841179,-0.008701979773209962,-0.004824344150005951,0.04094279229681547
PCSK1N,-0.06111872782917697,-0.023659178737450378,-0.021137656953246636,-0.03509877547404021,-0.019422474530482573,0.07962156999937822,0.0018827363097615468,-0.012556578199674862,-0.02100180443340717,-0.007010663446379902,-0.060394878370593555
NTS,,,,,-0.017677308901319536,,,-0.023249041799773416,0.050272030095062856,0.006356767146185364,
SFRP1,0.07208451580284185,0.048062853418486186,,-0.01558971246674992,0.0458002576844394,0.04220201490148764,0.06649207465735028,-0.04462210228462647,0.0072735861623036396,0.006639812336565271,-0.006232724159960132
CXCL13,,,0.03206816744302679,,,,,-0.03511320594165776,0.07317469499516221,,-0.0135338157865094
MICA,0.009349107240188847,0.06709041641898672,0.04750309743226792,-0.002481434930383598,0.017605910270225834,0.038966131480371334,-0.10011482200506905,-0.06623061079186664,-0.0094698923394099,-0.027496025554696442,-0.00929203108498741
TG,0.08083717086301931,-0.03105707965186022,,0.017525223065665844,-0.01735788631978837,0.018239310591370243,-0.03055196447214926,-0.02077133266783173,-0.016848513894984395,-0.03468144021345229,0.04410492258368482
ADA,-0.01660834875428662,0.11277270936727964,0.00630417976098668,0.0159452935029611,0.001015508337447709,-0.03603898444905628,-0.023907604558425312,-0.033389483135388164,0.07672194017313191,0.05516858078828758,0.0779057463860057
LAMC3,-0.037045037246229956,0.08087680116926743,0.07890272165476432,-0.00332838468518257,0.003543118292700601,0.009491787947372843,0.017074624403934275,-0.004582873690594832,0.03290524225154271,0.020264666749467416,-0.03185459265433153
CCL7,,-0.012544742632953531,,-0.012163558610323942,,,,0.015522151266760128,,-0.018635504065971344,0.07476964090254712
NGF,,-0.021538700140325016,,-0.017105850622307246,,-0.05745679470104997,-0.02788429288749986,-0.02705875534932814,0.06511967914615313,-0.05579413750834018,0.00770515397406738
TNFSF15,,,,-0.013544717424626616,,-0.0006725670365286397,0.12620584033925938,-0.02284075893544021,-0.01271256686124582,-0.021494331369843404,0.044960970230221525
HMGB1,-0.03483785458306719,0.007074271358184921,0.0017688346095050776,-0.018060349178011158,0.03568769433365645,-0.10188232590658239,0.06791433499351823,0.02565039316717128,0.0074202753159618605,-0.0006392246650750694,-0.017327464056580234
ITGB3BP,0.0654825832901855,-0.0018151202638254098,0.044343118723308185,-0.0019114011610454435,0.06269547852637912,-0.008172315583402947,0.01068813797617433,0.08718943762679128,-0.004281723763908014,0.01895758651166468,0.018939273727005494
AANAT,,-0.01820051301107473,,0.010686618307770575,-0.012973027231707302,,-0.019543355334580213,-0.020553947135044107,,-0.01971714044290902,-0.029206040088448397
RELN,0.10403413221299006,-0.03929266879068625,-0.014586302029766211,-0.021392240292776744,-0.02621495015029592,0.014113715233533492,,,-0.015355403077919787,,0.00990743735601069
IL15,-0.05165636113081431,-0.0013958150543733187,,0.0016082617765014182,0.003360725479922359,0.0873966458261595,-0.010389676635118491,-0.03765567328122705,0.10404232313745897,-0.04805856599190871,0.11540667243764433
UTS2,,,,,0.0077058024556548085,,,-0.017503190279310927,,,
BSG,-0.025973666232658354,0.0363045800296623,0.015547898884967968,0.033620150415340395,0.04246103354866088,0.01510177269785435,0.04204149653099648,-0.08059503428837202,0.03850116647994312,0.027734661598493804,0.06083349115700301
ADAMTS3,0.035132697322701814,0.06231660312013692,,0.04625742233897977,0.04559418545681871,,0.19072817200608122,0.04960215036823034,-0.05638676984430503,0.07284995868306005,0.021801594178610908
CD34,0.045912276860377035,0.06801769747388323,0.059920770476645895,-0.010209407420921038,0.014234417094383521,-0.022618983456925357,-0.01835155691578014,-0.029634663411523512,0.06368008891894628,0.049570850084112106,-0.01828049472361425
CCL23,,,,,-0.014761245657153383,,,,,,
PLAT,-0.009698822536717132,0.05163812941799892,0.02717838837766631,-0.02984722771029614,0.03183798408860068,0.014031948234651278,-0.00048273922147480626,0.007466029823979345,0.012883681932861102,0.030468318840820456,0.008084254450703567
NTF3,,,,,,,,-0.03583409723992627,-0.008120182960420795,,
LTA,,,,-0.015589711737438667,,,,,,0.03779135997259582,
CKLF,-0.03391197172713345,0.012700522326657039,0.030451430766600906,0.030779229499989152,0.035937756910821995,0.015945574538741625,-0.024023438644280897,-0.0327856527908888,0.012829996982863747,0.032658092669101815,0.04415299740891089
CD24,0.08857897080663396,0.037450383633624476,0.014141979659873103,0.00989829791805004,0.11310597652831571,-0.025645565448697248,0.04634093565954936,0.01550444479563892,-0.1190046422193304,-0.006784923488867219,-0.015940840033340835
HSP90AA1,0.009948483437313627,-0.013790597394301735,-0.00617767425359282,-0.029154887442273385,-0.021635541454484677,0.07817716480315237,-0.007876524218896229,-0.03646523819039156,-0.038843334319039045,-0.0229436554141832,-0.05649202550007763
BMP4,0.04025621188348327,0.10057320385226624,0.05895192169045518,0.005343769809334124,-0.020003513137139974,0.06617842389642145,-0.06445957109658798,-0.01424198672405492,0.00890286265451427,0.008964579783636408,0.013410590376606104
SCGB3A1,,-0.012544741378496026,0.045011235906360955,,,-0.029565783133852157,,-0.023205826430856877,-0.02639998999627923,-0.006659632522964097,-0.03187496642869575
IGFBP4,0.012053706361126593,0.06973704806705908,0.010868782434765268,-0.013611673156278183,0.023968619209754353,-0.016724188889924885,-0.06251650475333721,0.015572449854910441,0.024895574347036237,-0.003565051861471429,-0.07525243882375696
RSPO4,,,,-0.023862785137916866,,-0.04595444218658978,,,-0.017779269740677908,-0.034998601422919044,-0.02333799424506703
LEFTY2,-0.022134301574388705,0.11862370517561861,0.05997382663278478,-0.018173767485999588,0.017962536804837427,,-0.024974751821494057,-0.019888667824898627,-0.02417863224477833,-0.02278098457386985,0.027605985865798818
PF4,,-0.013013155454645703,,-0.010612465251114042,,,,,,0.040164490668579786,-0.028849189704246526
ANGPTL2,0.026333776790192342,0.045108043836663406,0.0026008358094562274,-0.0011832940941880925,0.0019220610251588829,-0.09875610344972939,0.046227735711605725,0.03373943415457457,0.06014817781896946,-0.034063342709750054,0.03217869166590829
LRIG2,0.050740755789785055,-0.0061406658764813615,0.042302716575331537,0.06666432252388077,0.0034228952353642563,-0.009547170723592636,0.01526705788211187,-0.042536161231689365,-0.03537629521460165,0.025342601535148696,0.032273296837382975
ICOSLG,-0.035637725488967376,0.0019733047810450753,0.02060791895041361,-0.04253297113643684,0.02078265860670899,-0.002246498685165992,-0.01788776374688939,0.001705429995589736,-0.025829081500888328,-0.0018168518892457469,0.0752998932548613
WIF1,,-0.02341506103228574,-0.04755878083550397,,-0.04495557958905362,,,,-0.016527553357915847,,-0.0023087446062601985
NPPC,-0.036209932665685264,-0.004188450627088743,-0.036794466142320896,0.018540979117591335,0.01045076254877065,-0.018582914522321546,-0.02340113347374983,-0.03497544773061797,0.047895766871598654,,-0.012687947092177921
LYZ,0.0029378153168954564,0.08179438936182433,0.041463899402979475,0.014850346232158427,0.026739890362040532,-0.05466535607057582,0.041651458026039506,-0.013494949910762102,-0.006099347463140416,0.03243319760195398,-0.024716141298373646
EREG,,,-0.02301050672576956,,,,,-0.04755690792623387,-0.022144380221755244,0.00400070427368711,-0.033213963425543135
SPTAN1,0.02326748739033566,3.9999144076036774e-05,-0.02240128597982929,0.009858073282987595,0.04630546899867031,0.0359286834352338,0.017501048096234383,-0.012132717111543468,-0.07874151024897574,-0.03877634835234102,-0.05546650039176713
PTH2,,,,,,,,,-0.02827496190811925,,
LIPC,-0.011759053403452754,0.0052850226624063575,,-0.004203627472482633,-0.03393077100066917,0.09242262450053745,0.0026427808458231823,,,0.04475507591080994,0.025681358750245204
COL8A1,-0.038135414493508546,0.03323929318440694,0.029537669011636108,-0.014013904560468622,0.04852749498397845,-0.01222209508889897,0.04818002389053927,0.055467816893145734,-0.020443992740209044,-0.00027135418243341193,0.1005440751288009
GSTM2,-0.006202279294254267,-0.017066566276027467,0.013853790516909745,0.00886870499730776,0.0427018821453079,0.03555731655137351,0.018827633963172493,-0.005049678144909623,0.007643125535960837,0.06631567931496803,0.05661642648169459
SPX,-0.03231329065029869,-0.0123274696058663,,0.04500520291969987,-0.045497593978979886,,-0.024989717587087776,0.05175627526637105,-0.02310156312710912,-0.0019004892770131951,0.010590071491488119
MFGE8,0.0173190414833357,0.03037904035665803,-0.030017775899980635,-0.004188631809351298,0.03817528006456559,0.04529844745159297,-0.0663553973373451,-0.048907276394247114,0.06593066038942688,0.011482842610411452,-0.0911848019604884
TGFA,0.03867966884981057,-0.015600498456997966,0.07595557190933784,-0.012050307869714321,0.007041123512530732,0.05669536717315862,0.05727883980613584,-0.005771930899557593,-0.03832510680337394,0.04361431929225574,-0.01447925298887715
SLIT2,0.059962622497051615,0.1442885926154863,0.07671401860895027,-0.03611933012605036,0.004722542663146256,0.058840371913895864,-0.026464612425084542,-0.007921847751600116,0.013042489255181125,0.030803355085016866,0.038420575174772445
PLTP,0.02080820941190581,0.014847124763079008,0.04420361128061986,-0.014840715668751909,0.0405483484816229,0.0967115511480621,-0.01983324310278021,0.008949671706539316,0.06090643445389442,0.02581530128597328,-0.05492814469121227
APOD,0.08254424239389335,-0.04564534306770205,-0.01397571749272837,0.03212810711597634,0.0417392053624288,0.17086577703876699,0.07152287112457041,0.0014940982884550744,0.027827179375114437,-0.031988184781835925,-0.12028416597615059
B2M,0.03354557306503119,0.10273051894487553,0.048617884038614015,-0.03125903022296982,0.044174286516686145,-0.10133063115359016,-0.03820215478491914,-0.07637912913346157,0.06883283648650224,-0.0352430742828242,-0.0062474657506819435
OMG,0.05068774630130951,-0.038543806577889216,0.0388711938267626,-0.034363057133411354,-0.010227030145698967,0.07332094764911969,-0.002485462194419045,-0.01284570953564844,-0.02138619239656983,0.05114516167961071,-0.09696084351474833
CXCL3,-0.01800282217395401,-0.03213559561157606,0.05253741007972789,0.045809158850131336,-0.01703296461102739,,,-0.08855637479147878,-0.026052855672003248,0.00022711861765780997,0.007177207678597914
CXCL10,-0.01862668163840228,-0.024422871469526777,,-0.010250317762768383,0.034067151376596,-0.03758092787715345,-0.03156531611999938,0.012486402485826798,-0.02429373600641422,0.03181010251995327,0.0056499197882734385
RSPO3,,-0.017040437227167086,-0.027437571587077342,-0.012324307995276259,-0.02130239860113678,,,0.0006446857458827247,-0.017317117893021757,0.13566180866080274,0.03308689007133418
CORT,-0.022355339672282103,0.06295596683718464,0.022708609335840166,0.039534958278659285,-0.016019542847869505,,,0.04050086927926413,-0.02956931007683713,,
NCAN,0.019062785322977473,-0.024991399164736028,0.012611630553199964,-0.04849505114365828,0.06876286100491935,0.04474717268827658,0.1210400534987746,-0.039364378421337366,-0.027237707923871736,0.07774631576281295,-0.07416209236766144
PRG4,,0.034932064644839916,-0.01378044952281378,-0.012163560505833991,0.06398324156296518,,,-0.025661367423406117,0.09691304987537613,-0.012987658690900019,-0.015021237323322514
ZG16B,,-0.01739577004732238,,-0.014117299567320744,-0.019923696610131787,,-0.021725668185960643,,,-0.02358047137021164,0.015683635877414094
TGM2,-0.06328511748137144,0.030908964855325793,0.004308188913005635,-0.016449526556609636,0.02627471920084267,0.004623291278502704,-0.00876696755753951,-0.026682861728229874,0.0059275332560341275,0.009071534839889872,-0.03928629909257636
VEGFC,0.08110183363278421,0.004226119033130453,-0.04079734066488737,-0.021678721733144005,0.008381115847474876,0.004623593696616144,-0.028160780752823536,-0.030151928588687545,0.06735114721586266,0.005672779138270346,0.0037946236963592433
WNT6,,-0.020240664911688102,0.058399926711610914,-0.01682377039445691,-0.01814676289928576,,0.11398826629728849,-0.022012694507536713,0.09020367849030014,-0.02847826551526954,-0.02543087499358718
NRG4,,-0.011554148379945825,0.0041241060773988735,-0.014803609568295418,-0.022985210140500333,0.06650951475849577,,,0.008644652753361405,-0.018911394751464493,0.01669097017179024
PMCH,,-0.013316777805092599,,-0.02051184327669147,,,,-0.023814085429725455,-0.013517655557043193,0.03508823734869052,-0.0389307128095305
COL9A1,-0.04486445173579803,0.0984599051677662,0.018388659803288254,0.0036823326267308217,0.07459923446618952,-0.045411837337841474,-0.05501230046959882,0.047845222375579616,0.02385001347872815,0.0262144124777503,0.0021918171288902227
GDF11,0.014016602299093973,0.05157185268450687,0.025235419934850175,0.019282277668237376,0.005169151712181818,0.027291949943170867,-0.07243495257157923,-0.060573884431766416,-0.024970118971758937,0.045412623260453235,0.029625931998807864
RAET1E,,,,,,,,,,-0.020745665673272295,
IL24,,,,,,,,-0.017755208250046402,,,0.10295051187349351
SORBS1,-0.0031341572468294816,0.045261900532076065,-0.0013883952620519374,-0.010490100622256403,-0.015133493714829095,-0.007931502034397206,0.04594373970615731,-0.0354835585428472,0.023388689749310514,-0.024833952362999647,-0.03334647754076619
DLL1,0.11039519888423228,0.032542498043356495,0.03542181571551395,0.03071323024930748,-0.025119815574494945,0.04939423096132347,-0.03882919414459199,-0.004631641932842775,-0.0014785378134133573,0.03470007532980819,0.04444731683351756
TLN1,-0.004367316069998315,0.03861922812218175,-0.05314741093653146,0.0006116167831129345,0.027543271894212983,-0.039199671429317226,-0.03639784637245294,-0.06516966571395723,-0.0034468051633810975,-0.0442832539849418,-0.02304037615444858
COL2A1,0.08712108219787436,0.02508772574862634,,,-0.017032970407534022,,,0.010724656269653939,-0.0029006078243893904,0.050346832647856984,-0.034455913288176564
SHH,,,,-0.012639936452708847,-0.013389984354456857,,,-0.0051682115737483,0.0032975671371515223,0.0038856127391226824,0.01035314191593209
PON2,0.014263205006629724,0.03129184976466604,0.04516966510101322,-0.03518767746226411,0.061817829079500834,0.002222426717843576,0.055715518144680606,-0.028913138942661384,0.06063979788394366,0.02379757467712532,0.07509006163655366
ICAM5,,0.039555389812192546,0.11643819932850018,-0.0051919104121561106,-0.03328408868711032,,,-0.049630690940586995,-0.003242511492252672,-1.03472309573507e-05,-0.0985249008063254
HPX,-0.02385054956935357,-0.03134725865921178,0.05280011715981198,-0.03075468495813744,0.03876731828315623,-0.047713449451388154,-0.03560507726851287,-0.034848423945537325,-0.037417486543159455,0.03741069757164366,0.02991688491492388
SFRP2,,0.003737293320178769,,-0.01439551783148766,-0.013593893650782158,,0.012367425651597732,-0.04418469041025958,0.026276424001418688,-0.010642290591315568,0.02829722808420763
CFC1,,,,,,,,,,,-0.03384004242641744
CD70,,0.12684842805423444,,0.05808609204435363,,0.009437062029421553,,-0.01936195742425218,0.04559282668213523,0.0016405917756227293,0.06863821522044099
HP,0.021428957969422503,-0.0445621753435267,0.04475252113933145,0.009679286382115869,-0.02373180352868918,-0.09613265641983774,-0.021838182120789952,-0.021977144565195943,0.023923993919943987,0.0016558805770611655,-0.03940757669430169
CXCL2,-0.0089986635690955,-0.005423535176985112,-0.00619598585746332,0.015217240242443248,-0.0063488636966028906,0.07461394704633674,,-0.04868172710570954,-0.00014719170168319033,-0.04231891463523327,0.0022196038621569284
NPPB,,-0.016183930516179473,-0.0038813874836774167,0.010394101008672902,,,,-0.024510538122780538,-0.020203533342650275,0.06770161544064264,
CCK,-0.048038373807928074,0.011041796336638519,0.01855078839640999,-0.056240804916082854,-0.012748250175813158,,-0.027040279368902152,0.013437407158428276,-0.0002609358600683799,0.04310610128103395,-0.09993680003796489
SEMA6A,0.06814839350318272,-0.010845972000145577,-0.03177886909831791,0.018924434402534704,0.037009639967378494,-0.05977431990179643,0.024584566433780333,0.09467620131839868,-0.060176827969700405,-0.023927615218505623,0.020188882446815028
IRAK4,0.022671227524737495,-0.040295408030046845,-0.0068462390057885585,0.0002572836513451025,0.047925895204937875,-0.06582438103865745,-0.004357477156214404,0.02711705483572286,-0.015987225382937842,-0.001365085179287847,0.060463860190753956
GSTP1,-0.014456233405438784,-0.02829770821609686,0.03523983224838596,-0.02600851594157133,0.0475318589668491,-0.03671462570242632,0.015009666239665584,-0.05676661878933728,-0.054814112244826727,0.03864456665131497,0.08055832410794607
VCAM1,0.03766259784067875,0.0070010542401125414,-0.04468259178218726,0.09759756226123471,0.06989946815349132,0.007609565599017669,-0.0024270169707019313,-0.039037001808347516,-0.032783579564439155,0.011524098215045804,0.048887719463725866
NXPH3,0.005241730792353227,-0.015052540350152759,0.017488551749471202,0.006129593300679297,0.024258535322660892,0.10255161476469254,0.03946621899635368,-0.0045510340153722675,-0.0649622048455495,0.07954671615444094,-0.0050539518810023025
MTMR4,0.021669749016785433,0.02947313189242913,0.03830549059374714,0.056491942295035964,0.021942571399646137,0.021239736252515042,-0.02489961914443537,0.041990841256870054,-0.006569100584184887,-0.023998005245065877,0.017351517891325434
LAMC2,,-0.01270269321221339,,0.022926054600801608,,-0.036677109451907774,,-0.021828408868523424,-0.013120993172481736,0.010779787400692917,0.08037464941120395
IL10,-0.023220392395589137,-0.026839394512279065,0.044187496588707416,-0.0317407103354946,0.0120602278781888,-0.01111202424634105,-0.0373842980736024,-0.020021630092195264,0.09706679545474853,0.008032206288806357,0.061741088097239896
SEMA4D,0.05692553327630454,-0.02153901723851478,-0.04563089126635721,0.007478640391114697,-0.03181146065882084,0.04864345787591669,-0.003361788747059669,0.05484505108556373,-0.0032352540844125654,0.05223888131103552,-0.015341021597133832
TRH,0.0018589585728150527,0.0009695336916786879,-0.021190658548122913,0.0204538106069513,-0.03528747411152207,,,-0.0024683719194058622,-0.05245942754393685,-0.02148681074030133,0.0630506169894818
SEMA6D,-0.03428663892667626,0.006078612371770693,0.06754697033423701,-0.005223370392819976,-0.02539000951406477,0.11344960312799458,0.0818266841759695,-0.012263448614755248,-0.050926140634826526,0.01766816860663071,0.10213160555288746
CEL,,,-0.0010949339232560146,,,0.018466282943091775,-0.03003460836418452,-0.02688754893323128,-0.022094059778895735,0.08225750022859568,0.12317675162396269
PDCD1LG2,0.05879642237288589,0.0374067272337055,-0.028631984079026063,0.001204561566070847,-0.02976027405021725,-0.019841111736990668,-0.060265534811386974,0.027776618741942136,-0.02342931050271723,0.05222899588217613,-0.06619268906574731
SPINT1,-0.043731203056432674,0.04765315040513668,-0.027920756832522764,0.04483163247710498,0.07117445148566384,0.041587227776297336,-0.05286396961397464,-0.029855269143044493,0.02698336502219487,0.018441668670806467,0.021930012264993453
CTHRC1,-0.035747965653017445,0.06538360652894687,0.017110625668653366,-0.02597936713010916,-0.02940454839191002,0.06287938529554425,-0.03627355698457386,0.024119611648143736,0.009161389519302265,-0.02217699414224796,-0.002370559557890428
PODXL,0.017691404450862237,0.052118569674741426,0.024564914097803925,0.033525547070794935,0.0275876043407591,-0.08799916676567662,0.008108121017407786,-0.008681647261235957,0.04948987335863492,-0.024124583693157464,0.028951853991282552
JAM3,0.023919221778352342,0.007653411043411842,0.054981331918424775,-0.028456675852458497,0.01439190259210286,0.14417038149833647,0.0614699554148327,-0.061286393928775905,0.020333338956840957,-0.07304753799132288,0.012703339781181652
TGFB2,0.05283885246858606,0.05470267900708652,-0.04505947402818405,-0.012062075502978619,0.04010545780370936,-0.032551069525142945,0.0443350860098527,-0.006565996613488641,-0.04315508406319274,-0.007185559181727875,0.05215331073687963
COL18A1,-0.04060154143669698,0.06551236711037814,-0.0008074145453713967,-0.02050614143294851,-0.008657718419473947,-0.13200758985372105,0.028343347576830605,-0.061785521991164126,0.047765122086840445,-0.028739484845085046,-0.056226294713678245
NODAL,0.029094799197200278,-3.9116056577415986e-05,,-0.024893194705739956,-0.015821137768541042,0.0006055349608314718,-0.05455693451654348,-0.026542264979788538,-0.015004839785408782,0.028098049089034044,-0.07671800799069976
INHBB,0.03922305200798857,-0.019078148348387843,0.027126904991775422,-0.019883059930058563,0.055831866462696056,0.005940730142934749,0.05515213518454169,-0.007880518430539983,-0.0034941543612795546,0.04720323034538552,-0.009511050579863201
LCN1,,-0.012702696070371085,,,-0.01494741953185935,,,0.03540229108759375,,-0.02172863252340681,-0.02583147542059163
ARF4,0.02817161976960218,0.019856366369984935,-0.017006457876580894,0.029014162397628017,-0.0033890479970464624,-0.023206096645258398,-0.03751367097715478,0.007744046836677512,-0.028624885022917625,-0.03230661754039388,0.06152325402545591
CXCL14,0.05946904923545517,0.08347780871084941,0.023389811348140888,-0.01616926730793183,0.01702781713860218,-0.06375467281010919,-0.0076035073634791225,-0.012598920535027605,0.015707145132043226,0.054298293099465225,0.07064974553481806
LIF,0.0919350284381155,0.014799462344673013,0.020873686422219723,0.05153682944163169,0.02874717717928538,-0.04692064630574629,-0.012381062690089808,0.02158614296347895,0.02118620729137291,-0.022882296624843982,0.07821634483912192
IL17B,,,0.07964526540377974,,-0.008660910633255825,-0.03502209052716688,,0.009830201552192375,-0.018667414973131454,-0.012643207061084995,-0.012363827584550477
MMP1,,-0.01751276415130216,-0.0006297527731589438,,,,,-0.014738962983828822,-0.013517654486527584,-0.0430362358223938,0.052682074714508656
MATN1,,0.003791753484549007,-0.0338520185500531,,-0.01567135317912996,0.03590699102595715,,-0.03552399713804279,-0.019238775171139297,-0.026132553319174127,-0.026615752261296262
ADAM28,-0.003998102524574533,0.03922326529470523,0.013986178704219442,0.008199559908886163,0.049337016718616324,0.02558917886584385,-0.025954591324536015,0.0738067828709475,-0.006451759742411934,0.03243681898453263,0.02834987636874877
TCN2,0.016980064515515998,0.07478721792885495,0.05085711630741065,-0.013697893886664423,0.014874629714790474,-0.05371331333670046,0.030095524119952095,-0.08701616354326816,0.005448313999016911,0.028940048965647187,0.06262926384456848
THPO,,0.010892080775970005,,0.02341020129556078,-0.03049850580124715,0.01328155886171919,-0.02240955674120381,,-0.016688746362791024,-0.02828938673975257,-0.039886124678412155
CUBN,0.09126277938937606,0.11286289081225166,-0.03323788611868135,-0.0010570825908011198,-0.03815157333896196,0.04928285183563792,-0.052928670805146384,0.0073456880227158825,0.027252610100808105,-0.025596195507132696,0.019189380024375237
TIMP3,-0.012236315398691675,-0.03244724094880538,0.03227259573410003,-0.07220231358265246,0.04244520216671267,-0.03412062890813859,-0.053581863536951324,-0.02547975783446226,0.06084267305018346,-0.059358667218239895,-0.06764757764125852
PIGF,-0.0484041725675192,0.04269573721441525,-0.021353176911022464,-0.004924479081206399,0.05410733281685857,0.027577126704205604,0.011449500975581684,-0.008351493095831847,-0.06671362082007827,-0.03389404064514019,0.049752479829081084
CRH,,-0.01488272081047483,,0.026778358811407974,-0.022985200610256693,,,-0.008884010906356682,-0.025909135941874713,0.019405005039494005,-0.05829269842424646
BDNF,,-0.015709936024429935,0.00922153471718808,-0.038236572027637875,-0.0564607940174422,,,-0.015310124317495321,-0.011372497011928865,-0.021127294567136672,0.05757843518295221
CCL5,0.025339680702166457,-0.024067561917676738,,-0.002712147293226891,-0.033930769132392215,0.06518437363475592,-0.04456263312317065,-0.04587809726236004,0.01158357675538723,0.0036802809752084567,-0.01582816368208676
