,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.012146657188762736,,,,,,,,,,-0.01754336174316324,,-0.04088683847867683,
BMP1,-0.001607804608634125,0.04362901596952841,0.030459653990276555,-0.014541965551103467,-0.02933705168419665,-0.08463254897120363,0.007174024909595136,0.07318660046797697,0.09817733944005713,-0.00960125265553858,0.0005782379630098952,-0.017711741246990164,0.056281111328382066,0.00975824418920492,0.053145422151555176,-0.0455494031127504,0.0566694152131848,0.031500652607286815,0.009371921165563622,-0.009282774394573695,0.01503125238783612,-0.027442514008572484
NDP,0.04738319234776765,0.1462785785716018,0.022841599606963383,-0.01212597098342074,0.013215894921484676,-0.04282112545493414,0.03182848582899514,0.0595608987519601,0.06933719646424269,-0.007768964519423082,-0.024736307051625103,0.006751043709519944,-0.017937147210453676,0.02483274200617593,0.05925012344646831,-0.048038911650750776,0.08159306897157116,0.1664227023707377,0.055381791764652556,-0.042664866051890446,0.12954896111303482,0.00495948373048369
TNFSF18,-0.019279987219288242,0.11717244264962746,0.0632114064434704,-0.0022704210664765442,,,,-0.020727290224098305,-0.0022525207196869425,0.019762333274893372,,,,,,-0.044696571857409224,,,0.009173205424159574,,-0.014746384270064875,-0.0029165961243960495
IL36G,,,,,,,,,,,,,,0.015609931637512155,,,,,,,,
RTN4,0.02865934238090517,0.04694244709086814,0.02426902194327633,0.06847806695786199,0.027317374654668432,0.019858854036421545,0.05209720101238083,-0.0727273784748763,-0.1381362588633009,0.056993546310146644,0.05962182857705202,0.13561285866338457,-0.03411927645657127,0.002105492168040099,0.041903156064190136,0.05127894413411222,-0.05314405338864993,-0.0802431583551587,-0.06185593858819982,0.07800918260163597,0.04160316349296457,-0.031073755056270545
HEBP1,0.04450986129741196,0.053501401807675104,0.03610795453878421,-0.0035834829610943714,0.07177822508961185,-0.001955058215408132,-0.023304719178268596,0.026596306013791527,0.03953234763634826,-0.043952850644889824,0.0026054214259583295,-0.04486977051134775,-0.08356419978643308,-0.010504670162340734,0.07716456665132838,0.023790073939374753,0.07489781409936475,0.1341036636350801,-0.010361045266539913,-0.002828836693552924,0.01460563595945308,0.022753940494646456
WNT7B,-0.01698506487420097,0.02353488808193766,0.07580078224034248,-0.016807136783205976,0.041845132547449794,0.0306189107171233,0.06332558505281975,0.023870855105993467,-0.0027311254790503116,0.031540196904500564,0.010616006501726234,,-0.000474635798978157,-0.027458030052528976,-0.048651512878069986,,0.04105687845821054,0.04946374358635302,-0.03783216872896931,-0.01786753007881149,0.012308851962666808,0.0692577302933945
PTMA,-0.01800088420517429,-0.03520220149352695,-0.02326868070544364,-0.02544189387122592,-0.04160243169076452,0.029381956256367286,0.005943981690649996,0.11902546867911645,-0.042803753025299686,0.0035207163236171705,-0.042082473554630836,-0.08018517116091713,0.09079077383605105,0.04237592417589518,-0.008585670362935852,0.09318557939718364,-0.09898835897495957,-0.05908413980799398,-0.10702715248785104,0.03358886781389436,-0.041789946813102934,-0.026241660548530707
FASLG,0.011114364274456032,,,,,,,,,,,,,,,,,,,,-0.03546114106380991,
CEACAM1,-0.02358391789291431,,-0.03743266095810115,-0.012898466599902509,,-0.04197457749129859,0.10787616938380845,,0.0035645051973196198,0.00639275336345315,,,,,-0.059559881783317184,-0.01084811534909879,0.023528422534571596,0.014056728275421088,0.055376926161356595,0.014131721312198156,-0.013008485839429531,
PDAP1,0.07089137765805197,0.006362906951101598,0.010031570997897993,-0.022866733308545828,-0.04195905072552976,-0.0032011767553555594,-0.014251019645162222,0.07275687455107689,0.1279075994698532,0.03955298835358886,0.012505003785018747,-0.04367031666527173,0.02402497328781781,-0.01896564468749448,0.06057718119671314,-0.004792249386193279,0.016040393661759047,-0.07530311962714212,0.01417702805857222,0.010806416210359193,-0.023419321356016903,-0.012694071627934608
QDPR,0.008558956114473814,0.019715942043950968,0.025238031401353386,0.011242549207336546,-0.020822220016777377,-0.013915235429448723,-0.06769448691019736,0.007364923886664451,-0.17517126096673724,0.05059353152679115,-0.007188489465496083,-0.036893469261708035,0.014075598465272267,-0.017167289447122522,0.08033013956722919,-0.013504709873009285,0.0426866011149725,0.05307856810737152,-0.047226195727641536,-0.07937320011860727,0.04974114026643736,-0.02604466923982806
POMC,-0.05506436184188608,0.02759758380028221,-0.017935340823610122,-0.022918517293160676,,0.0413779641625409,-0.026632618193831333,-0.040690136239571184,0.003374855379275001,-0.018110214649665318,0.0392773798995065,-0.027294399197804887,0.013102131509963607,0.11334960434503885,0.03349533866279434,-0.047947797016998195,0.029703147057647466,0.15154754022021197,-0.046493674864418764,-0.032391377341826205,0.003598028068337129,0.0027360049696340217
CCL18,,-0.03749370206441753,0.06573429913056628,,,,,,,,,-0.03330546342864248,0.0321299072282555,,-0.02905904241646499,,0.13610288427935263,-0.03962628306492793,,-0.023472197205282784,,
CCL17,,,,,,-0.04869705774175869,,,,0.009587023879536635,0.00013628356387481865,,,0.022537432553935612,,,-0.0426427421801355,-0.0002144510470263618,0.043155863753532135,,-0.03214154139249286,
VEGFD,,-0.027547343586183697,0.053997591771796916,-0.018474465593182537,,0.032184629059942176,0.02107494926762708,,0.03303076945935293,0.011782797052336685,0.21225731679240797,0.03554640715364532,-0.0027988664648801987,0.018737745859253332,-0.017294817242641494,0.034213445012772375,,0.005456278337503013,0.05631739215287364,,,
TNFSF13,,,-0.01081749696587311,,,-0.015971827994638248,,0.05257784366901421,,,,,,,,,0.028665093995315048,0.047676257629283056,-0.024803836241217778,-0.04195989733106124,-0.020174319529587818,0.009154595504945526
WNT5A,0.020468652022778276,0.027846508433736435,0.04153116620278985,0.015532034852431296,0.036069263344239724,0.053226567841128676,0.05031929972064667,0.09459419108221272,0.08095654210291213,-0.052876519238884666,-0.016189750422443985,0.016009102985580663,-0.015404875613428648,0.03146347079900448,-0.03353611368965469,-0.01925959557910035,0.020063257614782715,0.04856693029422281,0.10877539053602213,0.09137035980175269,0.0605149887541034,0.04855400302702586
CXCL8,,-0.11686965125344605,0.04788278474770084,-0.017298394564958353,-0.003865652180901933,0.07836543300827663,-0.002754998216141585,-0.02859257866166718,0.04969809472847026,-0.024007721149973685,-0.016302256318929252,-0.07166048466033668,0.0034349956529857446,0.016099091644611246,0.0007126292260975468,0.01460627701788986,-0.049748056887403726,-0.1690158048343534,0.1224503544221841,-0.004328683714096875,0.00045837095656576696,0.021114447872373616
GRN,-0.0032349195553720298,0.027946875136429333,-0.007929509064575362,0.04102225557160235,-0.0688384635298392,-0.05260132670264709,0.03643770231542803,0.07401024906754863,0.1426092539216835,-0.010615380975181998,0.008392798676396947,-0.07618176479905764,0.06533119471303846,-0.00026653059202002145,-0.05424810141612309,0.020486448361405018,0.004028683749344424,-0.029715232480918063,0.05243068293822422,-0.06178302255746882,-0.03705960244486648,-0.03921757506172451
MIA,-0.02223199120683366,0.01977116951390299,0.09195494329513394,-0.016429897727035375,0.07959355944660518,0.05495863208253786,0.0038942287818759876,0.0388334731889263,0.08801865035915045,0.049834486263934004,-0.01990927583277042,,0.020412138060316342,0.059730877438522983,0.008884408513400902,0.08956998821905723,0.23340538581339265,0.22262794855148182,-0.02273219220133069,-0.0267251756818726,0.07402787681507444,0.021123924401267827
COL4A4,0.02942586201277574,-0.0425264048121215,0.01862393225493289,0.020289398647611853,0.06045403087609671,0.05225877019146293,-0.012348111467054616,0.056657219945088384,-0.015840936585414432,-0.006265517442871194,0.019213390791473797,,,-0.004596675359919383,,0.07323903109912022,0.10644392461305752,0.019395100847670006,-0.007173682977109126,0.08683694683541689,-0.0170044313208292,-0.0022134913570288632
TAC1,-0.016985060434957754,0.0338901024496968,-0.011526165879021995,-0.04430109575995813,-0.024064062796875223,0.10396058048729898,0.06805921330979214,-0.045062692896745166,-0.01193402333940472,-0.003729516540250554,0.05925042577675239,0.09251860733933664,,-0.0020502734583462273,,,,,,-0.004277711172828529,-0.04225332444992323,0.06244353387811081
