,MGH258,UKF243,UKF248,UKF255,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,-0.00153588150702128,,,,,,,,,,,,-0.01421166011574943,,,0.05295164369156381,,
BMP1,-0.005753469272468877,0.05576769041508922,0.03949338583660964,0.03463773988584558,-0.03363843947214102,0.1577336606837089,0.07719163711533776,0.12583133611977027,-0.045686818469833496,0.17761019358736285,-0.02104410940424438,0.13371906505397615,0.12685900416230947,0.0372085374862212,0.08910344788751584,-0.010769284807467742,0.012068894853722735,0.13131317379696753,0.014333719539339746,0.10554003411437761,-0.05083622424788335,0.26554485212542844,0.16042316002829118
NDP,0.04988731078760408,0.06821678998599222,0.017848007375950225,-0.04785855542959141,-0.032189478601798105,0.0592352964171904,-0.04680311767330279,0.0695991993992635,-0.018370908237304445,0.09304495377559388,-0.002141368951245952,0.12127309151751973,0.01645774087308932,0.06627049640158211,0.050226073977076326,0.15888291804565235,0.06788740700992564,0.15864390181645757,-0.04969086072161074,0.036427045244644136,0.11742259518271005,-0.030224128212903087,-0.04084050024279894
TNFSF18,0.11204574855927836,0.03540069324576153,0.012395941218445826,,-0.021631908501602588,0.05034883287306284,0.047145436045970435,,,,,0.014491375501051259,,0.03012300891714133,,,,0.042083597553837636,,0.05757767560013924,-0.03818976645430219,0.1458360414407169,
IL36G,,,,,,,,,,,-0.012934684873627525,,,,,,,,,,,,
RTN4,0.0445560742304771,-0.143149804946234,0.03418687731906782,-0.00024064836225017424,0.05374699713885489,-0.18383224297333725,-0.11571584867417391,-0.10465303603372876,0.00777541112307886,-0.04667307094823114,0.023440136876449975,0.011176085825914254,-0.09013598092070198,-0.061795681612606325,-0.06911972988539686,0.03474212690996344,-0.023682296894230816,-0.26610069966355226,-0.006955412279734753,-0.04927806302809752,0.06993612972514357,-0.38869870015392083,-0.00820584866869935
HEBP1,-0.03252643205163227,0.11018526295700334,-0.001033101019046087,-0.03472316396262309,0.0034341341847894296,0.048071842165062294,-0.05121112354291274,-0.03612945354593516,-0.022827768465544875,0.04823243058307436,-0.0379981647007549,0.11839819675800105,-0.026989524596362342,0.016515325988744226,0.013913747259414005,0.07184627545603532,0.11297541895185174,0.07162015995382003,0.038456353187011655,0.055343048267889716,0.03307087552951608,0.017922205741948787,-0.009907904583148146
WNT7B,0.1077550623394861,-0.039112793149828635,0.04938809844310257,-0.023254141947080226,-0.024486038716712073,-0.025616673196997525,0.02549114013305338,-0.029579638740656434,,0.05727403439396779,-0.014216709287303385,0.06491174938793115,0.1151388212319468,,0.00013048918809642796,-0.026912021321374546,0.02081501711991073,-0.0231596491469473,0.010519963141112629,-0.03700514926081587,0.038304948776100606,-0.0387782683764553,-0.028717451825833348
PTMA,0.013272822865438174,-0.02803952341042067,0.006306653562156728,0.04242383844995834,-0.042312529283120355,-0.07102497395233043,-0.11735594732241028,0.06906339407047395,0.05962593183391609,0.23316431892051867,0.00016572689938825868,0.07352155008557928,-0.1937670718903431,0.019286757803432045,-0.08438151660735632,-0.04801911670133714,-0.0018503182102148365,-0.2425888995134751,-0.024098978757327045,-0.03872366207891784,-0.10697248030711398,0.12863965965814653,0.030801660255387584
FASLG,-0.018408460428583504,,,,,,,,,,,,,,,,,,,,0.07126679794686376,,
CEACAM1,-0.025560308410175835,,-0.020060546651074592,,,0.08923053078932884,-0.03619109139150018,,,,,,0.161944641201787,-0.036839997868178646,0.09080772955946843,0.09359537893201879,0.021922616263721776,0.06963811534595733,-0.015633917506269305,,0.037505603237268606,,
PDAP1,-0.022120560836331266,0.043062140443251094,-0.003988177346134395,0.01667165242607732,-0.07208225233137196,0.14792421347353693,0.032548177335738164,-0.013036004411080247,0.005783502683637966,0.13703026933938905,-0.03455249410924563,0.10400303947368986,0.011205299279051829,-0.003433864040655502,0.046078179559715104,0.044014987975770144,-0.10891807219516475,-0.011166467550316141,-0.016815900854409056,0.054591482985535726,0.05459193080150057,0.09571836115120885,0.029960274204336664
QDPR,0.12195426434572752,0.012439981781470827,-0.014155845884983777,0.06844982596652513,0.10303828717473815,-0.1690612089233629,-0.04249874166935879,-0.0073154654992720345,0.06149184794117646,0.1387707871708064,0.026807777263024295,0.02466067052215065,0.1437874906473379,-0.012294292793236494,-0.1383765014828531,0.03747113570180847,0.09870952373293475,-0.18066939015656322,0.004083090463346464,-0.061144474373986686,0.1668477681367445,-0.2949139434676568,0.09031298684439626
POMC,0.017140296543923926,0.031061696755594927,0.06118188861915698,,-0.036305683716346265,-0.038411246010996894,0.008616032738631272,0.0024142440072581536,-0.053563865493156226,0.056962171876676605,-0.0277127009774252,0.037109419674870886,0.02206564202208823,-0.024875184637733683,0.08104240292116076,-0.034985967164787066,0.051668699814036746,0.021027296357559695,0.02863395163372498,,0.09103077021539996,-0.0025701892791958557,-0.07923870720608704
CCL18,,-0.0029419833858170086,-0.025033666819306293,,,,,,0.04276701708197021,0.18572864340095327,,,0.011307355583060535,,-0.05723709308531298,-0.042439519841064005,0.022294696108490608,,-0.004410118241255497,,,,
CCL17,,,,,,,-0.01038433908608939,0.020016593869568607,,,-0.011816201847637802,,,,,0.0967114517729197,-0.013651099130601415,0.03566412604555095,,,0.052850720040236575,,
VEGFD,,0.03777135325081043,0.07098980498072659,,,0.026501773969058787,-0.005468336092719263,-0.0286187411427936,-0.025978651488377698,0.00766120694407703,-0.012663789507312487,,-0.03019811077827138,-0.012590470827997838,,,0.006011584351742935,0.02137859648887855,,,,,
TNFSF13,,,-0.018891214306348044,,-0.02097843857588127,,,,,,,,,,,0.05660387484678164,0.042318295300227196,0.04768013351770514,0.022000387844340663,,-0.0012959977410070768,0.01707146694073719,
