,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
VEGFD,,0.03915207016054951,0.055759098482063965,0.032793088923448094,0.062269845778489985,-0.017786457367184753,0.07719157888783743,0.0010989869123980468,-0.013641268523207286,-0.023744011315655643,-0.015802210312477888,-0.06097594433233372,-0.028996722096513442,,-0.00403343086706967,-0.02825899304650766,,
TNFSF13,,,-0.015595141072900012,,-0.01638682243242738,,,,,,,,,-0.03583220908036711,0.05018138331485753,-0.028732686090514208,0.0827626922180835,0.11647652245006755
WNT5A,-0.04377663484568378,-0.003504191443128286,-0.009189684194539822,0.08217663808919906,-0.040102705927033036,-0.014769287317363308,0.0784158395396784,-0.020981668498319936,0.04021965407373269,-0.007319043190225002,-0.010267130240659,-0.05706277126420789,-0.004297281031000582,-0.03151977077451693,0.009147047814185311,0.07995488772192154,0.037631322786873166,0.006855796226806909
CXCL8,,-0.09151555048315467,0.03454746039093484,-0.0260039612532633,-0.028503705491019608,-0.036289800045317414,0.021782710244954255,-0.0235647806351006,-0.012703342390885186,-0.05410466249692295,0.0715898899415465,-0.11040807151480997,-0.10809361834500815,-0.05054269731276494,-0.07869985287320484,0.0017604607987764301,-0.045826932958127724,-0.008605088297607543
GRN,0.00478848968843105,0.0572802819006778,-0.01882933234196731,-0.017600400669281372,-0.03843711655633415,-0.02286218506132804,0.036094503369486754,0.01363033905439269,-0.017158753932322954,-0.007835774345305201,0.06587694054385397,-0.13515738021916582,0.027086392713367023,0.009686098162384556,-0.03920140982922976,0.021858994701193672,-0.02139435247745725,-0.024365305950082176
MIA,0.048483159732051875,-0.018658239064524844,0.005328409662450306,0.08297560305773997,-0.05002358663926355,-0.053970257397444855,-0.004929957203490177,-0.00812515446303232,-0.015514070120746952,,-0.02164185119968367,-0.08460995686741102,-0.029845026462615172,0.02439051572137662,0.10267076441991105,0.056415844570300674,0.03026266910770008,0.07401331989588059
COL4A4,-0.022100516988512474,0.06640522381518736,-0.04429121533410448,0.009569725514206722,0.006425517058991571,0.021583237296299945,-0.019362432195338307,0.039318225129886794,-0.026062404009786676,,-0.020993398556860533,,0.011377949936011903,0.03600984052475645,0.010103523744645071,-0.017491888880415325,0.05324900094783293,-0.019771728954890867
TAC1,-0.019083056741323295,-0.04817054986101921,0.039738800196569654,-0.0067107778415658684,-0.011828906794418849,-0.01760352099517527,-0.060864790549365465,-0.02552096612366124,0.004474896358360455,-0.009093818306369078,-0.03720469578853688,,,,,,-0.009987412846248215,-0.09161470843427354
RARRES2,-0.012521736927742765,-0.05073679348747835,-0.06191322069652266,-0.006898783722859466,-0.016608225274296885,-0.050318955075318826,0.03732776927876286,-0.0058921008068373,0.016180977873027688,0.027959511929692395,-0.03371976350259646,-0.009771960002074635,0.03133587613284225,-0.011893052675150381,-0.013430173668734714,0.01846879914656182,0.028948149449827845,-0.052409936752317726
FGF7,0.0014111417838468358,-0.025400855120101904,,0.07363363032770162,0.01692840716581644,-0.03405589305881388,-0.004906914204084777,-0.0040476284834026505,0.002479034272489151,-0.034714474284559815,0.015387911413460607,-0.014488799247851306,-0.003946057150440362,0.03622720410687279,0.01115466992879191,-0.0601396154649815,0.11429114816457614,0.010341217605532051
EFNA2,,,,,,,,,,,,,,,-0.021147933452592253,,,
HBEGF,-0.005961147639728556,0.09559330305543542,0.03995441074362091,-0.003924135075996231,-0.001956544830859733,-0.002003364323663957,0.023476454175658027,0.014869634790877528,0.03885673159768038,-0.03777729311221518,-0.010644566429879425,0.0687847646437049,0.07466989492516968,0.021751797106791183,-0.045752518900891465,-0.02252723873920017,0.027753530308590593,0.04046756924514713
CSF3,,0.023740393190017757,,,-0.028315884677942986,-0.018989002999877998,-0.020485080582126593,,,,,,,-0.056406490033836576,-0.055689529246479734,,0.0024800122622932958,0.018644860901218797
PI3,,0.008665969605405228,-0.030148542133064324,,-0.03054905226031316,0.00908248221809878,-0.023066471109272815,,,,,-0.02023082502666223,,-1.4959750920463186e-05,-0.13632884325947175,0.11180363727825068,-0.04657115168614946,-0.032760290700841965
PCSK1N,0.0042816708951431415,0.0007515901870052557,-0.01823829526868286,0.020960370972219363,0.0415890050760259,0.015452654602369022,-0.04969475800140962,-0.01386289084326301,0.005005651922462914,-0.06007986494076192,-0.011357302819436097,-0.04687130328569646,-0.00629108989680015,0.009633786587958755,0.04573148147254493,0.10404943695026257,0.01230953259376532,-0.08667073325360485
NTS,,,,,,0.06448073531196019,0.06930457667768489,-0.025876718937761466,-0.011281356580419335,-0.021377237403917313,,,,0.011954809441507199,0.06927661531894519,,-0.04175332718342353,
SFRP1,0.043523796162960024,0.022438682796880615,-0.015408472217795663,0.04653591028288132,-0.020728616848304585,-0.020291267653690933,0.061650520412451074,0.04898170352001795,-0.018597196669083625,0.09693797947802409,-0.0012928555545628354,0.11351425365846156,0.07643777332313037,0.03713275397022917,0.03623373058276395,-0.0628670822308309,0.000209962070327252,-0.04253312771722588
CXCL13,,,,-0.025458336386876664,,0.035322817705171,,,,,,,,-0.04550308579564957,0.01920655519147296,,,0.005782264213924806
MICA,0.10289636034115994,0.07893014147039883,0.026525427070368902,0.012053010884401744,-0.023875693552203914,0.013267809383804754,0.012226816187936721,0.012995716181074582,0.0045626875635546285,-0.042989869770756806,-0.011932567463162291,-0.04919000653900398,0.0034139759953883114,0.017731715439766312,-0.019203568823963738,0.027553028878418605,0.034957112355858015,0.07499588971214141
TG,-0.02210051200807588,-0.01121923095184555,0.0533435765599597,0.08355593120483819,-0.02236946170205094,-0.04303700001347321,-0.024723659503941824,-0.021858107727633996,-0.013458710333296365,,0.1006915598542938,-0.04199588430617114,-0.02815242949030702,0.02193159823732487,0.08548233474802557,,0.016075781875774846,-0.025024474703022593
ADA,-0.01885002043510096,0.06074097449257128,0.0303560858526461,0.053579251102616056,0.019399961472364533,-0.0351364216872077,0.03202404968434998,-0.01195027072584202,-0.021858027931478695,0.022608064187946662,-0.02827822940916932,0.0003924308115133449,-0.08190160827030672,0.018529513165427263,0.009886060101807887,0.005821819294936702,0.023677102696628028,0.021951698686361643
LAMC3,0.01006850742475529,-0.015896038071741954,0.024459126655682492,0.01951511703061289,0.03459203195517603,0.015042115996425888,0.014861998388904528,-0.01584464425206278,-0.01420010416032304,0.03171606284125255,0.0652550596863374,0.07376607680073073,0.05255837151155055,-0.009143006701959059,-0.0019457127046817368,0.01578161406924162,-0.001427440785082788,0.046765554009230194
CCL7,,,-0.02345807257846093,,-0.01617308507023831,0.02861351315401983,,,,,,,,0.042143683490352225,,,0.01621553140057624,-0.036770939543341756
NGF,,0.003825976802881061,-0.031307643074826995,,0.06999086217462357,-0.028457517971011682,,,,-0.02137725147940979,,,-0.06959577976474789,-0.030378151114522443,-0.02086366964801319,,0.0271059109873921,-0.026128277460104352
TNFSF15,,-0.02741342990913619,,,0.015453172004344403,-0.019739488758340796,,,,,,,-0.055748818033048014,-0.02233761921245165,,,-0.013759622665759322,0.01274974256931901
HMGB1,0.051007238144399676,0.06061868770944547,-0.009742762490965406,-0.020606090860987733,0.02860557455128041,-0.009341980797200833,0.05838659458220192,0.00654958936396788,0.010185666619309447,0.06308653648584223,0.001039271178809054,-0.015945132070330763,0.029169834741070044,-0.03911125082531293,-0.06637611020218827,-0.011432275567574845,-0.03898322209596148,-0.007752521790870782
ITGB3BP,0.05755009643976734,0.08762339723751893,0.026824889020957882,0.050862027169306954,-0.00470572229291158,0.010051973798317055,0.0744922176059822,0.046179167994421386,0.05706409956189263,-0.0038069642161033214,-0.006986405745709612,0.010753171869948836,-0.03670827881631114,0.05932434799707664,0.02345308901058419,0.07677042823611713,0.01679262242685258,0.05402323942787576
AANAT,,-0.025023820595699527,0.03755518338162663,,-0.01638682418136175,0.04495336555737774,0.02457765891920846,0.009226827362113223,-0.015514070983679145,-0.020097760261712876,0.04992231748162236,0.00029325308271227967,,0.0835004212539186,-0.028459390601739874,-0.016936575204992334,-0.003546405557051511,-0.0013588511685548397
RELN,-0.018321910386835588,-0.03820688228138454,-0.052279092897213324,0.03609463540192033,0.03313675325768995,-0.04626496261981025,0.004532944450499879,0.0026743060519532494,-0.010536738134865194,-0.06233717257089197,-0.021896426678656957,,0.01451244745904082,,,-0.041447166342151814,,0.031063429710428844
IL15,0.06635603125384214,-0.038967717421264814,-0.0073159672556544,0.033386527846081086,-0.056878179165874496,-0.007922967114677817,0.06246097686344457,0.05000496630033516,-0.03334482280897833,0.041610552941087085,-0.018343577605200886,0.05675779358159141,-0.05659174865082697,0.06914058065079065,0.05353510320491556,-0.004433308998076385,0.021592833225798656,0.014861939426391371
UTS2,,,,,,,0.004043954573638731,,,,,0.051271350379911436,,-0.026847581954937343,,,,
BSG,-0.04159768966191019,0.008196588760561301,0.022992730047050193,0.04556257120538308,0.04263027950781971,0.01695625922671386,-0.0296317617670156,0.022592422319417882,0.008659078906209988,-0.06859524197731436,-0.02663748945571863,-0.06549536241794038,0.021326073302943217,0.03678710003707554,-0.01606860774488425,0.07722674813508275,0.08772919864236502,0.09373561141799526
ADAMTS3,0.08516680698208255,0.013225872245615276,0.025934738476409966,0.011363032197235933,0.04484064512822198,-0.00896516401950394,0.06523083127807959,0.02164064363194722,-0.0028193769245795797,-0.03227228052532913,0.028230374575745856,0.002065628212078679,,0.05530191283983127,0.06808273624428855,0.0034537087626506594,0.10492544561771792,-0.0036939441559003926
CD34,0.037108660602368844,0.015287462674500879,0.049999624558052506,0.056798189186863614,0.04330727871688729,-0.02149555982335234,0.061848700064173034,0.015155927236127777,0.052765197668503204,-0.002769314321177446,0.013103207517133808,0.002931483222451094,0.029386777556612047,0.0011119212269983525,0.01303947186287076,-0.011328096788299666,0.004923189366348492,0.010173388545746067
CCL23,,,,,,,-0.002656016347722957,,,,,,,,,,,
PLAT,-0.005388586947095298,0.08103254349393173,0.015093296156659473,0.07069747583454987,-0.0030051751318325923,-0.003800889923663521,0.03952235655175616,0.012653010444542742,0.002214752604671314,0.00583283799831139,-0.014505325080184693,-0.010908966287004811,-0.030400828688818292,0.019421439073796794,0.1005001536077325,0.043423006076861816,0.0036362335163970883,0.06127068423237649
NTF3,,,,,,,,,-0.0250434115194566,,,,,0.08553156305936088,0.07230987208685566,,,
LTA,,,,0.013623587782467311,-0.02072861587858731,,,-0.018931859022657073,,,0.12827739296289473,,,,,,-0.01068150011617239,
CKLF,-0.009309367466544038,0.07013022513038514,0.015991792040824543,0.02399965532176192,0.055143566871901445,0.012393062734406409,0.08274844352677951,0.012809178383849906,0.04038769759940752,0.001711604475938897,0.07474157214748228,0.08594987372069175,-0.05751080675226969,0.06644697664744952,0.0640793243736819,-0.030556430745402315,0.031976341925310396,0.1558465516683648
CD24,-0.024316301101303117,-0.020326233096719985,-0.008059401432648458,0.016929323406143153,-0.01873431589665475,0.017728746805495868,-0.02968449761239063,-0.013893835833450828,0.06575937882738385,0.014455024309919894,0.02302507994711472,0.03251301069246828,0.04404421711223282,0.04699367716040955,0.014001488715090165,0.04235837108660734,0.05490493247013225,-0.0014706828417766274
HSP90AA1,-0.009770785006659326,-0.06316116399673714,-0.039556750547339654,-0.006275141792124633,-0.007686771296926473,0.008427399372138562,-0.0765839404981372,0.02997561407487842,-0.036106640032353865,-0.0567226079439445,-0.0056328855907401415,-0.19468194305762634,0.055507718178796184,-0.05623560000748642,-0.1428013598699359,0.05346298651332709,-0.04247313643303996,-0.09825579431152852
BMP4,0.05865660373638531,-0.04795746382139471,0.06144199362583801,0.026663104693218007,-0.02346360225353297,-0.03451749864522431,-0.03289722765067417,-0.012870550525172676,0.006168255324759642,-0.03205636371623071,-0.015630624654956536,-0.055707404278557984,0.009815415845853586,0.00011645703027094788,-0.013225524356822919,0.010241988120210203,0.017847287577133636,-0.01297066547903912
SCGB3A1,,,-0.023458070232685015,,,-0.0211814780170026,,,-0.013086270613044005,-0.03537768237862094,0.06479522337378185,-0.060975885058212685,-0.012201636742355661,-0.013717069587569294,0.1774791487643629,,-0.019970998993124458,0.0038431335842579076
IGFBP4,-0.05792792334831272,0.05346885040337543,0.019501926112452043,-0.06523562966103587,-0.0022128061587791637,0.003940189089814565,0.03544463035698468,0.04241598501760639,0.04548237295055425,0.013822373775887678,0.02716238482679796,0.00048169506108370345,-0.03693160006503431,0.019798137370609953,-0.07637564091853859,0.01100144661295347,-0.015042551362334525,-0.033092060014861376
RSPO4,,0.14323197324434725,,0.03343103260336134,-0.031728778264017383,-0.024446868790232095,,0.05463625170238096,-0.013086268698880897,,0.002229251546182399,,0.03134523261922035,,,,-0.022987713739749997,0.04746240035941448
LEFTY2,-0.02188199809399358,0.006513194682676878,0.010480414733393256,-0.019627868900089017,-0.012626273120966005,-0.017885248804083407,0.022225001421943353,0.02064513753200677,-0.014349253676905623,-0.02137725147940979,0.00640794113479204,0.004151760486790485,,-0.01663844493079987,-0.02431632388145217,0.053945045563530664,-0.023362592660124457,0.02218365718893696
PF4,,,-0.024333982295338844,0.00026634886602028084,-0.01411069809500793,,,,,,,,,,-0.019383545148941365,,-0.0313251642754828,-0.0006745467946499393
ANGPTL2,-0.01793224812464614,0.06948398169151337,-0.022263181402413953,0.06231267747889855,-0.06188152538257462,0.010411927823780242,0.044922639558525705,-0.012873494580368829,0.0012424295757504267,-0.011989145386457034,-0.01946427272864682,0.016228551487070798,-0.03354575728723691,0.051246081769078196,0.10580138617055622,0.00974335678329225,-0.02312885630121452,0.054493688162746884
LRIG2,0.06614641660062179,0.04055445789551653,0.004488877582276666,0.025899129576170327,0.050352528946323916,-0.04541121372065591,0.03672602751293914,0.07035673401999129,0.026079673565790707,-0.02345556871130723,0.010998902508906767,-0.08491677511630809,0.02033587210531149,0.07063295049210082,0.08744596600633425,-0.02322165120101069,-0.012731881716587103,0.042181695537518056
ICOSLG,0.08645031061837632,-0.04274971491661138,-0.03862975727654162,0.06058721367880475,-0.016667316576457057,-0.013983433062140681,0.042124070732862215,0.0013334228753708668,-0.0016168742526474103,0.003050285452654895,-0.03247233511819368,-0.012326896645593258,-0.034571811868885,0.014060701184218862,0.04391203749629759,-0.019047093586688508,0.10774531474471935,0.024302038660839572
WIF1,,-0.035186307374739025,-0.00990861246548599,,,-0.03664635941471691,-0.03555309518005529,-0.01699146713591615,0.012415897653108484,-0.037353128042188065,-0.03206767088257608,,,,,,,-0.040209747292137166
NPPC,0.0317182721454234,0.03355557622942614,0.1300768413311058,,0.03224619680454941,0.031656946076928205,0.019756649262921394,0.04200594555401155,-0.018186711003561503,0.01746500957555854,0.03275935199373723,-0.014267513852116512,-0.009103476137362624,-0.037093291005217306,0.00975717053614245,0.03576112449674856,,0.06538079287763511
LYZ,-0.01855015809330005,-0.05868959662752378,0.033038305213896675,-0.003890016450490471,-0.050540111150170215,0.04839065080500479,0.028356177856584078,-0.02193028609791481,-0.022650330636031744,0.02821427996062354,-0.041874120375266805,0.05120496290654292,-0.043199889064788465,-0.018049565776023655,-0.00859610976434289,-0.0028725073203899423,-0.0008623799083529844,-0.06343518515856852
EREG,,,,,,0.021400318472815108,,,,-0.021990944519342543,,,,-0.06611232230201029,-0.01858240514033471,,0.058087239335105796,-0.022343421201250956
SPTAN1,0.008521734244836494,0.05638688689681621,0.027610730391847138,-0.010733491225004659,-0.003942498732250297,-0.028528972966569272,-0.019543890015712505,-0.056091333184101394,0.026719858927609762,-0.02445368524293996,-0.03930341780291142,-0.07974692122037891,0.05474738671172561,0.03603696005868154,0.09396358960820096,-0.05815651988217325,-0.04350230717332102,-0.040270243158574644
LIPC,0.036584592462105936,0.017833117157913785,0.028098939612221,0.02386025976265924,0.1019951137178905,-0.0074301416533930804,0.05233041245426512,-0.011495719356562059,,0.04846694338274463,-0.028816048581991053,-0.054920210424433395,0.034959235532662114,,,-0.011916021562937818,0.12208314129410974,-0.030413679707591457
COL8A1,-0.025654545138936512,0.055692059460902665,0.0006272284278772645,-0.04552122769727408,-0.019916190372920337,-0.021023078842516,0.06447565858912288,-0.017794543695166618,0.022663539307719666,0.11555029864956566,0.03340219462894591,-0.09340022063235512,-0.1297172276386105,0.01717789320740433,0.038871095774823304,0.0519051862417855,0.005789512293691885,0.039180143523306364
GSTM2,-0.0474510654530528,-0.016143898076256595,0.01827006589539753,-0.038648532517887364,0.05241906894648053,-0.012425216235279566,0.012882720341766983,-0.035742999622788665,0.01876084513278982,0.02769975458378751,-0.016642794981202545,0.07099364777692085,-0.04275799211521468,-0.004032566306037366,0.027760521625991207,-0.006573106165382563,0.03173983946797585,-0.03623178670027032
IL4,,,,,,,,,,,,-0.030991897009719778,,,,,,
SPX,-0.0297620125114908,-0.015621435266679215,0.04477349049217894,-0.011037239883773595,0.010836905459747059,0.022364148521495427,-0.025017628572169198,-0.023175708639148744,-0.0038079751164434585,0.05899872908692543,-0.010675343772956406,,,0.07854729056638624,-0.024067148879764452,-0.008520580384166667,-0.009399054052070645,-0.033925809957859744
MFGE8,-0.010074956461594974,-0.0291782276967141,0.02669884944153495,0.052463546343849664,0.016748212351849867,0.04640484500043637,-0.029026359863653067,0.025885558396334284,0.023095209784864852,-0.0835570920833519,0.030978992336138978,-0.07883191117841577,-0.03217382458055525,-0.004609117455720612,-0.025579098190595194,0.06035484369022491,0.02511618863239621,-0.028898102475858535
TGFA,0.02197956028860495,-0.0639402906200785,0.013653936112762591,0.014963350157698514,0.05627244831276814,-0.0004399906235794783,0.06245593742749619,-0.014111534092102595,0.014493060444444341,0.07483966162048132,0.027637231674150994,0.008741666842059815,-0.07260931553171684,0.07629206475522154,0.056761242764388195,-0.028489970518984116,0.08313953845040764,0.05399502232871319
SLIT2,0.10272865210265039,-0.044448335148374686,-0.001029154416436303,-0.038090772950517535,-0.01399959310398779,-0.009393072069600031,-0.061399885913574793,-0.02235265546262805,-0.0013449172514939838,-0.04008861755000044,-0.025131599732688144,-0.05951412501443381,0.009447232547755922,0.07551798985803183,0.006856824344521281,0.12315965140739027,0.09119223383724705,-0.05103868300243166
PLTP,-0.027392673203828277,-0.027274420457125033,-0.0015346399539094306,-0.012930967036395097,0.01471533532656682,-0.06006375358340985,0.0600719944778751,-0.003836660649955254,0.04429506955871398,0.029793823003602837,-0.0036693423218420226,-0.08981978420424352,0.04982346888292553,-0.005598823544101844,-0.0386262756778869,0.07066562296034978,-0.06924698184189654,-0.003636352394907972
APOD,0.005464985099332207,-0.007730745644454802,-0.006347861088974604,-0.006701108168808913,0.00961833461215323,0.014373507768902442,0.05124090172620741,-0.03968520910958234,-0.03889127949331187,-0.048029515807471466,0.008318362328670711,-0.02180839962002338,-0.0339906820853858,0.06716860340071196,0.12226659624127094,-0.09593803566542172,-0.02409524840818083,0.005520430657395501
B2M,0.046851272914051355,0.10736974641865527,-0.0007396791504107022,-0.0674582301180797,-0.029865482990889775,-0.0434724559713211,0.05641942291190043,-0.04387011582741538,0.009470706501053918,0.027750345516893062,0.05380239594479351,0.030196675019960414,-0.04788681044954334,0.024740324838427273,0.02928613092822181,0.044069192660743786,-0.029586507358253872,0.050656764102237
OMG,0.023979815495978506,0.11678643507951336,0.014746977285980572,0.03181160043134942,0.04356552936457718,0.01297131052970456,0.0004282039961288158,0.04095168180208576,-0.0351905803626881,-0.014415643845332613,0.02464326987965998,0.03686132643256684,-0.024964541584677653,0.07105275414032183,0.08403511642294477,-0.07274926526411801,0.05150630372792091,-0.031009770116679304
CXCL3,-0.017797612414967134,-0.05668923049974873,0.0325301081579914,-0.018775037958389078,0.00475727716681123,0.02918334770351301,-0.0242608581268129,0.0036749677409361635,-0.013999541375668296,0.004409488528764196,0.16583296434002218,0.03510239723471931,,0.02407223529342795,-0.02588379884979296,-0.0021430476535151967,0.04947847857601213,-0.01439454815475521
CXCL10,-0.03325801813882958,0.03167618700185479,0.045654814956778436,-0.059151590159768966,-0.0402270627977399,-0.0003285314328492868,0.04781543292311274,-0.035106551027524836,-0.02126632799988298,0.04551404076774297,0.07696629571685121,0.11739709171693032,0.08447005556363986,-0.024161183165354035,-0.025998953266404366,0.000554656445774109,0.09258779803889515,0.08130626274266219
RSPO3,,,-0.009574039453458373,,0.053860771499707166,-0.02366857812050671,-0.030342015146817346,-0.016389539908121253,-0.033995136579351756,0.025267944232933714,0.15997310279938529,,,-0.010522378050816707,0.021006244218594993,,0.013784803486032282,-0.028234068576182058
CORT,-0.022100516632766895,0.006869359756306321,-0.05440547163953908,0.10663491991063093,0.07670783665242095,0.024954773647919405,-0.052513655161763456,-0.03489988036976013,-0.0391139357832687,0.008164099868891564,0.003185166627745114,,,0.02766142940957389,-0.00036047394056807415,,,
NCAN,0.025098156300636526,0.15784813227359942,0.009635488877906748,0.0006623913001183759,-0.015484229828322397,0.04884392204236163,0.07246745201032384,0.08409447966281153,-0.06638742301520452,-0.00494349739185368,0.0025193607870469827,0.043834429332290606,-0.025337130653928782,0.051414227781056546,0.08100127280346033,0.015307594671906127,-0.021472743493486716,0.007140258803217676
PRG4,,0.08944251120800845,-0.03527813966558947,,-0.01617308759057354,0.06731081326979564,0.018167601026630963,0.012713619915128427,,,0.12989050841201358,,,-0.01662381401523666,-0.0021606688177445124,,0.016870533163423962,-0.045059857843326105
ZG16B,,,-0.032529263315163676,-0.021223982498077363,0.01306977835486307,,-0.028378264609739877,-0.015043080598926908,,,,,,,,,-0.01564643466622857,0.09919517820568144
TGM2,0.006813320685614624,-0.01433946553524209,0.03725316062809854,-0.012551603150829618,0.027007834991663465,-0.03383654489073865,-0.044115095731204146,0.029238512248458026,-0.001787279574669533,0.003489610480918926,0.02260092642121405,-0.03820073198345547,0.022833187358087793,0.06247624939914878,-0.058832056327651254,0.006397647027831405,0.020751480830840312,-0.046474087017163636
VEGFC,-0.02210051805574933,-0.029719779494360284,0.08306816952708133,0.10427670839889513,-0.028824772588062902,0.029756659702354964,0.06519364862732267,-0.012997251935584068,-0.022092627700247804,-0.002981292827206584,-0.01647175897218833,0.18838080778029193,-0.027902648967157686,-0.008221045112532343,-0.040641532561837126,0.001607792969424648,0.0029780655254586143,-0.011059311629712949
WNT6,,0.009781067085553263,0.02824948922432682,-0.019627869415212686,0.003617584898589165,-0.023350806642623977,0.03459920673624651,0.06127887170223523,,,-0.014375719457725516,0.005464682781243059,,0.024926330072581177,-0.013866215499488318,,0.01537296554812406,-0.028537818580302004
NRG4,,-0.028089861125142737,0.026329812706552397,,-0.01968338744974069,0.007198285783261757,0.016036487234865233,-0.028900193522158956,-0.01238988186160238,-0.027684004526173,-0.019216228093931947,,-0.03879356384789796,,,0.017685115305912665,0.058329723788545895,-0.005046802794510844
PMCH,,,0.08660731237367517,,-0.016752229626527025,,,-0.022018903522941283,,,,,,-0.0008589584887779021,-0.028459389592512537,,0.019815234539973085,-0.03663889054248867
COL9A1,0.09003805998043182,0.025656950158753418,0.09586889359730205,-0.008113693882177309,-0.02055786158492013,0.06804308425700564,0.005903994136807624,0.0483209522675918,-0.027720819100332864,-0.021686089064736704,-0.02189643507732855,0.01120340067160538,0.005911855761144391,0.0209163805664147,0.06266324580184643,0.07046331928350164,0.04757530970220632,0.1439077209842189
