,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007nec,ZH1019inf,ZH881T1,ZH916T1,ZH916bulk
CXCL8,0.007092611745495772,-0.015782206282562616,-0.017532768375678687,-0.047312338752949996,-0.0026949166597884365,-0.030704522927239,-0.009924235686870777,-0.03410897434944214,-0.03680601436831226,0.029515566337084163,0.022962653345922613
GRN,-0.029951861881594957,-0.0197447748140621,-0.01492886620526364,-0.0005205057992405649,-0.016995091552340334,-0.049378102514956765,0.078045565803725,0.035706448704369946,0.07581928133412894,-0.0024905377655122657,-0.08500693323809196
MIA,-0.006841729430114689,-0.020062266401386777,0.016162419266926662,0.005154108070655956,0.028763234094449912,,0.027579426393161896,0.01593677605762555,0.009802874137904162,0.10260498461698823,0.1568295033595249
COL4A4,-0.03501383595912079,-0.010556595223391052,-0.01481250613800648,0.05173008599137151,-0.004731535017028609,,,-0.02449335116496297,-0.027242752328947763,0.017341115309492842,0.17618720560579476
TAC1,0.022384618372193323,0.06939301469940772,0.03443136083163307,-0.08559250450832619,-0.0025884025197779542,0.0029223902913938036,,,0.04409031010754783,-0.01994105039959996,-0.07958998582407321
RARRES2,-0.013414036832848985,-0.0013302445515073326,0.041143220174167314,-0.05104666863032522,0.06129915655725721,-0.042120857239652205,-0.061723028243567714,-0.029733531226881424,0.03518496013374589,0.006568876734293265,0.0009737308986729114
FGF7,-0.011094070165917012,-0.030256977214791956,0.025514362998733265,-0.0025906394810192358,-0.011520447173234397,-0.05451989376804198,0.0018644627809638332,-0.047945722496713854,0.04000903685522152,0.03862403889590316,0.05698532661600343
HBEGF,-0.018425297291418927,-0.04667821286516706,-0.003787041511722509,0.1054811449799717,0.021690095178230125,-0.04071429997842567,0.006090992815704503,0.034714576281824686,-0.010036424830886369,-0.038212574508116666,0.026167348327455237
CSF3,0.07404933614822051,,-0.015671346388671282,,,,,,-0.019379408756106446,-0.018799359815307545,0.05351823487781876
PI3,0.0633221578115301,,0.02569466544922388,,,,-0.008517280438915477,,0.03429304838041664,-0.01769534629868697,0.013905002066292627
PCSK1N,-0.03294424201252463,0.019368066125937836,0.012352630774766947,0.09305474759956915,-0.007322915771686733,0.0758479342199608,0.07477477759599568,-0.060557547587935745,-0.045618846611724696,0.03575547133605299,-0.08296976932851303
NTS,,-0.01288720422299643,-0.019261969839322293,0.052730389409223,0.0029304145531846883,-0.021143086816516353,,,-0.02442606870724803,0.021630926148844563,
SFRP1,-0.01854151314348958,-0.03922163751599626,-0.016115342701339953,0.0017385933718684964,-0.004895967400947571,0.025514923817420994,-0.008133083053772526,0.060786794084209346,0.018304339561249838,0.10931235013024268,-0.058501417534696856
CXCL13,,,,,,,,,0.03156374031309313,,0.050896906894280766
MICA,0.03793279373324498,0.03021391343074534,0.07129101968206113,0.012963994125327526,0.012226267312596812,-0.06730887959628815,-0.03842321364940471,0.040968692948254636,-0.0273285969679134,0.022029263125170992,0.08479699881126129
TG,0.006163394905670016,0.18450648667964056,0.0014419513320188984,-0.060134279021667805,-0.019358785253367233,,0.008398355674327089,0.05912351973975607,-0.01594955120152648,-0.05004742568349516,0.040148314947087545
ADA,-0.004561447283230334,-0.015243676037141976,0.0014812900826621073,0.036940849710059516,0.006628118524424446,-0.0667756590482775,0.015281502409161693,-0.05239918807747661,0.009602152723425994,0.11996168451444678,0.039127224896025055
LAMC3,-0.01162534947413523,-0.04327482668169112,-0.0020646445437333314,0.016518529485170217,0.09259861335377564,-0.029773120076001372,0.04640397129149464,0.0950378552103121,0.011411962459338214,-0.0029155698152029653,0.07485219245324781
CCL7,0.0538265475995208,,,,,,,,,-0.03443255028133783,-0.015663480091346493
NGF,0.011204282215115633,-0.014194960079683211,,,,0.030306832223519563,,0.01946972421370457,-0.010571656373162819,0.08533687185950156,-0.0014669240634540659
TNFSF15,0.0067376784512597826,-0.017235793541236034,,,,,,0.0662376607996904,-0.012034280134144542,-0.018373965048444383,0.06634922043827221
HMGB1,-0.02228512063536712,-0.0047206486399212514,-0.004224457346075861,-0.05072345073049042,0.029904430092761305,-0.060404759752167685,-0.09439423333973188,0.008104710070542408,0.011233782137794331,0.013271530946800215,-0.03834159471472574
ITGB3BP,0.01733216961329336,-0.04058433506493284,0.01992197657036815,0.05527799699585522,0.00726399644863167,0.0032040693697691232,0.0765642775345156,-0.005338335182818772,-0.003139331239221575,0.028600620369287063,0.011869434164602967
AANAT,0.04358613513747022,,-0.014135978539312616,0.014032683602759737,-0.009149762789309943,-0.019877624128974723,-0.07075653006113615,-0.02017764824512284,,0.03712036159015823,-2.806631520516162e-05
RELN,-0.001350908427795298,0.022082458660969157,0.005581346973675837,0.034357194134003996,0.02829574101590749,0.029519516005873152,,,-0.014536106219093087,,-0.027620482472621437
IL15,-0.01431485457503387,0.07809359036483686,0.026400051111054198,-0.004746504096872707,0.014410003503456552,0.16697204256479115,0.02321553282982629,0.029176704649016436,0.035237165298307,0.020229559958950746,0.07679182899299762
UTS2,,,0.027235672733898122,,,,0.0020771831982013904,,,,
BSG,0.016457517707892298,-0.02821769144529528,0.05468328790133715,0.037476541717730946,0.03748301775811947,-0.007146047043123413,0.02114970778419475,-0.006003210107609052,-0.04976419458763794,-0.00011139359340759018,0.05515364196965962
ADAMTS3,-0.016185550045349762,-0.019754226121267617,0.029880438857722968,0.06898409129876223,0.010869231841880342,-0.03191879362246162,0.004901297129276093,-0.024160679603794075,0.031073505153919063,0.15040069907098128,0.02134424679511868
CD34,-0.005270127217165045,-0.050213231710104354,-0.026093509054568864,0.031915079693754664,-0.019521631568801778,-0.010893520812111352,0.1262276961058563,0.03241478287307234,-0.021454057072498523,0.00407669373470022,-0.00996726322557
CCL23,,,-0.01608449963883878,,,,,,,,
PLAT,-0.07209554582695173,-0.08411599023707131,0.048133528474947646,0.08778617626234961,-0.010382523741934392,-0.07004046893955473,-0.0296829623905075,0.0743888399661349,-0.028276221380987218,0.06577004747976516,0.011594520881911171
NTF3,,,,,-0.004685598143067635,,,,-0.015477152200288648,,
LTA,0.014412249665063048,,,8.25245513136044e-06,,,,,,-0.005260856149445734,
CKLF,-0.007914792618767883,-0.09123386437139147,0.0687001552490609,0.038016546603154726,0.0008960061122928173,-0.06455197437339427,0.07055051277297324,-0.023167933956465023,-0.0007826452169367746,0.024027735507512565,0.08598325376758606
CD24,0.03798976783997471,-0.04371232594508074,0.06685073397150218,-0.027857998687240725,-0.00980238332148648,0.006185063391454851,0.0073174869649498455,0.07896134330344132,0.011165395249222217,0.006087102776381296,-0.016083612592494953
HSP90AA1,-0.04507722114224711,0.0851188723009188,-0.008525075661475747,-0.046340100553781065,-0.03163032887765453,0.025760138893746502,0.01126039632249138,-0.03515819710098063,0.006091266463405377,-0.06921481822343926,-0.1369628640947272
BMP4,0.02351082581158314,-0.03846845428967699,0.0041347239516222375,-0.029109721956491804,0.048941073883390036,-0.03170524180780681,0.07046297279823842,0.03119388269658203,-0.0417016325188731,0.029991522005312375,0.02647609860087081
SCGB3A1,,-0.01565558534261244,,,-0.01882307414987819,0.18445557485070227,0.014519054816338995,,-0.02499140249341454,0.012614113333208228,0.036247731010045775
IGFBP4,-0.026455792380644938,-0.08504485513431709,0.030999039276365527,0.08706716064877751,0.03281295123732413,-0.07202069377839042,0.046239910825837775,0.07123555633480319,-0.037144099779524306,0.05467020278232893,0.028835763803434313
RSPO4,0.026680021891079538,,,-0.021154800183706413,0.10331589131376019,,,,0.13483559129511585,0.016548049026292748,0.12010114183731961
LEFTY2,-0.027817785962554086,-0.03515478473673029,-0.021762533938108397,0.04507645508648399,-0.006536686334109451,-0.0211431007378362,0.034494522477516644,-0.025785324404949333,-0.022888566634103626,0.1150334898117675,-0.1086925998331735
PF4,-0.02449726788351511,,,,,,,,,0.007769069379282709,-0.0003272484502760353
ANGPTL2,0.033677784716465924,-0.07285025528614401,0.01989408520509262,0.04931119091193794,0.14019362224966933,-0.11240635092710696,-0.0017084262640547328,0.04986925124249571,-0.020528236750194148,0.053394900767212566,0.006288322474007782
LRIG2,0.006727379628982006,-0.029258578914536305,0.05171329921406921,0.04153897377605208,0.019846023156396896,0.03694732066141918,-0.036931437058243,0.003233222704553009,0.039579521181571306,0.04139173964111636,0.09867009286893097
ICOSLG,-0.011305986703868977,-0.041015272463399234,0.04611896680603813,0.0605028356046859,-0.0034568505055005,0.012383645238380987,-0.07729812156197244,-0.00894754773102277,0.05402243636804158,0.08559904352558373,-0.013364149854678181
WIF1,,0.05701766552871987,0.03247554532154398,-0.006283177749786104,-0.019034899431577483,0.007953514187213422,,,0.03227143778633813,,-0.00936724969043075
NPPC,0.042587534449626895,-0.030035185135109593,-0.03806056283450732,-0.02824445992155896,-0.02615946283589914,0.08230253834711182,-0.056707767685328425,-0.024160633201762118,-0.05103454591317043,,-0.044805737107817996
LYZ,-0.00745467867509481,0.037096207675078055,-0.023906366717054813,0.01407592287164232,-0.02111291521513579,-0.11420817278014773,0.02233989373479701,0.008746812428960016,0.036704753615653694,-0.035156422571404604,-0.06412777643611656
EREG,,,,,,-0.02175007183409265,,,-0.02096285336347065,0.03546226348412061,-0.037271782777462584
SPTAN1,-0.04072232216224712,-0.0035598152385071537,-0.033265823433865596,0.000495850184356581,0.003134243561559999,0.05290649224672685,0.1423883042717017,0.07183834939170222,0.04332751422000679,-0.006081529044723092,-0.025986419717822524
PTH2,,,,,,,,,-0.026766334139950953,,
LIPC,0.07088636498511715,-0.019018771792327215,0.0734450029885468,0.01486134894954884,,-0.03895398223448025,-0.02925968553631124,0.056380121756982836,,0.030845142923636118,-0.0003292150689056655
COL8A1,-0.001367520368778853,-0.038655925252489017,-0.024261297128272536,0.03729345401729157,0.0009728194994301002,-0.019355884541015448,0.02494834406927259,0.05466651323395121,0.10440816443597924,0.012176252754713174,-0.03642204917288832
GSTM2,0.0261277726839231,-0.010371110102562591,0.017332161347959295,0.04723374565694591,-0.0290541024503147,-0.017899816593020326,0.08537807252447659,-0.00830574653194407,-0.03573212963512709,-0.007175286173199573,-0.014751425553825763
IL4,,,,,,,-0.050395960679270116,,,,
SPX,0.02477777180437707,-0.03293039426705055,0.0015923383296355211,-0.010251701044065923,0.04822881409491531,0.08339389138448862,,-0.029570006044706103,0.03751432609129995,0.0004342199909923728,0.1033580836688659
MFGE8,0.01121907825517315,-0.02862746966485426,0.03842557096726206,0.052991538979262495,0.030996431174453352,-0.05645708580929869,-0.06436001551087188,0.0043427406894143055,-0.01481773375115575,-0.010840878420432484,0.04064238609351474
TGFA,0.019210670091714645,-0.057785858501648885,-0.006987999531236907,0.07732596804819748,-0.009784834684663695,-0.018745668631824638,-0.07758850992698337,-0.048652703797796334,-0.02550092655277423,0.06538983483428455,0.03111229045069082
SLIT2,-0.026947414100235056,0.01492100042565554,-0.00122375793050877,0.005623035103798761,0.046749323187819575,0.031833101624343677,-0.05266820825975538,-0.02732353944933956,-0.0023843042080221553,0.0015853526504276889,-0.04008775197201302
PLTP,0.01810397595838458,0.02019091332314766,0.0625672708299214,0.009440110175205444,0.03473013954355657,-0.07605922765715267,0.08781040190664806,0.03607411940653119,0.028120165088281867,0.017394982486893265,0.05203316731868488
APOD,-0.021091762292677743,-0.027796224368289404,-0.0196698679672633,-0.07783701485300695,0.06027986881989407,-0.10935862140370006,-0.008749590069582617,-0.051766797339542,-0.025464844110551485,-0.07932663349129616,0.051968864707494546
B2M,0.013200111401608618,-0.0688736889328311,0.030986325986179755,-0.06369004240979252,0.06969620876900116,-0.07911829561779753,-0.0048526023863057375,0.0008543398383440806,0.06037953631188975,0.019510434426044047,-0.026594370456034022
OMG,0.0009559971544966548,-0.003349025747454653,-0.07591546775304243,-0.02806143208307194,0.048462725364506624,0.14648482632115373,0.010469056779994875,-0.0328374226074327,0.010348147743661844,0.04483696362357235,-0.06743907656893881
CXCL3,0.04263408009047104,,-0.018559864085837357,0.033886520582538125,-0.02013670763585072,-0.03061855046749936,0.0024261633900028367,,-0.015333437663094298,0.023695912324855895,0.045925012072107384
CXCL10,0.00977327928869518,-0.016763897439983598,0.08620899331232135,-0.03299080305536991,-0.030589132738736376,-0.050788065210326604,0.048801728814225856,-0.03258978995733098,-0.022997528964617913,0.03663064245700559,0.004999130589106905
RSPO3,-0.017696816451204734,-0.029863807158515932,0.02642076761775325,-0.002196708573003939,0.013269983909149094,-0.011218694311215674,,,-0.017925079517404626,-0.02184905797171013,-0.020267766341490922
CORT,0.026542172792503243,-0.02821640192296567,0.06814478809884457,-0.05099951521570087,0.0021594615451914012,0.2001911026720846,,,-0.027991621575878072,,
NCAN,-0.05926639770394402,-0.005422270966583758,0.007026012154646038,0.09511221823162087,0.025192044400227154,0.007547736825966349,-0.00601469126461034,0.007484288621534293,0.003414025881851916,0.050136756695145446,0.023620743411920397
PRG4,-0.005516124180627937,,-0.0011016006244035203,0.016268094718399392,,,,,0.028972231540357204,0.028832938700754287,0.09225712576574487
ZG16B,-0.03258764680112232,,-0.021709732252487787,0.011239636397448037,,,,-0.022430789546711478,,0.04514387377559761,0.009616932371448896
TGM2,0.08669970004294976,-0.0023905277269106575,0.03162592142858279,0.041593876092186406,0.08789664082006722,-0.03895727940264085,0.07358978170648235,-0.004520930166446351,-0.032517518267663414,0.011945784657981058,-0.008233051547814466
VEGFC,-0.03222448894125895,0.006003594820101389,-0.026511031597573193,-0.02801012352278551,0.04743788401746734,-0.024577486469861076,0.04470114947499664,0.018679445156574742,0.052696016937150446,0.002180267240866912,0.014122742322008944
WNT6,0.025077963824055746,-0.012579384450018613,-0.019773507472129043,0.050601344505034215,,,0.11273253708313756,-0.021331683492380127,0.012660125417000772,0.07252062229700841,0.00867392373427305
NRG4,-0.03417188943911325,-0.015399492011494022,-0.025045691453847573,0.050601698077014354,0.04608578366739866,0.0714041657912643,,,0.012570706337208118,0.0005568245893369248,0.03286756334725473
PMCH,-0.019013528538235985,,,-0.02463357063152837,,,,,-0.012796412833528368,0.0012719605251505545,0.03349460229811054
COL9A1,-0.00041739288568016505,-0.0288825447248856,-0.04276475246467141,0.026350790365024482,0.02028785916417045,-0.021448555542654606,0.005460253605145768,0.0100856140183273,0.052345998344441626,0.1117894629800654,0.06893274060321117
GDF11,0.035122389374383535,0.015850992402355206,0.04923685466717522,0.06601033111226985,0.020460861608268023,0.0285759025608249,0.04100842331339003,0.09720349819624428,-0.01918168853278342,0.05524509451692248,0.0266292357140966
RAET1E,,,,,,,,,,-0.015092626183504858,
IL24,,,,,,,,,,,0.018034580310148887
SORBS1,-0.06601604850394793,0.037696697438224604,0.03477606143149392,0.09706889348281653,0.048299141376637565,0.05092752402930494,0.06718146348409373,0.07125826742819881,-0.05806561728597418,0.030022942299984156,-0.06376545675146163
DLL1,-0.022394358990008467,-0.060832143126340874,-0.015189583163282214,0.018562693476431646,0.007713202384260609,0.03056898158078395,0.08987509762103912,0.07707628342699531,0.051962219753070076,0.048884166917871855,0.10683876291840828
TLN1,-0.06468018942501522,-0.06755514924179173,0.006067653335802325,0.10882913826121061,0.00016151654655781886,-0.07692342129285158,-0.02520375177349233,0.03343765379308302,0.001687897793946655,-0.027142703239543813,-0.01015383178149878
COL2A1,,-0.013628197512675588,-0.0185598704019648,,,,,,-0.02695770517852749,0.07156676290052692,-0.025585633537001655
SHH,-0.008033530402230087,-0.014875232501663858,0.1993077414092988,0.048007752220590366,-0.008632982119373711,,-0.03426808263595303,,-0.014691000437050485,0.07490234027552628,-0.029981496597753995
PON2,-0.1102903286935404,-0.03477344233175629,-0.016641969644249,0.07785493783767923,-0.017255924838672554,0.045119855354554615,0.007324357644691695,-0.01851388227121612,0.053812051134161265,0.026898126774459498,0.19429030733671598
ICAM5,0.028323335969122027,-0.009517858673262044,0.007164602553598801,-0.025026314068982224,-0.03942174794114869,-0.04655986376822744,,,-0.08635973792534464,0.048902228698310755,-0.0666987103152093
HPX,-0.00283222115387596,-0.012579385298586874,-0.027027038042728713,0.04045476762377848,-0.018823072230911113,,0.028251866769440727,0.045729333020502395,-0.035421053819483024,0.07834270007982475,0.047811071355897426
SFRP2,0.022931779692123084,-0.0038413178770197306,-0.014812501776261604,0.014272444733400426,0.014169247767026865,-0.06299741225023903,-0.050395990341540346,-0.04294695568750692,-0.0072930358216817546,0.05106058313598675,0.014088302628264325
CFC1,,-0.021256082658565302,,-0.03943169496331999,,0.0015076573228711713,,,,,-0.03797435115881307
CD70,0.023081300682723165,,,-0.020408748174565346,,,,,0.014986730460850974,0.05447919918539281,0.04252952976596967
HP,0.011206068906617366,,-0.01403408433389534,0.011745724614578547,0.049360641829454995,-0.038906545884932836,0.20511529473134174,-0.010336688147697897,-0.041624748802832325,-0.05226987321441606,-0.06376691610244184
CXCL2,-0.03154761451517902,-0.019441984548066456,-0.03656044036634396,-0.010267568861525035,0.017710074959147688,-0.05789419972470981,0.09203341914510829,,0.01765442559371658,0.044986484234619255,0.01905738229760622
NPPB,0.04766018464856609,,,0.031180140778627036,,,,,-0.019125561548563298,-0.03544508145005049,
CCK,-0.00572156331145186,0.02258342966166653,-0.019031145600324418,-0.10392091839592296,-0.04979542345080691,0.06961270314568925,,-0.027917890055969726,0.05474549921735112,-0.010908043756923743,-0.12691206170792832
SEMA6A,-0.05796003756349895,-0.08068795303771485,0.005895319280136236,0.11026857279228175,0.028583061081630303,-0.03826912280465229,0.02541545440248966,-0.027596552550151757,-0.025039874092173932,0.03301547379929489,0.07225041351919122
IRAK4,-0.01652475663942917,-0.04835434741166352,0.06734729273792274,0.08575310635604767,-0.005434750922982682,0.02114710201638471,0.15017706304793127,0.0004001431140990567,-0.0019246848984745067,0.05337538485244774,0.07193024612109848
GSTP1,-0.05398244502441448,-0.08740724776878034,0.007318863702308074,-0.0508828454276709,0.03272673378980747,-0.09152929098467104,-0.025731540357248048,-0.031028093021721655,0.010774720065155697,0.0394445281627898,0.10776930219310216
VCAM1,0.002798399105896827,-0.032307303423731705,0.06385971439997144,-0.08022344504411685,0.050429145802920954,-0.03224068702337417,0.02719126555625166,0.08164318938190164,0.05684062628896005,0.05258432152987351,0.01278366505514665
NXPH3,-0.012626383310175519,-0.01142510084875609,-0.034727661664206155,-0.0741040851615168,0.09018811977750006,0.0009234607889415028,0.07544709493718418,0.0019726510248842246,0.032974148252104415,0.0740819337601022,0.07299964665620504
MTMR4,-0.04729479206803518,-0.021829280974414327,-0.05095863635376405,0.013858964474047282,-0.01730178314250819,-0.03694609927125533,0.002496196663089765,-0.023243388786255387,-0.0011833573418435649,-0.013013882579844486,0.05296215836542783
LAMC2,0.03022688405164508,0.04807587209984562,,-0.017187636359884597,,,,,-0.012420914611446841,-0.0038919337157537685,-0.041326994602018725
IL10,-0.006626902024091996,,-0.024354693937541607,0.02535829712308169,,-0.01880141722202371,0.013820579237600902,-0.038597630934195735,0.1774393292265368,0.02188885342497671,0.020520874524422122
SEMA4D,0.017028516293797306,0.019116665628627516,-0.017247823769851355,-0.047226754818189234,0.03699498661989319,0.005033665675354198,-0.10243623844215055,-0.06691353557608114,0.05922423167008567,0.03847256707125381,0.003275772307099761
TRH,0.05319545438301653,-0.023578894800852453,-0.0038673763589044774,0.014917493249962844,,0.027926616721113223,-0.04998502679698933,,-0.04923033957934724,0.007713199972645207,0.011559932980740718
SEMA6D,-0.022969638852138555,-0.07933572661341988,-0.005717152003638909,0.06837792592127964,0.04767612368361282,0.0032748992793711403,0.03221712265042759,0.02706202865865888,0.011441058686296569,0.028266524555621352,-0.004199921394454333
CEL,,,,,,,-0.03032462296003323,-0.031009402038565392,0.04514041316960298,-0.03644984078711233,0.17463898748805073
PDCD1LG2,0.03261967464130579,-0.012103846332484593,-0.024976057737542297,0.03702075059295574,-0.023936015527425608,-0.049810091208053554,-0.06983900007347718,0.05338728477899013,-0.026938932170646756,-0.041234656681147536,-0.019467514262835404
SPINT1,-0.021729313084109518,-0.015655590126181205,0.0350341199932549,0.016034117666174647,-0.012285667102395254,-0.033789476809295484,0.039483035544673285,0.082245259505622,-0.020327677257818217,0.02918190142803004,0.008919784586905729
CTHRC1,0.01404640986090664,-0.06713943620108888,0.021934176028213875,0.016147585231268764,0.044128413017309756,-0.03597388112532195,-0.06365701057103942,-0.003958158436320832,0.05383587142939508,0.09247184815346833,0.026460877363624163
PODXL,0.0033380185795198213,-0.05804895083993651,0.037941718659827525,0.09392944449964195,0.02300920891867953,-0.05030606829318404,0.053026489001221505,-0.02116417217700878,-0.021198300635600978,0.08512432349153942,0.0024873937044712032
JAM3,-0.02946697790780214,-0.06265024302392457,0.00028415123746844813,0.053290906710171816,0.00012952832394538865,-0.030727149216721584,0.0788822543020052,-0.01408847466338866,-0.016794343349765848,0.026725032205498093,-0.001681845108106181
TGFB2,0.04632939579364516,0.08700189345578335,0.06282175347701065,0.05110330158700634,0.0549640770478114,-0.04928396622161954,0.0036532493140674755,0.1105123860033045,0.04373634889391182,-0.05006087349107793,0.023573601733960073
COL18A1,-0.038353853561643225,-0.041524155816108604,0.010230515332744092,0.10978164268187088,0.018393361457770895,-0.07939280506453195,0.023868704581255906,0.05794117451770501,-0.006701210871074472,0.002859967303218177,-0.008216811671465608
NODAL,-0.019156615009193148,-0.03387177272395338,-0.006071302364305382,,,,0.02517975545655266,0.11549765404245381,-0.014204247444002874,-0.036562076844404476,-0.059242711300493356
INHBB,-0.002044925853106838,-0.03914324411497247,-0.014841631845327094,-0.023989544884419886,-0.026848666343696325,0.018387286676179757,0.051980899281230175,0.07358271239089982,-0.03701860419737012,0.05143461071625234,0.020594534493967025
LCN1,,,-0.016287362844967877,,,,,,,-0.04014767882093884,0.07399314170228727
ARF4,0.04647694501134449,-0.03041815557657327,-0.00031382945880079115,0.029201827223989008,0.008256214639951168,-0.032903132590151596,-0.0034345064356810224,-0.03498185796919749,0.011182981668905887,0.052640512612534565,-0.00711381522752971
CXCL14,0.05075013123191597,0.07809558560158629,0.01246086262052596,0.0711534129999318,-0.0158893434206317,0.04336608526162227,0.03532928110232356,-0.00261994824969831,0.05979015644623525,0.06004659695893346,-0.006392510492030651
LIF,0.06390297699421273,-0.015269976163139567,-0.043752824588037004,0.06633305641328292,0.003874643362948213,-0.030397229952644038,-0.029296263122355982,-0.004800059701202005,-0.011684594586348105,0.005145655200493821,0.04185180226081133
IL17B,,,0.031427982990689524,,,,0.11604657333377635,,0.0028428515488909227,0.04104271925425904,0.030409696250141647
MMP1,,,,,,,-0.00919802715334889,,-0.012796411820130773,0.07299405507942508,0.030122649980394767
MATN1,,0.08602550584773808,-0.017076192646904312,-0.037184568515482234,,,,,0.002354567325109437,0.026826227735117388,0.039076938166066014
ADAM28,-0.03928930166849717,-0.016061071172725035,0.024229959196675022,0.02388698601946224,0.0403606970218827,0.02747152053982841,0.031837664698984705,-0.04947205879392509,-0.02734201081745076,0.03532934027225289,0.06091480700563165
TCN2,0.025497559696426753,-0.04776275423466623,0.011725026870150384,0.013430262469878202,0.025763328894650283,-0.10455344895260174,0.07453992752017997,-0.011723054046981428,0.08002997332761659,0.05867559740947348,-5.819438815734312e-05
THPO,0.0094224687243003,0.03376081710519284,0.016686982960230846,0.03793607823463853,0.0017664114237803958,0.10011430244861044,-0.011067106513493193,-0.023136874170887823,-0.015798308163063705,-0.001479297060251639,-0.04475909592003946
CUBN,-0.032155263686238514,0.004533992369129141,0.03958369732846031,0.055065831806083605,0.04926544322663299,-0.023203236194402163,0.0913437978704894,0.05305351108673566,-0.030635672368217536,0.08242974375365443,0.07809798963824653
TIMP3,0.038386956443690154,-0.02481780953404414,-0.024563418097240736,-0.04964430008440815,-0.004148918823401826,0.01825967024855446,0.15673570773393714,0.07190187608015652,0.057953162114301245,0.000459173959964177,0.06087693904547763
PIGF,-0.0696016955035243,0.03811848307608415,0.04910969123676837,-0.007963368189541357,-0.006683864562886899,-0.06084996555745686,0.04165559626225921,-0.0057678664866771204,0.04965755683323167,0.07425058628685048,0.0550113171845991
CRH,-0.013907703464921902,-0.012422779313775301,0.09940899920292232,0.005234802717575895,-0.034368353275479234,-0.004848612936497359,,,0.026465836381444976,-0.017041625511099247,-0.03468172936508662
BDNF,0.002100808499028794,0.061128445475972445,0.023161175862062747,0.049527269299496544,-0.021682744649451635,0.04266379682011236,0.014492514177952548,,-0.028964434661345684,0.09258569672959041,0.08523238777868557
CCL5,0.023502070143609544,-0.018146623108637693,-0.03697245181953912,0.04306361227673647,-0.016402624906883215,-0.053646247747719984,0.008111104429038934,0.04620275445049234,0.06472623611524961,0.05521243037228675,0.04256611700638764
GAD1,-0.03061239056889167,0.04583594264046044,0.026435431984649614,-0.06060457146017552,-0.06401899615922946,0.09641993235210158,0.02055664418516483,0.05647246760115632,-0.011022655493593278,-0.022995857133714825,-0.05123746529025571
