,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.02287488976234846,,,,,,,,,-0.015471712958690995,,
BMP1,-0.014406165090122412,0.11219900982283822,0.051776654174690497,0.12255590828324464,-0.027389036098417988,-0.07100712801975406,0.11915711653251826,-0.13654183736827114,-0.0440425463140635,-0.013159577941866911,-0.07737323337243798,-0.07383387317341729,0.0339764606602065,-0.05667238884951994,0.01373809989932541,0.03237531623327203,-0.040958082345875786,0.058505728993173405,-0.09763700782244718
NDP,-0.03625528684714713,0.07240554112286147,0.03476466003919716,0.036345891769063075,0.03002951775554922,0.14566035309964045,-0.015741811559505988,-0.051708924636130936,0.01988755520410993,0.02865722638706475,-0.049348185619068875,-0.050465169152928695,0.07982887957462695,0.09015082553379004,-0.011422333659799944,-0.035678342289034486,0.0680731920572532,0.010716979787306808,0.03788163016384738
TNFSF18,-0.02154481482406008,-0.044957722437727964,-0.04489491810476846,,,,0.049053849576305174,-0.0339685245740785,0.018848795201834145,,,,,,,0.04081910260888722,-0.026098013702964197,0.05962616642631157,
IL36G,,,,,,,,,,,,-0.02094720823472849,,,,,,,
RTN4,0.08613111586734637,0.12443046473397791,-0.02559837781308563,0.12506719283072343,0.002569865915738031,0.1706575807409362,-0.12049557644709592,0.12500803561813278,0.05350780175368838,0.060171606433395905,0.1922751400699302,0.17207722781287121,0.10120555597047831,0.020414827502128377,0.025827673298641024,-0.011308752782676028,-0.015182387286913583,0.11632919869130716,0.06523094847228983
HEBP1,0.0022231869471682542,0.07782799135682085,0.046106405877404874,-0.06346159597668533,0.01536909575940341,-0.005473153796735963,0.0459060978887056,-0.05841927987465466,-0.0067866702660923095,0.025870031102311612,-0.11792264838158631,-0.025205536940403235,0.029310863819214578,0.06518617079473452,-0.005665086089895374,0.011834799827487256,0.030893578144339264,-0.01799105331351008,0.03628843720487576
WNT7B,0.30889829797945356,0.03949317956146957,0.011205179910813856,0.007011791352544104,-0.024434670387919133,0.053113229371592484,0.03381354278276246,0.20393258817776388,-0.03057179260615307,0.02495535908694059,,0.0675334048811964,0.06308731299953847,0.04129874641976964,0.059268736887256944,-0.04620087343612053,-0.033023067135031656,-0.04930206995033947,-0.013784214651631651
PTMA,-0.0613732097299401,-0.04666133130681607,0.10753386787131318,0.2841129152238333,0.04772998658197874,-0.09080188905042287,0.16500495763849476,0.0747729030876918,0.0947666018535279,-0.06854696789838745,-0.23576142474331196,-0.1803280595355274,-0.03699876375090306,-0.04439880799538103,0.04517281320011284,0.003862854576611968,-0.05697369940542953,0.031906146723677586,-0.11584724201163625
FASLG,,,,,,,,,,,,,,,,,-0.013418611370821556,,
CEACAM1,,0.0823631236338239,0.020995719464094353,,7.903803525333656e-05,-0.011411235404000401,,-0.0447006436369905,0.032343690301576876,,,,-0.029904025776860722,0.12350369290526383,-0.013585607701772823,,0.0032602245462190335,,
PDAP1,-0.09506757923139975,0.006147880321702913,0.17043186606451297,0.04325184092008072,0.00756402226126877,0.010474145056042466,0.12482021578332814,-0.08093452775654536,0.02414642222861825,-0.03614905571178199,-0.01608317908344097,-0.09041716846822748,0.06766939640009872,-0.04973747598869606,0.05155987022957875,0.01786643797242879,0.015382113522324017,0.03722882051800458,0.09327419871631702
QDPR,0.04941274725760568,-0.0826475187611375,-0.004248358875953591,0.13356707597408726,0.07378530839112067,0.08788773780785776,-0.16713179756819366,-0.00043622853574272025,0.04215563567538955,-0.06465342697683123,-0.21466404055944488,0.016794729284274324,0.016227171985285574,0.057670268347755155,-0.04519509101743947,0.05140276033584704,0.034121334929139976,-0.003026541822350022,0.005491041344778134
POMC,0.18004687571668554,0.036133486991636744,0.053555962746504836,,0.012383828631876304,0.13233549575627232,-0.018466086312721366,0.0505934938397147,0.016175574630784707,-0.03773786577764457,-0.05294435932646096,-0.004558934994363996,-0.01407500044779868,0.03529556622906935,0.05114315425496918,,0.010222802506192024,0.015430853770998855,-0.010408084257514801
CCL18,-0.028893368184800015,-0.04401495398337233,,,,,,,,,-0.03126098672283303,,-0.009708466162009387,-0.08318737199398099,-0.018091530092382287,,,,
CCL17,,,,,-0.04321406563087821,,,,0.011733135732180665,-0.019026553461264802,,-0.019135869413464623,0.02579064606617584,0.04595423768836181,,,-0.012162464034334106,,
VEGFD,-0.014428163569603318,0.06471434740983499,-0.015063334030814229,,-0.010491755164332463,0.012924248024305626,,0.0023789711543380507,0.006508294128167174,-0.02942909891610578,0.02182922662874646,-0.003970566765463678,,-0.009872593805173626,,,,,
TNFSF13,,-0.022892555107571655,,,0.013965346400960634,,0.020429157424072274,,,,,,0.06761454145409643,0.11830893940983495,0.008045003665238443,,0.06395145696741344,-0.001190748031261557,
WNT5A,-0.0267432391305459,0.10376527114324256,0.002022043148172399,0.19033767028877172,0.046817967572748115,-0.018567997638116878,0.11610368822365312,-0.11195284168089031,0.03370315283517663,-0.024445085229408022,0.05496721711431337,-0.014842935186038261,0.09678060089831211,0.03885291267465677,0.018595139166380007,-0.01691624801831247,0.025112660319731528,-0.04846469740468328,-0.02059054814003953
CXCL8,-0.08997707875243213,0.06338270416146538,-0.008399282263525324,-0.255042421989183,-0.0344707410834085,-0.08005615459995424,0.1164242452584511,0.0030998363200952874,-0.020976862326644773,-0.027405656530439883,-0.07897561848842746,-0.04409122531260603,-0.06160463531887798,-0.12038708546191813,-0.0068416287035989246,0.02401467972277625,0.05830954272811003,-0.04363059709676413,0.023207921974110316
GRN,-0.0804341960873732,0.13373015439258326,0.07369458627529739,0.12563385175657088,0.041100816075241575,-0.058450460610372484,0.03339448195549745,-0.1363336632182465,-0.06236433184349642,-0.04173474366618176,-0.14487443578242062,-0.0010342857369878594,0.04310027362167832,0.1029959777565221,0.056156946394720214,0.025732801030132372,0.055321218217574214,0.1036200213637013,-0.07365307508081771
MIA,-0.024386625239498357,0.039274961765447446,0.019429511664844003,-0.03958919609285316,0.01377476278919769,-0.06944768778950997,0.02654386355801766,-0.06534423380628963,-0.025290460776799705,0.032799861471961705,,-0.02808733601715296,0.00879508837548808,0.04755694658871144,0.10089276678887955,,0.008061162975219752,0.050841850760858585,
