,UKF243,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
IGFL3,,,,-0.013231780592814936,,,,,,,,
BMP1,0.00021295339850010248,0.03839167523318614,-0.024476612112932755,0.09201157414561056,0.02415532495833226,0.010161159931767928,0.016733928793965555,0.055022457960032155,0.06650156380675656,0.019190329934574854,0.003963014464451748,-0.050017668869595966
NDP,0.060049224190336155,-0.011314070134421258,-0.004229751117625525,0.025621600431049475,0.013007445081437637,-0.01724765383373382,0.002670232976437857,0.010874426903941917,0.024111601225667446,0.023183004509859263,-0.027561124644707145,0.0020392134431149317
TNFSF18,0.049869928535167425,,,0.019077414081453893,-0.012622088111002901,,,,,,,0.00014417167833500496
IL36G,,,,,,,,-0.015082913624073224,,,,
RTN4,-0.08417657956700951,0.03698319439757463,0.015110073535861714,-0.06929717140785813,0.01737736929413137,0.04242155231691846,0.0993623271743419,-0.06333630660438377,-0.027546711643798266,-0.0486395287861472,0.00547141897564694,0.030984123220102192
HEBP1,-0.0009190574179141149,-0.0061930091437175415,-0.008652276716448993,0.09015593944231041,-0.059514212079712574,-0.04649354199254662,0.003461650546814415,0.06448277406692843,0.049268219768752196,0.013924150280145393,0.011722249875629826,0.04027192599374563
WNT7B,-0.035982958559280256,0.012397389845547589,-0.011920409185682075,-0.05476593121328174,0.006735951590928076,0.006018370455471917,,-0.016577860248930827,-0.041760587871869294,-0.03358189119487452,-0.020366672272462638,0.0082565517331724
PTMA,-0.013762118484280652,0.0011694886443041831,-0.03575340893829931,-0.08167354871984213,-0.043475150059508624,-0.07028396609294343,-0.09532447613396954,0.10698570271940695,-0.12151771070823877,-0.07246230736102688,-0.02064582430103441,0.05581634496425547
CEACAM1,,-0.028461484748441762,0.01815983625632161,0.1553317019557091,-0.019851537587596217,,,,-0.023400517094763644,-0.016268862837094566,-0.013517656594014087,
PDAP1,0.0575666780441553,-0.0035113151292592063,-0.047950870096146014,0.08534313416307741,-0.027709436318060606,-0.018144403377270253,-0.0046221483688407205,0.034399413207260324,-0.00019351876620065137,-0.0055343429650327085,0.03002143108094765,0.007333275110691311
QDPR,-0.051581237145204045,0.00033065684146077316,0.028563742735000966,-0.11010468629671408,0.025507941694242545,0.03678308049272102,-0.08559406789954516,0.005110024199720408,-0.00799419093226521,0.05741597029722659,-0.013803960159512423,-0.02508570228887679
POMC,0.0062420537254410935,-0.026504489380471032,-0.009521674042396448,-0.03333071679337845,0.06075111170644047,-0.0226796682207341,0.04596600057948886,-0.032315304100257465,0.08987357425492168,0.014313763735571482,-0.022113110432311782,-0.011089416629510974
CCL18,-0.04080558254922907,,,,,,0.0019319894334580206,,-0.011333594894881026,0.08356956758602273,-0.038552510370239386,
CCL17,,0.018691757908629685,,,0.001504152198491817,-0.017498844876043772,,-0.01377866979936349,-0.01660153426187036,-0.023485124855345,,
VEGFD,-0.032132137093704646,-0.01837906596047533,-0.015532002952994872,-0.022166781835604353,0.016843108248681342,-0.012835614337555706,-0.027604835953902254,0.008033516723683498,,0.08206998980328176,,
TNFSF13,,-0.011379005191679562,,,,,,,-0.031855850659826684,-0.009599986540735492,-0.015179422367462229,0.016538289564771033
WNT5A,0.05764812781529459,0.01967634248393678,-0.061613908448637636,0.05151316648777077,-0.03941395753980855,-0.04156155326024025,0.05470398571506301,-0.002129926684388534,0.02630834831731027,-0.03611841197914944,0.010180425622575323,-0.01790369495223171
CXCL8,-0.022784021785394116,-0.021343827835480344,0.04629184965236277,0.002453982511349679,-0.045710970967711206,0.08219120101831613,-0.01495276184545499,0.016733200618707637,0.03646304473046358,-0.03627935942742422,0.017475656864254643,0.03191872474950435
GRN,-0.009571537644175551,0.016723504324900405,0.0455795688266337,0.09588942763818915,0.01282607652459565,0.04535163359076178,-0.0023039346085405184,0.048083339533057594,0.049449057766058416,-0.00015531873584998253,-0.02487299541266179,-0.026095621575054316
MIA,-0.0066443554450116805,0.06845681414378602,-0.011465725332980679,0.027024701280922665,-0.030941504929865887,0.12159784610157955,,-0.02022412048087085,0.003362328314301492,0.06519175730027499,0.015393129092507509,0.05697275491658
COL4A4,0.00847120271895965,0.03468156858130076,-0.036979433912155135,-0.013038937643093175,-0.016435345220345815,-0.024523156773145486,,-0.0023525435061892597,0.00901429302742989,-0.026048993183892054,-0.013591785263315092,0.00748471970362468
TAC1,-0.057965639105584166,-0.022956815221146596,-0.0349085782640066,-0.00697813191740346,-0.004612667696668125,-0.04602710942738846,0.07924835125504319,-0.034767462503046694,,,-0.02332180856837586,0.0049361540498334125
RARRES2,-0.03305754010107049,-0.06725823930616114,0.01514510675253578,0.05050016732982766,-0.043848892666458174,0.021442376178547235,-0.03765041395653637,0.057272912143363525,0.048635212844523004,-0.01584603200329851,-0.01556968925144321,0.07621572141069863
FGF7,0.024778456119902287,-0.02924180476913906,0.05617916297204619,0.007017348331339427,0.06639720964484142,0.05410250349564883,0.021290092041538738,-0.00132263541960703,-0.05765287597262071,0.03994136484741228,-0.003823486248223629,0.12107708343625949
EFNA2,,,,,,,,,,-0.015462465364295151,,
HBEGF,0.042207460342488456,0.011344334103032419,0.06121533462586928,0.0701248570985168,0.025183802771037156,-0.005392333842165604,-0.05031123231385245,-0.018299214532774943,0.08502962013102885,0.011931745134192193,0.026765663276059365,0.032975239796669505
CSF3,-0.04628279558118011,-0.0196625428807789,-0.006052964431073046,-0.0137949450580075,,,,,0.065722463313114,-0.04899937011265672,0.02018821575976399,0.03827127776749498
PI3,0.0034333408514639337,-0.0065177483100337715,0.025403779287147297,0.15853998279661172,,,,,0.07601628402958005,-0.03232893296663982,-0.010120350313801861,0.002893449271751716
PCSK1N,-0.04681921332580483,0.002177493779560559,0.07003504253034525,-0.028910057506724998,-0.0029146195107508286,0.0186995999222906,0.07073698895925254,-0.06075065631596872,0.0015349430179308363,-0.01682880125016654,0.01639837966586083,-0.03762454371886716
NTS,,,-0.045557133085516684,-0.016955646889059532,-0.018775471427756103,0.05430128117506702,-0.02485321977983002,,-0.027303944493661712,0.0035663894601932317,0.08999389763378216,
SFRP1,-0.024113155497560483,-0.014393946093321685,0.07994146294818594,0.048162211502567887,-0.02576133229454984,-0.017498845052271512,-0.040588987647695474,0.024552974334730075,0.013193253942844133,-0.025056868994306106,-0.04960171076206881,-0.022700353158738844
CXCL13,,,-0.021801531386205317,,,,,,0.04560599762979491,0.052382542549031706,0.020585368302150412,0.017956777149005242
MICA,-0.02563670909987054,0.024683196470743806,-0.003310847388866139,0.05184164343036878,0.03172851422771832,-0.008813908116294674,-0.05269986136286057,0.0033922083156771696,0.13619482549861564,0.04838338499726207,0.05960669217115607,-0.014854915659481566
TG,-0.036894775357671834,-0.01553334832865516,0.013877981756024376,-0.016649264479210373,-0.015859672089498275,-0.012663838045939393,,-0.02069750624944528,0.01815343341142937,0.04612247431011763,-0.015949549938419617,0.07481285545083963
ADA,-0.04324152162242567,-0.00218726222695297,-0.005552522912878342,0.12004666270522907,0.022986377608120633,-0.020567091413139074,-0.06403424814816444,0.060398098409648146,0.035486825615919385,0.01951671817228844,-0.0352093936035075,0.006984845032084335
LAMC3,-0.011569996883957804,0.029327185004871238,0.006186391173326185,0.08128592652018901,-0.0012457063775412115,-0.003519493678802901,0.0037406259909174124,0.007470900861762365,-0.021900084572307525,0.005772200695440083,-0.01996057488109657,0.011240165620358929
CCL7,,-0.011230586023531837,-0.017057438062941813,,,,,,-0.024881873194572458,,,0.01535717594344246
