,MGH258,UKF248,UKF255,UKF259,UKF260,UKF275,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1
VEGFD,,-0.015814872530027665,,0.01887993955961956,-0.017453831109983994,0.01814805000290396,-0.054614170792066014,,0.036449596355874095,
TNFSF13,,-0.0013333473071640868,,-0.024530430793350932,,,,0.038109931454825656,0.05546351487083283,0.03677119763200236
WNT5A,-0.044399902376488116,-0.034913344788088996,-0.019799264319159973,0.090465232334246,0.03691159419237362,0.03565740019636849,-0.012339592270197857,-0.05846203812976684,0.05653302330581057,-0.023438649180188273
CXCL8,,0.015057954901458007,-0.018629952650290015,0.03791614521820202,-0.05926395220243811,-0.010696022301786387,0.0055774831253447895,-0.07818459451323247,-0.12341147171210079,-0.05386252295130651
GRN,-0.04295204817121859,-0.014263826301452618,-0.010113557310002462,0.03328985442253263,0.039063748034285625,-0.0014686600588782628,-0.032203632011006546,0.012820396033878004,-0.02871842790049412,-0.06418170959504621
MIA,-0.025833208437887025,0.13951818839394983,-0.04316659089497452,-0.010704494751200791,-0.0047589364170092935,-0.005445659487951209,0.020701812133057232,0.13897343052124123,0.1701992363619024,-0.044358442060969054
COL4A4,-0.022857123458267847,0.010767244403064025,-0.04779329391183334,0.02357982340144065,-0.0012128665002836773,0.01946829677323107,-0.020304700365512022,0.09651821212176707,0.03297736493458404,-0.007909377681381263
TAC1,-0.019736361105230204,0.0620822615581621,0.038467696331660674,-0.0028186533857065417,0.026279695318608916,-0.046428769890762056,,,,0.004365783035114034
RARRES2,0.04847797544746767,0.04552734110117403,-0.09579721208712765,0.07161729826402326,-0.03999000153998233,-0.014983112645023536,-0.08812680864454417,-0.11003539917114427,-0.03580507205442607,-0.04316399615912002
FGF7,-0.027628942038685548,,-0.03506864297150954,0.02999604681853576,-0.03341901051329461,0.05978896509666968,0.0280224665998747,0.060610677501012,0.0795199987959191,0.0037284993265203825
EFNA2,,,,,,,,,-0.019358450681308554,
HBEGF,-0.013415230347232361,-0.016421788834935173,0.002607539754895385,-0.06615264791354329,0.007973630344033686,0.025767430488399214,0.08382760353718975,-0.007163421730076194,0.011922108947547319,0.014372701948403387
CSF3,,,-0.03345348899246974,-0.04238776933777363,-0.051127566893699225,,,-0.031154189135384442,-0.03089849649215984,-0.02403302687593494
PI3,,0.00048484389031441344,-0.033257734011636966,-0.018363231280577666,0.01980631080055321,,,-0.09717675488138941,-0.15734489683123515,-0.03678607321092199
PCSK1N,0.028128508962561867,0.11644985052397969,-0.014172357993371324,0.005269349575231737,0.054658420313137134,0.015963448602771088,0.012423993562936943,-0.039723640843297464,0.003627574700428633,0.11568553882689298
NTS,,,,,0.016194129070440755,-0.029537764806331405,,-0.04372577087594141,0.05485853328285342,0.12308560533096227
SFRP1,-0.028716903944386543,0.04126676435542859,,-0.011255696286513149,-0.019911798697384974,-0.008362223024573552,0.1017207210176487,0.09922347204316041,0.07277024307837232,0.04485064465686717
CXCL13,,,-0.02429119131876087,,0.053723190983817545,,,0.017463253019869916,-0.02046083637502662,-0.012507435345735314
MICA,0.05642276585025895,-0.015996787335508255,-0.01267610831467217,-0.042110693553718485,-0.024395844577218287,-0.016600879643022252,-0.04243292713803929,-0.003583786461830699,0.11618858901179513,0.03289714807330505
TG,0.11811614415358505,-0.0008249739518948649,,-0.015644065338052432,-0.006594835206716664,-0.0022051441862754977,-0.08722504117131694,0.040640209023034085,0.009927227906851455,0.027950135487040874
ADA,-0.015264190195147603,0.003259299496215596,0.016839374841561127,0.006687065479235545,-0.025654720074787307,-0.016972684783905376,0.027954350090738454,0.005575208886763718,0.08013169538508134,-0.03374897786651076
LAMC3,0.0033358132758443794,-0.020122708216216593,-0.04348028187781652,-0.062102936996866025,-0.044188346743893554,0.06042923172391882,-0.06440746752064412,0.03603659827228678,0.001495335132083473,-0.03188681663173708
CCL7,,-0.022306422050560586,,-0.00016617243013817895,-0.011344122377787404,,,-0.03151940990639306,,
NGF,,0.034038042234025616,,-0.02573837159297904,-0.02792533117875114,,-0.08617707798592335,0.04394406819605473,0.010973020978991213,0.006291493089049952
TNFSF15,,,,0.016116046158886968,-0.01937033867245258,,-0.044655768737910224,0.07864676816708424,,0.05065698859606286
HMGB1,-0.0014675085014979267,-0.04340204665822406,0.00583963731379697,0.02018725454231305,0.015368105199076531,-0.011062437404792637,0.0105788436288944,-0.011337730221064964,-0.044313124751250266,0.02103052326344229
ITGB3BP,-0.008754943944056086,0.022597806399370646,0.019948725435724596,0.02004328257415986,0.05039856367746986,-0.0041226388037570345,0.026652061006095434,0.00023907183797916388,0.0029256749986748694,-0.024493091618273382
AANAT,,-0.0005388060743094237,,-0.024530433411437118,-0.017453833601616744,-0.022438219753748948,,-0.036867426363600735,0.048551563353297675,
RELN,0.10885400424445191,0.007265130530162467,0.03368773719348277,-0.02838766853310622,0.038013280114996016,0.009620326419064278,0.02795652989481498,,,-0.04067799284570593
IL15,-0.03309580399329133,0.06681579956449409,,0.05324078649604248,0.03620995233393258,0.0009599003912481095,-9.534269583146806e-05,0.10899961936038001,0.06839187289329071,0.016240702601259763
UTS2,,,,,,,,0.12389279479877911,,
BSG,0.011799958542926264,-0.0071307083410699305,0.10070738953527461,0.01496286639457769,0.001484191302491506,0.036467964859651696,-0.08422400118904637,0.04586768197109779,0.025560205867027654,-0.03564002492013786
ADAMTS3,0.013954925648457834,-0.015973243870452833,,0.0101343344504135,-0.0010474844801137912,0.07418481931010604,,0.07995331795541576,0.07487906982895387,-7.347992435178945e-05
CD34,0.009666203523725138,-0.002731059764609081,-0.05546956601270478,-0.0068007637344677015,0.0367380550958697,0.07778083009429428,-0.014601228941639746,0.02614756139786435,0.12249961205863856,-0.01487925336001134
PLAT,0.042813182390793236,-0.004003947592171433,0.04152307209967221,-0.014634330572769881,0.016751595306707594,0.020374754485070236,0.06258925300724809,0.06884954950167486,0.07216587165022548,0.08829367415037544
NTF3,,,,,,,,0.05579508803919217,0.16551851087435274,0.0962936895097229
LTA,,,,0.018296658315822716,,0.12290977002344802,,,,
CKLF,-0.07677951074869983,0.04609378288291877,0.03275849791966802,0.015268201609681927,0.040460048119199364,0.019678631405579027,-0.028421154675253295,0.14133024336182307,0.1306078880325562,0.014333946140240807
CD24,-0.03349525001928855,-0.022228160527178156,0.02258338538944174,0.016181579338675013,0.020299678064258395,-0.08342991841671676,0.014967049285522437,0.023498618862684027,0.04133146732878391,0.09381695528188687
HSP90AA1,-0.045895828702110175,-0.032061795281424235,0.0034556237053515945,-0.021855625376003454,-0.06646868610869308,-0.006350575858781524,0.052562381796362086,-0.18047315233588423,-0.186545770771017,0.013066294386057756
BMP4,-0.003882670901427715,-0.051682281157116004,-0.005160433613213699,0.005796832422435288,0.024809099489280333,-0.011930089945413676,0.06973318996233194,0.04913001915047661,0.05002438015465572,-0.05438077802385189
SCGB3A1,,0.07359177603023145,-0.020806482871364808,,-0.02078536115070777,,0.09404574575342006,-0.01124254679060213,0.028035048594592143,0.013201837467707415
IGFBP4,0.0455721284763683,0.015435083310832475,-0.04829391597224078,-0.053859773604155795,0.012589738789564403,9.91178034054277e-05,0.027873069347703304,-0.048126815894525304,-0.10202919297681555,-0.09912706405824637
RSPO4,,,,-0.027221383370975925,-0.023989685535686103,0.019739205450497777,-0.015569958344128961,,,-0.014271939754977746
LEFTY2,-0.022631123616156514,-0.029158638285339676,-0.05353964281235062,0.04726973374422902,0.05731029824402279,0.052022669030859524,,-0.03567412096990352,0.005629198989135823,-0.031631681903662244
PF4,,-0.023139329859056583,,0.0751684379686319,,,,,0.04214628359573006,
ANGPTL2,0.036139929100920516,-0.003335216181462689,0.02667672480675643,0.03332415604502498,0.03298393816485578,0.02967919035758461,0.012379367436182575,0.11430477677603407,0.06248131203201741,0.05265614192752478
LRIG2,-0.03477340550793746,0.013808173202290386,0.01588280066540153,0.017020876111963897,-0.01175964944172682,0.009180298438844525,-0.035288827151100585,0.03875854405398462,0.06769647772885651,0.02326572601110753
ICOSLG,0.005194292044673719,0.0032839499982882277,0.028108289555766178,-0.05259898466572534,-0.015598241082049305,0.034388094068873415,0.0538414153934869,0.06563471525326887,0.1025298985041581,0.02863042592331004
WIF1,,0.07207530778834789,0.024265840190816883,,0.02005442135800986,-0.01939542494480632,,,,-0.043783135736571104
NPPC,0.03786959998200525,0.09126297133844238,-0.04486196245767298,-0.023555286388404012,0.020490703003600334,-0.01504317899495351,0.06773073063798694,-0.021111805164300026,0.11721461888460491,0.03857312934612175
LYZ,-0.049429933700771415,-0.008341660492063424,-0.03705986541669396,-0.025819374750570237,-0.059821954551663656,0.009827262492776895,0.07159058499632484,-0.03223117845876971,0.041596695667495756,0.001027547541032202
EREG,,,-0.0450928396102323,,-0.03375917956924906,,,0.0006775094688260471,-0.00023129609696493175,-0.009202707847122493
SPTAN1,0.0549969855022738,0.042737356340370264,0.022394350129935466,0.040695286948599044,0.021695938371931373,0.019455181433566178,-0.07389082814562656,0.047793037508435256,0.07205176246576743,0.04983227564711961
PTH2,,,,,,,,,,0.025595413588901796
LIPC,-0.011936911101928913,0.01974751759600528,,-0.03038487432137311,-0.023225964074895813,-0.02873186781835715,0.01619002066893502,,,
COL8A1,-0.03899139426900096,0.016168763946447052,-0.04176729154721295,-0.015429530791949489,-0.00902422824544728,0.005118549038020841,0.07154464628768917,0.027222197871325966,0.0665572546266962,-0.03530501828206127
GSTM2,-0.02500322251265819,0.004571536568030466,0.013759895458856163,0.02022776590781603,0.012671796213045438,-0.024752404239553414,-0.04337249959151877,0.035719012872175465,0.024571067750880745,0.05637512856876485
SPX,0.005004838303164306,0.0882857717635045,,0.02179923567000353,-0.0033514640607085933,-0.02191335574818697,,0.02395712066254657,0.057348755832435094,-0.062313774986637
MFGE8,-0.010312385007907928,-0.009735078730557829,-0.004400249951685574,0.00017500675469235644,-0.013672841993064224,0.04791623316982586,0.03703279007369456,-0.01087975543442275,0.014026237158189687,-0.035132743162941446
TGFA,-0.04601881755084701,0.016362419202136068,0.04311534230603462,0.01652725068685082,0.002226475806867726,-0.023121221480577662,-0.0055297613456304065,0.0393842945305142,0.05005259514956955,0.03535250513168042
SLIT2,0.016932899571363506,-0.03309951158081855,-0.026578205692087128,-0.031225372996985447,0.041488615625051656,0.0037622063660184735,0.08330881914102356,0.04199199915239097,0.04319421975295535,0.029333865329112137
PLTP,0.004791501602147986,0.051530734486266515,-0.041196424516083456,-0.01798343452244215,0.004720228848085202,-0.020929079388427158,0.023156498302888028,0.029725672922964522,-0.021544481234752465,-0.09208977148867403
APOD,-0.0691124025633507,0.02539930413668565,0.03609877086678382,0.003253022893708102,0.03370512679937845,-0.024465688580167334,0.0906916667982226,0.21083513991586428,0.12157960696719704,-0.025541689863765805
B2M,-0.007094603643301841,-0.004836717936322588,-0.004737248688346262,-0.028855771175586215,-0.055980887339406885,-0.060162651987047316,-0.10703070115051083,0.07628103598680787,0.061459956345432686,-0.10386364585390279
OMG,-0.04020350747321672,0.053817101673585804,0.02422551414615198,-0.02525344284328378,0.05385989479813859,-0.010035959624521366,0.13293853152287308,0.11158185461305759,0.1649030648214454,0.03594225466947266
CXCL3,-0.01840690986743677,0.014021567452381745,-0.06298831406786078,-0.0291799313156681,-0.015505673952395257,0.017882271493053027,,-0.068959257653747,0.014823124154157954,0.02679596183053645
CXCL10,0.06178159292372199,0.004333327733367164,,-0.012686854946366967,-0.014291398451425859,-0.0198738512487053,0.018637128701974256,-0.0019678599508443514,0.018290583240472422,-0.03262101240957314
RSPO3,,-0.03030043707048776,-0.03345349003592137,-0.02453043159891582,-0.023225949754949612,-0.0301500114514034,,0.01473449207728151,0.09154951960783235,0.03644998913942467
CORT,-0.02285712309034339,0.09316264604653536,0.0663903644061686,0.06756820810666618,-0.028188196802359056,-0.004248484771945361,,-0.037851968936803676,0.046599937957212956,0.035155859796745945
NCAN,0.002373471400569089,0.013926478652492982,-0.008202899959639857,-0.024675829299202093,0.04059048905143255,0.08738398264304315,-0.06333809139737881,0.1429989427238354,0.10230852446613162,0.07342228553411721
PRG4,,-0.0335461948080856,0.09170169303084921,-0.02421047811382178,-0.016629696639101296,0.06627268843909026,,0.062387370025973415,0.10012931910381824,-0.010639884325226926
ZG16B,,-0.030932271782981482,,0.025071317694951238,,0.048085460100632256,,,,
TGM2,-0.05877360575563933,0.021573007055598708,0.03856122557844647,-0.010053688137038662,-0.043900094708022266,-0.051413182788467744,-0.00674807249375939,-0.08787360255596302,-0.07012219489693464,-0.04818191410446146
VEGFC,-0.022857124562041323,-0.008570160920076316,-0.04974250090221924,0.011711269483240782,0.01774007071461332,0.02270087947182183,0.01971739008691359,-0.027873152891254527,-0.029213046420841566,0.0009800110543161124
WNT6,,0.033154737746187254,-0.03021021027623648,-0.02416616323346887,-0.02291412095216801,-0.0008888578824364746,,-0.007949028563235686,0.02859186945361451,0.033151801360785785
NRG4,,0.08188854331611022,-0.025075189088805433,-0.0294652593939808,-0.023686828154780713,-0.02463456114903116,-0.042763924141864154,,,0.0013224167280502645
PMCH,,0.020112942369005488,,-0.004004234269710114,,-0.014097015626452493,,0.13268695385780707,-0.039918127916068705,0.029182765477915183
COL9A1,0.050258860184811814,0.010583577286663043,-0.004205090112528822,-0.020766333989658926,0.0356975613736894,-0.014318821554620841,0.08700074745131214,0.1021422032353489,0.1412861008657978,-0.0386072429061316
GDF11,-0.02236075318410527,-0.033261114791358626,0.07308724389737359,-0.03167878154920119,0.008811987154389205,0.05656505952006111,0.03802139922689854,0.00035618450960387153,0.006989294369075518,-0.009103585767358997
IL24,,,,,,,,-0.03184735410810315,0.012243803815571584,
SORBS1,0.011290905486559333,0.017239145387910354,-0.009440628819627903,0.008031158029230937,0.002219742321474509,-0.0035206675125967926,0.015286172992395097,0.05528881773226639,0.011573387191865434,0.03774190973447022
DLL1,0.03291718102521771,0.06230590310410708,-0.08985529134077169,0.011834375708445446,0.016977251806142412,-0.017166432121962595,-0.09980808553841441,0.10095288815267522,0.12270102734429704,-0.013216241452468977
TLN1,-0.014073221466154561,0.06404276252161842,-0.04850949770361478,-0.012539984047572296,0.03786164769193711,0.033702937174704045,-0.03301438041208672,-0.09145092897069258,0.005429676685005601,-0.09505458545949179
COL2A1,-0.02146868408390458,0.016856924187875773,,,-0.014852841853536103,,,0.02135133742297314,-0.011151987677120896,0.03324534668077678
SHH,,,,0.020704607021995048,-0.037652959013716875,0.05068089573745401,,-0.010906796798289275,0.014694966108419511,-0.010209588467173568
PON2,0.02756917706382159,0.029050433069444423,-0.021507857180782464,-0.05107895563312294,0.0031302948922454295,0.05707728599489929,-0.0006704928755536086,0.12663473202295195,0.10952186606738723,-0.10227132174807052
ICAM5,,-0.0027317256149976565,-0.021010743253407654,-0.008016043804739083,0.0007675328659386784,0.13123238113786417,,0.01882296093036968,0.05982820862384719,0.03693687963643729
HPX,0.05244195947348296,-0.00992593294787346,-0.03345349883073182,0.009353232310917645,0.06549120106622114,0.018372363580652022,0.06651465106558271,-0.04248674512079531,0.04256955041010191,0.07278356970756276
SFRP2,,0.015827790689936453,,-0.02865298933064886,,-0.017669577143515063,,0.052966359437726644,0.06080357218363311,-0.05386968596367993
CFC1,,,,,,-0.021610345357094874,,,,
CD70,,0.0028037407808085978,,-0.010963589668463137,,-0.04031086056961143,-0.04641127358759423,0.04734973803305231,0.02312691681175049,-0.05714786274604378
HP,-0.0059506025918809385,-0.020066992253857427,-0.010297337136913682,0.08472954114755213,-0.047296075490609636,-0.010696996321948442,-0.027563606286747776,-0.006308747417010772,0.06404300603913221,-0.04285409441064898
CXCL2,-0.007957125507901917,0.01740143646945785,0.037991769483274686,-0.05104652040048445,-0.043766013322212326,0.02711708790908457,0.0491042714883823,0.015763280569681203,-0.0066328454268624075,-0.01925068232155943
NPPB,,0.0677837048826606,-0.03563414807081701,0.023612355239386835,,0.055072557288791034,,0.007380429875682916,0.07561298093324192,-0.031805416898017275
CCK,-0.019660185540612912,0.02901568840925541,0.044575605588711285,-0.0033314375248582155,-0.030448993454994217,0.000793637173042606,,0.028367590113342975,0.04414824898671467,0.04207681787037024
SEMA6A,0.018151669223903804,0.04708741196209765,0.0607800116056702,0.02628047341887541,-0.04468703231879841,0.045352012838225715,-0.08503300281913244,0.11299400054875759,0.032409763225274266,0.026540694840061867
IRAK4,0.06725878421085725,0.05915647136778964,0.062414747754195726,0.004299664529517255,0.04277407084898185,0.028520886486269808,-0.014496308961297185,0.005139918996681028,0.06660563643662615,-0.016842108297108888
GSTP1,-0.019023882154623303,0.019575057906182775,0.007013571121982494,-0.012343965756774154,-0.05833590459854988,0.016405933956770393,0.10084921356798493,0.06384191032590224,0.1620210815167871,0.010153915456950983
VCAM1,0.005310499302378955,-0.05386153059257275,0.028359945964920755,-0.02690060614992933,-0.034188660135891634,0.011559940001867558,-0.06413089453120434,0.02965888129781168,0.0644801683903863,-0.0367065388601104
NXPH3,-0.0367804110576374,0.012189871512791309,0.02069286272136903,0.07074885533490255,0.06455751559299289,0.013873972214277849,0.01917467739795889,0.13188210506821516,0.06901386489148557,0.019517190198773182
MTMR4,0.0530324788026834,0.032416574526776674,-0.008399784108616973,-0.047506857694593334,0.032392606549539425,0.030012022063374902,0.004805385423995189,0.05409394661747819,0.13209709653284943,0.03460646589944511
LAMC2,,-0.02258728172119629,,0.010211741483871833,,-0.023821816531546424,0.042582779280673104,0.028732138052752532,0.006967264973565184,-0.03475881835796616
IL10,-0.02374159261154603,-0.04772444354495625,-0.034909805607279465,-0.015607833669751917,-0.0006703702211954353,-0.03154319393851193,-0.009284124690899427,-0.006443303770064212,0.007464750117410836,-0.0008073017316053692
SEMA4D,0.025579669184586408,-0.0021107623434754147,0.006804305577168212,-0.01102950303804877,0.06035510107262594,-0.018840340288924708,0.06810856198851561,0.04474791163219926,0.071271740554924,0.04265579883701014
TRH,-0.020987226505540798,0.0008325323120964408,-0.025836888747403697,0.017324690337418375,-0.014616322473232675,0.012804183327074954,,0.08382597836068283,0.035122679638934076,0.07597059549713245
SEMA6D,0.035847022985055266,0.008376149793701349,0.014308655525829031,0.0030557974472284286,-0.00555535317565652,0.019928616737399273,0.06252386801767999,0.07490486524775022,0.04024278301440089,0.07671771377948908
CEL,,,0.007995874249919791,,0.023005011288711304,,0.049186175286930194,0.08789366959446972,-0.040435662103714146,-0.024571306061528266
PDCD1LG2,-0.0173792090204451,-0.0575121489936456,-0.034909787517328435,0.04481962695477924,0.01717070471258947,0.02966617867458885,0.018784170761897596,-0.024064437637233704,0.00944660050062106,0.0017197689668412132
SPINT1,0.031053551955632915,0.02455848521317939,-0.0340426177122798,-0.031180067848113852,0.0013111252090374367,0.013854061056814375,0.02787827609158391,0.10826860632770213,0.08186924528148301,0.07630607855833452
CTHRC1,0.0129609492298417,-0.017440232219981724,-0.030356431659830298,-0.0033048872164531556,-0.04131721264630525,0.020228124069973333,0.008539709257030431,0.03511934431719184,-0.011918830070222082,-0.044102020396019896
PODXL,-0.02545192381168359,-0.029853705086572598,0.006362405362361201,0.06977446857748805,0.04027403929870277,0.047997669112832174,-0.02497057449780678,-0.02918268802415094,-0.01805443767323579,0.0195527739090458
JAM3,0.05749669914535987,-0.009612119692548953,-0.016507986663512032,-0.0002376780970263305,0.019844789916439596,0.06464108830357919,-0.0327626867091518,0.024092937313878217,-0.04631467617374165,0.01420502710866901
TGFB2,-0.038010047467151864,-0.022046845585686474,-0.027151847517038523,0.046949329043764976,-0.043356193893231955,0.09030574687093022,0.05458331283160669,0.023295030974973773,0.06679416412273448,0.06343880798966081
COL18A1,0.009661370290386497,-0.023498105546039493,0.02046594615785635,-0.07405578925341144,0.02412092437625845,0.023301609509525003,-0.01802436955998147,-0.024439215332613014,-0.11328604087164376,-0.06556635000322963
NODAL,-0.0027813391635177613,-0.015839406195505605,,-0.04954767523188302,0.062421431149237434,,-0.025805536574085342,-0.019332586723085396,0.01069129305869324,-0.03974931575189293
INHBB,0.05926169775862308,0.10434451790968038,0.0036199162499738944,-0.0022355148908211287,-0.0575955018678406,-0.017159506093249118,-0.04310351366684345,0.03233386561246779,-0.033366267753866,-0.0722788989155008
LCN1,,-0.022587286803426643,,,,,,0.06672515747983397,-0.04373344639061806,
ARF4,-0.04532196570775851,-0.05392841697823427,-0.019695327917405227,-0.01592167496759557,-0.0651001639565534,0.007002800809455424,-0.07799213530614907,0.10948634110774876,0.07069741037264206,-0.01074368997165251
CXCL14,-0.0818941084850338,-0.000429617991555556,0.004958922412676099,0.010311611753931485,-0.041500130353024765,0.016756078815227986,0.07781484612645033,-0.09241916720093218,-0.05649526184533125,-0.03754413616016622
LIF,-0.01159667747859611,-0.0159927178014735,0.02484132816524679,-0.0044851810490533234,-0.057227600175566835,0.035869366946606834,-0.04332165685832518,-0.09026235838455625,-0.038012930028119646,0.07959661577104424
IL17B,,,-0.025836888747403697,,,,-0.016488385807130912,-0.01282942073002862,0.03439452517257611,-0.019608112148800042
MMP1,,0.0793270394827926,-0.0023302167962854213,,-0.014616319284724085,,,-0.05091774842681832,-0.034364393010940034,0.05721578375743562
MATN1,,-0.006744296134883234,-0.013358941870556291,,,-0.01916055401021106,0.0011661512623873163,-0.01409800052698323,0.000416367950082155,0.024730320897201574
ADAM28,0.03845555995865217,0.0017759891620246753,-0.054884819115118985,0.003368404411571557,-0.024450999215916105,0.019186036643440846,-0.04027690130028618,0.0637521664200935,0.028986418632079434,-0.04259322829452768
TCN2,0.004095617263937946,0.013041602719710495,-0.01192867329561654,0.0060884254269950545,0.012749498450040668,0.020743418348907236,-0.0025273505720018953,0.02565279089701632,-0.007264673639913145,-0.04420536228305632
THPO,,-0.03864358050934007,,0.03230214378578469,,0.037712311084555215,0.0050925144302671815,,,-0.04421015206859556
CUBN,0.006305416750573618,0.06579589818881663,0.08132377680709374,0.00843818872393089,0.027624783875527845,0.03819010600015977,0.04300377538082973,0.034184590464756824,0.06920724331240437,0.0197273254004195
TIMP3,0.015573272845817616,0.04988897760961736,0.007709222899461474,0.10616102703383327,-0.0191948976683753,0.04408328375468158,-0.06112928827629076,0.07286644597548048,-0.08561951405150968,-0.09952123886278427
PIGF,0.05000650123110265,0.006244095756603535,0.0030402552906759524,-0.05552417569164904,0.005983483453298909,-0.009665074594518883,0.020997504347634963,0.10427911059730416,0.10078336182539713,-0.06401679340653654
CRH,,-0.01283505092118667,,0.0041401720819529315,-0.01485284457879376,-0.020633278590195325,,0.026034660400089664,0.004644885262340784,0.02343766654909765
BDNF,,-0.012350667969968776,0.07973293250694032,0.004556975747438631,-0.020631977349379146,0.026343981378639837,,0.002087287784049507,-0.034512684775584425,0.060473516601675964
CCL5,-0.011583008600138016,0.018267998015729443,,-0.026972790138206526,-0.055994256633170474,-0.036964764474590545,-0.03978246861786773,-0.02483565305342904,0.015287442057618122,0.002732924894271481
GAD1,0.031054810362930004,0.059341783366968014,0.09332314003372517,0.04773826314714766,0.038423971206199795,-0.048965754335170725,-0.005619634330243459,0.1012237015137918,0.06919698624866467,0.0512980248604714
COL14A1,-0.01474018144369442,0.024155328378588525,0.06507570949303922,0.009387199361766685,-0.05703677899079083,-0.02738167771656175,0.08599358936795445,-0.009527177448759978,-0.002283368947268475,-0.0657229164840138
HLA-A,-0.012891710240087898,-0.006301863106138166,0.05529085289427545,0.01904499366968255,0.04505028506602579,-0.007006159512329282,-0.04215692143420101,-0.05997228603333246,-0.124451381729946,-0.08884206327046397
CD5L,-0.04012669299139077,-0.026463692637221124,,,,,,,,
FGF18,,0.004896638822814612,-0.02583685989504974,-0.022545614759370183,-0.020265372052521522,-0.020531288488779723,,-0.017794062418148487,0.10716749106226774,0.09395412166528239
ADM,-0.02073355020992273,0.046159405977330134,0.026025532098598748,0.030104741755536134,-0.013709611832359208,-0.007293480285730947,-0.07179622559789502,-0.06446817673500745,-0.11001686150243563,-0.0203358731355601
CCL15,,-0.04415232704126339,,,,,,,,
GNAI2,-0.03181057359628388,-0.028509641493144406,0.03398798780222065,-0.01931417904750107,0.07660211141493102,-0.02263577712592061,-0.05229567314733705,-0.0070120757813758395,0.003192169815908768,-0.0489607606611204
HDC,,,,,,,-0.012277293092002518,,,
COL11A1,-0.0264318927866238,0.016428586939033443,0.0014211578897475206,0.06937607490778315,0.09175270073165614,0.0051448535529936106,,0.03498008019816077,0.013804638290048707,0.016748396265738416
NUCB2,0.02409000411701511,-0.022786984332847142,0.03281652703756512,-0.007719767379846534,-0.024607113914727592,0.0005412769394472878,0.04207481552821178,0.0007598069590449296,-0.06298947499288647,-0.0267331463968981
CXCL1,,0.036908507704324,-0.0254586881381756,-0.06178457293672309,-0.028459999324354907,0.028729990950683945,-0.05498669435987555,-0.01596351349335405,-0.04173330002127612,-0.032414193558783326
VCAN,0.03577152721062464,0.011468765230270928,-0.01380887251384303,-0.016316561434278506,0.04013972732325061,0.021532180698339815,-0.00041405443326266415,0.10734085801915738,0.057221098016303394,0.025652410090974957
MMP7,,-0.03176803026450387,,-0.025203871391807516,,0.0713739365257486,,0.012870677837625412,-0.05481847162295892,-0.09505496072620788
PTPN6,-0.002054597167415814,-0.019482942616627766,-0.06228225297128985,-0.022208554621801723,-0.043093948348833934,0.01937735073777356,-0.0004935503177904701,0.030987255162937946,0.055648922090952894,0.01310141737218882
