,UKF243,UKF259,UKF269,UKF334,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,0.06201977061631673,,,,,,-0.030765915365603982,
BMP1,0.07305997951266853,-0.042383368849740304,0.11231563756740075,0.04753537300759022,0.03293782206562867,-0.011938365657079689,0.06137962370061199,-0.04268465859585438,0.04922788573300438,0.031573183378290376
NDP,0.02790571997290163,-0.053180030043830734,0.04429511972365394,0.077314813144673,0.007776458302589589,0.026565846944933892,-0.005462783756552522,0.04516766996988873,0.056525303582433545,-0.005069310585824927
TNFSF18,0.06633457316588562,,0.1113961187070368,,-0.026346379459928904,,,,-0.011819287355296559,0.1243785465979668
IL36G,,,,-0.02054052269597687,,,,,,
RTN4,0.0006533261515070905,0.014845781745954795,-0.16910967091274895,-0.052945833419938484,-0.013084061246498555,0.022529767700220575,-0.07039711684275164,0.00820824956428256,0.044994052333872575,-0.03322683457628977
HEBP1,0.019852125106813022,-0.012600927804962596,0.055099128650042885,0.07038695023496637,0.004336976351049817,-0.04401500959693117,-0.001308426553367782,0.029657337624429292,-0.027092109103247483,-0.0350097303441637
WNT7B,-0.014289233335813062,-0.013372257565649933,-0.06480672181956784,-0.022576401561460218,0.022182948079474088,-0.03770852107338989,-0.02153991632991742,0.03053497329570447,-0.051903209573556215,-0.01218344622420668
PTMA,-0.09307290053031539,-0.02191925423639541,-0.07284665318734608,0.020892616082586305,0.05662475927659741,-0.0037791728241952194,-0.02386126178306997,0.015908247331119656,0.016505239764690094,0.05901442250598595
FASLG,,,,,,,,,0.005210503493467928,
CEACAM1,,0.04538660074528611,0.10793964487252955,,,-0.0431573354199041,-0.016479386535722763,-0.017163928396483053,-0.024945930590769674,
PDAP1,-0.0004824268102004748,-0.07041126974042496,0.09068292416281432,0.053259593742256105,0.003622516861494139,-0.025330348080521762,0.00560619436511471,0.09398436901971828,-0.00877316743342939,0.035512971679375054
QDPR,0.06088950766467579,0.0201947974806978,-0.13418295910751624,0.002314841629996378,-0.0180162002502011,0.04601256341047914,0.0020491078399218726,-0.009141838880247237,0.021422690620503095,-0.08430126395104232
POMC,0.0060149567188920085,0.019650392473795884,-0.011361406718739796,0.009657144713427877,0.07842933436422286,-0.060744707255801195,-0.005767251952710553,-0.028077932106352958,0.0041363179878346175,0.0050816892009206876
CCL18,0.000658423472330351,,,,,-0.037005158862626564,0.005047205630891841,-0.038436098505951415,,
CCL17,,-0.016698955024373706,,-0.01876435062801649,,,0.09680921772918309,,-0.024185385297452174,
VEGFD,-0.03749730865595049,-0.018604479958087818,0.0542132821795396,-0.020110335762596365,,0.06320643288202281,-0.016479386535722763,,,
TNFSF13,,-0.01151856544216377,,,,,-0.02585786123553274,-0.01927394121925446,0.00248148021253234,0.02162999269533986
WNT5A,-0.013676966583536631,-0.009340873443522146,0.15263905387044943,0.05023161485721527,0.004050870662991418,0.03977602745207375,-0.030725317336045083,-0.037031716422085,0.04294384045036235,0.07342004562276733
CXCL8,-0.04886092630077711,-0.00422105123238772,0.05571038240782455,0.0316352963859259,,-0.021539268784985,0.005612097016334824,0.0033367600730238043,-0.02653680988935796,0.058242415643598014
GRN,0.10066399790087403,0.038297363037097694,0.14694844238069502,0.0239966524999893,-0.014252623173096411,-0.09187737726465395,0.04668958285369762,-0.07890653260201402,0.0536777898721878,0.031958574461449556
MIA,-0.04617776035686528,-0.027034169276921084,0.0986446330195281,-0.02754202643449956,0.1447333975711737,-0.0737487678721044,0.0074763853081975746,-0.08963584413511802,0.05708991207886888,0.09648857745619821
COL4A4,-0.03774758522865914,-0.010846035244686887,0.010848397639845865,0.10127822577419665,,,-0.026386074542652398,-0.02265972899246201,0.04594025443110771,0.02994818157236779
TAC1,0.02083399012001516,-0.013171543949333609,-0.10443634272606722,-0.0473477386680477,,,,-0.004705290164262378,0.04992705083553599,-0.02566051413538491
RARRES2,-0.09342335043208573,0.02786907184817776,0.15344592000283094,0.0011500919609194102,-0.003579044449312197,-0.07044931002322731,0.07080751612554935,0.00630900159610319,0.046807425442188966,0.020305930511435467
FGF7,0.0817474280414305,0.013408852265803295,0.06591846981114478,0.04291209458977589,0.036856875559802646,-0.07502836000393304,-0.016846792367845462,0.07651514100116798,0.057839331641322114,-0.015284433625454065
EFNA2,,,,,,,-0.01566255405094752,,,
HBEGF,0.026717630541394508,-0.023177787857762734,0.09719062175604741,0.0361463596352541,0.11290122202991848,-0.04203773718120495,0.039563787335005,-0.010937686056488984,-0.04250559469134814,0.06551501127187169
CSF3,-0.03774755534378315,0.037935148266739556,-0.024329996620242253,,,,0.010302622996894668,-0.024606835926078797,-0.00811678244235452,-0.019085541159618028
PI3,-0.044717608257281966,0.022804890937692186,-0.02739589731558982,,,-0.05923558532346627,0.033015567998395404,-0.03512214392537725,-0.0553236819375322,0.036140244953176595
PCSK1N,0.037636936551929664,0.008921806823282988,-0.007643320812103374,-0.036411362989082305,0.01569149487265116,-0.026961691868266118,-0.00709064670562103,-0.013243341168257905,0.028218111357775178,-0.030878973159427767
NTS,,,-0.029904492534776658,,,,-0.019081849931196954,0.005560653493524804,-0.02609691333303506,
SFRP1,0.00601247838712632,0.06390331123270666,-0.00878968770250201,0.014681170394016377,0.04857001214882672,-0.03551337710644661,-0.02688744149663348,0.05632780363606051,-0.03683170415609199,0.06538312080541364
CXCL13,,,,,,,0.0009738662685226052,-0.020077323953457092,,0.04593588012712189
MICA,0.0540172065908201,-0.04363669259359735,0.031363334216704494,0.06193483402792665,-0.054801270837053995,0.06266362090305966,0.029588199273388505,-0.011556874467808119,0.06812637837981839,-0.02880066511358997
TG,-0.030090826563563728,-0.015723860411837154,-0.01617132381562234,-0.028186702348298877,0.03773630329247097,-0.05847129652168726,0.013076770225797183,0.14777309749949102,0.011904639645218205,-0.030494409451288767
ADA,-0.017396254021898032,-0.011759827819012374,0.12233124510958447,0.04843592256035848,0.03195954405039505,0.001923015518939138,-0.017332937453964206,-0.011530551375889526,0.025473373714783837,-0.012493820042005346
LAMC3,0.063111946102742,0.06509831141769916,0.12251447009281384,-0.008490492386676443,-0.007470287365786008,0.010157648310640862,0.05753613018567377,0.029512100612527372,0.06026697817535492,0.02821757989489185
CCL7,,0.013662286317001669,,,,,,,-0.026683258412393066,0.04110474306891332
NGF,-0.021747439664377748,-0.015167972209393752,,,,,-0.015452022974049233,-0.04224455998109406,-0.009857072478422171,0.05564804149637819
TNFSF15,0.01766958704572476,-0.012659186968910583,,,-0.03112196735140231,,,-0.015280422662845954,0.04558182583121965,0.08840570324128144
HMGB1,0.0782115536467369,-0.009993252832892933,0.08608502629776896,0.028009255061927366,-0.024794517543395192,-0.03182258863413244,0.06560768847981746,-0.041120362439520546,-0.020135587057401687,0.01093901978129344
ITGB3BP,-0.06100954668327559,-0.0016340047862915107,0.05138823935090759,0.0728847515812335,0.05043466614076465,0.00481536479007897,0.008027973658867335,-0.018504666387173803,0.03911550367650008,0.02014525427475622
AANAT,-0.0389788469011718,-0.011518566671518337,-0.0219463153678944,0.12122930465931554,,-0.05039594016075146,-0.021077555618189272,,0.0010202881190864487,0.10133595223006403
RELN,-0.03749728919329538,-0.019993652215862936,-0.06439737516632585,-0.02786600632451748,,,,0.00166289950564789,,-0.04239888774707739
IL15,-0.023155381101826675,0.023527693840451305,-0.028771873118806187,-0.023344551011103956,0.0598379333008548,-0.05808655878589464,-0.02668454713276763,0.03370260539021211,0.006042656730195335,0.03424395783781999
UTS2,,,0.1256441074339767,,-0.0063603902771570105,-0.0441877432137464,,,,
BSG,-0.11044734082662933,0.008773281905422021,0.07577515651382484,0.013115410439667916,0.09340367721879758,-0.04393113130469232,0.05619000097338333,-0.10781264518362484,-0.002441572520446268,0.07839544466435015
ADAMTS3,0.04127916604332455,0.018895038903060428,0.13695956361971348,-0.03879110950537328,0.07860129334807354,0.04099783824970728,-0.042436376543770554,0.07164451080350075,0.06291374552315412,0.09620895029745262
CD34,0.09572341660723828,-0.012130999974088738,0.05314302150048248,-0.028798822270106123,0.02457581689020992,0.028051999399068727,-0.014590957695978499,0.008762421087856007,0.03801093844886831,-0.005676368762552955
CCL23,,,0.03877772461930047,,0.04693059404485799,,,,,
PLAT,0.09060521252730282,0.01976365159976813,0.14292927441108275,0.026214768532901167,0.010316849985829034,-0.09759815553388612,-0.0035567689043137078,-0.019686292737753745,0.00205085499575582,0.05896205590043366
NTF3,,,,,,,-0.041507098292358165,0.005468295885481442,,
LTA,,0.024798271885921118,,-0.00918658394712768,,,,,-0.002570309272534245,
CKLF,0.003840798894353159,0.028393530957723435,0.09217287387281707,0.06539123948683771,0.06374902358945558,0.024777139973994833,0.029162543408452264,-0.027189402899011422,0.045470542388603145,0.03886422714618585
CD24,-0.05225672906616519,0.017917785414792296,-0.0048902803484069095,0.009506317555485401,0.07554370440619744,0.03554733443908365,-0.08731450394443903,0.08842133042068136,0.03456619019079431,0.04347762711591187
HSP90AA1,-0.07830544524508,-0.01763109459565763,-0.10329370413200743,-0.030508268073927192,-0.0334657863139591,-0.00011983615508701185,0.048465958775844725,-0.05667392744805094,-0.07689770149787511,-0.003718157478722787
BMP4,0.016727215301717044,0.012322868370760718,-0.042613779865549546,-0.0198919710454735,0.031125438029957205,0.1727294087399926,-0.03264211834308731,-0.05295028564368375,0.044503270181486865,0.025889145012678166
SCGB3A1,,,,-0.016289520987558495,0.04569663362786591,-0.04169040741907964,-0.029982153392493327,-0.006543073621798861,-0.003104479407453855,-0.04185893651400488
IGFBP4,-0.013911999122979404,0.024198596511158327,0.12400152237684393,0.07749109328221661,0.009144297603157048,0.05573088820415775,-0.004228608663096014,-0.08809391882509672,0.06170613589571489,0.03846945549197181
RSPO4,0.059835263563017466,-0.022302677065125835,,0.046040561061226754,,,,0.04828479659151876,0.0045741767100834175,-0.007479124195994096
LEFTY2,0.07318449370422327,-0.013770668171214959,0.24316312032080284,-0.02881859107717828,0.07801442027558197,0.056304284853686756,0.004252856560073851,0.02537271920876452,0.013282953337774859,0.06029516738854839
PF4,,-0.00991864042661065,,,,,-0.014355815156826202,,-0.03799600874522072,-0.02057594873987775
ANGPTL2,0.015277983046855662,-0.008738088207153561,0.07592429776754941,0.07928370350971313,0.03114827427398844,-0.045595120669364525,-0.07242158499566524,0.06010171877675231,-0.021650882990679684,0.06620614207895181
LRIG2,-0.006068092745305792,-0.06230196164232508,0.04260009585598801,0.021905520330899906,-0.024118948544846114,8.814284197527059e-05,0.09067607691956435,0.01779031110429273,0.0017849393520739992,0.018124841883651384
ICOSLG,0.06567832446220814,-0.020140938931157936,0.06070631685067568,0.015510822731244196,0.0737285274554724,-0.04902703452165886,-0.031468641044530586,-0.06751094115186106,0.040803358398241826,0.004301691010701803
WIF1,-0.0018842871437327409,,-0.09717417147476815,-0.03217078457242224,,,,-0.019866011612618067,,-0.037756426318644544
NPPC,-0.03280090029428487,-0.015386257302134443,-0.003372381743516505,0.03250206940071062,-0.025946738679976634,0.12201643107151586,0.003996238126392912,0.010491260536316271,,0.0018303220535906245
LYZ,0.0639942927000989,0.02314865210079765,0.13080546853735647,0.05371775883640743,0.032900396945126975,0.021784401339427033,-0.029324914662235066,-0.009989446040379584,0.03894382008953841,0.04245922153828403
EREG,,,,,,,0.07078294362895429,-0.026617400961462954,-0.028417636002230354,-0.02368901227030144
SPTAN1,0.06194392260184478,-0.021834469245606426,-0.011224694606736446,-0.0003537113313763769,-0.016278942338702102,-0.04935522614362619,-0.021041819940156217,0.07647291280007218,0.06425203478749492,-0.03988036666095229
PTH2,,,,,,,,-0.03398632026463856,,
LIPC,0.046643975832409035,0.01548305225119725,0.055342914267464044,-0.00718712499748027,-0.027513860355020535,-0.03755002401277693,,,0.015378149649842575,-0.016765369570557725
COL8A1,0.08435819166004306,-0.03288072247119467,0.1329616963112658,0.0607269898642769,0.10949399388614982,0.00212082237363895,-0.0387333007495573,-0.0438303677523542,0.01359908871569458,0.06500197297494187
GSTM2,0.024459616004291557,-0.008554653969479428,0.02356071458494633,-0.017226975140889528,-0.05402168727436702,-0.09946484563679071,0.003082145370561237,0.007599662784507095,0.05829119853439365,0.11630849238408446
IL4,,,,,,0.02594175949108656,,,,
SPX,0.06690373165450197,-0.0068360714823338525,-0.028837187090055755,-0.06356623183088869,-0.03439737941403795,,-0.01782457945720961,-0.022402812216066277,0.0788076567480858,-0.07630520154005307
MFGE8,0.03616184030107255,-0.03003700809878069,0.04450759222394912,0.007142844390870774,0.03050020797387236,0.030652826846581407,0.012035143812142659,-0.012377928657197945,0.029720329744496836,0.06542419182391263
TGFA,-0.1038698666260398,-0.02559901926884148,0.026373269478106663,-0.007540498222981283,0.12041099352310869,0.09437964676181575,0.017359205709636172,-0.018394166354000076,0.04309354114732351,-0.01280106272913729
SLIT2,-0.030687230521345758,-0.03375791010790178,-0.008549039064892499,-0.05251087292974736,0.027062187412964973,0.057969536112635126,-0.06407985697552628,-0.011982522480159477,0.0008156395669669361,0.11069750189728025
PLTP,0.05810318129830315,0.018521203713879174,0.13719611390325198,0.003240528050155464,0.003841306847697799,-0.002480461385536618,0.005234433368958748,-0.07167893384620122,0.027768452817985886,0.05774684203307825
APOD,0.046705030198211324,0.02763327744262081,0.02531913674899745,-0.051949864171630736,-0.10423359931716653,-0.031467440364675914,0.00013949905025061195,-0.023940552847283438,-0.02215937858222168,-0.00925112695984605
B2M,0.18005345773756362,0.0254678327027329,0.16433246511025737,0.12416302440403801,0.0605905429058542,-0.020050798506323932,0.0033389816830559174,-0.08797459941521019,0.018972902819253346,0.0550742214629326
OMG,0.043025789621082285,-0.04497937345082558,-0.027731533064393032,-0.060722636439506365,-0.04341887367951484,0.10069669537517922,-0.037185988547484984,-0.007407720064508611,0.09810989383861918,-0.05068559251489836
CXCL3,-0.02537077790337368,-0.01614473111713608,0.03682187767172598,-0.016812306183764766,0.10947287315281291,0.0030730405598422663,6.271324780304572e-05,-0.04713745847739607,-0.009221583710081296,0.034906846036573264
CXCL10,0.1136875965718605,0.010778816010572786,0.13192456707282388,-0.013973632224856725,-0.03359370578511649,-0.07736635395038705,-0.019255309825707927,-0.02920091263152102,0.021372506085035207,-0.047659132798048835
