,UKF248,UKF251,UKF266,UKF269,UKF275,UKF296,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1
IGFL3,,,,0.06792195891506525,,,,,,
BMP1,0.015153023838089532,0.04272126669298575,-0.025329951451911716,0.0991250042918388,0.049203611676123665,0.008265337543740892,0.10866132329033328,-0.031791883219399124,-0.06103544946989344,0.0187088663125834
NDP,0.02532220445096354,0.002399996156016675,-0.06430344592640239,0.009503726850789228,-0.0008011980296946059,0.004151597793356741,0.028850512501815948,-0.12182135391661848,0.10407385996123686,0.05484874811534559
TNFSF18,0.007744634080418857,0.006173265588244125,-0.013117671983280283,-0.01314330245163114,-0.01906824700850419,,,,,
IL36G,,,,,,,0.048047819340436726,,,
RTN4,0.03269979400095954,-0.0015545534588367318,0.04222963403755409,-0.1402892826437196,-0.020217160965957194,0.0123161145712312,-0.04766786640374043,0.04041203998674234,0.0005543901344399953,0.10018792173330152
HEBP1,-0.02946329975495191,0.08393309230784596,-0.024514501988712162,0.025162095786062,0.04820468130077714,-0.04358235337239898,0.043011900852989685,-0.005396830684306764,0.04868821208928511,0.042690614226098655
WNT7B,-0.01441457006929892,-0.027921891914069408,0.02863761411145451,-0.061409116444152166,-0.031182076458937318,0.0023143851811661914,-0.02582623257963548,-0.053059519905914995,0.02576818038928934,0.09825554306527721
PTMA,0.032113160625075514,0.07529984138855422,0.024005666483427206,-0.06571908464410985,-0.007017060532791403,-0.03428717753204248,0.05743011533092438,-0.0511997088858892,0.009541375872920577,-0.011250393972394336
CEACAM1,-0.027282564619844556,0.038343878565698514,,-0.0017680023854755532,0.036414171486438704,,,0.02984543783842684,0.06427611311624812,-0.028778237564707307
PDAP1,0.006679611049237625,0.011391088370826313,0.0011629510555635832,0.060054108364275965,-0.07212524682444642,0.029787641497909294,0.03589458746463984,-0.057324481010499063,-0.061028712329284696,0.013313303526429435
QDPR,0.01540182677794561,0.03085417714284041,-0.02461039113241119,-0.1400638296497803,0.01364771671608907,-0.01315782948200182,-0.03657567684699524,-0.07817654452013134,0.1105919015790431,-0.023400209237378032
POMC,0.01998642364817769,-0.005098847580713239,0.019167492450281518,-0.029598394487084654,0.028984941410436834,-0.02156308113724144,-0.028218509880025097,-0.040315757875007976,0.04334608468691661,0.010909613460453414
CCL18,-0.03404606287898925,,,,,,,-0.03014131265913855,-0.0406467880578416,0.03724943930427303
CCL17,,,,,-0.0237818164932648,-0.019638123361066503,-0.005649193215530577,-0.021093319862717022,0.03393669532855183,
VEGFD,0.005630723623073795,-0.03462573319837962,,0.13536396774895795,-0.014071450983117918,0.06545461358042273,0.05185471828156425,,0.03283571838451429,
TNFSF13,-0.025692259738727706,,-0.012721405323040124,,,,,0.14013986890959498,-0.011450573323268327,0.015833247939566746
WNT5A,0.05545127399646586,0.014418674100560299,0.00911730368590024,0.04842480661406221,0.04307791210955739,0.0067110407080235865,0.0226174616620074,0.07418093187858321,-0.0367717319263881,0.04693894007861499
CXCL8,-0.03847827196202397,0.02935685313621605,-0.01809537397241736,0.06184632709298723,0.005813836225689303,-0.013414377011840638,0.0030372055461111874,-0.0762577370116119,-0.12379751306775563,-0.004967977179626517
GRN,-0.03741154989634881,-0.016420708283765153,-0.01780285806824826,0.11761994058655886,0.024901823586562656,-0.012403975985408692,-0.00040182227537171266,-0.0034930604841290464,-0.04750263687901177,-0.059711983544353114
MIA,-0.0010402319518474149,-0.03587636403952636,0.041338272289184234,0.028782730318751514,-0.03411738687434752,-0.016382427489095658,-0.020638794532576304,0.06289470002394147,0.12696314780097526,-0.05340324123211813
COL4A4,0.02573493782308099,0.0051244317587583075,-0.012103855127895233,-0.018149089419719263,-0.013636981104755372,-0.027521175330441856,0.05921174754081693,0.0003551384360175573,-0.014279246140229747,-0.02427124276232743
TAC1,-0.01983716225862263,-0.008887350390487846,0.02280109623266524,-0.09530009390628423,-0.024184137260784937,-0.007209365787864448,-0.054163357594074875,,,-0.01983886793391749
RARRES2,0.04395047447080562,0.056688603653890855,-0.008865095222668375,0.06870408427526502,0.059981366627524506,0.015865674309821894,0.07073990245100742,-0.045154366311911054,-0.05094478133871589,0.0009828123636648675
