,UKF248,UKF260,UKF266,UKF275,ZH916bulk
BMP1,-2.2887718081902533e-05,0.06591849684481085,-0.05171167853747379,0.0011816772441697488,-0.019621502807649915
NDP,-0.002404126933021913,-0.0484235996062005,-0.004418131034814905,-0.009080754980209474,0.024141075504452623
TNFSF18,0.06742999468423738,,-0.005187308855806746,-0.016401179972263456,0.016742911177727204
RTN4,0.07522982412011997,0.029784108682843553,0.21325595300619388,-0.016043592095297224,0.0762237049862374
HEBP1,0.05744753396087988,0.05256731895095641,-0.08026090308385805,0.017449260901751834,0.07061538962936569
WNT7B,0.003874739317809627,0.05227728054470278,0.15157305939279495,0.004724010732931271,0.02251647554528832
PTMA,-0.02617337993572955,0.01126389184833037,-0.1512651854334395,-0.00941153923965259,-0.03715342002279993
CEACAM1,-0.019692502772011577,-0.015405853517584948,,-0.02579514877704718,
PDAP1,-0.010339187050621952,0.024414079226301375,-0.04321228086344163,-0.036827916941098424,0.003466526524456828
QDPR,-0.03317420057997867,0.07951418448236855,-0.07231905136432513,-0.03094250588146392,0.06874434126177674
POMC,0.08682295404698694,-0.03100022033244902,0.027918869501000636,-0.019030632265053443,-0.013056125061764314
CCL18,0.01733931781452619,,,,
CCL17,,,,-0.02045546463707032,
VEGFD,0.0032268300274929775,-0.014739448394568373,,0.003569941393843571,
TNFSF13,-0.018544623761511298,,0.07341076341763562,,-0.04146291686411104
WNT5A,0.057043801263138946,0.09411851635072052,-0.07781265025247965,-0.05036387398199974,-0.015558919972411558
CXCL8,0.05243156078893371,-0.019838387417539773,0.013872057882316298,0.005825828695695112,-0.04322822026717675
GRN,0.01482414298918729,0.015771001724526827,-0.08012338671561939,-0.008381402189270509,0.02805091950469472
MIA,-0.004828646006873137,-0.04472457934309383,-0.05198398233209633,-0.040205486327181496,0.05059791779763386
COL4A4,-0.02951363412072649,0.047464658822303996,-0.02735353267674283,-0.02135613794600215,-0.021854584050497124
TAC1,-0.010212319804262234,0.019401013756963903,0.04407284282664854,0.009824472260166237,0.058070007629100875
RARRES2,0.03731726141906707,-0.09619240905954665,-0.10041909540802242,0.024580594648356355,-0.022941859287606982
FGF7,,-0.028221757031697065,0.05503435752695108,-0.035596796310519915,0.07510896739420442
HBEGF,0.03513614041430487,-0.04527506067919263,-0.04165117603405799,-0.07181157687011175,-0.013945459832762663
