,UKF243,UKF266,UKF275,ZH1019T1,ZH8811Abulk,ZH8812bulk,ZH916T1,ZH916bulk
TG,-0.0303767085681271,0.10921663411535848,-0.013184325938336041,0.0509831702308078,-0.02226730837738813,,0.015542446021893697,-0.01584733429527773
ADA,-0.04492218944773115,0.008381179739233378,-0.008295123068234364,-0.05093823820092253,-0.0601636480653634,0.017030010136624675,-0.001582796094599223,0.02229780146233703
LAMC3,0.05468717921733114,0.036292409203247736,0.011013852442756746,-0.09245265007929442,-0.0213338963465317,0.010236421613386785,-0.018999623834110864,0.042393655260870834
CCL7,,,,,0.00915268094099744,,-0.02043586998856524,-0.0014902949121422331
NGF,-0.0219540541829999,-0.016914921351103094,,-0.08342362467922486,-0.029007558605274913,,0.006380705300247895,0.011550728876896479
TNFSF15,0.015426016986329833,-0.02053842283016583,,-0.026724108288014872,-0.024485777148843972,,0.06713512938233034,0.07786981234347838
HMGB1,0.02939273159393631,0.09603269929471711,0.08653352685377355,-0.016834431176055865,-0.004501205014569388,-0.0769313716624499,-0.048626508784234905,-0.01045395244308465
ITGB3BP,-0.03757379208668434,0.10231572009395726,0.028993587847710632,0.0017101654433479094,0.03619200957361978,0.0029122652868587983,0.026258527122763158,-0.013137563464309695
AANAT,0.01941030754704177,,-0.011856741365786213,,0.017324171984882675,0.022956201738657978,-0.021622002668193883,0.0732426741804618
RELN,0.1035544688171749,-0.01707410354355705,0.05080518723682012,-0.06215147735080466,,0.018845857543761696,,-0.0005825161570283491
IL15,-0.03860733608953838,-0.014614308838791551,-0.02511324541064149,0.03880064271035377,-0.029091538238752084,-0.021319653780242653,0.12545009384652195,0.04706053363285223
UTS2,,,,,-0.018763790545857337,,,
BSG,-0.03750944365273444,0.05789709807763675,-0.057575379321511966,-0.00566178719449662,-0.03841024518394878,0.04054446442770065,0.06625249954895478,0.055591652023847825
ADAMTS3,-0.012386636823251166,-0.02353942380376213,-0.010915784399232381,,-0.031254526020626804,0.0449943827344519,-0.028293461937159342,0.005625419451607928
CD34,0.007783256855812667,-0.0031239985111853018,0.028841241384558392,-0.0027692821805092452,0.020194582125253758,0.012734805835803468,0.04320680747564449,0.09017401858350159
PLAT,0.05982067422217649,0.051490545773929725,-0.03744955173399214,-0.11533588986650366,-0.030161092215360893,0.06399559056927842,0.016860715722586243,-0.010999679460153839
NTF3,,,,,0.00789715677165743,,,
LTA,,,-0.011419277600950727,,,,0.0283918805979109,
CKLF,0.002012891495107076,0.04343968330384467,-0.020876063189673815,-0.0651922785692319,-0.057858888721112625,0.03873140195889844,0.02901778235940694,0.04159606337176077
CD24,-0.016019545143079673,0.10770352055979746,-0.03505679102827998,0.05186811936837771,-0.003230266615187818,-0.07163809125352909,0.08554078161269761,0.03160646517947974
HSP90AA1,-0.0319248293691109,-0.038572551082141145,-0.06915812585518002,0.02663619496150389,0.08407440930776632,-0.11551520903874611,-0.06150700216793956,-0.00017017743843436675
BMP4,0.019577527656010955,0.08268899438798889,0.03808650174091423,0.017182188273117984,-0.027256365237509725,-0.03198319702969614,-0.017556427956477147,-0.013118039016198055
SCGB3A1,,-0.018655423705966612,,-0.044641437540189705,-0.03822839039174927,,-0.02338178504661032,0.0053176918052193255
IGFBP4,0.03310598292018254,0.06190570600449699,-0.06445750391190358,-0.04373600821887467,0.013552715443503848,0.027737584933902618,0.007657155941017524,0.020113963407178304
RSPO4,-0.005301447641752493,,-0.013281315037831082,-0.040818068338188525,,,0.05267622987866443,-0.027515641022102456
LEFTY2,0.013576237511147638,0.011333365297233897,-0.0067752157014252514,,-0.021321072978543982,0.015258064456653014,0.014660931660897804,0.08648704700102275
PF4,,,,,,,0.07379800436570551,0.0018616589966961195
ANGPTL2,-0.06176914566957984,0.08158668687347802,0.029895993588306063,0.009726813115840373,-0.05419673445798609,-0.05055992818943875,0.020007915791136092,-0.0014844059590825157
LRIG2,0.0667751614413543,0.08751705891428763,0.00331478054504414,0.06641417768021982,-0.029019799913042234,0.017391905341334127,0.059437312958820536,-0.05812002103833167
ICOSLG,-0.02529277724854133,0.07431512405156901,0.026265439048644035,-0.08139791412047717,0.01268260677548265,0.03929794598311936,0.09196021733653942,0.017380081960007503
WIF1,-0.029908820258001786,-0.06641388097094234,-0.010248876237682109,,,,,-0.02548771594035599
NPPC,0.012571755830835385,0.009238796549515723,0.048859663378834545,0.0326336520182794,0.023619084625796687,-0.009352341526333076,,-0.012108285521700884
LYZ,0.03393968308544465,0.013482761916039645,0.02012515066338113,-0.019638446738815287,0.017573915974594782,0.07736189475710395,-0.0014960781165654885,-0.038524693204103094
EREG,,,,,-0.0014898167124259762,,0.022446075526437678,-0.024815682088692493
SPTAN1,0.0008210058865961481,-0.010526147571418202,0.07900844189663776,-0.01800351387248796,-0.08193129222946618,0.025808237690442996,0.01665490036999101,-0.04191562739896844
LIPC,0.011272042931064338,-0.022663045704667623,-0.024830771001822655,-0.03399462210029203,,-0.0008345075664800874,0.08768409346994388,-0.0013577474982814626
COL8A1,-0.0023687001491647874,0.07210940271822519,0.02904210790418952,-0.011397992107689457,-0.032368041078094066,0.07478128536734326,0.07309601077039882,0.12006502897512568
GSTM2,0.05435718177526066,-0.012358365978045918,0.010001886748723992,0.06309453638378991,-0.044572356044335244,0.025031733436334844,0.1375195833559038,-0.0007899563565050544
SPX,0.061938466229668504,0.03987767849644089,0.023627877643234162,,-0.02532362260694363,-0.06010942376561355,-0.020083995656817687,0.00632736016095187
MFGE8,-0.05522005791169157,-0.011706683709014716,-0.02463817517605955,-0.07304002848026618,0.00682833661976049,0.04716840362653931,-0.008978089653364732,-0.012562313572038441
TGFA,-0.03564367340427771,0.06306703671613484,0.0016489057978920254,-0.04470635753634063,-0.026410324529956314,-0.035152427621552546,0.0977501100162871,0.04427608357204345
SLIT2,-0.05435077453345276,-0.037194490075285636,0.11650547335924294,-0.03399150168347795,-0.011244786824668522,0.013594944902245014,0.06619610085563428,0.01713671743009475
PLTP,0.049468461066451926,-0.022814751243915635,-0.02843471865199828,0.05235584206299853,-0.0037368130137427286,0.045829111641715846,0.02116597287068769,0.02202663558583674
APOD,0.07557564242568938,-0.05488187476122749,-0.026284387251299942,-0.04110959586340676,-0.09502901495378854,-0.05326572268767489,-0.0019629130597695237,-0.014388091078772407
B2M,0.057739063511894215,-0.006595111131766112,0.004948434199318062,-0.1548742594446348,-0.009797506906946028,0.000835730838761084,-0.03383069078059268,-0.015132194810161665
OMG,0.0646844674931667,-0.00560453298181581,0.062252802655277495,0.03136829944760744,-0.10457345723242667,0.055442662599571306,0.04530834816674547,0.010600996947531444
CXCL3,0.045524859088858546,,-0.02869928001757147,,0.08159397367111058,-0.020409530171482827,0.014139827062015106,0.04317748968629894
CXCL10,0.024046025835269706,-0.019976104557076664,0.01745578026771071,0.02112738318810296,-0.025936018965477568,-0.02749599059856485,-0.022477491293132562,-0.014938076666561599
RSPO3,,0.015440926494808082,0.03849200753343874,,-0.005513190269162103,,0.06007240203703409,-0.0013422026350750698
CORT,0.1099325477420538,-0.03362307584233304,-0.038428850621791286,,0.0013565534967451744,,,
NCAN,0.027599870929228474,0.006120494090374505,0.014272718232339544,-0.06967995874042869,-0.050864932952546266,0.0051306019467519375,0.008558610640290305,0.0225767621030447
PRG4,-0.04103708101781191,,-0.016972993370199287,,-0.02750952916407621,,0.15549428021841538,0.05555489017597096
ZG16B,,,0.05060959961057943,,,,0.039897815120469186,-0.018388249097309534
TGM2,-0.039465222527275405,-0.031799862549309506,-0.04731965600055058,-0.05855628295921031,-0.015178032030280016,0.13379839172735308,0.026889715163863615,0.0385004024064005
VEGFC,-0.029444924962928356,-0.016924761679100255,-0.012377936585083873,-0.052603379988491517,-0.0031566413046781846,-0.026920506607471237,0.02460978922196553,0.04756141324276434
WNT6,0.06855912362285958,-0.014989777880523823,0.03820739531936642,,-0.012405456367227652,,-0.031229535273617215,-0.019000578190340425
NRG4,-0.0278300804084317,0.061051016855135136,-0.017431955950853745,-0.03257765280808298,,-0.02161677796619962,-0.020738414323284323,-0.028573955309940335
PMCH,,,-0.013281314396864181,,-0.025529203757368567,,0.06284454485308344,0.02267856309113813
COL9A1,0.1283905232672243,0.0993534541448236,-0.024318574255340415,-0.03566359653107841,-0.059571122879947626,-0.05543055536044744,0.03480103859281233,0.002622401722138582
GDF11,0.014870393930655241,0.04535234082561724,-0.016950584349711036,0.10118274244865783,0.07390600465911863,0.014530279809939808,0.0026497042368104893,0.011852884277338934
RAET1E,,,,,,,-0.022749893162234427,
IL24,,,,,-0.019033959146050296,,,-0.015602616302526134
SORBS1,0.038043532578727765,0.013928260458834961,0.030220923531414864,0.06471870160927193,-0.009658764947536747,0.019629862891003054,0.023137175703249142,0.024296912204664574
DLL1,-0.00995717688107876,0.04783336364270011,-0.010072513998374435,-0.026881085119697567,-0.0303892801812122,0.05477728633033846,0.012337159809790799,-0.0338690305878278
TLN1,0.02367862162903788,0.06171357979714269,-0.00509717237272618,0.020155061136734775,0.026889810625225864,0.05058283729605481,-0.01187356001999017,-0.0013101063221016697
COL2A1,-0.028485919960157764,0.18625972571772612,,,0.0171310399936349,,0.06996110686470199,0.05169735004554749
SHH,,0.0029295741131266065,-0.025296362755355937,,-0.036257190033577406,0.04644384921024212,0.05253737209377317,-0.022371779044042004
PON2,0.08442323421874605,-0.008709774958277268,-0.006796885755546635,-0.001721574439357601,-0.06770275013874541,0.0020366291637723103,0.0688022130084415,-0.003498411764853286
ICAM5,-0.03411488230063729,0.04755193275413227,0.01994417092442586,,0.005350380627455115,,-0.0061464474459154315,-0.018842485929155217
HPX,0.01690866329132675,0.08344802664759154,-0.017806481016168458,-0.04238046960617437,0.017121836022927907,-0.0289825445273351,-0.02861756360179221,-0.04560072183411697
SFRP2,0.07757845570647989,0.049526001276518995,-0.014840537512709162,,-0.08304643022288631,0.02651608115359833,0.03366448985617442,0.03536871210745746
CFC1,,-0.011032251364700636,-0.01141927829107666,,,,,0.05732484095003223
CD70,,,-0.021300952270346497,-0.03535621175226617,-0.019499531862161676,,0.0220048693282072,0.17413533951778412
HP,0.13294396227035313,,0.009675058084783337,0.0032310225869640677,-0.07190498624871258,-0.027685526809174736,0.049837081638799054,0.12456983966348277
CXCL2,-0.021233039346752226,-0.023167352193585386,-0.041532788391891715,0.08168455855001513,0.04666694737861191,0.07706972944129098,0.05321900046272864,0.0536265267563657
NPPB,,,0.04410136958913732,,0.019053004022068245,,-0.021036811689197767,
CCK,-0.007205068406817433,-0.08812586038699782,0.05903571312592198,,0.010349650133933252,0.06969127149734801,0.004515221969851771,-0.04929350842770188
SEMA6A,0.1328291538218072,0.092025427964805,-0.06848971966966645,-0.039445040275579914,-0.017478632266472695,0.019818557216762178,0.026229164925904633,-0.02119428836056463
IRAK4,0.0529481939569225,0.07137566658459105,-0.012887058514117424,0.0686504297314691,-0.024518096894772735,-0.03373706007199167,0.03563672017948314,0.007701155167082132
GSTP1,0.10605780382661423,0.07778258718184503,-0.06925409271364896,-0.052416425040694124,-0.04580739850030992,-0.052451756105036225,-0.02005309823486287,0.04771975041894969
VCAM1,-0.02797731289133696,-0.006760159812252749,-0.025504164549602436,0.0022940408531438136,-0.046357640286571876,-0.008277572456304567,0.08328006434947809,0.12138333865972584
NXPH3,0.041757184636858485,0.07511989320906509,0.0026267004059283574,0.034027895023731686,-0.0108082761389737,0.04396834311046937,0.08429591394230666,0.00063879305981545
MTMR4,-0.034847263232991345,-0.0069569729970642554,0.0024628170580419445,-0.02365395494519804,-0.0016824896098516058,0.01068105887810421,0.04964861702609704,0.03772551598465177
LAMC2,-0.025414338374477107,-0.020538420811579052,-0.012587857707854257,-0.03257767233854196,-0.023400516444276064,0.07422159404168928,0.09974467004491502,-0.0275156561693888
IL10,-0.040320734077827755,,-0.03935791419783755,-0.05673752359588625,0.007277446907611673,-0.0201601369877294,0.11348182662200132,0.08901528886709123
SEMA4D,0.028080730586939783,0.05107965853984788,0.007507891258489404,-0.050657290702190626,-0.08110342465700111,-0.011586570495770178,0.01867859568367278,0.04168077649700098
TRH,0.023023961264551005,0.13544560810456713,-0.03317102843098453,,0.016883142726027367,0.02916141427637395,0.08455900423489114,-0.003938551934261098
SEMA6D,0.09367306760084353,0.07407464778268714,-0.008292563698042262,0.08584422421559768,-0.018137454074370892,0.02389358485549995,0.03088475141454033,0.021344198183836288
CEL,,,,-0.05766265500648543,-0.028824021702545503,0.03276139578068818,0.05270635365646373,-0.012174792575433309
PDCD1LG2,0.07092188671618473,-0.014423119727743794,-0.030911061903127285,0.04684920439874586,-0.02784875664957345,0.028395200968655852,0.11691337489838714,0.029458047374217766
SPINT1,0.050825052261169804,-0.01865542940613688,-0.02186865203041328,-0.00558142907769905,-0.06712632064141433,-0.005341888936944659,0.13329252522369345,0.09110927716956976
CTHRC1,0.08655461571806042,0.0736140207463933,-0.035405262134944666,-0.11751821504865315,0.04209137731433228,0.05078235128002521,-0.002781220589704758,0.04663485260789485
PODXL,0.06538207374323947,0.047198611859373504,0.012640004600246555,-0.14885853080794081,-0.0342876378372716,0.10212290444603375,0.01851450724974909,0.015877640184075448
JAM3,0.010181604429824478,0.07998439876023997,-0.028549092476376523,-0.00033206771113986137,0.0322962959337348,-0.005966643589043007,-0.011366955717406287,-0.04980973998382981
TGFB2,0.01091485977136286,-0.008625597607500717,0.022716656302529507,0.11982351353543713,0.054372298415643366,-0.04964143807740721,0.06781744467485833,0.010983812253359941
COL18A1,0.04004277439870903,0.04607054906242094,-0.06566966415013462,-0.035957688540440236,-0.1021146720467136,0.043402743536248255,-0.02983002384754041,0.054323501569439284
NODAL,,-0.029726670810273803,,-0.06704845620350167,-0.028453869994322156,0.08110688411296985,-0.03224761541117218,-0.018407600012777945
INHBB,-0.08663271532822069,0.0038466864339991432,-0.0036747160355735426,0.027972446091025713,-0.07908611859811476,0.05737006764019168,0.04667313891239827,0.006552111242649034
LCN1,,,,,-0.030265289950152558,,-0.023827823905685525,-0.019299885223161797
ARF4,-0.0001864010960403197,0.05462081013684863,-0.03883583440249923,-0.08317053298422022,-0.005535420906655192,-0.01740368196542169,-0.02055767098544015,0.05984531398049731
CXCL14,0.01655331224870074,-0.058633915310431876,0.03237972116513435,-0.004975617679238353,0.10613631334953731,-0.018386464112977105,0.06044392265378602,0.05698579101460441
LIF,0.04962742752197203,-0.018195926186675763,-0.034331857006609436,0.08945263445575707,0.013252756158439735,0.010989636040192263,0.03659130799687797,-0.0055308084156019035
IL17B,-0.03037672262801775,,,-0.03110763653010421,-0.026337205226484545,,0.0010178943467577172,-0.021821173554793353
MMP1,,,,,0.04681272734577967,,-0.03437908355191085,0.040654996100773715
MATN1,0.025525670590350085,-0.01756617931478802,0.016690545739968792,-0.033991568684884364,0.009919639508822624,-0.021141443771621138,0.03137096095189128,-0.019885854578854004
ADAM28,-0.012371093502641055,0.025853739858185714,0.009785180289815279,-0.001449201428205967,0.023754133217466944,0.05880726298606953,0.01897896131059228,-0.027197644856565627
TCN2,-0.017374738306148624,0.016844447053696622,-0.055566069114240085,-0.0632866269674099,-0.04573023449641208,0.030719441718640463,0.09321486624142544,0.06731705903948322
THPO,,-0.024979872918904522,-0.020785706392372368,0.028387917763126536,,,0.009011752490851673,-0.02980076111627868
CUBN,-0.020702932716208454,0.016493013323741187,-0.01363315683064667,0.03788188718525586,-0.055827887594902585,-0.019235692445456688,0.12132148320320799,-0.0734659870357734
TIMP3,-0.014414645665685243,-0.026665013791416618,0.012435468786704719,-0.014550474640284859,-0.022553923114841105,0.004890453739790307,0.007163842684310799,-0.02683813643905911
PIGF,-0.017775648849406533,0.09278323019968295,-0.01062236710825192,-0.11368651064785101,0.01179364772151212,-0.014361834761442076,0.06092641868138149,-0.026497243042407314
CRH,,-0.014803164917340801,-0.01593874569507504,,0.01789351737440313,-0.006977930762875978,0.07092206080428486,-0.018334669099908267
BDNF,0.024642403438807872,-0.032686645020875184,-0.013662522622734362,,-0.010007236767287863,0.048218030601950235,0.10372934266259617,0.04347007753240645
CCL5,-0.018560673207849,-0.02162378061985834,-0.010125326952164507,-0.06317371318577153,-0.011878877622186135,-0.05796873893399437,0.018780987452266376,0.007720423186012063
GAD1,0.024441390420079163,-0.057113650616139135,0.061426758198954746,0.045086010281278205,-0.036012936209567255,-0.020084615966513068,0.012014954533759033,-0.008713042767188824
COL14A1,-0.016440682097373892,-0.02291640703978107,0.00395599647321703,0.09086008600811186,-0.08515093756253962,-0.04211567476929188,0.1005326480282301,0.04673196465187503
HLA-A,0.1051774852997398,-0.033408515648870485,-0.04123738953115232,-0.04210501859433018,0.02749403904849215,0.02517044661763684,-0.05281241875402103,-0.028810582775634346
FGF18,,-0.002623328078388632,-0.010849086076765614,,-0.0021810030765973478,,-0.023562641741915243,0.028031512488784834
ADM,-0.08440305883448293,0.10968965444049977,-0.02460130914456743,0.0008959836521217631,0.08408458743761094,0.005283414087019112,-0.025961031386394752,0.006535269776218839
CCL15,,,,,,,-0.0003436707217626894,
GNAI2,0.06653071008101256,-0.0010169876479786957,0.04312930249262853,0.05753604788431277,-0.009426057367176383,0.03200468807081372,-0.004609293271782152,0.04340456467394732
HDC,,,,0.0637119087287734,,,0.01368215536378617,0.0048829186121771735
COL11A1,,0.12896871779595218,-0.007500494748530974,,-0.044331101942880896,0.03393255067958798,0.0031913388612199523,0.025710329252962173
NUCB2,-0.03230028056812238,0.007384861866578798,-0.012442333699950936,-0.06956050602591456,0.07732731677380207,-0.0091981405306817,0.02488520564323671,-0.0027059293284405327
FGF16,,,,,,,,0.03174545920352595
CXCL1,0.021117779144442635,,-0.010625996477595703,-0.08006164744847913,0.04535731484388027,0.0008351554996657351,0.03093867686884268,0.056299449134377046
VCAN,0.043476900639809135,0.08923869651328258,0.016841932386955624,0.07310573405945306,-0.059327792337529446,-0.012767858005599422,-0.043936274429858986,-0.016154606608740234
MMP7,-0.048751177601759045,-0.018195921079169463,-0.00999918442410022,,0.01594415549358659,,0.02114567731378331,0.04421422682014797
PTPN6,0.04951784290308106,0.05587006307328019,-0.018075045481472273,-0.014803356846351081,0.0071974617521659906,0.0532662367601627,0.04833459680152421,0.002511909542875377
PTGS2,-0.06482286125201185,0.04979808738270075,0.03998936291809438,0.04071557884082231,0.08589448288829349,0.09041337456821538,0.08760120014154635,0.02306436253477407
XCL1,,,-0.01642328628237186,,,,,0.05440979981861841
CD58,0.009701946600099012,0.02011903698462648,-0.008025250832355417,-0.006164905615579372,-0.08325714317184739,0.005411350833351826,0.03646378327410958,0.012268897582173796
TNFSF14,-0.005906841309225647,,-0.003350121052305669,,-0.007878342505551311,-0.04398968595577861,0.0705368091031031,0.08316201770884163
CNTN4,-0.024859068494573325,-0.03130944508324668,-0.027700315939892414,,-0.006796328432795952,-0.006735139478505462,0.07566920541180887,-0.016631056825773385
INSL3,,,-0.011530111312005832,,-0.02770065840381918,,0.03166839192210748,
BTLA,,,,,,,0.11701507717818697,
MFNG,0.02618627803971618,0.025077350744145917,-0.016031881539173294,-0.04948055811996357,-0.03302664717656902,-0.033354739173307155,0.045424300004009904,0.005062409176766118
ICAM1,-0.11261369869936191,0.017093870658896965,-0.05823024507452591,0.005276032694933721,0.014871726678559629,0.035125905825099835,0.07955099653595961,0.008777616673909888
PROS1,0.027881443854886574,0.07097577363405382,-0.05202774701462457,-0.024548512048937137,-0.003237142764160495,0.032443669399141166,0.0794418137664864,0.050914418138731675
CLCF1,-0.019793317106369633,-0.016914925695306747,-0.03265168133551944,-0.057662518948013164,0.07406030915754358,0.010029706833725418,0.09318347663046016,0.09097503464096163
PSAP,0.018401744128552975,-0.1028464670500178,0.06300672323700338,-0.0022029511942321433,-0.04300070474143746,0.07275737073066081,0.07938741753094757,0.028931683389244112
EFEMP1,-0.04225867112775316,0.03332033557696214,-0.007432182732311262,0.0811629890216605,-0.0015904926794270855,0.011177409154756892,0.06468503313052792,0.045351156491765604
C1QTNF1,-0.012024709396860137,-0.01788868417578304,-0.06722165602280555,-0.04245284985706803,-0.03707937358599567,-0.01878718420846901,0.01947120623672312,0.013711368973148019
ALB,-0.03387602255712965,0.15135806129267892,-0.012587857385637821,0.005090756666885742,-0.017315737336929364,-0.025608829740432347,-0.0180542566707861,-0.028154787320734058
CCL13,,,,,-0.01848988420842704,,,
EFNA3,-0.04053311449317792,0.003922979412400268,0.06956165906726641,0.06775256220475126,0.03823861731144762,-0.021560570339017815,-0.0052076253566115446,-0.00048714697830111984
DRAXIN,0.11644915765892928,0.1450421209140837,-0.05320389920377443,-0.024460213339062332,0.12387145252009274,0.07680294237138476,0.049046720247432285,-0.03367771414532794
NPTX2,-0.02999470325298667,-0.05451781485710479,0.05502412167819822,,-0.06403822883330702,0.06908141923145847,0.04755564024072231,-0.040721316525185354
FGF11,-0.017720557750740457,0.12279560324373615,-0.05033639178364301,0.09598032323422531,-0.02903345123659756,0.023410993488508756,0.06458856601477246,-0.016678320516236137
CD59,0.08725634563196692,-0.05715962835861081,0.039828182963959666,-0.02253593430365238,-0.03533519873962258,0.04785600372419491,-0.035787807343558915,-0.01271749267548311
COL9A2,0.031735327394329646,0.05326206883134639,0.02116171672036345,-0.06744108286547373,-0.04040015518182347,0.03611650774783918,0.06672281128070381,-0.06737187788340712
DLL3,-0.011339014326748862,0.06750846781795897,0.03477559502021316,0.04155461868101727,-0.033544706358277235,0.06965596499855371,0.03026629963031627,-0.05331047147615194
FGF5,,,,,,,0.06746251623419768,-0.03361303374246705
LIN7C,0.02524452551440089,-0.005495648398584768,0.045295248460270325,-0.053011873459979306,-0.014030037056523134,-0.015085231541419917,0.05205725133160988,-0.05714421559311204
GDF7,-0.023934042628106493,-0.02486255939295538,-0.003073862066347868,,,-0.03454460705119023,0.15335373273810946,-0.030398165895551145
PSPN,0.06272156824019834,0.029364180010693283,0.0042607537911021846,0.028486957166564852,0.009555956831339835,-0.019814050341986484,0.060165153907318705,0.048356264672374485
ANGPT1,-0.00345955059131168,0.0186406852238444,0.003328898033243629,-0.02378149025455562,-0.03687277760805655,0.053017326161648184,0.03716297337421627,-0.009380231152027912
PNOC,-0.0200636154154256,-0.0377291516037956,0.06106729544272859,,,,0.0734128005885217,0.03977900737699754
L1CAM,-0.0008646953960887688,0.025983559134676728,0.06924719439160913,-0.009000006223786633,-0.017454718927650024,0.05541224652590591,-0.03514755069067716,-0.0675728596720335
APOA1,-0.02879648340720579,0.06403581086448243,-0.015014210681712626,-0.0319433613170055,-0.05593846334505406,0.05803670768144835,0.011815771363682741,-0.045206125698575385
PSEN1,-0.014116736525976257,0.05339162599717929,-0.0745897748745096,0.0015777306788762916,-0.05206365452402004,0.009726753934420183,-0.04606221267308418,0.017855091827279238
CALM2,0.020175207033741437,-0.08908422155814871,0.020962644366909807,0.02143587059258176,-0.05193103442674595,-0.03441547795646928,0.030151125265134752,0.005587644894584047
CLEC2B,-0.01694205058230034,-0.027487782281705495,-0.05700891102583177,-0.0815640972962922,0.006963150302869611,0.08811145592987181,0.06897324889277777,-0.025554462169925136
NTNG1,0.026675410235137212,0.021785444589781208,-0.015872849636269278,-0.030092429356715435,-0.0032883394714095316,-0.045820028906136845,0.006871992629001391,0.01788849872369933
