,UKF248,UKF251,UKF269,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916inf
COL4A4,0.04668851716010509,-0.04495491896870166,-0.016253729513391928,,-0.017888228888024507,,,-0.03211227600357244,-0.0028521659273610875,-0.02606066519219575,0.04925936375155557,-0.015056165259236497,
TAC1,-0.018945471522621098,-0.0014048306781819493,-0.052091019147105753,-0.05623833453298703,-0.03170168527845047,,,,,,-0.0027389919928818133,-0.023205934182851537,-0.06534296957121873
RARRES2,-0.013114541004839306,0.022748803366990495,0.06468037384888761,0.01677251511325327,0.017449601729303824,0.0034915596795886687,-0.08191342308058555,0.025693832683168837,-0.06638666171706788,-0.04140541779446505,0.02643360282827448,-0.04360694111668596,-0.006942464223775749
FGF7,,-0.03535825162274694,-0.03781687700016717,0.01926029465049968,0.047592619706773684,0.006327447917448487,0.018214966680165343,0.05671431951146765,0.037001510914605136,0.011799193003542924,0.004514292802522577,0.028985099930797547,0.056549112906437535
EFNA2,,,,,,,,,-0.018420891849319745,,,,
HBEGF,0.06547126056043426,-0.019214998184654795,0.013547118669993214,0.047288348235760995,-0.0453182532417192,0.08013124313765434,0.13635090039043665,-0.03368590584231271,-0.01900820954156636,-0.0183413810194688,0.09455212548965752,0.02505455750579771,0.1447479190179476
CSF3,,,-0.017196132979723798,,,,,0.028769727861635088,-0.08705096560544501,,-0.034828401659394964,-0.013566627403543587,
PI3,0.0038727786844285593,,-0.019363072699557574,,,,0.0843661860961664,0.01326302300359836,-0.08813716583760055,0.16492314025274862,-0.017303610336105075,-0.02338745138172657,
PCSK1N,-0.008075140992967864,0.061957853232622,-0.020038300415126904,-0.0887830931502771,-0.015178990663590259,0.10022044299443969,-0.051817768042714187,-0.07851547881596811,0.03170299595636273,0.029834281187895478,-0.04546332035256673,-0.024561179054097295,-0.06400434072481972
NTS,,,-0.021136115978385894,-0.021609072693845616,,,,0.008664392053282895,-0.02244236110688882,,0.11655067770565297,-0.030924125220885862,
SFRP1,0.001867246060423845,-0.02471974315498222,-0.0119699433329154,0.04031472041246855,0.032371580651275794,0.00974545699205816,-0.13710427695480007,0.01610475462445799,0.047216983040592776,0.025063805835257403,-0.011534208102168026,0.001462101439783041,-0.03651049407861792
CXCL13,,-0.05135548928135645,,,,,,0.015615542920595717,-0.02873050981603813,,0.09749584518919395,,
MICA,0.05491043113421544,0.023789234436386843,-0.00018384593712898268,0.052793749862005676,0.01554682665927726,0.06401117146493608,-0.03401035010337438,0.0387466657807147,0.015019477465261258,0.04216063094208612,0.07096718732383968,0.034621678301744355,-0.021984875948081784
TG,0.02127045011237013,-0.018012563631680443,0.05251627733622836,,-0.018872410637134584,-0.030419336000552053,-0.05469671247217378,-0.02184945088620177,-0.027640221021842763,,0.027574425589089416,0.007023304201204356,
ADA,0.05876735535688091,0.0405719453052623,0.08192843104949996,0.06032493884630591,0.026475949735500028,0.03778098567899648,-0.05552225758510528,-0.024291559773520165,0.12400118141833615,0.0376160616946533,0.10514908308043466,0.10386374243379434,-0.05878039508795308
LAMC3,0.1022690972257713,-0.0012577755495686868,0.06377516228281621,0.04657703439450914,0.030321793509749798,0.10879899356713935,0.17382261960698678,0.016425451068429308,0.12623242189886888,0.1272956894054562,0.11778384738361351,0.12484881333774221,0.11511756393929054
CCL7,-0.014566100337709217,,,,,,,-0.02464518601658343,,,,-0.029545892017879626,
NGF,-0.02500927094061396,,,0.027551585825532465,,,,0.03222075620477521,-0.018173284071823875,,0.056320521279146434,-0.003098772763425953,
TNFSF15,,,,,,0.15785665927312362,,0.17420458430085056,,,-0.003363183193799473,0.030910460585361725,
HMGB1,0.05395858609741285,0.06050666798891306,0.05025884303798897,-0.018107313207111498,0.02410991011210039,-0.02507609924160049,0.024016211512505353,-0.021910101234844596,-0.014166229957817989,-0.16402008483421177,-0.013548142521031785,-0.020154202788048026,-0.06650689198400553
ITGB3BP,-0.005621263762538475,0.04315016616077122,0.049913142600609625,-0.028360825902118664,0.016686516506860243,-0.031108143823815583,-0.05125096697495958,0.012058978752349653,-0.03843346105755983,0.07334401829989692,-0.005291734191061754,0.03784087515695597,0.08510833302225844
AANAT,-0.021133195512571396,,-0.01551137730809559,-0.02031571967289151,-0.016852966512009578,,0.002537615089074458,0.0603584947155454,0.042102370831263315,0.11217177121864974,,-0.03126078588297054,
RELN,-0.04562396956937487,-0.025727593606023974,-0.04551524787241323,-0.021340671154229957,-0.01865768856799321,,,,,0.0037160923324640626,0.003165275569693804,,0.011727665283913084
IL15,0.012176295419977527,-0.02861281793840131,-0.0033566142415324364,-0.04163144744531036,-0.015630347508447665,-0.012850566728439249,-0.05433681128024384,-0.016777450948357687,0.004035058743974562,-0.020802590496447806,-0.029610616666518076,0.03376724504266229,
UTS2,,,0.005486476219845161,,,0.20237551730592324,-0.07664293305128536,-0.018411678368231047,,,,,
BSG,0.09134004774664055,-0.04255342324377631,0.021082653939423025,-0.0397334004353792,0.012849501446172954,-0.056844386747661194,-0.0006393998489822049,0.01706326625007082,0.026553008867336907,0.09655099786426127,-0.015260798603653446,0.013942619892353778,0.09901562681274921
ADAMTS3,0.019934682726964505,-0.029461504001000186,0.055069369398849786,0.01618724027802295,-0.025972592984068673,0.10360719134106001,0.08971885636872438,0.026908662135515602,0.021450365161191372,0.05040061569851513,-0.006923680255033155,0.05864849992717389,
CD34,0.07821282782633728,-0.005549463544666836,0.0732950739194664,0.021582322574179618,-0.03619738053832837,0.08895929295911895,-0.008684147683060788,-0.012125068552603894,0.05894844827916792,0.1373749080184577,0.08775129443249675,0.12673200531662693,-0.09754424722016133
CCL23,,,0.06811569803896649,,,0.05950698267016181,,,,,,,
PLAT,0.018587561159873162,-0.008763510696822265,-0.007455618368065357,0.019882400466816497,0.04902049328687012,0.12812873271516476,0.04348186911679752,0.014879451001221781,0.04605935573838701,0.1601568762129806,-0.026642367253559906,0.08168364607653325,-0.0068163760914501294
NTF3,,,,,,,,0.030652332938304987,-0.002389134006619695,,0.029463983678060943,,
LTA,,-0.030978152627860855,,,-0.015630349437865055,,,,,,,-0.03205369196136909,
CKLF,0.05750894350479905,0.05248634753633023,0.04020953392384249,-0.02561868223674779,-0.004008302787784856,0.13791175790086188,0.0066632784905186065,-0.025405404043649594,0.007318214360236064,-0.0326474847714792,0.022461269350260767,-0.01954450689263495,0.08345784313795665
CD24,0.004016098542167066,0.0223901667337274,0.03657225541385572,0.027315452660552526,0.00851169446872857,-0.01055774311111838,-0.04243333437624788,-0.05721604060249645,0.03289588583761995,0.04505722262275921,0.013013325259331755,-0.032063726105377124,-0.059683738470121164
HSP90AA1,0.02601191730483465,0.05769079716314315,-0.04647691020242999,0.0029966768071797143,0.010887027137449821,-0.07822514274003316,0.031867937945029456,0.02396016914072851,-0.09022133175762025,-0.03928972225708669,9.14171324267512e-06,-0.06308359238204735,0.06391364682415206
BMP4,0.14078704816627927,0.04429906715284315,-0.0315948621120738,-0.032404013706534764,-0.013318672092722616,0.01217230116374822,-0.03562947715833941,-0.029790017461040992,-0.001504315316925596,0.08997961674878523,0.13785950222605756,0.03626772895060034,
SCGB3A1,0.14623979472149562,,,-0.03576135193780056,-0.010906651135015785,-0.03265104900827916,-0.0389991049130131,-0.013185650193602698,0.07213711159189945,,0.017839199193625067,0.091104665374937,
IGFBP4,0.015155979613077424,0.011181240826712317,0.03707612065903283,0.0025722293577250008,0.010223709866186995,0.04113916668315131,0.046531903624904614,0.06393251451353799,0.043490282600768704,0.15536419636546211,0.10868032623612806,0.12095192032441557,0.0005982797058777925
RSPO4,,-0.02043517211349789,,,-0.021681755384818927,,,,,,0.018837937339374146,-0.015418078512874694,
LEFTY2,0.062022108764757375,-0.009699221174244908,0.050850309961581706,0.029253531061655482,-0.0020871667239870475,0.005352420574693553,0.10305032471991986,-0.020920972081155655,-0.021180715997494107,0.1444881186735876,-0.0313755044328679,0.024629794592596923,
PF4,0.0757373791181885,-0.028178840186347077,,,,,,,-0.016884022717656495,,,0.0018488254060528612,
ANGPTL2,-0.020853785953866607,0.017572806554778827,0.019401468340500178,0.016215863222666924,0.02412175057840803,0.042626626926924274,-0.157448819400028,0.00032574915948620285,0.07357411287767754,-0.027737200379518562,0.006005441048021286,0.12805033442996763,-0.04141644862284966
LRIG2,-0.057541862769404456,-0.033492834903734885,0.02911708580102713,0.03116322285680785,-0.028905101996529087,0.03523672373779447,-0.019363502611039148,0.014632390366811462,-0.0033407019252049796,0.02513274728656007,-0.024051031103000633,-0.020266130332303282,0.04452410621936608
ICOSLG,0.05682460741116274,0.08470832468069972,-0.020623597776255626,0.0020735292983146557,0.07901318025989783,0.13230777576010466,0.08879625424074464,0.05855396592491387,0.0026297203661082495,0.07373737110889303,-0.00672264537794598,0.08801581446978758,0.002256107727765063
WIF1,-0.002535160501721933,,-0.05995702303525484,-0.03875655284077614,-0.02357736393707599,,,,,,0.012909689777868685,,-0.005696198979082617
NPPC,0.05019084618594835,,0.004301494293577257,0.02747225258307919,-0.006029855665689275,-0.023376373120420325,-0.04872084634840079,0.01623502658035516,-0.03194570288678316,0.016729638043614242,0.08864059637708008,,-0.055707284648744894
LYZ,-0.010295415996973386,0.03521935922510829,0.06659318231979845,0.022624960869075977,0.01602575965365375,0.08553355011243385,-0.1157987421655179,0.03677820175480932,0.03478436040113754,0.03375145922919169,0.05032494737887598,0.050069408270756025,-0.08150442778292454
EREG,,,,-0.022229435438543572,,,,0.06142264439450215,-0.044263346954423334,,0.0036884709828647476,0.042280998092942244,
SPTAN1,0.04083647998301938,0.012063807170803669,-0.009529336278731306,-0.03755133220640324,0.031243235743081004,-0.042438640904484154,-0.08353480035386562,0.02391325319800398,0.02761657811753961,0.01697539707216548,0.007185919856823116,0.02937384810721202,0.013635362481049275
PTH2,,,,,,,,,,,-0.02379177430999199,,
LIPC,0.05655006089206785,0.024112369513056474,0.04534166609186374,0.11195843253567282,0.03288421056743405,-0.02478825079232192,-0.035126001797964136,,,-0.03909649567311559,,-0.0531953076123085,
COL8A1,0.012058159220172294,0.004092742731756221,0.018232074794350333,0.1072406996559687,-0.04626220191018179,0.050404454249765834,0.09036372767161109,-0.05102719361752532,0.061220087278562645,0.1412587411703718,0.08204463065342815,-0.05490986609579106,
GSTM2,0.04537487696200355,-0.026566993147211407,0.0018657262281687244,-0.03535619093358958,-0.035084695517481855,0.12352846701099843,-0.0807381090999216,-0.02682373001885686,-0.004488713355488917,0.023294994429596618,0.009858785137359652,0.06139667654168807,
IL4,,,,,,,-0.03357710535985737,,,,,,
SPX,0.015262866617018844,-0.019277031216270443,-0.012953066138699364,-0.02420232074896586,0.022718219029302312,-0.030989866798471197,,-0.024848411807733027,-0.02096367229589872,-0.06369368851718535,0.010883094421044985,0.03858240363307058,-0.060053195626559606
MFGE8,0.0356416670993757,0.0009996927972936213,0.010020585876249648,-0.006791301974314586,-0.03839401616660921,-0.057704687295661486,0.021144074365559172,0.0723497257976366,0.06399730823739326,0.08137379099434752,0.0784127503840097,0.12837695400306087,0.025918014809058677
TGFA,0.047400553945982846,0.025493664646251805,0.025675856798067224,0.08768308487292645,-0.00652236524558148,0.016981269131659715,-0.10022010976288157,0.007746089416372146,0.021303960066452073,-0.07481688930505818,0.05713143635709821,0.011786424844921296,0.005432764566287309
SLIT2,0.010402000876809392,-0.023970659543929067,-0.051541930668846485,-0.02379625284152489,-0.03515866257069961,0.1541977022231974,0.10052047021497654,0.0030505991563732947,0.010610125163738902,0.04481658275233023,0.008553288585297,-0.03950952622605947,-0.07190032977019636
PLTP,0.0359884194146217,0.03765829900432952,0.06358356443875551,0.07447223178980932,0.018332883630187445,0.003936578335999028,-0.06696186337931974,0.03250432274588636,0.004583683682433652,0.16069802022355836,0.09126870676356064,0.04189765095379311,-0.00012088680428594101
APOD,0.04128833354057788,0.02874830396807257,0.07818445777186768,0.025734645509091207,-0.06844460370461487,0.0611622864509065,0.010241671634776676,-0.013342744359325897,0.10447591060820988,-0.2025768610921493,0.12043313552200473,-0.11766300425539877,-0.09414948217167377
B2M,0.07012804798158771,0.03290785350229686,0.06311207098054242,0.10174697945548306,0.09377306489115897,0.14616614678732953,-0.0382060622362337,0.08349648274338355,0.06789047734425954,0.09116552156519166,0.08959965119490838,0.07201811443192016,-0.02496527817629994
OMG,0.015743463586193086,0.051342358838109343,0.0232669046053434,0.0025115318085382424,-0.010768339305398257,-0.011707157697441179,-0.05044015392780379,-0.018340900452398914,0.10225085771251066,-0.09580421817819722,0.01453319206038552,0.1109259560207265,0.010090930401144565
CXCL3,-0.010228660567570366,-0.033200942214618626,0.10853626357745316,0.06943806568264732,-0.011256682038805246,-0.024091696745887625,0.07498554886977551,0.04591204538960537,-0.04701283387403272,0.051605951397202386,0.0873625990187053,-0.0478718573083002,
CXCL10,0.036832365568758164,-0.022841708004313028,0.08273081900195785,0.03182514346562807,0.03928325630908604,0.038924500913135485,0.011232588582551863,-0.025449316233714915,-0.022646369083275518,-0.04028504797635967,0.014185386308732114,0.12683044479455713,
RSPO3,-0.019786194560686022,,-0.025470504020995138,0.02395930488764164,-0.01176301577925703,,,0.0863111162872226,0.04701199664320317,,0.03797079855769057,-0.02998330298087124,0.11938454054020513
CORT,-0.033921390209218576,0.04793144056845828,-0.026120913524243797,0.0037452448452111047,-0.006527305427325364,,,-0.02810203409328987,-0.017668271624933823,,-0.02001088286560379,,-0.03422648376002623
NCAN,-0.019982665224808457,0.06604884381870847,0.005641376564044487,-0.020112882435688914,0.044728732851337286,-0.06434939095803999,-0.015426484646946284,-0.024164105454717658,0.06866925454394507,0.04944423777471637,-0.08501543344313775,0.06703767048810103,-0.03329931439445751
PRG4,0.07021563264402406,,-0.02206437648400899,,-0.01375290994419053,,,0.0050288247642147985,-0.026070615975611496,,0.20160347922276725,-0.037234167591247994,
ZG16B,-0.0034546430200976318,0.008077825431643221,0.007923601988945693,,,,,,,,,-0.0016208783505237006,
TGM2,0.08498968663492794,0.05014337126060403,0.0387246234287214,0.0712285513096779,0.041632323639655355,0.038037201258544796,-0.012813089838215552,0.037595735321869876,0.02899280219837318,0.04953539637161268,0.10808908811094478,0.02137850594825052,0.008636424610980508
VEGFC,-0.027813612817304156,0.03708477407370276,0.03652644888234604,0.0621726641720015,-0.014035392787157172,0.036348615677732045,-0.03806200108617017,0.041582923243533104,-0.035400776987996485,0.016046965253172743,0.11418845033608906,-0.014776845288803292,
WNT6,-0.00811481893030459,0.029288770787197563,0.04801544813787934,,-0.012249382080434246,,0.010561469676845367,-0.0010451300858109304,0.05488901267591793,,-0.0025804210771721175,-0.025954892875317413,
NRG4,-0.013415889790912917,,-0.013714388237275565,-0.027984236454856426,0.02528296396863886,,,,,0.037000497567785305,0.031282032157054704,-0.029983306341284155,
PMCH,-0.01546253497257192,,,,,,,0.045848897180197815,0.040100249372991136,,0.04008239922243329,0.10967586623937474,
COL9A1,0.10213110248216066,-0.011944269562465533,-0.019271801938536944,-0.02192127383865014,-0.01865769572440285,0.08175000568053552,0.03026491377219808,-0.03110915924991404,0.045391629950990095,0.04376413695158766,-0.02004489792817037,0.002946102903294467,-0.05214877994430635
GDF11,0.01867816823017136,0.03599193570536784,0.00109893185250688,-0.06788309528363956,-0.03476307979138094,-0.012599588587352994,-0.0063455986740939795,0.0471973753627732,0.04369535400060545,0.047103123324787666,0.014891875371289305,0.07624346028793962,-0.005900822091252834
RAET1E,,,,,,,,,,,,0.020628598013129475,
IL24,,,,,,,,-0.018676777115725123,-0.016614815559576238,,,,
SORBS1,0.031478376593952445,-0.03514005488558036,-0.04091560112424251,0.002938895128731034,-0.013208617033707086,-0.0746306114464492,0.015509028665059345,-0.004982302285805784,0.005571669785227641,-0.0011318328247708483,0.02095889570338319,0.007616761195165707,-0.035208725099629364
DLL1,-0.007362652098609725,0.07908720794303027,0.07549896566566977,-0.01690463845882028,0.025324509240317292,0.11324258783739576,-0.05420292856950574,-0.009901940266803357,0.004942194519905897,-0.06951979805330612,0.05222048019591071,0.12256792654620481,-0.0010884801847649435
TLN1,-0.0005083259128661633,0.03342828007242103,0.04934033615118377,0.07501309199358866,-0.0005147871204546315,0.016002531488926774,0.014076397771924964,0.03780777404803517,-0.002723628036274111,0.005167822093346444,0.047695447050005745,0.007789880915130114,-0.04191859274683075
COL2A1,0.07938751207393858,,-0.020365703852308688,,-0.011427843300164048,,,0.060634303386374454,-0.03357869052006826,,-0.02418104435120473,-0.004838336623959936,
SHH,,,-0.01600991779034008,,-0.010906650181706579,0.12355133601466511,0.0850492738112568,-0.06024167193881813,-0.0317859377494396,0.016798966672612776,0.04632414341741014,-0.006282377402908321,
PON2,0.035013873449697294,-0.06570493364705766,0.04922136337108806,0.12674471719297373,0.02153196884720299,0.03491061791097906,0.009609311418167836,-0.01675274874377464,0.055606408160632656,0.10833383778832163,-0.014916864672877925,-0.009349746819962198,-0.03138122767011558
ICAM5,-0.011423381858579114,-0.04036557666203307,-0.03979657552248423,-0.011194584504186532,-0.021300098660640764,,,0.05280528825847264,-0.019827317388080815,,-0.050814028164260554,-0.04481868618900583,-0.06077101696810099
HPX,0.0017616660689652784,,0.061961952250236894,,0.022621444657439427,0.18976786453031283,-0.037450281757814494,-0.009217666524484386,-0.027743120373950044,0.03089241309791975,-0.06365822121561245,0.017058392526124795,
SFRP2,0.01526101432678708,,0.006978559543922251,0.1229234987841051,-0.0058812805544252045,-0.0027518238652380032,-0.03357712512281375,-0.0037336732465137763,-0.005677480586812012,-0.03298538858284933,0.021727197577005548,0.05867288733415005,-0.05963754191322044
CFC1,,,,-0.022834171678820684,,,,,,,,,
CD70,0.04159298098965601,,,,,,,-0.007160466906584969,-0.05239290798988023,,0.02621348216606857,-0.04574495139474283,
HP,0.006365217227883128,,-0.026855478714249377,0.03880451040272473,0.03831873957091176,0.014041205506270863,-0.09324196246210145,0.05027774997219508,0.015725120444182703,0.00626536672328433,0.04831638576296952,0.005765254567306352,
CXCL2,-0.012586246822214776,0.023338271612828854,0.02718453407850371,0.02431186916396505,-0.021586882062886233,0.012385085984939868,-0.022696975220382994,-0.007852597569826952,-0.0021472641936851134,-0.02581041112498138,0.019030355963295973,0.04995961237743403,0.03491399677087721
NPPB,-0.018791677330863066,,,,-0.014035393807991538,,,0.031203467064343248,-0.048436463494149255,,-0.023601205480239463,-0.030414725035796866,
CCK,0.051156008756855116,-0.06923131999200566,-0.07828785756651267,-0.0025068213501637424,-0.015667330311350522,-0.02478827079983375,,-0.07768530385196099,0.016354444924483343,0.007894251591141854,0.04774758918256924,0.04729013747520296,0.0636996546872467
SEMA6A,0.0010673446539176848,-0.024567734142958646,-0.019285906258744923,0.047093416462683675,0.03101569169518166,-0.020606419916817213,-0.014786457547223342,0.001918331817660392,-0.0500901823942347,0.005766886437891935,-0.06155717123979018,0.02909174167090309,-0.033373954218870766
IRAK4,0.014804917248794389,-0.02418924458718995,0.09494665790555779,0.05184212578832995,0.04462202351952111,-0.006491652520549519,-0.04510837715782526,0.04774909730792137,0.04455721383359885,0.043305108683131005,-0.011747049732831992,0.06588664299354031,0.266596797835732
GSTP1,0.07137705153050955,0.003573199553024353,0.04486479940181631,0.020767146355569137,0.09941750073287858,-0.0665475110023875,-0.011594316671212846,0.0036367843998838826,0.007498569929679725,-0.06708570772926079,-0.00997556417241177,-0.05996346216554486,0.08514641471734541
VCAM1,0.054850831671720134,-0.03541238690166653,0.04106779832065328,0.01623052152182198,-0.00635599573678057,0.07586065072586981,0.02723766136798292,0.04678596255299995,-0.02391391526229853,0.06758184187526863,-0.015525053605840795,0.09864084714977432,0.002469367833619084
NXPH3,0.003673238448747023,0.03324842255266829,0.05373183187428383,-0.062456682579400076,0.01940808148629253,-0.01081688584688452,-0.07328122173353184,-0.0047953447400772954,0.08665123587918384,0.08672726851574834,-0.002090971548582871,-0.02920302129966401,-0.04176128255212535
MTMR4,0.019019757536150095,0.015837345891657216,0.051470990210141704,-0.023190010347844285,-0.02493181435036337,-0.023016861788138134,-0.031333604053180024,0.002968681160301697,0.0029963311058716067,0.022944906435367184,0.022506667546441806,0.008572460017116621,0.02971756600811716
LAMC2,-0.014749501787481066,,,,,,,0.05169385870413331,0.017446551459271358,-0.012259728020249933,0.011167496283080254,-0.042988243215564395,
IL10,-0.031164076052246196,0.04303318510277747,0.003524217313811746,0.11012685269289542,-0.012563672879281873,0.05450908470534085,-0.07053652560590307,-0.0014856835827153705,0.02253744735125576,-0.024645888559385622,0.05910381990076999,0.01564050954668108,
SEMA4D,-0.023965912940905953,0.052078028611049994,-0.005437939487633972,-0.02463750345953878,-0.028284074554903726,-0.037934585529551104,0.0663643444711336,-0.015597898586398365,0.05038072642009356,-0.09279849774680217,0.0021735539645785316,0.015556814102127843,-0.04892012526706717
TRH,-0.028134122090626254,,-0.004700043104587547,0.1204089432366839,-0.013595700587068181,0.027859434749878852,0.010326208190053471,0.041786412034971625,-0.016998892588182605,0.12613500810701134,0.0004886907030132322,0.10089538348241658,
SEMA6D,-0.009797589530336936,-0.004210858542467834,-0.0066208624880294414,-0.05776526676688833,0.026864572998066858,-0.03681310080052515,0.09344000062900085,-0.018346555464722348,-0.030447389352431336,0.03076865029763114,-0.08390716034192569,-0.033343630226071785,0.0591538762981771
CEL,,,,,,,0.0888625121733934,-0.02828312411445813,-0.027125889579653548,0.07026639883715072,0.07671888803444231,-0.023885467073773082,
PDCD1LG2,-0.005836274004324982,-0.03598629222524333,0.05127961291922738,-0.0042803581965593605,-0.021491654768812388,0.04140302414689235,-0.07267566673550349,0.020762687609923957,0.010330988617078408,0.04922611931537466,-0.005200499374340852,0.08370118077152536,
SPINT1,0.04709494804936036,0.05840025301360399,0.01846488665587666,-0.03453418448287777,-0.018440767060295148,-0.051238475212748415,-0.024670843349829098,0.018944321260001035,0.027464619294665336,0.017015808868240237,0.0706371047803274,0.02080466204687968,
CTHRC1,0.0935633147872248,0.0685160023580299,0.011920163480271228,0.04823360324523025,-0.021211159397381812,0.14062353463935437,-0.028211043642541834,0.04250389697919711,0.09060666918305067,0.07631761362361722,0.1669600202751694,0.146116875378863,-0.06057772731733156
PODXL,0.0026584319174378815,0.007745881860944608,0.05243246895142339,0.042724925046956505,0.052746606163818516,0.08597505946165845,-0.006239295468016559,0.005241186024775939,0.0529703544012844,0.06345751353824554,0.062471366729866855,0.1121274502725304,0.02628493084993857
JAM3,-0.07388518479986188,0.007040160320516915,0.04426591930308307,0.10196110324620561,0.05421666059921149,0.006438859009680477,0.09667984608976331,0.03426857592268171,0.01307627527549737,-0.04682112363272948,-0.011586968099652477,-0.004169212703060183,0.06601617279269559
TGFB2,-0.02941651417331105,0.020517783719451954,0.01414617241031519,0.011480331303120908,0.051349485981982086,-0.03172354140475594,0.06605824052093205,-0.011791213986194845,0.009528837124839028,0.056860576445919984,0.05473874154759291,-0.003477461659715529,0.010029084427057678
COL18A1,0.06623093338606116,0.05393528280130565,0.1029491473673954,0.03512606002207722,0.055314640480162935,0.034929437361651064,0.13064118217987894,0.028333748506866534,0.09477819512879476,0.11664274663196918,0.12772747655671896,0.11832038838726223,-0.0884528007297076
