,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Bbulk,ZH881T1,ZH916bulk,ZH916inf
SEMA4D,0.16137167048285642,0.011879851471736156,0.001058567674538024,0.012338461390413747,-0.05393282931188413,0.0553489955761131,0.04963961851821528,-0.009740518522408242,-0.11005934027800426,-0.005340883075745464,0.04654104483231249,0.05349778864593527,0.061328838592430726,-0.15758043539477304
TRH,-0.040472797480586284,0.030151295296137737,-0.0017509190479417873,-0.001257501675247421,-0.026395120331688,-0.057309882288766524,-0.029800479676450595,,-0.043465516208220964,-0.07644041196225336,0.013969471282912697,-0.02257718284657359,0.09485669062157474,
SEMA6D,0.057203993434417566,-0.020098824095926757,0.028891601438451844,0.07235833292289298,-0.014929659568879232,-0.09187095796806251,-0.00766888124272665,-0.027649508975142494,0.020838723337150256,-0.08988078436077385,0.03209470434564896,0.03490266929802058,0.07381918029305755,0.08987713318644522
CEL,,,,-0.018802035916773742,,,,,,,0.006887409898823924,0.001540871101908284,-0.027365041782437965,
PDCD1LG2,0.0250176307364539,0.05886003328424487,0.04364017810281079,0.00890214471123966,-0.030905159363772722,-0.010990945010584268,0.009869213691463569,-0.07339336186804343,-0.04812254576442925,-0.03166856132031315,0.02735336583586051,-0.04220621432484892,0.04387135354625473,
SPINT1,-0.03211141849853086,0.04468352324026706,0.0070894350800434795,0.048124956378497716,-0.0018884433882681512,-0.07495918740477667,0.03146343735843506,0.05255303504051023,-0.048657184932080835,0.023127245617681064,-0.012144573062398849,0.019382488331202985,-0.040162145777135776,
CTHRC1,0.009791772186969519,0.030186854285368134,0.0028507780523831226,0.026461225514542466,-0.07382012991395613,-0.10570649642428229,-0.0024242008846340063,-0.04604931362618832,-0.05752947438819053,-0.06488865284756921,0.007776392154723013,-0.09490078985334949,0.046665198508359436,-0.011790264300881733
PODXL,0.02840721475586966,0.005889031910187094,0.002909403088796786,-0.0815269123470005,-0.03761180538654359,-0.16096681459812073,-0.03488434293464758,0.024615376545663512,0.011111377030189126,-0.00219785731775834,0.01200020563866047,-0.01570615043803801,0.12155134143104623,0.045918652719718886
JAM3,-0.08598190723919007,0.007837674635622311,0.010009783868502644,0.006778195783283097,-0.019806062125500505,-0.23771283591656744,-0.017237343706256108,0.024610412192890722,-0.17217109009174342,-0.15564294978415047,-0.01069667004424381,-0.0744914838170254,0.0232966594250412,-0.102003369668908
TGFB2,-0.03192713324577485,0.07631667868704116,0.025550834865682662,0.0732255646724927,0.004857553947633611,-0.1642609520992933,0.009838897950894956,0.016030054716119957,-0.006783411183629988,-0.060185208900019445,0.04219572411795852,0.06467377497133703,0.02004809876942735,0.06732941824404404
COL18A1,0.01760210582605871,-0.0013392555331063832,-0.054525870475072506,-0.04908574884871576,-0.09869655346856236,-0.17441425450156228,-0.053707419387758915,0.0033101709438836478,-0.039615883700928015,-0.08064974544270678,0.009362668617501404,-0.08242879556657483,0.0347225234152999,0.042664848182974446
NODAL,,-0.014109424476494986,0.0013247389241590555,-0.031469321619171105,-0.03477166911930438,-0.09611526669705563,,,,-0.004330934239404614,0.08469174811632331,-0.01961557379809733,0.014209119889207802,
INHBB,-0.06918665615446866,-0.00821980389399137,0.009715955586143238,0.05043610422201043,0.06432854279529275,-0.06315121536890661,0.00647357795985906,0.005476684587333303,-0.03758399749799284,-0.09590217546429976,0.01019526526748746,0.004739009820220919,0.06347071417260061,-0.05255308545886696
LCN1,,-0.01324250614470631,,,,-0.005642382759259033,,,,,-0.01827203609456338,,-0.03216355365065899,
ARF4,-0.12176344564705688,0.016618953481045143,-0.030260179158414748,-0.04944586680445241,-0.04779434971280104,-0.10884917309787052,-0.019772418003315237,-0.00045782382234627636,-0.0714972869994452,-0.13139249045823354,0.10205910919527979,-0.03003472553334433,0.039840564657902915,0.03408855298734349
CXCL14,0.17935622925117203,0.10320046543140131,0.00012941176790414068,0.08162617965826777,0.0470646550876188,0.11174308649835209,-0.052635444497327946,-0.03169488878921598,0.13683453191616357,0.1647560817088164,-0.05504405916931495,-0.05033127955317272,-0.012966398155141322,0.12993424445122967
LIF,-0.06987190897999658,-0.026820931904649417,-0.060328243443960004,-0.06982909231165699,-0.0011614949444833543,-0.051054269003114224,-0.08169469830521034,-0.026080984357515997,-0.05330270402058736,-0.034251126929340334,-0.03394653782689525,0.01827946659966318,-0.02505842068010738,
IL17B,-0.024789346741581543,,,,,-0.05285834107767542,,,,,0.039674255518518727,-0.024403596523652676,0.05002915613005942,
MMP1,,0.05614260850427384,,-0.019716508447309582,,,,,,,-0.030116899095833316,-0.017671401557750092,-0.02987702457654503,
MATN1,0.04008759719502472,-0.017387024246310237,,,-0.037639954557948836,0.0830720943068443,0.08370237630713406,,,-0.016839248311312442,-0.007089289008808799,0.09352480982943791,-0.003230193632966225,
ADAM28,-0.02762667535713725,0.1114063440489213,-0.015452656337692385,-0.0847226083224694,0.08131612213599072,-0.09748287289293883,0.014698562276262789,-0.049911628769975805,-0.10450360033283941,-0.08191848700675756,-0.01874355160871878,-0.06781521716384069,0.09187328193562619,-0.022685403304301174
TCN2,-0.03069130823715316,0.00189790796212384,-0.03211837484036896,0.056955392082230334,-0.0051610356844796704,-0.17826693424184092,-0.052584849761707256,-0.0167425420443821,-0.000599146962252393,0.0458199600599129,0.029107618728198188,-0.016446787203188432,0.014422110862864808,-0.00498619423704821
THPO,,-0.022656012508361772,-0.0001614199307028667,,0.04734336341452859,-0.05856002027312095,-0.007420119961336421,0.014965524959621522,-0.032143042293034045,-0.016839250245679314,,-0.0218169164455452,-0.029401286404223462,
CUBN,-0.0939013993978826,0.01013576558481777,0.01264481011582978,-0.012743819564126969,0.0472116590885459,-0.08169157565790293,0.0065062105644797825,-0.047783439108698665,0.11414877132073026,-0.018836477609331645,0.059729144004042126,-0.04517621095257653,-0.013352328227612934,
TIMP3,-0.11151962437547829,-0.004394821624811884,0.010925038870312688,0.09701915709942947,-0.07635417983135225,-0.13167438952933838,0.03947345874899959,-0.029521475741253144,0.050040211471983724,-0.017344458728725958,0.05439580693297388,-0.030417924237108457,0.04820316187478531,0.00026947851636289924
PIGF,0.05321886098372298,0.057182394488020045,-0.04936613708671819,-0.008725788585101339,-0.019287255527767073,-0.1379723037409987,0.023860071095976855,-0.05828496577629237,0.0633528814440721,-0.09910041766589348,0.03956519207429658,-0.018463400563345386,0.034154580303729795,-0.07729940603440276
CRH,,-0.01551517258154032,0.04061626799000723,-0.020035566403535335,-0.03171950170937066,0.03581471398047665,-0.010090508281892995,0.025551625925751182,0.004548768955346202,0.06723617717665041,-0.012243433266670557,0.003852273585926471,0.015151657036765626,-0.028723116511571882
BDNF,0.18354197403854255,0.013876825641855588,0.03500151777809682,-0.043680702255363094,0.12253503821600585,0.2092262253520874,-0.012135507740998546,0.00785210729866289,0.04103542921087568,0.05247201603311177,0.017274494381802334,0.02001038828632364,0.003742639343148967,0.16391533134961875
CCL5,-0.06407616470552444,0.01389741210064174,-0.0516930908526442,-0.06860967801613821,0.06267597075942373,-0.07265383183762229,-0.051123008352536976,-0.03171263356416358,-0.03611635325937537,-0.02284446797221716,-0.04311246145521951,0.01154312244880556,-0.04409227807869424,
GAD1,0.2961067702697137,0.0489061376268972,0.13569845401014297,0.163609345630123,0.1310884719989007,0.27185684669376275,0.07417211465546265,0.06371790434896751,0.32303200632128,0.2844886124605364,0.05849364424632392,0.03891661342024005,0.16525568702167026,0.23669086374615944
COL14A1,-0.04485737087101071,0.05888167135398353,0.023880950815559614,-0.022407797223315363,-0.016318346820173888,-0.05677674697511214,0.017466393281671107,0.014811588048919883,0.0290826231028836,-0.05641121156988118,0.02140188554265805,-0.03860359316706195,-0.048319619091747264,
HLA-A,-0.16175868975249297,0.05516050630238112,-0.012409637058405648,-0.1744185595406262,-0.04709249853357788,-0.2544990457966342,-0.029147460194720205,-0.03810780360993154,-0.21130891052554468,-0.195520572402456,-0.059937272501395994,-0.01623840402173751,0.07679455139581604,-0.035025682173277235
CD5L,,-0.015515170786553033,,,,,,,-0.045137294339286975,,,,,
FGF18,,-0.014038425287436004,-0.015334032449385764,0.07910414484494521,-0.03540934967482231,,0.007455130916130011,,,,0.001387065290557978,-0.03053743934984562,0.043783018370534,
ADM,-0.19489499877776756,0.03140552126338754,-0.0018226642588812154,-0.07477909487825872,-0.010989684465789533,-0.105145865859401,-0.10637579746902723,0.006765110710611056,-0.04801141128624331,-0.16621974709144582,-0.026729006779047555,-0.047508367831599806,-0.02118174478938866,0.006480401022799078
CCL15,,-0.025885688141096784,,,,,,-0.032848761622080655,,,,,,
GNAI2,-0.06404090982525237,-0.003096785292983011,0.028071203472592513,-0.08224462446616096,-0.06661674536858853,-0.2466280725675747,-0.03117196357933084,0.04412968136417244,-0.17364294634892957,-0.17161227807687843,-0.06377393271553726,-0.0653762185767747,0.02545312366356226,-0.04307468465737585
HDC,,,,,,-0.07799814111948138,,-0.024277326286721218,,,,,0.08035953342279387,
COL11A1,,-0.016152425621027686,0.03371934482908352,0.002592845959545808,-0.06804059779923285,0.01817641378320847,0.02692225913125901,0.03074175748616867,0.12573553114783537,-0.04305326948709458,0.02672415740005592,-0.026686662103281834,0.01595155635299315,-0.021628410813666735
NUCB2,-0.0540801879234683,0.06943471430398561,-0.03219926679012752,0.024286936454299423,0.03514227866392062,-0.09971039844304788,0.0528466243391222,0.05275944602990034,0.09102419379216153,0.0027668761049232937,-0.07822059840808247,-0.04639911439082517,0.01078480420688769,0.03962047646723653
FGF16,,,,,,,,,,,,,-0.032655226395692814,
CXCL1,-0.031183493529372545,-0.03026735583974112,0.041300461006776104,-0.03809917622615443,,-0.032399669208013675,-0.021052874755374366,0.010690205155282255,-0.009150797196370842,-0.022844471845302885,-0.0241267558909524,-0.05040806469051342,0.024693824692917126,-0.041254646584451965
VCAN,-0.08628277993060618,0.05254397896251013,-0.03589476371603819,-0.0784902019421036,-0.08633590849490187,-0.21064295531593466,-0.008765868590004756,-0.04324452238197938,-0.06182557911120371,-0.21512469778997692,0.018629761237314496,-0.011604498065516637,0.03826406286518027,-0.09310337005748538
MMP7,-0.07057866828842438,0.013998273102388806,-0.030485099573911784,,0.0113161480558383,-0.02336172129960597,-0.018340485896284942,0.07063740032950686,-0.03249602126522039,-0.026026776809925135,-0.040570407259842386,-0.018738921438667244,0.009824089817298504,
PTPN6,0.038919868217959,0.05097613570175738,0.05882227926510544,-0.08352659300018125,0.026596862917642718,-0.1511595356528288,-0.01777216673961064,-0.05028505313696319,-0.04970905571613913,-0.05616210586946811,0.08191753872287237,-0.017765989131833745,0.02623974991171536,-0.00023924291101344437
PTGS2,-0.06669725641429639,-0.028083125374916782,-0.05530698977582533,-0.05018504029639537,0.03446783632051497,0.23628585409182878,0.03358901628499633,0.0030754828370189832,-0.027422744817979034,-0.011423569753458618,-0.045913545749598425,-0.04936451979285392,0.02312957766797505,0.09798230968056948
XCL1,,-0.017001852136449676,-0.01668397608389724,-0.020964913938782602,,,-0.030123561848355008,,-0.016694389761035544,,,,0.06438046270283937,
CD58,-0.0801654280453692,-0.04770283227745248,0.018452835038810646,0.015387909726261091,-0.04683632316635716,-0.19282576823070627,-0.01804146369553677,0.008078602945400247,-0.03991638233385907,-0.09068775228687129,0.060711897435582605,-0.04090495601835787,-0.01898039680579347,0.04767580019303799
TNFSF14,0.031453492417296405,-0.017131118757724884,0.001506569851932222,-0.05900923208129084,,-0.04867757959872764,-0.0364531120134772,0.0231030274382169,-0.08054420026237916,,0.024824403448855222,0.004467769725129504,0.05295192550822936,0.06516282655873225
CNTN4,0.17081381442991478,0.020580542067346504,0.07986790195724382,0.1963761662847888,0.014349716650627977,0.07605254919934365,-0.0025260527661926245,0.0412416015412485,0.1827376963433077,0.129629641076506,0.017131494703762136,0.030690489057005114,0.11310858387191108,0.23487578093042097
NTF4,,,0.03465659388642567,,,,,,,,,,,
INSL3,,-0.015230521668995979,-0.015334029441704798,,,,0.029789254696154635,,,,-0.018049607731603516,0.04925709471924224,,
BTLA,,,0.0002458299122845647,0.043546407000851946,,,,0.02525910442061348,,,,,,
MFNG,0.00930231985996743,0.028480250706845674,-0.04813346607549228,0.013949858207474446,-0.03643307585422495,-0.13106777710704584,-0.030125916746699278,-0.026877652616380913,-0.06902716853930538,0.003833414498751405,0.004752254304847882,-0.03343224404905014,0.0194982025094396,-0.06326551680685845
ICAM1,-0.11360481600057981,0.01844997580138382,0.005448945678388366,-0.10481907276567451,0.028885043028689453,-0.14845545106963987,-0.019639748282176493,-0.04184852188239682,-0.014740707986450692,-0.04096172724426211,0.04486259040848423,-0.05406717698825918,0.0021375030118382338,-0.061440481684207245
PROS1,-0.07984788299176951,0.048984493086218155,0.020268768497158654,-0.10088778695265978,-0.08606511320202107,-0.1641051436303134,0.014604804184900051,0.05459140405307066,-0.007877647206615239,-0.02932961606979038,0.012064247616562399,-0.0763441828936865,0.011692256695684964,0.08369974754739873
CLCF1,-0.09241826536785039,0.006702992549643862,-0.00213835304097141,-0.06537569965234893,-0.03624447998128102,0.01643816235623691,-0.005831365519206099,0.028691763148746795,-0.07474546048256772,-0.0501482152532966,0.07289747328017115,-0.021940621057951123,0.03928036364335736,
PSAP,0.17472506724923612,0.046932540485222246,0.03935596010611199,0.025031442298141856,0.06459467803342615,0.15940898185272165,0.08878791586552107,0.008629170106128105,-0.06837314526749065,0.2097463153305848,-0.007884926108185572,-0.07387976029165422,0.14435217856914973,-0.11952309569690195
EFEMP1,-0.1321968799368393,0.07460277025107111,0.030182477954262356,-0.14317603592899641,-0.09498634385605724,-0.18447940514596012,-0.021023624345357126,-0.03643879318878888,-0.2062916324118254,-0.1266118584943787,-0.005140856053540727,-0.0892493050329668,0.013030324544555638,-0.08512705289252057
C1QTNF1,-0.15760854920480086,0.022643649136904812,-0.06423044858914928,-0.06749565409108463,-0.045045204945180314,-0.13252425486661687,-0.060809392615532504,-0.02415004970284457,0.05462247484482972,-0.05488584394659081,-0.0032919073560356968,-0.05503348227430245,0.027199348422670078,0.01582565749758221
ALB,-0.007202189219994499,-0.023546783939583933,-0.016772885052677718,0.052554655362869615,0.015252465150842538,0.0027801466517015784,-0.023088625137195767,0.01662317302172937,-0.07636043200892592,-0.03643168865953847,0.07629188826245456,0.07064311462592279,-0.046920383310184825,-0.022251935340576737
CCL13,,,,,,,,,,,,0.026298440651576865,,
EFNA3,0.09128266742112273,0.01840756521064596,0.06453666161107184,0.03421502505376544,0.025515303704780234,0.21180031239096092,0.04148388290349258,-0.04037094213059938,0.13131482258378968,-0.03722694034721031,0.08286490436556812,0.0377258771370087,0.11500331485684075,0.15085082608450184
DRAXIN,0.11764155013605605,0.019977961372174842,-0.04845108670842457,0.03287149323307736,0.014888154798486776,-0.14865772154200846,-0.043712076202595186,0.01803968666512706,0.06470861128525236,-0.09966287643492136,-0.036722301714540856,0.006079119770188846,0.038353307020003446,0.14687757568591284
RAET1L,,-0.01186472429725299,,,,,,-0.01522372977566789,,,-0.01827202411983604,0.005299498508481881,,
NPTX2,0.1973041657599307,-0.010961367213365922,0.06991630075253866,0.1290433501663638,0.05033505381091189,0.2773104314701311,0.006544477703300885,0.02018869004505099,-0.0405539058978694,-0.09776286397788406,0.017488093425964565,-0.025384781748892735,0.026670311985418232,0.09169903843005146
FGF11,-0.16526867353846242,-0.06780310372372628,-0.011985581370914154,-0.002734968553757185,-0.06365725152161882,-0.15564890790071928,0.020200736953660578,-0.013286294362555654,0.07588766915013984,-0.12064640602169033,0.014658534331729606,-0.011510849721047257,-0.005665586056552398,-0.005445837997662249
CD59,0.05465354679389187,0.020413710971310416,0.004440586664952562,0.0330459358540635,0.03827032482393314,0.14540638952184487,0.04459036418950829,0.016400195719622375,-0.05529419489356653,0.1454375449487323,-0.030912836647761396,-0.06822841599705544,0.042336193275040596,0.09276171266026316
COL9A2,-0.029119584726826336,-0.00011899134771840985,0.041625663064053436,0.03330965258045911,-0.021822114885881268,-0.16465215252193652,0.050007725300379606,0.034169129588056006,-0.05315502948035417,-0.10916355092187208,0.0395353919531327,-0.018927316847662544,0.049222471820436674,-0.012107911730846566
DLL3,0.17115786998062643,-0.03955025536515644,0.027626611306242096,-0.0006651667963817947,-0.0523015681019079,-0.09214337206090559,0.04706924671823422,-0.007462930247430991,0.09538545979366024,-0.04127372719066449,0.07696662766007864,0.06810952629338957,0.04442382834253916,-0.038032950943130375
FGF5,,,,,,-0.006071171660664958,,,0.024775278801145703,,,,0.04739127654427473,
LIN7C,-0.012895326011948115,0.008676179882766371,0.013193728734908075,0.03713749876734761,0.03563942308293678,-0.13354728625687012,-0.026914150750395428,-0.004056809473619792,0.07396519197378469,0.03219524681137017,-0.019710664099541322,0.06745011860524473,-0.016613643172055634,0.08567257846907586
GDF7,0.009946285486149908,0.02077459101024392,0.03784748343295773,,-0.053274282869088266,-0.05581862150181989,-0.03995583322949683,-0.02412278805092736,0.1022427181579861,,0.036761672046330934,-0.002867114277693795,0.02944692176545206,
PSPN,0.03174430828341778,0.00826707976186261,0.04375330248029591,0.053583050673398774,0.006375985398635067,-0.021802293033012794,-0.016988126008126957,0.06481676886707141,-0.00834316973500312,-0.004734511761628129,0.0428299131868053,-0.04304160738566805,0.055744348495047835,0.1830203468766016
ANGPT1,-0.013911203646246512,0.06187881090186518,0.0222139685589246,0.0011194965279179491,-0.004526046490972557,-0.11924630800735801,0.0037759159443992905,-0.036158442997911086,-0.09154022358953634,-0.02668714428476634,0.049384976929109155,0.008764173730030337,-0.029977957178913918,-0.08975507805509736
PNOC,0.2502135014648007,0.10674264144335863,0.16173101568660958,0.1351213387037187,0.12538598953825775,0.2849454116653433,0.1309751524219172,0.030726334222895925,0.22668641497711367,0.1348557065778505,-0.016656814470531717,-0.024592248991300268,0.1665578356918753,0.2655511088779375
L1CAM,0.3697804563275689,0.033777794690700254,0.06369005389570284,0.03091589651534534,0.014556139839810587,0.21638037800448182,0.06844097943689778,0.05848610148127582,0.1220269080259797,0.29791079172274176,-0.005643322051824347,-0.014825911905454073,0.11634402138832327,0.21517175245674522
APOA1,-0.041957978226952436,-0.05193163744265727,0.02453695199290464,0.005860344169298374,0.03225689937030898,-0.06678099807907106,-0.027539037942745037,-0.00873070836524473,-0.04745160686451517,-0.014131246467588381,-0.03970602745823438,-0.03577608035782391,-0.05809023725824046,0.09286759547594187
PSEN1,0.05248034370963519,-0.03061056400172291,-0.028702800527511833,0.0029795799413048166,-0.05754951959031914,-0.0875793334919578,-0.0041130259614372815,-0.00026889214516708957,-0.22942561500171907,-0.11702924834067344,0.0633515189755435,-0.04063046130338926,-0.02608033265157858,-0.09420703155836496
CALM2,0.23451127494956367,0.054181098429810386,0.03276215735544243,0.14268314288479733,0.054745483633416664,0.2458975742148895,0.1239495314465957,-0.012155105970113407,0.20006126212643308,0.2342730485237126,0.06579769766917219,0.06513946546671483,0.014505259428692284,0.019179335147514093
CLEC2B,-0.0861349713444407,0.01734531552448391,-0.02603801299931954,-0.05800563172213884,0.04357083416005182,-0.14773356118980854,0.017499548323564384,-0.0029193777285184057,-0.029526959665885928,-0.010623066583414692,-0.06898497722588047,-0.02271546423390823,0.010536083023631335,0.06511526128559725
NTNG1,0.14606728276300507,-0.005704824724811744,0.024997420910515843,-0.004890152824641138,-0.07058543814382787,-0.012620690816968361,0.015384087931489893,-0.004550854626672372,0.058103202483398626,0.1388583363592213,0.03897818114408792,-0.03284713247450162,0.04597337434271359,0.16650444423898136
LRIG1,-0.09010063108555726,0.009689703092012851,-0.0017991534656793162,-0.03575192681439538,-0.02198099004967613,-0.13698652614740778,-0.042820510207712485,-0.0033482185106213863,-0.08723251147134044,-0.12955248451775028,0.0387811556562828,0.10706994655427311,0.04506868962926074,-0.08770240213079192
CPAMD8,,0.0048277645743418866,0.013695748906146188,-0.026618376349448636,0.03648946017863559,-0.028228098357366168,-0.023458579606781993,-0.03177289646664071,0.0019500103108845892,-0.019394076491208948,-0.017596867069268125,,-0.035921033536903,-0.03291414532717936
GHRL,,0.026991685804619674,-0.007224349532872119,0.03269117930223948,0.0109554772583325,-0.01703359543543128,0.01374859993253855,0.045256445571496155,-0.03485617362098764,0.04210667480565486,,-0.022438106669445082,-0.031664764822715956,
NPY,0.24159665047314444,-0.021305761437461667,0.031235076544126845,0.03800199826692228,0.017016109343981175,0.16601725377263685,-0.006196433385363095,-0.02414960314358911,-0.045516399776682384,0.06783054242876052,0.004055653007907551,0.002128823069193955,0.01303368106345361,-0.057172681989926144
MMP2,0.03798580315926636,-0.01877405133929728,-0.039283325068296335,0.09196242416575492,0.012713601371678174,-0.20366896835316717,0.020039954151136664,0.025404315436427558,-0.016735876260378976,-0.21134132835224795,0.009449480740965958,0.04007488674206906,0.07580809806180837,-0.027365399753654582
LHB,,,0.057411466050237746,,,,,,,,,,,
PPY,,-0.02000626982864597,0.016248919932301115,,,,-0.01714440524669457,,,,0.01015249822631926,-0.02053594726572853,-0.020830770988873138,
ALKAL2,-0.025529550991235248,-0.022250426699302328,0.07865954805559605,,0.03829737033065503,0.0195339430304798,0.017095067002786356,0.008016512049800669,-0.06365071519473557,-0.05530576716053881,0.061776388285804375,0.042523329104212595,0.0013104852734436795,-0.06813429947045022
CSF1,-0.15788108093779119,0.03759853195109196,-0.019573698075606816,-0.09863140905030383,-0.06934042440533773,-0.1444322035693924,-0.015906226150243376,0.024339871647641592,-0.17097424712291373,-0.13435667440964963,0.033125585349829366,-0.06544563505035128,0.017883930352412026,0.0274277207570448
SEMA4C,0.03951313119343855,0.010785622742459861,-0.005381007926444004,0.04614142663575834,-0.05670665026910221,0.041641676360455335,-0.031028462490232386,2.887857669454222e-05,-0.00444140855560351,-0.10664968138770078,0.01306820513617182,-0.028490120610367438,-0.023754418779564048,0.07481621381292698
ICAM2,0.14561544294583034,-0.04699701955631229,-0.01633265359384467,0.07174480657206093,0.0152007617313973,-0.05228299483566154,0.023763422128028865,0.025671008541423332,-0.006515563253390858,0.06923592770428495,0.021959138887339087,0.030122288031854797,0.04450374197412656,0.02671570316642097
SYTL3,-0.035705535029550546,-0.011966567546884618,-0.01937153578911629,-0.039073237833943376,-0.021669662761301563,-0.1132969172176808,0.029425697287405888,-0.002137170664826371,-0.025060155626451797,-0.052576147628069225,0.05170932020634797,-0.053004748536368954,-0.07419099776923054,
IL1A,0.00934150130622715,0.016475311795084695,-0.027929733596313653,-0.018263000209069086,-0.0012444758578375036,-0.05419477184459813,-0.06330468340589271,0.06224949865896828,-0.03407174558081586,-0.032364998563979126,-0.008804324639349095,-0.010285683968527004,0.06464099597378677,-0.006086612627628044
HLA-G,-0.03089091080470957,-0.018256977611203807,0.052728314104423135,,-0.0145815586700066,,,,,,-0.02224285339017469,-0.017987338444074054,,
PGF,-0.10664494319098132,0.013183304363510406,-0.005396951790098677,0.006374118045209127,-0.04115481634206347,-0.12412314245268263,-0.004904269731222604,0.020343742089624993,-0.01826422406563202,-0.10042739014362231,-0.003143180114681163,-0.005608308555373303,0.05792587356750141,-0.027457475757121607
LGALS8,0.0059950188510781485,-0.004293342732900092,0.01998368937006644,-0.030824760248848514,-0.006257702001177905,-0.0021489943393025374,-0.03492633165814239,0.042375333187474884,0.10171141374243017,0.10125750320289478,-0.02766232989708763,-0.02609342822847932,0.06620468721165348,0.13873084579839645
DKK3,0.22916719996895313,0.00361927497298202,-0.014418596821578691,0.1353517504889337,0.05136829789990148,0.27312756930200033,0.06404392356664494,-0.01692871581955037,0.21651576680901136,0.22678742056009082,0.11006176896614475,0.04206975928817629,0.09166408791857793,0.16711544934775577
COL16A1,-0.026200480981231247,-0.040414544933434195,-0.046868211660298115,-0.002654430113923955,-0.0019416973471672097,-0.09136148886778538,-0.0027691509012349865,-0.004604974685266225,-0.0067632587049664,-0.19664513938090236,0.06503904650988358,0.03963620377535944,-0.00808508792987384,0.05217226102221355
TPH1,-0.02601266111655117,-0.013405258227989766,0.0182981155231001,-0.026129387016686795,0.02009508417367486,-0.03355608720079933,-0.010862501508881125,,,-0.0202653004872693,0.014514566012499586,-0.004717352618406953,-0.031240444811927132,-0.035788421746110216
TNC,-0.18451185404673281,0.06968194585145623,-0.017338313612754036,-0.06463346232446106,-0.043136394390952,-0.21406835844239896,-0.07746381755972515,-0.032845177852200765,-0.19878038594427552,-0.22617859173418925,-0.046104136139739724,-0.06230203335960577,0.0037566263795763303,-0.09419755869357331
TNFSF9,0.32157526722153984,-0.023837455456981134,0.004589453788826201,0.07985296826973944,0.09455237158258703,0.022859115977021855,-0.02100623076924877,0.044424378326983496,-0.017912312532925974,-0.013269785867812573,-0.039350471658564076,-0.006643964726345868,0.09905073403257827,0.14015762656466033
C4A,,,-0.018727458342538923,,,,-0.02032383247877721,,-0.037610871485597865,-0.017813968964690174,,-0.020962259446992083,,
CNTN2,0.11129874839662693,-0.02151186505018329,0.041614937323420864,0.10153843937389717,0.008836588474714274,-0.0891419217892493,0.0006049170009582445,-0.0470824459683155,-0.20082983802108087,-0.042633254554117206,0.033120556073670385,-0.0018273250541536055,0.021347722389492497,-0.14934791825033622
F7,,-0.013077839710110624,,,0.10600204356189723,-0.0002923584249595978,,,,,,-0.020743487253214933,0.004628408999855068,
LUM,-0.02233492990943738,-0.02513859770616728,-0.019899043243116938,-0.04231326424316753,-0.019760371650659893,-0.12975207673318045,-0.025982639648111133,-0.007707183800337814,-0.06531271776330322,-0.007631285537852734,0.04345879330845879,-0.07486452877240989,0.0717404737307855,
BTC,,-0.011864719355213996,-0.006871227829171168,0.02008351315125419,,,,-0.026166421828528758,-0.045837367477383074,,0.03592847508897165,-0.020073872983076488,-0.012965417385410224,
APOC1,0.0687217909506274,-0.008522891194752694,0.052408765415612346,0.12100972057472398,-0.03603225945078779,-0.24711751381088765,0.0076056318229886,-0.006181702668763192,-0.27597985211007475,-0.162691225948285,-0.04302649499915789,-0.024577329417035287,-0.007612544237844893,-0.15765878011292087
PKM,-0.13177787021912432,0.039033929744719434,0.020277809727139186,-0.07588930228032928,-0.026722891144037544,0.023791618232880316,-0.06454616715711113,-0.009690474721132243,0.23876501147837967,-0.10449537291934896,-0.07251978318252954,0.01035268424493969,-0.026298492945288764,0.07182699329891457
TNF,0.0643283271501617,-0.007485465793200201,-0.04134376283047584,0.007068043007612316,-0.014997414720647792,-0.04142821291000198,0.0005387966171019615,-0.032162878406205485,-0.055971069873476595,-0.042316224855918384,-0.018272029103534735,,-0.03455648445777742,-0.08619316586638542
GNAS,0.2041641332284818,-0.01061810903620376,0.10836692082391391,0.13853256656010499,0.05041575586329751,0.24203422695989094,0.045578837031859505,0.054859064382245956,0.2798544780048361,-0.16836310957707312,-0.01238883817912934,-0.014440109654911012,0.11297391631126374,0.1778282791281382
BMP8B,-0.010688126355657699,-0.03649968826972993,0.024908404494556724,-0.017925609138373436,-0.07565975049041657,-0.04990752340171483,-0.017226529781548233,-0.02135582066891842,-0.09044171799865867,-0.02060982297364666,0.03315766839684894,-0.02101159535406859,-0.021556235931629315,0.04783023474791413
LIPH,-0.026722873176643232,-0.013405254927719998,-0.02372523205414614,,,,-0.016386564832807073,,,,-0.020371740484545025,-0.032941575242372505,-0.00895575087347622,
CCL28,-0.01953169102873583,-0.018856158573929617,,,-0.023051160209988413,,-0.025232614084317213,-0.013579393818101318,-0.022746558138417475,0.0258294717439617,,,-0.0008157574261521614,
PTPN11,-0.005875591202839983,0.025766326778708864,0.0088889739399883,-0.025155196462302895,0.018696034853748215,0.04474717132725249,0.028633989016579108,-0.06184402577116786,-0.10175091937209702,-0.04578053811703005,-0.04123882634417522,-0.004811688723430567,0.05646156514914807,0.020194966243873305
