,MGH258,UKF260,UKF269,UKF313,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
TNFSF15,,-0.023133415845954873,,0.054150938165638166,0.06509431642626363,-0.02512710517331482,0.04414597559735087,-0.012351778764523052
HMGB1,0.0014297543402809303,-0.03203326627902681,0.07179207037801377,-0.08476297879357236,0.08402216903763383,-0.09616053524652572,-0.04563756233910034,-0.0008759321202322937
ITGB3BP,-0.04838296178507027,-0.03601041439157045,0.14483776677127846,-0.07812560545625638,-0.030131341146597147,0.10884197773831668,-0.0076218959315669,0.04394765980730497
AANAT,,-0.02084459118861537,0.0827802268838167,,,-0.02976123586205121,-0.014486851926950896,-0.025220898944168398
RELN,-0.02425610163341985,0.03921506492829147,-0.019079482657884277,,0.005008237566584128,,,0.04626354775296688
IL15,0.04594582927622028,0.024400815399247534,-0.006020947027971196,-0.057382172255889194,-0.0022153491944644304,0.0677182437319031,0.09069265792008437,0.03229603061018049
UTS2,,,0.052480415005527144,,,,,
BSG,0.00504971523589982,0.0709182271670716,0.0025983074956749817,0.09052306780910012,0.004760125011503777,0.08639485974962678,0.058294147328777995,-0.0564563070758693
ADAMTS3,0.006517297761651589,0.06980847582962571,0.0997845506779921,-0.07223440226513402,,-0.03563605012540389,0.09764840680088606,-0.05202734894008695
CD34,0.0010466638688178512,0.02754759563781068,0.10888013310728836,-0.09082126318952001,0.003532078239891397,0.10473315923945084,0.09558573574578046,0.026883123501092072
CCL23,,,0.005469983139976604,,,,,
PLAT,0.08469804183444406,0.04323282698171048,0.11699124589178679,-0.010592215012897623,-0.05915052273905535,0.06535039722678301,0.09556839684587823,-0.07194058125906698
NTF3,,,,-0.06855036880350808,,,,
LTA,,,,,,,-0.02883750358542258,
CKLF,-0.01987404069506051,0.011419113331337199,0.12208048633758857,-0.06247433617185997,0.054714382415084396,0.025538855163100126,0.047184739123481166,0.035883268820199155
APELA,,,,-0.05995106605387433,,,,
CD24,0.03215851016093402,-0.012221360699544496,0.0006015564726844473,-0.04225761804905645,-0.08368812612054989,0.025804450430396034,-0.005245818347690353,-0.03524675814203294
HSP90AA1,-0.022140014574339003,-0.04789150297719937,-0.08969626339967088,0.04338133799165322,0.18308714742192192,-0.10292948137608406,-0.06425736108590982,0.01284384673808323
BMP4,0.09677073488268169,-0.02218919450752646,-0.01853068955854345,0.1565135511805953,0.05712201412975909,0.21564309833501935,0.07887058421282342,-0.014148138806446822
SCGB3A1,,-0.024823334849147314,,-0.005228373377346635,0.10101956278411756,,0.06207275815509241,-0.03044597650918125
IGFBP4,-0.019276997990259066,0.0077647087855092075,0.12062911712309178,0.03212725940179389,-0.011011950713599398,0.05372661030351954,0.10872687060686928,-0.05665228521220465
RSPO4,,0.0502698619047201,,,-0.01908725203723232,,-0.027501394638920006,-0.03180255454601862
LEFTY2,0.03628993596494763,0.10436945195279453,0.10601604643907486,-0.02492971721187485,,0.0009883198258048738,0.022778430265443742,-0.014310165284039727
PF4,,,,,,,0.061809262877921434,-0.024912740513553123
ANGPTL2,0.04768377112648156,0.046155429572739694,0.10405820128275385,0.2047703408337093,-0.01207409815674489,-0.03978033797037344,0.07746836548966678,-0.1132717011300838
LRIG2,0.015577883767573646,0.015123415213355708,0.04164082880933091,0.0015381994347722055,-0.11708340520602514,0.08722840658275388,0.0660449157606347,-0.0013178288553978388
ICOSLG,0.058058955603565776,-0.007423713707654649,0.009189984608730405,-0.018605197334430223,-0.0073708181717249445,0.11604339426771566,0.025450442563500618,0.05202938767458316
WIF1,,-0.0035398054149119074,-0.08243954262895556,,,,,0.014116993703465077
NPPC,-0.006800122523977161,-0.02032039363963288,-0.032899067404618,,0.054159671679609556,-0.035635981684235686,,-0.02389334222504618
LYZ,-0.05970989473162441,-0.06192890340922379,0.1092157477279044,-0.09153440861395097,0.0799757463207729,-0.015073243332878043,0.0284879876682859,-0.003105812811119467
EREG,,-0.0011463510167746532,,-0.01783253269226424,,,-0.030897516581509188,-0.028681944301728574
SPTAN1,0.07644888218938721,0.05932083174153344,-0.011924987184066912,-0.061128066314720564,-0.09230577829228495,0.11726605314964632,0.02985440716643703,0.045485710316581635
LIPC,-0.03745968394963329,-0.02773807388984302,-0.015283302471342616,0.030841467323191374,0.10449934340011556,0.011273570179094933,0.07235001650631932,-0.012916668226864894
COL8A1,0.0571638419968573,0.030527874427379136,0.07841170306272395,0.20500697763262335,-0.0675433238821969,-0.019454433727646485,0.05997947732303112,0.010426794500626198
GSTM2,0.026525216864843968,-0.0035223296694590757,0.021382989582922528,-0.06550265288908177,-0.008247580506019068,0.06873073977700254,-0.02273917027451565,0.00468998507419677
SPX,-0.0006835723708061614,-0.05563131979184204,-0.012815468309156811,,,0.06464034644352072,-0.022393914907978794,0.057502390780395186
MFGE8,0.02395022926332192,-0.028653863652366874,0.0010931052873268399,-0.004295852143740686,0.013889908334878147,0.09073699678920236,0.09545068375164541,-0.08147767630469849
TGFA,-0.022653145024506233,0.022914660499476096,0.05896847223720375,-0.032179423327450045,-0.0031324721156680666,-0.011673875267134086,0.05635077964069114,-0.0028301286122722168
SLIT2,0.03243439904182054,-0.0574644546210956,-0.05769790333217248,-0.03942010854113489,0.07447538096921119,-0.023280883300846808,0.04719538781781436,-0.09201404545631052
PLTP,0.046388792385266206,0.08316592367071139,0.12595171898796909,-2.7799920033908375e-05,0.027838552542272025,0.07442579783684267,0.021124048073275538,0.04146014309531944
APOD,-0.07633852825155157,0.07641662406867028,0.04556222225891798,0.050987412416849946,-0.03691941444707062,-0.1190239297315406,-0.07765605756571588,-0.05767961047849396
B2M,0.02528514029746915,0.015977597202131568,0.11974684393909432,-0.2120212432933244,0.010901107608896845,-0.00013542155134341807,0.020065279796687974,-0.1072405389684452
OMG,-0.02261812565359784,0.06897214594264796,-0.062021419132443495,-0.03308757974547821,0.07197760242881321,-0.0768532294894845,0.03609501464745369,0.05585356041261561
CXCL3,-0.023561991432936896,0.011636417234878514,0.03925818162691899,-0.1067572898607466,,,0.01624731272081829,-0.06782141687507603
CXCL10,-0.02862864240417855,-0.015167751375082415,0.128273283635632,-0.0015403893960042553,-0.05301640096699905,0.0406861882608935,0.07267997874647183,-0.018962632557046853
RSPO3,,-0.02773805678795978,-0.03638915770791564,,,,-0.012509339270376072,0.06618639972475644
CORT,-0.01242003240095517,-0.010403393875932022,-0.043333499497528224,,,,,
NCAN,0.005063147370626328,0.014541884059631681,0.0321970565096811,,0.1128700683387344,0.10129467890001882,0.0518817336349791,0.04953361652433262
PRG4,,-0.019860349075440268,0.005228210036545466,,,,-0.0025087921664674975,-0.03467514075126455
ZG16B,,,0.0002485845403044817,-0.045313983865683194,,-0.03308453047460928,0.01366640664892849,-0.021253122704036512
TGM2,-0.020572266958504098,-0.005295039813529737,0.08102305419667173,-0.059781809953104566,0.08424009231124364,0.02446730916000261,0.06120357752002081,-0.024722258111557236
VEGFC,0.06817329022746006,-0.03057165831062877,0.016814495908829188,-0.03500397142039579,0.07299241553262423,0.025577996708751303,0.008464100452387555,-0.06091203445335002
WNT6,,0.02571296123323183,-0.017928556172006237,-0.008676736039455974,,-0.03146339236559945,-0.03269795840492163,-0.02196085215019357
NRG4,,-0.014984896681114981,0.10450742521917586,,-0.046661669642513955,,-0.02833624371284844,-0.0330257533019102
PMCH,,,,,,,0.07516639119682653,0.029240649758304843
COL9A1,0.0711872527475412,0.049283347954263985,-0.010979644658044047,,0.006746976560905743,0.009865747759539278,0.05493228000967401,0.03878361683613975
GDF11,0.11381116357033295,0.030052094199198246,0.12032558582192943,0.022433744737883315,-0.02850836847472759,0.06556511349033328,0.09285245009534303,0.03861148075340042
RAET1E,,,,,,,0.02385140272333435,
IL24,,,,0.026019881513406992,,,,-0.036921693533435725
SORBS1,-0.0029764912963783524,0.05178022324573487,-0.05709298848668173,0.0037940240413431533,0.048017329171091874,0.14211802005160895,-0.011215661588381958,0.02974571520427848
DLL1,-0.048039639194075036,0.0441269575975351,0.057935736671630565,-0.08138315130356685,0.0075976517329042524,0.04855316237495531,0.09034603691559043,-0.019393495639837367
TLN1,-0.0029568291933785027,-0.017509999854294633,0.08334295353337616,-0.0982616623379934,-0.04436680079442879,0.028888726431442423,0.05592127170045527,-0.05848518773799137
COL2A1,-0.027481253187221107,-0.017738304574958126,-0.029096040215909762,,,,-0.02055367001261495,-0.029754431084748175
SHH,,-0.0013327759091345671,-0.022873022963472853,,,,0.029207271431691474,-0.06017658340579356
PON2,0.077290000535247,0.03777197104219655,0.12298008223872124,-0.10192890679753909,0.10769293641893116,0.02329098709141994,-0.0020391699851970485,0.10742533366439348
ICAM5,,-0.014958281501826081,-0.029225624503971186,0.07943726970315898,,,-0.010436001356419882,0.01591466493826189
HPX,0.028306472986640005,0.021116511335165997,0.0747483653210318,-0.04831855775583608,-0.05236192097778379,0.05484136367257107,-0.051104337462446,0.015057624993269665
SFRP2,,,0.011100008319513221,0.03152877820167126,,-0.006296180710201823,0.013327492174242523,-0.001751813010254334
CFC1,,,,,,,,0.005557595813077521
CD70,,,,0.03755365000625352,0.0425626185727652,,-0.004217116792397679,0.0008208121631502007
HP,0.030972681630654978,-0.03588909759330392,0.003979145992090856,,0.041848650458510356,0.08283533534248268,0.040029525215884036,-0.0961262865942179
CXCL2,0.005811822612885641,0.0341705203193342,0.03258106776447867,-0.13064051967703644,-0.05305385346073211,,-0.008190857700414547,-0.08233383775568134
NPPB,,,,,,,-0.02874396343297679,
CCK,-0.03084525808221794,-0.030424755458110818,-0.08707754133539151,,,-0.007277704161422811,0.008239665708891439,-0.006038757393290583
SEMA6A,0.04413604992783332,0.01471901011593227,0.08443739140623423,-0.04702063777054474,0.02666500837379543,0.05690190213713755,0.005080545688284801,0.013016306503476656
IRAK4,-0.02759192993077261,0.04862413329750846,0.00402521897650338,-0.014414796454593284,-0.020836198851246206,0.10507714455466088,0.06718036215856002,-0.012400227993443064
GSTP1,0.03470760720114608,-0.001926242571874471,0.11686436847838083,0.07346785753043485,-0.06447781726249607,-0.03145953527737073,-0.03151329699915795,0.05189300710157481
VCAM1,-0.014341329487019315,0.039391741885601225,0.08547823058803337,0.07920075802394028,0.10935657550031332,0.066272141124056,0.032703926206634946,-0.021894972945020977
NXPH3,-0.00767217755709164,0.04103713803805829,0.03960087910604857,-0.014215662055516434,0.02257657657588817,0.10902286372605346,0.058332262023357444,0.018894397439480102
MTMR4,-0.015657318962393644,0.02110963665113095,0.0098089038332855,0.009313307361062333,0.05460753250245257,0.00822126880831626,-0.0006643953687045641,-0.03380961751919272
LAMC2,,,,-0.010657859563091024,0.01911532346460423,,0.004914160206486955,0.05035736954912572
IL10,-0.030390717711240894,0.04631245519129015,-0.01764155314871461,-0.043422599005816784,-0.032745246236723535,-0.009113328246835674,0.07114102731789204,-0.01397577831616541
SEMA4D,-0.004429813373879472,-0.04419898037628375,-0.05081400720502001,-0.062187973862905,0.020484537167104935,-0.030017565872118034,0.050925262541226105,0.06872661738649738
TRH,0.043013928634734105,0.025114073012602184,0.041227694953943024,,,,0.035093785167739665,-0.06562040202152696
SEMA6D,-0.054293858717009966,0.018411040344861025,0.05112488754276857,-0.05008464727428875,0.08607412307430429,0.03562446938101792,0.04033940346726618,-0.008731965601100757
CEL,,0.009923161713027016,,,0.0068772566139736774,0.11354474609801833,0.03030437591740895,-0.019076735009543117
PDCD1LG2,-0.0410519942271989,0.0009681683247665505,0.0417441808088613,0.02269752891016905,0.011073121003323257,0.0515744826842299,0.09063127084337427,-0.054620618421214545
SPINT1,-0.007184532544588244,0.05302300833119737,0.029501499688757073,-0.030126895049053554,0.006213285758002035,0.0631249210975905,0.07787959555345186,0.011811055099523333
CTHRC1,-0.011085791362821815,-0.01813534249442196,-0.0018252136901317903,0.24827467668491165,-0.0651352566962822,0.12121661360315952,0.08389679353876456,-0.04928912933137315
PODXL,-0.02028998945360053,0.05021499574137357,0.065738284107881,-0.0357980217003193,-0.018520862214140302,0.04785065950341984,0.07604577025623525,-0.07692303595336367
JAM3,-0.03152566761285859,-0.02224409557285916,0.09661783861524136,-0.00934979273265012,0.019119153036925598,-0.04678773221770132,-0.03203582270226129,-0.02055346879607378
TGFB2,0.010620428868774194,-0.006856544333912736,0.10853673839036429,-0.004079874254907505,-0.03737040231219431,0.06644916073220572,-0.0369184613982086,0.012910553322699619
COL18A1,-0.06419868820919786,-0.010545179909962456,0.11601407454514179,-0.05285880802920859,-0.03554921527210342,0.09064339980432712,0.0858615153961693,-0.015313484178007007
NODAL,-0.00811542298626171,0.020843370661473223,0.0444909407151133,,0.06923967341442012,0.1612774618905493,0.045220206083595664,-0.046916546648876734
INHBB,0.01218014827623879,-0.024154811040657902,0.06428272222247093,-0.06766661936789928,-0.009045966157287201,0.11008972927330496,0.06326858543158582,-0.00773749244225935
LCN1,,,0.02014563430672445,,,,0.03396443702280201,0.024732867184651567
ARF4,-0.02746094389247845,-0.021355876021447073,0.026658941617398114,-0.03461231604467016,-0.05566099670700813,0.0643664447323753,0.02005125615656063,-0.09617286788224562
CXCL14,-0.04107416099193557,-0.039688060320851606,0.010063751194366252,0.115318613259445,-0.043638743223336426,0.06066219326679705,0.007268657524760902,0.05047724795612691
LIF,0.028992590733205623,0.03964073515242601,0.02923669345930732,-0.03406248900723295,0.05635730886364899,0.06903080393205671,-0.00990090448027886,-0.05198013736668189
IL17B,,,-0.0243954569156102,-0.013763984010125454,0.09344760836743975,,0.12792006672314749,-0.025220893879121735
MMP1,,-0.0174558327486362,,0.2695871228566916,,,0.12012447077185387,-0.038773447534162064
MATN1,,,-0.026770100072269494,-0.004182940457118744,-0.0031196528027383195,,0.024744969022115416,0.06331111039119842
ADAM28,-0.030188663107829743,0.02665506546250605,0.0022142324547264358,-0.07412645907115994,-0.027451963509088344,0.07075102477864438,0.047712308313641386,-0.021408298307279167
TCN2,0.012315654972897608,-0.01855145656948732,0.12401132784757644,-0.09530140750244526,-0.029131736306192736,0.051440489449362005,0.01693771193952064,-0.014129863824200811
THPO,,,-0.012767497753726268,,0.02407381024740629,-0.03412597746503143,-0.003914538907275198,0.02918908536607292
CUBN,0.03830947712839046,-0.043840642494803926,0.037636304905566936,-0.08062036698016135,0.03520994598832271,0.08199954378141276,0.1197979389705658,0.001701690992307193
TIMP3,0.0693616891444668,-0.035280937716803865,0.04140314535571803,-0.03466508235726189,-0.07690344635272438,0.04308790991732873,0.022576794855768335,0.0035403422199435826
PIGF,0.05122449959500223,0.03143702327662109,0.12223244156085944,0.018423339908647043,0.12887510767188584,0.012421271584385715,0.01905172822710983,-0.07277745022927366
CRH,,-0.017738307829651793,-0.018411993332047506,,,,0.04989615620439158,0.033941721358662656
BDNF,,-0.028514190235289852,-0.08532825622484069,-0.028582654937683763,,,-0.006612192036158686,-0.06439237396040494
CCL5,-0.03050165321093798,-0.05327935226908211,0.05074702130550178,-0.08512839335595841,0.03436656633035274,0.02359161794799279,0.10161328951879427,-0.002268586927306804
GAD1,0.003111516567109649,-0.010558684837907083,-0.016978847808092123,-0.005967180126907788,-0.0582758794940129,0.025519965066496494,0.06554425893523484,-0.032792823505300266
COL14A1,-0.03188482261775165,-0.024379561911803387,0.014748229346041282,0.07211097363084067,0.019528186687303505,0.051026143647339005,0.07456754240461962,-0.00397696237684779
HLA-A,0.10790397985827578,0.024615832681663046,0.1368496252498967,-0.14922274795718313,-0.07748957397193089,0.010109165066450997,0.023105000065526737,-0.13021056847657628
CD5L,-0.03325339068920286,,,,,-0.0018998536356227844,,
FGF18,,0.019937098740612016,,0.0009040639799214793,,,0.006727681004685215,-0.031552956850409014
ADM,0.12323244988670903,0.018370916244401368,0.08537316992894214,0.0004628375100125882,-0.12112300320187161,0.12796635605202986,-0.055723443428724054,-0.001347666739135611
CCL15,,,,,,,0.03249710781600133,
GNAI2,0.04684357910609149,-0.026316802666924117,0.11383586973503812,0.05227630407227417,0.07305809457084998,0.07450735807322711,0.054579114501557086,-0.06716282429492638
HDC,,,0.06041053355602928,,-0.02487360136347319,,0.04763588503563277,-0.02298404343961025
COL11A1,0.0632990390526106,0.033315818525405015,0.0817967329299155,0.08504699607403096,,-0.0015610465929577363,0.02213137625016567,-0.03391667491880295
NUCB2,-0.01584966289710317,-0.001218216331323903,0.013821608583077181,-0.05709070918035817,0.10042608484220984,0.00905893690652218,0.023764064907119554,-0.10143430615522706
FGF16,,,,,,,,0.06690106072787042
CXCL1,,-0.039754876136312865,0.13560853658683883,-0.15196740047997717,0.016387866683306065,,0.013932592316724095,0.010231138104549835
VCAN,0.017422240505782397,0.0322467044731287,0.062465837005740925,-0.10427390178420426,0.12636995268283768,-0.008658812107128953,-0.044011696461476194,-0.053721996177602385
MMP7,,,-0.018637322266004633,-0.016037328854360895,,,0.07333043166298436,-0.12837755999481637
PTPN6,0.035712489483563974,0.029334267902403326,0.010186586511402666,-0.07685186780330105,0.03295182036096999,-0.028111215514431107,0.07316720310484663,0.035143114632952804
PTGS2,-0.0001823720199444506,0.013545930741158107,-0.06542947922424015,-0.0668112188453716,-0.02623564830228863,0.013476111123670805,0.023774485643587754,-0.05141352596561834
XCL1,0.02713928596018843,0.021275195338493372,,-0.03325175985317051,,,,-0.002630668344158461
CD58,-0.04548026741275825,-0.06886851593524661,0.03554630057471385,-0.07994816213300997,-0.06266280615212437,0.11056331492495175,0.030298991070654667,0.01802326427638159
TNFSF14,0.0035145688353598915,-0.0076434830509946265,0.1245410248787127,,,0.014333283523270741,-0.004647122958103221,0.07238443556114692
CNTN4,,-0.019323217874874177,-0.04777405507402276,,,-0.03733056866280557,0.009456981740949636,-0.061585153044609146
INSL3,,,,,,,0.08161796737813343,
BTLA,,0.03600572078867993,,,,-0.026319479127776265,-0.0027226954620781416,
MFNG,-0.07906183039580972,0.031208841771896402,0.09701308039439999,-0.030600014172588553,0.07491192809044246,0.006737389835908279,0.05646109529717229,-0.025839322939667352
ICAM1,0.031588365462455616,0.0005293070350658339,0.04134384309888242,-0.03087515822152776,0.021250854151041464,0.11565412748154291,-0.033775506655639866,-0.0804389274155176
PROS1,0.006319102138935657,0.03674583539214649,0.10627828358749776,-0.0553041459166125,-0.06668827484737236,0.039649978429029106,0.025545892582066423,-0.05550372253620237
CLCF1,0.01156997451781857,-0.015467463648274083,-0.0072087421649538715,-0.060191122398375194,0.017986037306770477,0.04334553725425636,0.012280567080794988,-0.09492981416947355
PSAP,-0.0325853244452386,0.008293656548441171,-0.12070985292628615,0.22039275559332,-0.035474689778875884,0.05507594186644689,0.027670361313354704,-0.08922048434469979
EFEMP1,-0.042166436366176736,0.01732191755233683,0.06908461684003588,0.09845921290600816,-0.13029761278926258,0.044377634625634765,0.023871500222609865,-0.09567540094262073
C1QTNF1,0.04291801328416143,0.00033063707290936534,0.07646027116027955,-0.0003492545401255103,-0.06151193994521944,-0.0345944376767596,-0.03059310086018016,-0.04517459083746981
ALB,0.007643679813586453,0.022865337408107974,-0.03126176324071054,-0.024270233653486142,0.0237947543982496,0.011901139008336139,-0.0017957540872602588,-0.0008144371672001475
CCL13,,,,-0.06705676136648835,,,,
EFNA3,-0.0016996321180749807,-0.0006183498012608802,-0.052453674751269656,-0.029756823753120668,-0.05622082399135017,0.043664528261236873,-0.07618626028139121,0.02196463534388024
DRAXIN,-0.004653410401206837,-0.04320438531867541,0.09079691749261055,-0.031895609018688716,0.14461224010576618,0.13942312500305556,0.13368931785863492,-0.022982465620845424
NPTX2,0.08843419099997062,-0.035195772006266016,-0.1351819493965246,-0.08102310394552682,,-0.08387163171743785,0.007856523782732838,-0.07930867577383342
FGF11,0.014640470208702306,0.02149389628669514,0.0943365264496469,0.05391583321824951,-0.058543665044461485,0.09438475360646287,0.018273611649290818,0.007494205208045089
CD59,-0.04959857496135208,0.030932656226128143,-0.07459719230701702,-0.09425511766788662,0.05640526424799525,0.011903055381303406,0.04946488479597748,-0.051798073581992406
COL9A2,0.08235785278767294,0.06738659802248775,0.0420059596324036,-0.04463488324254309,0.0186602835605455,0.04051850139837093,0.04547545727201002,0.02703586047262453
DLL3,-0.07131956855096798,0.01157668058274745,0.1185072572918726,-0.028333409220675114,0.009527075652484406,-0.008641356467897873,0.04098992393666472,-0.06189398432289193
FGF5,,,-0.024893566081922083,-0.06629492152057453,,,-0.02074823948369531,-0.0388499158785105
LIN7C,-0.01214699076807925,-0.017886333209023112,0.021359870939095194,-0.01836841667673559,0.06658495040094269,0.01352606183350147,0.036100829940993555,-0.020728913765209037
GDF7,-0.027174714341521782,,-0.018147725083301883,,,0.06449921109950504,0.010070265043785241,-0.035134174348896215
PSPN,0.0949087398834866,-0.004991939328603861,0.09751365075519501,-0.00010140448604176339,0.06093720468481602,0.01845273589031172,0.09674881463292395,0.059132902397846306
ANGPT1,-0.034824515623990936,-0.010869069113180998,0.0812083561828788,-0.13401760874776436,0.06668108293682937,0.10316418228674158,0.0511245923059329,0.10579667701481003
PNOC,0.02328704749484508,-0.006090269892933523,-0.08712998266365166,0.023399654352360452,,,0.0032889796419693297,0.03639000423084533
L1CAM,0.007902667330247377,-0.06684447891035748,-0.01955819040027475,-0.07285012203780356,-0.06098952122002396,0.027378265661676133,-0.04802438348251665,-0.004329052235946033
APOA1,0.00681882311898035,-0.038779420600734416,0.05485808728031363,-0.004736564098625833,0.044098324816105886,0.08728063809861403,0.07365666770606775,-0.021926922512472507
PSEN1,-0.028566721763604277,0.032569619078712926,-0.0024782613141242056,-0.0522620203159112,-0.08228068371565775,-0.03355187414665049,0.034953379839854234,0.011533692151530345
CALM2,0.03943656085265622,0.01741698846107138,-0.1209202418607284,-0.09816070823427918,0.11735142083297075,-0.08152150324433997,0.013661847749837782,0.0949883095275744
CLEC2B,-0.08655655330058568,0.03458656230826195,0.11726378128749324,-0.04605159792495849,-0.01490971842142404,0.02029300811007247,0.03307310850648008,-0.024066029731279852
NTNG1,0.05042268705221645,0.03385045461974191,-0.01281324768893143,-0.030085259676021842,-0.00775746838410519,-0.038032375827529115,0.03168342555391334,-0.08799408259915936
LRIG1,0.026620697040659183,0.059040352278155316,0.07231698405625511,0.13128332298806272,-0.012614180526906318,0.14670502091567184,-0.001805644173888194,0.04650342198731626
CPAMD8,-0.023911416471037644,0.11896440106060205,0.04474462457624617,,0.009748716563363272,0.05044657342389348,0.07746825633341327,0.11457057428845756
GHRL,-0.01189404064665253,0.033836319894926234,0.035496965126589834,,-0.02025480818655346,0.07549043270073083,0.0974667999819551,-0.021960859720929468
NPY,-0.0350789811814482,0.057893697431801255,-0.09339786161898433,,,0.020059277839393277,0.11206266279269401,0.026966645339036175
MMP2,0.07991146796318216,0.008194785830832515,0.10947434405350939,0.24759241732028983,-0.05960617802162196,0.04089106035203825,0.09680274184713539,-0.08734426378783894
PPY,,,,0.0049969548372035995,,,0.02780354860198482,-0.04459689910665069
