,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.02390338891826403,,,,,,,,,,,-0.011206021716180462,,-0.0026647859798789235,
BMP1,0.09128972496441312,0.03499459434973164,0.01838169048882014,-0.006201318986468775,-0.10791826677397418,-0.007796914588751818,-0.01730225879343236,0.05979309416476157,0.09479286282938028,-0.0034679962013574885,0.12157553242494162,0.07172819189374506,0.12214883690002924,0.09420106205082257,0.08038847446215405,0.057808919303619886,0.10151360467985746,0.06874053504873358,0.07149001951228942,0.03248353600654954,0.04766990482889086,0.1885287678263706
NDP,0.13717665846357824,-0.014747526357733652,-0.029424759753633994,0.02261827597914317,0.0033555779726716674,-0.027504030472813547,0.06414716628898232,0.04095921506289597,-0.09398742157537034,0.0042716879097488706,0.03716079301410194,0.08982625611056937,0.1155262945788697,-0.04668536811245919,0.06438341124861911,0.050367550940603474,0.04496792517232099,0.06354582546302072,0.06910309637336011,-0.06616442982895449,0.049743369657851685,0.058217866500628226
TNFSF18,-0.023953254891056337,-0.009587734095843209,0.028981515316421142,,,,-0.010614854300132523,-0.0025415079363534706,0.000366453861501731,,,,0.0660962252776734,,-0.05914459599784269,,,,-0.012710261298717558,,-0.019513177594122157,0.060503320573936537
IL36G,,,,,,,,,,,,-0.023522642333959305,,,,,,,,,,
RTN4,-0.07952128483443208,0.026843700107332006,-0.010320553392909399,0.008398548886927744,-0.017790321622008685,-0.00690288542465963,0.09098147805182631,-0.09300856867736475,-0.021292945700823088,0.04656556189679626,-0.014019793585837766,-0.1100505980959807,0.028922042475378437,0.04279900304127717,0.02801505781925654,-0.12496126493514809,-0.05617996609805773,-0.08387994969849157,-0.05761021412769599,-0.015310760785529265,-0.043477588424856446,-0.1809170760508208
HEBP1,0.06436741608469335,-0.017584813463307758,-0.042540594292720384,0.041421170539357184,0.033122779663776435,0.03853462369401113,-0.0672744431697184,0.0008368185624447462,-0.009884732710350579,0.026114164883787143,-0.07134230202105173,-0.0332400606934251,0.07705095571558128,0.007315254914205425,-0.026041842856342475,0.04747626739878796,0.009974395383961769,-0.003097742368336756,-0.012019823006371323,-0.022271921350883916,0.030825357199888874,0.053131837960932654
WNT7B,-0.023463368223797645,-0.02568227583523326,0.06942975251351698,-0.029245026239312855,0.040963055127487685,-0.027719722177020057,0.08218172477858848,0.006431477224072312,0.0877918052831695,,0.027387799312836497,0.004080479615811177,0.01254110501045852,0.03887736558368662,,0.09283249581618733,0.005972421277648171,0.07259350531601597,-0.013482360025336069,-0.045685507630557516,-0.002791608197412315,0.029846616486120615
PTMA,-0.1883770004341995,-0.00878782358681472,0.027686742289172714,-0.07000307172290798,-0.02483389216388886,0.029725843774110614,-0.10154281596572376,-0.034857078863471294,-0.05064395430332566,0.0412667269855342,0.10517033507443854,0.12075780270482481,0.029826888584814967,-0.11828745778133047,-0.07377340887695769,-0.06542655972109272,0.0034514872212865165,-0.06315893725602745,-0.10565706723867328,0.06007952779792049,-0.09897650356825895,-0.11975041990079963
FASLG,,,,,,,,,,,,,,,,,,,,,-0.01353107114575634,
CEACAM1,,0.04489584996295598,-0.011702679962826815,,0.020986152736592475,-0.022083522841220154,,0.014940906233199373,-0.01801439655051701,,,,,0.018739939302172073,-0.04158868867446061,0.10773400935799649,-0.02463194703463332,0.11306046212116201,0.07267072278370644,-0.02990889949059925,0.0396341659834058,
PDAP1,0.04051117481452914,-0.02004257860092637,0.08258394362611787,-0.003998095809617137,0.010720535624008709,0.05235193815124372,-0.09303535739848715,0.06310497351797553,-0.01277517001558639,0.022212771476191013,0.10154669165278794,0.07031271557569635,0.07644493951724807,0.04468608181741631,0.011280304505440458,0.06749927581384836,0.04610839137747521,0.0224540772963534,0.06274627552410875,-0.010508793516404318,0.02361676820846738,0.06299540246620451
QDPR,0.05230088036551532,-0.059066952373058125,-0.030878059470401557,-0.029054897149423404,-0.03663028415516257,-0.08151922140567565,-0.016440837006947998,-0.09193777918572363,-0.12013088099208542,0.034742553169461794,0.08503638844625847,-0.035810852137118585,-0.03426106621202668,0.09106727825003388,0.008169649151440854,-0.08830619254176096,-0.008361707784184762,-0.06001295054759718,-0.1384161404934429,-0.02838891662271495,0.05958424424833888,-0.06396484006616625
POMC,0.0921276725285451,-0.02712185439193045,-0.005611159351250206,,0.06303235604153576,0.02751830395444433,0.04439666505384962,0.0530807501308987,0.024730772450454956,-0.02126865877023153,0.04888917859010451,0.00542289364068915,0.020562797800614006,0.0781956538144434,-0.03219704314469839,0.0074869721814666956,0.01389630000357385,0.03854799091057685,0.03450458197426495,-0.002656756796938941,-0.007884036082401288,0.020938786539757583
CCL18,-0.008571027118735513,-0.025708308416000678,,,,,,,,0.016253668432180235,0.04506317091934929,,,0.04032958708774567,,-0.027042921163045054,0.04572257290191979,0.04773570539981779,,0.02752436048762958,,
CCL17,,,,,0.02988351999277552,,,,-0.015205372439850793,,,-0.030618511096415262,,,,,0.05921342670770045,0.0353558422699882,0.0014764576230348078,,0.09993133597814531,
VEGFD,0.05443770430542929,-0.025708316579592702,0.0027472642341204476,,-0.005858475772117837,-0.021128264326082093,,0.008560493245617336,0.03884802928121309,-0.0224163764653326,0.131755600488021,-0.03281480669948353,,0.017029030341964565,0.049784779266220026,,,-0.033373302257558295,-0.040481098037537716,,,
TNFSF13,,-0.0020823816045112114,,,-0.00419816128605218,,-0.01029419428760814,,,,,,,,,,-0.038000612293783924,0.07574059954320979,0.008161731539932484,0.008669076592068493,0.014389762221174166,0.0824945683837082
WNT5A,0.03998542400780775,0.06478558880693182,0.0715838738277211,0.0048832583110068875,0.036215879558492856,0.0705710090889115,-0.05451539014458548,0.08446166122553339,0.08041672699872232,0.0538453721575711,0.005326062448505121,0.007194085540910565,0.008802339380065447,0.016864626860841888,-0.03538181102263456,0.07944191327151784,0.005376219294358189,0.019963318951318275,0.07694228556463177,0.0074313477496606144,0.057504958994297584,0.04260775822874988
CXCL8,-0.11101501976498492,0.06694590299712716,-0.01569470090855145,-0.00714222451075113,0.06500435079155292,0.0779618365930909,-0.014642823701373568,-0.02960608545698592,0.06190704470059779,-0.05107942659465909,0.04194388778557021,0.00034531050928349524,,-0.03216018690911042,0.008777766573128102,-0.04761332043248455,0.07095812847563963,0.05216233904345603,0.17184815955169558,0.05884173858136025,-0.05941619708938882,-0.06694380325026661
GRN,0.03714162750061421,-0.010173143874015854,-0.014018990446121721,-0.00549219753246153,-0.014120579107114702,0.007093908751656826,-0.0849534155081922,0.08825667732502658,-0.05146830010980368,-0.004678803942294375,0.016643459067376527,-0.014792277999070836,0.07192846540684601,0.060847120557722054,0.012200376867905963,0.05401328600267562,0.09424987385208065,-0.025951587937363987,0.036333359875699495,0.03893919727958057,0.007372765562740528,0.02678917629959423
MIA,-0.04761782559352406,0.024285420761421837,-0.014906720378911088,-0.006835375139352661,0.07788745572012333,0.06252765152904388,-0.01861388862278872,0.13524653605694784,0.07547260383284585,,0.10852209387540483,-0.029761113040880388,0.12049052643397044,0.09567424027323677,-0.010923678281041502,0.03267562264541043,0.022644795157577714,0.12476112934793454,0.00933742897203013,0.016417452824028886,0.10572561348653517,0.12074627125250492
COL4A4,0.054935380065045544,-0.03087546953362654,-0.025068663762322647,-0.01663223988229936,0.031070772657295836,0.017758010655716527,-0.009794471062874616,-0.02355501554591174,0.05486953935842779,,,-0.0044746981933664895,,,-0.0442710807137941,-0.03419070199927674,0.06945993471870919,0.0373261624853064,-0.023748155894578675,-0.0066499262626485344,0.03481448702006006,-0.04230436514060026
