,ZH8811Abulk,ZH8811Bbulk
BMP1,0.008794882319994268,0.05730646718833719
NDP,-0.02383446747270715,-0.01625400024262256
RTN4,0.0009454066527791812,0.0018425439848669715
HEBP1,0.04043115492521326,0.042920322361460886
WNT7B,0.022918800848738374,0.027101537487994737
PTMA,-0.12934147057241313,0.0015248525920298944
CEACAM1,-0.0187637893835166,-0.016893071826819338
PDAP1,-0.02266277133218398,0.057884183815799836
QDPR,0.039353306003857495,0.002517900979904613
POMC,-0.04505314282027755,-0.018045278731889138
CCL18,-0.00826507939126592,-0.030304550740557747
CCL17,-0.013312000374670204,0.07674077140313192
VEGFD,,-0.016893071826819338
TNFSF13,0.008407536019482999,-0.010077523170923218
WNT5A,-0.014570118236517006,-0.06721565313860371
CXCL8,0.09377936324388111,0.08527366761522673
GRN,0.021403676198268978,-0.010134811735897194
MIA,-0.015427369564307791,-0.048707269007935344
COL4A4,-0.03517407016462492,-0.027048449377080324
RARRES2,0.06479109049367208,0.039624718604878005
FGF7,0.003384826100008904,0.0057544056341694485
EFNA2,,-0.016055734235042148
HBEGF,0.03636870619646793,0.062163423900760656
CSF3,0.09637581101062216,0.1059333682924717
PI3,0.1036461679034985,0.09388336064655013
PCSK1N,-0.08239494543763157,-0.08416958216756029
NTS,-0.031055511145936448,-0.019560865374298346
SFRP1,0.03599004224877151,0.007338249045550052
CXCL13,-0.000607753217141685,-0.030975818757569808
MICA,-0.031093221533469162,-0.013665518596011299
TG,-0.01768832030709835,0.01122544709655736
ADA,0.0027474690490728684,-0.03424440953178253
LAMC3,-0.012636954255142762,-0.08638533319275954
CCL7,0.06640573579168763,
NGF,-0.023042524010583345,-0.015839918154989
TNFSF15,-0.01945058926011892,
HMGB1,-0.05900681004132577,0.028846745289431645
ITGB3BP,0.08638273270027502,0.0017344482232346543
AANAT,-0.01750320050782655,-0.0019657158844462253
IL15,-0.018414684528052783,-0.014874009408054912
UTS2,-0.014905256249447019,
BSG,0.07347651870892198,0.013028119938748675
ADAMTS3,-0.0354289907753928,-0.045021794659933057
CD34,-0.038581116846347685,-0.039655395730195185
PLAT,-0.020588711527214795,-0.07110133240654512
NTF3,-0.01818996819218418,-0.033225586217653306
CKLF,0.044771132625047214,-0.03489660274250577
CD24,-0.03511580142573853,-0.04112884598654628
HSP90AA1,0.06191306231439745,0.07578049572668456
BMP4,0.03352799707548005,-0.05317608817544024
SCGB3A1,-0.030367209301359544,-0.01750276491857271
IGFBP4,-0.011985533794911357,-0.08814082690192192
LEFTY2,-0.01693666615397823,-0.018461209682213583
PF4,,-0.014716192016681184
ANGPTL2,-0.029591599668023407,-0.04990182770952893
LRIG2,-0.025458841363994598,0.07050151845052924
ICOSLG,0.049579839097246906,0.11134584422656608
NPPC,0.029109352953184623,-0.027844021869155598
LYZ,-0.007920903469301611,0.023528644267294264
EREG,0.05287516004999104,0.03248832980622308
SPTAN1,-0.025895470929111503,-0.043558067217853706
COL8A1,-0.026075887055656242,-0.03253298776135193
GSTM2,-0.029517040283577264,0.02568859634442083
SPX,-0.020116142481888807,-0.018272033391580622
MFGE8,-0.014604464353304513,-0.055691586109366746
TGFA,-0.025101650791092462,0.006639579808751151
SLIT2,-0.033373496058439076,-0.023640262524386214
PLTP,-0.035798343322695235,-0.0021431615516715936
APOD,-0.02508937075977066,-0.07298442379308434
B2M,0.022945416384919527,-0.016741318005455745
OMG,-0.01273494705007889,0.017583020541544564
CXCL3,0.09424409302392522,0.06320039032265759
CXCL10,0.12757400135619582,0.0011615949350623272
RSPO3,0.025091442041747687,-0.010885383963953414
CORT,-0.02275012689847601,-0.015399746978751705
NCAN,-0.09042695148080149,-0.06615165630688627
PRG4,0.0602322167461993,-0.0042628387022087474
TGM2,0.02755616041512434,0.10539479809838621
VEGFC,0.08099401596319616,0.027141601432250174
WNT6,0.07581795902648955,-0.02862111807070775
PMCH,0.022995446055386976,0.05604846224084694
COL9A1,-0.0014213100691673414,-0.008623969593429722
GDF11,-0.008374276768684796,-0.017360498590684035
