,ZH8812bulk,ZH916bulk
IGFL3,-0.01611380315616092,
BMP1,-0.0537962897329376,-0.021744113792509505
NDP,-0.0022452286019948816,-0.009802800063661583
TNFSF18,-0.01661788076962016,-0.030335023947252137
RTN4,0.005023594972356015,0.057473020885943894
HEBP1,-0.033155818232508995,-0.03325596549497104
WNT7B,-0.02011580258581594,0.006939929190363766
PTMA,-0.023119925845841438,-0.009653421385524255
CEACAM1,-0.023878159735709628,
PDAP1,-0.014703258484112835,0.04964354017349012
QDPR,-0.005693604551099772,-0.005627668930439169
POMC,-0.05164358333273373,0.03445660705360361
CCL17,-0.021245118647251086,
VEGFD,-0.02240704288145153,
TNFSF13,-0.02278264226435353,0.12723469190002817
WNT5A,-0.0061125398370930435,0.012053061031681507
CXCL8,-0.03016343737003576,0.013018169867772204
GRN,-0.010153274097583306,-0.021693653774244783
MIA,0.028112064610665233,0.008936364187258272
COL4A4,0.027264434216294445,-0.02186718742569811
TAC1,,0.083867790713619
RARRES2,-0.07367977811097527,-0.0701604318559615
FGF7,-0.03334048586007513,0.05286955026195169
HBEGF,-0.002118947741956027,-0.06102297651447512
CSF3,,0.046834089810804586
PI3,-0.018051193291410007,-0.04099073353981183
PCSK1N,0.04061430743749664,0.10823023488148771
SFRP1,0.017478508098125237,-0.04840160428421773
CXCL13,,-0.03146913197375962
MICA,0.06839556968693625,-0.022513553146162893
TG,,0.009820743270338782
ADA,-0.05354184500316112,-5.464911682676746e-05
LAMC3,-0.010240741249976464,0.07193336774987306
CCL7,,-0.01268735354679105
NGF,,-0.04396820291973333
TNFSF15,,-0.030096120016173854
HMGB1,-0.034987094653524384,0.05125508130144607
ITGB3BP,-0.0028828401318743346,0.011539561056698374
AANAT,-0.026279530179095293,-0.02368902013968979
RELN,-0.03286417290293445,0.06721684576710099
IL15,-0.001902021298213062,-0.045243261847786105
BSG,-0.01255226557376342,0.061426038335085524
ADAMTS3,0.053475166578505234,-0.06734393514526851
CD34,-0.08148791638583265,-0.01871744527136261
PLAT,0.0011108291791584763,0.011614474053490078
CKLF,-0.02082845658962678,-0.030541268877294858
CD24,0.022731102891380844,-0.004562241172433017
HSP90AA1,0.007606076175302474,0.11132896861780274
BMP4,0.08565117303780008,0.04301256531509183
SCGB3A1,,-0.025722915218406084
IGFBP4,0.01667177816162106,0.02228486849365792
RSPO4,,-0.029870916052673585
LEFTY2,-0.0023652979329475657,-0.02683651474448656
PF4,,-0.023399578780552658
ANGPTL2,0.006579134834502624,0.039661081799830085
