,UKF248,UKF251,UKF266,UKF269,UKF275,UKF304,UKF313,ZH1007inf,ZH1019inf,ZH8812bulk,ZH916inf
VCAN,0.05523254308691087,0.10598870623950495,0.4890931766961215,0.016130782184167906,0.04085866619776315,0.06281097498203665,-0.06036882240896067,0.03263451418821328,0.024809153254658954,0.0641812110020095,-0.048987769770254465
MMP7,-0.03552705356711011,,0.0696270626226181,-0.01076384978007131,-0.013664487453930932,-0.023174904230284787,-0.027460268765114683,-0.06254444414194361,,,
PTPN6,0.032041168395119966,0.0750086144584107,0.12597303404396384,-0.0540039436114486,0.009110288541587139,0.062371407051441514,-0.043962608698340636,0.01628155674672364,0.055316425966138325,0.003924160267399273,0.029855791033698065
PTGS2,-0.08440731478964567,-0.0077230477038947466,0.004283116742663423,0.031624355285629506,0.002510965751574177,0.09141421877909049,-0.048402308136378205,-0.034003311394712625,-0.04205047713475227,0.016882166680063468,-0.011008275855444687
XCL1,-0.05792713590567109,,,,-0.022443409366157418,0.06461308840067423,-0.005243386909952254,,,,
CD58,0.010871077160075796,0.024780323810894376,0.16265813580344163,-0.08278182869607625,0.028602478242078445,0.03055599727805444,-0.047561694613050036,-0.03592424421974156,0.0036239908467982987,-0.003102228970997038,0.05557898928024402
TNFSF14,0.025433344570856366,-0.016457074700387285,,-0.02242806288708724,0.03360263975141461,0.15761362378489538,,0.01831775784909957,0.010584660070930845,0.02310566106904669,0.053908367050893455
CNTN4,-0.014327780869874846,-0.04023366118949352,-0.11407876542121285,-0.004086514367063026,0.007585795767658103,-0.15563857301478878,,-0.029118891021524724,-0.023597180982564334,0.04229803298556119,0.1234758177710066
INSL3,0.048530914103413494,,,,0.018573628800051024,,,,,,
BTLA,,,,,,,,,-0.030544224140692505,,
MFNG,0.008753036760851488,0.058726953820369174,0.30523145416645453,0.030407436817798377,-0.01896780934969771,0.02656091312490088,-0.057175724503883134,0.011897672022484106,-0.06110232732604201,-0.09440917397124275,-0.0038971234786600454
ICAM1,-0.09051858729127298,-0.03151915492430001,0.13189399592636322,-0.0770556860424584,0.004382850280518247,0.28511815728156553,0.033871002191848056,0.0525015497174586,-0.008648631489708309,-0.022196121446475894,0.01589230673072363
PROS1,-0.04185430053834599,0.05447502245122001,0.252605313571416,-0.007535120854255083,0.015288411779025061,0.13048870338667237,-0.02083999471747377,-0.048828081705714704,-0.00288309294780712,0.03604167676138417,0.10987700076196875
CLCF1,-0.06689013010599577,-0.03187591462991217,0.14198928552756643,0.018574797707295098,0.01131276290362656,0.11970894197546733,-0.11091586031503006,-0.06569129853410392,0.059101239646993695,0.07310586087390906,
PSAP,-0.07717244606597044,-0.11927410680454673,-0.40919501093115257,-0.015024713579523813,0.03197855262906753,0.25649904399794154,0.11765961930828465,0.012661883696876399,-0.02545279795224517,0.058304326580222283,0.00840525064172511
EFEMP1,-0.11402941576768479,0.030333309748203644,0.19089346471777727,-0.061008982235287015,0.005411747387883025,0.2704498286826153,-0.018112872170415375,0.05863542153222821,-0.014802038223303554,0.059871866068137033,-0.028480556010951598
C1QTNF1,-0.01875263633580336,-0.04308071415018023,0.11953581359501035,-0.01757290950236308,-0.014584563700558266,-0.012929167672205666,0.009200004942763296,-0.09728315844856097,-0.009602504660071747,-0.0272605707097489,0.1297951464756533
ALB,0.046342091716369146,0.01648220141841018,0.04064008783707943,-0.01805500374895325,0.047824248359899235,0.052194931773010454,0.008505366611926702,-0.010559914335324714,-0.04380507581519924,0.027080348992229643,-0.06534279568177426
CCL13,,,,,,,0.027405625722021744,,,,
EFNA3,0.007932204235991766,0.06378242725935451,-0.15108611510707354,0.03806481479712957,0.01193592854040887,-0.13268478680952797,0.09906796558683303,0.019257208294245067,-0.00024906625980447924,0.0016872405577998554,0.1683693790813077
DRAXIN,-0.028524420937897952,0.07059698092910191,0.24917104431015866,-0.016603236660609783,-0.04085179550111079,0.06909775022707806,0.001432283603321588,0.02210786577113342,0.008911933248544095,0.003343406431663349,0.08488856566135893
RAET1L,-0.04078616831870363,,,,,,,,,,
NPTX2,0.05449042703091672,-0.06241712906960314,-0.369488826944686,0.04558768261890305,0.04842874049982885,0.21473726570287546,-0.06998461024916038,-0.04614466166238192,-0.009725780720616518,-0.0550262339679725,-0.01539970870234411
FGF11,-0.026913435467738254,0.08554424411206688,0.2458448605754862,-0.0041127264421362926,-0.05419237407610838,-0.02625096659103556,0.05354154707268153,-0.03309526958390198,-0.014172764490561545,0.06933530306541276,0.0158472103936352
CD59,-0.058693694408190555,-0.04710987172454645,-0.24991553155509477,0.09977697340430185,0.02252401800130333,0.2365768587515895,-0.10895466314278547,0.03730083265884147,0.09204938443622272,-0.02424039697220911,0.06633222820607662
COL9A2,0.09377166362291335,-0.0030972709983585634,0.21478923612815165,-0.06808088804961006,0.020891035288880103,0.06409879294662134,-0.05664696654055639,-0.07381966027696306,-0.008686239285433935,-0.006652605195999265,0.08897837556516512
DLL3,0.2564598168449017,0.14477993390684513,0.35809153613133493,-0.05289726474603733,-0.015226846547427772,-0.10427524843820937,-0.03894286179544186,0.01797796705527205,0.06802720947266555,0.0018908306782624532,-0.0191500836458326
FGF5,,,,-0.014377097845479787,,-0.05130316118691501,0.1276235684524678,,,,
LIN7C,-0.01173177646393542,0.005359265472254407,0.03088803287150452,-0.0004394951527270682,0.04879669697293548,-0.04764529277156061,0.01851804230456048,0.02679904303905044,0.03897492695201986,-0.01947889307904077,-0.042610393580604276
GDF7,0.006032440061608784,0.0063944879101875685,0.0540031085105724,-0.025718278592184958,-0.03129925868819806,-0.07537429581189892,,,0.07166248661147308,0.0653326094968168,
PSPN,0.06255045544665666,0.002559486471474846,0.024310173743612957,-0.0437545925751462,0.011870782626012754,0.013401217844250938,0.016058269568433835,0.008644433879730825,0.037057597651223524,0.007089742421371933,-0.012156883392659317
ANGPT1,-0.06221164624521737,-0.029583029232263986,-0.014455858802086415,-0.001310422971654607,-0.01234699309767464,0.009336196075727212,-0.08697196077321598,-0.008972734408229825,0.04310241087340888,-0.05637954072086667,0.087875554249761
PNOC,0.015105625610527428,-0.010031789907420355,-0.26949154998701974,0.01642559548601623,0.051155774357634125,-0.07837681990367493,0.020532952660291547,,,,0.1770583155380114
L1CAM,0.019373568201551478,0.024603223800414704,-0.09747737876698495,0.058010410290795726,-0.004908261710244371,0.0005826771149406992,0.03487977702545844,0.02191724708999724,-0.009723880756554464,0.038407903322843155,0.13004987837020543
APOA1,0.02755815032299111,0.031006099159348984,0.06980470470879262,-0.03076916389283677,0.032609818544634184,-0.016251045592584144,-0.016204092284618443,0.06544178420723974,-0.04444991468596677,-0.04728911334062879,-0.033515835670245686
PSEN1,0.02074094683135342,0.008808105010994896,0.12034106288249795,-0.058289839675131135,0.027483409526228145,0.07777171077948317,-0.015508978991062473,0.050505903085136694,-0.019039332354022477,-0.02340086002353278,-0.03380062401111717
CALM2,0.11419076105841121,-0.05644789691052234,-0.4002675658563155,0.03256908976563556,0.00506141838570898,-0.31511409697508747,-0.12234313826268264,0.004174191679518195,-0.018696974549964312,0.0887298617380129,0.02705006126358472
CLEC2B,-0.09401122897438834,0.03910812708896455,0.09237824300036504,-0.025339948359014867,-0.003315433946899775,0.13311170110322043,0.06476543097420788,0.036961882446428715,-0.05068914898179141,0.00749095408184628,-0.007570041161402502
NTNG1,0.02863199860382228,-0.006111799404380847,0.1012544667745035,-0.02427023164071,-0.011831701578925456,0.03311118510748455,-0.04980109925274343,-0.01625886976517024,0.07753468721797571,0.006866566504008865,0.09937440158560076
LRIG1,0.034719186488229005,0.02092606094788731,0.03943094816320137,0.013153969998241387,-0.010788973226321706,0.1679733817565055,0.14007319331235923,0.029048869667456966,-0.045052189572223705,-0.03969282921719462,-0.06964577236860642
CPAMD8,-0.004805394567279987,,-0.005389516166617159,0.015832191138237594,-0.017477697621350544,0.03919110373715703,,-0.026223806617370605,-0.02327872985787222,0.04581848770452038,0.003153271895407532
GHRL,0.04841710372635704,0.03197344977430984,-0.027669280788281077,-0.027659135450011443,-0.030644604250700112,-0.018359340564192264,,-0.03533185232795243,-0.046345622101849414,0.06247654175709718,
NPY,0.0341370165252723,0.016435309023184637,-0.23947166558913346,0.06497711053382633,0.017633019690648722,-0.034614331700124235,,-0.03062372733132012,-0.030831126522603353,0.012916104869887902,-0.028763912564819912
MMP2,0.08948590162803198,0.030260006602068647,0.2646562181689988,-0.07827204586813634,0.03166790027017957,0.11955238826581022,0.15667895893621592,-0.10338354053173288,0.006433089623631626,-0.11536115548275325,0.17081288446259282
PPY,-0.014364042821012338,,,,-0.012773353537270207,,0.0258146661537777,,,,
ALKAL2,0.01998893479875479,-0.00852591586700476,0.03505272878204301,0.06403396005435237,-0.01203748685113672,0.17474084074337504,0.2393340886660237,0.1669007236390363,-0.042714657636394135,0.0048344629871918355,-0.0008826621456456603
CSF1,-0.017850006497052852,0.005140273645338098,0.2807064350580033,-0.015369071311115609,0.02177119894119622,0.08632592910539072,-0.1164196725582659,0.028973879373628428,-0.03374677582441966,0.0007167001620061636,-0.03667307460967727
SEMA4C,0.0240195430036741,0.04765909122013858,0.21271982799294956,-0.05785494099739483,0.017514829578894196,-0.0067049632990792115,0.06313458647611853,0.016925757410619226,0.020711158662492613,0.026877997666064312,0.019512996550658707
ICAM2,-0.04238235033393507,0.06192555559839907,0.09481560552214524,-0.031226629417932427,-0.0347389510906474,0.0243649415359092,-0.029328351502888282,0.018916865916395083,0.04214047285731362,-0.008749045484321236,0.014998147428721041
SYTL3,-0.090154624302721,-0.02252871863250852,0.08639659055499173,-0.028388821167725908,0.040289193407915265,0.05373487134022031,0.017349313220270838,0.1061170627715658,-0.013048231395247132,0.0066486844121160776,
IL1A,-0.037590504412092815,-0.06554953127382661,0.0076169858497703285,-0.03577240391235295,0.03425327525127262,0.018080682086897327,,-0.025389729513654296,-0.03855736194873649,-0.007535255875551007,-0.06449399342351654
HLA-G,-0.05940362648494243,,-0.03416730613719889,,,,,,,,
PGF,-0.03422261403723869,-0.04594612049376363,0.22189319788976927,-0.02274765620873842,-0.0026200356684484157,0.13112255844286763,-0.06999508390728786,0.035866164330350524,0.08817940159418382,-0.01347213200894836,0.04844061924713544
LGALS8,-0.024702105431207308,0.022624813038337074,0.04464406657145985,0.01939398114945802,0.06294519426868796,-0.05346577909645253,0.024294805756897242,-0.0031386987361917617,-0.054886305288528336,0.0097324330434552,0.06360165586791187
DKK3,0.08157068614896568,-0.20153104300588276,-0.48729395735506525,0.052453250802043216,0.011682255175515912,-0.309500395764584,-0.044038765103925175,-0.03363398611090649,0.06056045605909341,-0.02549375186174745,0.16583733303902998
COL16A1,0.09100454211573693,-0.017584635865244204,0.09237738152001056,-0.06512454805703981,-0.05521099623489352,-0.014554880784375356,-0.12133336384015565,0.002799468339164448,-0.03449849408051601,-0.07780513472112396,0.006130874581028811
TPH1,-0.020901004341471033,,-0.003447198869639889,-0.015460876242987693,0.010874013883622063,,,,,-0.05837997133671646,-0.032052169884756246
TNC,-0.08945969194837006,-0.003425762955108001,0.39777576090118816,-0.02049737826160026,-0.04664716359678015,0.25045287626360024,0.056806102414698724,0.04001491909010468,0.002489078339541414,0.02503490625134428,-0.008054798846046542
TNFSF9,0.020553367891077687,-0.0007139114317176612,-0.004471175801686779,0.0034210086183788075,-0.0010871697519259202,-0.0650117994175722,0.027527334423649154,,-0.012271285120815927,0.025100374158494615,0.1338567065666345
C4A,,-0.0285903047595615,,,0.0027871524088215966,0.036652381070778985,-0.03333462029318047,,,-0.04669966337007727,
CNTN2,0.018586002157235486,0.0027355633941655243,0.11924614877081038,-0.08017091297467738,-0.009205817448944786,0.1903313024677285,-0.024082746523293636,0.014560177514916896,0.044538930150757196,0.08719593346159915,-0.07885770433036694
F7,-0.02866413144122654,,-0.05489932824083031,-0.013006012262340029,,,0.009087958733951693,,,,
LUM,0.01662473726188904,0.039072212682295555,0.09192176659098618,-0.0008775057666442118,0.008511597270375442,0.13723034676381432,0.07798204365450646,-0.058478062317076245,-0.0008379322770067843,0.01098737494777254,
BTC,-0.034138709751637235,-0.006089652262441998,,,,0.02171512244902726,,,,-0.013093695236232076,
APOC1,0.03238454580329125,-0.06803822991659654,0.38885161583631844,-0.010422444203691041,0.04873329877183582,0.21858675736389935,-0.12681313182853,0.0400862993725722,0.0683753480487419,-0.09819707985027998,-0.01617781366841302
PKM,-0.0960700289410859,-0.06220492150952882,-0.14928070902399646,-0.04707755836534779,0.016447329645258586,-0.0714614601802682,-0.09195705026748646,0.07142252319552476,-0.014546487942941047,-0.04590800711833724,0.16249337263709865
TNF,0.029124323730704324,0.049272914075572195,0.09664944430974914,-0.019087936830561942,-0.034545778226427494,0.17062609898583986,-0.04326117654152746,-0.013372078390011656,0.035228739178654,,-0.09021139703509407
GNAS,0.0595852134298157,-0.07131080758645818,-0.39012330816278906,0.04175787414913244,-0.022612891122790975,-0.31381508809889996,0.16238662821759783,-0.055037679293231646,0.00010531042952056094,-0.002461972511196931,0.14630775072190486
BMP8B,0.03843843000103238,0.07122919625647667,0.2815405772841207,-0.005235081092925301,0.02604107880902541,0.2720291354380271,0.07007197415805595,-0.05839194026948549,0.038081641025361386,-0.027901883222959365,0.006355104470627845
LIPH,-0.030208949668866173,,,,0.0777556959910353,,,,,,
CCL28,-0.019195162666051816,,-0.09612759229794472,,0.039578741614301874,-0.049120259535293045,,,,0.08253086188366637,
PTPN11,-0.02649227053508877,0.01928297739193144,0.031243739819709387,-0.07330226569659327,-0.04223028245092064,-0.02900222266599382,0.026963035663923284,-0.02725530764059836,-0.045204344749805905,-0.02146413920199611,0.09190034031318325
ADAM12,-0.04153997285351632,0.08235046761361685,0.18666212202320104,-0.04251143745342326,-0.044283029747025845,0.07570700374387875,0.06354451397081753,-0.12546501898330834,0.036085000102101854,0.002375611752142332,
EPO,-0.03982020526569291,,,,-0.012773354094829612,,0.015661816082034288,,-0.031115851273414798,,
EDN3,0.005386295999048706,0.0893306227145367,-0.025562488216919366,-0.006625648534324424,0.09494841184710298,-0.021322169005301286,,,-0.02384384325540341,0.04479045791069355,0.040020832579940574
CCL22,,-0.0004872703575585171,,,0.01921913794861578,,,,,-0.04007007537862332,
CCL2,-0.035859638200347,-0.03346563168662441,0.08547426411371783,0.05671875225920108,0.019573675346538713,0.3007297940092315,-0.1063733613476375,0.025688958310270748,-0.015027674902105777,0.041142428285259325,-0.1387294738282717
DSCAM,0.040145631104085776,0.0036056549570963156,0.2708322740346909,0.0447428811929865,-0.01772837282909583,-0.11423557541488233,-0.04065307745519889,-0.015987624356153387,-0.06438015654674925,-0.00036323879286540283,-0.06305524428308018
GPHA2,-0.0331074122779293,,,,,,,,,,
ANG,-0.09555855288003814,0.04700602446526857,0.09270701168758991,0.044158413639301876,-0.008506575288699773,0.09764960600746081,0.07533743143626447,-0.028483398010638157,-0.03188273905774064,0.0217394021975837,
FBLN2,-0.061118443339212826,-0.015897529368213353,-0.08841193812179733,0.03570951814279089,0.046616079560239755,0.07385643245216292,-0.02096738267636545,-0.0008990464196601984,0.039434484409806944,-0.0590108113273127,-0.03279138949456105
VTN,-0.036363446763659636,,-0.00166944624674509,-0.02192389342660097,-0.02098518630357105,,,-0.022240500210880945,,,
VEGFA,-0.17373097035886934,0.01670657987077817,0.30850223415397016,-0.030379086388188103,0.006592361134624928,0.03691628865590809,0.14369397951816498,0.07212907524329457,0.04417316867700626,0.01794220444270024,-0.0710895847261776
F10,,-0.03755734377660727,0.06372804361424281,-0.02114805329961478,-0.014005706688606461,-0.02402348296231845,-0.07350045200995323,-0.024124943592405877,,-0.034668161396214155,
SERPINA1,0.004191856033665936,-0.015425113737254288,0.21139746664161083,-0.05848218714015225,-0.02531646648724928,0.2551547958387847,-0.07741977276127811,-0.03175070212003492,0.05552048814142306,0.03665305581221092,-0.039211240801830576
VWF,0.02928996873633111,0.011874162173584933,0.056833294699872215,-0.0013945760293235876,-0.05113595729374195,0.08009064993429206,-0.1172412926970236,0.05135467184162374,0.06647331410788679,-0.05223645641569644,0.009646076401448938
GDNF,0.004577751363596182,,0.14828815849139482,,,,0.07131658137414058,,0.08203854206560002,,-0.045354581763586
VASP,0.04047881672251333,-0.0028357731491819053,0.18343687677091583,-0.028171834985774743,0.03281628585241021,0.07402827799789259,-0.08018465187349362,0.0025376506056313114,0.11220743604992607,0.06934550489799371,0.11417920528690552
ADAM15,0.05867867995675464,-0.02180148308310934,0.21584662004701832,-0.0048643489960303495,0.029432286027586865,0.10864801360069885,-0.06501252197654626,-0.01924611897943569,0.04472488452634448,-0.023721995268257162,0.009361194265612948
WNT2,-0.014182428730142955,,-0.09535678847090805,0.044096549791779974,,0.046723369704545194,,,,,
CALCB,,-0.008811710728112869,0.011953492233939416,-0.014377097689239187,,0.049096479994282426,,,,,
OLFM2,0.061951525705096856,0.026323542196578148,-0.0021858780144542018,0.04305933174052342,-0.006689151234969911,-0.06011504413047955,-0.012935699354192559,0.017629043935806037,-0.015795462711463357,0.01327990834907245,0.06245714330108069
MFAP2,-0.019976780734952584,0.02138000829364055,0.2063879428645721,-0.022908777240872022,-0.033545271042966174,0.04049922362074307,-0.05492394601581301,-0.0007924738913364352,0.05712201489046132,-0.017091538879765947,
HLA-C,0.06939847736606616,-0.11477465006202077,0.18449563215141013,-0.013927736760080613,0.028912886995424242,0.3575018172004357,-0.13086713164170405,-0.07154606422009172,0.03060914410389267,0.024972272236807515,-0.019268348202386508
THBS1,-0.07920655139557009,-0.023210676795404464,0.19790838095126884,-0.014697857124308811,0.019882876257118598,0.26101128362948894,-0.05973773501114961,-0.03576170799874561,0.05215956356239232,-0.012557450713865752,0.01909369860815264
HSPA4,0.0664979101608698,-0.003377928088538925,0.11503938136861581,0.014848691823309463,-0.02057087546703445,-0.06608963951623104,-0.004396120700198838,-0.01615164792808229,0.023937401553106894,-0.02234424466296093,-0.028558748410479888
LMAN1,-0.060173974686390165,0.0015628646095278338,0.1700854781427713,-0.037828558455193034,0.003925720543917606,0.08948264371191754,0.08210803576627215,0.0010409819763014928,-0.013111570703706608,0.00929251173712106,0.025710148514393554
LYPD3,-0.01406377384436379,-0.03693533691968071,0.04616264036778812,-0.022302954935256247,-0.017883723155635814,0.013866978324867916,-0.03615450676266841,-0.036109936564064284,0.09715071144775421,,
APOE,0.15674159020246717,-0.07874006952898677,0.19239123847007336,0.019342233124230595,0.007278159212994864,0.2785809110314119,-0.07896022854044249,0.04198837778071794,0.0175769649285515,0.023236298708723194,-0.023555452683969125
SOSTDC1,0.06157686298337385,,-0.0892141358785884,-0.03984970802336812,-0.021335432214579054,-0.11305725443737022,,,,,0.1144365123609832
ANXA1,-0.10158656063017514,-0.09987127325809284,0.24625633784354256,-0.017549918592360988,0.03448274878340186,0.2743265244543554,-0.053953216529545794,-0.011931763095648688,-0.028746965221337278,-0.014342812657531727,-0.02833990150959768
WNT2B,0.009606917612072973,-0.026038641647465714,-0.0850484579435301,0.0025605984986490134,0.08809043368975737,-0.06703337798980262,0.0455755647875301,0.008869737497510109,-0.04380505469347373,0.13517144788519117,0.07593994950541542
AMH,0.07963478293617486,0.02941432527595028,0.10830812973494457,-0.0012720563768366853,-0.018412143295373672,,-0.04316708660853959,,-0.05470547773930008,0.03117405096862744,
GDF10,-0.04647535682694133,0.01726237910715206,-0.012877313474746181,-0.0069820061156872885,-0.017202064410389174,-0.10391640671297088,,-0.04145984676730615,,0.022697627662595744,-0.056943434212020264
EFNB3,0.05646989068205156,-0.01259724950854608,-0.20662034744573732,0.01040090306758072,0.05818501418508458,-0.18374448559275525,0.021055738330439215,0.016495685026942482,0.06843095525449554,-0.03749385371547723,0.09075593574429493
LTB,0.05006007086038612,-0.015304522282400352,-0.03311007603961986,-0.023528189543894906,-0.02222464920344661,0.06313416889973653,-0.05464046797036731,-0.022383193397141263,0.02404284248279194,0.005120381690139935,-0.0401212055649722
ANGPT2,-0.03219494732248877,-0.02576323735669669,0.24243622024058908,-0.05151318630158608,-0.060040879257201175,0.19579115950171086,-0.07537575408933635,-0.021397881485415625,0.08816715281518184,0.0025494758043163148,0.048598088996157446
NRTN,,,,,,,,,-0.027217172226124797,0.02099440557287513,0.10101048486453812
ADAM17,0.013020497477697809,0.030535577309374094,0.20307549566969887,-0.0839255894819327,-0.047758519424381495,0.03873389953535745,0.06604395549986751,0.0021530690513949977,0.03109899881110818,-0.010369890942538549,-0.04779216201857238
LRPAP1,0.1397206254508756,-0.045375351721920205,-0.14210203199780244,-0.007006315005608178,-0.05249347754070757,-0.10437206393276689,-0.0509882925014424,-0.043228930765392325,0.023273652949840514,-0.010618508189741699,-0.0012637057355923448
NID1,0.03723120673308935,0.06103721199285407,0.27747296366954777,-0.01490434829553926,-0.028040310037177628,0.17389279550195574,-0.022570055772990913,0.004210817752932987,0.018335446167586016,0.002729668731645512,0.031777260719114006
MST1,0.019695079642195686,-0.011242063554645952,0.169042141245625,-0.04690042408988548,0.039184178355835146,-0.041079890568432406,0.01902906706050379,-0.04392338627277008,-0.06002372525347675,-0.005045365808483654,-0.008805747668974049
CCL14,,,,,,,-0.004587375039475477,,,,
IL13,,,,-0.014562989597587313,,,,,,,
DCN,0.04493102483227176,-0.007948766758162116,-0.11622900911936992,-0.022696392886059034,0.05984338631849265,0.07649705799783507,0.08056637608753657,-0.045669778053723104,0.0019837522484757084,-0.008966254315027603,0.07569273515090202
IGFL2,,,,,-0.015142171525777223,,,,,,-0.009434920053722855
COL7A1,-0.02272194946100083,-0.023827023876006367,0.18837833144608865,-0.06810106449668997,0.04588152071493715,0.06480527507357858,0.012147854004968438,-0.0174027170719451,-0.06673399066709018,-0.043373590667789216,-0.0063181420003211326
CALR,-0.014484936100241017,0.06043101704858416,0.3632279627884398,-0.06162051474010825,0.007514966704803437,0.27263364342942487,-0.037445278438810986,0.06359333275202135,0.033682938978836875,-0.04056687404725716,0.06682409456294304
PIGA,-0.054331164932315414,0.10884217138766535,0.13101392173859192,0.018767320580827647,0.011787675300990848,0.06597548535790942,0.03570629612032568,-0.07118422985868846,0.04148489825650364,0.03552490400408545,-0.04005455988187179
CD200,0.049195012897491605,-0.030671099414428672,-0.21396567177065928,-0.043165459163912824,0.05085023044876512,-0.11060070336798093,-0.07793535259400607,0.06827119407351025,0.040233968782609056,-0.008182105954383859,0.11712398652187242
GRP,0.08186372559771939,0.021300782111396153,-0.044161005496091935,,0.023195947089576695,-0.0019474538095341832,,-0.03836824880106516,,-0.03283508043255679,
CDH1,0.039283021348099384,0.09416969865954614,0.07097096260018375,-0.025644897474358042,0.06714002069041848,0.13348010105822372,,0.013090846799775423,0.01509791808982848,-0.034412225205684044,0.09674079122858525
LPL,-0.007133020852664138,-0.03963837305701836,0.22025286195124805,-0.043676189343329556,-0.0013106491070788964,0.04297093221183236,0.009748462909556822,-0.00884172284589322,-0.032000196753310735,-0.08139933260870423,0.07626482824521552
SEMA5A,0.02702207709064606,0.030670415898714283,0.5018467234148536,-0.020614660440953888,0.02780856166257081,0.1009315514719778,-0.043756155045558555,0.015568529245171962,0.09896830401105124,-0.06872974247598998,0.08954977875706574
SEMA7A,-0.002044348541904966,0.031199915386302825,0.11857056382050107,0.0012832070187596913,-0.016131967346521916,0.05387617310258727,-0.015302151689707742,-0.10575173541953609,0.0654446286076647,0.0011892315171702608,-0.0013548333347828652
SEMA4G,0.02750363134717184,0.03023500913298366,0.01215219883842007,-0.04775976442905253,0.02643022373707191,-0.0017523251640201428,0.030876360685586152,-0.005463394030177803,-0.026781768564811143,0.004865986867872122,0.11050963638195566
SEMA3B,0.06644572225305768,-0.02590672116627476,0.19462794964098942,-0.015130611471138767,0.04512269941813229,0.18466021427510843,-0.02996627463765511,-0.0417778242409694,-0.03863383636011877,0.03595928392378482,-0.05096988301028039
RPH3A,0.13333566664852894,0.019098325063468386,-0.08865388075207802,0.026392977114326168,-0.003739734634787502,-0.26066410847605026,,-0.030141738978571867,0.06074556663165343,-0.07274390902755211,0.09330516943987727
JAG2,-0.04323760627350874,-0.0018591394675246877,-0.006599536438915681,-0.006481521398918135,-0.0011196779675820903,-0.07726503574232733,0.025058921881077726,0.009052962784277809,0.03430060415739017,-0.049324858764389565,0.06593873916639562
CGN,0.007641526780471899,-0.03540940233898118,0.022660402149101196,0.0010761363316197845,0.023541733935764936,0.047073409003566394,,0.0017068730435871099,-0.042050496455305536,-0.038540449752185166,0.16437317095960274
GDF15,-0.0053917161813771914,0.009346058818601555,0.15443197318703758,-0.03757114920784241,0.009135541884885644,0.17398815780582025,0.0026483865687271613,0.01689568800961048,0.02032354012069251,-0.040825630494171435,
SEMA4F,0.017311912011414278,0.010193538459885758,-0.06874458748612787,-0.028693928444621417,0.02037813504804827,-0.04818903665924797,-0.029643615660502724,0.017784340327714754,0.14277105151038663,0.0708294287624104,0.089245748935704
NXPH1,0.07074044255382882,0.04809136891351295,0.23943059131776498,0.0004456125648179551,0.019853409563970772,-0.0786676226085556,,-0.016856860543734302,0.03662035655107118,0.058245217462531036,0.05347484074560152
ARF1,-0.01923272953615033,0.07016531685413722,-0.12804413808437434,-0.04858569302680432,-0.023875631420953235,-0.03634174959803902,-0.07453596114536669,-0.08662494637656691,-0.008977363442710105,0.013708725553484473,0.07459479231626166
DSC3,-0.00878228050176184,,,,,,0.07792394933800084,,,,
EBI3,0.037499893094798877,0.022830543578685056,0.03421109688479116,0.007429654872380164,0.05266555734261214,0.1086388106143317,-0.03157512552340176,0.022793453803045365,0.005370576740771938,0.08199998334253128,-0.07387611502214009
TIMP1,-0.09605360417927028,-0.10820055857297371,0.2617979718011415,0.0004294946839922017,-0.021341661884650316,0.3593070037045793,-0.05695970390653908,-0.05396341346820657,0.04661394425920569,0.011508808800705298,-0.0038540414937586333
SEMA3C,-0.021410574980226478,-0.00025782684871745944,0.0108152119084705,0.04834566703193309,-0.0175454310732389,0.07017792942361388,-0.028092752840123063,-0.043262903264084045,-0.038994011613313104,0.024086721640340814,0.07152822006852949
GAS6,-0.008911765283270517,0.034488242931216724,0.07115600430864018,-0.07452609429858856,-0.0011900452331992694,0.033897681860924705,0.015425851618077451,-0.010699325685010672,0.013115730463583958,-0.05835189135250457,-0.032141492811126514
MEPE,0.07706827590923722,,-0.09529711856014778,-0.022922603625256346,0.04622591198718027,-0.0545241337098934,,-0.026223816255843118,,,0.09799421212099992
SERPINE1,-0.14141961690268243,-0.06799457535496055,0.14055646480823186,0.03254716301496631,-0.0022782477650548135,0.11253057904074104,0.04818857032557448,-0.06771340720980357,0.0029602988887951227,0.04564918510565547,-0.021257199076566216
RSPO2,0.01327883820832803,-0.0012395875749837354,-0.09304864555536142,-0.035324783800454666,0.008402729703558372,-0.0396262773158505,,,,0.005048693875080861,0.06389670285938671
SHBG,0.03098556210883508,-0.03444173549398054,0.04313021858921614,-0.01872884001336964,-0.02571942519176396,8.908390839596018e-05,,0.06783451727710949,-0.03616419538724548,-0.01522846090151357,
LGALS3BP,0.02246666516881441,-0.0993469883803613,0.35625739348710306,-0.048177332242345564,0.04571451714660727,0.4028533309370133,-0.02527711586668256,0.12115950417322621,0.0123992453473798,-0.0009643267058969107,-0.07122442638930886
LAMB1,-0.0009657995354621641,0.06719815149368323,0.3281339185530161,-0.030791546098143368,-0.023729420537643483,0.09489135255937503,-0.04988453716257123,-0.00388181388598308,0.011614458472894539,-0.02304940083094387,-0.012059033701944501
SPTBN2,0.03676344797404413,0.04421824578467193,-0.1432923178552211,-0.014716047456945202,0.029204203455965735,-0.2202873664119763,-0.00214591705633295,0.040735176498532304,0.017483533946557182,-0.010984609241036619,0.10740138293507508
COL1A2,-0.026793592548062798,-0.1888688699011719,0.2364308599682875,0.012400362158216776,-0.03290043593255621,0.23300859157130008,0.11975779906284989,-0.019775861046509788,-0.0009457922111714347,-0.030893622883452862,0.05589211977427559
DEFB1,,0.00428877837728854,,,-0.013490783050489062,,,,,,
