,MGH258,UKF248,UKF269,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
MIA,-0.02223199120683366,-0.008717132582469546,0.05784901134034234,0.00820919939821193,0.013189858187223664,-0.06898793297626288,0.0891766160901258,0.05390441494770507,-0.0010042364528208996,0.055582661278596034,-0.05172501628516809,-0.009758617742086393
COL4A4,-0.019670780304333193,0.05310873359038768,-0.02689823003572546,-0.016435346959405277,-0.019618147163080645,,-0.031604414960017285,0.03498521487672576,-0.016109765313592962,0.07037300549062322,-0.04198380197986342,-0.014259966415586994
TAC1,-0.016985060434957754,0.037441135899752204,-0.1331403849109476,0.05560874122832764,-0.034767462503046694,,,,,-0.02332180856837586,0.06838268464930741,-0.0038316077555624367
RARRES2,0.02486692799211756,-0.025934047540790317,0.16997279153878325,-0.013848150050358202,0.0478674869104946,0.0789162566846187,0.013308004642942114,0.0035510443917207103,0.047642883471620164,0.018616296301458207,-0.024991399534818166,-0.01565285922945792
FGF7,-0.04608322638342247,,0.029704152097414897,0.013907594811215188,-0.01986131499018684,0.01532163823402628,-0.027540219304621194,-0.002985515852209828,0.06562455988258027,0.004124165144880765,0.03392234871074489,0.029004956460675035
EFNA2,,,,,,,,,-0.026339120871146426,,,
HBEGF,-0.05317914279432909,-0.0090006683949706,0.04159624678922069,-0.034676963632151774,0.007068928011819268,-0.15046018496649485,-0.00896312369494448,-0.005648560460200796,0.04731251840206337,0.080973733112329,0.024035011474039927,-0.014085439867842461
CSF3,,,-0.014030680804146442,,,,,-0.010572832140580196,-0.01785618480526322,0.02018821575976399,-0.015051821061750927,-0.001087670779193019
PI3,,-0.0411134254197759,0.0318332131317017,,,-0.055411645618159984,,-0.03480956156752338,0.012011731396889951,0.015120897930388587,-0.0327026066898546,-0.036255413120632005
PCSK1N,0.010376479855419061,0.008434979116467034,0.013203020246786105,0.0010969143645856798,-0.046375844109595,0.029832236526430966,0.03514165631615035,-0.06003393002804111,-0.019536004319684164,-0.03614429912444152,-0.023692164605633316,0.039133239498909726
NTS,,,0.023872619961042185,-0.018775473414429384,,,,-0.024738415057190728,-0.032089220579734797,-0.04480787640505906,0.013866602763121353,
SFRP1,-0.02471369197187137,0.02774400128627477,0.010066017552124105,0.03510193905559164,-0.0031504478156814393,-0.020692200889561908,-0.04348147359874887,0.023810174825414122,-0.03959921412140565,-0.028749571328120633,-0.02177173847709182,0.05697638106741932
CXCL13,,,,,,,,-0.00046757479321294607,0.06592210686534657,0.1307302994771312,,-0.025940686091257995
MICA,0.00777157918574989,0.02839143623579143,0.08648507669068867,-0.015776498616177505,0.008754207058171249,-0.10155818586342619,-0.020241515743832164,0.07114120576921606,0.02991937500012954,-0.028357740228680827,0.05945655934918469,-0.008885901020684702
TG,-0.01967077587144711,0.06010258362560494,-0.03434603018633619,0.01863805158978359,-0.02069750624944528,-0.035289912222500205,-0.03136313770503439,-0.02501483716966195,0.025215458962995662,-0.015949549938419617,0.1627886050563172,-0.028586770314035233
ADA,0.006145873098904788,0.08772380103655272,0.12622537461633773,0.0837215848797214,0.05605396342245038,0.04712403098969212,0.057581593276930305,0.058665170132270586,0.06362861859583671,-0.05217545081737231,0.0934108670786915,0.022848362053935412
LAMC3,0.020092296323955625,0.02675192151514791,0.16470003282184792,0.03412840283395061,-0.028506269771197322,0.05109109368903799,0.041674183659627266,0.003020977196234032,0.0796480766823974,-0.027193711757889278,0.03476856626208098,0.04074250748631564
CCL7,,-0.02485795026852514,,,,,,0.03398372523893267,,,-0.015772849429102346,-0.0259792899118727
NGF,,-0.03486618964250975,,,,,0.05706542521610858,0.06751777995341086,0.039207219158846285,0.18798497605026285,0.034131997517145116,0.06468665876719024
TNFSF15,,,,,,,0.04321111721850265,0.0048575455704989645,,-0.012034279181103192,-0.03166658945266009,-0.0353945000098983
HMGB1,0.019489046253679636,0.03468225816547197,0.17215352583699814,0.05734691634441261,-0.025372801491478914,-0.045520499113677,0.07289948553442656,0.012692234977074382,0.03733539003504595,0.04668261018215886,-0.01591888375062801,0.0432263702913983
ITGB3BP,-0.0708886901169067,-0.03523853535386365,0.12967170285895388,0.009771942636872769,-0.018150177178898528,0.08620748946907286,-0.002191804462313693,0.024837758013618243,0.05032763640711904,-0.01943103644510145,-0.0070674421378795465,-0.0011073224526421826
AANAT,,0.02473973412435441,-0.025669714428329826,-0.014262697303464704,0.12592000963100253,0.0006515334996016671,,-0.024753040596823647,0.011307242889752543,,-0.01668833245816784,-0.01952737164042488
RELN,0.0968144250019962,0.03108491475824886,-0.055212058010007656,0.00695482556921303,0.09830810706714116,,0.07909601122604722,,,-0.014536105067922418,,0.06958531172375251
IL15,-0.03496224776878317,0.021770443850231906,0.07840256710714241,0.005015063152308747,0.022139513635932785,-0.05433679422675223,-0.046104223415988424,0.013755881909413483,0.038549082512191024,-0.029355310723704214,0.04728978407601483,0.012004452677139453
UTS2,,,0.1175477021477924,,,0.01861122858832612,,0.08220201924559788,,,,
BSG,0.11462643714527641,0.04080921446677133,0.02582878723842752,-0.019599364326925123,0.06774629241780582,-0.024268782369733496,0.05654693474057417,0.02666484106305687,0.028054678935771196,-0.03961757301012193,0.02205763892872902,0.0305876356129318
ADAMTS3,0.08639004528106006,0.024647036434970054,0.146969862187656,0.031960015086579016,-0.0037159420661328772,-0.009065974531134256,,0.025954474684414818,0.05834978547836976,0.005706889485497181,0.01956272244971709,0.08749684471323116
CD34,-0.020122614694104462,0.05986836548165072,0.09514503236068768,0.015364672373857637,0.044498801090811335,0.06374289742070892,-0.0465365569141451,0.03838087605677464,-0.009729878070174553,0.05592342965016318,0.027667516412338215,0.03403576113334404
CCL23,,,0.12194261110625654,,,,,,,,,
PLAT,-0.02444679084653696,0.04921624850764634,0.16613596665716726,0.0009387302698463116,0.022433080569713507,-0.048801587309119016,-0.07982122931000493,0.021911974819264428,0.04767646507933256,-0.028039049258668316,0.07564510435869216,0.07737416446162633
NTF3,,,,,,,,0.03969854923426819,0.05203141833664536,-0.008605620321210506,,
LTA,,,,-0.013736463908757535,-0.01714191479781961,,,,,,0.0528291849497558,
CKLF,-0.06454416983819457,-0.007328038327625972,0.1703507009625335,0.017402308846840204,0.045435371073984605,0.07981358141666986,-0.04814097466516276,0.07387814120533105,0.07722583090052972,0.014302860619740102,0.054256680389089436,0.030334453686915723
CD24,-0.034601896123706996,0.038404567115767806,0.012156105062906679,-0.02683555540769412,0.02196123737025241,-0.015108752245917628,0.004621989284713388,-0.032809704774598235,-0.027711642108238434,-0.00047231763546039804,0.007995236354644632,-0.018522268718512487
HSP90AA1,0.011348428012923906,0.04727192601130181,-0.1677021999602814,0.03624925719099946,0.009075963670517842,0.006471757832921053,-0.03379267682632442,-0.05858580753145392,-0.0398404339249076,0.004283375355688317,-0.053718269261895116,0.016538145345312977
BMP4,0.002453784000813778,-0.005806359381089866,0.010037962164383669,-0.031457405702074816,-0.014606681900563662,-0.03562946597610447,-0.03240837465954658,0.048012257879394254,-0.0029950716458788415,0.034624345019339746,0.07351337870618084,0.00779263008716854
SCGB3A1,,0.029151170219771042,,,-0.011961401453576204,-0.03899909267322772,0.11608790263148475,0.0633774214296638,-0.03324100705327085,-0.024991400514248384,-0.0068651894934004904,-0.03924036652118438
IGFBP4,0.028294643707324114,0.0522418873297939,0.10531315564731894,-0.019296114422655667,-0.033264673274402,0.10709811324690308,-0.015891517218449506,0.041077204810153554,0.0013495452415051411,0.06032869951089326,0.051899681348395336,-0.0017157601837205203
RSPO4,,,,0.05148221371307974,-0.009532941325739216,,0.007876970137318067,,,0.07148595416287375,0.02614509180546293,-0.024623242141754917
LEFTY2,-0.019476285434884603,0.07735163459051403,0.18523094001615853,0.026208296692349257,0.12367915216046436,0.06552129761808846,,-0.023951847246268577,-0.030285256726917033,0.009369536690955638,0.05132011180751503,0.009145068781187817
PF4,,-0.025786130540328942,,,,,,,-0.0241416278206942,,-0.022459975299226366,-0.01928877886813411
ANGPTL2,-0.05467287820513852,0.004796809198070113,0.16357028916834546,-0.04107192424364437,0.0432438413415665,-0.028462885694139264,-0.009666468895089795,0.017261480402820606,-0.016827363070685525,-0.0008526939578988721,0.08538423427440701,0.041896442130871826
LRIG2,0.01112608121048724,0.028167674964267076,0.07443994170024341,0.012671219207952908,0.011629222565791934,-0.05472783889745065,-0.0488269079903018,-0.008696302633545415,0.08178734587373343,-0.004016328983481816,-0.02607240604358626,0.09074966380083227
ICOSLG,0.03900743097410872,0.040375238669004894,0.07166858258493668,0.03885889940494102,0.047988915174121516,-0.08032906043843438,0.07165775624770712,-0.026501556926542696,-0.01602236053757607,0.0008457772022432779,0.001241672047968027,-0.009554531986827944
WIF1,,-0.046397956475094475,-0.11570810520509499,-0.012328566084821505,-0.025001965270565283,,,,,-0.015645714469835016,,0.04836448792377899
NPPC,0.024352951548974187,0.001692979955819794,-0.06278302263160004,-0.02404911519291441,0.0450748105514664,-0.048720831057467724,0.025322622873595973,-0.001846812352096991,0.0499126182045924,0.029964573961272088,,0.04605240883761087
LYZ,-0.010481089645104406,-0.04510111260230603,0.045319426691605054,0.013344832412246642,-0.020455706636763177,0.06298044199972133,-0.025422551224402484,-0.03818437603899037,-0.008669766795800971,-0.017400229666804146,0.0019179622761485216,0.0022340645212625596
EREG,,,,,,,,-0.027298272809342165,0.005790050932209141,-0.02096285170334093,0.052283817139048124,-0.0222070984460022
SPTAN1,0.01722659555636762,0.051559798296764194,-0.07648117616130286,0.025517619255077804,0.00963957927906797,0.07980942383286994,0.021475309348705347,0.049174856760222235,-0.0023919953787576173,-0.008000655379974181,-0.0018014207354250622,0.02844046730770956
PTH2,,,,,,,,,,0.13407732592180494,,
LIPC,0.07022654618530125,0.034472212383491435,0.10476929798903672,-0.010258652002649,-0.02692834512758007,-0.035125990773743856,0.045281186181698,,,,0.08932347057432626,0.03529781018856377
COL8A1,-0.03355589131001168,-0.028008158863005266,0.033477885910343064,0.03957528807521587,0.04411725267120435,-0.02982724414171781,-0.11421127211211292,0.017749196408876098,0.02240040173323819,0.027664620709115264,0.06696570158486338,0.012654175303953989
GSTM2,0.022456284089642883,0.05361400659623761,0.05124784982140966,-0.030063137512197146,-0.02421815370632425,0.044034120132079836,-0.05422249148282422,0.056900521129280957,0.009132854202090545,0.054982779773851506,-0.030293551115250443,-0.012291759343309935
IL4,,,,,,0.03127588019723855,,,,,,
SPX,-0.050426178584835966,-0.022900112854368996,-0.05749002739811847,0.00296804733629035,-0.03231838945122315,,,-0.02844826529199792,0.0280971726982637,-0.0038504922825144164,-0.018216993053388277,-0.03125432621512819
MFGE8,0.06952442528433099,-0.03530931906839877,0.038320122479907945,0.03716698045748221,0.05577608315259762,-0.015429428314256125,-0.04049424941496878,-0.0026909199541945137,0.004001000042772885,-0.016889902316520662,0.05715141717604131,0.03183501310624429
TGFA,-0.05488245484639877,0.008202168047749713,0.05685203752881612,0.021887927882429815,0.025113864008971244,-0.06876330308542515,-0.04213976835630449,0.03721126250515178,0.061659362566834415,-0.005907480771138522,0.04045725635922088,-0.00561055964500406
SLIT2,0.0027246808925326907,0.00043500045862457425,-0.06674881863524776,-0.02488925902001726,0.04028535554564921,-0.049777273792511935,0.026976181787196737,0.11961431382136621,0.048969606656257145,0.021780792209257632,0.01921332198630625,0.058690837173463434
PLTP,0.01186360026886928,0.052892186543065954,0.1511917691251988,-0.008296419963874615,0.04526323451482041,-0.05843839020734237,-0.05558561739117196,0.09240573094724552,0.08219778214746842,0.08918524678673796,0.013321017666849242,-0.02084289508585626
APOD,-0.1045371225896618,0.062308823900777445,0.08442679092988055,0.017913728410462258,-0.016203405858099644,-0.015166464200328682,-0.028543834577944332,0.04940842569825799,-0.012273664717781633,-0.03984164818481933,-0.09449539845876574,0.007481943330034977
B2M,-0.03850018268741479,0.03759659618030113,0.19478093299937374,-0.06300770482898968,0.06500780001434,0.05390681192319044,0.010527398435519805,0.08110153251649029,0.13191564783875598,0.03868339506626158,0.06142162129959669,0.014263620865369638
OMG,-0.06626997860981558,0.02694213010030257,-0.06191772826190693,0.028776605256757258,-0.004704170425735906,-0.07053651851423355,-0.008772692903397212,0.03840630170122224,0.017807543861580396,-0.0687058358307458,0.01388720845316879,0.024352843260796862
CXCL3,-0.015840938197892136,-0.004825105236890316,0.023257947375200847,-0.047356935665344664,-0.012345282821885673,-0.026856723450750308,,-0.020342381449953626,0.05390808914835013,0.0015386308534171803,0.006967032565707858,-0.014866528436482826
CXCL10,0.0060795882617265505,0.021034930709255793,0.17501620622938283,-0.06809673917546867,-0.0020682236369395646,-0.027615539861258587,-0.034220954282527076,-0.01421550047580784,0.07027947144285257,-0.02299752714335434,0.013613813138817595,-0.04467771985682267
RSPO3,,0.006075936593368012,-0.04215103221190644,-0.02412985223294111,-0.012900582616851187,,,-0.020933510433840036,0.033892645769860015,0.021828467882902873,-0.016006357940327207,0.010623506843608452
CORT,0.07695382061121561,0.015188743514906195,-0.07295180493378069,0.03223911053722718,0.04556559506226583,,,0.00845764581848644,-0.025262986489471402,-0.027991619359112922,,
NCAN,0.010480974622643052,0.057528252358814896,0.06351741868743951,0.03814538162784231,0.008861932814184733,-0.05917816447469117,0.06502869854469441,0.00987231978838661,-0.013622199749615834,-0.06638118390589333,-0.02970639310832553,0.05225667734248185
PRG4,,0.0411862483937984,-0.015058845447938842,-0.007018730561762229,0.006731475720831985,,,0.025282292754144266,-0.026545454434122453,-0.031012666602261145,0.020414693781980974,-0.00796237558207537
ZG16B,,0.06796427053510622,-0.029650449876752225,-0.01091486755085125,,,,,,,0.12473126613445279,-0.016455306628046798
TGM2,0.026070021241639905,0.0033513063701408304,0.09867035344843168,0.01876832328615406,-0.0012552422248163129,0.08375314503462103,-0.03999112868240319,0.015650586694889355,0.06221596522842242,0.03670961452478423,0.008261147215235458,-0.0664472565363492
VEGFC,0.02851182469707646,-0.017150333043159244,0.08003404725938483,-0.009836179392033611,-0.015392714556242365,0.2526740640223561,-0.03241157040137153,0.01204673417390627,0.009190279308949658,-0.02872514261786996,0.05732884206134234,0.014514295368107945
WNT6,,-0.004335159135572925,-0.024641080281902754,-0.02429064842695862,-0.013433983979914332,-0.042578039260905365,,0.028641676502560276,0.009097853825703594,-0.022337012222754877,-0.024103635318057134,-0.017003268695004622
NRG4,,-0.02289504489867979,0.007516946794191314,-0.020969227839597978,0.057045924753938805,,0.12179327991744521,,,-0.02222530297046335,-0.016006359734258045,-0.02557030817414641
PMCH,,-0.01263608492414899,,-0.015976343009491033,,,,0.12687106224806957,0.05884112820256253,-0.012796411820130771,0.09674446443514761,-0.032746459628138616
COL9A1,0.0510873285415697,0.05593564950151663,0.06485232211819832,-0.029253270587196505,-0.004086734447239867,0.14018616242375215,-0.061519813871926,0.05247858985257935,0.004302909834642685,0.04733415012861974,-0.004013641542997929,0.013106736610471471
GDF11,0.047843445314723496,0.06561367404731089,0.15244208098157738,-0.0002507176702827451,0.06594268607424408,-0.03716197871276598,0.009369995019365989,0.024224911411335526,0.036870076559286744,0.02264881452198007,0.047922959557861876,-0.006184869813306703
RAET1E,,,,,,,,,,,-0.017558862900227398,
IL24,,,,,,,,-0.021382529970076895,0.06560701606489236,,,-0.028586753898713752
SORBS1,-0.04060808140142456,0.01131767826014089,-0.04183431108392435,-0.023564210999335117,0.06915466317763386,0.02130478387915965,0.05160786859515061,0.001896363211216532,0.02514151354650997,-0.037920766384098824,-0.03345308671535703,0.10537737296854208
DLL1,-0.03284156994785478,0.01499315436171037,0.14563106470548134,0.01803218632753143,0.011490667822242518,0.02811285002688352,-0.029679869446053345,-0.005926858989631025,0.035693425184434205,0.03178933627394864,0.027694731407166412,-0.03967492005674311
TLN1,0.06623183816417004,0.033329605053299675,0.1266083700484079,-0.010852015987257388,-0.001955566168945649,0.07571832504525605,-0.015532778063155495,0.010670943110156062,-0.03708729883473744,0.0038453354365114933,0.011179103089600989,-0.008998563310543004
COL2A1,-0.018475893032150806,0.029168192816229635,0.09023252545284655,,-0.012532996588015056,,,0.08033423194182013,0.07596094091889198,0.0856273823333215,0.01161432054921146,-0.02303747519180451
SHH,,,-0.026494747019310563,-0.03569759012121225,-0.011961400408075255,-0.0653195806504031,,0.01032453517499292,0.035718429959019984,0.0483344633476438,-0.019064972304317723,-0.04659193595031081
PON2,0.07034184847039356,0.08537253325146996,0.15686283800617878,0.020577979706315613,-0.011452647156232709,0.013959833031207156,0.012294860039322014,0.11815863113872385,0.08411618712766698,0.0009580077506505084,-0.020603739760176147,0.026043862280991502
ICAM5,,-0.002328588483393617,-0.04167786772862788,-0.018279498154010237,-0.023359968878323926,,,-0.02580476123421489,-0.0026405350656331394,0.028446262300890007,0.10547632792442971,-0.021655094830557373
HPX,-0.02098643635221289,-0.0241105931993936,0.15656682880945222,-0.021419751088300885,0.014707304880199105,0.14736172965973995,-0.0411143331300402,0.014056166517200366,-0.00038090943798800423,0.06077392358357546,0.08738146219389033,0.04759808801181812
SFRP2,,0.08638856197700209,-0.02689822211517401,-0.017851961836265313,0.0199013360754396,0.0632531078915355,,0.055406620988893894,0.08592122813529436,-0.00659180536088201,0.005006390628356363,0.12518752969490307
CFC1,,,,-0.013736464738923006,,,,,,,,0.023131573065258034
CD70,,0.0060617482209442955,,0.01918218685434729,,,0.023048464982960325,0.0766584993094552,0.07578515514462036,0.09655438077171505,0.0761199062682263,4.960480047174128e-05
HP,0.03216706040738369,0.029042480962511618,0.004280205159096426,-0.05309286982329057,-0.02572940448751148,0.08675867782403279,0.008055520137274086,0.0806397227472201,0.10337193493618922,0.0658311752170755,-0.023943763478248583,-0.016541885333440243
CXCL2,-0.011258827128163442,0.00380666544796663,0.03915137065550027,-0.01660733284120004,-0.023674486264276373,-0.025366382956436662,0.029306449145093214,0.044999230651214195,0.06131159460046433,0.06153832831775222,-0.05494662910309198,-0.013212550453572674
NPPB,,-0.032069158506581374,,-0.012028207169398841,-0.015392715675798635,,,-0.017170053666457654,0.0768074919968255,0.06138666966137918,-0.01623666931859319,
CCK,0.03591745764884684,0.03456233379044864,-0.17062899409068005,0.01106220143507944,-0.05283614532836209,,,0.01542793687715532,0.028930817117286903,-0.0518108698294462,-0.021063343282892475,-0.046750209713777274
SEMA6A,0.016669168000717174,0.011076349562034517,0.11421427019413136,-0.044058631260550915,0.027470481350714056,-0.08887094655472111,-0.03566316530708696,0.04006196242721065,7.85461232329448e-05,-0.06640057922217757,-0.012586912731687019,0.05128325085304573
IRAK4,0.02014954540731772,0.0344366743851051,0.0746994611725997,-0.014635071793409454,0.057365328753389545,-0.03197662528701157,0.06373501477346484,0.027017491701956095,0.006224421811745639,-0.03752102297882289,0.01095351885926269,0.029975868827485236
GSTP1,0.04268743835488551,0.043623516038302515,0.1580876819775321,-0.03380819200977247,0.08325382720904187,0.06062785456401498,-0.018508108623564883,0.06726336729722071,0.036334621433922826,-0.006140100177629755,-0.010370797508270982,0.07715357896880036
VCAM1,-0.05316970293339463,0.03936826123812851,0.1681399788303235,-0.015655049646023017,-0.033339143734299345,-0.06365917167276801,0.03616039958459247,-0.017320090500555434,0.06482421448210647,0.028045767548869328,-0.0033171711247749636,0.012489339079079705
NXPH3,-0.003590604015727317,0.04165423630906682,0.06122065217031393,-0.029568346789616343,0.0008836934862045092,-0.07328119873437766,-0.020895344457620025,0.025863528920972597,0.0003942121966312561,-0.047652916311697026,0.022183414632396727,0.1280035050301664
MTMR4,0.043400661922484735,0.08327452294774133,0.054460927241355817,-0.006659220570798044,-0.015555055155660474,-0.10863910190221866,-0.05499140018668318,0.017934658014428055,0.07402891904196128,0.013136262459162195,0.04534866810274621,-0.03324450181496836
LAMC2,,-0.025170936174972704,,0.05794030355394438,,,0.03096150152248153,0.0065912754503117295,-0.03119921551742247,-0.012420913627786407,-0.0037030609132187335,0.06142539136888376
IL10,-0.020431952130344457,0.02998909858457296,0.001900818898958796,-0.015500326702959519,-0.013778668922308081,0.010140380076029082,0.17183433767333509,0.01325933256180676,-0.010842749326466967,-0.030930616010396633,0.02273136171025015,-0.042834060315294714
SEMA4D,-0.010109136395304875,0.04307802706077248,-0.05399716348808156,0.02658257888365479,0.015271082268686002,0.03557488097604826,-0.0705356545829004,0.021110053365887883,0.005719936700178402,-0.025491449688461763,-0.03587889229691609,0.001436992615088319
TRH,-0.01806155190706822,-0.00447495106061983,0.010740454414864086,-0.039902054296381516,-0.011840615007797012,-0.01582473782035205,,-0.0009358381200988607,0.035066198273219044,-0.025367896121075376,-0.018186158491802887,0.027973088254124624
SEMA6D,0.07191765668915237,0.013302224734563457,0.12372740771309061,0.010796442872379321,0.028763029995585082,-0.0789720382561298,-0.02765999669301852,0.04549121209050594,0.11394796608952128,0.0032044362765886137,0.016504186962014143,0.06630236398662413
CEL,,,,,,-0.043008561543693834,-0.019437693410793686,0.021278241038560734,0.04732087318515852,-0.03144255869293099,0.053968097938075305,-0.026306589374877926
PDCD1LG2,0.06800717117905393,-0.013515548376647682,-0.01079646241330619,-0.0469902411286753,0.019902081844600142,0.06290660858549726,0.009839888759422738,0.002822617006798495,0.04404669762654633,0.09206114294695383,0.016294623138618958,0.08862423128838164
SPINT1,0.059923346647970416,0.10685001996096306,0.077331655797191,0.029894593991537485,-0.020224119685272702,-0.03414375978256366,-0.008745565819462803,0.03375816033897012,0.026871941065468505,0.029436716657075705,0.05715031159527594,-0.056831627414641483
CTHRC1,0.008544969542962615,0.05053221778193467,0.10964619116223515,-0.047933575559791136,-0.01592562539064641,0.10096776845285028,0.007352448076239656,0.04885574916268683,0.01282670189871503,0.011537360695684408,0.04304805774232821,0.031626799612414463
PODXL,0.028186022560260204,0.01074086280914261,0.14010791479870568,0.017708218567149575,0.013316498835756042,0.07323502938652886,-0.12482791361442105,0.10465997134338709,0.07550104997753132,-0.056265817801551626,0.04088628970919989,0.07143029890662372
JAM3,0.01014892774578884,0.017732688689428365,0.13639372446425388,0.05746436731029703,-0.013555964632223838,0.09724973830085548,-0.04699023893599165,0.0546362174445211,0.06612986034189662,-0.03374999755295925,0.009277981062331823,-0.0220076687677813
TGFB2,-0.06291928637922835,0.016122383495534034,0.1462092449250767,-0.004242986445834695,0.04075473893461538,-0.020765389377390458,-0.012255571230228754,-0.012447114768580039,0.03964199375625307,0.01794522216108272,-0.021462153970145587,0.006390648920755492
COL18A1,0.03097823561046858,0.04846500584167048,0.1275953531722695,0.053512496710816926,-0.009366341184727983,0.04006460509250576,-0.07676840965457783,0.051258348305759885,0.006105557060027508,0.0676720096897957,0.05043116450736296,-0.018929007047592556
NODAL,-0.02857430300741569,-0.01094901265054017,0.09263853317172242,,-0.021161500016125653,0.10520420682703467,-0.01331815813453106,0.023296373198136044,-0.02934512296247005,-0.01420424631911339,-0.024889411735963464,0.018434897087486676
INHBB,-0.030521453581747904,-0.03416044100146349,0.10032430373301231,-0.025885740517580386,0.062318081436939565,-0.03235287797292839,0.013357769291986742,0.05468455746520686,0.0511203161119713,0.03650992139812596,-0.014009722459226461,0.018235993135272993
LCN1,,-0.02517094183853583,0.07481039800053166,,,,,-0.006989130134430783,-0.027712756963829056,,-0.018390833318955243,-0.01727111306533824
ARF4,0.0003249240421040513,0.04370147110436592,0.12939971982729406,-0.05187196445112501,0.010343856188425695,0.020812244964395783,0.05169668640380313,0.057581583333211596,0.037729978008114895,-0.013787051266867164,0.05987241364842726,0.026614847482157675
CXCL14,-0.03376942041033926,-0.010365782952984908,-0.049316464922173536,-0.043077273038312415,-0.027953174115112576,0.0011854109781982754,-0.03327436940144376,-0.05330947997168813,0.04837968642105799,0.05599440614902384,0.03496532615531024,0.05278740292024447
