,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.030009231278245518,,,,,,,,,,,0.0046927705278385756,,,0.042788465787306,,
BMP1,0.011807773507397602,0.014734906405933671,-0.04772121237526442,-0.033449422403526455,-0.04152969749374598,0.0606056790485421,-0.007851661922860619,0.12773491456321107,-0.0005777308980860398,-0.00743840461679536,0.03038332927072416,0.038996417827753066,-0.0005312459089496076,0.07165815081421538,-0.007269104054644027,0.0520283165023176,-0.035810862177523245,0.0019473219395094673,0.06467717900894976,0.0074907281777001735,-0.01028589706363058,0.008194217614078488,0.04620109906630294,-0.008873603177366265
NDP,0.0245634487887018,0.004995526376646333,0.008171015525279832,0.02019317837919135,-0.0003286835292897173,-0.0027149773766165252,-0.006249945754908737,-0.0021795706628712263,-0.015528752562476556,-0.010059234399880369,0.036938567398258855,0.02824863819684203,0.029816090106728473,-0.04993031681133802,-0.030552635051218656,0.012898049107423043,0.07205372541591652,0.09720371885366379,-0.02187482088281122,0.026449073937007395,-0.03449596964029073,0.0941784359244178,0.09844413876112981,0.005578666952817383
TNFSF18,-0.03835752439768952,0.06190652329060589,-0.021162417548878168,,,,-0.021742692080108386,0.061126893456293956,-0.0027450161322836166,,,,,,0.0363906803526161,,,,0.03781453270777153,,0.07933352754484464,0.00013645758473511464,-0.0526926669089612,
IL36G,,,,,,,,,,,,,0.05419893592957575,,,,,,,,,,,
RTN4,0.022565849075966125,0.020145202852225402,-0.01644781316327249,0.04440589578608992,0.0862980109533568,-0.042132726408585404,-0.005911285855810081,-0.19903803107220303,-0.009576329159268693,-0.0772464940091047,-0.016175215734714265,-0.007482603785091861,0.03110133418766411,-0.1550003875005294,7.781889951244464e-05,-0.12470675075064354,0.0060290198645807855,-0.11120285052183072,0.022059097292690722,-0.020372862292380292,-0.07149508815137728,0.02295100248557701,-0.04443029537349076,0.06290587033376216
HEBP1,0.0731075380420885,0.041925037086944596,-0.030951266474588072,0.019271946101916706,-0.04418234469624923,0.030369115097736432,0.023023670468987338,0.05002375591237215,-0.0433993914420762,0.024445759648220777,0.09257002500171038,0.049935404708062014,-0.012683619444886851,0.03429803100117183,0.03726547800373105,-0.009125154879841536,0.024254661103039536,0.04094858041213196,-0.02938452460570121,0.050028639554658534,0.008945038409811562,0.07958219253535524,0.035438993069288965,-0.028075114510200425
WNT7B,0.014140995768734971,-0.028920501612654796,-0.030611871636595164,-0.03572386083115587,0.02859542908221804,0.03568289362166729,-0.03730193046156067,-0.09280935489535971,-0.016010645271981254,-0.006873648757945439,,-0.0658419499652972,0.013241432009213946,0.03717490212694813,,-0.006709115480097645,-0.038152104056398586,0.08585767639799517,0.11236359688645481,-0.03456675805196454,-0.006102732116688481,0.0022986968011907945,0.027880086991821016,-0.053450855434931624
PTMA,-0.13082691955147255,0.027483329926320795,0.020343743492407102,0.04774018558448954,-0.0021454990863084486,-0.009512497250393845,-0.02756003229103065,-0.0374911232160943,-0.011389848167154625,0.058117645889537384,0.06899679042799613,0.0661938299164074,-0.005957642981538652,-0.12359920468287255,0.04384504139147833,-0.10263110647530439,-0.037862020045551704,-0.06965479971797961,0.006479534217402169,0.028279396348840635,-0.013862125173123565,-0.09144490859349702,0.01563342327399532,-0.06681694948888416
FASLG,,,,,,,,,,,,,,,,,,,,,,-0.01762520818639912,,
CEACAM1,,-0.03416222011144382,-0.023492770300986888,,-0.013956071595744789,-0.01095879874437626,,0.11598158386376889,-0.028701756483661082,,,,,0.1143024288123363,-0.016802835504635367,0.048046157414117545,0.05847172786312041,0.10271482358292448,-0.055022037894779885,-0.028878061565003683,,0.005280035721819999,,
PDAP1,0.041255564028133816,0.02511111873623452,0.04381602337394702,-0.053327368585004135,0.02452360008058096,0.024904519221672822,0.014313145792942567,0.10624629122524115,0.05229696345902024,-0.014819812346152013,0.02708772084735969,0.08302017969069707,-0.0010303810027615956,0.07689888744401849,-0.02242094307116972,0.06732310347186342,-0.024112094347878612,0.005875641698519425,0.03871725419392432,0.0021461801710613176,-0.042833846452925275,-0.01652452263471844,-0.038248653415832966,-0.014632592032008491
QDPR,0.03807897414303261,0.0013716171516187812,-0.03406529872189757,-0.003896543177678102,-0.024552862954034454,0.05053801588982081,0.06295383173632646,-0.11988517585578606,0.016418694206427862,0.014000059061516388,0.01729010197226327,0.05107172136975608,0.02811596105588911,0.01733609680241113,0.050473711359383236,-0.12779293635879568,0.037212302455856675,0.058921273238737304,-0.043663737222073264,0.037716684589354975,0.06899712268218625,0.015093114442873989,-0.030861124609356357,0.031271552564683544
POMC,0.035918728186912566,-0.019146120083601125,0.022547441328719733,,0.07856497568922163,0.004186681702929792,0.0010608478584338181,0.02020259906400814,-0.021175011538901986,0.037287594526792804,0.10242827361929466,0.049428375331270466,0.013948766909156389,0.0037477779254865254,0.002149014961002111,-0.010181232036978393,0.030185705490283488,0.005402763639707258,0.028385050335918597,0.02583668772974727,,-0.019217367631549426,0.04266604692906907,0.05542971743326653
CCL18,0.11106629657963303,-0.009867483007697363,,,,,,,,,0.02345718311311932,0.11920280532043179,,-0.05062204793918004,,-0.03702218715097038,-0.062142988336581904,0.10674102793969881,,-0.0039061243931225154,,,,
CCL17,,,,,-0.034074894964693334,,,,0.02636496965465132,-0.02623151355627404,,,-0.01707050201888548,,,,0.012002014387722077,0.00895577993579763,0.03227875403916686,,,0.00085231659929412,,
VEGFD,0.013897361691149012,-0.04263123645235875,-0.004536880302756507,,0.0021478779404833334,-0.014846848906038703,,0.03763480703154851,0.044973182213853116,0.01909978246913616,-0.004646699329612895,0.18221509783277676,0.05430652529861074,-0.018715310120456345,0.004357833204454265,,,-0.028621114371884197,-0.05061803396916497,,,,,
TNFSF13,,0.011927158870935924,,,-0.01818941638804633,,0.06668287499543492,,,,,,,,,,0.003104610156436201,0.06749546881038826,0.014213010668601245,-0.009854703290302691,,-0.029651310980604095,0.035331254874901255,
WNT5A,0.049038917357891246,0.0067588016093528,0.03284446808789499,0.029744026042407293,0.020899839990842564,0.022402077374395483,-0.06096100396382853,0.13571141316444713,0.06827625577118364,0.030008795606515554,0.03314893872666825,0.035474224838314396,0.021212704510428306,0.0653026326193097,0.026527005008564735,0.13831917863336252,0.08842673814732707,0.030739358670046776,-0.029436561065746044,0.005549958548663305,-0.049773294718017724,0.0657103572410635,-0.03632362846877644,-0.12435719391037468
CXCL8,-0.013984516187704906,-0.03491236527304024,0.023959880049000987,-0.04541353929355969,0.04303561833087111,0.005906832939164242,-0.029993290338267156,-0.0052405828537688244,-0.005770293202505359,0.004551868959369551,0.030876103167883827,0.05219945197196232,-0.0066053341497815735,0.056069278569847156,0.0020839941949788,-0.06518338937212943,-0.05766535882611831,-0.0781033773043762,-0.030103591333378255,0.018124941377941912,0.08022705339305743,-0.04781884530975254,-0.013011156331763337,0.007488801715342828
GRN,0.0020107718275339005,0.023050834228065385,-0.012698937262979602,-0.011574630722953972,-0.02069990659697297,0.029204370336145844,-0.007810421436408003,0.14811691190112738,0.01607467617948095,-0.016424752595276877,0.016587131415218483,-0.002523047986790806,0.017937640909482654,0.03095943236378746,0.04834582839425106,0.04949878314549085,-0.04211927812410982,-0.007678790830154072,0.010119333018679351,0.029047711446572998,0.11676087199174473,0.012283801979605716,0.007760509211549381,-0.059927506764949456
MIA,0.05286289337287712,-0.04423604268978348,0.03578123919204767,-0.024953171225174684,0.009265107946379166,0.017337834794583295,0.013299489011213854,0.020695846860984874,0.00022757694193506424,-0.017981147232615995,,0.006154126679962486,-0.02505582139103422,0.09328299186667907,0.022333216781402328,0.11994198959934749,0.11649117701149325,0.17478143213642386,0.02544603266852845,0.04447791125929447,,0.05513846162608344,0.01161357326467825,
COL4A4,0.046133996953067136,0.031235178299189568,-0.006668272943561404,-0.0212830575709097,0.030111338121388793,0.021235056231269728,0.016357242856372026,-0.017957373038262624,-0.023762556132378092,0.00646394769560399,,,-0.024305076297686662,,-0.07388989549893794,-0.030006885439398955,0.011750371975362401,0.09757963315342215,-0.029299144017454204,0.04159304250002816,,0.004030848740391012,0.049775490345821086,
TAC1,0.022583168370619428,0.05505701581134826,-0.037672470579337904,0.009619217771378107,0.055543694784786594,0.06352033751342889,0.08784052924246714,-0.11820085183191918,0.021096903600706325,-0.025967102627917783,-0.0054485169921880796,,0.006358776188296794,,,,,,,-0.017330458270396334,-0.0002436602645945638,-0.005772794942278408,0.009048647004579777,-0.0064543880519262655
RARRES2,0.009850187494613135,-0.025875924606878292,0.01664715454946173,-0.03733232225329313,0.004972131553276531,-0.06162974331980158,-0.03558725570073201,0.16774393472912863,0.01630516108192745,0.004616539625497008,0.004448342404274383,-0.018118205361456446,0.02565071199583131,-0.06937996866489124,-0.04245612455079744,0.046506950872804854,-0.02509032793270874,0.006648879146755921,0.0885815292504342,-0.035813372538394214,0.08652013097963039,0.06863035496899351,0.033761736227725256,0.11001090788564051
FGF7,0.09449277936267095,,0.03175070358075892,-0.04308009678329498,0.06522682471689177,0.0494953015763718,0.06814720556835857,0.06046336580484749,-0.03235566485556612,0.014024381369109919,0.014631421626835703,0.06478925820264016,0.03445318889212237,-0.09094838402159804,0.051188015505970075,0.0182986867493602,-0.006057011121920808,0.05619979136814219,0.021950483347523045,0.00901738293352992,0.097384337570968,0.06116870104618257,0.05144118081547646,-0.01720796282612836
EFNA2,,,,,,,,,,,,,,,,,,-0.027202453797429915,,,,,,
HBEGF,0.026540515165415494,0.014842298298195654,0.00047613906442927077,-0.062271206267789155,0.026640418312299727,-0.016219683522464567,-0.027844637263745274,0.07949416549001159,0.04999692622872351,-0.0028431954139972134,0.048731343726819684,0.12066543077045436,-0.003714155412121319,0.005821575932923336,0.028828777347871423,-0.018464690851040685,0.016911132647309028,0.047741854025361775,0.01737393524329475,0.054608973949449344,-0.007937093169207144,-0.01415215684952373,0.05735524129122174,0.12424056074701789
CSF3,-0.004624376569394549,,,-0.02535742600173168,0.008557295353878806,-0.0068079999425690475,,-0.005985613172078836,,,,0.08684930969161946,,,,,-0.0009826242257627992,-0.07240806268884652,,-0.021648314093474005,-0.031080869844613387,-0.03064038438987373,0.0035574347999420184,
PI3,0.012414472909050709,-0.04484984391366797,,-0.06007528863655817,-0.037259007038696446,-0.0356225148038676,,0.00987591589205114,,,,,,-0.026009329121113388,,,-0.08439085272365719,-0.06411354916214089,0.006925868348169927,0.04263722143969091,,-0.048236661630313635,-0.03410349765659424,
