,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.015533289051357058,,,,,,,,,0.04826988900741935,
BMP1,0.004911841102925669,-0.04230362441985759,-0.011230781631671538,0.03151238326328088,0.03782623366270804,-0.035514401395050396,-0.03830426208670466,-0.05242263915427702,-0.02062014304807737,0.10988963076929839,-0.09730750390154815,0.05520196353329937,0.023626265850281648,0.011035002378145194,0.10330657933189037,-0.0055082289883722066
NDP,0.017697146758464427,0.03034819021716785,0.0011632523483842885,0.12254727372936906,0.0256304023301403,-0.049731315883941335,-0.013022264350658447,0.03568848500845041,-0.015379354935048944,-0.00890693121714413,-0.06698101156257964,0.10855616299258208,0.039531792444678915,-0.007746609664837849,0.013863927489633445,-0.005936118252268532
TNFSF18,-0.013050342538847376,0.02618564424051321,,,-0.025165076943669113,-0.006759757357199063,0.003166849192613097,,,,,,,,0.04983028532906044,0.10334923853721364
IL36G,,,,,,,,,,,-0.012934679853888586,,,,,
RTN4,0.058242173811292104,0.01649475399324627,0.023903382109132842,0.08780547857302978,-0.05396425371641692,0.0601772696371105,0.0124182562455329,-0.02727659095355231,0.06179951772894312,-0.04755647817357752,0.09357502970733168,-0.035555348791980204,0.04231014424088232,0.05992908655581776,0.004479012672658456,0.06918565652056452
HEBP1,0.02768685307615759,0.045277636532914584,0.03144479581896383,-0.04877371918353132,-0.025763736582872076,-0.029271980374775557,0.008785137211425308,-0.03653977737031403,-0.022504796210634923,0.13281908592851488,0.07812492435866583,0.04421980215551228,0.02269052037805968,-0.00947640133597122,-0.022491724911560252,0.04470837362127999
WNT7B,0.020634519784573948,0.003200106175316107,-0.02807151504318236,0.014355473755895874,0.03027982054446752,0.08517247438101588,-0.0427305900758067,-0.01609916974362441,,0.08754110741865144,0.03354167399443987,-0.0649283541453888,0.006368441392268609,0.07612415103574442,0.02966844152237638,0.015514017744344657
PTMA,0.02649823171086563,-0.04758828975658269,0.07005244679607961,-0.10002660413830482,0.04244810801576117,0.042278511812676514,0.02487533355413281,-0.021372008768028115,-0.11902301615420753,0.10924554465736475,-0.12336311973171159,-0.03669962359157554,-0.07157940527669839,-0.039340832634113795,0.01693914175161284,0.034190125029925626
FASLG,,,,,,,,,,,,,,,0.013963900116351695,
CEACAM1,0.04473946292210896,-0.012734207376374353,0.03790827988594254,-0.019434637322980616,,0.019964174628689376,-0.011266515296338013,,,,,-0.043755316020633976,0.014696667447299349,-0.024409638086226298,0.023988026581531128,
PDAP1,-0.006831094248715958,-0.005971428602945266,0.05035148286262856,-0.02171098460158068,-0.009313233604540177,-0.08411631793964809,-0.018254166630735844,-0.02101672088872376,0.015166170563701287,0.03725161342625476,-0.04527748893466541,-0.017044133113880592,-0.0051368738083343085,0.028967017998201647,0.0168483792791874,0.014883987610638565
QDPR,0.010976570320221838,-0.00022074562768599715,-0.012776379325294311,0.05979879534496365,0.05350334184736956,-0.015367028836896881,0.07089069184043403,0.028598587583420976,-0.13527815867190932,0.06883874149518936,0.05482014345143278,0.06539935581417179,0.0678741575260081,0.02623247708012063,0.05376908582228821,0.04755544308006435
POMC,-0.01307612054398373,-0.022626654859294344,-0.010133163761792007,0.1350534045633752,-0.027875312762067988,0.004954451899418997,-0.017297333974153135,0.03114915298942372,0.06224968846446316,-0.024116997927284365,0.051297190239867084,0.031645395119472494,0.04766283256384707,-0.022055735128732382,-0.005835630898818087,0.010149030811932675
CCL18,-0.00024699690145011,,,,,,,,-0.06028649154983907,0.11969102378610368,,0.016389023222922062,-0.0426227652476058,-0.021534839361202436,,
CCL17,,,0.041999574222062096,,,,-0.0037521091646332493,0.052448442736106625,,,-0.01181619726196377,-0.016707361603974617,0.025950046339206015,,0.03627640340847217,
VEGFD,0.024170886263981162,-0.018239197210702347,0.03586230264534627,-0.01859396063725073,,-0.026022425868955718,0.036696106018751846,-0.014616152023079844,-0.02268755825841624,0.047521343001441445,0.1746712840859147,,0.05069278034446589,,,
TNFSF13,-0.02006054809160409,,-0.012959455824624936,,-0.0093191797681175,,,,,,,0.04344300520113624,0.12447583399573119,0.030273507363277153,-0.006211288803619586,0.04024630580618175
WNT5A,0.02185033700316756,-0.024176424576539235,0.03944238198651781,-0.11256633755542551,0.018171158040656648,-0.019273542625903778,-0.028937119101867054,-0.04521232477768233,-0.016249402772800542,0.08419275128493377,-0.005814296979839895,-0.03557617044060131,0.050494303667540916,-0.0034007776692561685,0.08263017973347289,0.04076713227952871
CXCL8,-0.005930855112177935,-0.017078103196405663,0.0549123110412141,-0.047350162018791164,-0.024104965519519284,-0.051742610741854954,-0.07436910466705088,0.007505660989610916,-0.026127198546846763,-0.040489774542202685,0.016390595661691595,-0.03321759347984293,-0.15980796341598222,-0.017511828751620703,0.03885217608885764,0.02105439320842432
GRN,0.003649281041354033,0.041830569024865476,0.012034060521705001,-0.051819700868833855,0.00571282460840439,-0.01256831396272353,8.434995787160474e-05,-0.03786377879420098,-0.015171464219007925,-0.004526887540367311,-0.05202159398703056,0.08869712192071279,0.10381304564572767,-0.01248730968585852,0.0966676722344466,0.0826568131594775
MIA,0.057244965359146104,-0.01622066648063976,0.0035217928896566116,-0.056420501335011905,0.09883450540375031,-0.026423774040470565,-0.036543595341894074,-0.016622794793298597,,-0.0036024471752025573,0.061703535162622704,0.02683714619737073,0.020642378360581713,-0.02495926064699734,-0.016860550616958344,0.03554852882642265
COL4A4,0.0017155191253223113,-0.00208310266922158,-0.024171481189054184,-0.12785964205732483,0.0413078891803559,0.08688608619670865,0.009994728392903364,-0.027924973285725213,,,-0.016823967782717632,0.006431854318339102,0.01908316494536005,-0.027813852041746412,0.0005989760940846361,-0.009376335060262713
TAC1,0.08116523846129968,-0.015982771497526856,0.04742068690890241,0.1521294671126284,0.10206646361677765,0.04200233090146743,0.13573639393516923,0.04714389511993191,0.0843747850496547,,0.2260198160841168,,,-0.03262174621240928,-0.016958378194076747,0.12117970594192264
RARRES2,0.04069588287176191,-0.01828303715960751,0.05206086897269625,-0.08031009635892088,-0.03386228218923065,-0.08331983271226409,0.059475560028593645,-0.02054732388706409,0.0366523263805728,-0.1884050126054119,-0.052026923634241135,-0.03443673493739898,-0.0647995801165397,0.005442526407504117,0.02694277792649706,-0.019812593811837333
FGF7,,0.01050744718253931,0.003433437445016475,0.07828131860441255,0.006690286060545018,-0.016565757174525023,-0.016618701497215248,-0.02219175424675374,-0.012586972892267593,0.03151870888553473,-0.028568494059717,-0.02255624799343603,-0.01066851484625343,0.028288612262208017,0.08553419328305632,0.02937018147526842
EFNA2,,,,,,,,,,,,,0.021412501848830704,,,
HBEGF,0.06509526527925698,-0.017093779053343233,0.041941078699193515,-0.04291387489833881,0.06218900862686831,-0.015475530926198251,-0.0533059860802345,-0.013059310463019,-0.034923789383894066,0.07387490641449646,-0.0204593242723524,0.05479414329653344,0.010678085946920452,0.014878464616288842,0.04894575814277764,0.007635669143914306
CSF3,,,0.09411430447189861,-0.04349387625248928,,0.006964965489124658,,,,-0.0201514059827525,,0.028085195849460436,-0.08135611204608077,0.00140714522221351,-0.02594132991768877,0.00973675345140276
PI3,0.06130455536504321,,0.006021142981126724,-0.01292181000882212,,-0.018235118474094245,,,,,,-0.04159356526164981,-0.09934772784595548,0.025325772947336355,-0.06005323508958207,0.02824854201647766
PCSK1N,0.021014248123154028,0.030663739480982034,-0.02671293279208984,0.031391065632877024,0.026794999435199605,0.006677409818192721,-0.010229931643434767,0.040863224483038176,0.12464834375418442,0.1289911804377978,0.09851057510499583,0.04942215277096414,0.08455192577118267,0.09345649581802924,0.027671950585582646,0.08158417275580684
NTS,,,,-0.06228749859963672,-0.02834653985958725,-0.01990487692363359,-0.02217484998756287,-0.03227090956683602,-0.02042609029105311,,,-0.0016699747007533961,0.026607602678545436,-0.019313608901342955,-0.024072733454138764,
SFRP1,0.010185852449331753,0.03094161578467207,0.10462820605771804,0.13250981159399333,-0.0080769036870423,0.0010214067427751195,0.006824003803781533,-0.019926259295900958,-0.05266715711240088,0.06704660363824404,-0.0020672537761701132,0.11296802097838825,0.09952430282471884,-0.0144561878393928,0.06318652722318259,-0.008014030767867754
CXCL13,,0.03488167979893343,,0.0817249304614866,,,,,,0.027433256872799395,,0.07859267797995949,-0.052051294029465664,0.03670764015824184,,-0.03806792301792495
MICA,0.07098184423795324,-0.015177990475200048,-0.042704916739303135,-0.019282375644090945,0.04272063242045464,0.02903690903444116,-0.03232492142297917,0.012920879608914257,-0.010718104834463168,0.07561876785001943,-0.04040955937370798,0.09407170855297795,0.12831503775965375,0.02738971329638936,0.12809608460727026,-0.004530771096727996
