,UKF251,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916inf
PI3,,,-0.018235117450911092,,,,,,-0.09289446567710904,-0.014567808433193972,0.14286726305744718,
PCSK1N,-0.04576249783849596,-0.034359681591831226,0.06901311685167484,0.019030075605511804,-0.0220292574572648,0.06916141129511963,0.04789773790529005,0.022101239035563543,0.04474117293027454,0.04952145743686114,-0.02093851527420662,0.09342390399064573
NTS,,-0.013757224881020874,-0.019904875806759318,0.03950468300640062,-0.02835289199159009,-0.017003793422967643,,,-0.01883807722617913,-0.04282123431393398,-0.01984371879823742,
SFRP1,-0.014390939777156884,0.046069723766746985,0.02431011995752857,-0.03486211516793087,-0.01526394617283183,-0.06765538043040654,0.04268661586414315,0.01610903646130591,0.016144997360055546,-0.0038694619595532474,-0.019382601046274598,0.020340392154354923
CXCL13,-0.02786162852781404,,,,,,,,-0.029691562904659893,0.01901551153014134,,
MICA,-0.04124179129505539,0.02073823104614577,-0.031249510914639688,0.013811309744655952,0.0033703561011110906,0.062296731663791335,-0.001153017818352686,0.0784117212747085,0.020890261412366426,0.0014619819731907944,0.02005559849434074,0.016889082599715693
TG,-0.015667848189367548,0.0077411983023138314,0.020667095159370482,-0.01585967376764452,-0.0110464514484964,,-0.025846124609864483,-0.031635661716849194,-0.02320115141531633,-0.015242396424699687,0.055527091136752194,
ADA,0.009890152241760918,0.13520361039388595,-0.09017998680532968,0.0023005304448008848,-0.01794032550857492,-0.07304195661205908,0.00032406458000276445,0.11299870489735557,-0.001452386171032114,0.014124493511579251,-0.011180772336687251,0.11182949785293916
LAMC3,-0.02786162863261482,0.07797962664052022,-0.007062484883801127,0.03850795584391856,-0.009182691320844365,0.017072041908337474,-0.031460766433530005,0.06344192594761851,0.004432839304634815,0.026699818897222265,-0.020749468247046987,-0.05562865480918936
CCL7,,,,,,,,,,,-0.01404200441636425,
NGF,,0.08079904869985535,,,,0.23240952902325948,,-0.022385921752864066,0.011405939940886218,-0.031795109569213366,-0.020437525317178722,
TNFSF15,,0.021061932919576618,,,,,,-0.02445892087174175,,-0.011500716614080253,0.10055409712508485,
HMGB1,-0.02833910708276607,0.06727663538920874,-0.03119057640090917,0.018998259852649375,0.021501904679506502,0.047484161521916146,-0.045118340192471636,-0.015224236845474576,0.02783035340235625,0.006296385314799763,0.025213475849997575,-0.034536543144915104
ITGB3BP,-0.04410767696109479,0.04608472327486878,0.012035507564835861,-0.04737330947175394,0.019452259376081596,0.011374757800982146,0.11068459548298504,-0.01239978440497697,-0.007878051278424156,0.005144478576004744,0.024088955649930764,0.05799342108488564
AANAT,,,-0.014607794507995783,-0.014262697303464704,0.0756965237484984,-0.01598607702657928,-0.023080457546752906,,0.056005006180674013,,0.06941464933153392,
RELN,0.044970317130843325,0.04640237869769527,0.10686281605804483,0.011781841838019863,-0.049797093047117685,0.08021257088860713,-0.0255520586602504,-0.0007354646819206232,,0.091419169734829,,-0.029146816018048242
IL15,0.08143014520602122,-0.013092259332477166,0.007713241256438799,-0.03309253224710336,0.03741874502310831,-0.032759042569226175,0.05629066141106492,0.0427304758403299,0.04831496296799908,0.02517979335657469,0.02168056041091398,
UTS2,,,-0.029586764925244414,,,,,,,,,
BSG,0.035951342226228374,0.048670164835981994,0.09764257010607696,-0.048897101081252406,-0.0019301634275965434,0.08162111036648609,-0.002080092952450296,-0.10122731985073127,0.020638596451726682,0.04454146373566762,0.024670441173667904,0.056693211033575344
ADAMTS3,-0.014904186140394285,-0.003711130557942168,-0.0568006715006292,0.022136460311841258,0.022341459033462952,-0.025669883389151178,0.036105214085097787,,-0.04334096341024955,0.030031521059433613,-0.016522970425591147,
CD34,0.008899867257909345,0.08808265081738996,0.00019265534871455882,0.021301830954356265,0.0011766292750116912,-0.04006722147552243,-0.002304950613010895,-0.08197832174921826,0.011038306652128545,0.03410577706193165,-0.03517114791439044,0.01566517299040158
CCL23,,,-0.016621351315344778,,,,,,,,,
PLAT,-0.00017200852341012307,0.039315504420929036,-0.06844491304399165,-0.024152647834449027,0.007455187037909415,-0.03342149354819446,-0.001800974618643326,-0.04743734526792305,0.09060149805596168,0.041542256063123915,-0.03806082090761667,0.0050787054441889835
NTF3,,,,,-0.02055477996060242,,,,0.1137397538302493,0.09095569322686797,,
LTA,0.09861014596392277,,,0.06532242096629116,,,-0.021406060255592385,,,,-0.019995318331211424,
CKLF,-0.05749360721670923,0.04312760387868948,-0.09892674059056875,-0.04052732309470519,0.04543191856086895,-0.014232128624241705,-0.007214997089263552,0.014475203147594162,0.06208526081915607,0.014343121719794754,0.05862623521903464,0.0258599920451981
CD24,-0.021231825346378123,0.058201708380311835,-0.0006342338675682722,0.044979165096917295,-0.021880509452347544,0.1079283432808225,0.008377474800275134,-3.933729027696131e-05,0.09755680551589056,0.03526604261229983,0.030321258433934108,0.14241863199895327
HSP90AA1,0.0011737784415216373,-0.057975199643967905,0.1367076623888038,0.028120910091888413,-0.009799350234502862,0.06940831800913627,-0.0032036354159792413,0.08679257600090799,-0.09689638288722377,0.04025687038489265,-0.012348199583152303,0.1213094532184401
BMP4,-0.012214191325218011,0.15548711374892832,0.0505620657913289,-0.010632715937763427,-0.017953365452964852,-0.025498139737289822,-0.01824017425039979,0.013535936330330869,0.0003821263553912488,-0.039852708479281684,-0.04467043904869627,
SCGB3A1,,0.026821157277540284,,,0.04208586828427026,0.04665430389348494,0.007999251955416108,0.011551668080533052,0.013001076877935697,0.006636015444641153,0.027187294708184467,
IGFBP4,0.03425069883774997,0.06928420858659115,-0.04905138510176822,0.02946310920633219,-0.016141248030464055,-0.01864917643274543,-0.014921988532955609,0.0658297534268271,-0.015611478276497694,0.004935633400948554,-0.027335665236527674,0.09212290242785792
RSPO4,-0.018626927693497636,,,-0.01597634378052218,-0.010740764028967736,,-0.00733148540523312,-0.012412471141395359,,0.12510221935494673,0.005585400263165548,
LEFTY2,-0.01166369476641952,0.12411595397622267,-0.06918762073083365,-0.018158144390386783,0.012498715167988115,0.13763388678524105,-0.026425542330475265,,0.07341517541638963,-0.02187375693660721,-0.004039246854835725,
PF4,-0.010480993110037917,,,,,,,,-0.01417241805926314,,-0.019995313704146447,
ANGPTL2,-0.004605432830147411,0.07947294030355233,-0.05540640226266273,0.006483258497560701,-0.01602424422283949,-0.04278037959836229,0.0018926056202860633,0.05635592902125412,-0.018035451815307687,0.001898644778821864,-0.014756249239687508,-0.08271889296197689
LRIG2,-0.035237200889241004,0.07102092660189618,0.007691473748712359,-0.006126227750866943,0.005587476706879841,0.04826211980425464,-0.02259237313425423,0.020492177669836784,0.006753304064353539,-0.02323629117173089,-0.004491933759019385,-0.03795271206058463
ICOSLG,-0.013405302378882366,0.043036492464483836,-0.03720883426746617,-0.0029538681106754962,-0.020383964376276837,-0.03879150318203018,0.03010609653491703,0.0011810102685623017,-0.011190176092503192,0.01579867677350817,0.026044900834038764,-0.03141889953578826
WIF1,,-0.023741100583377077,0.11019863851521941,-0.012328566084821505,0.05355719558583103,0.10400172667640312,0.030889729813183907,,,-0.014952032077245896,,0.10327447862092304
NPPC,,0.020073271463554872,-0.01837881367715904,0.012657235774119846,-0.014927033507189871,0.0776443203777223,0.023417971210690502,-0.012180233456206216,0.0877675952375458,0.0029396253724079495,,0.009636491275669417
LYZ,-0.012729884248814521,0.03253607171847683,-0.07771274438432399,-0.028552205222199614,-0.029786991851802003,-0.10461566438077549,0.02240079452082218,0.07972301599034587,0.05709071014974286,0.022135642080515317,-0.0007192349017013636,0.013383968463691696
EREG,,,,,,-0.01749194578876322,,,-0.0269868298212171,-0.02003342395792856,-0.030197555336422644,
SPTAN1,0.007139746128382214,-0.005484649415340102,0.046844058774485685,0.030655977441807553,0.0016173180060751603,0.1265350813094894,0.028022710426555682,-0.029390184010332332,0.019970150207270658,0.007221705203913565,-0.03234597715583609,0.1382543754673299
PTH2,,,,,,,,,,0.03308202382398361,,
LIPC,-0.01577445478281294,-0.020302737194229568,-0.03820648191227204,-0.020100879262756024,,-0.012664676326727544,0.02701266312897559,-0.01550265173665034,,,-0.025281644702751384,
COL8A1,-0.001617982384222112,0.01341318330401277,0.005727717456763234,0.002758769439641339,0.06906225289159233,-0.07210900539850652,0.01427732358122574,0.052241825203422056,0.07726762423571637,0.039876161411986244,-0.022252054669794862,
GSTM2,0.03534353287091577,-0.011071268172516534,0.03732387218770306,-0.02970911597132095,-0.013592395078665324,-0.02782115527932769,0.020111689294703368,0.052928398983145775,0.06082980623792759,-0.010362742027841846,-0.03429373760266387,
SPX,-0.052079342765453965,-0.037068436073337596,0.02881542502129061,-0.030995203499995436,0.021231812745129672,-0.0015090395351581697,0.059219710535524966,,0.02888612064060088,-0.00019828123195988651,-0.010018652516963036,0.010727473450938161
MFGE8,0.017285592474300865,0.04117465496340306,-0.058636531070837515,-0.034713609508767326,0.005882399899098065,0.007631650375559197,-0.0075542012755645946,0.08198533763297125,-0.03893489537816497,0.004813032250767013,-0.004888925387098062,-0.00665055409330141
TGFA,-0.01664743279643385,0.06770766269603334,-0.03614940769451491,0.011758459870476167,0.0048092356288584204,-0.02495381574515797,0.01789865784789716,-0.010432129922528772,0.007577009634820461,-0.012840634842806016,0.017925741946809078,0.009000372804712501
SLIT2,0.024479376551087353,0.04880662862651419,0.13023437213083314,-0.013203433881413198,0.0072610011476955385,0.022490054512971012,0.02368283860054918,-0.04300184097075552,0.013987359969697029,0.0378686992439187,0.02233907126289984,0.08594375428201753
PLTP,-0.029575022426170584,-0.006787601080567386,-0.11448768689276098,0.01993454984535294,0.005494201959735763,-0.12236176920507073,0.034656547529227345,0.08648128755259545,-0.02362183445707623,-0.02066711477046005,-0.03375734487720571,-0.0987553322189086
APOD,-0.010053600160214825,-0.061058922511042835,-0.031673890103711806,0.07311940053708633,-0.03798721973034839,-0.020793598080341147,-0.025246208841332694,0.06661835565749437,-0.0014774209749857836,-0.0015130142809463313,-0.03707260380009221,-0.10058674679307021
B2M,-0.018589234490967957,0.03654703772396258,-0.10676757929831403,-0.06777035710115839,0.04617247248948999,-0.11859236851865254,0.012762502461999548,0.029630016059831885,0.0684738108867184,-0.007761000060723992,-0.009186274247073477,-0.09735554441871778
OMG,0.018843207427703134,-0.023680456206457277,0.061696903457011606,-0.0042874780715678185,-0.028173537196581774,0.022634993833602474,-0.0009542190888582625,-0.040839310577007036,0.04189178660044072,0.007307793219678519,0.00864378735267798,0.028654822732899134
CXCL3,-0.0215479243768531,,-0.0191793358986966,0.03403354932758199,0.03745239668407344,-0.0246241956805175,-0.015416239730186253,,0.005031505774230416,-0.04511999496184045,0.00042905816740183156,
CXCL10,-0.004380324861334073,0.0640605625328449,-0.07528278656596366,-0.03526480438715078,0.08139968943939131,-0.04886244822907854,-0.0244982705700838,-0.07446295312314426,0.0023177815444466736,-0.021977888207517136,0.026839541569610905,
RSPO3,,0.04573236213126412,0.07503844100151992,0.020859692395874468,-0.02790205126710962,0.13088061700139803,-0.01610967339912864,,0.13561594227521256,0.01951033581668515,-0.01424988870262569,0.11950724605567827
CORT,-0.0017860314542470438,-0.030121303261014996,0.008432302881111811,0.014318158038956932,-0.006499232322973408,0.0884349666612562,-0.015980175155903414,,0.011987937940489616,-0.02675055788333884,,0.10726725824188679
NCAN,0.0614382121206424,0.06346668040724979,-0.0470345510475454,0.017730890855852947,0.01573932566196433,0.08018996297973047,-0.003486035551270087,0.011814260349180778,0.04308318870787095,0.04156229126935126,0.010273478912937993,0.08054911663111168
PRG4,,,-0.02077906244065374,-0.0204171331147876,,,-0.01883487123083088,,-0.003476272161225951,0.02666497599348002,-0.03227983830702475,
ZG16B,-0.012612171746484501,,0.029858735392445566,-0.01091486755085125,,,,,,,-0.01776807764084506,
TGM2,0.0523231240338456,0.045414078059744414,-0.06459019294410098,0.014570379905462175,0.004499037594626782,-0.011366751658906984,-0.026582742374779485,0.07861986661884174,-0.014826007464043386,-0.008524111872125878,0.020933388420362208,-0.034228162592619744
VEGFC,0.06395581046407993,0.0006333289284545131,-0.027395889198284243,0.0016399528285609558,-0.041470667291002114,0.19363653211822573,-0.01922173684645597,-0.03864833171040175,-0.029715348023783422,0.041194709192308575,-0.0003500823324868554,
WNT6,-0.011663695072527397,0.014571494814687527,-0.020433487009893683,-0.02429064842695862,,,0.06445816062941638,,0.060256305431783536,0.04828491250853606,0.0181827305090253,
NRG4,,0.005573826509857821,-0.025881640457432537,0.034027841695318965,0.01796737499072574,-0.022020295943258154,-0.007271612858485488,-0.04121321435865242,,-0.021239902056347622,-0.014249890299698236,
PMCH,,,,-0.015976343009491033,,,,,-0.020808286818397536,-0.012229058658659099,-0.016845671726898125,
COL9A1,0.021195840555093274,0.1172318528565596,0.05195672824425173,-0.029253270587196505,0.029308576313574752,0.19622785003890855,-0.012618429476848034,0.006124989622433876,0.04539014671721418,-0.021472682991134723,0.021524099491463368,0.021952180769827745
GDF11,0.016543672782740666,0.009917497072123164,-0.04869232948851396,-0.017234599482434318,0.00403514587427633,0.07032489700482307,3.862464050427368e-05,0.012569107888200213,-0.035463801289073504,0.016769303299772737,0.03165165261903329,0.04736765010166752
RAET1E,,,,,,,,,,,0.16921156235443008,
IL24,,,,,,,,,-0.013946446058830464,,,
SORBS1,-0.0010150819061914486,0.0052186122410404785,-0.04486063897969509,0.0068368594448923944,0.026262078750204094,-0.022850581857594372,0.06430313103775731,0.030411732491926705,0.04021845327814489,-0.018973959294347045,0.026906393258056147,0.020080390609619858
DLL1,0.015638872708024606,0.04714847329630105,-0.07162407258182102,0.019073628462519213,0.04975428371452412,-0.009205231043753459,0.01095983909334164,-0.041201426463750065,0.015146636378681794,-0.041137606841997174,0.07855674935485177,0.017135925460304777
TLN1,-0.0018645372504559887,0.08070080230349688,-0.09784516252941937,0.014874630651415161,-0.06909034917400396,-0.06488767511305862,0.00031687480040940816,0.04126329796542401,-0.05005637756606391,-0.030953065647724372,-0.05868777949469894,-0.002315331651791446
COL2A1,,0.03653583566348045,-0.019179342425637166,,,,0.026590368302907754,,-0.036348704751634466,-0.025762482206519374,0.01963014128221611,
SHH,,0.052888606547336445,-0.01507729355852457,-0.00831504548582105,0.3353056168066353,,-0.014936864457469733,,0.05560671702144535,0.00929195177290385,0.028820236259442827,
PON2,-0.011478781611461828,0.006025407781568091,-0.09354412793772551,0.04149274424385741,-0.03542596999143671,0.008328634961497172,-0.017898076419195486,0.04904365454779336,0.07465696641982114,-0.03639421578788337,-0.0025168193988237718,0.024933934919968342
ICAM5,-0.015013795034845264,0.008899702761624615,0.1079233850610147,-0.017980687774236594,-0.029977737551691228,0.058027903778173615,0.030173851093060065,,0.059092224355215495,0.015850011606329675,0.05332320969782536,0.20076309017394312
HPX,,-0.013428624969631283,-0.027929118369131565,-0.021419751088300885,0.04208229167736312,,-0.0013213395660270002,-0.015099606155349872,0.0017135351965785024,0.056221598138523614,0.006386263266478202,
SFRP2,,-0.008868932999776308,0.03608743229554762,0.0605947939370449,0.015197462532451175,-0.053358968260956555,-0.029302305520012024,,0.04799450621675072,0.0033215824525752993,-0.014924084460240284,-0.05128267845679521
CFC1,,0.009800067798798912,,-0.013736464738923006,,0.0709295911522992,,,,,,
CD70,,,,-0.004169582537580759,,,,-0.044728303246405574,-0.009184673188154935,0.08149644049127507,0.0944643915620485,
HP,,,-0.043147579887920694,-0.03372186489253442,-0.023199931259236042,-0.04054425656917593,0.03918613965365689,-0.04560990447218117,0.037884024071001894,-0.040093329411723284,-0.021316277316741128,
CXCL2,0.038481872284633296,0.15569193708019313,-0.032575015632511146,-0.021356790967044948,-0.014927032338954139,-0.04655994751617798,-0.006660758976344101,-0.040601635440077756,0.022510816165758445,0.025979476471982416,0.04199860090434577,-0.056074835944111855
NPPB,,,,-0.012028207169398841,,,-0.019221738244508013,,0.010839042468182559,0.02161975037165444,0.15822343252360063,
CCK,0.04110651200992688,-0.0411968146399317,0.08980286824861768,0.0244080896584483,-0.0005969793459895482,0.0763685547785142,0.020555213673578338,,0.03711856089768367,-0.005059710038796923,0.09234839847021546,0.13961200898612633
SEMA6A,-0.0036081779806697487,0.06200220506893438,-0.11652744411260384,0.020327102677437845,-0.030098644120707452,-0.053982139600519896,0.004132165807039571,0.05520488576998551,-0.015619224727290477,0.009573115037310427,0.021242141675560995,0.00019199035985533762
IRAK4,0.01831581687002546,0.059925123352814615,-0.08274033251980181,-0.051189102079576776,-0.005134605162451481,-0.011822665477209239,0.017017929493822512,0.09064520341206438,-0.029567949084569833,0.016963335786753637,-0.02149648067795097,-0.04443506116142345
GSTP1,-0.010886744141231166,0.05658461596604107,-0.0949985425811584,-0.014593489512662499,-0.0006658929893410289,-0.042999723043425545,-0.03579704362400098,-0.0168879064858306,0.013124575934961913,0.02293869748164756,-0.04807727372830625,-0.017597168609507146
VCAM1,0.03779028900359824,0.08513152294398994,-0.07185848996386884,-0.03998122205400785,0.020073401861572734,-0.005576807929004983,0.01650785455062151,0.07938617753913936,-0.03588508488936491,-0.0006474775834031307,0.01135230399147579,0.0674026941788338
NXPH3,0.03866004893640907,0.12462401749929485,-0.015846492116059912,-4.8210610200549785e-05,-0.029476031457710584,0.07099966444324818,0.011727142306651627,0.034952962366225346,-0.01781978855339704,0.05062852271836978,0.012948896167908187,0.04095848389567239
MTMR4,0.008274330444831123,0.016458259666079778,0.025479603926122044,0.008407797667560734,-0.04086916701248239,0.04259528949574842,0.06673901934947916,0.07657084964469285,0.06774733758358512,0.007650965999659733,0.006009493349384828,0.039768867157634634
LAMC2,,-0.018399387511984028,,-0.015142170909140459,,,,0.0978101607175409,-0.01831559697291557,-0.011870208890071956,0.06964497079127772,
IL10,-0.016706163403674736,,-0.02516757954571982,-0.021865419390606527,,-0.0643450074223425,-0.017206188495949192,0.06678292526558736,-0.004751499464827634,0.008693887078356855,0.034494758610455915,
SEMA4D,0.01014943528959885,-0.018858149037427302,0.07102757880799808,0.015932267325450115,-0.035707121714518134,-0.026847616676945595,-0.008261890520593042,0.0335927697670327,0.03209289633664173,0.008262600152585599,0.03480775749400969,-0.09940128051911165
TRH,,0.032790563728311344,-0.039734146958966744,-0.032934212209219375,,-0.008747471214591657,0.04720770425635729,,0.13232379395779903,-0.00648477002695078,-0.01619048726778658,
SEMA6D,0.03448547752701285,0.05387559948013573,-0.07120853233565955,-0.0056875777781075915,-0.019130015736214853,-0.03833237021513039,0.011635583416269477,0.07000583444731541,0.05753526411799647,0.03998654982266336,0.013701543485672195,0.04635383810836203
CEL,,,,,,,,-0.04586577455426424,0.04866739279513561,-0.01673149907946914,-0.0004430172254267547,
PDCD1LG2,-0.0179843446564708,-0.012920982164942637,-0.03616763385624136,-0.00477817025174464,-0.0023840327976149766,-0.02456056330209834,-0.017377571726379878,0.0770213739967007,-0.005933553006009387,0.06083419008330873,0.019458771833696528,
SPINT1,-0.008801127321459523,-0.016712505698220942,-0.04783082433606054,-0.026306213041352028,-0.0010731477678601665,-0.027174333082083144,0.0024604374291523155,0.02135186136986743,0.019384726505079226,0.036377358660021515,0.020586203008167703,
CTHRC1,0.0009174236452000336,0.07508290915053689,-0.08685334835716235,0.01144014255619796,-0.005357687836810126,-0.015312747893084164,0.012529140200493102,-0.01180896332740161,-0.01607263913193312,0.015666151163641166,0.011594870309512546,-0.01851430478340413
PODXL,-0.022107144337605054,0.08353037405141919,-0.0952681626242251,-0.027978222343660264,0.008035557661433053,-0.00651324628675454,-0.02453498435444646,0.056971923768898924,0.0031557151333245596,-0.005638728285727979,-0.009958680116439031,0.03713468326606935
JAM3,0.0023998942039408196,0.039905684555909184,-0.10375769306959913,-0.01597967628944727,-0.03135925363167201,-0.05027703628372145,-0.02096890265603729,-0.10780712737395765,-0.03343536331927187,-0.014633695471629788,-0.05102893887483892,-0.09095994019200723
TGFB2,0.00880218309328392,0.0320426055379099,-0.06674570003072637,0.005229810786599385,0.059821273636043684,0.07519285890057434,-0.0032969133329656566,0.029111032311300997,0.0361162117700477,0.033120046492777985,-0.0459468280434133,-0.0062701232683641875
COL18A1,-0.05807705807893742,0.10514154237165797,-0.0598307774548256,-0.015971601435170405,-0.045781378622422826,0.03463944447900281,-0.023887449554195573,-0.06942474037331081,-0.013189950114867451,0.004663886209150849,-0.04998115710773676,0.1333847068291941
NODAL,0.1031582311729065,0.09818630547188051,-0.03366496694720866,,,,-0.026425539374488247,-0.04756157254298308,-0.017227146144143023,0.04064396686743861,0.035018972106006574,
INHBB,0.003669610530637446,0.06715170932103678,-0.011400552908431841,-0.018999803373881213,-0.009511406592158737,-0.04983140946248799,-0.029060019867352356,0.03214843776781555,-0.058589969951240405,-0.01438761394623446,0.036097350094602944,-0.03983473021193202
LCN1,,,-0.016830985478280564,,,,,,-0.016268860583190263,,-0.016372701955101678,
ARF4,-0.018002664808220024,0.007828048968331953,-0.058588847867869456,0.08851013227526146,-0.019136500624786935,0.011089054443818356,0.005522438084615777,-0.07211449207550766,0.07156631966404713,-0.004742790068758207,0.017827946788309384,0.012376176729634588
CXCL14,0.020530596494924346,-0.004513067586289243,0.051196514827518004,-0.06681561327889929,-0.02232692781753159,0.030231460806489967,0.0005131275071699671,0.02828395895289217,0.026052331545488548,-0.05102881407625582,-0.011611728149297182,0.05156868932349634
LIF,-0.014216101379286928,-0.01630085877193424,-0.061812474705268024,0.0024850171241273832,0.032348106378129245,-0.024446204247784747,0.011267559912660803,0.07107016052259928,0.004499763416812893,-0.04536881915974299,-0.01057987095372683,
IL17B,,,-0.027796622559594305,,,,,-0.039353531700360496,0.036738655459076966,-0.01688790720762306,-0.027655784508970653,
MMP1,,,,,,,,,-0.026815163348648648,-0.012229057690192481,-0.03570290106598447,
MATN1,,0.1468632224519022,0.0047653733828482755,-0.012179272019504476,,,-0.015650646379008214,-0.043001925732642485,-0.014882288720201078,0.24226739900533326,0.044625713132030446,
ADAM28,-0.021533280259303574,0.031161468297173336,-0.04369625949309895,0.028257922323565596,-0.05146266458636135,0.01003620549188814,0.08419189355380459,0.12799142154228135,0.07474114837539038,-0.01936706368174978,0.06557372932526236,0.05831395640946226
TCN2,-0.07394836983410644,0.0774439008973078,-0.0022234890359228163,-0.04887993272504357,-0.03605361665900086,0.054466439120747084,0.057462530755055787,0.03537415439456524,-0.024981593599234814,0.0314854407175753,0.04354962525368458,0.11605779051677442
