,UKF243,UKF255,UKF259,UKF260,UKF266,ZH8811Bbulk,ZH881T1,ZH916bulk
BMP1,-0.05252628138400218,0.08697047861883486,-0.026357535218774153,-0.048132765759734825,0.09370437253207092,-0.02514369235307056,-0.07693505846413375,-0.0011523268614970046
NDP,0.03224507648145125,0.058297629785776135,-0.016248711457094604,-0.040605225477182844,0.031336332200402724,0.03455150774353082,0.04802636928567115,0.008254775754507141
TNFSF18,-0.019285643317234643,,,,-0.015232543965052067,,,-0.02430871716409425
RTN4,-0.02203900104587054,0.02806955732127846,-0.040343765654979304,0.009847232018356708,-0.11295651317339069,-0.001213873824511025,0.0832633383336359,-0.05488843757768266
HEBP1,-0.012616821625021845,-0.05942945574625717,-0.005066697582363917,-0.025815504227561625,0.0706991251677552,0.07096917227431138,-0.023712533096913128,0.030587367209387522
WNT7B,0.08199908397347365,0.015817847070200966,0.017232214547785632,-0.064588773135677,-0.02119660323178335,0.07796214697822117,-0.02701474410323349,-0.01072027808227924
PTMA,0.02883649794921767,0.046508935156864425,0.06908986643130419,-0.003466648747798705,0.12339143621664883,-0.00741064352861758,-0.01663511857292321,-0.005057281532158255
CEACAM1,,,0.04400806486341722,-0.015405853050856491,,-0.015175142148689657,-0.017930078555661963,
PDAP1,-0.049982606635669675,-0.003741825628021467,0.0570795900052368,0.05440828083790472,-0.0013990773686501418,-0.07993084525241928,0.021454176814821587,-0.003190391481230939
QDPR,-0.06230166006494102,0.05321461735823154,-0.014322056773502281,0.03069387652447966,-0.015782247291590893,0.030422191865173972,-0.007821312627180008,-0.04161032230875572
POMC,0.028577605751360445,,0.031835244538660455,-0.019002716466936395,-0.02128606361405966,0.08044187352268083,0.021827817636986303,-0.047988839893655925
CCL18,-0.025863633435517265,,,,,-0.014826831003298733,-0.03187383995104837,
CCL17,,,-0.017677477705431,,,-0.021906270378466857,,
VEGFD,-0.029140755336094767,,0.024140280892740236,0.0864346420783245,,-0.015175142148689657,,
TNFSF13,,,0.0805606426063318,,0.08368443717216496,0.11433001693628261,-0.02013427649868632,0.10426870572459167
WNT5A,0.00278468729241142,0.023360092501028815,0.011443307990812213,0.0061759813517388166,0.1467286982806164,-0.0002830817588968237,-0.03904066888778383,0.04611671948421371
CXCL8,0.07108891325826702,-0.043687311802111155,0.1440830881667446,-0.013895145256385702,-0.021012766590766545,-0.04685289367577254,-0.06140866727555963,0.035315474654248454
GRN,0.020790979324128763,0.0426199995210257,-0.023446865554333438,0.009095237844915238,0.05035085194765016,-0.044669153534337314,-0.060135426717957345,-0.01158181249552456
MIA,-0.05505959882784099,0.0030497715842911313,0.07295487050094104,0.00952588317702294,-0.026711330065422728,0.07700822545568725,-0.1136242514966923,0.025956012306905817
COL4A4,-0.02933525591848528,-0.03878683052126545,-0.03594535817945856,-0.0326370752294483,-0.014055276394872907,-0.02429777534877818,0.057220568261846974,-0.02955564002761705
TAC1,-0.003173857817704338,0.07110530820852304,-0.03963603928714256,0.004906698889138392,-0.0650501231918676,,0.03158916004850742,2.5530561290376006e-05
RARRES2,0.0016734664079661272,-0.033214089490686716,0.0006756143796809372,-0.027928662372017035,0.03321556795882452,-0.035390913838911076,-0.10479232126960886,0.04581610004532834
FGF7,-0.029043043598783902,-0.022953875219793703,0.0724752125594603,-0.02822175617670405,0.04083408130763726,-0.022395124656733253,0.05071091741618785,0.058155744482402724
EFNA2,,,,,,-0.014422957045120324,,
HBEGF,0.017479494517548173,0.019826146869197397,0.06779768646739014,-0.030692771776001406,0.08962838561834852,0.04192354440498783,-0.07229957154152221,0.008363368553532268
CSF3,-0.029335232693675536,-0.02714930697787031,0.1049603438535657,-0.01141261683196406,,-0.02561821051169157,-0.025705216834351376,0.04964500289555044
PI3,0.03723014275862638,-0.017440999738904287,0.13033445373054667,-0.035656448826406124,,-0.05594573556736323,-0.08957636109722265,0.019069630938090037
PCSK1N,-0.034471425720748135,0.033832822701094147,-0.07710745076939025,0.024647295013965367,0.01808534560587934,0.024576822077034044,0.10176772321844488,-0.051993913174778486
NTS,,,,-0.03186878010170532,-0.01715829900440224,0.12595868533452184,0.05303765213833383,
