,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.03602329198358372,,,,,,,,,-0.0036383984047248267,,,,
BMP1,-0.007931723550988399,0.04289378252226426,0.06401065369195988,-0.018692639236737012,0.026441134948469582,-0.03619203322661125,-0.015111957165485981,-0.1579583825154145,-0.02410411488205665,-0.05894132544183725,-0.020743540553527517,-0.154115456741407,-0.06199254244234156,0.026186683606716412,-0.026875172946752617,-0.02331242189347385,0.021350366425017964,0.013922763638896928,-0.03776842296383162,-0.03040489905655436,0.02716916845391724
NDP,0.04273475210449848,0.010114558059161713,-0.01798419040811882,0.026585803611423594,0.039673358262147726,0.1406061896033278,0.003854328005305579,-0.026681597307003573,0.004502683142660022,-0.033608541643933676,-0.012976273164449922,-0.009040349400592378,0.004126582778776742,-0.04987207257536855,0.0161712827866236,0.08917719647311052,-0.03272453275839279,0.007978271223145558,0.0711091619568206,0.0493655847215218,0.005662087441691934
TNFSF18,0.26631080497978227,-0.024816084039505613,0.024180025274717663,0.16512958759854804,,,-0.0325607218943373,-0.03939230078691869,-0.00020997087067678728,,,,-0.02253430243641985,,,,-0.051386654131232515,,0.09846578918380396,-0.0391863379016083,
IL36G,,,,,,,,,,,,-0.02474837112490265,,,,,,,,,
RTN4,0.09230026730131799,0.03472070438205987,0.0325178891676581,0.012007782973717206,0.01567819743827396,0.15682940683967767,0.18765666985922458,0.2525947458757639,0.08492500225140436,0.07496586295298953,0.18371760015528363,0.19998517088211243,0.03745178102954263,0.06615054188194357,-0.06379402430769818,-0.07754377433142262,0.10417082740762351,0.0564444000227362,-0.02596318905553831,0.175662634154972,-0.03808699941877581
HEBP1,0.04665800177709678,-0.04530890993563977,0.008346366391484016,-0.024082566358476828,-0.008823108539053605,0.01227499256642807,-0.1178121878617342,-0.02788957793434695,-0.016694857044320825,-0.009994679437520101,-0.025134068355134577,0.0024179450399768746,0.07153306279824818,0.030773794084820703,0.0011635467367575292,0.007635016046676457,0.027773437085042298,0.04998341936579628,0.044188261484833284,0.009841323907681816,0.006777870307418799
WNT7B,-0.02274566798319445,0.06330747669803759,-0.015174447204157164,-0.022011069193089546,-0.008786217959670993,0.04169333744342504,0.09116094678113604,0.07996898318766058,-0.025009155864352865,0.13406348582286667,,0.04394315223104722,-0.02480806751267296,-0.057393192319513696,-0.06609944710889842,0.05371794958081435,0.012254501080038217,0.008250214669586177,0.011815404953368101,0.08096418079670488,0.003934871679320766
PTMA,0.1425004868132702,-0.0680332122618557,0.004427023291134114,-0.015479998111065632,-0.000866946644858956,-0.12130730889748717,-0.1522876666758447,0.0895937204723164,0.01622537770194094,-0.022118178885417315,-0.17131933264105814,-0.1946162307746577,0.0988169284949072,0.06779599081872968,-0.023455095992603835,0.016798474051218322,0.1121071015641868,0.011104166142141398,0.015433922714478389,-0.004232203962334491,0.10885013951789259
FASLG,0.059391089113513026,,,,,,,,,,,,,,,,,,,,
