,UKF251,UKF255,UKF266,UKF304,ZH8812bulk
IGFL3,,,,,-0.018872391814472967
BMP1,0.05494170944012417,0.11717621006333856,0.09698991355822227,0.05065892855363909,-0.04909828983431617
NDP,0.03262267461899009,0.0783329051091791,0.0027607769815228083,-0.013907377541728048,0.0265702494340414
TNFSF18,-0.032959775552209566,,-0.01612119062671428,,-0.019462764560988118
RTN4,0.016842346576075442,-0.020046607423035063,-0.11128314361805022,-0.047986208266566105,0.11201264307080337
HEBP1,-0.0013025917983629429,0.005223082962402063,0.0342984133766632,0.04933983280641011,0.04529533279386717
WNT7B,0.011179649885505722,-0.013942057103106587,-0.016066899477926548,,0.062485132903186254
PTMA,-0.008126203780016475,0.07717428523494567,0.12324770962722262,0.10996944846453623,0.03671482438330459
CEACAM1,-0.01571224958222758,,,,-0.027965960734017546
PDAP1,0.033958781598718124,0.048999837367527756,0.08506264174512912,-0.045734216772862324,-0.014994111917145737
QDPR,-0.011079904445526683,0.04070405852017754,-0.0660788819067558,0.1782664670388371,0.06304108983141525
POMC,0.06430877417676698,,-0.004873669412332954,-0.0018686833592457036,0.038093855550884965
CCL18,,,,-0.0015185870406026296,
CCL17,,,,,0.057145713555994154
VEGFD,-0.02250464518786707,,,0.05059776302019729,-0.0262429972964371
TNFSF13,,,0.030913943646664777,,-0.026682897092326727
WNT5A,0.04958040096310494,0.06434595483158902,0.06120122742063562,0.016568716982210418,0.04062783881998704
CXCL8,-0.021072015861058172,-0.1300574909555984,0.01043399979899697,-0.02688659800542107,0.025533807581666457
GRN,-0.015093007612140937,0.09157895224360452,-0.006666900832995587,0.0942472276245048,-0.045873783012793316
MIA,-0.020014057616709623,0.008811623688500829,0.04915744885978704,,-0.03742265855738836
COL4A4,-0.02355240564061162,-0.04120204119626409,0.009657856249256096,,0.05658889958198936
TAC1,-0.005345966455200558,0.10642573419908805,-0.022279482830208832,-0.046468102418196544,
RARRES2,0.039878965814100525,-0.07067852317068293,-0.009127913222625617,0.018862574768866703,-0.038321096688767875
FGF7,0.02476928659987499,0.017921410553928287,0.0004945616930805226,-0.0076509456325040085,-0.05353486625762953
HBEGF,0.017846819864398032,-0.039321481693509616,0.08665174215781098,0.07343579507640066,0.05411533531128001
CSF3,,-0.028839862642010404,,,
PI3,,-0.051287966924929644,,,-0.021141451785950654
PCSK1N,0.0016455562476825043,0.0813945697330095,-0.06914350452203645,-0.10215061332578607,-0.05596195746878039
NTS,,,0.0018559801034171185,-0.02525780008702136,
SFRP1,0.03348658532709331,,0.032489495075437795,0.007616728279357712,-0.05350976773062265
CXCL13,-0.03799356749423553,0.003915081471430904,,,
MICA,0.06672275690966621,-0.0021040396921957493,0.010623016219479751,0.05134306677402584,-0.0010260779147297397
TG,-0.02136549366013947,,-0.020960609643491376,,
ADA,-0.021631501078292342,-0.03890854366937499,-0.02331180191277036,0.07029385056383898,-0.07925151799044663
LAMC3,-0.02117481030689857,0.12970824465617678,0.07361737222713596,0.06990742245493829,0.0230703983155342
NGF,,,-0.02000204359222536,-0.00398573898972346,
TNFSF15,,,0.02050429405590517,,
HMGB1,0.014047261585937592,0.1349443617785794,0.08299207899487748,-0.05839366332784208,0.01009702329136373
ITGB3BP,0.021904393827213594,0.07035857592607403,0.12831411413071298,0.0066297553291357406,-0.05462631233102544
AANAT,,,,-0.023746062285588176,-0.030778431723024358
RELN,-0.013080402852393721,0.18027652682699752,0.05995871538000385,-0.011040081962552302,-0.038490326688993264
IL15,-0.015569022384721631,,-0.017281549017943845,-0.03701523114148694,-0.038328948874705435
BSG,-0.024356863770672827,0.009972727750237227,0.04618511692392148,-0.040544030789071456,-0.07571858700368991
ADAMTS3,-0.002396596904298491,,-0.027835576133377185,-0.010434966007215616,-0.04768915439160948
CD34,0.09564258696067836,0.032899035227872846,0.09427838200325897,-0.01406509672536113,-0.09445809865451582
PLAT,0.07061052026536509,0.0757458185323963,0.0619084068952952,0.0839562291439509,-0.010726663605329827
LTA,-0.01571225119458582,,,,
CKLF,-0.012095482426182167,0.015565568322385006,0.11504239539555072,0.039738989995876314,0.043915887845747376
CD24,0.0310670750239658,-0.031678539599503765,0.06203290021267373,-1.773636873728077e-05,-0.04323010364048874
HSP90AA1,0.004341490883252691,-0.0837815520422208,-0.09962718613656096,-0.07819315175952643,0.008533681751607443
BMP4,-0.016655907318515448,0.05193489092327774,0.14618109211924757,-0.008971802005917255,-0.009696315499657963
SCGB3A1,,0.03766587005401562,0.07719970752474754,0.012188207308079173,
IGFBP4,0.0511545776090931,0.03765670844016696,0.049422434803358346,-0.029997304391008603,-0.01350089536159518
RSPO4,-0.025400648559600624,,,,
LEFTY2,-0.015905221545026823,0.058132153751326666,0.018447807234795603,-0.02525781671760689,-0.0728852419625351
PF4,-0.014292427979768412,,,,
ANGPTL2,0.04958952981518329,0.09981006018923805,0.12496507100635648,0.05058778623729646,-0.044791519733662334
LRIG2,-0.004487908303878067,0.07497719500392176,0.08877079322932782,-0.0388438993089996,-0.0492621345013802
ICOSLG,-0.0411039946807836,-0.005262071123522987,0.04782562197649356,0.11095529311420278,-0.01905338369103658
WIF1,,-0.049989436752660335,-0.041152189325633776,-0.057858493985775715,
