,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF334,ZH1019T1
DCN,0.03679212645538554,-0.009713539736085271,0.03160384737621061,-0.0012298208325949073,0.06878543381513036,0.014335729341041185,0.03683341577660542,0.09836442794918256
RARRES2,-0.03218882063031944,0.0534960279691044,0.049632574361880434,-0.004324854055111149,0.10078585377690505,-0.009974544285285644,0.03922039755166613,-0.14584493242877028
SEMA4A,0.013599212917568928,-0.017401617632809507,-0.002521424772553999,-0.07394538656308312,-0.021333255314410902,-0.05879394042470166,-0.05533722637516769,0.05416416956953541
GDF11,0.03588946021254975,-0.011329288063420874,0.08429701152916001,0.09994149117550498,0.07232861774468097,-0.0025268876887919924,0.037526378923545746,0.11321252677030198
GPC3,0.0730667428788491,-0.023080647753163066,0.08595602978412627,0.16868573506102696,-0.022017492657237982,-0.013281320754767092,,-0.031051988571435395
OSTN,,,0.03275801470945213,,-0.016882218219007535,-0.020524081263559195,,
GRN,0.027063277556434413,0.04045646473928803,-0.03479289952137409,0.0422240746522005,0.07908138403280572,-0.0025428611599108957,-0.012405297488363085,0.11186660105663546
CALM1,0.011838625604289485,-0.02104669034647521,-0.0026516922248293728,-0.1356955693574306,-0.10236147286128634,0.058468387706538894,-0.029113496931302853,-0.008609765688672038
ANGPTL4,-0.006963309796432856,0.08618581323206848,-0.031439230703396846,0.03882393423268871,0.07199494381311806,-0.03725982071990485,0.04725936551137869,-0.11886227890150082
BMP8B,0.03457071046560097,0.024143796449162674,-0.019144494093603,0.08374897968654896,-0.025359600842136197,-0.009006350012529174,0.01111456785809236,0.10645918565146863
TNFSF4,0.004624247147820167,-0.010110140728559454,0.010038810618520775,0.05861261964855895,-0.0258537864967314,-0.02385619580496923,0.03994593378413626,0.08945175701515574
RBP4,0.05151131148504755,-0.04123048282041078,-0.0016384697693692604,-0.017150692223869668,-0.05856357257256904,-0.016113862944778505,-0.054336254464595696,
DKK3,0.05518152422539543,-0.0352380756456567,-0.042285113827193875,-0.13254668078051043,-0.07262691380743538,0.03362568922879871,-0.09563522368706705,0.14384376480471542
COL11A1,0.012020851197865072,0.05923879055535545,0.0005971931135402094,0.13104545999085607,0.0097477659803152,-0.020720558016793452,0.025265788152587735,
COL5A1,0.013031117073750492,0.0027553862586433045,-0.00010519894787393791,0.11583088339993054,0.02260344572215627,0.005594148098626516,0.005642867299819261,0.06480175218906714
KISS1,,-0.03727403802146026,-0.019504094030656914,,,,0.057725585923841874,
MEGF10,0.023515687922560743,0.044881871412420817,-0.018874665711363984,0.0970571985318059,-0.025555409996995286,-0.04499050984385525,0.04586822645036827,0.025960551511543493
CEACAM1,-0.039966765534334,-0.016114408953902013,0.022422302539857403,,0.07849138921989283,-0.01650281033119098,,-0.031051999460957457
EFEMP2,-0.0008013947458284332,0.014777199740284606,0.06463579698663562,0.08782611859731188,0.05862560427652959,0.05977315536184037,0.08160824851123555,-0.04690677780624702
IGF1,-0.00685651498027911,-0.014679496274669997,-0.04353944696875636,0.01203377242813009,-0.017975395599931904,-0.010910978569223236,0.010347716037174737,-0.0422960630074368
COL6A3,0.01728686198727593,-0.02264891699312837,0.029245806051478477,0.0616950194210358,0.04626212179647671,0.026035323092983644,-0.024075844935193207,-0.06141207447584952
RLN2,,-0.015506310377513812,0.0020874752310695043,0.014808892482118745,0.06504273764938671,-0.011856740297418433,-0.015246117197548271,
WIF1,0.0067170092663650476,,,-0.10929298547563736,-0.04912589309027658,-0.010248876961166555,-0.040149033408458934,
IL13,,,,,-0.01608450205459378,,-0.02120563518361625,
PLAU,0.04933992565713363,0.009509818306645965,0.0527784705044444,0.013867485059950346,0.09572005580049105,-0.02215659847106577,0.0770319316965511,-0.002041640636821955
CXCL12,-0.010857856982891545,0.03116335609552596,0.0019937076719860384,0.12098082106930236,-0.009234538484116723,-0.03872032449005101,-0.04286797675247828,0.06520325900542655
MMP9,0.08251810784570138,-0.014658248133256656,0.08768027178817746,0.178283911547773,0.03896386531935016,-0.015608261178296426,0.003746671348592142,0.036611086083717485
TNFSF14,-0.000815849491196515,0.052915949354804225,0.0628481277952008,,-0.024771302703373396,0.06363168060115437,,
HBEGF,-0.02806350986946629,0.08193299805709826,-0.02656938739521319,0.14610540276185427,0.09641036782421773,0.04108519037069178,0.017567771865076708,0.01613673738994222
NUCB2,0.03710276554807062,0.01456909718369327,0.0058033857258720884,0.0098661594804575,0.06786525130663851,-0.006753228109489499,0.09423838932405894,0.11363584570206307
VCAN,0.02402386160285694,0.001335160137853097,0.00038804518936689483,0.1691235557704699,0.061343704823935835,-0.03720347449473295,0.06039383827508891,0.07332660825226972
