,ZH8811Bbulk
BMP1,0.029240298970722525
NDP,-0.06481466457757547
RTN4,0.062395362602301115
HEBP1,-0.02195431324666035
WNT7B,-0.011068760259936312
PTMA,0.08346495637111916
CEACAM1,-0.01689306779517729
PDAP1,0.06294696063566171
QDPR,-0.011227225862949376
POMC,0.031159937401266463
CCL18,-0.04125175290316945
CCL17,0.09556787464228256
VEGFD,0.007438077234044792
TNFSF13,-0.026506969901048144
WNT5A,0.053063793699049316
CXCL8,0.04990134682410437
GRN,-0.021934350037348838
MIA,-0.07670535473258071
COL4A4,-0.02704844292179102
RARRES2,0.0009604917910040398
FGF7,-0.018354560323980963
EFNA2,-0.01605573040323619
HBEGF,0.050743381219088765
CSF3,0.054408132924863926
PI3,0.08187844531822762
PCSK1N,-0.0029989071104016803
NTS,0.02386309756772771
SFRP1,-0.0026722537803783226
CXCL13,-0.0002750604223450111
MICA,0.0013794118809175573
TG,-0.024091338282785542
ADA,-0.02816006164534702
LAMC3,0.0018264497809973128
NGF,-0.01583991437468896
HMGB1,0.04727700661868135
ITGB3BP,-0.02827468402867458
AANAT,-0.02160666449827131
IL15,-0.028314165280340416
BSG,0.02826167496230248
ADAMTS3,-0.05342737533205211
CD34,0.03158825187157973
PLAT,-0.05007221931491662
NTF3,-0.023314454547260912
CKLF,-0.05994875546780535
CD24,-0.03367047792510071
HSP90AA1,0.08601264141404275
BMP4,-0.0531760754846191
SCGB3A1,-0.030734793968626373
IGFBP4,0.05982179756400832
LEFTY2,-0.018461205276325183
PF4,-0.014716188504565735
ANGPTL2,-0.024490250628501794
LRIG2,-0.02048790593964541
ICOSLG,-0.07263222027401275
NPPC,0.05104495143458803
LYZ,0.030046049561716102
EREG,-0.018118850526051885
SPTAN1,-0.02156031718165713
COL8A1,-0.048647759547399264
GSTM2,-0.045491785872575685
SPX,0.13926330082937016
MFGE8,-0.052255771753894516
TGFA,0.012274427178555914
SLIT2,-2.201372867043577e-05
PLTP,0.01994983888231668
APOD,-0.0639273035138187
B2M,-0.01622883918351464
OMG,-0.0453488480725466
CXCL3,0.03717166238673529
CXCL10,-0.019738674955994715
RSPO3,-0.008576799193279404
CORT,-0.015399743303501396
NCAN,-0.02439961073740421
PRG4,-0.003854154515373033
TGM2,0.028929756429847204
VEGFC,0.010180168950917636
WNT6,-0.02862111124009078
PMCH,0.015920237467588597
COL9A1,-0.058680372505372155
GDF11,0.03972981754751413
IL24,0.0407133340909905
SORBS1,-0.06041686104743923
DLL1,-0.0495596275952086
TLN1,0.005743991179486738
COL2A1,0.019210111199088
SHH,-0.04141686970017346
PON2,-0.06741892019426865
ICAM5,-0.007054771030938989
HPX,-0.05417779747449978
SFRP2,0.020653015827082555
CD70,-0.03000750348880383
HP,0.03966738640785126
CXCL2,0.0360172213440938
NPPB,0.044026637046613075
CCK,0.00668666507236592
SEMA6A,-0.031365911851810056
IRAK4,0.06408743209109856
GSTP1,-0.0623169727079689
VCAM1,0.03034023347740641
NXPH3,0.011407352698076686
MTMR4,-0.027852615695134034
LAMC2,-0.019018333815725232
