,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
TIMP3,-0.08101088380500215,-0.0035511243384190555,0.030238286888920107,0.002494462384692048,0.09747183702641336,-0.017702871936339803,0.10191099222621733,-0.021701388416769052,-0.034220250802647206,0.03378971264915044,-0.10611028194826065,0.04913290295936227,0.018504098044853614,-0.08518077826915456,0.017462315996133095,0.03204865596323987,-0.0029066388843272495,0.19764201198124492,0.08783652600964792,-0.0003219434954301603
PIGF,0.023748465701847587,0.04827102507304248,0.017477093012223523,0.005324086486735801,-0.007300620310387394,0.0691023800039307,0.07008376113804936,0.02848152181510465,0.0035100754552898988,-0.024808314233419962,0.09454686982443192,-0.04928763268475905,0.011189636698166415,-0.1521135725118125,0.02543477768131391,0.0724276589161551,0.009903574648442518,0.019874289473282982,0.03507975860148587,0.020117865353251923
CRH,,0.07564676564918081,-0.017688703202534312,-0.01801094583500078,-0.016090385614034253,0.01214036608863518,-0.026960499401302063,-0.010721339685776087,0.02047630166453182,-0.02158859023398118,,0.10491775115073637,,,0.07934248593204729,0.0005073183467677486,0.05388542051958392,-0.011151692758527156,0.10132731277589238,0.0943682453731338
BDNF,0.11568776488575229,-0.03271237540842008,-0.012852590473402705,0.06474268651659981,-0.012653214684742634,0.007250025066798248,-0.05423270895095938,0.00713606136543619,-0.017538997883162596,0.08766120431877343,-0.049220636403651874,-0.017487646982699896,-0.014781563856114758,0.052689942827094174,0.025751012182511905,0.024061514549807934,0.001596219189202359,-0.012299855129665808,0.10071004959268695,-0.07042006932453343
CCL5,-0.014214467269075813,0.049923900350771364,0.05624925383274662,-0.02822556257892317,0.041284340223146976,0.002978316672038669,0.04425825779337208,-0.012629638534944766,-0.022176945713202653,-0.05746629340033752,0.071930192236119,0.04384755626634402,0.005101955923112883,-0.007649733401977391,0.023743462468845695,-0.0009772322962685906,0.021849015398763622,0.20727854268555743,0.03601819876385971,
GAD1,0.13007197800795198,0.002051773322711083,0.02770214903159797,0.007735462963674871,0.06984193189252265,0.039089349256720946,-0.03341175756061148,0.011465185912405045,0.022476141594437008,0.15428373401658868,-0.03265607225656743,0.13797689396894036,0.036562114557212,0.008466833716546104,0.06154411705760895,0.1014778478578531,0.022380868625992673,0.11222000530537654,0.048756648388043514,-0.006762340751437441
COL14A1,0.018540189523675272,0.055123480006592854,0.03730741296897084,-0.021485493296599895,0.016014059327964507,-0.0365661430741474,-0.01043830553266809,0.03231023299096193,-0.0032373679388683005,-0.021287931382103466,0.11050055819639026,-0.05201595946624731,0.020703569104839486,-0.03057209094442481,0.041239141241004945,-0.017192200566060047,0.049868349338387366,0.21565359795912556,0.044214107000239894,
HLA-A,-0.10465577626090622,0.04738357861763893,-0.0047506583649056956,-0.01765273636636536,-0.09319146204968418,-0.07496711431247406,0.14883849363135923,-0.0010456837158557993,-0.045763722283623895,-0.1631572606688767,-0.06688634646985371,-0.08396859442662748,0.08941617716181995,-0.05133261613777084,0.02670890154949325,-0.08856904909940015,-0.04384653260671093,0.16010286577553884,0.006786899498789024,-0.02267086090282854
CD5L,,-0.029836537198113956,-0.010455391659627517,,,,,,,-0.04403539049328607,,,,,,,,,,
FGF18,,-0.026996673388510254,,0.04621014082784143,0.07657939623651543,-0.04682419924979362,,-0.006631137545894612,,,-0.033138848565491555,,,,0.033568153189294105,0.03109073273528276,-0.041584533363372936,0.03560911927928639,0.018891962250233485,
ADM,-0.07107291523063844,-0.04381111573442417,0.03281894103174464,0.03383705383833307,-0.09961454522948013,0.05265433784046958,0.09425938102748946,-0.028471319727015946,0.032655128324701695,0.0020666970627212502,-0.11157128742012616,-0.07545546009989822,0.07963738772243462,0.194865797174735,0.021064712219708244,-0.06353946496469824,0.03187448508093569,0.03493265991486276,0.0020487920452788764,0.03665427837774085
CCL15,,0.13746208208312424,,,,,,,-0.005827734745664365,,,,0.01760470018997991,,,,,-0.03745923181437469,,
GNAI2,-0.01332926563874095,0.08414714479453324,0.015188048869816858,0.00456397745861975,0.020466058459825374,-0.07071882215066592,0.13467673535648053,-0.044397004242676466,-0.06061794214982319,-0.11541186400636153,-0.11733840225667692,-0.03382318622075058,0.037121204738299426,0.005877525273466296,-0.08577435720581604,-0.0194377158335749,-0.03246811160096353,0.12064181924660909,0.06564480886311859,0.014921312907942325
HDC,,,,,,,0.05823845194082883,,-0.03334346756125026,,,,,,,,,0.087337605925164,0.0280110556953173,
COL11A1,,0.02094948769254893,0.04622817407159283,-0.03290365885610598,-0.04574209230245561,0.0323090797418998,0.04755364362944309,0.005063797659004167,-0.010062251240358281,0.07975939026657351,0.0024196227998501186,-0.014886730423755563,0.06083068950255078,0.026630721411456715,0.06842120334415415,0.014881815706655683,0.03076329457053976,0.025678139600492898,0.07445192940281771,-0.052486949460976276
NUCB2,0.034775109346825005,-0.0457059354157838,-0.05652701099550826,0.011101808503399414,-0.0038464450726395346,-0.0012651524922133997,0.052141780254340034,0.03817245718665771,0.044485112526218944,0.03763611211890805,0.0036754125881903747,0.0017571465007647003,-0.03447848666595881,0.06639703849771963,0.038350265193291405,-0.05342422177669981,-0.04907057513500317,0.06958304461545219,-0.06782805348771356,-0.10746299790190095
FGF16,,,,,,,,,,,,,,,,,,,0.01163192257536831,
CXCL1,0.0420066059734886,0.004679182404733976,-0.030962021656785358,0.038290381173430844,-0.02768625765667999,,0.009914531283989756,0.057573101803431406,0.10484371876957649,-0.041015443237598176,0.15229366217066698,-0.02106455593603209,-0.04219006303264467,-0.04632655136979735,0.05468151961143086,0.048909558376148986,0.04260556890078171,0.15262785996428074,0.07279715667835257,-0.03521936589287551
VCAN,-0.04140589115312849,0.005302917569775689,-0.024954180288820082,-0.028921725421253718,0.004102086102400995,0.005552796908599477,0.11196853729357528,0.008088031113425988,0.009510318015947001,-0.08782152470385937,0.10766060868611695,-0.10080952216436917,-0.022329831197454755,-0.08752597068344614,-0.03754898252716415,0.044396719405896325,-0.023031155177871313,0.0646154925357368,0.03189721154425401,0.035802139862923056
MMP7,-0.030325263076948595,0.058780911601118604,,0.011875476780959904,,0.043639291788605504,0.03132548847914477,-0.003424031503371459,0.04213155600852984,-0.02591419599890127,0.027297443007083578,0.032007951040714085,0.07104841533438132,0.020377839306992208,0.020111736066728093,-0.04831510537870739,0.024278232057903873,0.14192596604640603,0.011064391842851885,
PTPN6,0.037171884556055794,0.016565765486616237,-0.013708983881206737,0.05995318719078922,0.0547947140390094,-0.026055851923800596,0.13551911631587882,0.013925234599302528,-0.009366561745919686,-0.06302133213823921,0.035243507386986506,0.0587723388430094,0.06899605912057699,0.06990299630209212,0.033653353487355056,0.08871015534858422,0.01627261924888631,0.17729202075833153,0.05990425776013895,-0.002780749384099501
PTGS2,-0.06608073718609778,-0.008765375828093835,-0.015578778510069816,-0.013809952342758738,-0.0576887364836253,0.036982277651617365,-0.06014938167606081,0.009906256546665817,0.023204521798465695,-0.008134243735468142,0.08314834427794991,0.03527042427618217,-0.05470608000121482,-0.0733987562818419,0.0687737322109655,-0.05516342615852672,-0.00433277180131933,0.037668235708914026,0.021409861442543237,-0.04391498737774877
XCL1,,-0.032695508201925134,,-0.015569315327093792,-0.016836736373997904,,,0.04424262965019667,,-0.03399205174577048,0.14290347108042725,,,,,,,,0.040305324776109736,
CD58,0.012925549334520545,0.03629431967860147,0.032702902489816874,-0.021040340783494635,0.03917367303969078,0.006621590894902119,0.13651620389490143,0.012089602059378018,-0.046105756146597676,0.006924350906984215,0.08890097589736898,0.02868658443318373,-0.034676344489333884,-0.09493949284440567,0.033968088091606057,0.06281754030935438,0.05122682760934337,0.04351390828752068,0.08574870873530599,0.011885934058148393
TNFSF14,-0.025790332349832447,0.019866506807376737,0.13267617351801456,-0.019384071146030656,-0.014912065999201753,,0.0560623115305693,-0.03194488995117896,-0.012307163496223768,0.0014599772359357918,,,0.015167873265236281,-0.05980842280270226,0.011278728932433486,-0.03888010248140011,0.02219889376522202,0.013803852642635627,-0.03648482308827097,-0.03824447658921025
CNTN4,0.046794489070934295,0.06896925382090818,-0.0252783625297445,-0.02798086072124934,0.047345116558694514,0.05601334452272465,-0.030104352181536627,-0.017944467870985446,0.055785800895622385,0.11239798764276498,,0.07725112059992058,0.14425694633785124,,-0.003532059400699191,0.0470266473999322,-0.020089705979548518,0.11074325435494671,-0.03070954823046108,-0.05338880017125359
NTF4,,,,-0.01969450207203293,,,,,,,,,,,,,,,,
INSL3,,0.019012898101272806,,-0.014309558969175538,,,,-0.021534523671918174,,,,,,,-0.029903211825533647,0.11682031260932067,0.0618469844839328,0.07814034278906912,,
BTLA,,,,0.004045181847692556,-0.017552858163167952,,,,-0.003032409747450905,,,,,,,,,-0.011490671513091508,,
MFNG,0.08264535267738983,0.06764050382572745,-0.04081371621951206,0.029402459084746584,0.029421389778655927,0.021861165132026485,0.1266099439804594,0.01056447611125705,-0.016618721965793823,-0.04117043279802283,0.06489216209975997,0.05251234688096086,0.05568740069470285,-0.07470653209579634,0.022459267783832924,0.023612881288899164,-0.034575568057985305,0.06892428757197976,0.0361448026750085,-0.05856548366860463
ICAM1,-0.06004032819184535,0.04624037336003307,0.06689469946348538,-0.012878396243887502,-0.05530348908781643,0.0008511895133008778,0.04562368193075671,0.02204543000324052,0.027435060759429773,-0.02787985277261039,0.06589754068584774,0.015985077202218107,0.013121985520487295,0.05307949214216715,0.06701311055500614,0.013608492049100971,0.0013175558195896088,-0.0032853916062658027,0.03682376213817168,-0.009446890406116605
PROS1,-0.07578218668469038,0.10285096813812261,0.018157368868003003,0.026567385719430167,-0.03176872548051059,-0.043018559177396554,0.15469399837340714,-0.0379662455363785,-0.021408912558853556,-0.012487593236010303,0.038287107776148216,0.02005384953289325,0.011390354190642625,-0.00011209292225254812,0.050770853932932826,0.02322747718941155,-0.06985923960870091,-0.0010558237766408998,0.012032783866375987,-0.07250267206318099
CLCF1,-0.03213287246745513,0.050272456557840774,0.012532237812765527,0.02164355777631572,-0.0739167898396109,-0.010191020605857077,0.06082017651587419,0.0017684870135364482,0.009531076537221593,0.00842252934317366,0.05241657830514306,-0.004057310489339939,0.11380419297582187,0.06394496644988103,0.03002905639273817,0.04883448540651325,0.02885099243930237,-0.00024223597518518013,0.0064847474803547325,
PSAP,0.1397182095486229,0.11896017758161724,0.02604952410151234,0.0188823083806584,0.008081391480960815,-0.027437393885946338,-0.052055320256588065,0.02530303624915198,0.0013068473574794673,-0.0020158287967069707,-0.019261109927366064,0.07802134746693958,-0.01771961820108924,-0.06093996312675943,0.1125063691276632,-0.01752722734032286,-0.0045205204787704765,0.13398804452170085,0.02436932879565002,-0.10331511185513799
EFEMP1,-0.03895652125564196,0.0589385570026104,-0.007080541429626998,0.02883063011652268,-0.04374803584624965,0.014378271886484746,0.054578620864928096,0.03340319897886126,-0.07601369775879734,-0.12171186831428643,0.042780354740039564,-0.028889322233557762,0.08054205699354625,0.06849670550172349,0.07130288034998929,0.050368116466907385,-0.046017616677235654,0.02907344782077403,-0.027332207522807492,0.02953223827233094
C1QTNF1,-0.08471547795129418,0.0010766935603224708,0.06083937205668092,0.01999135622122178,0.015164292835649452,-0.040333566416262095,0.08307834761663588,0.05889330246881165,-0.0029957045783000733,0.012382439096851513,-0.009979549749497132,-0.06622704351238223,0.11575474767693174,-0.058794136168534315,0.07118287415471547,-0.05925773966245761,-0.03296721412693382,-0.09069996699668055,0.04103329294995932,0.08296403515144696
ALB,-0.026478319885051553,-0.022322897319841887,-0.018838248628265022,-0.025404579006066554,0.004074512888090109,-0.02067243237576524,-0.04569203662035265,-0.011875314245163736,0.03531140358267241,-0.08587806684565871,-0.05223773938697924,0.016659208487825976,-0.024135354756519962,0.012831431456649485,0.041896982412435335,0.007151649212511051,0.022584074832304474,0.07453901117654425,-0.0386403838520427,0.012213337180156993
CCL13,,,,,,,,,,,0.025964985595397793,,,,-0.027691017653262796,,0.013727091891413546,,,
EFNA3,-0.04455207629465589,-0.025981378558219102,-0.032057013560398,0.00903467473434993,0.02688384308055333,0.05275894037568635,-0.06823688644430302,0.04059718080434849,0.08356966387235845,0.09994626879797153,-0.0010561271736813282,0.008708508904423975,0.011631547213314742,-0.015393856559472511,0.11339061387070352,0.045024694201236365,0.08987527603768736,0.05073167949290988,0.03192438129468412,-0.061944410818687005
DRAXIN,0.05350486476644116,0.040914018831527885,0.01259636989089483,-0.011948222774800637,-0.004299882446708951,0.02859007252793328,0.07906887546241963,-0.05689632994697583,-0.022202203513890045,-0.019549909489673015,-0.05427232560051382,-0.04102869938490738,0.019462472763419652,0.07661117102334974,0.0003995824130151714,-0.03922394404056672,0.016801403983884005,0.11671964101168904,0.03049555471914458,-0.02575489130041741
RAET1L,,0.008226619144090513,,,,,,,-0.02659213534319292,,,,,,,0.019829259284133646,0.09611856580972222,,,
NPTX2,0.10625940084277136,-0.032182500437804684,0.0406917588001334,0.007058037500610535,0.044353554828191005,0.02249746833970244,-0.10831394626820189,0.02358102123039508,0.01837697892477437,-4.38410518534658e-05,0.04863278573477966,-0.035364169170422004,-0.028414847945707446,-0.03529336853565962,0.08786263182530214,-0.007193381532126156,-0.024655767571550215,0.14172766970597028,-0.027080211196328478,0.027181473132725308
FGF11,-0.046424125786689606,-0.02059172984403249,0.025209680163881247,-0.002661217919562958,-0.026081829415145398,0.007934488888410605,0.1318642726328874,-0.011747292464695235,0.008326813351286919,0.13891047323355435,0.036909207097668664,-0.08248671950232961,0.033448109611951854,0.09605866443687548,0.05201076868295444,-0.02329574604314335,-0.025600576045711882,-0.0864625357535159,0.0024851041290321306,0.026895967109514807
CD59,-0.0014319137413727138,0.16728632543604843,0.03251655522072565,-0.07308827191202719,0.025852100389434713,-0.02433790972775556,-0.008503569573076861,0.014629996941639092,-0.035216688906333914,-0.08586086382561471,0.01843186177015833,0.10489639628893438,0.10367685436391454,-0.0711589903601473,0.04537100917207665,0.028383611052872886,-0.006558743645054911,0.14944331737646924,0.04565495773284725,0.0880613850564397
COL9A2,0.024664480454468733,0.08815020040666617,-0.009679589604519045,0.009810729478092311,0.06076419911560403,-0.0020631944434049533,0.03487432580213332,0.0279977684780463,-0.0289183162250903,-0.024304375595467685,0.0898358024291937,-0.10087596121377765,0.06229667772400586,-0.011061157381517472,0.028214923381051152,0.08437125986174883,-0.03121147543417503,0.08978559718408037,0.026665700796675566,0.05756844389796141
DLL3,0.07153241820750117,-0.06726767172063501,0.0074318351616807264,-0.028400216265977232,0.08603064991613414,-0.010461054414014842,0.07583701429592163,0.03939924230731756,0.0320663698183471,0.07129641621118363,0.1171026028528297,0.04367817626225637,-0.06840127999292829,0.04262260182752926,0.031147564719267735,0.10823656987573672,-0.0007552413230177128,-0.03458048840381497,0.012520474241759422,-0.0528056012091551
FGF5,,,,,,,-0.036384311539572,,,0.1285358676734634,-0.004970638592361874,,,,,,,0.12186723797933834,0.03063955044438373,
LIN7C,-0.048738181997622476,-0.006744089542530642,-0.012845213595022206,-0.008117096076796938,0.026235876402279344,0.044500269497546825,0.037158181099648524,0.026080524311168852,0.023215540638290663,0.01916160744192122,0.08454169828171004,0.0811951337587143,-0.00327474787007899,-0.06933703596627924,-0.013018176868412407,-0.017100288632633166,0.05151600780842625,-0.00802480279560602,0.04848289664277124,0.06015644417582597
GDF7,-0.01870742752578804,-0.0020588244282561123,0.10651963781856946,-0.025532430887967403,,-0.03658255316859672,0.04282621576452406,0.001992349095556332,-0.024344983184844276,0.034546233741914824,,,,,,-0.02756835139296244,-0.0008336139113801753,0.04740923400354405,0.0364083926687621,
PSPN,-0.007438503022097123,-0.0020764168446687076,0.028170034314279606,0.040958975589213784,-0.01191224058293374,0.039777504797900896,0.05442325235131914,0.03359241319982944,-0.017142601274447094,0.037001391245769,0.007120083079804987,0.057778686279923726,0.05539391369166371,0.03388123486200954,0.005911471694693982,0.09140669592344576,0.04472582181722973,0.06927824765790268,-0.011565924115043303,-0.062286207822236636
ANGPT1,-0.025420707604796842,0.07305548618011966,-0.007571863109169322,0.007565984095236518,0.09528675263811795,0.016380793497545943,0.10611607941870271,0.05094170311137217,-0.016809742223525166,-0.05989226033977196,0.0716810551793929,-0.024607828421956076,0.15991763112178156,0.09178131098638218,0.020072838087469666,0.04302107724132002,0.03385048124161234,0.16840108089946432,0.005847664900828183,0.18230149626807998
PNOC,0.09680432925817299,0.024519638439069315,-0.0008080230432656439,0.06268056092277036,0.09034767903240505,0.10442336493862182,-0.08177091396386217,0.07528725461029473,0.019472493294941388,0.15307726257967702,0.09400796797328499,0.1522870637119998,,,,-0.029316306135984963,-0.010476935221364116,0.045566204816697486,0.028740398050447695,-0.060249835131963955
L1CAM,0.07644872333387498,-0.0014591718033887323,0.021407771867143762,0.017648177266991756,0.004640636611795843,0.09403739108493817,-0.021272811274903453,0.09255671927765072,0.0814288053138962,0.1142150048694556,0.05683644963271731,0.11191320166712287,0.010119768191555186,-0.03125481943216619,0.07635441253502415,-0.05987550220261957,0.05745990227573212,-0.05073391218579195,-0.039152880955108216,0.014167654294577567
APOA1,-0.040187260112596976,0.047159789321015944,0.014958612500262414,0.004355184833503982,0.06520905761561846,0.019508812755174014,0.09256339677401512,-0.01832467067040581,0.021263340252925214,-0.003573066292909382,0.07142887383506691,0.007846391985942105,-0.02834883345301651,0.04379041003099475,0.05178829828710364,-0.0006852423906123651,0.04673147540404888,0.06435246264792865,0.008169983250828324,0.12161284699046819
PSEN1,0.05292702721652714,0.058369815986592466,0.01498491554936763,0.012964103004328714,0.058715939297092276,-0.020865850088871846,0.012836659684189993,0.05504730821392153,0.042740702933150736,-0.08818178525209405,0.011849231233541124,-0.07290209031771264,0.027217475600725325,0.07381810680210818,0.01349315267324381,0.054252999720191195,-0.04627967034425906,0.044949262309861994,-0.013890318304981853,-0.13872713913150017
CALM2,0.10914414066256442,0.042690629613840465,0.006881522205834539,-0.017881771206455396,0.09565303149892752,0.017070410192450265,-0.17218542019613542,0.01382750747358292,0.08413665546925919,0.1575307005982065,0.0520993969500534,0.08732047094182599,-0.06774615427579335,-0.11771215359746388,0.06771662326448707,0.07317689268657053,0.06820678602358252,-0.13326101480065483,-0.006400674207343575,0.08164006116289879
CLEC2B,-0.0695434597821441,0.027791619144735238,-0.042841129354824495,-0.016310847193931857,-0.023792878759454617,-0.0023582746224463224,0.1526015244459916,0.07419697864513003,0.00996383390675296,-0.012663801245282333,0.013371676568798922,0.08070087661981923,0.03027400442754791,0.02011012886049937,-0.0010607759804792383,-0.02542729128958866,0.011395176392483957,0.1836474027006608,-0.010361465790229715,-0.05983726047727264
NTNG1,0.09137451575409267,-0.03519372147184229,0.04712576430752425,0.06176710348612798,0.04862118333500636,0.06312319738984887,0.034739673298979055,0.07825078100472865,0.04780057094696843,0.0031026552191769185,0.030561758827023413,0.0797340904508297,0.008992552942363787,0.047111330046602735,0.047620131255404305,0.1002145543087452,-0.010039274317581108,0.021695318849032162,-0.0397092389699213,0.005824536096584719
LRIG1,-0.044261414308828205,0.08396597026794886,-0.04986141367296607,-0.0021131208174485208,0.0269638198058219,0.02833739372273191,0.031207304581533635,-0.01042833030623056,-0.024459272880853027,-0.052222527722576295,5.372533424934798e-05,-0.028241597315223944,-0.08308909554679829,-0.11547071302779871,-0.02599188326058065,0.10696618435851957,0.06654245643868867,-0.12862678347859882,-0.042862305528222504,0.03408145369947321
CPAMD8,,-0.008692283390714733,,-0.016925654920872404,0.0793603763816043,0.0996773792502949,-0.03291450626370234,-0.012016760589072745,0.06913581970798162,-0.0368760756861621,,0.05581883578298562,-0.042190057494498535,,,0.034461060640499516,,0.03108230853514186,-0.011486094330598105,0.01848618302886631
GHRL,,0.1328419815726244,-0.014539067892240725,0.013741441845676567,-0.004215839228564252,0.01998711764718179,0.008513134255945149,-0.01419149122228754,-0.022202203513890045,-0.027796317204923517,,0.049443269051385505,-0.04403672599563929,0.029634408763018424,,,-0.03055522058404601,0.05440198539388896,0.07199616522998761,
NPY,0.1673445007974275,0.011756282746781662,0.008651681578885082,-0.012756697742675216,-0.01023991224294722,-0.007850638293165181,-0.039789716907213064,0.03854292396339729,-0.10641859073090501,0.025998966482143542,,0.053594273859995475,-0.049268850844423645,-0.031033937462914725,0.024873130913943744,0.04375570916219143,0.0013161051462882837,0.044308353616813484,0.013047179835613014,-0.008080172981108837
MMP2,0.04796361518642231,0.08284236499041471,-0.008807390434478056,-0.0385105634993735,0.031192381467161558,-0.030556449338004065,0.10859168848098759,0.012918630315968155,-0.03458591564343874,-0.04574396890313768,-0.08308870872741358,-0.06961157870869057,0.05974623029991028,-0.11317838629405559,0.026961751018020886,0.05209839072164813,0.005731188667478895,0.15518760983847762,0.10442511797311217,-0.04048182144308948
LHB,,,,-0.0147409672061812,,,,,,,,,,,,,,,,
PPY,,-0.0017140072531776937,,0.020813453226039048,,,,0.09421891354474357,,,0.05413783720198538,,,,0.08379361942674031,0.006543278104112308,0.025834592733435996,-0.02293925593994821,0.08369665316193224,
ALKAL2,-0.024452148306410383,-0.025146023222246437,-0.021772643368607906,0.04492432772832788,,0.0726607221564049,-0.016190292900761308,0.003771815488874655,0.01922699542580625,-0.04216748134625394,-0.026857573851735095,0.006913516593906923,-0.06744293043794433,0.10152317919323721,0.04062908453695376,0.04817701409146838,0.025113716671358973,-0.05914698513699996,-0.02556046907266575,0.07242016986498247
CSF1,-0.11004740491754499,0.09115088826169428,0.017952957215729887,-0.017287852621775276,-0.047158929921195004,0.008902637175986699,0.03391603865414429,0.050161093469609314,-0.007512687343239994,-0.07615694193977757,0.125411642534551,-0.03964253221617279,-0.020013568008546714,0.03871778345107674,0.0655449439615621,-0.01416204029036113,-0.03176021423264233,0.016795716424129296,0.05994565187204921,0.09135186893377953
SEMA4C,0.01744252111680809,0.006211685217369048,0.03179182300139261,0.02913265614953774,0.007774896577680587,0.02785021956418173,0.05848133642481404,0.015881028453738063,-0.0021620364399034028,0.07184089032437803,0.060851757562607973,-0.01131200856398258,0.04168835065859888,-0.03201407279379026,0.04041855509605617,0.0314375149786547,0.02236130042689112,0.1787896093760569,0.019921636203735518,0.034274318611399755
BMP8A,,,,,,,,,,,,,,,,,,0.08765903223387084,,
ICAM2,0.048157051802986295,0.09057924870562419,0.011336751236415744,0.008275862081120513,-0.03838163360224253,-0.023762613983969182,0.1343432745814931,-0.0394394115889148,-0.02661337155428567,0.027479749680173086,0.047249374774433535,0.07274146834636591,0.13126259551870414,-0.08312116480366905,0.010841621990808336,0.08213006849288251,0.05028888148864148,0.21492984632946233,0.0410838523751174,-0.015236346618263927
SYTL3,-0.03297883841538159,-0.003868996308601131,0.007936607328619158,-0.009972105167688749,0.0123899617617871,0.07472876414770374,0.07536467905611315,-0.01369937916189926,0.020650089766297737,0.035162421431941475,-0.014177014412712104,-0.012130832903790405,-0.05221530996655753,0.07017064902414266,0.06812845352977297,0.0004847468599332377,-0.03995260263818729,0.15708460494554835,-0.0315103787150545,
IL1A,-0.056663835194094195,0.10165565022286599,0.05341659302847151,-0.024811930085049855,0.002847767401095208,0.049989782176186215,0.030424197604447603,0.017233779228629016,-0.01650879067549587,-0.06147681853005213,,-0.029843295447459162,0.004211514978280026,0.08643717011040972,0.007945083363971994,0.06637355384161835,0.024018230101443553,0.04938648534901927,0.052952569727074295,0.25718265613214913
HLA-G,-0.029587247052491373,-0.03510918436643496,,-0.01556931392105385,,-0.0038087065180648166,,,,,,,,-0.05516556618698356,0.17907259624943123,-0.016969720718836092,0.025204987213825244,,,
PGF,-0.028420278911578233,0.05438621869113213,0.031547843439878445,-0.03281145318780874,0.007994266087266551,0.09387130209090795,0.1819096447042208,-0.0538710952167747,0.005226573996652389,-0.03761803089463771,0.06099474091522412,-0.02117814466111163,0.17397434463230324,-0.0046048829579264814,0.05403419070510201,0.07006452435383373,0.05528928523951006,0.1999487915536666,0.04537697904955368,-0.05516018924903844
LGALS8,0.002551083331457098,0.0002821706136966409,0.048085664969745985,-0.048750444611670204,-0.027624920618277215,0.08331179138097271,0.030483541994086462,0.07666326118875635,0.025912510829198022,0.062172794847197704,0.06078219203579695,0.052540827937229244,0.08239147627693394,0.11248792716298286,0.04081647176172859,0.04007036314427723,0.049071620082660396,0.060748788789080944,0.05396741337721811,0.0754298874371824
DKK3,0.05546896181164229,0.06476373817658218,0.011416447607173792,-0.05302169295251922,0.10132969858607883,0.0069113567118987045,-0.1065839183105755,0.007040593880361016,0.08136805962011452,0.19284756248853246,-0.015349984750517815,0.10854674362994478,0.10030965106230137,-0.11479827139026794,0.07717962472128151,0.04964557144753816,-0.01583148547626132,0.14336218423554534,-0.011183227835324548,0.0021118140707224982
COL16A1,-0.0845056681202215,0.08552181022795685,-0.0016984529254072023,0.041349740638482554,0.0478861319644999,0.032930281102349704,0.03234867851865601,0.03254785294969343,-0.0290265796563545,0.054816659221680455,0.10653917161088246,-0.06184410866564012,0.03335921393186562,-0.0685675639643298,-0.025293221118989562,0.10078277086837151,-0.001184643443490919,0.16256544904081408,0.07949133936117812,0.06102224947036518
TPH1,-0.0017133315633367772,-0.025779057882907096,,0.014668294961176073,0.05094983500188704,0.040196489365410495,0.042143073238861004,-0.0251457137654061,,,,-0.01868633945951149,,-0.04026957760360896,0.01980632487151268,-0.029256978759935142,-0.0003376917611731854,0.11879211961661447,-0.026493691093544842,-0.03055281342974429
TNC,-0.07906746305808987,0.03125531126783871,0.032592928619679946,0.07534689494623602,-0.07699499897352952,-0.04221296702098481,0.1350815702721054,0.0010808432476708159,-0.006723112080491985,-0.09134198730415069,-0.10921102870713416,-0.08904354978412718,0.04620887737628987,0.19034080400833792,0.06369143563071801,-0.057464782813872343,-0.04428116160580902,0.00010351868908772936,-0.05755317664783934,0.06341086441822821
TNFSF9,0.0701357118601665,0.0015035650803720334,0.017495414636532983,-0.025532432605427778,0.006758592216626975,0.10939063618871456,-0.03036533271230808,-0.027478745159854833,0.04075750546195851,0.0016198144659208566,0.03250423783287925,0.054465023250501524,,,0.07007785004944334,-0.016902301033987707,-0.03470473409186156,-0.011713250600677586,0.12056579672888065,0.07297878549146092
C4A,,,-0.021455964114145826,-0.01747627200757126,,,,-0.020694794476606,,-0.02999307168753048,0.0005691449532377149,-0.01642600223986403,,0.04732961374978935,0.09696611236522905,,-0.028545477155389864,-0.02608118501456097,,
CNTN2,0.03397109227976687,0.060193281470926306,0.04072480485375843,0.009898730082050966,0.0928164695376241,-0.0042903217783496535,-0.0834753643411853,0.042893684002181444,-0.0045397903522846885,-0.11875232178787924,0.014579864786419889,-0.05344753032077585,-0.061690815308505606,-7.623947049048651e-05,0.024389848582150438,0.05504824868916248,0.009408394905901857,0.0032382107531607218,-0.03954563932641442,0.004488136208759912
F7,,0.029256920796864355,,,,0.013114841389611295,0.020312824473987506,,,,0.08122652422962452,,,,0.06463779742385328,,-0.0019351967101628423,,0.07686059749354292,
LUM,-0.03094451204919543,0.11151993738666906,-0.021288598089350217,-0.03839609898423474,-0.024927149763303135,0.02631298064865995,0.17303990046757273,0.014405274331002933,-0.04207750761037713,-0.038367538659899024,-0.01974727557149427,0.0028377206052211503,0.1519786253371178,-0.09650061005114058,0.06554357996043288,0.1077781883873766,0.03004475050660059,0.215285717076785,0.06509599837094321,
BTC,,-0.02281651586419133,0.02832436227411958,-0.024455237678195994,0.04693711112461917,,,,-0.029249948338297898,-0.03655335264547846,,,,,-0.028101233350017542,-0.011710510064591924,-0.027335711787539733,0.09527373623132694,0.07195409579571135,
