,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,,-0.03311838310676513,0.0028256654459874455,,-0.0137251867227189,,-0.015457149239035146,-0.03218216616839869,,,,-0.05130771226420542,-0.03908445855276946,-0.03782458534715558,0.05497688046268939,0.026566297838594925,0.02824197067574964,-0.0053818864988166805,,-0.04718198802369179,,
PDAP1,-0.02483092622784883,0.025685321438521397,0.03891642096429695,0.04577135563661904,0.053901330951749975,-0.007520578285081483,-0.029238731475984,0.005752827590191015,-0.008515587493785772,0.005905369065626289,-0.04345395008919791,-0.03247782262663129,0.02349000613278691,-0.09323090537667249,-0.0169988163331642,-0.07883804481048509,-0.024685207659980696,0.06611792319082527,0.006118528470991419,0.086469658197469,0.030635526186186493,0.07184403266315098
QDPR,0.0753566734298211,0.02200120855256362,0.02102937325128411,0.08958327170244883,0.033789005279723235,0.04621142605224142,0.026646749665389203,-0.008571780619886348,0.05567838124038128,-0.13274400672598022,0.01931696228983607,0.01937690899437205,-0.023583533701306593,-0.04617777212806366,0.11564222549385599,0.07999595105133156,-0.08300875608869825,-0.023522970803345575,-0.0007779189405399823,0.13452652425976028,-0.06285344766585749,0.016251610925473017
POMC,0.19412755938337428,-0.00724686042569935,-0.035148432849574446,,0.008858525734740363,0.007486634632991586,0.05056623284123617,-0.03702426282354062,0.0070899717344693955,0.026278520780296088,0.014748618916173866,0.11333638646974019,-0.00892658746031037,-0.03451781239844114,0.05893334298218199,0.04927140354417478,-7.78063149822386e-05,0.03190442155770067,,0.16087938945029517,0.019931714687758135,-0.013171669442304652
CCL18,0.013767331553657598,0.02752653594749088,,,,,,,,-0.05525687564823236,,0.08037738958527173,,-0.02681825290697251,-0.049996645732346835,0.018859589871642123,,-0.05769670467134854,,,,
CCL17,,,,,0.011194984099176408,,,0.01872854911538536,0.04646350685308371,,0.014588094382068227,,,,0.002214370071391431,-0.003998146813263614,-0.012223049742688844,,,0.047388504805718205,,
VEGFD,0.015083735003657138,-0.024934669807504566,-0.015364668737792879,,0.0025566366864246907,,-0.031785846046489465,-0.0423995775296902,-0.02257693187464531,-0.01271702094946549,0.04266870292302565,-0.025161284215913987,-0.014839413425127453,,,-0.0043804640067372155,-0.040685361391594226,,,,,
TNFSF13,,0.002076689720299651,,,-0.020437458323965638,-0.02054384104977592,,,,,,,,,0.030370930886031364,0.11476601491897723,0.08439866310899273,-0.05576754563305412,,0.013916653776654719,0.006817357347673687,
WNT5A,-0.04259975445710737,-0.022016411211235175,-0.009357992171542628,0.005545277995064259,-0.007997486412197368,-0.03735472853752459,-0.05907466099405448,0.03037443562151385,-0.029017885440572648,0.016331125244624926,0.007201397967064506,0.10823132106365847,0.008649785540179391,0.05312460731655224,0.045808867578498065,0.05908250305620303,0.01599911898049725,-0.0022744078317480797,0.046767593559229687,0.09254728139896808,-0.02868693230746444,0.054013703130918626
CXCL8,-0.10647213471126454,-0.029443856723573417,-0.03226185713656945,-0.02772664349519051,-0.032066159159408573,-0.029222281437123104,0.007913577952345605,-0.04645114304334888,-0.021024620639303764,-0.05830101803240161,-0.014792828805999456,0.08693536359495656,0.004464566578183339,0.028107331825950935,-0.1885050814658503,-0.2134456811763754,-0.006296419586072054,-0.04864460025745507,-0.022653656565377173,-0.046254539810033725,-0.11616862658552786,0.05693454089693267
GRN,-0.02633437328505999,-0.028555496828780915,-0.02629289203082488,0.040012190853648544,-0.020127113211159207,-0.036941300386123754,-0.08479649581894746,0.054282905287958885,-0.0520030319109956,-0.09625945738500544,-0.006725815558338817,-0.0137481307907061,-0.002177537681839615,0.026096528709080948,-0.07326773493687426,-0.05120132873863808,0.11513748309005392,-0.03794579390629668,0.039678296234654256,-0.05768643950094116,0.06737707235529608,-0.090211121837151
MIA,-0.0005878195822508185,-0.002097042149051574,-0.030642092897557777,0.06052225032002733,-0.016453471159429467,-0.03714722672809148,-0.009769870296988075,-0.045985325644013066,-0.025676505349828144,,0.010053607730847807,-0.0026652538236305893,0.04047117973006422,0.011381565454198902,0.10449012531595901,0.10618539995463436,0.07148038990099553,-0.07740940225873512,,0.058895058390353805,0.03668250021177179,
COL4A4,-0.04220063494416409,-0.04265126471829498,0.0001277675448490169,-0.02143115453205511,0.00805448771250516,0.01819871394421027,0.023438894554588013,0.05487813945464351,0.04298138700541166,,-0.018540207685665746,,-0.018218573972311303,0.09846235582244016,0.0857901958673574,0.04998648363590188,0.13650105100697701,0.039573995870569534,,0.004769724650006499,0.016468541393941414,
TAC1,0.2584494603308497,0.12178151528425676,0.026967142295013128,0.023149409544067173,0.05422313460815392,0.05749961224739631,0.14297672331363642,0.032733348373945745,0.013699517818909443,0.11608988663429524,0.08330183993006832,,,,,,,-0.07719940966200811,-0.011355125093152355,-0.023717024131972495,0.04321536044672878,0.27398153033095796
RARRES2,-0.019368422678290996,0.0009931570899603384,-0.0112953944175855,0.08389233030845962,0.05149873852178968,-0.005215259032423971,-0.09449513178048612,0.07993702141019388,-0.0012925284233723797,-0.04114815900832634,-0.012629740689651846,0.08615996889136487,-0.05481734759808127,0.06553506187745692,-0.08041980008005906,-0.07759836912431572,-0.008506474417580142,-0.06201119193521885,-0.015466450824551215,0.0536830427640076,-0.10316063122975987,0.07847532149262236
FGF7,-0.007093476648157096,,0.02890990079794627,0.007215890578992876,0.03397448229377257,0.011315944597352951,-0.03894994561792964,0.026930550446066952,-0.00046006846489551716,0.05812292977325077,-0.01714165249804138,0.08366015937064232,-0.01280003569060685,0.05037334117436492,0.07286357406686365,0.029285413310797627,-0.008518657049146562,0.04014251414924815,0.0016588911308066565,0.11525162985979767,0.027550647397562657,0.08608840720567665
EFNA2,,,,,,,,,,,,,,,,0.03453389774634012,,,,,,
HBEGF,0.018357062694658925,0.02022584129065065,0.03855527828659661,-0.05344991797674786,-0.00034949943354488177,0.014808221050539144,-0.08860466326681331,-0.037864152915293416,-0.04729929843345392,-0.06523267469712976,-0.0809637399764723,0.04007537354629991,-0.007795504885698142,0.06384882592030322,0.04724544629667167,-0.022439361773621817,-0.07240709825801442,-0.03537468348955565,-0.07212673941749413,-0.026829990136429956,0.07384970323696347,0.055451021447743554
CSF3,0.015251213939809036,,,-0.025357423834851,-0.03531524890795765,,-0.01978113030053432,,,,,,,,-0.09526061778176494,-0.10179824131855986,,0.03215666515490752,0.22893279376676196,-0.030765181718110917,-0.06263152668908752,
PI3,-0.049992905511978034,-0.011587751780577863,,-0.060075283502914786,0.0037757305106412196,,-0.022273813801061873,,,,,0.009524404320762802,,,-0.21449739844509985,-0.17841290267394652,-0.01690457782196894,-0.08630591032403348,,-0.04677204856183245,-0.050038759827427504,
PCSK1N,0.19397736643238747,0.023052887372874788,-0.003336003924575005,0.004319011108974489,-0.015544197288070837,0.04685032195771827,0.09558552827212048,-0.04976602732383756,0.04945196690627013,0.16983308412996767,0.1315793283964667,0.0011776615121319141,0.08008575766429389,0.008816499019480104,0.14502490653294642,0.07523877780397424,0.02275618120273846,0.23299721788108527,0.050572302384356844,0.10425415341099456,0.032268670269036244,0.13089944040877796
NTS,,,,,,0.039525156273983834,-0.02431338863851774,-0.017669985188494535,0.007111984206564194,-0.036034597102581854,,,,,0.1553978893490487,0.019252880891062755,,0.08277380160783755,,0.08367762020302683,,
SFRP1,0.12617438543972534,-0.02581359194523718,0.008038949222799859,,-0.01389219854193358,0.031114321396620532,0.007931625238123612,0.013165578097328715,0.03777949504000514,-0.07378987569414781,-0.024177709128151977,0.07175364091247,0.012544794561278346,-0.01167949834758998,0.11367556275522489,0.11211699888527829,0.005848311871401848,0.07874715777945636,-0.026928567822124706,-0.03570565305213498,0.055846637045618056,0.011587606728274734
CXCL13,,,0.042358684926049696,0.09370427589304522,,,,,,,,,,,-0.05065811514171093,-0.037359045935450114,,-0.07670739278097874,,,0.06248079462956157,
MICA,0.030711702335430944,0.027641075373011418,0.009462858518524719,0.05465502705992049,-0.0029519462427909796,0.03826255682780451,-0.04817192031522438,0.008895693464701277,0.010767632623550205,-0.0012789249761509403,0.011875381433575413,-0.11034365401855448,0.07582051497194417,0.11396594366342444,0.017388661240780014,0.0718428823381353,0.05076361785533298,0.09421314685522292,-0.06566829361484909,0.10220712665898858,-0.03489218507099738,0.06505944985720215
TG,0.05334694342200584,0.002661020083175061,0.027464850276229028,,-0.0072395286522380295,-0.02754292881197333,-0.023874054495066403,0.026533970578529884,-0.022274789606148385,,-0.037363111576403985,-0.002994185421942322,0.030052572538387043,-0.04366638578258906,0.09572147591405127,-0.029109354122808913,,0.08350548214260077,,0.04725856295942853,0.0014809746027310828,
ADA,-0.02383359037027256,-0.027125416954547513,0.047943767361905455,-0.0010454499552553756,-0.013347262426405044,-0.019513648188521998,-0.07857386182427446,-0.008248974030724388,0.010974147143710247,-0.12502436596459637,-0.027190172730896568,-0.10015538008015042,0.10812040118262704,0.03982467955392839,0.00834691607088612,0.06684722773273372,0.037155892732340615,-0.006237626931741604,-0.05372617410764354,0.053312892964975135,0.04341111855494085,0.33186392522350744
LAMC3,0.02893135405438968,0.03973712776005499,-0.034193211144999666,0.0918884569039273,-0.01589559162783588,-0.016508552132160823,-0.0045648164581596545,-0.049646219723588875,-0.06219058926605993,-0.007380192181434103,-0.012187676911987484,-0.03712962623379029,0.06643942199332162,0.06150484135277437,-0.007201595865904436,0.05458906595194349,0.06693267562060554,-0.0009090328815236104,-0.03466471617798363,-0.06088706460372628,0.11359799973954872,0.05703567674684211
CCL7,,-0.026288489190807996,,,-0.02017088751989264,,,,,,,,,,-0.03632695287366935,,,,,-0.002226122639928177,-0.036811790374130925,
NGF,0.024786015365646882,-0.04513603047826564,,,0.03301662636110709,-0.026283341569013893,,,,0.010392127256927088,,,0.02679369484576874,-0.021754847940830692,-0.004853957585999173,0.03762769079261125,,-0.04463371600135303,,0.00115489009633202,0.026370302337410136,
TNFSF15,-0.010870280081256099,,,,0.055197729151791844,-0.031913738842118684,,,,,,,-0.011886261294249776,-0.02219504433136835,0.011052768814718044,,,0.018453500802399395,,0.016348913507883804,0.031309574533394495,
HMGB1,0.14204037569465522,0.03094878269561418,0.04704296009294958,0.03449310900204017,0.03211511646600829,-0.030147452417801673,-0.05622066346768581,0.038837491598140164,-0.0626877560403982,-0.07307729287343441,-0.022588523190344927,-0.04774136055474539,0.09841700697958476,-0.13471678677580648,-0.08946998483151325,-0.07988081547120872,-0.0654006711602069,0.009387813320609846,0.04425259468132505,0.001523121400180465,0.016667310177155913,-0.012819374280242902
ITGB3BP,-0.1315497273530677,0.009892480249531795,-0.029980145400155818,0.08731772065241176,-0.016281696775180942,-0.045516801035553354,-0.05191181139108001,0.0012571764361563856,-0.023282701755567844,0.018430595980994387,-0.016456873789358034,-0.034140014698331306,0.0015243584707243163,0.03264046896289609,-0.012348573680535976,-0.039269031608514644,0.017744954015370303,-0.016823306944300735,0.09424841928976439,0.09238550384898427,0.028981198531398678,0.06160489009303586
AANAT,-0.02940637723116557,-0.03814059830146942,,,-0.02043746050521666,,-0.01784311484645884,0.05890442428397898,0.11111905664213677,-0.018100057276762057,-0.03229437593646463,0.025137712665692636,,0.02181031496358255,0.0184334498736195,0.008881570374351846,0.04908133572041669,,,0.09600577157681081,0.051787901238283314,
RELN,0.057172362440379806,0.031098252845285994,0.020933243917570073,0.04528130524738913,0.05739644645527201,-0.01109816864970538,0.08148648744669572,0.04836204058511175,0.012902545303567377,0.0041184805718182255,0.003617009063068181,,-0.06747412028980075,,,,-0.05050655003020897,-0.011394335510512452,-0.07157005989034358,,-0.0040510344513788885,0.03789247320718995
IL15,-0.014456739366039592,-0.07026408127573862,0.030726196979354203,,0.023912849307435254,-0.022708522436018747,-0.00947731043541991,0.06157905479174616,-0.0012947439693126953,-0.03786726639983134,0.018204178440527467,0.014835771824407536,0.019274391410942414,0.21916699995437014,-0.03525438339336247,0.034082237067967834,0.12337706675879702,0.05303929718965136,0.05958829896550858,0.05116162140490187,-0.01423312881375066,
UTS2,,,,,,,-0.0588580888140648,,,,,-0.08048194500249205,,,0.06408302578728496,,,,,,,
BSG,-0.08686421749499712,0.07473874315193908,0.016895906952066598,0.05382492815592506,0.014859296200930898,-0.017745516001300005,0.06424494292341931,-0.09941777613462921,-0.02217551450628257,0.0801891265439028,-0.036361312496103006,0.11606456682700869,-0.030175098174848484,0.10351622926761896,-0.02325262900755264,-0.05468584576404152,0.14760482307703413,-0.08102644341390629,0.08104550158191703,0.0668320521411979,0.07214929362845085,0.00012043822641149769
ADAMTS3,-0.009587445475360754,0.02363716031049347,0.053390730615519404,,-0.04321128371799089,-0.014443543874229591,-0.05987988417295572,0.026561036663078366,-0.001306000414368018,0.08266955665079417,0.018682591511092528,-0.07307485803703014,,0.11194142418380293,0.11076593456649139,0.11403515934644173,-0.016325749603439455,0.1424607148528934,-0.04800192615935907,0.1425761706777467,0.17507652274593039,
CD34,0.14242845656144645,-0.008764859361693416,0.010234837664729214,0.10614241099895518,0.013205427464245321,-0.009483611530710211,-0.020143812090031105,0.011905312917659103,0.0012258079573159014,0.05484348747400163,-0.011272672642758936,0.020806399347665115,-0.010413369729302556,0.0283678967022314,0.023836196286393264,0.08786845356555492,-0.0023853173087861486,-0.03174442354612743,-0.06647129336333732,0.01869147368840152,0.03294121090967121,-0.014567611436726371
CCL23,,,,,,,0.054977069895288,,,,,,,,,,,,,,,
PLAT,0.007853867674040936,-0.015134801946706886,-0.06048226511650188,0.07624292039791286,-0.04699629780114603,0.016758910991282686,-0.04208737695467304,-0.08384526764530222,0.012597632411526217,-0.03435926877824492,-0.03656996704936394,0.05357523492432773,-0.034970714840433195,0.022292690258966574,0.2381564680664938,0.13904357941729245,0.11249915710158291,0.0781845340966435,-0.0767798286773356,0.04564170988503828,0.15084471813844633,-0.0442644213853638
NTF3,,,,,,,,,0.05432348208594646,,,,,,0.16376383693479982,0.18098376826562518,,0.10980762368092942,,,,
LTA,,,-0.009947688453644798,,-0.025852493665507216,,,0.03174412727710467,,,0.009072424139309867,,,,,,,,,-0.003324512559757578,,
CKLF,0.0734814096561278,-0.04695510207633439,0.01910596186314987,0.051856987692361696,-0.031925842367984264,-0.02749882179027794,-0.08508007360322664,-0.018655226060751744,-0.04610313948282555,-0.05212497769204165,-0.051688450585282396,-0.02338614713484112,0.007782382122940126,0.08025653396717952,0.10795651463524661,0.05671226912092012,0.04990918850763835,0.022723620116270056,0.22899703766776222,0.05724234864876542,0.008433832858589068,0.002727320398184795
CD24,-0.03865255584735432,0.0896412257880508,0.014551299272038205,0.004227204932111371,0.008921500825588883,-0.029603477811992775,-0.011232278180806516,0.10360213322469192,-0.07206057109287407,0.048325378629999284,-0.019285513212667738,-0.008949291434758583,-0.04606369150830568,0.08261438231276497,0.10882646919765547,0.08396581512489329,0.00985989904131159,0.22448884395932048,-0.04411979409409338,0.09744515213937471,0.03196505787699046,-0.008156003083651647
HSP90AA1,0.0441298696950888,-0.022136459411960005,0.02701375867135771,-0.035172806950064986,0.07110513891867805,0.06795978616009142,0.08623528423973405,-0.007496477180560969,0.0030340630459121678,0.1753366859114506,0.1032032800503502,0.06848863196402394,0.02685505571721601,-0.097303902620804,-0.2383667290959409,-0.23636628773340118,-0.029650725809340472,0.033840484336807114,-0.10547694005599066,-0.06383688851341665,-0.0335033031060442,0.10850661998621401
BMP4,0.07096002664975,0.01885504453252276,-0.00031779310352086714,-0.020463786095217814,0.050571032071762306,0.028387605693842945,0.02742971934188062,0.03765226980836948,0.019472389622686038,0.07123020338035789,0.009082943808475668,0.053383242706308245,0.037301649742686724,-0.0028101318404523913,0.04774914050491097,0.05203503590002523,0.07835643182143393,-0.059319717224060056,,0.07470731899940235,-0.042207412252853044,
SCGB3A1,,0.02795223791765265,,0.0693309403800794,,-0.02898783051962717,,,-0.02165838460120003,-0.05963448442141118,0.028853490214149864,-0.04956375103383029,-0.05701208165298185,,0.007406667712269341,-0.010905012994340088,,-0.00891097525711993,,0.00583969756210357,0.038888817194157224,
IGFBP4,0.03794497361537587,-0.008888395404469627,0.006377103858909156,0.04668205354248864,0.02264033912305205,-0.049212614221895566,-0.011233193934255117,0.016481827002841405,0.0011462416186720974,-0.0685027046275264,0.0074694778478540565,-0.10324804431326896,0.08827532817091421,-0.008988050237501872,-0.06476863516465729,-0.03402123927301348,0.10051857189321982,-0.06166242700903799,-0.06144728791895184,-0.010602923888561412,0.06254573132039339,0.08354676336344184
RSPO4,-0.029700780820234748,,-0.03888911722586814,,0.0505896444290415,,,-0.017611166030007584,-0.021658381433171333,,-0.045806394169341576,,0.02529697310419281,,,,,0.05575880660983368,,0.16711606546966618,0.06996251214708131,
LEFTY2,-0.012729706618256089,0.006480776727406951,-0.024351347711323044,-0.000264239491247779,-0.05195632310644348,-0.006190833339857043,-0.05607520983065842,-0.027448888593283594,-0.011510765501524028,-0.006148958349798776,-0.030898288686141428,-0.010366177039383865,,-0.035695156324756616,0.048339161992135116,0.004048665737292079,0.15449722823411194,-0.0781892730919277,0.04991994965889169,0.04236371990796932,0.20027450367487018,
PF4,,-0.02727008488871762,-0.02188211477527055,,-0.017598701970926715,,,,,,,,,,,0.05124215999940571,,,,0.09165900504929636,0.06154572121795032,
ANGPTL2,-0.027363179726228596,0.005414869150209917,0.06633575391616746,0.11400966684765296,-0.0007412659000051074,-0.044504697720931186,-0.05841409466845394,0.059443329433706615,0.007102300419609533,-0.05174231135177008,-0.029256347956332827,0.003981896789345321,-0.053346191871304016,-0.01721480391004941,0.14884552782878838,0.14556197323189807,-0.12121634725910851,-0.01422469284864362,-0.02413377177070123,0.0036708956027050764,0.17587669977429837,-0.024015049459836624
LRIG2,-0.026649119806923856,-0.03264969936071985,0.03242448508137839,0.030438834739962003,0.01045189680561516,-0.002938643310835888,-0.015518783535073294,-0.03924950754012771,-0.03525590640246401,0.05520677070944289,-0.023908584403230043,0.10086943110228733,0.005806495024897532,0.07251656069734075,0.10668946198397122,0.09699729622279317,0.057822181231999906,0.060784582915922154,0.06979709628662126,0.08940648589152557,0.12390752680686604,-0.021030409641766966
ICOSLG,-0.07522346790460498,0.00311207192245887,0.03430092204889228,-0.023832903665419597,-0.010654226133040194,0.0031001886768670874,-0.08927071505903994,-0.0765968874710054,0.09053999025102434,-0.04458950466252586,-0.040367365177163377,-0.031681885765482566,-0.010330959824059497,-0.04141889977441531,0.13769670545235885,0.05937273647753394,-0.022153547280210538,0.022014713849898858,-0.017926628722075108,0.09711302409921936,0.06690296150730414,0.007977807927560856
WIF1,0.25489950599438976,-0.03400899436227589,,-0.0186487433299949,,0.07695704600382837,0.12150317141407152,0.005451720709862639,0.05198617075405555,0.07131849621224344,0.14075969593238138,,,,,,,-0.04194738423073972,0.13194602470820557,,-0.0033501439172510593,0.07363952725816625
NPPC,0.009446721945848691,0.027782927563504083,,0.08002556378866349,-0.027299926709893646,0.04747977715415813,0.04194774136984732,0.00015811340068764768,-0.010105722583681302,0.07035122978584182,-0.0330653439695123,-0.06191905952600152,-0.0363750125701971,-0.011031120519644708,0.03446742421441064,0.015477577263286097,0.048602056749377794,-0.036232203052382304,-0.07251955532322289,,-0.03888938222777181,0.13661040372008826
LYZ,-0.002151017112479906,-0.011480321719488701,-0.04124985477557616,0.055058956161455154,0.015541152148104559,-0.012640034912229321,-0.05430918986187521,0.008155184530257405,-0.044256195132817595,-0.1362085654715861,0.01387875403781613,-0.026083356500953985,0.0785836240499942,0.012147563512818501,-0.049485739586120875,0.031876536870470124,0.03334654592989868,0.004365720801590067,-0.03997747641463876,-0.004741318485174665,-0.06830905014321832,0.017690999987505663
EREG,,,,-0.03417993998087917,,,,,,-0.004895896756456157,,,,,-0.05325271999421828,-0.044585020744610626,,-0.05287488888695928,,0.06616681155301234,-0.043266396035769566,
SPTAN1,0.11463768596119157,0.03284262267241852,0.006771728752708192,0.07853867713564262,-0.00471336804105913,0.031008352560177917,0.11678888736875512,0.05131600476825703,0.062223282968042234,0.12781284454622793,0.08248157645384314,0.01608003607820332,-0.03283438306078712,0.07842369104492629,0.08953264920825728,0.12441250232527595,0.018015675484380045,0.11947154205808305,0.02391676342978824,0.061277562743804644,0.00015524061178061324,0.13519738398551184
PTH2,,,,,,,,,,,,,,,,,,0.05231843818821555,,,,
LIPC,0.07287600669441777,-0.03338575170357664,0.008217388467417592,,-0.012647212730368786,0.08720839875306115,-0.046668416937729496,0.030169097394799907,,-0.02284453323302941,-0.02808309019057427,-0.04464144527961323,0.02416866415550664,0.03933522204465215,,,-0.045835345468776774,,,0.10268769415860102,0.015489649513722096,
COL8A1,-0.11121386869402629,-0.031171484370846943,0.025671779255155392,0.03344012188116002,-0.024817210963170914,-0.03849938105538196,0.006320869839784154,-0.06640119488244468,0.019981484640417237,-0.09290597693896703,-0.03181478796882489,0.060898334482395976,0.0630481690095008,-0.027571176859968783,0.06608598276349033,0.05716112864446537,0.08147299561346445,-0.05368334229386199,0.015268006671368193,0.08479721954132682,0.025067222599398708,
GSTM2,-7.791453706907494e-05,-0.04856870348029674,-0.012167819168876583,0.06602629911926129,-0.0008075164297105152,-0.019203113481498897,-0.03729854455528724,-0.047131859951224216,-0.03176676544961875,0.005811052009579981,0.031701030039291804,-0.08098549640317657,0.024479530681752584,0.11882393930799949,0.07848464516780286,0.0767523292257832,0.0018527169570151066,0.006594188377087421,-0.04344307731042413,0.07756619951730623,-0.06031252104482056,
IL4,,,,,,,,,,,,0.06449580870761225,,,,,,,,,,
SPX,0.08882538217998133,0.0028850890686775536,-0.021674472797607685,,0.033616601349870004,-0.04453406102531924,0.05271016930916151,0.0392036132193357,0.014135916117027744,0.038322921603380876,0.13914395573768307,,,0.018741076421605083,0.03471728988502941,-0.0121486129789054,-0.11217048611237503,-0.04449749832630284,-0.03265083262442563,0.1245036515115404,-0.024901273184348552,0.01303961291971493
MFGE8,-0.08318925694002884,-0.010377270202949455,-0.02599724885723246,0.0187220479957926,0.025502563257989552,-0.009588674149017953,-0.07475758619784652,0.004150065985483931,-0.07021369085177614,0.08277704546258569,-0.042550454218932644,-0.08638755750183442,-0.023867989708766166,-0.0024180914142814297,-0.08867273690485158,0.0014057043093492246,0.10013226467503583,-0.06586031773214246,-0.02609683188334131,-0.0564514371777154,0.04223979049962466,0.09568386347362264
TGFA,-0.12837111187465,0.0006100871615785098,0.021007568986580766,0.05684920738464766,-0.005327169597233881,0.005613475393549508,-0.09031567675525187,-0.09592552766295181,-0.019145083945690398,-0.08713298723383303,-0.04923914708386224,0.06692358896457866,0.03676019081552746,-0.04461983001939342,-0.005012938587735387,0.11430449110451169,-0.06604278650070472,0.1388010838021672,-0.06433060001341777,0.1277010188595365,0.01836768103162181,-0.04868614054383263
SLIT2,0.2327623738829552,0.036896592193912565,-0.014509542133733745,0.13150241806554785,0.010233274552820916,0.013437532238928525,0.03716001382074984,0.03873761798676966,0.04781539624046692,0.12603004205968293,0.17883852579066054,-0.09142934202648882,-0.02246951232045089,-0.03782453913213609,0.0995598655818288,0.011637996852435462,0.05269103495552414,0.022135663439849032,-0.09617880385329848,0.025734531548542335,0.014857698546164835,0.25414498868487245
PLTP,-0.049786597061528944,-0.011757386056669107,0.03994407871249104,0.07228355885294376,-0.017605249315131594,-0.037966745418973845,-0.09869401839618151,0.09551109858971732,-0.03939669877254365,-0.13977653826472625,0.014089523436928618,-0.014177275616146878,0.009490529682039534,0.03623407958143752,-0.04417956452807755,-0.10226292120475146,0.1261171086717873,-0.11672544126586874,0.14323719467025278,-0.02242520389782435,0.050463029800736484,0.006826482285170445
APOD,0.10953887918002789,0.04518862636594366,-0.04724720904574724,0.012622364355987237,-0.004636746152276088,-0.032600809819276086,-0.11860664807043002,0.05324243377189324,-0.07793061280598737,-0.09865965350074803,0.02681213073646204,0.12719728525881457,0.0451643544970381,-0.11826933371707948,0.21973147567832074,0.18697585523791427,-0.12718219075908596,-0.1283789870355858,-0.10052327164516599,-0.043487876317838445,-0.04165460497469509,-0.05767627652640986
B2M,0.08831213352727417,-0.014734222643152408,-0.046260063927650315,0.045398545761119465,0.027944676817149957,-0.05801744623827974,-0.08439053755665084,0.10557251554615972,-0.09532591047349945,-0.1622302550485951,-0.05414571629141902,0.02325570058301721,0.018449758433185755,-0.08306510850985316,-0.03411240665793694,0.03035275663925624,0.1536987722596275,-0.1002867579143627,0.13481444562386338,-0.1350528883913133,0.06058396460414096,-0.10614153755145446
